lasso_0.01_0,lasso_0.01_1,lasso_0.01_2,lasso_0.01_3,lasso_0.01_4,lasso_0.01_5,lasso_0.01_6,lasso_0.01_7,lasso_0.01_8,lasso_0.01_9,lasso_0.05_0,lasso_0.05_1,lasso_0.05_2,lasso_0.05_3,lasso_0.05_4,lasso_0.05_5,lasso_0.05_6,lasso_0.05_7,lasso_0.05_8,lasso_0.05_9,lasso_0.1_0,lasso_0.1_1,lasso_0.1_2,lasso_0.1_3,lasso_0.1_4,lasso_0.1_5,lasso_0.1_6,lasso_0.1_7,lasso_0.1_8,lasso_0.1_9,lasso_0.3_0,lasso_0.3_1,lasso_0.3_2,lasso_0.3_3,lasso_0.3_4,lasso_0.3_5,lasso_0.3_6,lasso_0.3_7,lasso_0.3_8,lasso_0.3_9,lasso_0.5_0,lasso_0.5_1,lasso_0.5_2,lasso_0.5_3,lasso_0.5_4,lasso_0.5_5,lasso_0.5_6,lasso_0.5_7,lasso_0.5_8,lasso_0.5_9,ID,y
112.513184662,112.189382842,112.910888595,112.35822337,112.391433059,112.305751697,112.467078904,112.276336361,111.947891944,112.523122906,112.169513628,111.341838546,111.973012734,111.70742273,111.152963383,111.10505519,111.646828106,111.572086872,111.059203121,111.431425921,109.541860436,109.515730021,109.725915059,109.837158376,109.557818197,110.197006516,109.559165101,109.823912111,109.273724232,109.903508179,108.001461713,108.070290678,107.687388876,108.105622482,108.001640319,108.191907888,108.286842131,107.891850081,108.173813505,107.968405249,108.056498828,108.246188499,107.831458934,108.024385643,107.915201535,108.015577549,107.93908163,108.083809142,107.916270924,107.729156108,4819,119.7
112.642093293,113.156400869,113.157540577,112.996638001,113.244382114,113.057419305,113.034675477,113.32247901,113.067695377,113.523932105,113.592236695,113.345776757,113.279424968,113.194517436,112.640068554,113.257766306,113.374178721,113.19582032,112.858401306,113.122456386,111.600396112,112.587394978,111.975611775,112.12862267,112.046874134,111.678364879,111.818739322,112.141282368,111.935556459,112.150844571,110.815613126,110.589377411,110.889237448,110.578473759,111.017102293,110.699623005,110.922817224,111.115030453,110.941926343,110.840315525,110.661875047,110.582805252,110.6915361,110.612404874,110.555503335,110.432560972,110.194545073,110.546789705,110.60498844,110.538544218,5030,113.67
90.2346371429,90.2772249617,90.5578357778,91.6371420277,90.2699717501,90.8221045129,91.0042939142,90.957361091,90.44590705,91.0345040633,90.0909044812,90.8888613842,90.7822614137,90.5106124148,90.1812561257,90.7524877386,89.9454615024,90.1469991815,90.3804695157,90.1528375945,90.7015422327,90.2598882333,90.190273715,90.3899279693,90.3614393823,90.2638339716,90.5877463753,90.3738698104,90.519678071,90.6188099836,91.2594433394,91.225818343,91.3791833542,91.2919936704,91.4367699042,91.7324532945,91.3734736813,91.3450006626,91.5138076481,91.5138801296,91.7520871177,91.8966543708,91.963596949,91.7451473624,91.6347132135,91.8279577905,91.926047884,92.0694772859,91.7989436604,91.8487518065,5887,96.8
107.642723514,109.036451772,108.806994192,108.554678624,108.90932367,108.617325954,109.068798905,109.270014154,107.846559963,108.368340653,109.259402355,109.087617461,109.895517589,109.04110225,109.51702807,109.600699656,109.042648073,109.295998822,109.931837334,108.936838046,109.75546424,109.911012653,109.995525184,109.416620807,109.816135714,109.828078497,109.942037767,109.869970837,109.791229052,109.974781708,109.195476448,109.122179824,109.165322826,109.392371469,109.228582493,109.368709883,109.277238692,108.815392614,109.465281431,109.386508905,108.742605241,109.095618069,108.803448611,108.550458469,108.620743484,108.710310227,108.817836454,108.853793306,108.630047506,108.963124216,3347,132.86
111.891943732,110.316340717,110.431184813,110.779329373,110.084573708,110.912830709,110.306283689,109.705507777,110.675118792,110.729714216,110.44079442,110.133878031,110.144089634,110.044293281,109.844930164,110.34175684,110.388293351,109.848862277,110.025040595,110.148619714,109.735975085,110.136377073,109.88681043,110.104518209,110.301188308,110.307128503,109.970768788,109.617431604,109.991341695,110.031197366,109.376751249,109.297936656,109.400616574,109.292276581,109.356510065,109.339070103,109.254651308,109.191405272,109.34834416,109.327477988,108.935001899,109.147021725,109.09161535,109.075718653,109.165890149,108.982993246,108.859909317,109.048449131,108.820806887,108.966825484,4525,107.9
100.571757337,100.707208338,100.192335612,99.8325909087,99.1011000332,101.032270621,99.500378039,99.8001355262,100.557485457,100.518116365,102.256421794,102.978724263,103.220463123,103.187061815,103.035651845,102.871840577,103.004996716,103.191067431,102.988978301,103.258080412,104.188558064,104.62700714,104.469961143,104.633067004,104.429455107,104.740543907,105.081793311,104.670772026,104.574555165,104.791867959,106.395631985,106.244410006,106.156278491,106.240508628,105.996113671,106.011837787,106.165450068,106.35611285,106.314777136,106.033489812,105.391407417,105.912102991,105.721421237,105.561368798,105.691326563,105.608541547,105.700675362,105.640408941,105.546771469,105.424331727,6897,100.11
93.5219439004,93.9248540655,94.7697188636,94.2402000174,93.858843299,93.9951585172,92.97379465,94.1278226665,93.9411891146,93.8037098287,95.3657425668,95.1692919584,95.3814206008,95.7425529504,95.4930561719,95.0621660693,95.9278543286,95.6830560942,94.9998243226,95.3639493345,96.4861461211,96.6451004735,96.1372424005,96.765592344,96.4700938619,96.2631863595,96.2477242312,96.2327417264,96.3246554068,96.6491900264,98.5528367133,97.7814235397,98.1709295953,98.0671291022,98.1258071433,97.929977707,97.862884033,98.2494271913,98.1910781182,98.2876065974,98.6566255557,98.5008558751,98.6268183019,98.6535610387,98.6468830309,98.7300339701,98.5620952903,98.6786638901,98.7537049483,98.3082197564,3390,94.31
95.7854711025,95.9487820104,96.6963149827,95.1417020668,95.6413424898,95.8925467996,96.3022798163,95.1815768862,96.2333267066,95.9502804017,96.5631785679,96.465465187,96.6873534517,96.0977506252,96.7441582807,96.3787873296,96.5441960712,96.0527661212,96.2021143035,96.7084781122,97.2141233486,97.3735869504,96.9940006035,96.9783101407,96.9481515408,97.1113957859,97.0061522692,96.8705095804,97.1396035872,97.037105512,97.4946538113,97.4905800999,97.4876156193,97.334689628,97.3769959701,97.2940380366,97.5230664475,97.502941014,97.6121719521,97.5975186972,97.5337615839,97.4305183147,97.3573838319,97.3848906931,97.3971557454,97.261437505,97.7275514454,97.2884225722,97.5245290188,97.612094681,5817,92.66
97.6545618451,97.229995621,96.7400000824,98.1102707297,96.1950415857,97.3958636253,98.3286267961,96.6926956054,97.2481343821,97.2631122625,96.7758380467,95.9680559424,96.0910718625,95.8449875545,96.9053184993,96.3481250822,95.3622530824,96.6653982496,96.7369952181,95.9564042149,96.7334630359,96.707601383,96.4226563502,96.4072521732,96.1772887294,96.9668149087,96.2276173644,96.4604214839,96.6064696151,96.8160515288,97.3929745412,97.0092968059,97.1434660387,96.7124383482,96.9445707851,96.7971403083,96.9003937646,97.084223243,97.0709143346,97.0654620081,97.2527182861,97.0988989517,96.9503457493,97.33991585,97.2154758664,96.9763877119,97.1741360674,97.2246969765,97.2167017744,96.9846590078,5179,95.58
93.4137650143,92.7950436712,93.1453947045,91.8020632236,93.003886224,93.3433684741,92.4747995168,93.2359039096,92.6344086631,92.8917307503,93.3359880693,93.6946039284,94.0372715037,93.1032104425,93.3970976833,93.786806998,93.5178162409,93.5300134506,93.604264079,93.4493839879,93.6328447261,94.0580938269,94.2039375923,93.753458632,93.6251017123,94.0924550013,94.1121493591,93.7416949031,94.0141081345,94.0216625877,94.2901445558,94.3746640345,94.4981631646,94.5909323572,94.3457539295,94.2511753842,94.4061634536,94.6315493409,94.5901444921,94.4405426266,94.7294942761,94.6930448373,94.8501356078,94.787707188,94.6785778005,94.6483034878,94.7417397067,94.8862534944,94.6723648623,94.6231026071,7476,92.98
113.441414152,112.638117948,113.589667471,113.804903603,114.122595878,113.903847795,113.225940736,113.982304893,113.209865379,113.49861528,114.656304463,114.307904178,113.529359251,114.584256569,113.821660428,113.75206122,114.342176276,114.681168345,114.409105542,115.098376058,112.749713542,112.564101308,113.051614103,112.502323736,112.714993487,112.915704598,112.923707326,112.783075484,112.280991513,113.597888394,108.120412016,108.017946138,108.32158135,108.160272283,108.029964959,108.019126543,108.288000742,108.209102507,107.170782737,107.855617318,107.384126103,107.589170191,106.438572915,107.176527223,107.030070821,106.909983348,106.552505906,107.729652316,106.930687236,107.149701737,838,111.7
114.235080234,114.697691018,114.243592516,114.136428291,114.074700712,114.128826862,114.514147771,113.17600684,113.887482382,114.140791526,112.585196995,112.244586723,111.987885766,112.469567215,112.628432266,112.106606592,112.399774354,111.90996389,112.471714144,111.862188866,111.732622254,112.07196554,112.249108131,111.6861246,111.959396882,111.972275626,111.881203354,111.761795847,112.177185188,112.026667226,111.492649545,111.497959198,111.580784195,111.740105037,111.700342675,111.711362882,111.66650035,111.417975411,111.694004958,111.716692103,110.524100494,110.782656368,110.899971835,110.9054351,110.769677004,110.832972618,110.785157133,110.806736617,110.628422776,110.785544811,5785,138.19
96.5530132518,96.7827946407,97.1882931062,97.2087250549,97.2999310965,95.9207559705,97.2260180758,97.1773002525,97.4503116738,97.6572837597,94.9630876901,95.5189091286,95.197759042,94.6985910667,94.5328344797,94.4171430945,95.343359815,95.4093281092,95.1752175867,95.0922173643,93.7056508043,93.7165991521,93.4337435274,93.4657165784,93.5874414779,93.5215139064,92.9712055379,93.1429659306,93.4592660719,93.2407115134,93.4887088794,93.1338051833,93.2785667918,93.3457099319,93.2284486409,93.2518543498,93.3015065657,93.2167882877,93.2662125844,93.4134129909,93.2662751387,93.0015430116,93.0438505758,93.0852592585,93.0811739224,93.2288094684,93.1159296586,93.2649184055,93.1944435416,93.3359825472,4938,93.33
111.771351301,111.455443908,111.868534425,111.28982064,111.34030519,111.557324376,112.28239333,112.559080931,111.02810691,111.906127747,110.923746097,111.302844386,111.415756919,111.496559503,111.481453026,111.225601823,110.981078518,111.380803978,111.283021666,111.497840911,111.218264053,110.824317893,110.43835646,111.081098396,110.762641875,110.835472979,111.047403059,110.170944405,110.925499153,110.495361567,111.15864728,111.503908206,111.705226897,111.512872805,111.54516042,111.723564489,111.315260924,111.370577663,111.506130917,111.202803746,110.601816523,110.835020066,110.747289908,110.714259317,110.72907213,110.901740862,110.605645081,110.782100115,110.468348014,110.89993315,1834,112.09
92.7891554882,92.7391181662,92.9883530711,91.9133875103,93.3203441853,92.6856510269,92.1461986409,92.375146321,92.9886055771,92.4014863692,94.7289466216,94.3100463291,94.3279406247,94.4563171729,94.8468780906,94.7533495824,94.7144789757,94.871490275,94.4660592145,93.9956091594,95.1673356137,95.0902624666,95.3045003677,95.4701076008,95.4870528611,95.3786027538,94.9619582976,95.2373481349,95.3975745878,95.2433773299,96.3822956531,96.5119788605,96.3557122058,96.845236058,96.3734499285,96.3093807337,96.5162922708,96.541772619,96.2258395642,96.2780949992,96.4571122377,96.5342726963,96.4795950576,96.8072485185,96.3504639838,96.7898994139,96.4832029261,96.6998533461,96.5210594779,96.539057995,586,91.26
106.30772784,105.544333866,105.210270728,104.878259341,105.924746237,105.034093759,105.410915894,105.735389481,105.310770963,105.406658829,104.922137525,104.762954509,104.758957565,104.839746244,104.377282608,104.344002667,104.827365811,104.604995039,104.469078933,103.94874667,104.218008818,103.895609714,103.949232371,103.919153961,103.864287644,104.256687251,104.035090478,104.29094101,104.296037937,104.34332371,102.8603065,102.964470356,102.7639509,102.638922332,102.633827072,102.840414437,102.643342863,102.812328306,102.730014643,102.722326993,102.343395155,102.290694473,102.268308506,101.963553272,102.13266013,102.370978798,102.133172044,102.094483206,102.291876846,102.100776747,7431,100.33
94.4444177503,94.505105344,94.2359358673,94.4159786221,94.4031098048,94.3702810112,94.7690069034,95.753544894,94.5749332299,94.7157752257,95.9402218179,95.6935893192,96.0166952842,96.0831462804,95.9337218464,96.0943162244,95.6336407555,95.8108240404,96.1895079354,95.7018652425,96.558253373,96.5393679291,96.3220394157,96.1434739101,95.9018262872,96.2538371306,96.8423419162,96.2722443434,96.739284567,96.2494539203,97.3710680603,97.8425908896,98.2792303338,97.4082533377,97.7471200461,97.872472459,97.5432547468,97.9476834542,98.0116775709,97.7427802003,97.8657698402,97.8450390478,97.8085523512,97.8541026921,97.9469902289,97.9780337753,98.0689001923,97.974667361,98.1330584493,97.7818925478,2552,108.19
104.154703619,103.947969459,104.167507446,104.377365474,103.828873587,103.545850849,104.202509631,103.906043819,105.086869645,104.052165788,105.941344457,106.05640954,105.652749056,105.823840969,105.669110611,105.780878195,105.768761706,105.63938195,106.066342764,106.157082559,107.010787405,107.097843777,107.011982463,106.750134519,107.47096204,107.121801142,107.082566351,106.88861958,107.103092397,107.312634667,108.936365188,108.948066797,109.469723465,109.387809968,109.291333413,108.99387895,109.260442922,108.726605799,109.293349585,109.228722581,109.096749902,108.749934621,108.819341952,108.862420703,109.170443918,109.37250476,109.347356501,109.035433384,108.818228242,109.092371358,447,106.87
93.4362118219,92.9193714936,93.6219968043,94.5347760728,93.4658218415,93.5300982725,92.9619321126,94.0672573189,92.9709264087,93.4292774661,92.9707457548,93.070385216,93.5071189935,93.2297673982,93.4313239133,93.1657300046,92.6924953869,93.0982082492,92.8688446102,93.3006506112,93.1164296105,93.1043969361,93.1227642008,93.1914447867,93.4011003975,93.4109010107,93.4147567602,92.9814943042,93.3228902883,92.9120890117,93.8487527918,93.8186811952,93.7743202046,93.79811828,93.759083961,93.844970036,93.7921383407,93.7237436981,93.6834458859,93.4864889798,94.2147370005,94.3237795536,94.1289782692,94.3699782119,94.5397557546,94.2599087973,94.2009550404,94.1631470895,94.2930469579,94.3021008344,1907,93.75
112.573767789,111.91217025,112.569285691,112.334059144,112.864673273,112.914721603,112.43418657,112.040596335,112.410124983,112.715493158,110.987805323,111.222685032,111.174696927,111.49846066,110.685767391,110.910138149,111.214937416,111.363631247,111.02110539,111.390609783,110.437323137,110.275154412,110.343278521,110.510878646,110.519929399,110.441559628,110.190152978,110.117891815,110.806582644,110.611528509,110.04149153,109.908537517,110.030988757,109.964573174,110.123894749,109.981610622,109.9755824,109.908208779,109.947744013,110.1786443,109.404951161,109.431128272,109.542457643,109.650471017,109.533618071,109.306046064,109.319225166,109.691844785,109.347418706,109.648303731,3100,108.94
120.016075018,122.124416857,122.011191214,122.356240637,123.411699584,121.539066241,121.546627151,123.360748506,122.155305667,121.82334145,116.175265563,116.219591974,116.61885866,117.080306201,115.672426828,116.658983692,116.311557688,116.167691834,117.461185164,116.392221371,110.830008549,110.551648664,110.676660983,110.398076,111.737517712,110.538902218,111.08549948,111.55017396,110.268771323,110.730350216,105.245039736,105.225528802,105.207518026,105.179299255,105.197817983,105.132452172,105.108294958,105.316421992,105.315619743,105.465352652,103.942179009,102.974062749,104.187187443,103.745782749,103.681380966,103.644756681,103.219072608,103.722682991,104.265310467,103.96639061,1798,112.51
92.2452825772,91.170895619,91.6227126172,92.229346917,91.3363188443,92.3157346535,91.9597379723,92.1973925326,92.2039369217,92.44960912,91.9892940672,91.962903497,91.6420826153,92.3836812795,91.586294842,91.4432695763,91.7630852052,92.2970761052,92.6499529752,90.8199124583,91.1062369569,91.5212982721,91.2632091606,91.1936830253,91.5667438578,91.5380673994,91.0493516874,91.4559026628,91.6557480598,91.1255841792,92.16116229,92.072211112,92.116436792,92.2902357551,91.8603835182,91.8695457638,92.1412844871,91.9373109551,92.4388081178,91.9158287388,92.5400284793,92.4302094541,92.2981298117,92.257766467,92.5767715996,92.4221756061,92.4261237283,92.6131385358,92.3902707694,92.7663180429,633,85.76
91.2479819251,91.5891445725,92.1938469317,92.6021943579,92.6253711594,92.1229940172,92.0499199503,92.2109176001,91.5245682405,91.4323372826,91.0028490583,91.3697765281,91.3132083026,91.7218526394,91.2757931594,91.4068067686,91.5242369078,91.0476300328,91.4571531548,91.6358441087,90.8614519922,90.3169085772,91.4427631363,90.9520376721,90.8320917885,91.056966809,91.1093906465,90.6735946385,91.1454653732,90.7813080176,91.100410771,90.8654186056,91.0291960065,90.9812445787,91.0537354531,90.980088141,91.0625648075,90.7681547015,91.0241000071,90.9118911339,92.3471010996,92.5402634271,92.4655748758,91.9365568272,92.4494579125,92.3848231261,92.6282002127,92.6519272115,92.4427958811,92.038289481,1383,100.77
102.413953163,102.47914879,102.789099101,102.967046824,102.915366052,103.108237488,102.819998903,103.018688641,102.597478751,103.222168253,104.882917831,104.843395875,104.856046117,104.913429292,104.892991625,104.821769007,104.983769263,104.910749114,104.889510798,105.051654064,106.059088077,105.774471965,105.819602653,106.024981126,105.80264408,106.156560991,105.750097184,105.642140819,106.141520319,105.921474918,107.396848046,107.525671324,107.581766479,107.553669671,107.212063323,107.388087424,107.152289351,107.682480219,107.542215781,107.455132159,107.066390234,107.350287623,107.195116313,107.082671409,107.065940865,107.131982811,107.238301186,107.414424154,107.067800664,107.091977539,842,98.45
95.0671460022,95.0170919497,94.6115285495,94.7515761634,94.5922353005,94.8946257184,94.3312342866,94.7068111056,96.062397556,94.4540920576,96.464981165,96.5452878624,96.6213677673,96.488248051,96.6093197137,96.6514857757,96.6596826974,96.6971438264,96.2462004758,96.41031888,96.6092348252,96.7710768245,96.5659740921,96.8960434541,96.8958407938,96.7279555912,97.0543336112,96.6493109732,96.6294310798,96.8288980625,97.4809283733,97.3292928969,97.2292401244,97.3766140544,97.1970432725,97.3493503625,97.1189538293,97.1950402615,97.2979975199,97.1379767456,97.8002504451,97.9395447054,97.8797189228,97.8898831202,97.9277043134,97.5632589749,97.8640733981,97.7800661911,97.765906494,97.565444386,4061,88.95
113.026369289,113.060106539,112.776958329,112.564078151,112.36361576,113.507676338,112.517841475,113.366718669,113.382924328,112.447943291,112.196981131,112.61894834,112.070963539,112.72779345,112.277106393,111.962769283,112.45445978,112.700456691,112.604627798,112.159890728,112.475298902,112.150653318,111.794130388,112.487034299,112.529622548,111.951092382,112.388403271,112.326460661,111.965303811,111.951949967,111.73808308,111.528919569,111.703055229,111.650700417,111.710964109,111.700533534,111.860353349,111.524368238,111.764537188,111.829345087,110.997463129,111.087880617,110.934872782,110.892292065,111.048716642,110.932181483,111.10062061,110.892677919,110.821950194,110.91865339,2495,110.47
102.616261306,102.853386462,102.944570524,101.592241341,101.52345141,102.561475652,101.958001735,102.593909721,102.234371922,102.283592535,104.070444396,104.471488809,104.565696884,104.02578934,104.401074485,104.74924711,104.367305009,103.679399355,104.911125017,104.247269921,104.111608233,104.475380909,104.326168451,104.377907154,104.683293281,104.246702064,104.521484657,104.277057842,104.145515674,104.023341626,103.225543511,103.370065494,103.267593346,103.331241766,103.394947719,103.329063015,103.456895981,103.266303325,103.437071986,103.553367273,102.8212171,102.814714073,103.003351834,102.963292985,102.84403597,102.762504594,102.938665708,102.932143729,102.998615826,103.289350427,7591,114.44
111.968702708,113.172480988,112.81611638,112.771044575,113.118539133,112.834674042,111.524329895,112.323265612,112.369495476,112.422641949,111.690799997,111.7188462,111.531492461,111.507814343,111.395154005,111.340066347,111.755358919,111.783395842,111.622689909,111.889830156,112.555666979,112.428959561,112.542298534,112.333211436,112.043333924,112.093395188,112.183697718,112.152890429,112.415879221,112.144893774,113.51193346,113.468255288,113.416900012,113.0683612,113.234093921,113.409136797,113.340395509,113.48725744,113.444767043,113.416287389,113.053320804,112.627731839,112.136600838,113.223736688,113.16676094,112.913529226,112.66914242,112.508687938,112.877499418,113.155121379,690,107.16
103.461477417,102.927213966,103.353908099,103.557761935,103.4952067,102.787068299,103.612606672,103.991672271,104.514293547,103.713112893,103.540461118,103.758184737,103.943626494,103.521231651,103.530996634,103.299484268,103.845093785,103.583021485,103.790869587,103.844744088,104.358350194,104.124316231,103.94589422,104.459428194,104.507550283,104.370053778,103.922200974,104.290746753,104.137430972,104.560828354,105.070177949,105.048217467,104.864497203,105.195996332,105.030030458,105.153008912,105.258014623,105.150322465,105.071724736,104.983837878,104.521387155,104.24466841,104.239286116,104.459753172,104.314356456,104.24441257,104.334398628,104.3425309,104.432159743,104.347703457,1541,97.95
93.8448189816,94.1735492647,94.5469585764,94.2228900434,93.9947100368,94.731544819,94.5619264136,93.8668228569,93.82191229,93.6277732346,91.8606534838,92.334219483,91.8501150954,92.2836267809,92.3021737728,92.4983354949,92.2062357886,92.1802990564,91.8104728348,92.0907776247,91.9867914165,91.6259996745,91.625969362,91.3306125743,91.9488347019,91.5899425986,91.7118113349,91.6666592255,91.6012360194,92.1840553308,90.7054603857,91.1384109841,90.792591864,90.753538068,90.8132353049,90.8146171376,90.8889031731,90.8277863594,90.8202905114,90.8741408471,91.4737538258,91.3584560063,91.7899516871,91.1536555599,91.7578581184,91.4276368024,91.695213471,91.568511642,91.5016517145,91.4374777466,5907,93.97
112.042859576,112.521548668,112.929020904,112.14920617,112.435208748,112.120740774,111.615235579,112.407446664,113.221030026,111.954244582,112.305645173,112.566569037,112.411487435,112.160672591,111.504940901,111.887394122,112.568095396,111.98606323,112.457947281,112.260989317,111.393383307,111.497361364,111.377977673,110.971743247,110.994664892,111.202972411,111.155701104,111.181265483,111.234259252,111.15968798,109.465868668,109.762749788,109.919419342,109.628316175,109.62010781,109.890344406,109.609465607,109.600979417,109.578578967,109.710317874,108.842538154,108.944024564,108.981482538,109.091229352,109.303155858,109.38406413,108.86879356,108.984953895,109.306860873,109.065237313,4140,108.8
94.3020109437,94.8612002792,94.3304340924,95.256748869,94.6113406658,94.5615679932,93.9387943844,93.8510816565,93.7195539771,94.1221833578,93.1446686437,93.2587735875,93.0623825581,93.4185793275,92.913762889,92.9343230946,92.6915958578,92.9556802301,93.0989401787,93.5200827449,92.3395252589,92.2835617473,92.1331006664,91.9465541913,91.9731725319,92.3703319769,92.165226244,92.14768075,92.2459472343,91.8273025804,91.5405864515,91.7410119042,91.611492521,91.6977502838,91.7527482611,91.4904441199,91.3995586831,91.9059272075,91.5885824212,91.5979999123,91.3409946686,91.5575321396,91.7967570369,91.5949407566,91.4223082993,91.3786637307,91.5619216193,92.0131165542,91.5527849454,91.7451606566,4797,89.72
94.1038874773,94.0330198384,94.1170221799,94.317486359,93.5580739171,93.4026117036,94.5112459616,93.9545786549,93.7023469442,94.1157437749,95.3810126705,95.7085268509,95.2203222391,95.765553093,95.4976334768,95.3176184959,95.9413127369,95.6691323089,95.0524218897,95.4203281479,96.3307017769,96.8380301527,96.5687526833,96.4500283295,96.5270253958,96.2248955598,95.9218437213,96.0919404691,96.5795173269,95.7506886872,95.8004661508,95.8070943532,95.8641232024,95.7096425393,95.7329886128,95.9533345977,95.6950759705,95.7699572247,95.7159824679,95.585118738,95.2824756752,95.4753189519,95.1453980613,95.6617981421,95.2976538176,95.2654244847,95.4551966827,95.4584133079,95.3727048925,95.5206622635,902,89.1
111.080412662,112.017730285,112.031288019,111.07272239,112.268783647,112.661884956,111.677826537,111.987871027,112.686349957,112.285138309,112.327867583,112.646261651,112.292760121,111.503593355,112.030672484,112.506303166,112.055634916,112.488590496,111.934692675,112.294104551,112.219008226,112.527185917,112.521626168,112.353415737,112.212789208,112.122345106,112.25783099,112.165261037,112.555856475,112.209399105,112.842213975,112.429213821,112.357450689,112.582360516,112.610460662,112.670775737,112.889547229,112.456767415,112.609180026,112.799629506,111.834493956,112.14429516,112.068742266,112.163313389,112.444254756,112.120757614,112.193102495,112.16906794,112.380667242,112.217369042,2113,106.39
92.5192219284,91.1640434885,91.8066249866,91.9779226098,92.2431069863,91.7226298317,92.1138737823,92.0845761115,91.8529333134,92.3433322259,93.8863568091,93.7760000969,93.5337658153,93.834970089,93.7613683045,93.7516187109,93.7148701703,93.7701456734,93.9190883228,93.8556867086,93.702339576,93.7770439748,94.0221633301,94.3440736648,94.3131084426,94.380215432,93.9185434961,94.0203342003,94.0432570685,94.5539800211,94.4665504523,94.500054039,94.7786684757,94.5286121924,94.744499599,94.6408158127,94.494703215,94.7518468397,94.5303091676,94.2534181382,94.4901260388,94.5879943035,94.6875499051,94.3703537314,94.2949634709,94.5676987616,94.5338331209,94.5654484376,94.6311313363,94.4470400079,8227,88.25
94.8572753433,94.4431417348,95.1912079302,94.5501286074,94.0348481986,94.7648071917,93.691456597,95.1709383653,93.6031887607,94.022063882,93.2471570767,93.0235748479,93.2781253599,93.5414324327,93.3485970145,92.5954138814,93.2757245377,93.9361590941,93.372880727,93.8186566346,93.0379433672,93.3472194854,93.6778256022,93.2764675123,92.9883516898,93.2957093468,93.3402824688,92.7489640192,93.2203626611,92.8532552681,93.8969504646,94.0772450778,93.7674566918,93.9426758671,94.1573332656,93.9718345901,94.2059724239,93.9905797876,93.9920741963,94.0770117631,95.3272165327,95.4153042308,94.8924569509,94.7574911473,95.2792097795,95.3597736191,95.2519999295,94.9896198624,95.337660211,95.1402939128,5918,93.19
110.102120085,112.219735835,110.927951464,111.071948114,110.80554334,110.529143846,110.09582256,110.459777077,110.062859998,110.609574798,110.795717402,110.686976611,111.525167029,111.229749351,111.188989207,111.226739844,110.75109973,111.259494833,110.952999434,110.875238217,111.925456531,112.169664519,111.84914399,111.76617072,111.831717198,112.1027863,111.566306545,111.696572139,112.197767616,111.689663579,111.502005264,111.552805012,111.528121152,111.874563758,111.595928789,111.66571595,111.576672225,111.518262335,111.321758552,111.396107044,110.401037013,110.715872714,110.350241805,110.618516099,110.490215349,110.67878572,110.468801852,110.313713294,110.800806457,110.597642425,1877,117.3
95.8402967989,96.113518785,97.2844655179,96.4102465903,97.1729127928,96.2222858055,95.9675314654,95.5683566261,96.1880953719,96.3530930332,97.4927460841,97.6659944916,97.5464870886,97.4932733056,97.1208294973,97.5317419063,97.171138249,97.595328909,97.1380990079,97.7926493459,98.1957096783,98.083589144,97.8146940083,97.8670638106,97.9294807656,97.8498654381,98.0599114703,97.9669678678,97.9494297732,97.9311015292,98.7667922207,98.6284699269,98.4956693729,98.4752798759,98.5973295021,98.7390206169,98.7920835447,98.5605976497,98.8395548169,98.5825856688,99.0761407197,98.9705669702,98.8407220251,99.0670463273,99.2265564359,98.8860948272,99.1290033423,99.2309701095,99.1741578298,99.1291793705,2654,88.14
92.2182042577,93.6390532412,94.2634793863,92.961901958,92.8893106058,93.2905770941,92.987506192,92.107033557,93.3833370251,92.9928913527,92.6520714457,93.6935868224,93.1111771739,93.3682105806,92.6372577588,93.3066235374,93.5428845146,93.3607385684,93.4480600593,93.2099925447,92.4012520285,93.028639697,93.1604478997,92.9592935171,92.979961469,93.1279099854,92.8922551205,92.720477531,92.9279058731,92.9210118944,92.2265300851,91.9728395478,92.3594669646,92.0775369294,92.1607402775,92.10692978,92.1649682653,92.1926003311,92.4338165732,91.898869411,93.2422665925,92.9229329046,92.7636169864,92.8865879782,93.3940892104,93.3036661339,93.1650860756,93.0662942406,93.2610436264,93.0269901303,2947,91.0
96.7639015305,96.2042491276,95.9184329459,96.8164459884,95.924274954,96.648737074,96.0176711288,96.5190706366,95.8268312738,96.9272518841,95.0688250815,94.6692152328,94.8131357108,94.7556459382,94.8396357935,95.2652787966,95.0355442629,94.6315408733,94.9109457867,95.6766370197,95.6120998779,95.1114508237,95.0065653718,95.1563596766,95.2218859829,94.9602297977,95.429944766,94.8091529716,94.8225273311,95.0075237347,94.9841037937,95.0802200068,95.2092359804,95.0094823858,94.9214557916,94.8748084012,95.2945853146,95.1735805152,94.9376003388,95.265633967,95.3692386838,95.1274237094,95.2067703409,95.2000334166,95.2011521231,95.5194646308,95.3008396108,95.3860838655,95.1207176193,95.3783272029,1196,91.96
111.965890764,111.932152549,113.001183097,111.817941073,111.704544157,111.459831522,111.780942793,112.275017466,113.239814985,111.166773302,111.253529276,110.67586625,110.925615525,110.630623199,110.613487709,111.010290337,110.648246969,110.740138248,110.719050025,111.051868048,110.186728131,110.301426987,110.079984778,110.229832919,110.232669838,110.140137012,110.167555997,110.215123119,110.25625663,110.177161465,108.833991675,108.918132173,108.962551445,108.936407607,108.763091243,108.70513019,108.819483615,108.510593363,108.903977231,109.050218118,108.073080188,108.122517045,107.97263434,108.017664336,108.115052496,108.248766668,108.190209784,108.122164574,108.122691069,108.301620158,6502,108.24
