ID,y,xMSE23_0,xMSE23_1,xMSE23_2,xMSE23_3,xMSE23_4,xMSE23_5,xMSE23_6,xMSE23_7,xMSE23_8,xMSE23_9,xMSE24_0,xMSE24_1,xMSE24_2,xMSE24_3,xMSE24_4,xMSE24_5,xMSE24_6,xMSE24_7,xMSE24_8,xMSE24_9,xMSE25_0,xMSE25_1,xMSE25_2,xMSE25_3,xMSE25_4,xMSE25_5,xMSE25_6,xMSE25_7,xMSE25_8,xMSE25_9,xMSE26_0,xMSE26_1,xMSE26_2,xMSE26_3,xMSE26_4,xMSE26_5,xMSE26_6,xMSE26_7,xMSE26_8,xMSE26_9
8083.0,103.85,103.770179749,103.838401794,104.560653687,103.924507141,103.287239075,103.295623779,103.078025818,103.599746704,103.692581177,103.522399902,104.108421326,103.13343811,103.460044861,103.886856079,104.055931091,103.346435547,103.596168518,103.525291443,103.622436523,103.713035583,103.530395508,103.577606201,103.257301331,103.346412659,103.081794739,102.906311035,103.401100159,102.981201172,103.39932251,103.19078064,102.973617554,102.596862793,103.795570374,103.787330627,103.377700806,103.786895752,103.700248718,103.448455811,103.577415466,103.331626892
7682.0,105.54,110.242370605,110.302780151,110.531852722,110.416893005,110.130722046,110.447151184,109.908676147,110.355552673,109.833961487,110.298812866,109.776161194,109.671203613,109.707923889,110.116333008,109.509094238,109.667358398,109.981254578,110.30329895,109.7527771,109.997673035,109.62399292,109.29801178,109.656707764,110.250320435,109.512825012,109.568252563,109.39188385,109.727470398,109.84236908,109.390106201,108.950561523,109.028244019,108.788063049,109.754302979,109.783805847,109.941581726,108.940361023,109.593078613,108.982345581,108.943115234
6835.0,112.8,110.183181763,110.297698975,110.530227661,110.626609802,110.667366028,110.761405945,110.258216858,110.35811615,110.099891663,110.483161926,109.813835144,109.81577301,110.05997467,109.982757568,110.55721283,110.374191284,110.373321533,110.663749695,110.006370544,110.666435242,110.192520142,110.071861267,110.673652649,109.83480072,109.843803406,110.172012329,109.7137146,110.224960327,109.583839417,109.680259705,110.480018616,111.006202698,110.197418213,109.842803955,110.195831299,109.411338806,109.667869568,110.006973267,109.813491821,110.598518372
1234.0,113.08,111.351379395,111.687400818,112.024459839,111.603088379,111.34185791,111.716339111,111.71131897,111.224128723,112.069145203,111.453018188,111.831016541,111.401657104,111.040153503,111.532608032,111.257286072,111.540512085,111.532859802,111.741256714,111.823852539,111.321968079,111.368118286,111.355400085,111.417800903,111.314041138,111.374198914,111.345314026,111.47428894,111.101425171,111.477149963,111.284034729,111.573509216,111.284942627,112.014602661,111.165870667,111.205337524,111.15259552,111.446403503,111.60382843,110.833251953,111.037216187
5300.0,88.12,94.5032043457,94.5806884766,95.3028793335,94.4533538818,94.583946228,95.086479187,95.2409133911,94.6039199829,95.1307144165,94.9462585449,94.9557113647,94.236114502,94.026802063,94.1893844604,94.0497436523,95.6905593872,94.3980636597,94.4227828979,94.0598754883,95.2723388672,95.8438644409,95.0821304321,95.0468902588,95.6855239868,93.1465682983,94.6169509888,94.7208328247,94.857383728,93.2966003418,94.5488815308,95.6903839111,96.8940353394,94.6955184937,95.0942153931,95.6541519165,95.5767440796,95.0690231323,95.3815765381,95.3249053955,95.1769866943
3259.0,104.73,103.124809265,106.910064697,104.43598938,106.650634766,104.199302673,104.032562256,106.777557373,106.281089783,104.313423157,103.013412476,102.751686096,105.008544922,104.938911438,103.823257446,104.302474976,104.586601257,104.012451172,103.876174927,104.761512756,102.817497253,104.539283752,106.423362732,102.30266571,104.235816956,102.802749634,106.018325806,103.877159119,104.31452179,104.78012085,102.779541016,104.104995728,105.127853394,106.232345581,104.029426575,102.892105103,102.839050293,107.300163269,102.328514099,107.479431152,104.137626648
4056.0,109.13,112.754096985,111.474235535,111.99937439,111.706825256,112.167373657,112.249275208,112.201141357,112.424865723,111.931091309,111.893676758,111.219528198,111.173934937,111.807434082,111.983383179,112.326545715,111.578330994,112.114456177,111.916770935,112.104072571,112.160621643,111.732254028,111.414222717,111.883979797,111.118186951,111.100494385,111.514923096,111.917121887,111.815223694,110.987190247,112.069328308,110.810447693,111.4192276,111.075469971,111.675170898,111.220932007,111.448570251,111.398475647,111.607170105,111.272415161,111.536949158
6323.0,112.34,112.671791077,115.360267639,111.199447632,114.760978699,111.480895996,111.48033905,115.030349731,113.644439697,111.791465759,114.972167969,112.977256775,112.668876648,116.711357117,113.926704407,111.139259338,113.599143982,113.648071289,114.231781006,111.025421143,114.325233459,111.05796051,114.242828369,113.784294128,113.916419983,110.993225098,110.982948303,110.73690033,111.48261261,113.019325256,113.45916748,110.850868225,114.658317566,110.506881714,111.063987732,113.616691589,113.130088806,115.117218018,115.054000854,114.847969055,110.813400269
3195.0,88.38,94.0394287109,94.0897598267,94.0620269775,94.5879745483,93.7833786011,93.9845504761,94.1279754639,93.9579696655,94.1937789917,94.3329544067,93.6684112549,93.9640274048,94.0667724609,94.0804367065,94.2534866333,94.0949325562,93.705619812,93.4606933594,94.1036529541,93.8544464111,94.0919265747,93.328086853,93.8338088989,93.5297012329,93.9360427856,93.5983657837,93.5671157837,93.3989028931,93.9722213745,93.8186187744,93.8247299194,93.6940994263,92.9381027222,94.0407028198,93.3782577515,93.1700897217,93.2133483887,93.5744628906,93.2774963379,92.7584991455
1517.0,89.91,94.1538238525,94.3716812134,94.5650405884,94.5984115601,94.3873977661,94.3329086304,94.490852356,94.4113769531,94.0409545898,94.6447067261,94.4588241577,94.5139770508,94.4936065674,93.6275405884,94.4151306152,94.3057861328,94.1458129883,94.4423828125,94.0611038208,94.3345108032,93.9715423584,94.3685760498,94.134437561,94.0026626587,93.9063186646,93.7387771606,94.3066558838,94.8470993042,94.1871109009,93.6849899292,94.4463653564,93.5723724365,93.802482605,94.3382873535,94.2293167114,93.5687103271,93.4956588745,93.9386978149,93.8955230713,94.042755127
6813.0,89.08,92.4942398071,92.1455230713,92.4310073853,92.3728179932,92.1624298096,92.1381530762,92.1746292114,91.8482818604,92.0682220459,92.4890899658,92.0794906616,91.7166519165,91.8843536377,91.8331604004,91.6787948608,92.2012863159,91.8573074341,91.9481124878,92.0865097046,91.7488479614,91.6632614136,91.665687561,91.7594451904,91.5777053833,91.8358078003,91.081817627,92.0754928589,92.2211380005,91.4949493408,91.9143066406,91.1420593262,91.6287384033,91.4293823242,91.618927002,91.834777832,90.7420654297,91.6949005127,92.1354598999,91.8588638306,92.0471420288
3805.0,107.12,112.365310669,111.983528137,112.373199463,112.118942261,112.147796631,111.697097778,112.419792175,112.345878601,112.164718628,111.912384033,111.242523193,111.631889343,111.715492249,112.337547302,112.015724182,111.912094116,112.521224976,112.208496094,111.666496277,112.201599121,111.7473526,111.638755798,112.392852783,112.07333374,111.289459229,111.780509949,112.534133911,113.170066833,112.381507874,112.357292175,112.713005066,112.065376282,111.877159119,112.38910675,112.547370911,112.743415833,112.34173584,113.163520813,112.867698669,112.049446106
7996.0,117.4,109.994758606,109.68585968,110.450790405,109.85332489,110.421226501,110.137046814,110.078178406,110.125999451,110.092292786,110.573661804,109.786094666,110.407333374,110.010307312,110.195198059,110.136917114,110.18914032,109.956062317,109.551605225,109.512107849,109.530006409,110.184074402,110.217468262,110.066871643,109.821746826,110.559257507,110.195877075,109.967849731,109.293678284,110.722106934,109.840042114,109.672584534,110.239982605,109.46736908,109.673271179,110.145683289,110.626777649,109.583518982,109.108787537,109.614715576,110.024894714
2042.0,89.83,96.1046600342,95.7101287842,94.5310668945,95.711227417,94.7140426636,96.2570953369,94.4762573242,94.4837646484,95.9205780029,95.728263855,94.4200057983,95.6142120361,95.2797775269,95.1212234497,97.1101837158,95.9569320679,96.0219116211,94.9558410645,95.8636932373,94.4450378418,95.9629058838,98.0887298584,96.4353408813,96.4528121948,94.628616333,97.1971740723,94.8466339111,94.7415237427,95.8287277222,96.2027053833,99.0763397217,96.6202163696,94.9041366577,97.5938796997,98.3804855347,95.6108703613,97.3225860596,95.4495773315,96.6543197632,95.1771621704
454.0,90.73,94.5001373291,94.8393096924,94.5953521729,94.6392059326,95.2026290894,94.5765075684,94.9739837646,94.9978485107,95.4096679688,94.8793182373,94.8205795288,94.7786941528,94.2470397949,94.8372344971,94.9121170044,95.1286239624,94.7736816406,94.5984649658,94.0366592407,94.6723632812,94.4457244873,94.4983444214,94.4310302734,94.0065307617,94.1595230103,94.7963867188,94.7658843994,94.7042617798,95.1862106323,95.0079116821,94.6413650513,94.8126907349,94.5526504517,94.6172332764,94.7121658325,94.4622497559,94.4934692383,94.7875900269,94.7867431641,94.4515457153
765.0,99.7,104.801101685,104.819847107,105.256774902,105.533737183,104.157203674,105.354949951,103.92275238,104.584457397,104.894744873,105.820732117,104.443992615,104.004898071,106.154426575,103.471961975,105.408622742,105.081848145,104.784698486,104.967842102,104.280326843,104.885040283,103.842308044,105.687980652,103.231765747,106.577972412,104.328620911,105.302627563,104.669532776,104.811538696,106.667282104,103.205192566,105.465065002,107.005691528,105.844581604,106.087738037,104.748695374,105.422805786,105.502601624,104.572235107,106.251266479,104.958351135
7598.0,97.97,103.046478271,102.68561554,103.192939758,103.009277344,104.006195068,104.054771423,103.217422485,103.591835022,103.028907776,102.275550842,103.024108887,102.908538818,102.966880798,102.916770935,103.48890686,103.369445801,102.599731445,102.447914124,102.681640625,102.991760254,103.305084229,102.444625854,102.20866394,102.920387268,102.310150146,102.690895081,103.239517212,102.453407288,102.827133179,103.016067505,102.563476562,102.799842834,103.038513184,102.061195374,102.323554993,102.827270508,102.490692139,102.913337708,102.67980957,102.973251343
1858.0,92.95,94.2315216064,94.4545059204,94.0258483887,94.6095428467,94.5282440186,93.8236846924,94.767791748,93.9797668457,94.4899215698,94.4000854492,94.4879455566,94.5676116943,93.9418945312,94.5056762695,94.1514892578,94.1532440186,94.1672286987,93.96875,94.1189346313,94.3573989868,93.9128875732,93.9831848145,93.8338317871,93.5528945923,94.610168457,94.4217834473,93.7978668213,93.4336776733,94.3942108154,94.5877761841,94.2172317505,94.1771087646,93.9869308472,94.31690979,93.5471115112,93.9412307739,94.1159515381,94.0700073242,94.1998443604,94.3180847168
6138.0,109.04,113.983680725,113.804168701,114.33114624,113.041038513,113.389778137,113.815109253,113.005371094,113.722007751,113.644035339,111.887321472,113.463745117,113.679229736,114.21295929,113.09021759,114.434776306,112.063804626,113.382011414,113.150398254,112.904190063,112.840080261,113.78843689,113.088111877,112.199234009,112.716941833,114.780975342,112.946929932,112.602432251,113.183532715,113.624153137,112.752983093,112.294403076,112.997268677,114.20954895,112.965309143,112.9220047,112.867553711,112.597221375,113.015357971,113.297973633,112.674659729
3930.0,87.72,94.2840805054,94.933303833,94.4293365479,94.7875442505,94.6953811646,94.7682876587,94.3919525146,94.9637451172,94.5099029541,94.7827148438,94.2187194824,94.2633514404,94.4480743408,94.1612167358,93.7517089844,94.1758728027,94.8723831177,94.5711746216,94.4654769897,94.4575119019,94.2583770752,94.2148513794,94.3902816772,94.5723876953,94.3819656372,94.8773574829,94.0815200806,94.4932327271,94.5120925903,94.2785110474,94.6488037109,93.4469146729,93.7792663574,94.2817840576,94.7170410156,95.1099853516,94.3419342041,94.4055175781,94.7383270264,93.8182907104
3447.0,95.64,94.1709136963,96.0242538452,94.162727356,94.3119049072,94.5042724609,94.8640670776,94.0641860962,94.1343383789,94.5813522339,94.0376434326,95.0969772339,93.8513336182,93.7642593384,94.0805587769,95.5588226318,93.9627609253,93.4039916992,93.6848068237,94.6878433228,95.205039978,93.1308059692,92.7130737305,93.8532562256,94.0600814819,94.4932937622,93.988067627,94.9552764893,95.1517333984,93.4685592651,95.0500259399,96.0219573975,94.89087677,95.8629684448,95.0442733765,96.7423706055,95.4538497925,95.9428024292,94.5596008301,97.3692779541,94.1011581421
5894.0,87.17,93.5665130615,93.2481918335,93.3288421631,93.8424301147,93.7320709229,93.3888168335,93.7197952271,93.6303787231,93.5383377075,93.9618988037,93.5146636963,93.0551376343,93.3237304688,93.3918838501,93.4261856079,93.891204834,93.4614334106,93.4844894409,93.712677002,93.3505477905,92.7462158203,93.2738571167,93.1204299927,93.8502731323,93.8503952026,93.6851806641,93.4517211914,93.040725708,93.6944503784,93.6038360596,93.580947876,93.1298828125,93.2099685669,92.9179840088,92.6788253784,93.1306228638,93.4392852783,92.4742202759,93.5082931519,93.3462142944
1190.0,104.29,94.7004013062,94.4104385376,94.6072158813,94.2303543091,94.7487258911,94.1035919189,94.4873962402,94.9519805908,94.6787185669,94.4365158081,94.3344955444,94.2378463745,94.886177063,94.8249435425,94.1195831299,94.2731018066,94.4899139404,94.4608078003,94.3638687134,94.1036300659,94.274520874,94.5220108032,94.3323516846,94.4187240601,94.4070510864,94.079284668,94.8549957275,94.4143295288,94.6558609009,94.061668396,93.8504180908,94.3742980957,94.3977813721,93.7882614136,94.6245040894,94.4016265869,95.3081130981,94.178352356,94.7214355469,94.3817901611
3643.0,95.15,93.3515014648,92.9762954712,93.075050354,92.9291610718,93.083442688,92.7962722778,93.0802459717,92.6711349487,93.125328064,93.0809402466,92.4191360474,92.8816452026,92.760383606,92.4232711792,92.2844009399,92.4584503174,92.5542373657,93.1331329346,92.8267669678,92.6376800537,92.9725036621,92.2729034424,92.0687408447,92.7442092896,92.2936019897,92.7285766602,91.811706543,92.606803894,92.0100402832,92.7114486694,92.3075714111,92.2764205933,92.203453064,92.7668685913,92.5747146606,91.8021316528,91.7171630859,92.4367904663,92.4230880737,92.4588088989
4149.0,113.09,110.800544739,110.865753174,110.583839417,110.748931885,110.81262207,110.355125427,110.722633362,111.301750183,110.954826355,110.84928894,110.809417725,109.974700928,110.254730225,110.693664551,110.050369263,110.84513855,110.568656921,110.429901123,110.422836304,110.697029114,110.474479675,110.539199829,110.794433594,110.738342285,110.684837341,110.748954773,110.556053162,110.451576233,110.182151794,110.193992615,110.546760559,109.656990051,110.654754639,110.471351624,111.196357727,110.419059753,110.227134705,110.754371643,110.329818726,109.792556763
6280.0,90.96,96.0240402222,96.1678466797,95.4523849487,94.7235717773,94.5210266113,94.3895797729,93.77684021,94.2271194458,94.1659317017,94.2930297852,93.8625259399,93.6989746094,94.2632980347,97.6134643555,95.1555862427,93.3195800781,94.411315918,95.7207870483,96.2881164551,93.4700241089,94.4242477417,94.5494003296,93.8767623901,95.1593322754,93.7893218994,95.7602462769,95.472038269,95.9374389648,95.84400177,93.7618331909,93.6532516479,94.5841064453,95.2550201416,98.2376022339,96.9702072144,94.7777633667,95.1735229492,94.407371521,96.9117050171,93.7376708984
6184.0,110.59,111.965629578,111.915313721,110.982765198,111.529632568,111.212127686,112.494506836,112.362663269,112.110221863,112.888031006,112.014205933,111.439292908,111.507377625,111.225875854,111.751579285,111.108627319,112.092132568,111.510848999,111.701690674,111.813812256,111.062850952,112.358772278,111.547645569,111.823783875,111.940795898,112.768241882,111.674499512,111.186912537,110.856544495,110.537879944,110.302742004,111.34916687,110.511268616,111.301040649,112.58555603,112.428375244,111.877632141,111.701278687,110.542938232,111.898078918,110.225318909
5892.0,90.38,93.830657959,93.5132598877,93.7299194336,93.3584671021,93.6129608154,93.3000717163,93.3482513428,93.6950073242,93.4236602783,93.375038147,92.9934921265,93.502166748,93.1165237427,93.0741119385,93.8501052856,93.7733917236,93.3471298218,93.3031387329,93.2940063477,92.7407608032,93.073638916,93.7258911133,93.5718688965,92.4303741455,93.1962127686,93.5154495239,93.0937728882,93.233253479,92.8940963745,93.3241729736,92.8324432373,93.2886199951,93.5721893311,93.4946060181,93.5651092529,93.2241592407,93.21875,93.067855835,92.839553833,93.6502761841
1243.0,101.47,94.5322265625,94.9174575806,94.1546554565,94.1629943848,94.2877120972,94.6291351318,94.2392120361,94.5751876831,94.3604278564,94.7380447388,93.9817352295,95.1162643433,94.2315444946,94.2112579346,93.7190551758,93.8733215332,94.116607666,94.2126846313,94.6393432617,94.0512619019,93.9967880249,94.6856307983,94.1963500977,93.6357269287,93.4259643555,93.5589904785,94.1576461792,93.3756408691,93.4151611328,93.7975387573,94.4072647095,94.1725387573,94.9026870728,93.3378295898,94.4613571167,95.0003128052,94.9789581299,94.3303756714,94.3589172363,93.3672790527
1297.0,97.33,94.9851150513,93.9264297485,94.4324798584,94.0876922607,94.2726974487,94.5046310425,94.7121124268,93.9023208618,94.1894607544,93.936668396,93.6960449219,93.7814102173,94.0004806519,93.9566650391,93.6755218506,94.4147949219,94.3736801147,94.2408065796,94.9415435791,93.5692977905,94.3694381714,94.18019104,93.9885940552,94.0272216797,93.5605926514,93.6677398682,93.3370056152,93.3980560303,93.8960647583,93.8677062988,94.240524292,93.3619766235,93.1462554932,94.0347061157,93.6166992188,94.4083557129,94.095916748,93.5073013306,94.1219406128,94.2369842529
432.0,88.82,94.6631774902,94.4462814331,94.2828598022,94.2059860229,94.5044784546,94.7407608032,95.4926986694,94.8614501953,94.4182510376,94.4907455444,93.9248275757,93.8214797974,93.987121582,93.628288269,94.3620147705,94.2285385132,93.7020568848,94.5824813843,93.6289596558,93.5413742065,94.8264465332,93.5370941162,93.9833297729,93.6650924683,93.897026062,93.8843002319,93.8162612915,93.2782363892,93.7650527954,93.5656738281,93.7347488403,94.4184494019,93.5176696777,93.7123413086,92.7207565308,93.0196685791,93.622718811,95.1148681641,93.5543823242,94.8281173706
3412.0,92.58,95.1678161621,94.6260147095,95.3166809082,94.4692840576,95.051109314,95.0443572998,95.0530166626,95.1138153076,95.2845230103,95.0805892944,94.7096176147,94.8205184937,95.2064285278,95.0821228027,94.5009307861,94.8663024902,94.3520355225,94.7710800171,94.9965820312,95.5734329224,95.0174255371,94.7759780884,94.3305435181,95.0028915405,94.5330505371,94.7230377197,94.5959396362,95.0088043213,94.4126205444,94.9335250854,94.9214401245,94.4161834717,95.6553268433,94.508972168,94.3743667603,94.3893585205,94.236000061,94.6554260254,95.1817398071,95.3276748657
1908.0,108.49,113.385284424,112.67049408,112.913116455,112.825027466,112.672386169,112.278152466,112.984764099,112.355026245,112.610267639,113.527130127,112.43585968,113.174263,112.323501587,112.269699097,112.879074097,113.143730164,112.561576843,112.450408936,113.229934692,112.796913147,113.291908264,111.993301392,112.868690491,112.316452026,112.632415771,112.845245361,113.250457764,112.871986389,113.306098938,112.626411438,111.498016357,113.143264771,112.702125549,113.452651978,112.878616333,111.640907288,112.169593811,112.611465454,112.048828125,113.862312317
79.0,114.78,114.293838501,113.748649597,113.330703735,115.13697052,112.92918396,112.587135315,112.888259888,114.543617249,112.934066772,112.258209229,112.879333496,113.874168396,111.972343445,111.716239929,113.507133484,111.900672913,113.665168762,114.026191711,113.704040527,113.833358765,113.059944153,112.345336914,112.024627686,114.23500061,114.238838196,112.173362732,113.198577881,111.839347839,113.451408386,113.019493103,113.40788269,111.842658997,113.424301147,112.945983887,113.736061096,113.879684448,112.925163269,113.682846069,113.069625854,114.427536011
4474.0,109.07,113.786071777,113.762580872,113.849555969,113.479858398,113.857215881,113.029594421,114.080581665,113.764030457,113.755126953,113.124420166,112.8542099,113.176147461,112.259857178,113.008163452,112.725028992,113.073730469,112.113525391,113.340293884,112.455451965,113.100601196,113.509490967,113.030097961,113.335044861,113.591949463,113.047576904,113.430137634,112.46320343,113.024421692,112.525863647,112.962989807,113.423423767,112.725120544,112.679336548,113.094490051,113.153427124,111.709526062,112.333877563,112.758079529,112.95589447,113.316505432
2733.0,111.41,115.728492737,115.379394531,115.902496338,115.612960815,115.529792786,115.990196228,115.79838562,116.123252869,116.325019836,115.712799072,115.327232361,115.494995117,115.147720337,115.680091858,115.585395813,114.919471741,115.402450562,115.213630676,115.509628296,115.80229187,115.295783997,115.105155945,115.385414124,114.750091553,115.363891602,116.01309967,115.605934143,115.626045227,115.021080017,115.093711853,115.082305908,116.306869507,115.656311035,114.359489441,114.777435303,115.043251038,115.382850647,115.079376221,115.682220459,115.011764526
6175.0,97.96,102.479286194,103.369880676,102.080612183,103.037498474,103.145179749,102.862495422,103.041160583,102.927536011,103.086914062,102.153892517,102.179763794,102.677886963,101.629898071,102.414459229,102.140663147,101.976730347,102.099761963,102.52130127,102.631095886,103.176872253,102.1457901,102.163764954,102.096626282,102.260787964,102.256118774,101.70287323,102.169052124,102.032981873,102.099861145,102.338752747,102.269836426,101.569763184,102.219856262,102.076927185,102.280609131,102.77130127,102.187408447,101.927062988,101.902709961,101.362686157
2303.0,100.12,104.913368225,103.746665955,104.008758545,104.113311768,104.375938416,104.512535095,104.53678894,104.550300598,104.773483276,104.221984863,104.276023865,104.029571533,103.517951965,104.304214478,103.760276794,103.848648071,104.170707703,104.124542236,104.624488831,103.713172913,103.852752686,103.961769104,104.040328979,104.010353088,104.060600281,103.650115967,104.516166687,104.193153381,103.74143219,104.952919006,104.975898743,104.083976746,104.325157166,103.420593262,104.886184692,104.539337158,104.431816101,104.094093323,103.744850159,104.525756836
1922.0,110.7,112.356834412,112.754737854,112.629180908,112.626968384,111.956489563,112.796134949,112.755973816,112.273902893,112.074890137,112.215690613,112.992424011,112.457351685,112.94834137,112.74016571,112.698814392,112.34954834,112.991744995,112.364044189,111.868728638,112.138061523,112.900527954,111.823478699,111.684547424,112.048171997,112.685829163,111.926795959,112.370819092,112.746559143,112.386581421,111.648216248,112.422744751,112.165214539,111.533050537,112.838729858,111.381477356,112.451347351,112.871459961,112.619888306,111.983680725,112.04208374
1548.0,85.98,94.4787139893,94.5862579346,94.5410385132,94.0967102051,94.2474136353,94.2986221313,94.7624740601,94.2970733643,94.6270370483,94.1349487305,94.0224304199,94.0151443481,93.7781219482,93.820274353,93.5857009888,94.0929260254,94.2388076782,93.943687439,94.0371322632,94.0197906494,94.3939285278,94.4388046265,93.7904205322,93.4044342041,94.5033493042,93.6123657227,93.6029052734,93.6979141235,93.5474319458,94.0278396606,94.5513076782,94.4038619995,93.5540084839,93.5331344604,93.9984970093,93.8525161743,93.18309021,93.3336029053,93.6899490356,92.8272247314
6456.0,74.22,78.2122039795,78.4855194092,78.7563552856,78.7396774292,78.7505187988,78.635307312,78.6852645874,78.655921936,78.4339523315,78.2297973633,78.2777404785,78.2424697876,78.1113815308,78.3466720581,78.3011627197,77.6389465332,78.278678894,78.386138916,77.9680252075,78.2736358643,77.7875823975,78.1008911133,78.2351989746,78.010345459,77.9801940918,78.1317520142,78.1011734009,78.0244369507,78.2640686035,77.9605331421,77.9564743042,77.5979537964,77.3227767944,78.4016647339,77.9231491089,77.8278808594,78.0383300781,78.1335144043,78.3223953247,78.0851516724
496.0,110.56,111.562805176,111.770309448,111.758560181,111.775886536,111.780815125,112.116531372,112.0496521,112.073562622,111.616676331,112.134002686,111.231834412,111.750976562,111.205711365,111.35559082,111.610702515,111.484222412,111.40145874,111.248176575,111.640518188,111.580665588,110.903640747,110.871559143,110.897865295,110.917671204,110.97618866,111.668708801,111.180992126,110.803543091,111.154838562,110.67490387,110.331855774,109.919586182,109.970458984,110.480361938,110.795349121,111.136650085,110.862014771,110.848571777,110.747268677,110.653114319
281.0,90.54,95.6210250854,94.11277771,94.9969558716,95.2737426758,95.2278137207,95.4692840576,94.9682312012,95.0841445923,94.4836425781,94.8180541992,95.1857833862,95.0292510986,96.6617431641,94.7217941284,93.8870239258,93.9794769287,96.1969299316,93.9042129517,95.6084823608,95.8389434814,94.8626785278,95.6981964111,97.2809143066,97.0113830566,95.7215805054,95.3731155396,96.3469390869,95.7396621704,95.6223678589,94.9971847534,95.2970962524,94.8744659424,96.4678726196,96.0267181396,97.8098831177,95.7699966431,95.3401031494,95.542137146,95.7150802612,95.236114502
2452.0,98.33,94.5808029175,94.3229217529,94.8445587158,94.4543380737,94.9165725708,95.1915283203,94.3287506104,94.6291122437,94.2405853271,94.4541549683,94.2224197388,94.8622207642,93.9771270752,94.7146682739,94.5706100464,94.3440933228,93.896987915,94.7252807617,94.9965515137,94.4821548462,94.5845489502,94.6528778076,95.1118087769,95.4409179688,94.8295059204,95.2366714478,94.8489456177,93.8159103394,94.9958267212,95.6982269287,95.3485488892,94.9304275513,95.1187591553,94.510635376,94.4948425293,94.4911422729,94.7266464233,95.3534927368,96.2014846802,94.958152771
4054.0,109.47,111.52696228,111.145477295,111.055587769,110.959274292,111.113845825,111.601791382,110.898323059,111.092346191,111.484695435,111.382652283,111.115135193,110.847244263,111.235343933,110.866691589,110.970581055,111.170013428,110.54208374,110.284194946,110.39200592,110.366691589,110.248970032,110.69329071,110.398452759,110.404907227,111.060600281,110.119819641,110.862632751,110.420372009,110.48915863,110.696060181,111.249305725,109.649421692,110.444702148,110.891136169,110.373313904,110.706977844,110.416465759,110.414535522,110.662918091,110.489234924
5315.0,107.78,94.7862167358,94.2666168213,94.1080703735,94.4940490723,94.3222808838,94.3976211548,94.2302627563,94.3314437866,94.6166381836,93.7495727539,94.5770797729,94.4997558594,94.369934082,94.6410980225,94.6334915161,94.709854126,94.3316040039,94.4729156494,94.3902587891,93.7279510498,94.7772598267,93.8992004395,94.2306976318,94.2201538086,93.1344909668,93.5123138428,93.771270752,94.0771865845,93.9900665283,93.8271636963,93.5019683838,93.7423248291,94.4196395874,95.5932006836,93.9649581909,93.7473220825,94.0261230469,93.0443572998,94.1787414551,93.6787796021
5971.0,107.35,111.949317932,112.160476685,111.825759888,112.133522034,111.445632935,112.013038635,112.427108765,112.157623291,112.337608337,111.54473114,111.13910675,112.253303528,111.950065613,112.322883606,112.086326599,112.124160767,111.896408081,113.21232605,111.319511414,111.911521912,113.455154419,111.063674927,112.218086243,112.795219421,110.791145325,111.825675964,114.046287537,112.58430481,110.453086853,112.149299622,112.516410828,112.44581604,110.230018616,115.679763794,112.329605103,112.787879944,114.073455811,112.83164978,112.365013123,109.907020569
3104.0,90.66,94.0499420166,94.5068054199,94.0494995117,93.9700546265,94.1136245728,94.275100708,94.2790985107,93.5141296387,93.9990234375,94.2014846802,93.7371749878,93.6145324707,94.0099334717,94.2944717407,93.4201049805,93.9882049561,93.8568954468,94.0254669189,93.7001037598,93.6030426025,93.2436294556,93.0650024414,93.6253890991,92.9502563477,93.3622589111,93.8368835449,94.407699585,93.5926361084,93.0952987671,93.5757522583,93.9208984375,93.3653182983,93.421875,93.5662536621,94.4744949341,93.1666107178,93.2363433838,93.3234939575,93.5022964478,94.1522369385
3649.0,107.97,102.970245361,102.851654053,102.802467346,103.055274963,102.944137573,102.83039093,103.37449646,102.958709717,102.903892517,102.454795837,102.412948608,102.547615051,102.578392029,102.35559845,102.388175964,102.299873352,102.451347351,102.804969788,102.641914368,102.301269531,102.006004333,102.139465332,102.072540283,102.123016357,102.361564636,102.663986206,101.846412659,102.379905701,101.986656189,101.819511414,101.820594788,101.888549805,101.482513428,101.295463562,101.781303406,101.628601074,101.489479065,101.350082397,101.144851685,101.972343445
680.0,91.63,94.4538269043,94.3523788452,94.6459350586,94.462059021,93.9604721069,94.5222549438,94.5902938843,94.398399353,94.2382583618,94.0249710083,93.5369262695,93.9104309082,93.8793182373,94.0117492676,94.0174407959,93.7756881714,93.8386611938,94.3552017212,93.9981307983,94.5795440674,93.7653121948,94.5485992432,94.8067321777,93.8534088135,94.1959228516,93.8350524902,94.2875137329,94.0423583984,93.4726638794,94.92162323,93.5539932251,93.4133224487,94.7531814575,94.5469055176,93.4708786011,94.7518310547,93.0258636475,93.7962875366,94.0421295166,94.2791137695
5543.0,89.06,95.1358108521,94.864440918,95.0849609375,94.6675643921,94.4766693115,94.5947265625,94.6377868652,94.8934783936,95.1025543213,94.9074859619,94.6634368896,94.6865463257,94.6910247803,94.4232559204,95.2857666016,94.7283706665,94.7355117798,93.8769302368,94.756439209,95.7103881836,94.4813308716,94.7600860596,94.1466674805,94.1430969238,94.8211364746,95.5313644409,94.9745635986,95.2074661255,95.4542312622,95.154258728,95.6787796021,94.5874252319,94.0851516724,94.303276062,95.08253479,94.339302063,94.8535690308,94.7656860352,94.6961746216,94.5966949463
