keras_r2_relu0,keras_r2_relu1,keras_r2_relu2,keras_r2_relu3,keras_r2_relu4,keras_r2_relu5,keras_r2_relu6,keras_r2_relu7,keras_r2_relu8,keras_r2_relu9,keras_r2_relu10,keras_r2_relu11,keras_r2_relu12,keras_r2_relu13,keras_r2_relu14,keras_r2_relu15,keras_r2_relu16,keras_r2_relu17,keras_r2_relu18,keras_r2_relu19,keras_r2_relu20,keras_r2_relu21,keras_r2_relu22,keras_r2_relu23,keras_r2_relu24,keras_r2_relu25,keras_r2_relu26,keras_r2_relu27,keras_r2_relu28,keras_r2_relu29,ID,y
75.2412567139,78.2612304688,74.8199310303,80.5586471558,79.2334442139,75.7294387817,75.4586639404,77.7157516479,77.3450393677,74.7280426025,75.6637420654,73.8392105103,70.9484558105,78.2607116699,75.314239502,78.512260437,78.2427139282,79.5402755737,83.0406570435,79.2200469971,78.021270752,75.9623336792,76.7243881226,78.1485061646,75.9542694092,78.594039917,76.5325088501,74.6588516235,77.1116485596,77.0312957764,6318,75.59
88.831993103,92.1041107178,98.4059906006,88.5597229004,91.5039672852,89.6503219604,94.5072097778,93.6800537109,89.6445999146,95.3246688843,94.1170959473,91.4714736938,93.5430145264,92.5844802856,91.5901031494,95.9367446899,90.0865783691,95.8103256226,89.5733413696,93.0661773682,92.3925094604,90.8853912354,92.5543060303,95.3504562378,92.2935028076,90.8648071289,92.0296554565,91.4616394043,88.6064071655,90.2304611206,835,92.2
87.656539917,89.6509552002,90.1366271973,92.5419387817,94.4764938354,92.0972747803,92.6352920532,94.9085693359,90.1228790283,89.138053894,92.6740493774,91.2624664307,93.6059036255,90.8517684937,94.4799804688,87.7428817749,94.0008544922,94.7581863403,91.950012207,94.8145980835,92.1029586792,96.4615859985,92.4812088013,89.7066726685,90.9426803589,90.7643432617,91.3027801514,93.8749465942,88.5000762939,90.1990661621,18,92.93
113.873985291,117.948616028,112.285072327,119.964645386,112.2762146,120.96459198,115.953147888,116.848205566,107.587341309,115.100372314,111.436767578,117.652053833,107.621543884,117.291595459,117.435150146,116.955917358,110.066192627,121.247322083,117.963356018,118.550666809,114.315956116,117.559143066,113.121627808,115.296585083,114.232765198,114.140563965,119.079277039,117.722816467,110.323783875,118.641113281,1382,124.17
99.5514221191,97.51587677,107.112197876,97.6577911377,101.008865356,103.977912903,95.1839752197,99.6069488525,100.970352173,99.7695465088,101.287567139,102.21762085,99.3254318237,102.753097534,102.312408447,104.205657959,101.06842804,107.689414978,101.954078674,103.646446228,104.257781982,102.630508423,100.289169312,99.6484985352,100.677932739,104.487571716,100.712181091,100.234352112,100.265731812,100.446006775,7268,97.07
93.8708267212,93.4055938721,94.2998046875,92.8441314697,90.8414306641,91.6127319336,90.3433837891,92.9778747559,93.3077697754,91.13256073,90.3407287598,93.8647613525,90.2745895386,92.91456604,92.240486145,90.2831497192,94.557472229,94.885055542,92.8663406372,93.1833648682,97.6589279175,94.1504211426,93.6490707397,98.914855957,94.0685653687,95.088508606,94.420463562,91.8641204834,92.5430297852,93.1782836914,2979,104.51
89.8080825806,91.7101974487,92.7210922241,92.7145233154,96.4086532593,91.0378112793,94.1108932495,93.793258667,93.1337814331,92.4816055298,94.2058944702,91.8114318848,91.5793838501,90.4387130737,91.9453964233,92.424949646,94.225402832,94.359916687,94.0243911743,91.7697219849,93.1420822144,94.0233230591,92.1764907837,99.5131759644,95.3465576172,94.7186203003,93.4362258911,87.9977798462,88.2672805786,94.7917861938,8185,89.93
93.8244552612,93.062713623,89.1754226685,95.5930099487,93.0583343506,93.7962036133,95.2408294678,92.0354156494,89.6509017944,94.4041442871,95.3305740356,91.7652664185,93.2377853394,90.1605224609,90.0336761475,85.7505340576,95.3579330444,93.0737609863,91.7969284058,91.5420074463,93.8192749023,96.7657012939,94.1448135376,96.0254211426,93.8405303955,94.2566223145,93.0189971924,95.5835800171,90.3179702759,93.9127349854,4811,90.31
106.146324158,103.078056335,103.264518738,103.311187744,99.3946151733,108.94997406,106.048492432,97.5351257324,103.809333801,103.513175964,104.834465027,104.196983337,100.991218567,97.4350738525,97.9580001831,105.938293457,100.743087769,98.8423843384,99.9403457642,104.64037323,103.856399536,100.583580017,99.5911941528,100.718505859,105.252288818,105.022483826,101.407432556,99.578666687,98.3477249146,107.42199707,5604,108.25
91.7610549927,90.2538604736,93.6440200806,92.7724227905,89.1278610229,91.7597351074,91.8935852051,92.2421112061,90.9474182129,89.9429779053,93.0732345581,92.1121063232,95.14868927,90.4831237793,96.3012542725,95.2592468262,92.7285079956,95.9031066895,93.7603302002,93.5289077759,99.3523483276,91.1497955322,94.6974563599,95.85206604,87.960899353,89.237663269,93.4455566406,89.5701065063,92.8837509155,90.998878479,2596,91.1
99.9362411499,98.6348342896,100.276222229,104.74042511,95.2496109009,103.468681335,104.155708313,96.1862869263,98.1350021362,102.546737671,101.491073608,102.182655334,100.72164917,103.093070984,103.392654419,102.054595947,102.583305359,99.5972518921,100.116668701,102.341171265,105.332939148,96.4913024902,102.518249512,97.3432540894,99.2757644653,103.363296509,103.551200867,102.166641235,98.2896118164,101.550437927,4793,106.0
94.3481445312,89.6085128784,93.3407211304,94.3193969727,90.8754959106,92.4893035889,91.8106765747,90.7278060913,87.2738876343,90.113899231,91.1368560791,92.5527877808,93.7627105713,90.9468688965,93.0475540161,89.9826278687,91.0960922241,95.0142822266,91.2534942627,89.7215652466,95.915435791,88.5729217529,87.8954238892,92.7712783813,91.887802124,86.3248291016,92.8279876709,90.1030273438,91.8208618164,93.1231155396,650,89.05
112.856445312,114.208511353,114.077301025,112.667037964,104.551773071,116.345603943,112.651062012,114.793243408,107.85710907,112.565811157,114.256576538,111.2006073,107.916038513,111.003089905,110.184326172,110.798660278,113.72593689,114.864837646,113.011260986,113.443954468,109.558280945,115.258041382,110.941680908,114.469078064,110.980445862,117.083992004,111.948326111,113.049057007,113.975311279,119.26398468,743,109.16
93.2765274048,94.2273406982,92.6139144897,92.2515411377,89.7575149536,90.8206558228,93.1527633667,94.4652481079,91.2249450684,87.7902755737,93.355796814,93.9862442017,95.0985641479,90.0845947266,93.053024292,97.0358963013,93.9779663086,92.2614593506,91.8928527832,99.7679367065,97.1739578247,94.6547393799,92.530380249,89.262046814,93.1470870972,100.471611023,94.9889602661,95.3803100586,91.9756393433,93.0860595703,2744,92.82
77.0820007324,79.9732894897,75.9053039551,82.0371856689,79.0364990234,76.1821899414,77.3848190308,73.9661254883,77.6426010132,80.5485992432,77.9297866821,73.9099197388,71.6312026978,78.2086868286,74.1145477295,76.2323303223,76.1681976318,74.4073257446,73.7342529297,80.7999725342,77.6729431152,76.9436416626,76.0714416504,79.3265075684,75.3853988647,81.0947799683,78.8359298706,77.9613418579,76.2228012085,75.772277832,2686,77.42
97.3476028442,92.3841018677,92.148475647,95.0016708374,90.986289978,91.0814285278,90.9196395874,92.7484741211,89.2546844482,97.8748703003,93.049949646,95.1366424561,94.6500854492,93.0770339966,93.4566574097,92.0284423828,94.0567321777,98.6515960693,95.0848236084,91.8158569336,98.1802749634,95.6409683228,89.7924880981,99.6645126343,91.4058151245,92.727432251,92.5058364868,90.2343597412,92.1843185425,93.7506790161,1878,101.2
94.654914856,89.4889068604,86.0776290894,87.5803375244,87.6986694336,93.196975708,92.07371521,92.4973144531,86.8026046753,90.736000061,88.7322540283,91.4894485474,93.0593338013,89.5385513306,87.1901168823,87.0192565918,90.5364685059,94.4369354248,92.8888626099,91.2568054199,92.1910858154,93.0191116333,94.5950241089,92.9700088501,92.390625,92.0614395142,92.4110183716,94.291053772,92.5289764404,90.1822433472,5238,94.62
95.251739502,91.6626434326,90.0919265747,90.8136444092,93.6005325317,92.0880737305,93.4329528809,94.428352356,93.8727722168,93.4099273682,91.9683380127,94.1498184204,89.7270050049,93.6220245361,95.7462005615,91.6230773926,95.7719039917,93.9939422607,94.1443023682,96.1411437988,89.0916671753,95.0559234619,93.3480148315,98.649307251,94.0950164795,96.3799972534,94.7761535645,96.1819152832,94.295715332,89.368057251,5042,95.37
113.671897888,114.753616333,117.665634155,117.490570068,116.319442749,119.875923157,119.045883179,119.435600281,110.67124176,114.711036682,116.918235779,117.080490112,107.620697021,116.899162292,118.206390381,119.011528015,116.213638306,119.200820923,117.682151794,118.420837402,115.349822998,118.776611328,114.485595703,115.220825195,107.049102783,113.095016479,118.018661499,117.562858582,117.972816467,118.418563843,6043,105.7
94.6318511963,92.5536270142,92.7431182861,95.2420043945,92.9788131714,89.9553222656,92.3689117432,92.9211883545,96.9122772217,92.2020492554,92.3731384277,88.6190567017,94.0615310669,89.4463882446,94.516784668,91.3590393066,94.9211730957,93.8078384399,95.7725143433,93.8176422119,92.836151123,91.7204818726,97.0536956787,97.3132858276,94.1781082153,91.760093689,91.8871383667,92.081413269,88.0240707397,89.7626953125,6297,90.48
108.896453857,108.916107178,107.82900238,112.679145813,110.707687378,112.84487915,112.909736633,111.903007507,112.65271759,111.094207764,109.774734497,105.568809509,108.002037048,107.179397583,112.868690491,116.958839417,112.008239746,112.427940369,110.427017212,108.281707764,111.311332703,111.375724792,109.903274536,112.841339111,106.108184814,110.052375793,108.429786682,113.21786499,112.672431946,110.038589478,5152,115.27
91.7877655029,94.4332199097,88.2749176025,95.1982498169,90.6412277222,90.4315795898,92.2527389526,91.9161605835,91.0918426514,93.6230926514,94.0272445679,94.2435073853,96.7514877319,91.6086807251,92.2609481812,96.0622634888,89.3167190552,95.8124237061,90.4390869141,97.5264663696,92.1708908081,95.8803863525,91.9184417725,92.7024536133,93.5815124512,98.9491195679,93.1151199341,90.0104217529,92.5166244507,91.4925308228,7523,102.45
100.741958618,100.6980896,103.962783813,106.019218445,103.183700562,104.001861572,104.853019714,104.984184265,99.5880203247,106.241516113,104.051208496,108.868293762,105.948989868,106.985786438,101.825897217,101.241325378,103.81035614,106.829818726,107.44278717,104.682853699,102.281814575,106.872749329,107.482505798,108.661964417,103.655715942,107.652694702,103.834838867,107.722824097,106.325500488,106.087417603,4881,100.86
79.3679428101,80.0722427368,72.6767807007,74.2712936401,77.1381912231,78.0711898804,77.195350647,76.9022140503,77.9865036011,76.2697677612,75.2653961182,74.1664733887,74.921836853,75.7073974609,74.3175964355,74.7381362915,78.0747833252,74.4150543213,76.1820602417,78.6539535522,76.657409668,76.2222061157,72.5070724487,79.2655944824,75.3235244751,80.7024765015,76.9622116089,77.5477828979,72.2112884521,74.8877410889,3919,74.2
91.5577545166,95.5338897705,94.0334091187,93.6740646362,95.8901062012,90.6535491943,94.9636306763,93.6637496948,90.7322921753,92.0002975464,94.5488891602,93.5202789307,91.9865188599,93.4261474609,90.344581604,94.4770431519,92.3858184814,95.4319229126,91.6513214111,92.6836166382,89.6894836426,89.9247131348,91.0205307007,91.3656005859,90.5507583618,89.4389190674,91.2090454102,95.5644073486,88.4162826538,94.0591583252,6214,92.18
89.564994812,88.5331039429,96.2235946655,91.4412384033,89.5914764404,89.1318359375,92.0561447144,90.8936462402,86.8739318848,90.0855102539,87.9201278687,89.3940429688,91.6447753906,89.3421096802,91.0622634888,93.8088378906,90.3051605225,91.2062149048,91.5201568604,93.3819046021,91.2427444458,91.5377883911,92.4421844482,92.4791564941,90.940826416,89.2992324829,91.7324066162,86.1526031494,89.6040115356,89.351852417,2430,88.34
100.045555115,100.056892395,100.323417664,102.645378113,110.242164612,106.283729553,101.651359558,92.9644012451,86.8600311279,103.408172607,100.686347961,100.434059143,100.14414978,102.48072052,99.614151001,93.3834533691,101.386260986,99.3317108154,98.256187439,99.1061782837,99.4137954712,97.1637573242,100.306770325,106.007492065,94.5696487427,96.0860366821,100.723579407,99.6578979492,102.901321411,109.112197876,8234,112.03
93.8742752075,87.8837814331,87.700592041,87.1365737915,88.2414016724,89.7457504272,90.2569656372,90.6953811646,85.5837478638,83.2695236206,93.50730896,90.9510879517,93.5559997559,91.2258529663,94.5079727173,92.558883667,91.3365707397,93.3661956787,90.768699646,93.2699737549,92.9093551636,91.6514205933,90.8424758911,92.4899749756,90.5830230713,91.6662826538,90.3127059937,85.8760223389,90.0724411011,92.6728515625,837,94.14
95.3823318481,90.9668426514,92.5036468506,90.5336990356,89.7579421997,93.0842056274,92.433265686,91.7715530396,91.6780776978,93.1500015259,88.9009399414,93.016242981,92.7190246582,90.7285003662,91.7017593384,92.6904907227,93.9427642822,92.5889358521,93.4956588745,97.173324585,98.6419372559,95.4680709839,92.703163147,94.9703063965,94.1929168701,96.2328948975,92.8735275269,97.2853240967,93.0875320435,90.1872406006,2755,90.13
92.6075439453,93.0506439209,93.83644104,90.3623046875,102.182723999,93.0575485229,94.5894317627,94.9696884155,92.5147628784,94.6645889282,89.1682281494,88.1125869751,94.1204299927,94.9420776367,91.2139968872,93.5480957031,92.1949691772,97.1834869385,93.3804931641,93.995223999,101.054122925,90.1011047363,93.069480896,100.901947021,96.4232635498,92.5924224854,94.2599868774,90.4460830688,92.5905838013,97.6797332764,388,97.81
92.5727920532,90.4659576416,92.2033843994,91.4200286865,91.1397628784,90.1679077148,88.5270233154,92.0556945801,90.006942749,91.4770431519,89.8498077393,92.4726791382,89.7803726196,88.9832458496,90.5072784424,88.5701370239,89.4346542358,97.0321350098,90.3305206299,94.5550384521,96.9558029175,91.8719940186,94.9608612061,91.047454834,89.4182281494,93.0203018188,93.3121566772,96.733039856,91.6677246094,93.382270813,318,89.1
86.5440979004,97.1910858154,97.7702178955,94.2115859985,90.6434249878,91.8381271362,93.4770431519,91.1011047363,93.5827178955,92.0290298462,92.6191635132,96.8133392334,90.1805038452,94.1687927246,88.4035339355,95.3842391968,96.0724334717,97.4884872437,96.7427139282,96.682434082,96.0847244263,93.0162506104,95.8363342285,98.4385757446,94.5095367432,100.070358276,95.1258392334,90.4459838867,90.3300933838,91.1812515259,3904,93.57
110.167762756,111.846908569,108.037345886,112.096412659,107.729637146,112.431999207,108.213928223,105.38809967,103.834594727,109.340454102,110.34803772,111.269134521,109.716651917,109.860374451,107.809768677,109.204933167,111.344085693,107.897613525,106.058242798,110.562995911,109.61340332,111.72088623,109.537948608,112.947463989,109.929283142,110.341499329,111.01486969,107.332740784,111.53515625,117.551994324,3638,107.79
112.12046814,112.479049683,111.004821777,117.713951111,114.427505493,115.477127075,118.209564209,112.229492188,108.718818665,112.169876099,117.94883728,118.761009216,116.184921265,114.862091064,116.766868591,117.176315308,109.554458618,119.636856079,118.313232422,117.872451782,115.003417969,116.386222839,113.646194458,112.568412781,112.320854187,113.944755554,113.678894043,113.25994873,116.696075439,117.115837097,3171,117.6
91.2373809814,90.7857513428,89.5627288818,91.7734985352,89.7518920898,90.1957855225,92.9061584473,94.1740264893,93.7313537598,91.7864379883,91.9094467163,87.8710021973,92.688835144,92.1609268188,91.4573822021,100.131820679,89.0618896484,94.5334472656,91.0496902466,93.7168426514,92.8884506226,91.6546173096,91.7117538452,94.6044616699,95.4999237061,97.9301147461,94.5554122925,89.8483581543,91.2658462524,90.1398468018,1034,88.98
95.0478668213,89.473526001,91.0155487061,91.6737976074,95.2226257324,96.7371368408,94.1798400879,88.5306091309,90.2239379883,91.4111709595,93.0141067505,90.7145462036,96.0264663696,86.9276351929,93.6446914673,96.8277206421,96.9116516113,94.1946182251,90.4660797119,94.21043396,91.9536437988,92.2204055786,96.5530471802,92.4101409912,92.1550216675,91.5371017456,93.338973999,92.2923278809,93.5393600464,92.3131484985,264,101.43
96.0565414429,88.138633728,92.771774292,90.8574371338,92.6768417358,92.7600631714,90.4996337891,89.4179611206,90.26927948,90.6811599731,89.6050720215,89.4809036255,92.6390380859,89.8822174072,89.2794647217,90.0227890015,90.0210189819,95.583442688,95.5576171875,93.0396499634,86.1655197144,94.3345489502,91.7933654785,93.4217529297,90.7178039551,95.3981170654,93.3393249512,92.5618896484,91.4215545654,94.9664916992,7957,84.12
109.134552002,108.839195251,107.706634521,112.143356323,111.817863464,113.83657074,106.97795105,112.391403198,103.598510742,109.424034119,109.903266907,108.51121521,103.91028595,112.464576721,114.112884521,111.783638,110.944564819,112.221939087,113.3751297,108.030334473,110.985565186,111.773284912,105.240592957,106.189437866,110.210983276,110.112983704,109.382514954,105.618057251,111.676315308,107.419090271,425,113.11
110.177810669,112.932556152,102.207092285,112.885162354,111.073501587,109.120101929,104.80078125,111.241752625,109.713447571,113.076942444,113.859687805,107.551460266,111.799331665,105.730384827,103.723838806,104.54006958,104.809074402,110.917366028,109.455299377,112.935897827,106.768234253,106.028129578,110.469367981,111.55519104,105.718421936,108.325942993,111.453033447,112.202697754,104.509132385,111.526008606,1914,108.34
93.380531311,92.9473953247,91.2367935181,95.7557449341,92.9036712646,92.7225570679,90.6823806763,94.8949966431,91.5358657837,91.9222412109,93.2643508911,96.7785568237,89.3397064209,91.892906189,93.8829803467,97.3596038818,95.9433059692,97.8037338257,94.6128997803,94.6325454712,97.0803756714,93.2242126465,102.887573242,96.0134048462,91.7110977173,93.194442749,94.7821960449,93.9156646729,97.6776504517,96.2645568848,4908,89.79
106.10861969,104.335990906,107.720542908,103.725448608,105.069618225,103.501922607,105.158302307,105.324325562,102.488769531,106.725875854,102.592323303,103.349014282,101.110855103,101.303489685,107.016319275,105.761138916,103.00553894,105.099464417,106.302520752,104.207252502,107.100563049,101.783699036,104.723243713,106.984436035,105.129165649,102.747688293,107.042221069,109.586074829,100.29964447,105.386421204,4746,99.82
112.134628296,115.965835571,117.761558533,111.368644714,112.533729553,113.142623901,111.556015015,108.684753418,107.633796692,109.295791626,110.569595337,113.766395569,109.515792847,110.692703247,110.020431519,112.035675049,112.163192749,111.888793945,107.790901184,109.933670044,110.147041321,115.234230042,112.449440002,112.183235168,110.575042725,117.264701843,111.56162262,114.776489258,109.143455505,118.811782837,4872,107.5
93.2787704468,95.1876068115,96.9568481445,94.7764511108,89.4025726318,93.1532363892,93.2725524902,94.6900939941,93.5584487915,91.5192871094,93.8035812378,94.8192749023,95.284286499,88.5076599121,96.6559448242,91.4440765381,91.8526916504,94.5046615601,92.035484314,94.9243164062,96.3413391113,92.9323501587,98.1061477661,92.580909729,95.5589904785,92.5694656372,99.5164489746,95.0648880005,89.307762146,94.5163040161,3120,89.9
92.3899002075,90.2705841064,92.0551071167,92.8076705933,90.3251724243,90.6577529907,94.1332550049,91.4688796997,90.6814727783,91.5083694458,94.1301879883,92.2546920776,94.0129241943,89.2075119019,92.1038818359,91.457611084,92.1739807129,96.1635818481,92.8620834351,94.5041122437,87.0047836304,95.3362350464,92.0988693237,93.0597457886,90.7584381104,90.9878997803,91.0364074707,93.4731674194,92.7036895752,88.4944076538,6708,96.1
78.3230285645,80.9265441895,81.8680267334,80.8790664673,77.4617462158,77.6553573608,82.0560836792,76.7700576782,75.4947967529,84.4962768555,75.2746810913,75.9717178345,75.0449752808,79.2557907104,76.6763534546,78.2672958374,78.7508163452,82.9210968018,82.0877456665,82.4145736694,78.2793579102,75.2106781006,77.5956954956,78.8685302734,75.904914856,78.640663147,85.252456665,77.4304733276,76.6912918091,76.0151901245,5448,86.16
97.9934997559,99.9991607666,92.0495376587,100.387756348,96.2136383057,95.2526550293,91.958694458,94.3216400146,96.8924713135,98.8585281372,91.5918884277,96.650428772,92.4293518066,93.7523651123,95.1907501221,101.067184448,95.7442398071,96.2965316772,91.4614334106,95.9690704346,99.7269134521,96.434173584,92.6723632812,97.0516815186,96.2380447388,94.8538131714,91.8244781494,96.2728118896,92.5872344971,100.802749634,6499,89.46
114.184700012,111.976531982,109.917106628,113.766418457,108.858413696,115.916885376,110.499183655,107.60369873,103.775650024,114.946914673,110.498947144,112.56854248,115.813140869,108.46496582,112.714256287,114.098670959,117.817581177,116.696113586,113.332641602,113.551094055,114.505271912,116.148979187,109.888206482,111.400802612,108.20929718,114.089378357,115.014633179,111.296417236,104.903022766,112.893432617,265,113.69
93.0916595459,89.1415939331,94.5148010254,87.1243286133,90.600982666,89.2277832031,94.3929519653,91.1004943848,89.6389923096,95.1287536621,90.4280700684,92.601776123,91.0367355347,88.7703552246,92.2802886963,97.0449981689,89.0824737549,90.1889953613,91.9563446045,95.810256958,93.0325775146,92.0235443115,94.0623931885,99.0897064209,90.6268844604,90.8768157959,92.0484085083,93.8718490601,88.8704071045,88.8338546753,860,88.91
95.1314315796,92.5560531616,91.2381210327,93.6364364624,87.5692977905,93.2459030151,93.9504394531,92.0984420776,90.5538787842,92.7259140015,93.3939437866,92.270149231,93.2814254761,85.9546356201,93.8406829834,92.8306732178,95.7302093506,96.4669494629,94.4186325073,94.5072631836,89.1185836792,101.219200134,91.532913208,91.8005371094,91.5680236816,92.0422058105,95.0291442871,88.8102340698,94.7651596069,94.9514465332,4496,97.22
91.3998718262,88.4454116821,94.7088928223,95.0376968384,96.5721893311,89.8835525513,94.6841278076,93.8289031982,93.7587127686,88.4459457397,90.6833343506,94.1717300415,89.5198059082,93.654914856,87.3593139648,89.4435501099,93.6651916504,93.9499664307,93.1484069824,89.5208511353,89.210975647,88.1638717651,96.8996658325,92.9294433594,92.2562713623,93.8593444824,88.7665557861,94.4508361816,87.7292175293,92.9498519897,7456,97.34
89.051361084,93.5411453247,97.1049041748,90.8491744995,94.6786499023,92.2827758789,89.3220443726,93.042098999,87.6884155273,91.919593811,93.6573638916,90.1698532104,93.2163925171,91.8343658447,96.9583358765,93.293838501,95.822807312,88.5041656494,91.87449646,94.793006897,90.7855453491,93.904258728,97.8783721924,86.7648010254,93.655632019,94.3983383179,91.7936019897,90.1764221191,94.2738113403,91.0774765015,2467,88.16
109.760269165,115.239387512,114.00793457,115.507064819,111.515838623,109.498039246,112.099662781,111.770042419,103.165046692,112.636581421,114.572555542,108.303962708,108.481048584,113.886672974,113.524475098,111.931266785,107.141273499,114.003326416,110.518981934,112.856681824,109.741378784,113.644020081,108.244430542,112.021141052,109.501663208,110.724021912,112.50844574,113.016456604,110.798080444,113.866447449,3566,109.61
91.7057113647,87.1127548218,88.4177322388,92.1849517822,92.5473022461,90.301574707,92.0718765259,94.9264144897,89.6723251343,91.7847595215,90.1059570312,92.7405090332,90.8477478027,90.8683242798,93.5959777832,93.074546814,91.2783889771,95.2312011719,95.6528930664,89.7983474731,91.2345733643,94.2562179565,98.5130844116,92.8398971558,91.1060333252,93.9395904541,92.0695953369,95.9858932495,89.7527084351,90.2742004395,3334,87.72
94.8523635864,93.4426193237,96.9108276367,97.0965652466,93.2256698608,94.5289764404,93.8952255249,95.545135498,89.5653076172,95.3552627563,94.3753662109,91.6388320923,95.8364639282,92.9038848877,100.620010376,101.028907776,93.2525253296,95.7955856323,96.2707824707,99.3478393555,99.3232345581,95.2173309326,97.3690719604,109.076095581,93.0371627808,91.78125,96.7017974854,98.2415008545,94.9584197998,94.6999969482,4884,90.16
90.6544418335,99.6249847412,95.1159744263,100.994979858,94.8986740112,92.5947341919,93.6572875977,93.4521484375,91.3750915527,94.5274887085,100.09161377,90.078994751,94.0595092773,97.8702087402,94.1094284058,92.3129272461,91.1639251709,93.6098098755,91.9049530029,87.6469192505,97.0721817017,91.9453735352,91.5999221802,93.0301589966,97.0620193481,94.6794662476,96.5949478149,96.9882278442,95.4095230103,93.4751434326,4411,88.25
113.888702393,117.089736938,113.420753479,117.918365479,114.064407349,117.728675842,116.564491272,112.209037781,109.143363953,112.780899048,110.845664978,119.452384949,116.347694397,115.122001648,115.075263977,110.528182983,113.724372864,118.899375916,118.046592712,116.071891785,116.524353027,115.670639038,113.477333069,112.598648071,111.514862061,115.100563049,117.131164551,112.78817749,111.354560852,117.362968445,7406,116.13
92.8483276367,88.8750686646,86.7276382446,91.1201400757,93.7472305298,88.3592300415,90.2989807129,89.5797271729,87.2150726318,85.6462554932,94.2417831421,90.2074737549,92.5361557007,88.3360595703,91.9694900513,86.2367935181,94.7300872803,93.032333374,90.9005508423,89.0330581665,91.7079849243,88.8147659302,91.6643753052,87.8497085571,88.5774307251,88.0152511597,90.5088195801,86.2673950195,87.0462417603,91.5566253662,642,91.96
96.2763748169,92.2782363892,89.8282089233,90.4586029053,97.6475524902,92.2453079224,90.2985687256,92.7920608521,88.7944641113,92.9075927734,90.4387435913,93.5919876099,95.9726104736,88.6237182617,90.9929275513,90.0292358398,91.7146682739,95.3399810791,92.490814209,92.2431182861,93.2902603149,92.1910705566,93.3334503174,97.7765731812,92.4600219727,94.0432815552,91.1347732544,95.2089614868,90.7765197754,93.9282836914,6373,95.65
94.4572753906,91.5582427979,92.9557571411,90.2029800415,94.3020782471,91.2388839722,92.2787094116,91.9502944946,90.1224899292,91.2019195557,93.6053771973,97.2175064087,91.3271865845,89.1866226196,93.7542877197,90.5805130005,94.7839279175,93.2122421265,89.8066101074,89.6148376465,86.0180587769,92.7076950073,93.1652908325,100.004440308,92.2122421265,90.9225997925,95.4346847534,94.6386871338,93.2930145264,92.1006546021,7303,89.18
108.585083008,105.751815796,104.703277588,113.790237427,111.744728088,110.436332703,109.376647949,107.440567017,111.139884949,114.240135193,108.808403015,108.91431427,113.332298279,107.324211121,113.796913147,107.118965149,108.586891174,110.08165741,103.069488525,109.646911621,110.473342896,112.931427002,111.415916443,112.495697021,108.551490784,108.184455872,112.873672485,108.491859436,113.705665588,114.673446655,6038,105.53
113.734046936,111.866043091,112.585609436,113.662734985,111.290336609,116.556221008,113.185165405,111.5131073,110.375404358,113.304084778,113.883750916,114.423690796,106.686859131,114.249229431,115.224105835,114.909301758,115.004737854,115.711624146,112.194984436,115.134239197,114.01599884,116.19644928,112.771522522,112.254455566,110.582359314,113.413505554,115.133163452,112.409423828,114.797332764,115.877586365,7612,108.41
91.3532791138,89.7081756592,92.2532577515,94.3718185425,87.8867111206,92.6187515259,90.5011520386,94.2414474487,90.5934753418,94.0997848511,89.664352417,90.3440551758,89.3199920654,92.0386810303,91.3290557861,91.2683410645,89.7704772949,89.8556747437,89.3595962524,90.6320724487,95.866027832,90.0995483398,95.628692627,91.8876495361,89.1136245728,92.3463058472,90.8938674927,91.423789978,93.7691268921,89.3729400635,1660,97.32
95.0424423218,94.0018463135,94.741645813,92.9861297607,90.7771453857,92.6964035034,95.0413360596,96.079208374,89.8837814331,92.9022216797,94.8063659668,93.4460525513,95.556854248,91.822845459,92.8617401123,92.0652923584,91.4429702759,94.9902877808,92.6381149292,94.9404525757,91.0166091919,92.745223999,93.9101791382,99.9870986938,96.7218933105,96.9269866943,94.7904891968,94.4404220581,91.7084197998,94.3798065186,520,88.42
110.077133179,112.285995483,113.143112183,112.938186646,109.886886597,114.128265381,112.718475342,110.716873169,113.151397705,115.500465393,109.941375732,113.16934967,103.611289978,107.183036804,114.859199524,112.092704773,112.262748718,108.548057556,115.225906372,111.036750793,111.485206604,113.628997803,114.023956299,104.232368469,110.186538696,111.353607178,113.659492493,106.140068054,112.302467346,112.667472839,1871,123.31
112.848709106,116.767852783,114.561584473,114.149650574,112.660713196,116.412864685,110.596038818,112.340400696,120.571044922,111.499931335,107.538581848,110.879211426,109.264022827,108.733413696,122.621833801,113.364471436,113.575149536,115.423599243,111.243598938,114.602836609,111.8279953,116.211227417,110.861946106,118.024124146,103.844467163,111.051353455,115.232368469,112.980674744,115.473655701,112.561668396,3590,107.99
90.4091491699,94.4904403687,90.359336853,90.5536956787,90.593788147,90.8018035889,93.7860870361,93.3765563965,94.4725875854,94.3272323608,91.517250061,92.8450927734,89.004699707,90.193611145,92.5629196167,90.3538589478,95.0370864868,96.2766494751,90.4694366455,90.4792480469,88.8472518921,94.1758956909,91.9135055542,100.391731262,90.8496017456,93.8883972168,91.7126541138,91.6999893188,92.7744445801,97.9300689697,3410,91.66
