keras_MSE2_None_relu0,keras_MSE2_None_relu1,keras_MSE2_None_relu2,keras_MSE2_None_relu3,keras_MSE2_None_relu4,keras_MSE2_None_relu5,keras_MSE2_None_relu6,keras_MSE2_None_relu7,keras_MSE2_None_relu8,keras_MSE2_None_relu9,keras_MSE2_None_relu10,keras_MSE2_None_relu11,keras_MSE2_None_relu12,keras_MSE2_None_relu13,keras_MSE2_None_relu14,keras_MSE2_None_relu15,keras_MSE2_None_relu16,keras_MSE2_None_relu17,keras_MSE2_None_relu18,keras_MSE2_None_relu19,keras_MSE2_None_relu20,keras_MSE2_None_relu21,keras_MSE2_None_relu22,keras_MSE2_None_relu23,keras_MSE2_None_relu24,keras_MSE2_None_relu25,keras_MSE2_None_relu26,keras_MSE2_None_relu27,keras_MSE2_None_relu28,keras_MSE2_None_relu29,keras_MSE2_None_relu30,keras_MSE2_None_relu31,keras_MSE2_None_relu32,keras_MSE2_None_relu33,keras_MSE2_None_relu34,keras_MSE2_None_relu35,keras_MSE2_None_relu36,keras_MSE2_None_relu37,keras_MSE2_None_relu38,keras_MSE2_None_relu39,ID,y
93.9144287109,91.8589859009,92.6152877808,92.998374939,93.0812606812,103.175300598,97.1055984497,98.6839675903,92.1096420288,103.070289612,89.7548446655,96.5881652832,89.7343063354,96.9780960083,93.7545623779,94.1946258545,92.8108978271,92.3044281006,93.3888931274,92.613861084,91.0772781372,97.4763336182,91.3927078247,93.9008483887,94.6058731079,94.9292984009,91.4034423828,93.8941116333,94.790145874,92.5056381226,93.4650115967,94.8871917725,93.5548782349,95.9363937378,99.7272338867,92.3407897949,98.7635879517,92.0411911011,97.9639053345,90.6953811646,1633,89.625
76.9046020508,78.6221923828,76.1561279297,80.2331008911,76.4967803955,74.638381958,80.0741043091,74.5741348267,79.3471069336,75.4450149536,75.6930084229,77.0596008301,77.3448410034,79.3495101929,78.2854537964,78.7416687012,77.698638916,81.7555084229,80.2247085571,75.1531143188,81.3071212769,72.4292221069,84.5064239502,79.4201278687,78.7832183838,73.1398544312,74.3997421265,77.733833313,78.1015625,78.9899673462,76.0312194824,76.4536209106,78.0031738281,75.4317245483,78.7412796021,77.1196212769,76.549949646,74.2014389038,80.0848846436,73.9627304077,1635,78.375
93.8993988037,98.836479187,94.8126678467,96.0280151367,95.1601791382,111.103492737,97.8210754395,93.7986831665,101.237197876,99.1518478394,93.6921539307,92.7206878662,93.6615982056,92.0825653076,99.5810928345,97.5378417969,95.5138320923,92.9794082642,101.689498901,97.5934295654,94.0942001343,94.0528793335,96.0747756958,93.6487579346,96.2941741943,97.4398345947,100.503196716,92.846786499,94.2284622192,94.138633728,94.1261444092,96.4128112793,98.8423309326,94.2868423462,93.6035690308,100.162307739,96.4270782471,97.9207229614,99.1384811401,98.8510360718,1637,105.0
121.855995178,119.990707397,121.86000061,117.594474792,112.76385498,117.263839722,118.190078735,119.984687805,117.783622742,118.373893738,116.706748962,113.911193848,115.62097168,118.776245117,116.705039978,123.235946655,115.058624268,120.93687439,121.118942261,114.736000061,117.653831482,114.734436035,122.581199646,113.788276672,116.731544495,122.503257751,114.400627136,115.030075073,116.543319702,119.234695435,118.142250061,108.500930786,111.474998474,114.305152893,120.63949585,122.169578552,115.713829041,119.681846619,115.226303101,117.615058899,1640,113.4375
104.451980591,102.444778442,106.15738678,105.959342957,106.439308167,107.430358887,102.798103333,106.82208252,106.340080261,106.035011292,102.911354065,103.06035614,104.590705872,105.595588684,109.211166382,108.096229553,108.684989929,103.343170166,107.243011475,102.274047852,105.521018982,106.217475891,102.258270264,103.56577301,111.31300354,103.41166687,108.405525208,104.431747437,105.502372742,103.489654541,103.405197144,105.232147217,102.508468628,101.705764771,106.934997559,107.24180603,103.090957642,103.248031616,103.947792053,109.417831421,1642,99.5
99.0684127808,99.3673171997,102.863014221,99.3888092041,104.035629272,99.0640487671,107.690856934,103.900657654,104.673423767,106.166175842,102.476730347,107.056686401,101.535850525,109.797355652,107.636581421,100.519981384,107.656661987,94.6986694336,103.971282959,99.4545898438,98.9439849854,106.064041138,103.356575012,101.49521637,100.725227356,104.974266052,107.638618469,106.079711914,98.1200485229,101.050186157,98.7039108276,107.352905273,102.742996216,103.817054749,98.8305664062,105.099601746,101.074203491,105.511604309,104.358581543,98.5056686401,1649,122.1875
91.6027069092,91.7908859253,90.3897628784,92.8044204712,91.5495300293,91.7287445068,89.6084976196,95.1502838135,89.0958251953,97.7286682129,94.0241012573,92.0317306519,90.455368042,96.8779907227,93.0842437744,89.4988021851,89.8862533569,95.7354354858,88.6665802002,92.3376617432,89.772354126,88.8869247437,88.9249954224,84.3921203613,94.9864425659,97.424118042,92.9512329102,88.1377487183,93.2456054688,92.0648498535,90.3253250122,91.9380569458,94.7544250488,95.0964508057,94.7333068848,89.8912124634,91.9432067871,92.2650985718,92.457572937,84.3383331299,1650,90.75
110.773468018,109.243621826,109.059074402,108.640052795,111.817329407,110.674346924,111.579185486,111.952583313,112.147979736,116.254020691,112.31325531,109.332626343,107.647598267,97.6312866211,117.053230286,108.100143433,112.290023804,114.599075317,113.546737671,109.550506592,109.320831299,107.848426819,108.511222839,112.366394043,108.681282043,111.248657227,107.844451904,115.863609314,110.957542419,108.925239563,111.021377563,110.554710388,105.341331482,106.334999084,110.96295166,103.795677185,113.480667114,111.648498535,103.439651489,115.877937317,1651,113.0
92.0003967285,97.5862579346,92.5493850708,93.3505020142,95.2494888306,96.9944381714,94.1544570923,94.1488113403,93.2633285522,93.0302047729,91.1375274658,87.7478408813,97.3939971924,91.1920928955,96.1597824097,92.0115814209,95.7789382935,96.5783691406,96.2341308594,97.6087112427,94.662902832,93.2343292236,93.3190155029,97.243560791,93.7955703735,98.4771118164,91.8387680054,92.9985198975,93.406211853,92.4510421753,94.3990402222,92.7218093872,92.753074646,88.7036056519,91.6915130615,93.0443496704,98.3592529297,94.7669219971,96.2286682129,93.7579421997,1654,94.4375
76.9911117554,76.2119064331,74.19871521,76.9814529419,78.5480957031,78.5087432861,76.1984710693,79.276184082,76.2214508057,76.938079834,79.8023529053,76.2274093628,81.6001434326,79.1844863892,79.2648773193,78.3880462646,73.0568084717,74.907913208,77.3592453003,80.1779022217,75.7987060547,78.2063217163,78.8104095459,74.1688995361,79.8025436401,79.1021118164,77.5680541992,78.2274551392,78.8322906494,69.3628692627,74.8142242432,76.4132614136,76.9393386841,78.7931442261,78.2338256836,74.7008056641,78.7483825684,75.2108306885,77.8645935059,80.7081832886,1655,82.25
115.347358704,114.559997559,110.204078674,115.679527283,113.834655762,114.47743988,115.418136597,114.984931946,117.408004761,111.807235718,116.605979919,117.32901001,119.629104614,112.253181458,117.627227783,113.73374176,113.293922424,110.954574585,116.920295715,108.645141602,110.272377014,111.50668335,110.11000061,116.119277954,114.148521423,113.150512695,114.002883911,113.001365662,113.557197571,110.444030762,117.55128479,114.402702332,114.383255005,109.747718811,118.245803833,115.809272766,115.109657288,117.170379639,123.496711731,122.658622742,1657,110.625
91.210105896,88.9291534424,95.9425430298,94.8206176758,92.3523330688,94.0605239868,92.4543533325,90.6494369507,92.6249694824,86.8760147095,88.3451538086,89.7564620972,95.4765090942,90.3029174805,93.1625366211,92.6004714966,93.0578613281,89.8576812744,88.8710403442,96.1454391479,88.1581497192,94.7439041138,90.9766998291,90.0577850342,91.4027023315,89.6071624756,90.9946594238,92.0508575439,90.0595932007,84.8141784668,91.1076507568,94.9627151489,93.3890838623,86.5868835449,88.8205413818,91.0953445435,90.2619400024,92.1594161987,91.3628768921,91.5018005371,1660,97.3125
106.860702515,103.516517639,104.924980164,101.231391907,104.561019897,95.5904541016,102.493606567,102.094009399,110.941452026,103.445823669,107.760864258,106.256561279,109.775810242,103.520141602,106.25289917,101.911605835,98.8085784912,107.259803772,102.387107849,109.950630188,106.42905426,106.960067749,103.531608582,103.691123962,100.291244507,106.752166748,102.794403076,99.4471359253,101.429542542,102.640136719,98.3966369629,103.335853577,108.400695801,106.184364319,111.059898376,100.79712677,106.270462036,103.316650391,102.143264771,106.045196533,1662,101.4375
110.032272339,109.331420898,112.402626038,110.319213867,108.058799744,111.329689026,108.96686554,115.959846497,108.048965454,110.779838562,111.175003052,110.918739319,112.886940002,107.115257263,116.830718994,106.679153442,111.487892151,107.073242188,107.285797119,107.150093079,110.261863708,110.155647278,109.763519287,108.14641571,108.625541687,104.870101929,110.392967224,113.882102966,110.387954712,114.029701233,110.481918335,110.664497375,105.723365784,105.540039062,116.816841125,107.655700684,113.678749084,107.787033081,113.818061829,109.489616394,1671,140.5
91.4405899048,85.2810058594,94.4487686157,91.2232894897,93.4236068726,93.8113098145,94.4783401489,91.8073806763,88.0653762817,90.7004089355,92.875541687,90.1088485718,91.110710144,86.5109634399,89.1520843506,90.9540100098,89.7624282837,90.9363937378,93.390625,92.2950057983,92.2429733276,93.1790771484,90.608757019,93.4139175415,88.87449646,92.0353393555,95.0835113525,92.2994308472,91.0210571289,92.6349334717,88.8011398315,87.8774871826,90.7539215088,89.2822570801,91.0549926758,89.5030517578,93.9875488281,89.5267181396,93.9474563599,92.0572891235,1673,89.4375
113.366401672,110.987518311,112.940048218,113.930961609,113.012763977,113.687202454,116.811485291,114.749610901,116.304611206,110.033096313,110.375679016,113.306625366,113.17300415,114.23085022,115.784896851,115.152557373,119.055778503,117.781486511,112.806976318,113.055053711,115.316070557,118.739723206,111.119735718,112.445724487,110.410545349,108.216194153,112.681686401,112.078269958,110.691864014,116.197151184,115.326698303,109.657867432,110.762893677,108.038749695,113.920974731,114.377037048,112.380508423,111.648498535,114.518226624,108.254592896,1675,114.9375
99.4914474487,98.540725708,97.5821609497,95.7657546997,97.1934356689,102.399383545,92.0962295532,98.9150848389,98.9855575562,99.0373916626,99.7982406616,97.1738128662,104.755516052,94.4472351074,97.0397796631,105.211700439,104.327468872,96.1185836792,96.0158538818,93.3601074219,92.9713363647,96.9727325439,93.8609695435,98.7489852905,95.3596115112,93.9129867554,96.6947784424,97.2168579102,94.3408966064,96.474937439,99.8546066284,96.5439605713,93.8463973999,92.0378570557,100.621101379,98.8318939209,102.711082458,88.9710998535,96.7724533081,94.7863388062,1676,112.5625
77.1770477295,81.3604736328,78.6075363159,76.1183547974,76.926902771,85.538230896,78.1746520996,75.3019866943,76.0701828003,76.1128234863,75.5735473633,79.7875518799,79.7261581421,76.2605438232,80.1527709961,80.6707305908,77.1706771851,77.8518218994,78.1045455933,78.1986236572,74.1004180908,81.6324462891,79.5391235352,77.8640670776,77.6738586426,78.0469970703,79.3431472778,81.5235366821,74.4567108154,76.7906723022,79.2516479492,74.3852996826,74.9086303711,75.2893371582,76.9297790527,79.0308914185,74.4738006592,74.9383926392,82.0280303955,80.8252258301,1681,77.0
93.6399459839,97.3689041138,93.0244369507,95.5210266113,93.4655456543,91.7809143066,92.8127746582,95.924331665,91.2467575073,101.217773438,93.4093399048,92.6435012817,88.9966125488,98.2413406372,92.7943954468,93.7278518677,91.9890441895,91.4867248535,93.7835769653,95.2278823853,90.8495254517,91.7880249023,89.892578125,92.2634963989,95.4493637085,93.6234207153,95.1512298584,91.1751708984,94.3542022705,96.3495559692,92.759147644,92.050994873,97.1554641724,94.1755981445,95.1343231201,94.8986282349,95.1341323853,92.0268249512,95.4515457153,90.0029525757,1682,88.25
97.2602920532,91.0617980957,94.0901565552,93.6684265137,93.8443603516,102.431770325,91.7045211792,100.204437256,95.4836959839,92.1232070923,95.7854156494,92.3843231201,94.6075744629,94.2816009521,90.5067825317,97.7274703979,94.5226898193,99.9588470459,92.6270599365,92.9706039429,90.7569503784,98.3570632935,93.5178833008,93.1313476562,93.0406799316,91.1009368896,101.061660767,100.947914124,93.8072967529,96.3791275024,94.4146728516,91.8431015015,93.2379684448,91.4510116577,92.5781326294,95.9518890381,94.1692276001,92.2725982666,94.5662155151,90.8838806152,1684,109.5625
106.766212463,101.633499146,107.84299469,103.237289429,109.110588074,104.555465698,103.908470154,113.15953064,104.87991333,100.605049133,103.816513062,106.485084534,111.960258484,103.086448669,102.561096191,103.535545349,107.708930969,105.420440674,105.073051453,109.405303955,107.280555725,114.231025696,100.92350769,107.936828613,112.210388184,106.148071289,110.207565308,113.564659119,113.665855408,101.860794067,106.536483765,106.221855164,101.882781982,107.00982666,101.865097046,104.530326843,108.040733337,103.478637695,107.891220093,104.032836914,1685,104.5
91.0939712524,94.0296401978,93.6559295654,92.3652114868,95.8315734863,99.5108947754,97.6649627686,94.417427063,92.7615661621,94.3438034058,93.8219528198,101.728942871,91.277671814,94.4654693604,94.4037857056,88.5114822388,93.7469100952,93.2103805542,92.9592437744,95.7819290161,96.9806442261,96.4012298584,90.9595565796,95.0548782349,94.3244094849,93.7791748047,95.4815979004,93.3328781128,98.3364334106,93.6920928955,95.3377914429,93.7246856689,96.2507629395,90.4995956421,87.2530288696,93.2266616821,94.3445281982,93.3199386597,94.844871521,85.9177322388,1688,91.1875
108.983901978,109.654533386,106.869659424,109.400466919,107.70324707,109.9686203,110.977958679,111.087539673,114.706947327,106.78036499,113.278686523,105.81413269,113.546432495,102.747657776,117.189979553,107.421699524,112.586601257,107.448516846,111.217819214,104.183998108,103.307258606,111.31791687,105.214492798,106.089012146,113.517066956,105.943565369,112.631141663,110.462257385,114.071212769,103.54775238,113.241943359,109.30342865,114.586174011,108.237754822,114.103210449,109.856216431,113.687446594,109.141868591,115.511291504,113.488021851,1694,111.125
94.8899536133,98.9845657349,91.1129150391,89.5283889771,96.2248916626,93.3332519531,90.8474121094,95.3849105835,92.8802871704,89.5815811157,93.7477264404,89.312461853,98.999420166,90.9185028076,92.7529067993,90.4121780396,93.9727935791,96.5111846924,94.3439407349,94.6431503296,85.7250900269,94.4679489136,91.0310897827,94.2789077759,95.7127685547,91.2798309326,96.348449707,92.6536712646,92.7633132935,97.6241378784,95.2104415894,92.7358703613,91.0075836182,95.7262802124,93.8722076416,91.3357925415,93.6839370728,90.7645492554,95.0880355835,91.4582672119,1698,88.125
110.175384521,110.479393005,109.32913208,101.364356995,101.299865723,105.892585754,106.562240601,108.736213684,107.79322052,107.143348694,107.963157654,108.614997864,113.193885803,102.873405457,108.854423523,99.9259033203,100.602935791,109.534957886,106.172309875,107.536148071,109.605621338,107.809127808,111.996292114,110.778297424,104.099769592,111.100944519,104.929725647,106.469551086,102.054763794,103.240066528,104.967086792,103.577453613,104.420562744,110.716377258,110.347824097,100.384628296,111.632774353,104.531227112,106.727226257,102.385726929,1699,101.4375
99.1718139648,93.7662506104,96.5390090942,93.8801040649,97.7293167114,105.688957214,92.8915786743,101.31778717,96.2745056152,93.670463562,96.4119186401,95.0540084839,93.8376159668,94.0851669312,91.2539291382,98.0607223511,95.6099090576,100.69355011,93.243927002,93.924079895,91.9446334839,97.4754562378,95.3619689941,96.0158538818,94.7327651978,91.5888824463,102.427528381,99.0227813721,96.1931533813,99.7238082886,97.332321167,94.2962341309,93.1312026978,92.0080566406,92.7175521851,99.3545074463,94.6544342041,97.1110153198,97.4249572754,92.7805099487,1705,88.875
97.0777511597,101.270263672,102.112480164,99.464881897,100.55557251,104.246826172,102.631408691,97.9802474976,101.185874939,105.595298767,101.915550232,96.5477294922,101.926109314,100.367210388,102.651626587,103.176612854,103.674179077,104.479568481,101.86416626,104.316986084,103.025672913,101.096740723,99.5420455933,97.6897506714,100.494537354,104.599510193,98.4691085815,101.734313965,103.476852417,102.165481567,102.835540771,105.493667603,104.096374512,99.5419845581,97.2854614258,95.8959732056,96.6731796265,101.964897156,101.578437805,100.36063385,1709,101.75
97.6812286377,92.8150634766,92.8586044312,96.6547393799,94.6004943848,97.8020095825,95.0583114624,98.9220428467,93.6671600342,104.285194397,92.7451019287,97.154083252,90.7953338623,99.8132629395,95.2306365967,93.5755386353,94.6613922119,97.9979705811,98.392074585,98.1181564331,92.3852996826,97.5884933472,93.1483764648,94.0461654663,96.1008605957,95.9998168945,90.9879074097,92.1214981079,101.037971497,95.4820861816,94.42137146,93.3516616821,93.2429962158,97.6286697388,98.983253479,93.0218048096,98.3622207642,92.8416137695,97.8165893555,93.6532897949,1712,87.6875
92.8902816772,94.5958862305,94.049041748,96.577507019,93.4620361328,98.9516983032,94.2071456909,103.399124146,96.3122711182,89.1039352417,93.8583145142,92.2531890869,91.0114364624,86.8289489746,92.0546188354,94.6688766479,91.4391403198,89.1436538696,94.2306365967,94.8814468384,91.5656433105,96.1872177124,89.2409896851,91.9649505615,92.3804092407,90.1381607056,90.8971405029,94.0464248657,94.881187439,97.1560287476,94.6388397217,94.9992294312,90.9019851685,87.4527130127,95.4339981079,94.3219528198,95.0379867554,93.2915420532,93.5264205933,88.3991851807,1714,98.125
98.8730392456,98.8099365234,102.400764465,99.2980194092,103.045951843,98.8146514893,108.584815979,103.45765686,104.722679138,106.557167053,100.995391846,107.57598114,101.546607971,110.605224609,105.614028931,99.8257751465,108.201591492,94.5202865601,102.650337219,99.0754394531,98.1272354126,105.972816467,103.304283142,98.9205627441,99.3360061646,105.352760315,107.331848145,105.794395447,98.2821426392,100.540809631,98.5863418579,106.965103149,103.415306091,104.248168945,99.8884811401,105.307868958,101.247077942,105.345298767,103.733268738,98.6001281738,1715,98.9375
93.7499542236,91.5381698608,90.4016647339,89.5569458008,92.2070007324,95.8883590698,95.8046112061,96.9727706909,91.3646087646,99.8826065063,91.5968856812,96.8819046021,89.5515594482,97.1939239502,92.5585784912,94.5355072021,92.8125076294,91.8451004028,92.1597824097,92.0978393555,90.370552063,96.4142837524,89.3377685547,93.1308822632,95.1071624756,91.5079421997,89.2360534668,93.9514312744,93.5519790649,91.7070465088,93.4067611694,91.7835083008,92.8974533081,95.4499969482,98.4713973999,91.1544494629,95.2579803467,90.3750534058,95.1998748779,88.2463607788,1716,92.125
110.653923035,107.917747498,107.061340332,109.73059845,108.178024292,111.298614502,104.893829346,112.151306152,107.060523987,109.244537354,110.438980103,110.415374756,109.839500427,106.820075989,114.49912262,107.004371643,111.52520752,107.159126282,109.931228638,104.874389648,109.507583618,109.524635315,108.030548096,109.003746033,109.88356781,107.012954712,109.779708862,105.679512024,111.538009644,110.301719666,107.079971313,114.915855408,108.062812805,109.414329529,120.816017151,106.57232666,105.819038391,110.695648193,112.302566528,110.489128113,1718,108.125
103.057693481,104.746803284,102.070610046,105.705177307,100.640853882,96.8944168091,103.28352356,100.779060364,99.5759735107,103.295578003,97.0429763794,104.526123047,102.675865173,102.938346863,100.558410645,99.3633804321,105.339263916,98.2679138184,101.715126038,103.437431335,102.244476318,101.85319519,98.7787017822,100.577781677,101.81615448,102.037902832,104.999320984,99.3216552734,102.834991455,101.156036377,101.625480652,104.253601074,104.116134644,105.85912323,101.456893921,97.7883987427,97.2076873779,100.14238739,100.642219543,103.414085388,1721,104.1875
105.465835571,103.789779663,104.907249451,101.138694763,104.500587463,105.016365051,105.025764465,106.714004517,105.06363678,103.151298523,100.903663635,105.26423645,109.28678894,102.448448181,100.541130066,103.922294617,99.4203414917,104.404441833,112.540863037,106.410766602,102.417350769,107.722480774,103.995666504,99.7008132935,101.196105957,101.680618286,103.254547119,101.714141846,107.812980652,99.5316696167,101.463172913,102.507888794,110.291313171,106.339744568,106.670318604,95.4329833984,104.904388428,110.341003418,103.817550659,109.286231995,1723,126.5
93.5763320923,94.4813461304,98.4056549072,93.5708084106,92.0672912598,98.6079711914,91.5795822144,100.376480103,97.7093887329,92.3260498047,93.3999176025,94.8466644287,91.2633132935,94.5957870483,95.8279037476,92.3288803101,92.9792785645,101.055374146,94.5711898804,90.8713226318,91.7507705688,90.4710235596,91.1655273438,93.6100692749,94.3881835938,89.448097229,92.3613891602,94.9698791504,95.6967926025,90.4124679565,91.961769104,93.0404968262,93.1050338745,93.7624816895,93.1682128906,95.1863861084,91.742225647,91.1107025146,90.7698745728,92.7287979126,1724,91.125
93.3911056519,89.7942962646,94.1736068726,92.5148010254,99.8255157471,94.6785812378,93.0196075439,91.3029708862,90.95677948,95.5507278442,90.9256286621,88.7151107788,94.4309158325,84.2335510254,91.5606079102,91.526184082,90.5804595947,90.9122238159,93.3326034546,94.2002258301,93.9336242676,97.2942199707,91.3513870239,93.7800674438,93.3830795288,95.935836792,93.6724853516,96.6082763672,91.7511138916,90.9989624023,94.1555786133,89.9669036865,92.8881225586,87.5577926636,90.6523132324,89.9406051636,96.6618728638,90.0558700562,95.0001144409,96.1694030762,1728,95.125
97.0807571411,91.6357498169,90.2148895264,92.0227890015,93.2179794312,98.7526092529,97.7614974976,98.2448806763,93.6161270142,100.738555908,91.7062606812,96.2115325928,90.1985702515,96.7385406494,94.4906005859,94.051361084,92.0630493164,92.6437683105,92.3745422363,93.6941375732,91.138053894,97.2085876465,90.7940750122,93.3440933228,94.6132888794,99.9572525024,90.4930877686,94.3460006714,93.6776275635,93.8966598511,93.3838500977,93.385925293,92.86743927,96.0559921265,99.5537643433,90.7974472046,98.2253112793,91.4320907593,97.9351501465,89.3285446167,1732,91.5625
97.6948165894,91.6944885254,94.6292495728,93.3399581909,96.3073196411,105.38269043,92.470993042,100.830749512,97.0854873657,93.2407073975,96.5443878174,93.6266326904,93.3213500977,94.4367980957,91.4030685425,96.6152496338,94.2309570312,101.878509521,93.21068573,93.868270874,92.8768310547,94.8718795776,93.3004760742,95.3679962158,93.536605835,91.8018341064,101.853210449,99.5338516235,95.7451782227,97.7154541016,97.6668243408,91.9758224487,94.078956604,91.398651123,92.5612716675,100.291656494,94.4110870361,96.1291656494,98.9000167847,92.4223861694,1736,116.0
108.702476501,100.438156128,109.882965088,102.311103821,104.75113678,104.688728333,106.841339111,106.883766174,104.172142029,113.293495178,111.610282898,110.153045654,110.10333252,108.197731018,109.728965759,104.970741272,109.158790588,105.853355408,108.52003479,107.229141235,112.122421265,106.09122467,103.26739502,107.618782043,113.821868896,105.977256775,107.375976562,104.856803894,107.043243408,105.158668518,110.268997192,108.447593689,108.851264954,110.277420044,106.640060425,109.789070129,110.064704895,108.945350647,109.736244202,102.29347229,1737,97.5625
111.603172302,109.636680603,107.327934265,111.00831604,106.463287354,109.620689392,112.483451843,110.302261353,116.567726135,113.037460327,116.388183594,109.356880188,115.082687378,107.133972168,118.22795105,111.134315491,112.519989014,114.048721313,115.739433289,113.723518372,112.281661987,117.243392944,112.922569275,119.503036499,114.732467651,108.205291748,113.164001465,115.422973633,111.543884277,113.798675537,114.430458069,111.208518982,119.823204041,117.147323608,115.574317932,118.069847107,114.415359497,111.29410553,116.503837585,116.038269043,1739,107.375
102.062454224,102.708442688,104.442329407,105.441268921,101.473579407,105.851768494,101.779647827,103.89125061,105.27570343,103.405952454,101.497505188,101.552749634,102.918121338,103.650314331,105.814544678,107.157531738,106.898200989,102.243095398,105.464897156,100.138061523,104.845504761,104.487014771,99.6415481567,101.604782104,107.944381714,101.335525513,106.548606873,102.909805298,103.758399963,102.533882141,101.389556885,103.883529663,100.422813416,99.062713623,107.346481323,105.087799072,101.463668823,101.704772949,103.767913818,105.15096283,1740,109.75
112.979820251,118.850845337,118.810783386,123.122169495,117.690460205,119.520988464,127.055587769,117.231872559,119.837715149,119.958358765,121.67515564,119.169273376,115.497528076,122.709449768,114.686233521,121.774208069,118.804771423,112.298332214,119.857055664,116.95778656,116.752738953,116.100494385,116.680618286,116.442573547,121.720863342,121.282554626,121.396057129,115.255554199,119.38494873,117.138717651,121.673866272,123.444664001,113.851806641,118.004623413,112.054840088,116.326301575,112.934844971,123.285331726,114.788146973,111.793334961,1741,114.25
113.989532471,105.74382019,107.943878174,105.347373962,100.442428589,114.73601532,104.092765808,113.231140137,103.747764587,107.970046997,105.596069336,106.447189331,110.403396606,100.659973145,109.811233521,103.088294983,105.89516449,111.602874756,104.195068359,103.107254028,106.840293884,103.389945984,110.949333191,107.860466003,106.135101318,104.776412964,105.603874207,106.526832581,110.754173279,105.02948761,103.502113342,101.313179016,100.36756897,101.848632812,101.550064087,109.499160767,110.505569458,111.25415802,103.824211121,101.468887329,1743,104.4375
99.3436508179,91.109954834,96.4051971436,93.5863571167,97.8831481934,105.611129761,92.7429199219,101.476196289,97.3814468384,93.5369491577,96.2218322754,93.4012145996,95.792678833,94.5797119141,91.3146362305,96.9360656738,96.6416091919,101.9713974,93.3747329712,94.47215271,91.9793167114,99.4007720947,95.3804702759,95.1355209351,93.825881958,92.6515655518,102.461357117,101.336997986,95.5708770752,97.1628265381,97.6416320801,92.5126190186,94.7478561401,91.4132766724,94.1001052856,100.650497437,96.0213394165,95.6065139771,97.3424606323,92.8859939575,1744,91.1875
108.331314087,110.609848022,112.566253662,107.56287384,117.242576599,107.254989624,118.045524597,108.331367493,116.889060974,110.670921326,116.533088684,112.803497314,114.337135315,116.553939819,120.256797791,105.073074341,114.963897705,107.47706604,114.421913147,108.422035217,105.75894165,116.224899292,110.411437988,108.027015686,114.513450623,113.566696167,118.412483215,113.708702087,108.63961792,109.797279358,109.464523315,119.332351685,111.644996643,115.964805603,109.041183472,116.050262451,110.213310242,115.041542053,111.529136658,108.3723526,1746,119.0
110.048538208,103.922584534,104.072502136,104.709007263,98.7069702148,106.760795593,101.140541077,105.218009949,100.979309082,106.584793091,100.358192444,105.083450317,108.022102356,102.990020752,104.708404541,99.2139053345,107.023246765,109.095901489,99.8172225952,107.407188416,104.399230957,102.648803711,108.519767761,101.122627258,102.028320312,102.734046936,103.605659485,105.621269226,106.61265564,101.191101074,108.789840698,101.040344238,99.521697998,97.7484359741,104.302841187,106.634620667,105.224411011,107.467552185,102.68649292,106.250679016,1748,100.4375
113.93863678,104.503334045,108.382797241,107.154525757,112.390777588,113.001670837,110.054420471,115.018051147,108.097618103,110.603279114,111.30531311,112.626289368,112.306991577,111.609832764,109.81577301,109.989898682,111.512939453,112.217384338,107.651885986,110.934356689,114.201782227,104.851089478,106.889305115,107.625083923,111.297569275,106.006271362,106.184768677,108.417304993,111.433555603,110.44065094,116.277191162,107.318328857,105.598167419,109.6875,105.79990387,112.749404907,109.147148132,117.021965027,108.578041077,109.338104248,1750,109.375
94.5463409424,91.8706207275,93.5924453735,85.8312835693,94.6008911133,94.3603134155,97.8359603882,88.2298355103,91.3026123047,88.3056793213,94.3982162476,95.6566619873,100.945091248,85.0766448975,93.8338775635,90.5554122925,93.1322860718,92.5475158691,89.4151306152,97.6956939697,88.905632019,95.6405563354,90.6052017212,95.4604187012,94.9859619141,93.3883666992,96.1640472412,95.1768951416,96.2968978882,89.1995010376,92.4679336548,94.3823318481,92.8137054443,92.337348938,91.8916244507,91.8170089722,97.5156555176,91.7862091064,94.5659561157,89.6759262085,1757,91.1875
111.413520813,108.992240906,109.719032288,109.89289856,103.743545532,114.407073975,107.496925354,111.172729492,102.748832703,108.885818481,109.535804749,105.750869751,108.191291809,106.769355774,107.133735657,101.887130737,100.098312378,113.142753601,103.756912231,112.646392822,112.341537476,107.231925964,116.450378418,110.328140259,107.350364685,108.271446228,108.681228638,108.416168213,110.147758484,104.367279053,107.992477417,104.490638733,104.531036377,101.150276184,109.657157898,109.107528687,110.741989136,114.172286987,102.828475952,113.485244751,1765,107.25
109.468322754,108.261550903,109.099304199,107.585990906,111.60307312,110.571395874,110.443695068,111.844482422,112.220817566,115.593231201,111.670967102,109.506736755,106.699569702,97.0038146973,116.793914795,106.724487305,111.706214905,114.94367981,112.515739441,109.226287842,108.717903137,107.308654785,109.671028137,111.738723755,108.176261902,110.428855896,107.533981323,114.7449646,111.154312134,108.785751343,111.419075012,110.270347595,105.055747986,105.439682007,109.604774475,104.114585876,111.79662323,111.296127319,103.098342896,115.683753967,1767,114.3125
