ID,y,x_mselgY3_0,x_mselgY3_1,x_mselgY3_2,x_mselgY3_3,x_mselgY3_4,x_mselgY4_0,x_mselgY4_1,x_mselgY4_2,x_mselgY4_3,x_mselgY4_4,x_mselgY5_0,x_mselgY5_1,x_mselgY5_2,x_mselgY5_3,x_mselgY5_4,x_mselgY6_0,x_mselgY6_1,x_mselgY6_2,x_mselgY6_3,x_mselgY6_4
4839,107.3,112.584136963,112.545944214,112.365119934,111.680160522,112.038040161,111.968444824,111.916694641,112.120124817,112.204544067,112.022544861,112.201896667,111.820770264,112.464729309,111.899002075,111.536659241,110.775352478,111.394699097,111.786827087,111.547927856,111.539169312
6380,119.46,110.794204712,110.898139954,110.838676453,110.545959473,110.611763,110.421737671,111.264144897,110.702514648,110.929679871,110.485466003,110.492507935,110.21824646,110.928825378,110.673957825,110.844573975,110.350959778,110.576789856,110.537338257,110.443565369,110.6485672
4894,100.05,105.763160706,105.984375,105.705352783,105.521263123,105.883766174,105.835533142,105.918998718,105.67326355,105.749694824,105.679763794,106.375740051,106.170257568,105.917953491,105.993682861,105.548088074,106.04851532,106.185882568,106.141067505,106.746398926,106.135757446
6296,101.37,103.181488037,103.268531799,102.841278076,103.034370422,103.630119324,103.172874451,102.760795593,102.695381165,102.338676453,103.214797974,102.989639282,102.492622375,102.602676392,103.239677429,102.738349915,102.857025146,102.706207275,102.768814087,102.400268555,102.989753723
2363,116.0,111.651527405,111.755844116,111.426620483,111.506538391,111.679420471,111.83795929,111.723083496,111.492584229,111.761116028,111.599746704,111.726394653,111.382339478,111.866264343,111.801620483,111.336128235,111.044715881,112.065788269,111.574020386,111.822364807,111.768966675
5767,96.27,94.517791748,94.8937683105,94.7888565063,94.3320083618,94.7690124512,94.7732467651,94.8550415039,94.3429870605,95.0105895996,95.1987304688,94.3352203369,94.7657318115,95.1030273438,94.8130340576,94.6216583252,94.8427276611,94.6145935059,95.5457229614,95.5794830322,94.9244308472
1131,90.28,93.6851501465,93.1535797119,94.1189956665,93.899520874,93.6840438843,93.2496185303,93.7313461304,93.1985168457,92.9825439453,93.2102813721,92.8774490356,92.9812927246,93.2422180176,92.6116790771,93.3254089355,93.1820907593,92.8820648193,93.7134399414,92.7982254028,93.3020248413
7536,75.38,77.5537872314,77.0091705322,77.4362640381,77.5203933716,77.2611846924,77.4198760986,77.6327667236,77.2506484985,77.1521148682,77.0597457886,77.4085693359,77.4128036499,77.6928405762,77.6089019775,77.3883285522,77.3798065186,77.0370178223,77.4885864258,77.1475830078,77.3558502197
4553,112.41,112.307029724,112.048873901,112.133666992,111.68788147,111.982391357,112.375610352,112.575294495,111.917678833,112.570228577,112.234664917,112.610160828,112.216804504,112.69934082,112.385047913,112.255126953,112.255683899,111.705421448,112.372650146,111.659561157,112.016891479
6748,74.99,77.7236557007,77.4710845947,77.8053665161,77.9384918213,77.4555435181,77.4506378174,77.8767318726,77.5517654419,77.6392822266,77.4267425537,77.8082275391,77.6016998291,77.2181091309,77.5609436035,77.2114334106,76.9519500732,77.4983978271,77.081413269,77.6041488647,76.9387664795
7674,90.01,92.9965057373,92.5213241577,92.6403274536,92.3374633789,92.9180984497,92.6846618652,92.0901412964,92.9527893066,92.9159545898,92.7609405518,92.5129394531,92.529045105,91.7606811523,92.7258911133,93.0584259033,92.291267395,92.7289886475,92.4701690674,92.8963470459,92.5026550293
2766,90.68,93.5714492798,93.5959320068,93.6515197754,94.0916366577,93.6751251221,93.7414321899,94.0028381348,93.4421157837,93.6187210083,94.458190918,93.2329025269,93.1865921021,93.3066101074,93.5035705566,93.7138824463,93.2627410889,93.3120880127,93.6518554688,93.8017654419,93.3561859131
2813,106.58,111.240692139,111.220970154,111.05544281,111.00113678,111.194412231,111.167556763,111.381973267,110.504638672,111.309112549,111.260726929,110.913970947,110.879997253,110.795722961,111.116424561,111.045692444,111.071907043,110.602409363,110.898864746,110.767196655,110.841659546
141,87.75,93.5261535645,93.6494064331,93.6140213013,93.5966491699,93.6306228638,94.0371322632,93.8374786377,93.6032562256,93.8775177002,94.1783599854,93.3201599121,93.8297805786,93.0392990112,93.4317779541,94.0469436646,92.7547302246,93.4322433472,93.5099563599,92.9845352173,93.6709289551
1832,89.96,93.8391036987,93.7173233032,93.5919799805,93.8217926025,93.7480926514,93.6136322021,93.5106506348,93.548210144,93.4912719727,93.7557067871,93.114364624,93.4676971436,93.3585128784,93.7709732056,93.3352737427,92.9152374268,93.0177001953,93.206161499,93.4960174561,93.4218826294
2176,106.81,112.424110413,112.007606506,112.146965027,112.031402588,111.88168335,111.895439148,112.504371643,111.763816833,112.109352112,112.326881409,112.987770081,112.304069519,112.098831177,112.043395996,112.139701843,112.010124207,112.66859436,111.661155701,111.490989685,111.986633301
1884,94.29,93.9535675049,93.6935043335,93.6943283081,93.4194717407,93.6918640137,93.650100708,93.3924255371,93.0225448608,93.3461151123,93.4098358154,93.5589447021,93.0131530762,93.3545684814,93.0692138672,93.0870666504,92.960647583,93.1280670166,92.8438110352,92.8881072998,93.2990264893
8074,91.81,92.2548217773,92.202796936,92.5091552734,92.3511505127,91.563369751,91.2801589966,92.0915298462,92.2408447266,91.8059997559,91.9892578125,91.7344665527,91.6288452148,91.3257675171,91.846786499,91.3450012207,91.5324859619,91.4200515747,91.3095016479,91.4770507812,91.4114685059
858,100.21,94.2590179443,94.4027252197,94.5917663574,94.3895111084,94.2701950073,94.694770813,94.2565917969,94.5767059326,94.4541473389,94.5951690674,93.8547973633,94.0745391846,94.6310272217,94.3810653687,94.3830337524,94.2412414551,93.8917388916,95.2567596436,93.6548614502,94.7085723877
4321,118.02,112.728172302,112.821907043,112.320220947,113.043861389,112.45249939,112.94342804,112.662406921,112.960731506,112.832687378,112.743644714,112.35383606,112.990188599,112.212860107,112.576225281,112.330085754,113.560058594,112.602241516,112.368637085,112.975494385,112.743522644
6544,86.61,93.493888855,93.5368118286,93.3383026123,93.5581512451,93.4974060059,93.1245880127,93.8999633789,93.640953064,93.3703308105,93.0347824097,93.0995635986,92.7521057129,93.4400939941,94.5157470703,92.8395767212,93.325378418,92.9011154175,93.3112487793,92.7792205811,92.6969528198
6397,93.04,93.9403381348,94.1015853882,93.7340240479,94.2604980469,93.799987793,93.7356109619,93.7585144043,94.0993118286,94.2529907227,93.7738571167,93.9534912109,93.7769470215,93.331741333,93.9159240723,94.6586761475,94.0544586182,93.4141693115,93.6894989014,93.807144165,93.5738677979
2210,98.59,93.8187866211,93.5663375854,93.810256958,93.6447601318,93.6515655518,93.5711975098,93.1628570557,93.5887145996,93.3970108032,94.0671844482,93.2276306152,93.0411376953,93.2468719482,93.102935791,93.3867340088,92.9256439209,93.1800994873,93.1196289062,93.2506408691,92.5864105225
6672,99.54,103.604919434,103.691810608,103.592750549,103.968772888,103.727394104,103.344978333,103.413536072,103.325065613,103.346221924,103.233383179,103.295288086,103.188735962,103.69493866,103.18347168,103.306404114,103.27986908,103.092483521,103.493270874,103.996688843,103.208679199
1225,102.49,104.321647644,104.368392944,104.640670776,104.217010498,104.444854736,104.861846924,104.033172607,104.454376221,104.631309509,104.350570679,103.729896545,104.305953979,104.148948669,104.945343018,104.53692627,104.03729248,104.095504761,104.550292969,103.864151001,104.238754272
7172,105.65,110.927490234,109.995925903,110.519500732,110.484069824,110.909584045,111.438369751,111.150413513,111.119476318,110.710906982,111.236541748,110.984382629,111.232147217,110.516708374,110.628646851,109.185050964,111.16645813,111.530662537,112.609169006,109.721633911,111.546829224
3724,89.01,94.1836242676,94.0556488037,93.9984283447,94.2993392944,93.8973617554,94.1919784546,94.2317276001,93.8873596191,94.0169525146,94.0947875977,93.5170440674,93.6628265381,94.0613479614,93.7845916748,93.9541320801,93.4167556763,93.2915496826,94.0521316528,93.6203155518,93.4225769043
2475,110.17,111.94078064,112.50881958,112.14025116,111.290786743,112.105659485,111.625053406,112.444725037,112.267082214,112.648742676,111.578918457,113.316131592,113.207069397,112.079696655,112.462257385,112.505111694,112.635505676,112.636741638,112.408805847,112.861183167,110.975967407
4779,105.83,112.793418884,111.768478394,112.394981384,112.42842865,112.330825806,111.893417358,112.078956604,112.591491699,112.544151306,112.950935364,111.918540955,112.337120056,112.295066833,112.599151611,112.659683228,112.365737915,112.146286011,111.732650757,112.248840332,111.393348694
4109,107.81,111.380630493,111.815002441,111.894332886,111.776824951,111.631240845,111.604957581,111.798301697,111.585784912,111.223106384,111.626708984,111.506660461,111.003509521,111.907112122,111.443504333,111.37525177,111.606056213,111.297012329,111.46333313,111.829177856,111.587188721
6695,91.3,91.2517242432,91.1647033691,91.1405792236,91.3756713867,91.8687744141,91.4174194336,91.5312576294,91.0242233276,90.7307281494,90.9940032959,90.6098632812,90.5313110352,90.8008880615,90.7718200684,90.4600372314,90.5407562256,90.7017364502,90.2611236572,90.4842529297,90.1544952393
2238,108.39,104.783233643,104.723487854,104.390739441,104.705947876,104.721817017,104.550521851,104.761260986,104.73147583,104.610115051,104.74659729,104.606323242,104.397964478,104.804351807,104.229141235,104.065048218,104.496704102,104.232055664,104.404037476,104.70249939,104.476852417
6902,88.05,92.8098907471,92.6868286133,93.231010437,92.2078552246,92.7820510864,92.9126663208,93.0137634277,93.1021957397,92.8855285645,93.0428009033,92.7240600586,92.8347625732,92.9804000854,92.8456115723,92.609664917,92.9510498047,92.0822296143,92.8092803955,91.8831939697,92.2864303589
5487,88.82,92.8015594482,92.7188644409,93.0227966309,92.8406448364,92.9286575317,93.2690429688,92.619758606,92.2481842041,93.232673645,92.9849243164,93.521736145,92.8034210205,92.4047241211,93.2848205566,92.4525299072,92.7490234375,92.5284118652,92.9708328247,92.4044952393,92.3560943604
713,74.28,79.685005188,79.2877426147,80.5029754639,80.1381988525,80.432220459,79.9924240112,80.4381408691,80.0001983643,79.8125152588,79.7192687988,79.5641403198,79.8844909668,78.8831253052,78.6732635498,79.2914428711,79.1273345947,79.1142807007,79.2985992432,79.4876556396,79.8495941162
8354,85.93,91.7652893066,91.6257476807,91.4756011963,91.221572876,91.4243392944,91.5477142334,91.9836044312,91.8966903687,91.2682571411,92.0600128174,92.0372009277,91.3744354248,92.1834869385,91.5388717651,91.010055542,90.7725448608,91.7284240723,91.3596420288,92.2742919922,91.2102813721
5746,87.35,94.0287704468,94.2264251709,94.0183181763,93.9867858887,93.8877487183,94.5314178467,94.0140075684,95.2761077881,93.9164886475,94.4849853516,94.9713745117,94.3990936279,95.2778320312,95.0889892578,94.797492981,94.2331008911,95.4825897217,94.8751983643,95.4264450073,94.41822052
7641,103.91,92.4144134521,92.4591522217,92.4667892456,92.6118545532,92.4108123779,92.6726303101,92.7470855713,93.0688781738,92.3279876709,93.0632629395,92.0409393311,93.1697921753,92.8361358643,92.6411132812,92.7248687744,92.162689209,91.2719116211,93.3097076416,93.0139160156,93.031791687
2019,89.43,95.2851791382,95.027015686,94.7376708984,94.6329269409,94.7713470459,94.6711959839,95.3599395752,94.9630279541,94.7269744873,95.2817840576,95.1962203979,94.8227386475,95.0698852539,94.5065307617,95.1956939697,95.0144958496,94.8681945801,94.8830871582,95.0589447021,95.1863098145
5650,110.96,110.980606079,110.886940002,111.062271118,110.867340088,110.522476196,110.942955017,111.573898315,111.567527771,111.148643494,110.936012268,110.537521362,110.830947876,110.671829224,111.328979492,111.519393921,110.714248657,110.787513733,110.534301758,110.389068604,110.771759033
3858,98.59,94.1769866943,94.3514099121,94.1463775635,94.1948699951,94.2519836426,94.0046691895,94.1248092651,93.8911514282,94.2280273438,94.0699996948,94.1090698242,94.342880249,93.5169677734,94.0583267212,94.4211730957,93.6429824829,94.1116333008,94.0379638672,94.0117645264,94.0790863037
3566,109.61,111.427719116,111.450790405,111.898452759,111.159988403,111.406311035,111.643684387,111.468353271,111.549339294,111.281860352,111.728294373,111.844833374,111.614639282,111.624252319,111.550376892,112.202384949,111.453414917,111.120452881,111.708366394,111.017349243,111.747619629
3555,89.93,94.0389175415,94.0942230225,94.1523513794,94.2366409302,94.5153045654,93.9081344604,93.7583312988,93.8927764893,93.9702529907,94.0706710815,93.9134979248,93.6871261597,93.5037460327,94.0093383789,93.8949890137,93.7203063965,93.9787139893,94.1817932129,93.3248443604,93.2689208984
3802,74.77,78.0148849487,78.0623321533,78.3639450073,78.3225860596,78.2049484253,78.1493759155,78.0378875732,78.1225662231,78.1572265625,77.8845367432,77.803855896,77.6409072876,77.6136703491,77.4175186157,77.6830291748,77.3362350464,77.3451309204,77.316986084,77.4540328979,77.6728363037
7042,101.17,101.928031921,101.767333984,101.897819519,102.174537659,101.739517212,101.82081604,101.400558472,101.902290344,101.946273804,101.437690735,101.656219482,101.586204529,101.437080383,101.402168274,101.337890625,101.108894348,101.254203796,101.805450439,101.894180298,101.67212677
4079,124.64,94.1502838135,94.2959976196,94.7063598633,94.2819213867,94.1862640381,94.1798553467,94.3265991211,94.4190750122,94.263885498,94.0469665527,94.1349868774,94.0765533447,94.1804504395,93.9683227539,94.1987533569,93.8794250488,93.7531890869,93.7146759033,94.0393295288,93.7145690918
6563,106.41,111.529983521,111.216880798,111.796646118,110.830276489,111.239593506,111.243873596,111.644477844,111.073310852,111.202835083,110.75163269,111.014724731,111.772468567,111.45072937,111.018997192,111.507644653,110.921401978,111.202468872,112.038841248,110.721542358,111.285896301
2421,108.48,112.161682129,112.053543091,111.797561646,112.054649353,111.951599121,112.347480774,111.706893921,112.320220947,112.035400391,112.182922363,112.274971008,112.194320679,111.993026733,112.466583252,111.695243835,112.153427124,112.016029358,111.9112854,112.057731628,112.285575867
4501,98.51,94.0078125,94.655632019,94.1460189819,94.1728744507,94.0295944214,94.1756668091,94.1166992188,94.6351318359,93.9596252441,94.8898925781,94.1820831299,93.6698760986,94.2912368774,93.8567276001,93.8150482178,93.4894561768,93.1240692139,93.7615509033,93.3829879761,93.5460510254
8203,88.03,91.2884063721,91.2882003784,90.8735656738,91.1719360352,91.1642456055,91.4184188843,91.4020843506,90.8598709106,91.3219299316,91.1890029907,90.862739563,90.917755127,91.4739379883,91.340057373,90.9449768066,91.5953521729,91.1946334839,91.9033508301,91.3826446533,90.9280853271
3677,92.59,93.9172363281,93.6921157837,93.9955291748,94.0550231934,94.0016479492,93.7007598877,93.5090332031,93.7286453247,93.9251708984,93.7678604126,93.5902557373,93.3395233154,93.1689224243,93.870513916,93.5028457642,93.5713500977,93.2156524658,93.1919403076,93.0844421387,93.2712402344
7119,118.72,110.147109985,109.397628784,110.303710938,109.495025635,110.237976074,109.568023682,109.547210693,109.518287659,109.73626709,109.614349365,109.406455994,109.014595032,109.362136841,108.915893555,109.420692444,109.18888855,109.420928955,108.98551178,110.044059753,109.570907593
2302,73.59,78.2588500977,78.4010162354,78.4261779785,78.4271850586,78.3557052612,78.3192749023,77.9505615234,78.5359725952,78.255027771,78.4734802246,78.0927886963,77.8175888062,78.3212127686,78.052154541,78.2920913696,78.2573471069,78.0681610107,78.0523223877,77.9700775146,78.1562347412
4884,90.16,95.2590789795,95.4612579346,95.5864868164,95.0030517578,95.3177490234,94.8613739014,94.9235687256,95.909286499,94.9246368408,95.9379806519,95.8896713257,95.2097549438,95.4159088135,95.2609939575,94.7869567871,95.7679367065,95.7187347412,95.1394271851,95.3247070312,94.1945114136
684,98.52,94.1253204346,93.6530303955,93.7486877441,93.7199478149,94.1879730225,93.7013244629,93.8640670776,93.2670440674,93.3238677979,93.2774658203,93.1124725342,93.2191925049,93.5397338867,93.3342285156,93.3788146973,93.2819213867,93.3135223389,93.4500427246,93.391242981,93.1484375
50,108.14,112.060562134,111.428268433,111.705421448,111.774490356,111.824821472,112.021560669,111.883583069,111.763816833,111.745285034,111.677337646,112.425964355,111.466262817,111.783203125,111.939002991,111.33203125,111.408149719,111.941520691,111.133209229,111.290359497,111.853797913
796,102.49,94.4369888306,94.7173614502,93.6427459717,93.9089584351,94.3414306641,94.4709243774,94.0515441895,93.6940689087,94.237159729,94.1862945557,93.8142242432,94.0556945801,93.8474502563,93.8747329712,93.7773284912,94.4078292847,93.6769180298,93.4585113525,94.2674255371,93.7467575073
3635,88.22,92.9119720459,93.3251495361,93.1267089844,93.6104278564,93.0191040039,92.6791152954,92.8509674072,92.8607559204,92.8084411621,92.9112091064,92.7882919312,92.5108108521,92.4221801758,92.2873382568,92.4325561523,93.223487854,92.7452316284,92.2264862061,92.6508102417,92.3948059082
6214,92.18,93.3524398804,93.0874328613,93.2787246704,92.6270828247,93.1647033691,93.0049285889,92.9498825073,93.0446624756,93.2307281494,92.9358978271,93.1603088379,92.9291152954,93.5776901245,93.0614929199,93.0883483887,92.852722168,93.8985443115,92.8458404541,93.0525817871,93.0771789551
5742,100.74,93.9319000244,94.3259735107,93.7364654541,94.0027618408,94.4303283691,94.2924499512,94.9517211914,94.8312225342,94.6703109741,95.106552124,93.3331451416,94.0279998779,94.6728363037,94.1730804443,93.9417037964,94.6104125977,93.9726791382,94.0751113892,94.0779724121,94.7019424438
7497,91.17,92.7111282349,92.7929763794,92.8030395508,93.2274246216,92.7244873047,92.8510971069,92.850692749,92.868270874,92.8781890869,92.3497314453,92.8763809204,92.6886825562,92.8471221924,92.3823547363,91.9294128418,92.5196685791,92.1831054688,92.9255981445,92.5932006836,92.4399108887
2678,96.82,93.6457824707,93.7983398438,93.1804275513,93.618927002,93.4248809814,93.5761260986,93.9458007812,93.6645050049,93.60181427,93.7002716064,93.8861999512,93.8890380859,93.6195220947,93.8437652588,93.5743255615,93.7174072266,94.0348815918,93.8664627075,93.5672607422,93.8959655762
1992,137.44,111.707077026,112.438179016,112.373695374,112.418060303,112.54019928,112.044563293,112.525375366,112.689567566,113.187301636,113.544784546,112.839996338,112.962341309,112.532974243,112.620849609,112.110519409,112.443984985,112.282859802,113.281730652,111.862518311,112.737083435
6918,98.03,102.567428589,103.265579224,102.78968811,102.472305298,102.75617218,102.452903748,102.499710083,102.532463074,102.827049255,102.532806396,102.670120239,102.329185486,102.156814575,102.753799438,102.249275208,102.522109985,102.755493164,102.316772461,102.224693298,102.585670471
6299,114.8,92.9588623047,93.4086761475,93.1403579712,93.1385192871,93.1870269775,93.0822677612,93.5400466919,93.000869751,93.5532684326,93.54296875,93.1952133179,92.896774292,93.0341949463,93.8737030029,93.054649353,93.1494293213,93.2590332031,93.3930358887,93.3041763306,92.6679992676
849,108.19,111.483650208,111.738540649,112.026237488,111.831878662,111.576347351,112.064498901,111.773391724,111.882354736,111.759277344,111.547317505,112.134468079,111.725166321,111.948158264,111.822608948,111.642822266,112.067138672,111.676422119,111.914360046,111.84777832,112.009567261
5278,105.25,103.867858887,103.99760437,103.778427124,103.305389404,104.016731262,104.012962341,103.787658691,104.237609863,104.106765747,104.063568115,104.106651306,104.782142639,104.065391541,104.284317017,104.709747314,103.339645386,104.518615723,102.403762817,104.072364807,104.133399963
6518,100.22,104.507255554,104.136886597,104.248657227,104.154785156,103.976593018,104.222618103,103.704162598,104.155578613,103.917190552,103.679794312,103.541694641,103.82572937,103.305610657,103.878692627,103.901557922,103.215255737,103.754386902,102.797584534,103.060340881,103.73285675
6992,90.22,91.6964263916,91.2470169067,91.6269836426,91.5508575439,91.2692871094,91.526512146,91.3579864502,91.5350799561,91.0436401367,90.9571685791,90.9987945557,91.5171356201,91.6380004883,91.3111114502,90.9677047729,91.6852722168,91.3373565674,91.4571456909,90.8488464355,90.5279006958
7500,155.62,109.021774292,108.839859009,109.362503052,108.875900269,109.033744812,109.195419312,109.164077759,108.334350586,108.606964111,109.089065552,108.051513672,108.644355774,108.895568848,108.554870605,108.572868347,107.929267883,108.188446045,108.388961792,108.069900513,108.254745483
1356,87.07,93.860534668,94.3335113525,93.5905380249,93.2882995605,93.2895812988,93.8132171631,93.683883667,94.3316497803,94.0408782959,93.8235015869,94.5387878418,95.1654663086,94.029006958,93.6196975708,93.5345001221,95.1972885132,93.5676498413,94.3276062012,93.795715332,94.3316192627
3691,111.83,115.637619019,115.303237915,115.237487793,114.879150391,115.599472046,114.873725891,115.753982544,114.831611633,115.044380188,114.877578735,115.001815796,115.827781677,114.832809448,114.393753052,115.265579224,115.162666321,114.576141357,114.612060547,115.119178772,115.148757935
6719,110.46,110.987243652,110.880729675,110.761672974,110.514282227,110.295959473,110.373680115,111.184036255,110.603439331,110.765075684,110.867218018,110.333389282,110.172874451,110.695648193,110.623664856,110.3359375,109.820404053,109.652389526,110.300689697,110.195861816,110.634231567
6154,95.49,94.2212219238,94.1206207275,94.4206314087,94.5019683838,94.2719802856,94.3557281494,94.2599487305,94.6233444214,94.5796127319,94.640953064,94.0441589355,94.299911499,94.4702453613,94.095954895,94.1122283936,93.9048919678,94.1725158691,93.7462463379,93.7927246094,93.9165420532
2166,106.67,112.118339539,112.466827393,112.337860107,112.282676697,112.106826782,112.388809204,113.048454285,113.051864624,112.613372803,112.526176453,113.361923218,112.818626404,113.360427856,112.970527649,113.089790344,113.212409973,112.693649292,113.100471497,113.07334137,112.287857056
2528,87.05,94.5208282471,94.4258422852,94.3828735352,94.3520050049,94.2248687744,94.5264129639,94.2757873535,94.0352172852,94.2761688232,94.1720733643,93.3914489746,94.2880249023,94.146484375,93.6155853271,94.0884857178,93.9908370972,93.8684997559,93.8983383179,94.0989761353,93.8111114502
1312,89.83,93.6088867188,93.6900634766,93.5315246582,93.5334777832,93.2937011719,93.47605896,93.2702178955,93.2695770264,93.6858673096,93.2354354858,93.9605255127,92.4989471436,93.107131958,93.1494827271,92.4793014526,92.8519592285,93.4178314209,93.2216949463,92.9880828857,92.769241333
6776,106.5,110.954345703,110.110229492,110.524353027,111.00302124,110.531997681,110.418525696,110.315582275,110.470550537,110.670799255,110.164047241,109.739280701,109.877510071,109.750976562,110.259643555,109.997673035,110.271987915,110.091316223,109.813346863,109.938514709,110.695167542
7814,95.74,101.18107605,101.157531738,101.42288208,101.477462769,101.305801392,100.802185059,101.277496338,100.57069397,101.050071716,100.915023804,100.564071655,100.598526001,101.087913513,100.452720642,100.949546814,100.894088745,100.301239014,100.412139893,100.869056702,100.73248291
1139,104.52,102.174873352,102.258033752,102.42073822,101.687141418,101.418205261,102.518051147,101.753814697,102.269432068,100.353179932,102.21875,101.729354858,103.060958862,101.69708252,102.108650208,101.884338379,102.269264221,102.650794983,102.584037781,102.508712769,103.345657349
6423,100.44,101.999450684,102.930633545,102.069358826,102.781784058,103.306465149,103.249542236,100.5181427,103.376419067,103.214233398,102.938201904,102.853866577,103.084777832,103.752449036,102.850982666,103.119651794,102.77129364,103.593544006,103.406608582,101.896362305,103.039405823
6777,105.49,92.9492416382,92.5265808105,92.7837600708,93.0940704346,92.6159210205,92.8557891846,92.5686950684,92.2445907593,92.6519317627,92.4559326172,92.5005264282,92.4319992065,92.4591751099,92.522567749,92.7295532227,92.412612915,92.2665405273,92.4211120605,92.3453674316,92.4736404419
6959,75.19,77.3369369507,77.5901184082,78.0884552002,77.9932174683,77.8434143066,77.4112243652,77.4561157227,77.2559738159,77.7650375366,77.7595291138,77.3579330444,76.552192688,76.8290252686,77.5029067993,77.0734786987,77.2310562134,77.3508453369,77.6446990967,77.1780776978,77.1764526367
5722,122.66,112.484733582,113.359062195,112.269546509,112.688018799,113.27545166,113.457679749,112.932395935,113.006881714,113.474243164,112.569549561,112.522903442,114.866409302,112.314178467,113.76991272,112.87097168,113.114379883,111.638473511,113.45904541,113.674888611,112.265724182
375,94.02,93.8690414429,93.7605514526,93.8754043579,93.7142333984,93.5241241455,93.3007965088,92.8633041382,94.0950012207,93.3815307617,93.499130249,93.3181304932,93.5302352905,93.4174957275,93.1302337646,93.1322021484,93.9457015991,93.6616516113,93.1363220215,93.1298522949,93.7362823486
1240,108.41,112.306106567,112.285202026,112.050590515,111.79057312,112.160568237,112.390968323,112.389923096,112.025314331,112.097595215,112.449165344,112.509124756,112.039955139,112.307647705,112.514808655,112.167648315,112.566459656,111.73400116,112.602615356,111.972251892,112.025375366
8241,89.38,91.9680557251,91.8926544189,92.0178985596,92.3278808594,92.0047454834,91.928276062,92.1172180176,92.1509017944,92.0135803223,91.6071624756,91.4785919189,92.1304168701,92.2952423096,91.4665603638,91.8789825439,91.9542999268,92.6602478027,91.8959579468,91.9971389771,92.4678344727
423,102.6,93.242805481,93.2062911987,92.9797668457,93.3058166504,93.4283752441,92.9910736084,93.0771026611,92.5397109985,93.0737609863,92.8400115967,92.097442627,92.5389709473,92.4358291626,92.2330703735,92.696105957,91.69581604,92.5445861816,92.0040817261,91.7106170654,92.1902694702
3663,92.99,94.5254974365,94.3132400513,94.294418335,94.4454116821,94.5877380371,94.2272033691,94.1929626465,94.3546981812,94.5895080566,94.48777771,94.1580123901,94.0869369507,94.1630249023,93.8861999512,94.1787948608,94.0593338013,93.9396972656,93.9666900635,93.6339874268,93.9932861328
915,113.87,93.7504348755,93.0543670654,93.4979705811,93.4162445068,93.400062561,93.3664093018,93.0468597412,92.8685531616,93.4025726318,93.4552001953,93.2683792114,93.050567627,93.168586731,93.3971099854,93.3360137939,93.021987915,93.1853942871,93.1040344238,93.3114013672,93.0169830322
3434,109.55,112.082397461,111.902259827,112.146965027,112.140007019,112.238739014,112.120681763,111.456291199,111.877380371,111.635406494,111.895751953,111.753448486,112.492324829,112.485099792,112.257965088,111.885551453,111.753692627,112.151397705,112.082710266,112.299873352,111.70664978
165,114.76,93.5719604492,93.9602432251,94.0518722534,94.1162261963,93.9738388062,94.0894927979,93.5095443726,93.8043670654,93.775428772,93.5704956055,93.254196167,93.858581543,93.4294204712,93.8472442627,93.2793884277,93.0367431641,93.1987915039,93.3582077026,93.7488174438,93.1790008545
2419,90.49,95.1307830811,94.4029846191,94.762298584,94.4441375732,94.5922851562,95.0748443604,94.6224060059,94.8549194336,94.919921875,94.6312866211,94.8011627197,94.62915802,94.5757141113,94.761177063,94.1648330688,94.8522338867,94.4251174927,94.0883331299,94.441444397,94.1121520996
3792,100.35,103.711395264,103.02142334,103.384361267,103.878746033,103.502929688,103.222961426,102.868774414,103.569664001,103.057342529,103.143539429,103.737129211,102.271057129,104.534225464,103.366088867,103.806228638,102.374755859,102.815643311,102.635070801,103.654418945,102.598175049
5353,115.66,111.817886353,111.84072113,112.218276978,112.192718506,112.154846191,112.02722168,112.153678894,112.144012451,111.814079285,111.978889465,111.984916687,111.949996948,111.962844849,111.984237671,111.868537903,111.562255859,111.316444397,111.911842346,112.07384491,111.789894104
1929,89.97,92.9803771973,92.8899688721,92.9313049316,92.4656524658,93.1251220703,92.6646194458,92.7008972168,92.7198791504,92.9230499268,92.7585754395,92.525390625,92.3539352417,92.2957305908,92.6601409912,92.1022491455,92.7167205811,91.7829208374,91.559173584,91.9408416748,92.2510223389
7969,74.62,77.0962219238,77.0858764648,77.3216323853,77.1745605469,77.3945922852,77.2869567871,76.9818649292,77.2107543945,76.9913711548,77.069519043,76.6985168457,77.0075836182,76.8372116089,76.9967193604,76.9507217407,76.6717224121,76.9202270508,76.9391479492,76.9501113892,76.7793426514
7691,110.74,109.77368927,109.512336731,109.994049072,109.933624268,110.476913452,109.851516724,109.259040833,110.162475586,110.117248535,110.095970154,109.999969482,109.618438721,110.090652466,110.142333984,110.268722534,109.708023071,110.535400391,109.747657776,109.803703308,109.813285828
200,111.42,114.266403198,113.952056885,113.782028198,113.719329834,113.853630066,112.884353638,114.879150391,113.999481201,114.369514465,115.521820068,114.516212463,116.588737488,114.104293823,114.671539307,113.95199585,113.821136475,114.051437378,114.65196228,116.001373291,114.863639832
3049,90.82,93.2021713257,93.2879943848,93.4291687012,93.1228942871,92.986907959,93.1142120361,93.2006072998,93.2588577271,93.1305160522,93.2377624512,93.4172973633,93.1158905029,93.0561523438,93.4874267578,93.6382522583,93.0939941406,93.0823440552,93.2744750977,93.3366546631,93.5021820068
