keras_MAE2_relu0,keras_MAE2_relu1,keras_MAE2_relu2,keras_MAE2_relu3,keras_MAE2_relu4,keras_MAE2_relu5,keras_MAE2_relu6,keras_MAE2_relu7,keras_MAE2_relu8,keras_MAE2_relu9,keras_MAE2_relu10,keras_MAE2_relu11,keras_MAE2_relu12,keras_MAE2_relu13,keras_MAE2_relu14,keras_MAE2_relu15,keras_MAE2_relu16,keras_MAE2_relu17,keras_MAE2_relu18,keras_MAE2_relu19,keras_MAE2_relu20,keras_MAE2_relu21,keras_MAE2_relu22,keras_MAE2_relu23,keras_MAE2_relu24,keras_MAE2_relu25,keras_MAE2_relu26,keras_MAE2_relu27,keras_MAE2_relu28,keras_MAE2_relu29,ID,y
104.520324707,105.219825745,108.163894653,103.523277283,110.927886963,96.7995605469,96.0975189209,94.5381851196,101.28767395,99.6968154907,105.202545166,105.078826904,103.11390686,102.612487793,102.471343994,102.330886841,104.216529846,108.266670227,106.685173035,100.293159485,106.607772827,102.701171875,102.799301147,101.152854919,99.7430496216,98.0365600586,102.116386414,107.576271057,105.678657532,99.43309021,5324,106.98
90.8867874146,89.6524658203,88.3670349121,94.3066482544,91.7263336182,91.6934890747,91.5842208862,97.1296463013,90.6539993286,88.7746124268,91.9980316162,90.6371688843,91.8944091797,88.9995574951,91.8423995972,91.8750076294,91.3101654053,90.321144104,90.3455429077,92.5435638428,90.5199127197,90.9767456055,89.6548843384,90.175163269,88.1730270386,89.0699157715,93.7961654663,90.7434463501,91.5682525635,92.747467041,489,90.19
93.0545043945,91.1505432129,88.9726028442,93.3245697021,90.2312088013,91.4285049438,90.5058746338,95.6374130249,92.0735092163,89.5504837036,97.7260360718,89.6538772583,92.4535217285,92.1464691162,89.4511566162,93.5549850464,90.9634399414,93.7705307007,89.697265625,90.4651565552,93.3076095581,92.3953323364,91.3316802979,91.2844009399,91.3215789795,90.8361740112,91.9067230225,91.7772445679,95.3327484131,94.1483535767,4362,90.04
91.4793319702,90.4555892944,92.2009277344,90.76512146,87.3567962646,88.6418380737,84.4849853516,87.4244613647,89.6422958374,88.640335083,92.1115493774,89.5550460815,87.7414779663,89.8025054932,91.7298660278,90.0355072021,90.8658828735,88.4358291626,92.2274627686,90.9982833862,88.9053649902,90.205078125,92.9488449097,89.1647872925,92.4285583496,86.6198730469,90.6182556152,90.7471084595,88.6411972046,90.9246063232,6695,91.3
100.768043518,103.619247437,102.584960938,99.3389816284,96.6430587769,95.4314956665,98.1859283447,99.4000854492,102.414489746,98.0332870483,99.7217483521,100.892654419,100.710342407,98.9923477173,100.553108215,100.006530762,98.1361846924,103.799690247,102.264190674,102.717765808,100.433273315,102.469909668,97.5091094971,108.204162598,104.559822083,97.6805648804,101.01260376,101.412185669,99.412071228,105.121650696,8132,97.99
90.0393981934,90.1234893799,84.5226898193,91.1562728882,92.9556732178,91.5309143066,92.1908416748,88.2151794434,91.4802627563,93.3003387451,90.1422653198,90.5934524536,87.1771316528,89.0093841553,90.8623504639,89.8379745483,86.4764709473,90.3071212769,90.0725402832,87.7704620361,87.3879852295,90.6888122559,89.9392242432,91.6262512207,92.1072235107,90.203666687,91.4958114624,92.17918396,92.0539703369,94.2713241577,7098,90.85
77.1993179321,75.9805221558,75.288482666,77.0556945801,73.2957382202,76.4854431152,83.8840026855,74.1846313477,69.3632049561,78.2109298706,79.8965454102,79.2730026245,76.3007278442,78.9678344727,78.6794586182,73.9881896973,77.6026229858,77.982208252,76.9193115234,75.2113723755,76.5814361572,74.885559082,76.5912475586,83.2808761597,74.4312210083,75.5501022339,76.8430786133,79.4731903076,78.0904083252,74.1418228149,90,79.0
105.182907104,112.623062134,108.703582764,105.174301147,110.954330444,104.190086365,108.016349792,111.023017883,107.99067688,115.088890076,107.987609863,110.65322876,111.67124176,113.29599762,108.479522705,108.170539856,110.343193054,112.698867798,107.546134949,113.335609436,110.335357666,112.064117432,111.371170044,111.993041992,106.460586548,116.492500305,110.30872345,107.043457031,109.512641907,109.300926208,5405,108.36
91.5001754761,93.79296875,91.9551925659,90.597694397,89.4240951538,90.7224884033,85.0106124878,88.2189407349,91.9856185913,88.416847229,91.7169494629,90.3276443481,91.9785232544,92.4475708008,91.6801681519,89.4685211182,92.0129241943,91.6900100708,92.3881530762,89.7838592529,88.1728134155,88.8558959961,90.8180923462,89.68699646,93.5893630981,93.4721221924,90.869682312,92.9324264526,90.869934082,91.7435073853,1673,89.41
103.776435852,98.758972168,99.1145095825,105.377380371,104.207725525,98.9759292603,101.277267456,99.774772644,102.320526123,103.803459167,103.165618896,109.710388184,97.8913116455,108.301635742,102.908706665,101.442840576,97.8414459229,107.396530151,110.15776825,105.286216736,101.325889587,102.573722839,103.997566223,99.0388641357,104.366065979,108.027290344,101.737342834,107.99848175,104.736106873,102.18699646,2367,114.12
93.4067382812,92.5660018921,88.3645553589,96.4054107666,95.6085662842,93.6327590942,93.2225799561,95.6705474854,90.0835266113,94.4853515625,95.2210464478,89.9759902954,93.7523117065,93.8586425781,93.8599243164,92.7179641724,94.3454284668,91.7869033813,96.1257781982,91.5687484741,96.4983825684,91.0269012451,91.4051895142,93.4797439575,94.8549041748,91.3656997681,95.6562805176,91.9422302246,93.6133346558,92.8443222046,2522,92.8
98.0052337646,93.0702209473,101.03692627,96.5362625122,95.2924880981,100.378295898,91.2758407593,92.7100296021,94.1988372803,98.5485916138,93.2469863892,94.2193908691,89.836730957,98.7413406372,97.3933944702,98.6152114868,91.6854171753,95.3507003784,88.587059021,91.5055847168,93.9149856567,93.064201355,91.5483093262,92.8201217651,84.1796722412,92.6464767456,92.6067428589,91.6172027588,91.5266342163,102.246414185,4832,90.75
93.8665618896,90.7412414551,91.8748397827,89.5409164429,97.3546524048,87.854598999,90.4427947998,90.75340271,92.3690643311,91.0896148682,93.3513031006,91.8597564697,91.4961013794,95.0324325562,90.5966110229,91.7280044556,91.71849823,91.6317672729,91.1979370117,91.5459365845,92.1360321045,91.0898895264,91.3408508301,90.1548309326,90.006072998,89.0541534424,91.3770217896,92.9650115967,91.4663314819,93.297492981,4543,91.83
109.268180847,106.862464905,104.052192688,105.023971558,104.036422729,98.3043060303,102.784675598,107.249588013,102.360603333,105.229919434,104.755325317,109.328323364,102.152938843,106.575897217,104.90020752,103.977523804,102.649681091,110.315917969,113.163276672,103.09148407,105.168830872,109.990013123,104.536071777,104.394485474,104.371643066,111.469429016,103.848129272,109.550178528,105.305953979,108.727592468,6729,99.65
104.118637085,107.323829651,107.231658936,109.304794312,106.072715759,108.30607605,108.0522995,107.01436615,108.808204651,110.881599426,111.537330627,105.382865906,108.904045105,112.570259094,107.770301819,111.625648499,104.354103088,105.113922119,105.818084717,111.875282288,105.327377319,111.585800171,109.501358032,109.371841431,110.073898315,106.75566864,108.788261414,108.531440735,106.640701294,110.808792114,7302,131.67
103.023429871,101.18283844,102.78401947,102.739524841,108.852401733,103.794120789,97.4204101562,98.6807632446,97.1776809692,98.9263153076,102.229721069,97.8073348999,99.3064117432,100.340065002,102.598320007,102.53074646,94.5722351074,105.83114624,104.862457275,105.73260498,104.009674072,107.548339844,104.9116745,106.982933044,103.564216614,102.58216095,101.787796021,99.7073364258,101.281898499,102.172142029,1122,95.69
91.1999588013,90.7112045288,95.3933105469,92.556892395,86.636138916,90.9466781616,91.6100082397,90.1363067627,88.9800109863,91.1193008423,92.5820541382,89.7790985107,91.2313766479,93.6982650757,87.8013381958,90.2518844604,90.7614746094,91.514289856,92.5146713257,92.5032424927,91.8561706543,91.7493515015,89.2134094238,85.3776779175,91.8986358643,97.6110458374,89.493309021,91.2355880737,90.9791564941,91.0860366821,4397,88.91
106.873252869,111.049415588,111.255935669,110.913314819,108.97618103,111.002853394,111.548782349,110.052818298,112.371574402,110.9740448,104.914772034,112.27041626,107.969108582,110.894981384,115.631492615,114.676925659,110.920021057,108.334266663,110.80480957,106.560150146,110.636886597,107.359573364,111.209953308,112.673149109,111.687866211,111.43144989,115.985649109,109.595413208,110.571182251,111.812042236,4694,106.4
92.8028945923,91.2207717896,95.4914321899,94.1016082764,90.3146057129,88.4930953979,91.2857513428,89.4502105713,91.4473648071,91.9253921509,93.6383056641,91.1478805542,91.0241394043,89.3846206665,92.3285903931,87.4995269775,93.8354034424,92.3512115479,93.3542175293,88.4810638428,89.0937728882,89.1480178833,97.3464431763,91.3545150757,88.4633865356,93.0344772339,88.3679504395,92.362991333,93.2238922119,90.874961853,6542,91.85
91.9622421265,88.865272522,91.4086608887,89.9304580688,93.624168396,92.6261062622,88.9808654785,89.7355117798,89.4716033936,89.6109008789,85.9290618896,90.830368042,89.5425949097,87.8001098633,90.6118850708,90.4398574829,89.1355819702,91.0493927002,92.055480957,90.9314346313,91.2938537598,91.4713134766,88.8975219727,89.6392669678,87.1233901978,90.3984069824,90.1976318359,90.451133728,94.6203689575,92.5800552368,6814,89.34
101.049911499,102.071922302,111.112983704,110.178573608,102.004203796,98.114692688,96.7675628662,100.744232178,102.51789856,104.310966492,105.968307495,104.566055298,106.363677979,101.825149536,104.892990112,101.943702698,104.461456299,104.711235046,100.944168091,102.940193176,101.231521606,100.971450806,104.84526825,99.9821624756,100.331504822,101.970726013,102.761978149,102.643592834,99.2896881104,105.835693359,5573,100.02
109.02897644,106.570411682,110.183540344,106.036994934,113.059532166,103.312210083,107.625076294,104.93523407,109.303520203,110.127182007,111.787536621,108.896911621,105.551582336,103.394203186,103.793556213,109.047966003,110.864486694,105.735527039,105.580764771,108.376853943,106.154197693,110.180297852,111.020561218,113.004570007,105.865211487,112.147956848,109.431495667,106.4764328,105.222671509,108.50213623,7857,105.43
111.950172424,109.615074158,108.836143494,110.389968872,111.698928833,113.535995483,108.746482849,113.202507019,111.933265686,109.82559967,109.534759521,110.351493835,108.389335632,109.133491516,106.442062378,109.99987793,112.130577087,106.640235901,109.945739746,106.021858215,108.490814209,109.587860107,111.338096619,110.574043274,112.883811951,109.707725525,112.457221985,112.774459839,111.489051819,106.173500061,4124,109.29
106.894989014,112.012664795,108.952774048,106.242469788,107.835334778,114.394599915,108.862487793,105.912246704,107.434951782,111.031478882,110.036743164,112.053581238,113.650985718,113.118339539,111.502548218,108.212654114,112.672233582,114.647392273,107.154251099,107.151687622,107.046615601,112.934158325,112.64818573,109.2293396,110.198951721,116.104400635,108.50113678,109.254676819,110.036712646,113.376228333,1436,117.08
91.6846237183,90.9818725586,90.4509811401,95.0348968506,92.9074249268,92.6965942383,88.2109146118,91.640953064,91.5507354736,94.6861495972,92.0205993652,93.6230316162,89.5373306274,92.5306777954,91.571647644,91.9319381714,90.4332809448,91.9380111694,88.9408493042,91.774559021,89.6600418091,89.8526535034,90.5854721069,88.2786178589,89.7976913452,91.9211959839,89.3012084961,94.7607498169,90.979309082,89.0467529297,3003,92.21
91.6633529663,90.6398239136,93.5524673462,93.1457214355,92.3102722168,92.4663162231,92.1680374146,91.0565795898,91.200630188,90.4228439331,94.4184646606,89.7437210083,92.7084121704,89.885559082,89.4333724976,93.3716888428,89.6141967773,90.8859329224,84.7105026245,87.6241912842,91.9774932861,91.4748077393,90.6717605591,91.3159942627,90.5827560425,92.8710403442,90.8319473267,92.3865203857,91.1913375854,93.0419692993,1335,93.12
91.4752655029,90.3417282104,94.5812988281,92.7465896606,94.3477935791,92.2353134155,92.4818267822,96.2350082397,91.8299407959,92.2922897339,97.8034896851,89.208442688,100.034217834,90.8538818359,93.5455169678,89.5060119629,87.8693084717,93.2634887695,86.7255706787,92.2543640137,91.6898117065,90.9993667603,94.493057251,97.0812835693,91.4317245483,91.1984024048,90.7084274292,94.4295883179,92.9466247559,95.2071075439,2912,87.99
101.468719482,103.148956299,102.353683472,96.9037246704,108.311172485,98.4807815552,99.9046783447,103.96105957,102.135955811,95.3024902344,105.210746765,103.847717285,105.892677307,105.691329956,100.638908386,102.218063354,102.69480896,104.54598999,96.4412078857,102.003143311,103.691184998,108.683082581,106.532180786,92.9524688721,99.2925338745,104.26272583,100.443862915,105.067077637,104.487663269,104.984466553,4576,101.57
90.9417953491,92.0594482422,91.6975708008,91.3627853394,92.796005249,91.5747299194,92.1889953613,87.3613433838,91.3237457275,87.6402053833,90.5760726929,89.8373031616,89.489654541,89.6941680908,90.8664398193,91.5115203857,85.7981262207,87.1384963989,90.6890640259,91.4190597534,89.7714691162,92.0245437622,89.9532318115,91.029548645,93.0931167603,91.3268585205,91.4881668091,90.222076416,87.9908447266,88.2283554077,7453,94.41
105.431121826,111.848716736,111.507148743,110.348335266,125.226638794,110.347198486,110.377090454,106.877082825,110.020889282,101.454246521,105.543052673,108.31072998,108.90397644,109.516532898,107.967689514,105.145576477,108.767662048,109.671195984,113.452331543,108.24962616,106.901176453,114.24446106,110.439086914,109.198699951,105.031539917,110.883872986,105.256523132,112.1537323,108.241195679,111.78842926,2970,128.35
90.2823944092,92.8742980957,94.7142791748,91.4579162598,98.161239624,89.9804077148,91.5328521729,94.6201400757,96.1158752441,90.6060638428,90.9442825317,91.9610290527,92.027885437,92.4634552002,91.9735107422,88.2377853394,91.9088821411,89.5671386719,91.7965087891,89.7584915161,91.5270996094,87.9981231689,92.490486145,96.7783203125,94.1320571899,89.5873260498,90.0944671631,93.2506484985,90.0658874512,92.3232116699,5887,96.8
91.7579040527,90.5123748779,89.2494430542,89.8053970337,93.7655029297,93.1781463623,88.1301193237,88.1624679565,92.71900177,91.6770248413,91.4925918579,88.7978820801,89.3832473755,90.6715087891,90.5554275513,89.9063262939,90.5558776855,90.2340774536,93.0194854736,86.8965301514,88.9772872925,90.9846038818,87.9051895142,87.6240615845,92.7671051025,92.2249145508,95.118850708,91.5456008911,92.8907546997,95.3632125854,505,150.43
99.7488479614,94.8299102783,90.7524871826,92.4724578857,95.7415390015,91.1069030762,93.4755325317,93.0049133301,92.6321105957,96.0595016479,97.2057952881,92.394859314,91.903213501,94.1799468994,93.7403640747,91.8465957642,88.9921264648,92.2963943481,92.2137756348,90.65625,91.2426605225,91.282333374,92.5021743774,91.8903579712,94.7596664429,90.9794769287,90.2724304199,94.4827804565,94.8544082642,92.8915939331,4999,85.72
93.3983230591,90.7083969116,88.7651138306,92.6884460449,95.1427307129,92.8557815552,92.112739563,89.380065918,92.390045166,90.8934249878,93.8682785034,89.8168945312,94.1085586548,90.0795593262,92.4313659668,92.5516738892,93.9619140625,86.9185638428,92.0495071411,88.4218978882,93.1233291626,87.759765625,90.707649231,91.7201156616,95.2507705688,93.5190734863,94.383605957,91.113571167,92.2533416748,89.6550140381,1079,90.54
79.174697876,73.7019958496,75.2513809204,75.4482879639,84.7606506348,76.6025009155,83.0203552246,77.1987380981,79.4574813843,75.487663269,77.4080963135,80.3946990967,76.2157058716,78.05027771,75.5527038574,74.2264404297,79.5885925293,78.4216918945,73.3653564453,74.8036117554,75.2070159912,74.9535980225,80.3816452026,78.4433288574,74.1151809692,77.339050293,76.2966690063,79.4090194702,79.4852523804,78.5769119263,2931,76.96
89.1318435669,91.0020980835,92.3373565674,92.2980117798,95.2601699829,88.1521453857,88.9966964722,93.3776931763,88.2115325928,88.4346389771,93.3080062866,92.2063140869,94.2927856445,90.3928451538,90.9526138306,91.0767059326,91.1136474609,91.7663574219,91.1477584839,89.0418777466,92.2061691284,90.3473739624,90.5043182373,90.225944519,94.8153305054,86.4978027344,92.9285583496,92.4154891968,93.2919158936,92.8293075562,802,88.58
88.8243103027,94.7478408813,92.8420715332,95.1337356567,95.3087539673,94.3701400757,90.9348907471,90.7759094238,96.5312957764,91.4981536865,90.4600448608,93.9007797241,92.8497543335,91.9828872681,91.9439468384,88.6044235229,89.4624786377,90.0965042114,91.1708602905,93.5374755859,95.1393585205,92.6220474243,93.8756942749,88.1660385132,89.0766372681,93.6725997925,91.7135391235,89.7516326904,92.7277145386,91.9389801025,6384,91.79
112.659423828,114.602256775,113.329109192,110.636398315,115.891029358,110.091804504,106.417831421,111.595695496,111.757995605,107.170463562,113.261779785,104.872032166,113.644554138,113.328346252,108.031036377,114.099082947,112.633415222,111.908973694,112.460456848,110.92175293,110.512611389,113.143173218,113.915214539,115.098922729,111.709320068,113.967750549,116.195396423,112.701965332,107.703491211,110.811843872,3523,120.17
110.328208923,109.756904602,107.416305542,106.846183777,112.301269531,111.745315552,109.041236877,109.853271484,112.998153687,110.091339111,107.83416748,111.705581665,108.400482178,114.953742981,105.669555664,109.507492065,103.52558136,115.904174805,110.648071289,109.81111145,109.961303711,109.289634705,110.212715149,111.592147827,108.847625732,114.30884552,110.51210022,111.293815613,110.502128601,110.5572052,1908,108.49
105.741386414,112.882369995,115.021499634,108.419219971,109.781761169,110.557266235,110.830329895,109.568756104,113.516349792,115.145195007,116.10647583,112.073516846,110.794677734,109.111022949,107.469047546,111.695953369,110.688484192,114.47480011,112.817634583,111.777198792,110.656974792,111.939796448,111.558853149,111.086753845,109.929924011,114.42829895,114.373321533,112.025611877,112.300064087,112.334106445,5158,109.97
100.705703735,103.056037903,106.963508606,99.0706939697,105.839042664,102.198310852,104.142272949,95.2158050537,104.492218018,95.6979827881,101.473472595,96.4421844482,102.131233215,101.094993591,98.8601608276,99.2077178955,97.1618728638,104.180343628,97.1921539307,99.0187225342,104.570266724,101.773841858,103.092353821,101.271705627,102.680732727,102.221427917,103.48551178,99.3788986206,103.491920471,98.3856124878,3365,111.68
94.9350662231,103.3804245,94.9580459595,98.460975647,96.8903579712,101.948265076,96.4522018433,99.786277771,102.068481445,96.9315414429,99.6361160278,98.7207336426,102.304702759,96.3620071411,101.554626465,97.6969070435,99.6891174316,96.9858322144,98.3646469116,99.3658676147,98.6070098877,101.144622803,102.071540833,99.1900558472,101.909805298,102.589271545,99.3281784058,103.834075928,101.972564697,99.0414886475,7798,97.09
89.8954696655,89.0155639648,90.7264556885,92.7304153442,92.8886413574,90.8100891113,88.7884216309,89.770072937,88.3696975708,89.0756988525,93.3908157349,89.1137466431,91.0932312012,94.5709457397,91.6008300781,90.9739990234,90.4374923706,91.0396957397,89.765586853,91.8753738403,89.9082717896,93.5270843506,92.1317825317,91.2170944214,90.1060791016,86.1849746704,93.9786148071,92.0909576416,94.5900726318,90.2654876709,5892,90.38
75.8234558105,77.3899917603,74.9876708984,75.7056274414,73.3405151367,76.5071411133,76.3616104126,73.6113815308,69.9414901733,75.6379013062,77.3141326904,79.0751266479,77.1360092163,83.3968505859,72.6220779419,75.3741912842,76.0488891602,80.2801208496,73.3586349487,75.4732208252,76.0699768066,73.6791229248,80.1750030518,77.616897583,74.0026245117,74.6849365234,76.8132858276,77.9214248657,79.2699432373,78.9305953979,6539,74.27
104.119674683,112.300140381,106.377883911,106.037246704,111.651580811,106.294052124,111.388252258,105.172904968,118.646156311,108.232925415,108.576011658,108.333503723,108.882972717,107.947029114,106.575248718,108.119812012,110.917503357,108.974266052,110.63168335,111.773025513,107.746429443,109.230987549,109.536140442,110.890617371,107.006797791,115.9454422,112.881210327,107.22265625,106.131668091,112.875061035,7816,126.52
108.468452454,108.766174316,106.442344666,109.540725708,105.692840576,103.602218628,107.168609619,109.872299194,110.541412354,106.686042786,107.930648804,109.96975708,113.422714233,110.454078674,108.319946289,109.803253174,104.372825623,106.149398804,106.250915527,111.718544006,109.417137146,108.554634094,111.043144226,109.262153625,105.940238953,110.423736572,109.015861511,107.119247437,112.248275757,112.629699707,5979,139.16
103.178916931,102.417991638,102.828475952,101.53981781,98.10887146,94.759475708,97.874130249,101.796348572,102.641113281,97.0716018677,106.350326538,107.16443634,107.094947815,99.1271820068,103.65789032,103.05229187,104.623085022,104.640136719,101.453109741,103.983192444,104.339546204,106.280197144,104.254165649,107.879432678,99.918762207,102.47039032,102.376342773,99.0237731934,102.767082214,101.864891052,1516,101.7
96.0289001465,99.5590744019,91.3598556519,90.0984725952,89.2169494629,91.8511505127,93.8292312622,95.2997207642,94.6737442017,94.5623092651,92.618927002,91.4269714355,95.1607131958,91.9465713501,96.3066940308,90.1899032593,96.084274292,93.1932678223,94.0158462524,91.3889846802,94.9018783569,92.73046875,95.0463180542,92.0252838135,89.4525375366,91.9096679688,91.2398910522,96.2144775391,95.2301025391,98.1918029785,1631,87.47
104.070495605,106.851821899,113.067932129,111.24546814,106.663970947,107.249855042,103.757598877,106.020439148,103.613395691,113.182197571,112.30317688,113.576332092,113.672439575,112.826576233,110.048034668,113.03011322,105.766685486,111.34412384,102.185577393,111.167900085,107.311859131,110.067657471,111.685188293,108.838119507,104.136207581,115.581680298,103.786766052,107.463615417,107.42363739,108.646682739,7697,106.82
103.539466858,96.4456787109,101.606704712,103.490203857,105.720703125,105.278083801,102.474479675,110.471054077,101.812904358,103.40537262,103.76663208,101.014556885,100.747314453,95.7754364014,103.205703735,108.726837158,96.0683898926,105.820243835,104.033256531,98.7269821167,104.037750244,102.074081421,102.499343872,99.1519699097,104.318244934,103.9140625,100.249931335,106.277381897,100.084312439,106.592376709,8186,100.89
109.279243469,111.563201904,115.968437195,115.851417542,120.136428833,112.636489868,115.406700134,116.095947266,114.225997925,112.345153809,112.230834961,114.659469604,110.354522705,112.139572144,108.822952271,114.53288269,113.88104248,112.256309509,110.946884155,110.695884705,112.791938782,119.826469421,111.058059692,112.637039185,114.786827087,117.015960693,111.139167786,114.444862366,112.154167175,114.768760681,394,119.76
93.152633667,91.863494873,91.4211425781,94.4021682739,96.3655395508,90.4377288818,92.4181518555,87.9157180786,91.2365875244,92.4439620972,89.988067627,89.2752838135,94.1977005005,90.1493911743,91.2221450806,92.159866333,90.3518066406,92.4823303223,91.4214630127,92.2810134888,88.3668136597,92.2308883667,97.7989044189,93.0580444336,88.1265640259,93.7085113525,94.7811355591,95.9016571045,90.2796707153,91.4579925537,2336,93.65
86.9604873657,93.6309967041,93.8194503784,91.4263076782,91.5559844971,89.2990112305,91.992980957,93.9438552856,95.1683807373,88.2465667725,91.2048339844,92.8478240967,91.9539413452,97.9217758179,90.0696487427,90.2713775635,87.5476379395,91.3349685669,86.229927063,90.1144866943,90.0013275146,91.3893966675,89.6430740356,85.1893692017,92.6331558228,93.3548126221,91.0348892212,87.8844909668,86.5898666382,89.3655319214,8237,88.66
103.055328369,106.629058838,98.997795105,99.9315109253,104.349060059,100.583534241,100.299606323,104.174232483,98.2612762451,105.007263184,97.2781143188,99.5577926636,101.197486877,103.261489868,100.90561676,99.0920257568,101.744026184,104.544044495,104.209457397,100.486503601,104.024917603,99.7569122314,100.367324829,99.4546813965,98.2344207764,100.098762512,97.5919265747,109.316040039,101.371673584,102.148551941,2743,103.31
89.1293563843,89.7799835205,93.8130340576,89.6039352417,91.3579330444,91.4165344238,90.7161483765,87.231010437,90.5702896118,89.9660415649,89.5651702881,88.199005127,89.8227310181,88.7386016846,92.5584411621,87.4806213379,91.4098587036,90.5136032104,87.3512191772,89.5242919922,88.5349502563,90.5979385376,97.3050308228,90.361579895,87.3627700806,89.3479156494,91.5498352051,89.4408035278,92.2138671875,91.546043396,7409,94.68
106.177589417,106.906158447,106.22844696,112.068893433,106.301689148,108.07736969,109.248474121,111.569793701,111.117988586,110.208023071,110.102905273,111.106521606,108.328613281,109.57875061,105.888542175,112.264198303,109.232505798,111.210655212,105.449531555,104.235595703,107.198287964,109.947639465,111.095855713,112.843795776,112.181762695,112.095092773,110.220069885,110.621757507,106.955963135,113.473731995,1094,114.94
92.2893676758,89.7830352783,92.1699142456,89.7253265381,92.4330978394,87.7519836426,87.5592193604,91.2102737427,90.4562530518,89.6299438477,91.9194869995,89.3153305054,92.3768157959,89.9784240723,89.6599121094,90.1384353638,88.0972061157,89.5733032227,89.5308380127,91.755821228,91.3978347778,89.994430542,88.2164459229,90.3906402588,88.1624145508,90.4874267578,91.780921936,91.7911148071,89.6967926025,90.4695892334,5261,94.05
105.969032288,110.950271606,107.68913269,112.322998047,123.875564575,111.666488647,110.100837708,106.868186951,112.528083801,102.973999023,109.52268219,115.829116821,109.941390991,110.812202454,108.822792053,110.092697144,104.52394104,111.926216125,112.549865723,109.348487854,110.895225525,109.971893311,111.836380005,114.006660461,111.13885498,111.420669556,116.992431641,111.650001526,109.925750732,109.36239624,880,117.81
106.942649841,111.563476562,108.261726379,111.15599823,107.55291748,107.20904541,109.027854919,111.14365387,108.606933594,113.806106567,111.094078064,105.763572693,112.253120422,109.708518982,109.764228821,109.775100708,109.160049438,110.11101532,108.974853516,111.568473816,106.758422852,114.34752655,109.399253845,108.230918884,110.088951111,111.552177429,111.43359375,110.658546448,108.298713684,109.624069214,4657,109.72
91.4128952026,89.6436691284,92.0998382568,92.7571334839,94.3535385132,92.580657959,92.4101867676,88.7177658081,89.6809997559,90.3905792236,92.8816986084,91.3232116699,90.0798034668,89.9032669067,91.696395874,91.5598068237,89.37940979,91.1628112793,93.8695297241,92.3523864746,91.9926681519,91.8314819336,91.3944320679,90.2449035645,92.5982208252,90.8405914307,91.4643707275,88.3843688965,93.4859542847,95.1273269653,2948,96.87
93.4007492065,92.3007965088,91.6569900513,90.7210388184,94.0437164307,94.0942993164,88.7973709106,91.5634536743,91.4353103638,91.611579895,95.2708435059,89.6655349731,97.8838577271,93.5881958008,94.6780700684,91.2630157471,94.5218658447,96.1082458496,97.7397994995,91.2371749878,87.4501876831,90.7670974731,91.3072052002,94.1237869263,95.2372207642,92.4894561768,95.6182632446,93.3997344971,94.2425613403,94.2072219849,3392,100.5
94.0354232788,90.9975967407,88.3015365601,90.1100311279,93.3979949951,96.0418624878,93.3192214966,91.9529266357,93.2514648438,91.1551437378,96.1673965454,96.3237533569,93.7382965088,90.3171844482,91.0287322998,91.5508956909,93.066947937,90.182800293,98.1452941895,91.9161605835,92.7977142334,89.4215545654,91.0196609497,97.2402420044,88.4296722412,92.2472915649,90.6924438477,92.8880004883,92.2620620728,94.091796875,3921,95.34
100.45124054,105.756126404,101.519424438,104.239074707,109.132247925,99.6035842896,104.379631042,98.5561141968,100.746299744,103.551460266,103.491912842,105.302947998,104.192459106,105.292228699,102.031051636,102.215965271,100.436531067,99.1237335205,102.220565796,101.08808136,101.872375488,106.217285156,101.643470764,104.684806824,99.6165161133,107.680130005,99.7460632324,106.011405945,105.505088806,102.570365906,5501,98.42
87.2663497925,91.1231689453,97.0166854858,93.1808547974,91.8416213989,94.7429962158,94.8383026123,88.6614151001,91.3534545898,91.751083374,94.7966918945,91.642829895,95.1094665527,96.6825332642,96.064125061,92.3834762573,95.8733291626,93.7566757202,93.0948104858,95.110168457,95.680557251,92.8807983398,91.2015533447,98.9378128052,93.6094589233,94.3899993896,92.720413208,91.6990966797,91.2666015625,92.5072097778,2029,92.73
79.0722579956,77.8731994629,75.0784912109,69.1747970581,77.2241287231,76.3558578491,78.6439056396,82.3257980347,76.558052063,77.5768508911,79.8605651855,75.6553497314,75.9177322388,78.1124191284,69.572227478,76.1428146362,75.4326858521,76.7427978516,76.5740203857,74.7113952637,79.9919662476,75.2072219849,75.9224700928,79.3261184692,75.6654663086,77.5081100464,77.096824646,78.4405059814,79.2171707153,78.3218841553,732,73.34
90.0776367188,92.9508666992,87.6789016724,90.3073577881,91.4750671387,91.4794921875,86.3902282715,90.850944519,93.1900100708,89.6415863037,93.6081542969,88.817199707,91.4696273804,93.1370849609,91.6117401123,91.6564483643,92.4348678589,92.6963729858,91.943321228,90.1289291382,87.0984191895,90.2751693726,91.334236145,91.5791473389,89.9208526611,90.868057251,91.1196289062,94.0017700195,91.1563796997,93.6106643677,4592,88.4
91.3584747314,91.1265563965,95.6447143555,87.4066696167,95.5111236572,89.0838775635,88.7936553955,94.9908905029,90.9389038086,93.1470718384,91.8156356812,90.6419525146,96.290725708,93.9536056519,89.5958786011,95.6678466797,94.5401382446,90.8255081177,92.8520736694,91.7543869019,93.1534805298,91.9566421509,89.7728042603,92.9886703491,88.944480896,89.8105697632,91.0074157715,88.029510498,91.1589279175,91.8978652954,4205,89.61
