keras_MAE3_None_relu1,keras_MAE3_None_relu2,keras_MAE3_None_relu3,keras_MAE3_None_relu4,keras_MAE3_None_relu5,keras_MAE3_None_relu6,keras_MAE3_None_relu7,keras_MAE3_None_relu8,keras_MAE3_None_relu9,keras_MAE3_None_relu10,keras_MAE3_None_relu11,keras_MAE3_None_relu12,keras_MAE3_None_relu13,keras_MAE3_None_relu14,keras_MAE3_None_relu15,keras_MAE3_None_relu16,keras_MAE3_None_relu17,keras_MAE3_None_relu18,keras_MAE3_None_relu19,keras_MAE3_None_relu21,keras_MAE3_None_relu22,keras_MAE3_None_relu23,keras_MAE3_None_relu24,keras_MAE3_None_relu25,keras_MAE3_None_relu26,keras_MAE3_None_relu27,keras_MAE3_None_relu28,keras_MAE3_None_relu29,keras_MAE3_None_relu30,keras_MAE3_None_relu31,keras_MAE3_None_relu32,keras_MAE3_None_relu33,keras_MAE3_None_relu34,keras_MAE3_None_relu35,keras_MAE3_None_relu36,keras_MAE3_None_relu37,keras_MAE3_None_relu38,keras_MAE3_None_relu39,ID,y
90.3211517334,90.2408752441,92.9110565186,87.5643615723,90.1924819946,89.7856216431,92.6510543823,91.910949707,89.7890701294,93.7320404053,87.941368103,87.9362487793,91.4171600342,92.6692123413,91.32371521,88.7080078125,89.1192703247,89.3237838745,92.3857040405,90.3226394653,91.4892883301,93.537147522,88.8881912231,88.0071640015,88.0642929077,90.8866043091,90.507270813,90.0406799316,89.5912246704,87.4221801758,92.4598464966,91.8047409058,89.3198928833,91.54712677,89.4291610718,87.7439956665,93.9325790405,91.2092437744,325,94.92
100.730224609,101.368415833,104.204582214,100.815139771,98.359375,94.0414276123,102.737716675,102.803466797,104.216209412,104.116722107,105.374015808,103.856575012,99.312828064,99.5235137939,101.472015381,99.7433319092,104.498146057,100.50138092,100.995765686,104.327209473,104.574707031,100.650878906,100.157150269,100.658660889,104.439834595,102.534355164,100.339332581,101.482032776,103.300857544,101.944206238,106.377441406,104.349311829,102.258659363,103.253089905,100.613609314,101.583053589,103.383720398,104.687911987,326,106.44
110.186325073,108.598083496,109.186943054,112.21118927,110.188690186,109.800239563,110.897407532,103.921356201,106.777000427,109.365020752,106.269577026,110.965843201,110.034248352,112.723419189,110.359130859,111.764450073,108.843841553,107.613059998,105.662025452,113.320793152,108.821487427,110.958137512,108.559745789,109.685699463,107.848297119,106.182929993,106.153800964,110.568138123,110.713302612,106.925880432,113.39944458,115.265846252,110.414756775,111.272415161,108.498779297,108.179626465,119.134887695,108.961280823,328,108.87
91.6212463379,89.1236724854,93.6415863037,96.7862091064,90.3036880493,88.9098358154,89.5069198608,91.798210144,89.7411193848,88.5130767822,89.372428894,87.9105911255,88.1153945923,90.3478164673,89.88671875,90.1399307251,89.5790939331,89.4882049561,93.1860809326,88.8041610718,88.8235015869,88.8656997681,88.4246444702,85.9228591919,90.8118743896,92.758354187,91.4486465454,93.2872848511,88.9185333252,87.8309936523,94.2769775391,88.4675369263,90.5958709717,90.3843154907,89.7082138062,88.1071090698,86.2888336182,93.124786377,331,90.68
107.891471863,108.774085999,109.929260254,106.975006104,107.558677673,111.487792969,110.904937744,113.215049744,110.166229248,108.56476593,107.242637634,107.518455505,109.990600586,111.569114685,109.661979675,110.378936768,110.98866272,109.056640625,106.763175964,106.290908813,111.936485291,107.921943665,113.22102356,116.794265747,111.065574646,108.399108887,106.958602905,109.879722595,114.055641174,114.681251526,112.673728943,111.100883484,108.749053955,109.836738586,109.386909485,113.446060181,111.558761597,111.92339325,332,104.08
110.96169281,113.408294678,111.187644958,114.968818665,109.155532837,110.078575134,107.503974915,104.60508728,109.667167664,111.846603394,110.542236328,110.239364624,107.486976624,108.825325012,109.961395264,107.236236572,109.394088745,105.552780151,110.458786011,113.668334961,113.529258728,110.707321167,113.421150208,103.900718689,110.390556335,110.31463623,118.218650818,111.55065155,110.862884521,107.533798218,108.172569275,113.808692932,108.320045471,109.34046936,108.728721619,108.724990845,108.913856506,109.060409546,333,109.69
92.2775650024,89.9845275879,97.02368927,91.1708755493,92.4373626709,90.3320846558,95.0554351807,94.7155303955,98.9178695679,97.6395645142,92.5739364624,92.088760376,92.0637969971,92.0990066528,94.6755599976,91.7358779907,91.8087463379,94.8122253418,93.2333831787,95.1645889282,92.8043518066,93.2634658813,92.104095459,89.179069519,88.0748825073,91.9773483276,93.303314209,93.5412139893,91.4643478394,91.5731124878,91.8243408203,95.4843139648,91.6190872192,98.7167663574,93.537651062,90.4826812744,94.0508041382,91.9745101929,334,90.27
99.2200469971,101.23563385,102.4193573,104.053848267,99.9986419678,94.4852142334,101.160240173,103.158164978,101.108932495,103.319541931,103.535133362,99.9567871094,101.72996521,98.7900314331,97.5094909668,99.4985351562,100.933914185,99.3037796021,100.24533844,99.9860534668,103.780433655,101.165924072,102.661758423,98.051109314,101.804252625,100.137374878,101.824012756,100.903114319,104.223632812,102.195648193,103.710075378,104.128166199,101.960632324,98.8960876465,100.709693909,100.439888,98.8231124878,101.829238892,335,105.77
89.9116897583,96.9776916504,95.7516326904,90.72215271,92.5875854492,94.2894439697,92.9003677368,89.1341094971,91.6286621094,91.3107910156,91.1958618164,96.1919174194,92.9438934326,93.6744995117,92.9097290039,93.629776001,92.1602783203,92.3622970581,93.6725006104,94.8023452759,92.527130127,91.9261550903,94.8383636475,89.9644699097,89.1340103149,95.1191711426,93.6163864136,90.9977264404,95.9136276245,90.2098388672,96.5338973999,92.8310470581,94.355255127,93.9465332031,92.7975540161,91.1051712036,92.9703903198,96.2379608154,336,94.17
103.944038391,104.682914734,104.027877808,95.977394104,99.6197738647,100.183227539,101.114753723,102.948303223,101.977767944,101.946815491,101.627159119,101.123901367,104.234413147,103.996200562,98.7853012085,101.060325623,99.1524276733,100.235969543,94.7119216919,102.954124451,107.728569031,104.855705261,101.338783264,96.7685546875,101.299209595,100.891082764,100.896759033,101.412475586,103.006149292,100.617546082,101.885818481,105.155555725,101.262367249,98.7967453003,99.9476776123,107.202713013,104.92124176,109.856025696,341,97.33
89.2138977051,93.517539978,90.294593811,89.8793106079,94.3994903564,90.3648910522,91.0026626587,92.6862030029,91.5117950439,89.5123672485,92.4720993042,90.7302017212,93.1420669556,90.4446868896,91.1563720703,88.5207672119,92.0320739746,90.628616333,91.3447570801,89.1454696655,91.6856613159,92.5928115845,92.9832458496,91.5902633667,88.814201355,93.4826889038,88.6039352417,88.9669494629,95.9612808228,92.9176025391,95.9596328735,89.0649795532,91.3490524292,93.0329589844,89.8126144409,91.2472686768,95.7746734619,91.7417678833,342,90.33
108.239303589,107.71269989,110.857765198,112.125167847,111.635444641,110.259811401,103.732460022,106.424697876,110.474388123,107.056243896,111.333175659,112.938781738,113.56526947,109.207481384,112.741569519,109.169799805,110.695922852,109.427986145,108.16078186,113.731170654,109.002578735,113.000450134,113.703559875,104.803840637,110.851135254,110.66519165,106.211341858,110.187484741,108.47101593,107.464012146,112.797714233,114.380615234,109.454627991,111.612518311,107.668441772,111.715583801,118.880584717,109.917327881,344,105.87
89.9352874756,90.9502334595,96.1987609863,92.2506790161,94.602973938,93.7189865112,94.2132949829,93.4130706787,91.1434555054,95.2841644287,91.6095428467,94.8338165283,92.5477981567,99.035774231,93.4711761475,91.057144165,91.6409759521,93.7413330078,87.4170608521,93.3035202026,94.7961959839,95.0513000488,91.4902420044,91.1561279297,94.3852767944,92.0958633423,91.2702636719,89.6444702148,93.2728881836,93.1353149414,93.7128982544,94.3267288208,91.4825592041,92.391166687,89.6723403931,89.0657653809,94.6371383667,92.2361907959,348,98.25
109.81817627,107.617462158,113.212364197,108.860542297,108.734313965,113.555122375,112.392944336,110.567085266,114.240707397,110.43334198,108.271362305,108.466362,113.544258118,112.217201233,105.453330994,109.557502747,113.002578735,110.232688904,110.753135681,108.005775452,108.018463135,111.734703064,109.333084106,109.09261322,112.20110321,116.324203491,107.181098938,111.901954651,112.904441833,114.915924072,112.45539093,112.002952576,108.737556458,111.995506287,107.055740356,113.492523193,111.949562073,113.853317261,351,106.14
90.596206665,93.0170135498,96.1283340454,95.4058914185,94.1299133301,94.2134628296,95.3342895508,92.3425979614,91.6865234375,98.1233444214,92.976890564,95.3469314575,98.9244689941,95.5178451538,93.5512008667,93.4607315063,94.4502868652,91.3085861206,99.3722839355,96.7410202026,95.677696228,93.5363616943,95.5756530762,90.4920120239,93.3701095581,93.8500137329,94.2266845703,94.1178894043,96.8767623901,91.9070053101,92.0429840088,90.8161087036,94.5427322388,93.6506652832,92.4343948364,93.4635925293,97.1917266846,92.73097229,355,90.17
109.723083496,108.563232422,115.080215454,117.338813782,109.761634827,114.537582397,107.27230835,110.271850586,115.452484131,108.513458252,113.726394653,110.654876709,117.005371094,116.774993896,113.628509521,108.976135254,116.267967224,116.358337402,111.944030762,110.817848206,109.281211853,111.426200867,117.210594177,106.672401428,109.234634399,114.374488831,113.617027283,114.422195435,110.127838135,112.826721191,112.489524841,111.587944031,112.061180115,111.636230469,110.402450562,107.680603027,114.747215271,117.718574524,356,110.91
109.895233154,113.339309692,113.589866638,110.917724609,110.071578979,112.121330261,112.290710449,114.416358948,114.470314026,115.613761902,112.80380249,109.808082581,113.383010864,114.066970825,107.320274353,113.044876099,114.584197998,111.503540039,115.82207489,112.350524902,112.496650696,107.325553894,110.4556427,116.629211426,114.625152588,111.600799561,110.873146057,110.860900879,109.043174744,116.483009338,113.700714111,113.920021057,111.400886536,112.753471375,113.412796021,117.071754456,111.35382843,115.577964783,359,108.25
90.2861557007,94.249382019,87.5310287476,94.4763870239,94.6947860718,94.3260345459,90.6809005737,92.4218444824,88.8878326416,92.0348205566,88.5511779785,96.4041366577,94.682800293,87.8972473145,92.4999160767,95.7794113159,91.1528015137,88.8040847778,93.5915222168,89.6684646606,92.67943573,91.6885375977,92.8191604614,91.7727432251,91.6654663086,91.3239822388,92.8270721436,90.4465484619,90.3839263916,92.8927154541,92.7154388428,91.0185241699,90.0675582886,91.0398406982,93.3046646118,90.6678314209,94.5571670532,92.5045928955,360,98.16
115.183372498,109.229515076,111.227973938,114.577064514,109.791595459,113.737281799,111.285713196,109.309944153,114.570663452,109.388473511,114.156707764,110.085876465,114.0728302,115.909545898,108.502227783,108.690040588,110.979995728,112.173530579,111.084617615,111.061683655,108.99344635,111.677879333,110.362594604,111.000152588,115.203086853,113.200248718,113.546722412,112.036277771,114.38848114,112.492347717,111.873680115,108.001838684,107.578941345,110.445327759,110.300178528,110.870056152,114.42175293,115.446716309,361,113.17
86.9365234375,91.1149673462,91.7018661499,89.8623199463,89.7643356323,91.4349746704,91.0632171631,91.5029678345,88.9528274536,88.4601821899,91.4942855835,90.0407943726,89.7932662964,91.0629425049,90.8538818359,89.3685684204,89.3849105835,89.202545166,91.4119873047,89.1513671875,91.5240478516,89.4514846802,91.2907028198,90.6124725342,87.9711990356,91.7283706665,86.9798355103,88.4243011475,91.9924316406,90.4241409302,95.9226226807,91.9689407349,92.7492218018,90.734992981,88.6124572754,89.2857894897,91.0912780762,91.7647476196,363,90.03
107.385238647,106.248382568,102.609260559,108.941680908,99.655166626,104.831016541,102.8618927,99.3396606445,102.527030945,102.04322052,104.201805115,106.065696716,103.374305725,103.783203125,107.112365723,107.925498962,102.462158203,101.668960571,102.684173584,107.321662903,105.734077454,105.645370483,103.947525024,96.5884170532,104.414894104,99.8261871338,102.800567627,108.717353821,103.684539795,103.290565491,109.014854431,108.571243286,105.087760925,102.505760193,104.007209778,104.647964478,101.567504883,103.223358154,369,100.85
90.9480743408,91.2783813477,95.9759597778,95.129196167,91.2676010132,92.0270767212,94.8900527954,94.2472686768,92.2087478638,93.1842651367,89.6371383667,88.893157959,93.234161377,92.4071121216,90.617767334,88.7496490479,93.5420913696,91.3211746216,94.2677383423,96.9645996094,92.9494171143,94.9334793091,92.5747299194,90.2376785278,90.5473327637,92.7299346924,93.1574249268,93.7951049805,94.6974487305,90.9914627075,94.3815307617,91.9918746948,92.3208236694,93.6697387695,93.1604309082,88.4483337402,94.7368469238,91.0104217529,371,89.48
111.399185181,110.786354065,113.022506714,110.45160675,110.926826477,114.444038391,117.948684692,116.121200562,112.831169128,118.355201721,113.429069519,112.546531677,114.085922241,115.461044312,108.193740845,111.924385071,113.369338989,112.258293152,115.52645874,110.721931458,109.868545532,107.633659363,109.998641968,110.898880005,112.068748474,117.485092163,113.413330078,112.802330017,118.420448303,118.990943909,112.665809631,113.848556519,113.078941345,114.365715027,115.256584167,115.757202148,114.361076355,116.312744141,372,116.65
100.316261292,101.533950806,104.781959534,106.834022522,106.75151825,109.391021729,96.479095459,102.191413879,99.5100631714,100.279411316,101.709465027,106.657165527,99.6055603027,102.001724243,107.895317078,107.199333191,100.600563049,104.600608826,103.022155762,106.799720764,106.355186462,105.017929077,107.445960999,101.030326843,100.428741455,104.085075378,108.464035034,101.809616089,103.023338318,103.124191284,105.322486877,107.515571594,107.905731201,100.222511292,102.665252686,105.285125732,107.563087463,105.535552979,374,99.06
89.578704834,92.4545669556,94.9554367065,93.7607040405,91.401725769,91.23462677,94.6625213623,94.1982269287,92.1205673218,91.1878814697,89.337097168,88.3154296875,91.3645401001,93.2044143677,91.5210647583,88.2465438843,91.8037643433,90.4593811035,90.0857620239,97.3531723022,94.0904388428,93.7936325073,91.6487731934,92.3040924072,91.7453689575,93.0352630615,92.5223464966,93.2102432251,94.822303772,93.0180130005,93.0922851562,89.5651702881,92.2874679565,89.9605941772,93.6926651001,89.9451370239,93.4031219482,91.0252609253,375,94.02
111.650466919,111.261428833,114.008934021,113.397270203,111.087882996,107.079574585,119.144233704,118.811012268,112.938972473,116.025672913,112.044311523,112.339622498,113.3175354,115.346824646,108.203186035,110.247291565,117.342521667,115.179733276,112.402099609,118.574234009,113.00352478,109.037628174,112.484603882,119.850402832,113.298927307,116.317489624,110.761322021,112.105499268,112.82749176,111.284469604,116.37727356,110.811355591,111.737991333,114.319580078,110.969078064,116.431541443,114.499671936,117.680702209,376,110.55
90.171836853,95.1645584106,89.1959686279,93.7655105591,86.6846694946,92.0130615234,92.0367584229,90.7008514404,92.8425292969,89.5166702271,90.6145324707,94.4443740845,91.7935638428,92.9975128174,91.5447921753,95.2972183228,94.5769195557,90.7459259033,93.5526123047,91.770149231,92.322845459,89.9027175903,91.9714431763,87.6502609253,89.8957901001,91.8865661621,93.3989639282,89.6569747925,91.8244171143,91.6921691895,88.7201309204,93.6682815552,91.6311950684,90.6376342773,89.6600189209,89.1653366089,91.1485824585,89.4077148438,379,94.8
105.842834473,101.293792725,106.032058716,104.64276886,102.512695312,102.494026184,99.760559082,102.361328125,105.322967529,104.485534668,103.52481842,100.513412476,107.167778015,103.541885376,99.6081771851,99.46459198,103.982223511,104.277999878,99.4831390381,103.655227661,101.22441864,101.822853088,104.622802734,99.7915649414,102.279945374,105.690734863,100.675971985,104.283584595,102.859565735,102.325073242,109.879226685,100.763938904,99.379524231,100.937576294,101.930358887,100.789878845,102.983604431,107.807243347,380,105.47
89.4004669189,90.9440383911,95.0109634399,90.4764175415,90.5435333252,93.8464736938,95.5533447266,92.4786376953,99.2654876709,95.6656341553,95.5142288208,90.2638549805,95.1037750244,98.2594909668,91.7132873535,90.0056686401,92.4187088013,94.7307128906,94.1963348389,92.0710525513,92.3750457764,90.9450836182,94.5244903564,94.9248123169,93.9967727661,92.7560882568,89.5637512207,90.8824157715,93.9074707031,94.641456604,97.8354568481,91.6776199341,92.4647674561,92.0842514038,90.1834716797,92.3109664917,91.4793777466,93.615272522,381,91.5
93.238822937,93.8699798584,94.3137207031,92.0652008057,95.3403244019,93.0174102783,91.0371322632,91.9367294312,94.1068649292,94.1785202026,91.0586700439,99.6742095947,96.863494873,88.5632247925,93.4698104858,96.0215148926,95.4933929443,92.4250259399,97.0463027954,93.3795318604,95.1952896118,94.1681060791,95.4210510254,89.1949386597,90.5617828369,93.248046875,94.0304641724,90.7182159424,91.7332229614,93.6567001343,95.6676940918,98.5686645508,95.2160339355,91.2531890869,91.3010635376,92.8059234619,92.6220550537,96.6816711426,383,87.44
74.7421569824,73.6793136597,80.1910629272,78.4956283569,77.4812850952,74.2086410522,76.0852966309,76.2213516235,77.4352798462,75.6012420654,73.3034362793,78.2983856201,77.8179168701,79.6876525879,74.8587188721,77.4960021973,78.9256210327,74.1243896484,79.5245819092,75.1103134155,76.3324661255,74.6576919556,73.8155136108,72.7991409302,76.0680389404,76.4383773804,77.2450866699,76.3725814819,75.6761398315,74.9817886353,77.5620117188,77.5614089966,74.7945785522,75.1424942017,78.6909332275,75.8427505493,75.927116394,82.4013595581,385,79.09
86.3205566406,94.4804229736,88.3601226807,90.3190612793,93.1154785156,89.3707962036,90.8620605469,91.9176635742,89.1373748779,90.534828186,92.6593780518,88.6427230835,94.0184860229,89.6648406982,91.1387176514,89.7456970215,92.8109130859,90.0322647095,91.7526016235,89.7508621216,91.1376113892,88.6682815552,92.191947937,90.6855010986,89.216468811,92.2519683838,86.6252288818,91.5405502319,93.7715988159,91.8278503418,94.2792739868,88.9617462158,93.361869812,92.9606323242,88.9709243774,92.097114563,93.4714355469,93.18334198,386,89.67
107.747909546,106.827392578,109.721725464,110.98021698,111.492874146,109.985107422,100.917442322,106.765602112,110.438789368,105.952453613,113.820045471,111.528701782,113.032577515,108.904075623,112.008789062,108.902160645,111.993453979,108.636833191,106.687950134,111.026756287,109.529464722,110.373878479,111.494003296,103.389350891,108.248016357,111.402809143,105.291870117,108.109420776,108.267204285,109.100692749,110.266624451,115.057357788,105.153778076,107.78692627,107.086212158,110.397590637,117.014198303,108.94833374,387,121.15
90.7336502075,90.6616363525,92.234413147,94.8688735962,93.3473205566,90.6861953735,100.358634949,91.4660644531,92.6347885132,92.6116943359,92.7711791992,90.8074569702,93.1137390137,91.3624572754,91.6823730469,98.084526062,90.0160598755,90.3197631836,94.1765899658,91.8878173828,91.8763504028,87.578453064,90.2615585327,91.0095214844,88.8134841919,93.7958526611,93.2116394043,93.1964797974,90.4910125732,91.5863800049,94.0605926514,95.3214569092,90.1078262329,91.6645736694,90.7938613892,88.5036849976,88.8175201416,91.0680465698,388,97.81
97.7811660767,102.667861938,98.2484436035,98.9684906006,97.8122406006,101.683799744,102.155632019,102.834510803,104.723999023,102.367599487,103.37903595,99.474357605,108.512870789,101.920639038,98.8898925781,99.1467514038,101.769142151,98.1241836548,102.801307678,103.437812805,99.6946563721,100.382484436,101.331100464,100.927818298,100.43031311,99.1942825317,102.547729492,101.83808136,101.894485474,102.182785034,106.816192627,101.488471985,101.971038818,99.019241333,99.896156311,103.970123291,99.7691879272,99.6874313354,389,99.08
90.2247314453,91.8514175415,93.4038085938,93.6968460083,93.1454391479,93.0165557861,91.7904891968,91.0687179565,89.639755249,94.0269546509,91.5012207031,92.8369369507,95.3921356201,96.9510421753,92.3278121948,93.7623596191,94.164390564,91.6092224121,96.9337539673,92.1090774536,91.8479766846,89.8821563721,95.2674942017,89.977142334,88.3334121704,92.671081543,91.9560699463,92.3835296631,92.7340240479,90.1261062622,91.0464935303,89.9249191284,90.5354003906,93.0679016113,89.5254516602,92.5980987549,94.3162841797,92.0755310059,391,87.79
112.139678955,112.928031921,114.732269287,125.260665894,113.609710693,115.486610413,113.40650177,116.600509644,116.77066803,112.832351685,120.950592041,113.054611206,118.994384766,117.679191589,108.878013611,113.449546814,119.238838196,119.507522583,119.333854675,116.930351257,115.215286255,118.277442932,113.103675842,114.370391846,113.38343811,115.336418152,119.000747681,112.026924133,115.411460876,117.08405304,116.700004578,110.966453552,113.938072205,117.485466003,113.947189331,114.540588379,119.39276123,118.270385742,394,119.76
89.186340332,92.4811401367,95.5748901367,90.3079986572,93.2456741333,95.4621810913,96.0021514893,93.310005188,99.8419418335,92.2094802856,94.4065322876,92.5459899902,92.7887191772,94.4365997314,91.1574325562,92.584022522,92.7919998169,96.7315444946,94.6858901978,88.8716964722,95.0240707397,93.0210952759,95.093132019,95.1341400146,95.6804199219,91.3712615967,90.1560287476,92.3033752441,91.3865585327,92.7773666382,93.1036453247,91.4478683472,92.2259979248,91.2558059692,90.4231185913,90.9200820923,93.400718689,94.5820999146,397,90.01
107.283935547,106.757072449,102.363357544,108.990516663,100.397941589,104.804924011,103.023635864,99.5597457886,102.640541077,101.60697937,103.880310059,106.489303589,103.656730652,103.166473389,107.766273499,108.336257935,102.732711792,101.836624146,103.000305176,106.654457092,105.674438477,106.230422974,104.492050171,98.3158798218,104.726547241,99.7318878174,103.30291748,108.802131653,101.231971741,103.997291565,109.121353149,108.490737915,105.0390625,102.551925659,104.232650757,104.706001282,102.095909119,103.024612427,398,98.96
90.5983505249,89.6250839233,94.0725402832,94.3165664673,90.9605941772,93.2410125732,93.5790023804,94.6570587158,90.2476348877,94.1650848389,88.5931472778,87.9544830322,92.2469482422,91.7694396973,89.5418243408,89.7995376587,90.3062973022,89.1773757935,92.8371810913,93.2586669922,92.5038070679,90.8436431885,91.3560714722,89.5773773193,90.037071228,92.4031143188,91.730430603,92.2741851807,92.9191894531,87.982963562,95.9928894043,87.8601989746,89.6895141602,91.2898712158,92.1460266113,88.4768371582,89.8706970215,88.9254226685,400,90.54
110.148857117,108.561592102,110.073059082,109.539253235,106.283805847,109.921073914,109.369155884,110.463630676,109.163772583,107.323242188,112.019569397,109.221672058,112.254928589,110.995353699,104.894470215,109.337341309,110.797302246,109.335327148,109.994338989,104.129905701,112.324104309,105.34513092,115.764167786,113.722953796,109.134132385,109.867622375,108.499755859,109.241798401,108.020484924,115.500389099,110.786132812,111.991630554,106.836868286,109.778625488,107.320030212,111.397087097,107.707298279,113.876304626,401,108.28
87.7716751099,94.4094085693,90.2890548706,94.6842880249,91.0802841187,91.8111572266,89.8729553223,91.6081161499,92.0683746338,90.6382827759,90.3527832031,91.3870697021,93.130531311,95.5077209473,90.4766464233,93.184135437,92.3998336792,89.968132019,93.7671203613,89.7814865112,87.959815979,90.2099838257,91.8744659424,91.4581604004,88.183013916,92.0656509399,91.2487182617,91.1271057129,89.8676300049,90.3519744873,86.1825256348,88.9798660278,88.7933197021,91.9008636475,89.3155136108,90.7158203125,93.5727005005,89.0800628662,402,88.1
115.460380554,110.072738647,109.675056458,114.569625854,109.088996887,110.27696991,110.506362915,113.746681213,113.806983948,112.958404541,113.768867493,102.918251038,109.676048279,111.760177612,105.885910034,111.802062988,113.432273865,115.583358765,115.572036743,110.774909973,109.699981689,106.311210632,107.901046753,112.094146729,113.713668823,110.829711914,112.105041504,110.196762085,110.336730957,112.465744019,110.351554871,108.208686829,110.377632141,112.698768616,112.077949524,111.02028656,117.1876297,115.497871399,403,116.2
88.1104278564,91.3731536865,93.6192855835,90.5777359009,92.2104110718,94.0908889771,95.1580352783,91.641784668,93.4660339355,88.7965240479,93.8848419189,89.1829376221,93.9772109985,91.9949111938,91.3747329712,95.5587310791,91.0431518555,89.809715271,93.7339401245,90.1318817139,92.7643661499,92.6899795532,92.9460372925,91.518661499,94.1098709106,90.5900268555,85.9067459106,89.2492218018,93.8471221924,91.8989028931,96.9972229004,94.9357681274,92.3434524536,92.8363113403,89.6283721924,90.3201370239,91.1674346924,92.4155807495,404,90.88
89.4776535034,92.6996994019,96.6981887817,91.5780410767,92.6056289673,91.6998062134,91.9213790894,91.9635620117,92.2543182373,91.9629135132,91.2416305542,94.1540756226,94.3985061646,88.4884719849,94.8379745483,93.4284515381,90.6881484985,92.1967926025,96.6811828613,95.504737854,95.0006637573,91.8461761475,96.279800415,89.9481430054,90.1161727905,90.7910995483,94.2138824463,89.6179351807,89.5478973389,90.2378082275,94.1996154785,92.7439041138,89.2805175781,90.0208435059,89.3514404297,92.7139663696,95.0115890503,96.0321655273,405,87.65
91.7385864258,88.9556732178,94.4403533936,94.8074493408,91.4353485107,90.5099182129,93.6087036133,91.2096557617,91.2977218628,91.2596282959,88.4183197021,88.0154724121,92.4350509644,92.0274353027,92.1794433594,91.8563079834,89.7196350098,90.3007583618,91.1326065063,93.259979248,91.9125823975,90.700630188,90.9980392456,93.8492965698,92.0673751831,93.2797622681,91.5739364624,92.5843429565,91.1418762207,92.552406311,92.2707595825,91.7072296143,93.5920944214,92.6212387085,92.0303344727,88.5208892822,92.2393798828,95.5509872437,407,94.61
86.8962554932,92.115234375,88.9053878784,89.8980941772,91.0134277344,90.7197570801,90.5528411865,90.3663024902,91.1847000122,91.2031784058,90.4695358276,89.0560760498,92.1159591675,92.1910934448,90.7796936035,90.4788894653,90.60987854,89.3963317871,90.0515899658,91.8288726807,90.9041137695,88.7395553589,92.0326156616,90.8012084961,90.9610137939,91.694984436,87.6956329346,89.9561767578,92.7593841553,93.1449661255,94.2549438477,88.0919570923,90.6643753052,92.0429229736,90.9568481445,88.863067627,93.6982498169,92.1907196045,411,96.16
108.358268738,107.917869568,112.153541565,115.343009949,113.66558075,111.420448303,105.603996277,110.146286011,110.411758423,110.825080872,113.721717834,110.176338196,111.481010437,113.336151123,112.119094849,115.281356812,107.658874512,109.398277283,106.331741333,111.126838684,111.192314148,114.753265381,114.009010315,108.084159851,105.065353394,110.099830627,114.904998779,112.268188477,111.569122314,109.601921082,113.450675964,114.27835083,113.336128235,112.763557434,108.42011261,108.972503662,118.239372253,112.43081665,414,117.03
91.5652618408,89.6405639648,95.5665054321,96.7565460205,91.1884307861,96.155960083,90.163734436,93.4998931885,91.0143432617,91.4718856812,92.2860565186,92.1986541748,90.0479660034,90.9797210693,92.1652832031,91.4148254395,93.8788757324,92.9365768433,89.3341140747,89.2574157715,94.3368911743,90.794883728,89.9516296387,93.6968612671,91.8170623779,92.3954162598,93.423576355,98.9467391968,93.7810897827,92.4331207275,94.9643249512,91.5081100464,89.6385116577,92.58934021,90.9091110229,88.7998886108,88.2158737183,92.9582214355,415,91.23
110.457542419,109.700325012,112.753288269,107.221549988,108.328651428,109.421485901,110.165489197,110.782012939,111.177131653,109.645027161,112.436195374,109.443756104,113.50743103,112.469154358,105.550392151,109.861000061,111.738426208,108.347923279,110.667747498,106.917503357,112.250198364,109.262809753,116.568252563,116.067527771,110.277709961,111.899909973,108.211967468,110.983901978,109.312995911,115.201087952,112.671142578,112.138175964,108.189964294,111.119789124,109.200576782,110.908958435,109.899620056,114.753547668,416,136.41
93.0555953979,90.7506408691,94.6237487793,90.771812439,95.5790710449,95.0202941895,91.2254867554,96.8149185181,94.3928375244,94.7702331543,91.3891372681,99.6225585938,96.2691268921,88.1890563965,93.5899505615,96.1894454956,94.6592712402,92.0168762207,99.0219726562,94.6628799438,92.4710083008,93.403137207,95.1139297485,88.4459762573,90.3565826416,92.4004974365,93.904838562,91.4297866821,91.9876937866,95.4750289917,95.684211731,100.527900696,96.0113830566,91.0849761963,92.0459365845,91.9391174316,94.3996276855,97.324546814,417,91.02
106.976196289,102.124229431,102.076904297,105.363311768,102.11806488,104.888519287,103.620315552,100.850624084,100.672523499,101.59866333,98.8469543457,100.341110229,102.563865662,100.055503845,97.2209320068,100.383979797,95.6533813477,104.062301636,103.741798401,98.3993759155,102.065177917,97.2372512817,100.906036377,97.5214614868,101.07913208,102.875167847,101.770179749,104.016624451,98.5391311646,100.549278259,102.912643433,100.242523193,100.908729553,99.5029754639,98.9440917969,103.164520264,100.997161865,104.742866516,418,102.89
110.757705688,114.829315186,114.781684875,112.746612549,109.179634094,113.418136597,112.440475464,112.275062561,117.11240387,115.291595459,112.038238525,110.923995972,114.010070801,115.056350708,107.372032166,112.484191895,113.118278503,110.433616638,112.82358551,111.733924866,109.336380005,106.984336853,110.903465271,111.81728363,114.022171021,119.136680603,110.954956055,112.881454468,111.015182495,119.025871277,116.130744934,114.89932251,112.349235535,113.422088623,111.993896484,119.519447327,112.524650574,114.475532532,422,110.53
