predM0,predM1,predM2,predM3,predM4,predM5,predM6,predM7,predM8,predM9,ID,y
92.3595504761,91.8369216919,91.2224807739,93.6637573242,92.4467086792,92.2818984985,91.8053512573,91.9109344482,91.5404891968,91.1844711304,5311,84.53
91.5172271729,92.1654510498,91.6046066284,91.971496582,93.3831939697,92.0587615967,92.0192642212,91.1804885864,91.9331970215,93.10962677,7435,84.8
91.9380874634,91.9650421143,91.6050033569,91.9399642944,90.6237792969,91.8769073486,91.8044433594,91.5888519287,91.8330841064,91.3770675659,5487,88.82
91.2373275757,91.7005691528,90.9811325073,91.9359588623,91.8972702026,92.062286377,91.9305267334,91.2012634277,91.9282684326,91.5289382935,7952,115.15
109.853347778,110.242027283,110.036567688,110.738716125,110.986785889,110.295600891,110.451293945,110.473472595,109.782615662,110.65713501,1278,107.94
91.7867965698,91.7128067017,91.8288574219,92.0883255005,91.3238296509,92.4547119141,91.935585022,91.9135284424,91.8332901001,91.2189712524,3215,91.01
91.1806869507,91.8369445801,94.2569885254,91.8606338501,92.7153167725,92.3173522949,92.0231628418,91.8250656128,91.9270782471,93.2947235107,1525,101.49
92.0239028931,92.1930999756,91.8232498169,92.0864028931,91.3963012695,91.1376419067,91.8040084839,91.4420776367,91.0543823242,91.3791656494,6552,108.94
91.3775558472,91.3503646851,91.6070861816,92.0845413208,92.6831893921,91.1373138428,91.9383392334,91.1789016724,91.9124145508,91.5317459106,4205,89.61
77.3515701294,77.7046890259,77.07787323,77.7018661499,77.1957550049,77.1905670166,77.5703735352,76.1440734863,75.3402633667,77.4200210571,1843,78.47
92.3665084839,91.3502426147,91.8252487183,92.0876846313,91.9998474121,90.824546814,91.8083190918,91.5443572998,91.4041595459,91.4522247314,5247,91.91
101.598648071,103.02381897,103.32976532,101.444503784,103.001174927,101.724479675,101.857383728,100.689689636,103.378845215,101.36605835,3998,100.11
110.678871155,109.838882446,110.126205444,110.738708496,110.25692749,110.89642334,110.616256714,110.652198792,110.11051178,110.884048462,1229,112.71
91.5533905029,91.361907959,91.213432312,91.2800292969,90.04271698,91.9920578003,92.0193634033,91.1795654297,91.9329299927,91.5314559937,3748,90.83
91.2377853394,92.2007141113,91.6065597534,92.0874404907,91.999671936,92.4576797485,92.0258712769,91.1803283691,91.9346008301,91.2126617432,3370,95.59
109.774581909,110.904342651,110.03666687,110.695579529,110.17830658,110.89540863,110.687667847,110.550239563,109.96320343,110.474311829,328,108.87
109.853561401,110.905044556,110.036491394,109.931053162,110.256759644,110.319519043,110.451225281,111.004936218,110.109107971,110.476364136,803,111.92
109.853012085,109.945854187,110.123931885,110.303489685,110.256233215,110.318763733,110.616142273,110.52318573,109.779724121,110.883857727,4294,109.4
101.07244873,101.376152039,100.980690002,100.370254517,101.412353516,100.694046021,100.238838196,101.158042908,103.337776184,100.892837524,3552,108.26
91.0428543091,91.8362503052,91.828742981,91.2369003296,92.8874053955,91.868019104,91.8082504272,91.1769714355,91.5422286987,94.0040054321,4699,92.83
91.5616989136,91.3693313599,91.8205413818,92.0870895386,91.2491378784,91.3405380249,91.8070220947,91.9011230469,91.9281997681,91.1981124878,1295,89.89
91.2343673706,91.3665466309,91.8840255737,91.9357757568,91.2391891479,92.0671234131,91.8022384644,91.1946029663,91.5385742188,92.0894470215,6797,85.44
110.323974609,110.242042542,110.319801331,110.303207397,110.178443909,110.319419861,110.074249268,110.653053284,109.782501221,110.883308411,6895,109.31
91.559967041,91.3485565186,91.6030349731,92.0861206055,91.8896026611,91.1368331909,91.8053436279,91.2949981689,91.9328689575,91.5411834717,2511,152.32
110.775993347,110.751289368,110.503837585,110.693763733,109.718681335,110.89516449,110.074287415,109.906181335,109.781906128,110.174308777,1817,108.65
91.2453308105,91.3502807617,91.2387542725,91.880645752,91.4400100708,92.0702285767,92.0232467651,91.2950668335,91.833366394,91.3890609741,3053,86.72
110.325302124,109.839691162,110.534484863,110.303268433,110.990921021,110.896324158,110.045753479,110.46648407,110.289871216,110.131568909,7908,110.74
91.3775482178,92.1947250366,91.8862991333,91.9394073486,92.9447479248,91.8759078979,91.9337234497,92.5775146484,91.9280090332,91.3952331543,5017,88.0
92.608215332,92.1958465576,91.8320922852,91.9312133789,95.6483535767,91.3407745361,92.2404556274,91.913772583,98.6961135864,95.2099990845,923,103.54
91.3773956299,91.8369827271,92.0338058472,91.3373031616,91.4122238159,92.9902572632,91.1427154541,91.2979812622,91.9306640625,91.6015090942,7073,92.19
103.495620728,103.467803955,101.070495605,101.129898071,102.997459412,103.214447021,100.592216492,101.15952301,103.590057373,100.661422729,4244,106.37
92.2803268433,91.3656616211,91.8290557861,91.8937225342,91.9988937378,92.4566040039,91.9327468872,91.1910858154,91.833404541,93.3177108765,6659,89.54
109.853111267,109.945846558,110.662910461,110.204277039,109.835906982,110.295555115,110.688285828,110.551719666,110.296974182,110.883880615,3367,107.54
91.5614929199,91.836730957,91.8287963867,91.1106872559,91.9183044434,92.0581130981,91.806892395,93.3925552368,91.8332214355,91.5712051392,3850,97.77
109.853683472,109.933052063,110.534973145,110.20450592,110.256919861,110.705963135,110.074195862,110.653038025,109.961914062,110.647262573,7980,142.46
91.5606079102,91.5468063354,91.8871841431,91.0345306396,91.6681213379,91.2303314209,92.0152511597,91.1950683594,90.163269043,91.2985839844,5585,90.14
101.076171875,100.690826416,100.161117554,98.71434021,101.414222717,101.794464111,100.780250549,99.8461761475,98.9567260742,101.33278656,6090,96.92
91.1102523804,91.7108154297,91.4425582886,91.8492889404,91.9169158936,91.5384216309,91.9361953735,92.4018859863,91.9221038818,91.3857421875,6532,88.1
110.679664612,110.904541016,110.535736084,110.303665161,110.178817749,110.134353638,110.072509766,110.473258972,109.960952759,110.863708496,7612,108.41
92.3335647583,91.3502197266,91.828994751,91.0319366455,91.9203109741,91.3389816284,91.8070526123,91.295463562,91.8333740234,91.2134475708,8403,85.71
110.773139954,109.945793152,110.662849426,110.69682312,110.256362915,110.711257935,110.686767578,110.653091431,111.079536438,110.472839355,2619,107.47
91.3777542114,91.8367767334,91.8836135864,91.4528579712,91.9988708496,91.8765716553,91.8079299927,91.9131317139,91.8334732056,93.2562255859,6477,87.51
110.326980591,109.839706421,110.66204834,110.303382874,109.718589783,110.895889282,110.687828064,110.061042786,110.298835754,110.883605957,5664,112.8
91.2389373779,91.8317718506,90.9817199707,91.7202987671,91.6383514404,91.9251861572,91.8044891357,91.2874145508,91.9281921387,91.529800415,6151,86.81
91.3735275269,91.70262146,91.5998153687,91.7824172974,91.9988555908,92.4118423462,91.9351348877,91.5897903442,91.9334869385,91.6024093628,7318,89.12
91.3776168823,91.7120742798,91.8871612549,92.0873413086,92.037071228,91.8767776489,91.8078536987,91.1922683716,91.8317871094,91.4640731812,1048,94.44
110.327774048,109.945495605,110.502700806,110.204521179,109.83505249,110.711853027,110.072822571,110.473472595,110.298866272,110.476646423,1460,118.27
92.3538742065,91.3663101196,95.3817443848,91.940032959,91.9990844727,91.1378707886,90.6403961182,91.1798629761,91.5422058105,91.3893203735,7320,93.39
92.3488235474,91.861618042,91.8893356323,91.5398101807,91.8832550049,91.8763885498,90.7371063232,91.1805877686,91.540222168,91.5328292847,1224,91.82
100.596366882,100.681945801,101.070396423,99.8701019287,100.216552734,100.682250977,100.631752014,101.157913208,100.454246521,101.178863525,3354,111.44
92.2710800171,91.8368530273,91.6058654785,92.0897064209,91.9990234375,92.0553207397,90.6414642334,91.1945800781,91.5414581299,91.9545211792,5187,91.99
103.076644897,100.852760315,101.116989136,101.571456909,102.998062134,101.791030884,101.355819702,100.432037354,103.244010925,101.317260742,7591,114.44
91.2369232178,91.349395752,91.2163543701,92.0810089111,91.6476516724,91.1384963989,91.0799179077,91.5891494751,91.5371017456,91.3757400513,1921,88.71
91.5519714355,91.3501358032,91.8267211914,91.9401626587,91.2397460938,91.3398590088,91.8073425293,91.1918411255,91.833190918,91.5303649902,4295,91.41
91.0472259521,91.8377380371,91.6121826172,92.0868148804,92.7411346436,92.4589157104,91.9363327026,91.2958908081,91.8349609375,91.6025695801,7158,94.59
92.3663864136,92.1692962646,92.2321014404,92.0854492188,91.91796875,91.1403427124,91.9367980957,91.8213119507,91.9081802368,91.1702270508,6999,90.94
92.2858810425,91.3656005859,91.8858795166,92.0818939209,91.997718811,91.9670333862,90.6271972656,91.5915679932,91.9237213135,90.6340179443,3207,92.53
92.3615112305,91.3654708862,90.9830169678,91.8514785767,91.9987716675,91.6141052246,92.0218505859,91.1786804199,91.9349746704,91.3774185181,2948,96.87
90.9629592896,91.3475723267,91.2072677612,91.2339782715,91.8070907593,91.3399200439,90.6398696899,91.9084014893,91.8328018188,91.5303039551,8098,89.06
91.3777542114,91.7503509521,91.5938186646,91.9396972656,91.6717910767,92.0653762817,91.9347763062,91.5990142822,91.9287414551,96.0212402344,1630,94.67
91.5628967285,91.8372344971,91.8289794922,92.0866012573,91.916809082,92.0708999634,91.0849533081,91.1953125,91.9288787842,91.2434463501,3480,88.27
92.9021072388,92.1434783936,91.8290100098,91.4057388306,91.6717834473,91.1407318115,91.103553772,91.2287216187,91.5420379639,93.3102111816,764,87.51
110.775238037,110.750610352,110.036361694,110.731887817,109.718719482,110.134056091,110.688186646,111.015731812,110.299201965,110.883857727,6969,114.23
92.3590621948,91.7109909058,91.8290481567,94.3078231812,91.6717300415,92.4585494995,91.9353485107,91.2934951782,91.8333816528,91.5319442749,2924,93.03
90.9738845825,92.2101593018,90.9802932739,91.6644821167,92.4165039062,92.4514923096,91.0831375122,91.9122238159,91.9285583496,91.2144851685,1239,90.05
110.775009155,109.835029602,110.662406921,110.303436279,110.982345581,110.134262085,110.615997314,110.653091431,109.961990356,110.474494934,107,139.2
109.774200439,110.90650177,110.12538147,110.696739197,110.178894043,110.896476746,110.451431274,110.067497253,111.016166687,110.477027893,7841,121.22
91.3776702881,91.3503341675,91.8286895752,91.9397583008,92.5670089722,91.8754348755,91.090637207,91.1802902222,91.5415344238,91.3828735352,2197,112.51
109.853736877,110.906013489,110.319618225,110.204437256,110.957641602,110.134239197,110.683135986,110.084732056,109.961647034,110.862762451,6480,114.33
103.141998291,101.449310303,101.114837646,101.446342468,102.996704102,101.800666809,99.1986160278,100.932060242,100.985061646,101.239143372,5657,99.55
90.990814209,91.837387085,90.9844665527,91.448059082,91.2439880371,93.3898086548,92.0219802856,91.3202972412,91.5395812988,91.5723724365,3080,89.97
109.853935242,110.241928101,110.66204834,110.303672791,110.989562988,110.895896912,110.152587891,110.653053284,111.060188293,110.475921631,6974,113.77
90.9672546387,91.8339538574,91.8877716064,91.9398193359,92.1915054321,91.3393707275,92.0110321045,91.2914199829,91.9285430908,91.3860015869,5263,128.37
91.3781356812,92.1956100464,91.6041946411,91.9410476685,91.9992980957,91.1585540771,92.0218582153,91.5967559814,91.9361877441,91.700088501,4704,90.14
109.852745056,109.839683533,110.319885254,110.696868896,109.718391418,110.895774841,110.687477112,110.548980713,109.782997131,110.655326843,7502,108.16
92.3627090454,91.7091140747,91.6070861816,92.0878601074,91.6628723145,92.4446716309,92.0152664185,91.2133178711,91.5405654907,91.179649353,4000,93.55
110.776016235,110.242034912,110.319488525,110.205352783,110.993431091,110.319572449,110.614227295,110.538619995,111.085800171,110.476341248,6571,106.88
92.3681259155,91.7117538452,91.60496521,91.2687606812,91.2414245605,91.8771514893,91.9312057495,91.2949829102,91.9287261963,91.3811416626,5702,88.03
110.774971008,109.835327148,110.036598206,110.737258911,110.376945496,110.31854248,110.451377869,110.548408508,110.111106873,110.864303589,1640,113.41
91.5574645996,91.3779754639,91.8827209473,91.936416626,91.8760986328,92.3390197754,91.8006973267,91.5890960693,91.9281463623,91.601272583,7103,87.4
101.123039246,103.057151794,103.453033447,103.108848572,102.651931763,100.688476562,100.592102051,100.752159119,103.178894043,100.660949707,8324,99.52
109.774345398,110.90398407,110.535736084,110.203948975,110.971458435,110.296012878,110.45085144,110.652359009,109.782615662,110.476745605,4481,154.16
91.3780136108,91.7111129761,91.2312088013,92.0974273682,91.9139404297,91.8762588501,90.6399841309,91.3638916016,90.6400680542,91.3770370483,6560,88.05
91.5631942749,92.1956481934,91.4477767944,91.3046646118,91.9130935669,91.8767623901,91.9245986938,91.1801681519,91.9292449951,91.6382217407,383,87.44
91.378036499,92.1966323853,91.8286972046,91.9402236938,91.9985733032,92.0565643311,91.9346389771,91.2931747437,91.8334274292,91.2132492065,8385,91.13
92.3672561646,92.1952667236,91.8834609985,92.0870819092,91.2714385986,91.1380691528,91.2389068604,91.2263870239,90.4535293579,91.1861495972,25,91.91
110.678741455,110.241981506,110.126693726,109.931114197,109.718719482,110.896392822,110.688079834,110.653495789,109.962600708,110.476860046,5282,103.2
91.378074646,91.7112503052,91.0086212158,91.9404373169,91.6688079834,91.8769226074,92.021156311,91.1894836426,91.9265441895,91.4097900391,4261,96.93
101.093208313,100.876098633,105.184448242,101.600860596,101.418106079,101.786354065,104.954795837,100.980979919,103.398658752,104.183639526,2429,110.21
91.0362091064,91.3504562378,91.5393066406,91.847328186,92.7345962524,91.8746795654,92.0229492188,91.2996826172,91.5426940918,91.6018981934,1684,109.58
90.9958572388,92.1155853271,91.6056365967,94.3023834229,91.9990234375,92.4585800171,90.6435012817,91.5899353027,91.4986877441,91.1791763306,5136,86.33
101.12147522,100.845626831,103.325263977,103.381767273,100.891090393,103.500457764,101.295120239,100.639228821,101.116729736,101.364013672,6228,101.14
91.3773040771,91.8334274292,90.9880905151,91.9407806396,91.9993286133,91.87525177,91.8076400757,91.179107666,91.9285583496,91.3873825073,6313,96.74
91.8263015747,91.8597640991,91.8280181885,91.9505157471,91.6614074707,91.8774261475,91.0848846436,91.1918106079,91.8379211426,91.5347137451,846,99.98
91.2396850586,92.1957626343,90.9804992676,91.2649154663,91.6712722778,91.874961853,92.0220870972,91.9134902954,91.8332977295,91.2222976685,802,88.58
110.775283813,110.75062561,110.036491394,110.696998596,109.718597412,110.134155273,110.071792603,110.653633118,109.782501221,110.474578857,240,112.39
110.775245667,109.840209961,110.535522461,110.696960449,109.718437195,110.134178162,110.451408386,110.552360535,109.962303162,110.476356506,5223,107.66
91.5628662109,91.8303451538,91.6041564941,91.7420043945,91.9182739258,91.3402709961,91.9333267212,91.597076416,91.9318389893,91.3791503906,4797,89.72
110.774559021,109.839668274,110.326400757,110.738845825,110.25629425,110.318351746,110.073028564,110.473510742,109.961547852,110.863945007,474,106.19
91.2332611084,91.7105789185,91.8813552856,92.0865325928,91.2391204834,91.8747177124,91.0732498169,91.1848373413,91.9299163818,91.2072372437,8286,94.91
91.7470626831,92.1942825317,91.6057510376,91.6849060059,91.9990997314,91.8765487671,92.0265960693,91.1995773315,90.8270568848,91.1748352051,915,113.87
91.3640441895,91.8355407715,91.2533798218,91.9405593872,91.9203338623,91.875328064,91.9379882812,91.6928024292,91.5431289673,93.3257141113,4882,122.36
109.853965759,109.840301514,110.534065247,110.303695679,110.178794861,110.877738953,110.073898315,110.091392517,109.958129883,110.881141663,6422,141.09
77.0886764526,75.3412475586,77.3973617554,77.3530426025,75.8645172119,77.2065505981,77.5840988159,77.160697937,76.1750183105,77.6723098755,5666,76.22
90.9727478027,91.3501205444,91.2203369141,91.0324554443,91.9108963013,92.4550476074,92.0132827759,91.2877960205,91.9281692505,88.9222640991,5470,128.94
92.3562393188,91.837059021,90.9804840088,91.032119751,91.915473938,91.9047164917,91.8083648682,91.295753479,91.9276428223,91.1733093262,601,90.67
91.5621109009,91.3505096436,91.8291854858,91.9393920898,91.6717681885,91.1400375366,92.0226135254,91.1924057007,91.9281463623,90.9593963623,6952,87.44
102.473731995,101.365013123,103.630577087,101.446464539,103.253433228,101.016052246,103.526023865,100.957954407,103.42010498,101.428222656,1074,105.09
91.5578155518,91.3470916748,91.2153930664,92.0753631592,91.6538848877,91.3399810791,92.017906189,91.1925888062,89.9440383911,91.5309829712,2494,87.16
110.775154114,110.2420578,110.036186218,109.930763245,110.256546021,110.896446228,110.072532654,110.548774719,110.298942566,110.65712738,3312,117.35
91.3734130859,91.8898696899,91.0090408325,91.9357833862,91.6641616821,92.2961654663,91.0644454956,91.2848358154,91.9259796143,91.1716079712,1210,90.23
109.852935791,110.903747559,110.127494812,110.738494873,110.988388062,110.711990356,110.45022583,111.013557434,110.110328674,110.476760864,3657,112.54
110.679626465,110.751304626,110.125946045,110.696960449,109.718643188,110.134262085,110.073394775,110.551483154,109.782806396,110.883872986,5648,109.21
91.2363433838,91.7100830078,91.6059188843,92.0869827271,91.235168457,91.3417358398,92.0191345215,91.9066696167,90.4894943237,91.5343780518,2761,88.17
91.5634765625,91.3452911377,91.2312469482,92.0874481201,91.9992370605,91.8808135986,91.9360046387,91.5954742432,91.8311080933,91.2127609253,4448,93.87
110.77519989,109.944534302,110.532615662,110.202285767,109.718444824,110.712104797,110.615936279,110.073547363,109.781661987,110.474464417,3607,108.06
92.312789917,91.3665084839,91.8819656372,91.1936645508,91.6713638306,92.065536499,91.8068008423,91.2908325195,90.0280303955,91.2353439331,5894,87.17
91.4011535645,91.3441085815,91.6068267822,91.3033218384,91.6718139648,91.8769454956,91.9300689697,91.3679885864,91.9287719727,91.3865509033,6415,88.04
110.679740906,110.241920471,110.524002075,110.303215027,110.988342285,110.701919556,110.615707397,110.65284729,111.076324463,110.861968994,7043,110.59
91.5612640381,92.1833648682,91.8282623291,91.8524398804,91.9072723389,91.358581543,91.9321212769,91.614654541,91.9186859131,91.6015014648,5696,97.91
91.4566574097,91.6932144165,91.6011276245,92.0774841309,91.9966964722,92.3852310181,91.9267425537,91.8797454834,91.5378112793,91.1675262451,495,90.47
91.2433319092,91.3664169312,91.219833374,91.0384216309,91.6716537476,92.4583587646,91.9277267456,91.9116973877,91.8325576782,91.9545898438,3012,96.98
109.774856567,109.945320129,110.535583496,110.204826355,110.25643158,110.29574585,110.616462708,110.069229126,109.782707214,110.884094238,2502,106.05
110.679298401,110.906242371,110.126205444,110.303497314,109.718658447,110.712020874,110.687705994,111.014350891,110.110496521,110.864402771,4198,109.39
91.3777770996,91.3508682251,91.8288497925,94.9570236206,91.6718292236,91.3402938843,92.0230331421,91.2954864502,91.934753418,91.215171814,4411,88.25
92.3532943726,91.3653411865,91.2177124023,91.1751785278,91.6718521118,91.8768157959,91.9326248169,91.1792068481,91.1420593262,91.1691818237,8095,94.99
91.2793273926,91.3511886597,91.8288345337,91.7414474487,91.9181671143,91.8741760254,91.8081665039,91.8435974121,90.0612182617,90.9416046143,968,88.57
109.85269165,109.838790894,110.127426147,110.303283691,109.836212158,110.711540222,110.071846008,110.652778625,110.111747742,110.883880615,6136,118.71
92.2669448853,91.3642196655,91.0939025879,91.9382095337,91.9047470093,91.5582199097,91.8052825928,91.5932617188,91.9190216064,91.5325088501,3908,87.67
110.679206848,109.945800781,110.036521912,110.697143555,110.178718567,110.319236755,110.688316345,110.653488159,110.298591614,110.657211304,2550,105.18
91.377532959,91.7097625732,91.2255935669,91.0867080688,91.6717758179,91.3394393921,91.8073348999,91.2359771729,91.9287948608,91.1842880249,3629,91.89
91.3781967163,91.711265564,93.6547164917,91.9404449463,91.6718521118,91.3401489258,92.0225982666,91.1816253662,91.9284744263,93.2906570435,5940,94.52
110.774169922,110.904525757,110.632209778,110.303268433,110.989257812,110.318984985,110.687538147,110.469589233,110.109489441,110.883171082,3805,107.12
110.775436401,109.838096619,110.127349854,110.303344727,109.718704224,110.711929321,110.451347351,110.473526001,111.058006287,110.864479065,1892,107.36
92.24609375,92.1988601685,91.6078186035,101.667121887,106.873168945,110.87134552,109.640098572,99.3674087524,103.411750793,108.195762634,5211,102.09
91.5642166138,91.7117996216,91.2833404541,91.8989028931,92.5071182251,91.1460800171,91.8081283569,91.1941146851,91.9351425171,91.1868133545,1039,90.34
103.106201172,103.51373291,101.072799683,101.58644104,103.720153809,102.001792908,100.643371582,100.754646301,101.039306641,101.363174438,5685,101.74
93.2799224854,91.638381958,91.8839111328,94.8948669434,92.905128479,92.4547958374,92.9680023193,91.8368530273,91.5460205078,94.698638916,417,91.02
110.775741577,109.839225769,110.660270691,110.737808228,109.833786011,110.296218872,110.451278687,110.653625488,110.110771179,110.864250183,212,127.66
110.327552795,109.840003967,110.127120972,110.303398132,109.718719482,110.295028687,110.451255798,110.653526306,109.782798767,110.654968262,1065,109.16
91.5433425903,91.8516311646,91.8199005127,91.1245956421,91.2425842285,92.4434051514,92.013343811,91.9019927979,91.9282073975,91.1741104126,8327,91.76
90.9795150757,91.3487548828,91.2199478149,91.7318572998,90.7780838013,92.3649902344,90.6204910278,91.9015426636,91.5406036377,91.6763153076,7290,91.4
92.0058288574,93.1133804321,91.6019210815,92.0870819092,91.7437210083,92.082069397,90.7729721069,91.1888122559,92.1725311279,91.7609481812,7206,89.23
92.0714950562,91.8369903564,91.4670181274,92.086769104,91.9107666016,91.1403427124,91.8085327148,91.1815338135,92.2936935425,91.5380020142,1724,91.11
109.85295105,110.749954224,110.66292572,110.204666138,108.834579468,110.712043762,110.152587891,110.546783447,111.056221008,110.654258728,2994,108.31
110.775543213,109.945320129,110.126968384,110.696990967,109.835960388,110.712036133,110.616470337,110.549942017,111.097198486,110.473731995,4527,108.76
77.1326370239,77.7007369995,77.2278594971,77.6942138672,77.2724304199,78.3944320679,77.2979278564,77.3119277954,77.7080917358,75.9140701294,6812,75.85
92.3362197876,91.3656158447,91.6045379639,92.086807251,91.2565002441,91.2020568848,92.015411377,91.4153671265,91.9283294678,91.3798446655,5489,90.76
109.852928162,109.945335388,110.318641663,110.695373535,109.832344055,110.319358826,110.615829468,110.088844299,110.10736084,110.862533569,6623,107.05
90.9698410034,91.6196746826,91.8116378784,91.0351715088,90.9384918213,91.1360549927,92.0159912109,91.58934021,91.8325500488,91.2117996216,8205,92.22
110.327545166,110.905075073,110.319885254,110.736495972,109.718696594,110.711639404,110.61631012,111.015892029,109.961410522,110.474220276,1869,106.19
110.305290222,110.196456909,110.114715576,110.125564575,109.828041077,108.066726685,110.152297974,110.45980072,108.595825195,110.47492981,3777,108.07
110.774902344,109.944313049,110.534744263,110.303535461,110.985977173,110.319358826,110.45111084,111.012458801,111.080276489,110.884033203,4621,109.01
92.2996902466,91.373298645,91.2205810547,91.940322876,91.67162323,91.9728164673,91.0869827271,91.3075866699,90.0078430176,91.5315551758,4645,95.1
91.9229049683,91.3650054932,91.6014022827,91.033821106,91.5972061157,92.4541168213,90.6503982544,91.2947692871,91.5419845581,91.2138595581,5947,88.91
102.582084656,100.870765686,100.995574951,101.597160339,101.465049744,102.227844238,101.564361572,100.633857727,103.431358337,100.662132263,3136,110.57
110.678817749,109.840400696,110.125976562,110.697189331,110.982780457,110.134300232,110.073623657,110.084320068,110.108863831,110.476325989,209,108.37
91.4155044556,91.347694397,90.9804840088,91.9003295898,91.24659729,91.1356048584,90.6360473633,91.9110717773,91.8326721191,91.3785476685,4496,97.22
107.791763306,101.388153076,101.07661438,101.445915222,102.96697998,100.876190186,102.598396301,101.765510559,101.087173462,101.913894653,1632,105.3
91.2431335449,92.191368103,91.600730896,91.054145813,91.6717758179,92.4576034546,90.7144775391,91.913482666,91.9341506958,96.2015838623,2008,95.04
91.377784729,92.1897354126,91.6030044556,92.0847930908,91.241394043,92.0597763062,92.0198364258,91.5995635986,90.0961608887,91.1747055054,8149,87.13
91.3779220581,91.8359832764,91.6051177979,91.200592041,91.9188079834,91.1572265625,91.0868759155,91.2945251465,91.8290100098,92.5043106079,7215,100.52
110.7758255,110.750541687,110.32006073,110.203643799,110.178726196,110.319313049,110.451194763,110.077163696,109.961685181,110.883956909,1462,113.15
91.5592651367,92.1737976074,91.6063613892,91.9400787354,91.6705551147,91.194152832,90.6576080322,91.1760101318,90.6308059692,91.5416107178,2015,99.72
77.133682251,77.8111114502,77.0784912109,76.3213882446,77.5895767212,78.1138305664,77.2885665894,77.1890106201,75.3436203003,77.4232025146,8306,82.79
91.3781204224,91.7294311523,91.6039428711,91.036605835,91.5760421753,92.0667266846,91.0895996094,93.336807251,91.1154174805,91.2708969116,2748,88.79
110.679748535,110.904502869,110.534858704,110.205116272,110.173660278,110.31918335,110.451133728,110.548454285,110.298912048,110.476348877,3349,110.64
103.402572632,103.534004211,100.632347107,100.599617004,100.894378662,101.350379944,102.228721619,100.417526245,103.026283264,101.043273926,6683,101.62
77.1339416504,77.4668579102,77.2314376831,76.6075744629,77.1930770874,77.4417648315,77.299331665,77.1610031128,78.1161346436,77.6716995239,6959,75.19
110.327674866,109.946228027,110.320335388,109.93107605,110.178627014,110.896011353,110.688095093,110.54775238,109.782203674,110.456794739,5072,106.06
91.04246521,91.8363037109,91.8874740601,91.9401855469,91.4381332397,91.8771362305,91.8084106445,91.6091918945,90.0671310425,91.2077713013,2027,89.29
91.2547912598,94.7381210327,91.8862915039,91.9382095337,91.6717605591,92.4584197998,91.9383468628,91.2942810059,91.9302825928,93.3371658325,4822,92.98
110.679733276,110.906654358,110.31993103,109.930656433,109.7186203,110.295181274,110.685699463,110.528167725,109.96043396,110.861335754,2061,115.81
110.774909973,110.903419495,110.662002563,109.930618286,109.718589783,110.296005249,110.152511597,110.652839661,109.961593628,110.864379883,166,111.15
110.327896118,110.242004395,110.12689209,110.203842163,110.985832214,110.295082092,110.45123291,110.073860168,110.298774719,110.655784607,2034,108.88
91.2293930054,91.7085113525,91.8286514282,91.2035140991,91.9023666382,91.3423843384,91.0840759277,91.2975234985,91.5424118042,91.1675109863,7476,92.98
109.853630066,109.944885254,110.662117004,110.735557556,110.386863708,110.8960495,110.451316833,110.081687927,109.962562561,110.476387024,828,128.05
110.312225342,110.904067993,110.661865234,110.740348816,109.718582153,110.295539856,110.450309753,110.088973999,110.299026489,110.879570007,7283,128.3
109.853752136,109.945922852,110.03666687,110.697143555,109.718788147,110.134361267,110.686828613,111.013618469,110.112121582,110.863838196,1072,111.52
110.327720642,109.945915222,110.126899719,110.738265991,110.256973267,110.29523468,110.616172791,110.546478271,109.962493896,110.655288696,4153,119.38
91.417388916,92.1923751831,91.3095092773,91.9393005371,91.2467346191,91.1387710571,91.8084182739,91.1788024902,91.5422363281,91.3043441772,900,87.28
92.8709640503,91.350112915,90.9953765869,91.0513687134,91.6717910767,91.1397018433,91.9371414185,91.2468643188,91.5419769287,93.3159866333,1052,100.07
92.3637390137,92.140007019,91.2346954346,91.8735427856,92.5924606323,92.0327224731,90.6387939453,91.1913452148,91.9273834229,91.3780975342,404,90.88
100.592155457,103.301574707,100.159606934,101.446296692,100.889930725,99.8954315186,100.588256836,100.409561157,100.971878052,100.885757446,7814,95.74
109.774780273,109.912521362,110.662826538,109.931266785,109.624969482,110.263946533,110.60799408,109.769035339,110.292808533,110.656013489,4487,115.18
91.3773651123,91.8368835449,91.6071395874,91.6121826172,91.6718215942,91.3891143799,92.0219955444,91.905670166,91.8335418701,91.2001724243,5146,91.84
102.62713623,100.841461182,101.119720459,101.449325562,100.881965637,102.721992493,100.255622864,100.929618835,100.979568481,101.340049744,6385,112.55
91.5495758057,91.348274231,91.5954208374,91.2653579712,91.7742614746,92.2378005981,91.9224014282,91.1903533936,89.864944458,91.3698577881,7751,92.38
101.088821411,100.841644287,100.982261658,101.583023071,103.714271545,103.502990723,100.130569458,101.158363342,103.376441956,100.891281128,3141,102.42
92.3663711548,94.7437820435,91.8291091919,91.6867980957,91.6719741821,91.138710022,91.8076324463,91.2946166992,91.5420761108,91.6416931152,4930,100.68
90.9725570679,92.1956481934,94.3811950684,92.2584609985,91.9991226196,91.1380233765,92.022567749,91.1801757812,91.9286346436,91.1630554199,605,89.03
77.2658157349,77.8165664673,77.0775604248,77.7200469971,77.2764892578,77.188835144,77.5844573975,77.6188201904,76.3271636963,75.9162750244,528,76.64
110.775917053,109.946098328,110.531837463,110.204399109,109.832855225,110.134246826,110.152610779,110.473381042,110.298301697,110.883987427,4523,121.1
