keras_MSE3_None_relu1,keras_MSE3_None_relu2,keras_MSE3_None_relu3,keras_MSE3_None_relu4,keras_MSE3_None_relu5,keras_MSE3_None_relu6,keras_MSE3_None_relu7,keras_MSE3_None_relu8,keras_MSE3_None_relu9,keras_MSE3_None_relu10,keras_MSE3_None_relu11,keras_MSE3_None_relu12,keras_MSE3_None_relu13,keras_MSE3_None_relu14,keras_MSE3_None_relu15,keras_MSE3_None_relu16,keras_MSE3_None_relu17,keras_MSE3_None_relu18,keras_MSE3_None_relu19,keras_MSE3_None_relu21,keras_MSE3_None_relu22,keras_MSE3_None_relu23,keras_MSE3_None_relu24,keras_MSE3_None_relu25,keras_MSE3_None_relu26,keras_MSE3_None_relu27,keras_MSE3_None_relu28,keras_MSE3_None_relu29,keras_MSE3_None_relu30,keras_MSE3_None_relu31,keras_MSE3_None_relu32,keras_MSE3_None_relu33,keras_MSE3_None_relu34,keras_MSE3_None_relu35,keras_MSE3_None_relu36,keras_MSE3_None_relu37,keras_MSE3_None_relu38,keras_MSE3_None_relu39,ID,y
104.893836975,95.0720443726,102.062042236,97.1092453003,102.220664978,98.2227401733,97.951499939,101.063117981,103.293174744,94.1165771484,103.688774109,97.7137756348,101.189224243,102.856063843,103.196456909,95.1726150513,100.333442688,101.673706055,97.996055603,102.570075989,98.8258590698,103.664772034,103.714080811,98.9088973999,103.246025085,105.163253784,98.3370285034,99.754776001,101.000442505,97.9769058228,98.1390533447,102.509368896,97.3878631592,96.9364318848,101.968009949,97.7340164185,95.327545166,102.958862305,1827,101.98
112.187332153,111.371643066,111.041038513,113.485832214,106.443496704,109.364959717,105.28616333,114.262176514,113.612236023,110.714324951,110.37487793,108.551994324,115.028739929,111.350814819,113.562774658,106.562644958,113.991531372,112.03780365,110.654884338,111.388252258,121.653259277,110.938240051,103.843902588,106.450798035,111.298538208,110.838661194,113.028045654,113.930206299,113.43006134,118.110275269,110.730049133,109.430412292,117.927894592,109.115135193,109.82308197,116.631515503,110.877319336,107.280540466,1829,106.56
101.059196472,91.8841247559,92.0866470337,95.0473022461,94.1137313843,98.5775680542,95.6365814209,95.6745834351,94.8551101685,101.609565735,93.6228637695,91.5224761963,94.6013183594,99.19947052,96.1270294189,94.8542175293,98.7663726807,95.7930908203,95.7543258667,92.4509811401,102.562721252,95.9523468018,92.5711898804,96.0853424072,96.0262374878,94.6188049316,99.6245803833,92.7027053833,98.990196228,92.4826889038,107.581611633,93.2735519409,101.665153503,95.4030456543,96.7793273926,99.2786331177,96.5454788208,93.4897918701,1830,88.38
95.8275985718,92.6426696777,92.9155044556,92.5892028809,92.5219497681,95.2393875122,94.1282196045,92.7257003784,92.5901565552,95.6449890137,89.4935836792,89.7599029541,91.7843093872,93.2210388184,92.0991516113,91.662651062,97.0488891602,95.6768722534,97.6771087646,87.7133102417,95.1841659546,92.7253723145,92.241317749,89.824836731,93.3805847168,92.303062439,94.7989730835,95.1927947998,92.8955078125,91.565864563,97.6362915039,93.6617965698,94.1008300781,92.8232040405,94.0504455566,88.7390213013,92.9998626709,91.3223266602,1832,89.96
118.993469238,121.396682739,116.65713501,124.113441467,114.751335144,126.261276245,126.808685303,124.562019348,112.691703796,125.393348694,120.161346436,129.487167358,116.193840027,115.353645325,121.469833374,123.265830994,112.377197266,118.607879639,121.834114075,119.707077026,121.39200592,121.977302551,114.43460083,118.341888428,128.476928711,121.188980103,122.557868958,116.20904541,112.61882782,117.983543396,117.1951828,126.896514893,134.134384155,113.504371643,122.601547241,121.783592224,119.217247009,119.040809631,1833,113.56
111.433586121,109.08506012,111.237617493,116.60798645,110.962142944,120.554763794,111.026016235,110.182998657,107.284355164,111.681900024,112.098457336,113.271697998,110.593261719,107.207389832,111.502464294,114.746337891,110.024703979,110.563873291,115.627998352,109.750419617,113.608970642,113.389595032,111.074081421,108.350006104,115.35319519,114.965820312,112.34979248,105.855644226,113.355369568,110.062934875,113.481925964,111.199447632,107.780899048,111.34072876,114.265167236,112.203056335,108.77141571,113.106056213,1834,112.09
88.3066635132,88.2841262817,93.2553787231,87.2265167236,90.9744720459,87.2303161621,92.3653869629,89.315322876,90.3086090088,92.2179031372,87.4759292603,85.2355270386,92.8562469482,85.9088745117,87.5129165649,90.1592102051,92.1456680298,86.9015808105,91.7644805908,89.0606155396,91.5402374268,90.3792266846,88.1094055176,90.7076263428,89.1841125488,89.1080932617,92.2952957153,92.953742981,86.1104431152,91.6236038208,88.8676834106,91.3993988037,91.5907592773,85.6603164673,89.0291748047,86.110824585,90.7323608398,90.7342071533,1835,92.32
100.050018311,105.177520752,106.193222046,103.768089294,100.657081604,100.691726685,103.650260925,97.0014572144,98.9367599487,100.563491821,103.260414124,100.598701477,102.156738281,100.077850342,94.9395828247,97.7586746216,97.4348907471,100.158866882,102.310874939,103.429794312,102.022140503,98.1641235352,106.326683044,102.892799377,99.179649353,102.134414673,105.041473389,100.989631653,99.2792510986,103.108779907,104.45476532,102.185684204,103.501045227,100.396598816,100.397270203,103.968971252,104.054489136,106.020347595,1838,99.78
93.82447052,91.7090682983,92.4749679565,98.6600036621,94.3566360474,96.1509246826,95.7449874878,92.0023269653,99.9066925049,93.731010437,94.4249267578,93.7035827637,96.2020187378,92.1586532593,95.5577087402,89.0495452881,97.4855270386,92.1727371216,97.3856658936,92.4431686401,95.0884399414,94.7303085327,94.4973220825,92.4083480835,95.1926498413,98.1403808594,99.2068862915,94.6692352295,92.1740264893,94.1598052979,96.8364105225,98.5201568604,96.7219848633,90.4700317383,87.99168396,102.096496582,98.2263641357,96.7321014404,1839,92.38
110.28653717,112.545547485,116.443618774,108.704017639,109.116241455,110.323410034,110.5052948,114.336624146,114.498138428,115.276367188,118.05279541,116.369392395,105.771606445,118.007286072,110.163864136,113.036331177,111.186042786,110.756645203,109.738113403,113.954864502,114.922439575,112.944396973,108.860977173,113.880577087,113.362411499,118.130332947,111.305999756,115.342765808,109.449539185,117.703636169,108.376243591,108.305870056,109.830841064,113.012893677,116.594146729,103.278335571,114.951522827,112.626754761,1840,104.19
101.862487793,104.041435242,105.005615234,107.796508789,101.6224823,105.452232361,102.88192749,111.522209167,105.590515137,108.265609741,110.847824097,100.757102966,102.092216492,102.117530823,99.4669189453,99.9896697998,107.788497925,102.272964478,105.553848267,106.630264282,113.935958862,106.615066528,106.229896545,102.351753235,108.884681702,106.422950745,102.676895142,101.783699036,113.645301819,111.29069519,106.446838379,107.672805786,110.24269104,110.752067566,102.578483582,105.59841156,105.061737061,110.031265259,1842,98.01
75.8371429443,77.2782516479,77.9467849731,81.3253631592,80.4750595093,83.5319442749,77.7436752319,78.3107299805,79.3242645264,75.0518035889,77.0839157104,75.4462661743,75.4610900879,73.5371246338,82.0115661621,79.7597885132,79.6876373291,72.0860061646,81.9081802368,81.1712646484,80.1474380493,76.0941772461,77.2558746338,76.2897796631,77.74974823,76.1158905029,81.6377258301,77.9564743042,83.0606231689,75.4191589355,78.7316207886,76.8367004395,81.3547134399,74.6884460449,77.0082397461,79.1346893311,78.871055603,79.9697341919,1843,78.47
97.6900939941,93.9922485352,99.1938858032,95.5475921631,91.2195205688,94.0663070679,89.8496246338,107.756446838,98.9032058716,98.4890213013,89.7771072388,94.6832275391,91.7416305542,96.4556350708,89.432434082,93.1532897949,97.3569412231,92.225151062,96.2679443359,95.1707229614,97.8070983887,95.9573135376,93.8267974854,93.1654891968,99.8866729736,94.9772644043,97.1408691406,95.51537323,96.9448623657,93.2313766479,94.7803497314,95.5444564819,96.5444335938,91.3551177979,99.9775924683,85.4968032837,94.2720947266,92.186088562,1845,91.78
115.355239868,117.143356323,111.597953796,113.356933594,106.790679932,111.886283875,108.764442444,116.111206055,113.80796051,112.663597107,113.33543396,108.140350342,118.84651947,112.811302185,118.518424988,105.907325745,107.33265686,112.152275085,110.347198486,112.754516602,114.379394531,109.4637146,107.588279724,108.112991333,113.836776733,111.222190857,112.484954834,116.785415649,114.744995117,118.381370544,111.688568115,115.504989624,110.656730652,109.352882385,107.984153748,113.738731384,114.124008179,108.146949768,1846,108.38
115.707611084,108.521606445,109.125282288,114.104423523,116.065956116,114.446334839,118.058288574,113.239959717,116.52570343,111.435554504,111.083618164,111.084068298,112.230667114,116.49495697,112.098548889,109.085510254,111.072311401,110.252105713,116.451477051,110.29549408,110.479034424,111.221923828,108.754104614,106.569015503,110.023590088,110.563926697,112.052886963,113.524223328,111.943878174,110.927024841,114.574295044,112.624420166,109.953773499,111.426124573,111.305236816,113.511703491,109.801292419,112.7943573,1847,105.4
104.952445984,98.2126693726,106.447731018,108.23349762,97.5408401489,105.405303955,103.753349304,101.461914062,105.730911255,100.024971008,110.544929504,108.833221436,103.575279236,107.748077393,108.130134583,99.5769195557,104.825782776,110.511291504,101.379165649,102.829673767,102.989906311,104.263343811,104.933044434,98.826133728,106.714332581,107.749542236,103.715713501,103.217773438,100.277755737,105.177749634,99.4134979248,110.523521423,100.684486389,102.938339233,108.111412048,103.329391479,101.306503296,106.804878235,1849,99.0
91.3074188232,97.543510437,96.4887771606,94.4964141846,94.8804779053,91.6661453247,98.8908004761,99.6916275024,91.3511886597,98.732208252,99.5994720459,96.0441436768,91.2400665283,96.6895828247,92.8415679932,89.6150436401,95.1605224609,93.7770767212,96.8756484985,99.184677124,94.8645629883,95.2492141724,98.1215362549,93.2800674438,92.0411758423,102.438186646,94.1024169922,101.836250305,89.2758178711,90.9421157837,94.3683013916,92.8128738403,96.3777313232,94.7267150879,95.2043075562,91.2640609741,92.4232177734,100.429351807,1850,87.13
112.977615356,112.561714172,112.133850098,119.164405823,112.971389771,121.017990112,109.822921753,116.738136292,111.366165161,115.164482117,111.598075867,117.138694763,109.52633667,111.421218872,115.661155701,117.110717773,111.822746277,118.451286316,117.553817749,112.767585754,117.276054382,116.811843872,116.504547119,114.811981201,115.353645325,112.986114502,113.730506897,109.316993713,116.938545227,112.99571228,118.457298279,105.52280426,116.778022766,113.390548706,110.764419556,118.488517761,112.703361511,116.763320923,1855,107.48
104.057800293,104.03755188,105.307174683,106.649002075,102.606880188,107.676391602,105.58581543,104.727615356,107.048461914,110.195404053,112.071372986,108.72844696,110.465698242,116.003646851,105.302429199,105.911811829,106.643920898,111.201324463,105.956336975,107.484146118,104.463851929,107.688278198,105.960342407,105.856498718,108.203269958,108.523048401,112.700401306,109.890899658,106.870574951,109.759765625,105.942131042,107.045516968,105.916847229,108.373313904,119.479896545,106.42388916,113.499137878,111.363449097,1857,100.77
93.4743347168,94.0229644775,94.367980957,95.1586685181,98.1846618652,91.890914917,95.8917541504,101.887138367,97.2597885132,97.1145629883,97.1821365356,93.9558029175,92.0565719604,96.9912643433,89.5729217529,92.4376068115,94.3649368286,93.82447052,91.921333313,94.904510498,92.8002700806,97.2545471191,98.1932525635,94.2035751343,94.0436248779,99.901473999,98.1443405151,94.4251480103,93.3306884766,95.3917160034,95.8802642822,95.734085083,100.546630859,98.9290390015,95.4519271851,94.3099441528,94.3970947266,102.690612793,1858,92.95
91.8646316528,94.3292312622,94.5184555054,92.6516265869,92.3451156616,91.6390075684,95.3590621948,94.8865127563,95.8332061768,92.0004730225,93.1539840698,91.4208679199,95.1503753662,89.9905853271,94.7975006104,92.5440139771,94.9375991821,92.0948181152,94.9766616821,88.716293335,91.3069458008,94.7324829102,93.0346679688,92.3428497314,93.2480316162,89.6297912598,93.1640319824,97.0833129883,94.4447631836,87.7364578247,95.4876937866,90.3492660522,97.287147522,96.1616592407,91.8381729126,98.9532012939,93.4770355225,92.0216598511,1862,87.21
106.306762695,100.942962646,103.697753906,104.500999451,103.387306213,107.968139648,103.193984985,108.026062012,105.261428833,99.1058197021,105.753944397,106.727775574,103.251312256,102.763664246,97.790435791,100.323829651,103.977279663,104.106246948,104.569824219,104.424285889,98.5424957275,105.857749939,103.903915405,103.708488464,102.925872803,103.543731689,104.156486511,102.127906799,105.280929565,105.430763245,103.009567261,104.944755554,104.275382996,104.646980286,104.843734741,100.569244385,103.904129028,100.862892151,1864,100.35
116.012519836,121.772338867,111.999061584,114.149543762,113.865951538,113.751602173,108.695724487,112.914047241,114.151115417,120.924705505,114.305534363,106.400024414,106.510299683,114.503341675,115.562568665,104.893806458,118.929634094,110.010879517,112.878608704,113.758247375,122.201545715,111.916877747,106.820327759,109.260192871,112.828147888,113.01599884,113.534828186,115.648788452,122.837875366,118.510261536,114.069595337,115.10131073,111.939117432,114.789764404,106.238143921,122.808204651,108.408668518,112.534805298,1869,106.19
95.4264144897,93.1238937378,94.0266723633,98.587387085,99.7676315308,99.7520446777,96.2177352905,92.7750015259,99.9571914673,93.4307937622,93.763168335,98.1723175049,95.2754745483,99.8615951538,98.3640060425,94.9606323242,94.5538482666,89.8622589111,96.4572296143,99.5563278198,102.366256714,97.0154571533,96.744468689,92.1300430298,93.4614181519,91.1934204102,95.6710128784,99.5212783813,93.7997207642,98.4316940308,99.3062744141,93.0752716064,98.1101608276,97.51197052,91.8882446289,95.5131149292,98.8581924438,99.9735031128,1870,90.04
114.097076416,110.544448853,111.889038086,108.99471283,109.95941925,113.040618896,112.916854858,112.988349915,111.215118408,105.733329773,117.539344788,122.3489151,114.321517944,118.63054657,114.874786377,112.044029236,113.431617737,110.201835632,107.772735596,111.961540222,108.976783752,111.621658325,111.506744385,112.700538635,110.136749268,116.177536011,113.342575073,118.747001648,114.335998535,112.143981934,105.323913574,114.654212952,107.23727417,113.565559387,111.552093506,109.86769104,113.251548767,117.41418457,1871,123.31
119.016517639,120.86114502,115.104751587,123.342063904,114.314300537,123.355773926,125.81741333,123.826797485,111.969497681,124.247032166,119.278793335,128.748168945,115.215888977,115.119857788,120.670410156,121.828521729,111.740356445,117.966751099,121.156089783,119.58354187,120.417625427,120.549201965,114.06867981,117.913009644,126.62210083,121.161453247,122.472961426,114.918289185,112.800224304,117.844841003,116.172943115,125.943977356,132.482025146,113.042495728,121.656654358,120.88117218,118.678657532,117.702163696,1873,117.89
88.7104187012,94.5350265503,92.3003692627,92.7252960205,91.763923645,91.7161712646,91.5155563354,96.8260421753,96.0625610352,90.8670196533,94.2772598267,93.6080551147,89.7163619995,90.1817169189,95.213508606,92.7086791992,94.2150039673,91.7983169556,93.3711929321,90.6048965454,90.2344207764,94.7981948853,94.9547271729,90.8624801636,94.8209686279,91.9360809326,91.6670150757,94.4368209839,94.5048446655,87.1636810303,96.7411346436,90.8489074707,97.8441467285,89.8708114624,91.3889465332,94.4614944458,89.518409729,95.5879440308,1874,88.64
111.097320557,117.081222534,123.609115601,116.407836914,113.729240417,119.277236938,119.261932373,114.288444519,119.551490784,114.828544617,127.25289917,117.828529358,117.257858276,125.882575989,124.759544373,111.784286499,112.655174255,114.832397461,111.663101196,118.504737854,117.283721924,114.772270203,115.151535034,117.229972839,112.6823349,120.847251892,116.665496826,120.38759613,128.71321106,119.15473175,110.460884094,116.348251343,116.889701843,120.145133972,115.182479858,111.53981781,122.364265442,119.678787231,1875,110.54
92.3918457031,90.9996109009,92.5578994751,89.7003326416,97.3428268433,86.1156005859,92.7251358032,93.9910507202,88.6896591187,89.3045196533,93.4309844971,95.8259429932,91.5013046265,92.4019622803,91.1527404785,88.0408706665,82.8633651733,88.1217498779,93.1320724487,94.9779205322,90.0909194946,91.8823471069,94.0375061035,88.9067306519,89.9860458374,93.0760803223,95.4591751099,87.5363235474,90.7761001587,86.3586120605,93.8607711792,93.1559371948,87.7913665771,92.0740356445,91.2607269287,95.7090530396,87.2081604004,91.355682373,1876,93.76
117.132095337,111.065040588,124.72013092,122.331520081,118.141830444,118.626358032,104.046859741,108.085594177,118.746749878,112.229141235,108.300605774,119.29120636,110.498077393,119.647254944,115.135345459,123.117614746,113.293899536,110.358436584,119.521232605,110.788246155,112.144638062,109.807937622,113.190444946,105.053443909,117.170387268,108.450195312,114.804504395,118.420478821,117.296531677,113.203033447,112.691871643,112.202598572,114.260742188,122.096321106,116.086807251,113.609375,110.657417297,121.846740723,1877,117.3
97.3614807129,87.3903274536,95.6099853516,93.9652633667,97.2952194214,95.1400375366,91.6267166138,95.3099746704,98.9823455811,89.1278076172,91.9483108521,94.6177902222,92.2074890137,96.3084182739,96.3134536743,92.6843719482,91.2181777954,96.614112854,96.3985366821,93.8358840942,90.4525985718,95.8694915771,97.1872940063,91.2423400879,94.3238983154,94.5553131104,93.8435592651,98.0484237671,93.1015777588,88.0088272095,89.0829391479,93.428352356,92.3170013428,92.9665527344,96.2686843872,93.6947784424,89.4498977661,96.2563323975,1878,101.2
93.2860641479,103.053840637,104.228752136,95.8722763062,96.3364105225,92.8598327637,98.4417114258,95.0888824463,89.6373825073,95.1933670044,95.7519378662,96.8048629761,97.5496368408,92.7023849487,89.7649612427,91.6502304077,93.0142364502,97.2912521362,96.5999069214,105.055648804,96.0927200317,95.7774887085,93.5571365356,95.0729904175,93.9411392212,93.870223999,97.8368377686,93.2919845581,93.3923568726,90.5071716309,94.7765045166,94.9157104492,96.9367980957,99.8913116455,97.8782501221,98.6414489746,94.6225738525,98.8608627319,1881,98.17
102.928390503,101.528625488,102.613647461,110.863815308,104.992446899,105.577003479,104.438652039,102.426101685,105.856941223,105.715408325,111.661407471,101.886032104,105.238456726,104.9061203,103.570831299,106.465644836,103.404899597,105.989234924,107.184043884,98.8730392456,106.014282227,106.121833801,107.401275635,103.116790771,101.890563965,100.102127075,108.151176453,106.397499084,104.066665649,106.567375183,110.494110107,99.680480957,105.702484131,99.8753967285,101.445884705,109.047134399,106.20426178,101.771560669,1883,99.91
91.3772506714,91.8423690796,93.0581207275,87.8072357178,88.560256958,90.3288955688,95.0071258545,92.7356948853,93.7060623169,94.6932373047,92.9273223877,92.9174499512,90.2258224487,90.0883636475,95.2472381592,90.9214019775,92.5407867432,93.1094589233,97.0244293213,86.4993972778,89.2511367798,91.5709152222,90.0611114502,93.4235916138,94.5085449219,93.0398635864,92.089805603,93.7997741699,93.0013427734,93.3917770386,85.5272674561,90.5107803345,87.8859634399,92.1811981201,93.4441070557,87.9500732422,89.9609603882,87.4510192871,1884,94.29
91.8918914795,93.8026199341,93.6190948486,98.3561096191,96.8658752441,95.2917633057,97.600479126,95.4040679932,92.9063873291,95.9749755859,100.481147766,90.5517959595,95.5229721069,93.9778747559,90.5436553955,86.9398803711,91.8969421387,96.2283325195,96.9396438599,96.7341766357,93.5240859985,97.426071167,96.851272583,94.3129043579,93.4923477173,99.1859283447,100.308456421,93.8873748779,95.6388168335,93.5899658203,91.0946350098,97.0771636963,96.2571258545,96.0460205078,92.2069625854,100.508888245,91.8741760254,93.989906311,1886,91.63
113.796302795,109.199737549,117.952522278,117.273712158,109.949859619,119.275138855,105.975723267,108.078025818,113.957580566,112.940132141,109.454666138,116.610992432,111.145370483,116.884902954,112.485687256,115.485725403,110.494171143,110.321998596,117.840782166,111.545883179,111.79586792,112.487556458,108.783088684,108.707466125,110.64465332,109.587646484,111.933273315,109.399200439,113.968475342,113.344673157,109.34728241,108.58480835,108.368301392,114.131584167,112.977622986,115.585754395,112.494400024,117.213310242,1889,107.59
90.7780532837,89.4126739502,96.7325973511,88.9574432373,92.7579803467,88.3183288574,94.9954147339,90.6765899658,91.0126571655,94.3880615234,88.1626663208,85.4652862549,93.2122497559,88.4713897705,87.4176101685,90.97706604,92.8067550659,89.9820709229,93.0513381958,89.8682785034,92.4441146851,91.0806655884,88.6279144287,90.3972396851,91.0241012573,91.9065551758,92.4527587891,94.5537872314,88.0842514038,94.1112442017,91.2838668823,92.2959594727,94.0313262939,88.6480941772,92.5696487427,85.6951141357,91.9349365234,91.6324386597,1891,90.71
117.936706543,114.160423279,118.040061951,120.422462463,111.357917786,109.728874207,117.3621521,121.204025269,111.557662964,123.279251099,116.539848328,126.612373352,110.668525696,114.167045593,110.88293457,107.932662964,114.505531311,112.041252136,118.382087708,116.47592926,117.298706055,117.378494263,110.355041504,113.614212036,123.999259949,116.887008667,110.051277161,117.735084534,114.36894989,114.985191345,111.711555481,116.168640137,121.090400696,115.525360107,111.564605713,118.570884705,112.422294617,122.039886475,1892,107.36
88.7162475586,93.9220275879,90.8024139404,93.327911377,92.354347229,91.9479446411,92.4664840698,96.3984527588,93.669593811,90.9759979248,93.5700759888,92.9083404541,90.2478866577,89.3882827759,89.4888916016,93.2345657349,93.3180770874,91.3223724365,92.4810333252,90.5066452026,89.6236343384,91.4327011108,93.5503158569,90.6904067993,94.3416519165,91.8745498657,90.3033752441,95.2862548828,92.9444580078,87.3544540405,95.6694564819,89.0211486816,96.0880584717,88.9618682861,90.9091415405,94.3452835083,89.1501617432,94.4975585938,1893,91.21
95.2959442139,87.3679962158,93.7555236816,87.4719924927,92.3188934326,97.3726959229,94.1624145508,87.1623306274,89.8725967407,94.2839508057,90.2679367065,87.6155929565,92.0034408569,91.6207504272,86.4198760986,88.9934539795,94.4593353271,95.4172363281,94.605506897,89.7618637085,94.5455856323,93.1091156006,89.7439422607,89.9241638184,90.5881118774,93.77293396,93.8090362549,93.1675720215,101.101074219,97.9013595581,96.9945297241,92.8731002808,96.7285461426,90.3715438843,91.120475769,86.6636734009,93.8469543457,91.9132614136,1898,90.4
92.0144042969,99.7514190674,93.9128189087,91.7568969727,96.5093917847,90.0019989014,95.24584198,94.6467590332,89.4251937866,92.7637329102,95.3291778564,94.6724777222,89.9540328979,95.6343002319,90.4255447388,90.3995361328,86.794052124,93.3754043579,90.3706665039,96.6581268311,91.8815689087,95.3017196655,91.4181976318,92.4404983521,90.077796936,94.3932571411,94.5609893799,88.5877380371,90.3109970093,88.0927886963,92.5047302246,93.0641784668,93.617980957,94.8208694458,94.592628479,97.8352737427,91.5138778687,100.070648193,1899,91.27
99.2208251953,95.8379135132,96.3065032959,97.429359436,90.7332687378,95.7119903564,99.8394241333,96.0412979126,97.0503768921,94.2633666992,95.8329544067,95.2801895142,95.0802383423,92.6460494995,93.9796066284,96.7755661011,100.378936768,95.5418548584,97.4744110107,95.7271728516,99.5386352539,96.6312103271,94.9616241455,93.2676467896,94.9473419189,96.0290679932,98.5590209961,93.6093978882,95.3216018677,96.4457473755,106.705162048,89.3398284912,99.9974212646,95.6355438232,92.1878814697,96.1083984375,98.1548538208,95.8285903931,1903,90.32
112.615142822,111.557868958,115.238983154,110.512268066,108.643211365,112.427688599,115.977432251,107.591018677,108.100166321,109.691238403,119.580871582,109.589080811,108.155395508,116.073974609,106.700210571,114.010528564,117.865608215,110.624160767,106.365631104,112.977584839,111.18006897,112.636314392,115.459609985,108.193901062,110.945304871,114.965080261,113.812652588,114.357337952,114.452629089,114.300186157,109.407691956,115.378074646,109.534042358,113.306098938,111.417602539,108.558410645,112.629623413,121.152366638,1904,108.82
93.1830596924,97.6514587402,98.9647445679,94.4350204468,102.511405945,99.48462677,97.7279281616,93.7497711182,101.672477722,96.9015808105,100.523597717,99.9100799561,90.2152938843,95.7536697388,94.0680618286,92.7218017578,93.0937042236,91.2186660767,97.8105392456,95.9400482178,96.2789077759,95.735458374,92.3703460693,93.872177124,99.7231903076,97.7935638428,102.357383728,97.902633667,93.1180419922,93.0282592773,96.7473754883,94.4214935303,98.6543960571,92.4367141724,94.7420349121,95.4816970825,93.2584533691,99.3541030884,1907,93.75
112.494110107,113.859619141,124.361305237,116.80140686,109.532012939,115.711181641,108.2709198,110.915420532,111.025436401,114.568901062,113.499450684,113.568229675,112.322601318,122.947624207,116.472206116,108.781982422,114.883934021,113.814437866,118.120956421,112.538978577,110.751213074,110.534370422,115.472610474,105.197982788,116.425079346,101.768447876,110.663452148,113.750984192,111.599006653,114.147743225,111.916122437,115.012611389,112.85144043,108.197433472,110.009529114,109.107315063,110.771705627,115.794281006,1908,108.49
91.5390090942,89.6374435425,97.674621582,90.4324188232,92.4020767212,89.2659454346,96.8150405884,90.9129562378,91.1911697388,94.095741272,88.6652603149,85.8975906372,93.4024200439,89.9497680664,87.1719436646,91.0548553467,93.4820556641,90.4210510254,93.199760437,90.4269943237,92.7838516235,91.2710418701,88.9601821899,90.9686203003,91.1051483154,92.0009918213,92.7445449829,94.681854248,88.0744171143,92.6663589478,91.9361953735,93.0670623779,94.3277053833,89.8595581055,93.8570709229,85.66381073,92.185585022,91.8289108276,1909,88.34
119.818817139,128.238098145,117.156982422,122.165374756,116.221740723,116.531768799,128.058044434,123.536254883,113.356407166,126.010253906,120.381454468,130.044372559,118.82900238,121.202308655,119.694259644,124.859489441,112.047538757,116.992729187,122.97467804,120.624893188,126.77293396,122.284469604,114.13949585,119.614967346,132.06237793,121.085083008,121.507606506,117.559158325,113.978004456,116.900093079,116.758560181,120.36504364,126.607345581,113.023887634,122.959693909,123.102844238,119.813865662,117.762588501,1910,120.17
100.731956482,98.8512115479,94.0557022095,98.8805923462,104.881065369,97.468460083,96.1666641235,93.1716766357,97.9698104858,99.6577072144,92.9538040161,96.3695297241,101.083389282,101.462799072,109.5704422,100.437606812,109.538047791,101.262931824,100.766166687,100.612442017,102.216072083,94.1139678955,96.2975616455,97.6656265259,101.036872864,94.5139312744,100.752502441,92.3171157837,103.830932617,97.300163269,96.177482605,99.2030258179,94.6820831299,91.3213500977,97.1769180298,98.3285980225,100.192146301,96.4912109375,1911,87.21
97.3614807129,87.3903427124,95.609992981,93.9652481079,97.2952423096,95.1400222778,91.6267242432,95.3099746704,98.9823303223,89.1277999878,91.9483108521,94.6177978516,92.2074890137,96.3084335327,96.3134384155,92.6843566895,91.2181625366,96.614112854,96.3985290527,93.8358764648,90.4525985718,95.8694915771,97.1872940063,91.2423553467,94.3238830566,94.5553131104,93.8435592651,98.0484161377,93.1015930176,88.0088348389,89.0829620361,93.428352356,92.3170013428,92.9665527344,96.2687072754,93.6947860718,89.4498901367,96.2563171387,1913,93.42
111.825393677,112.356384277,112.611038208,110.978691101,110.415786743,108.27456665,110.927200317,111.623535156,114.744384766,115.347808838,111.090629578,110.300743103,105.275985718,114.481521606,106.638031006,105.840843201,117.801368713,109.483253479,113.293907166,112.869148254,111.460342407,108.593757629,111.261299133,108.777923584,112.133117676,111.007797241,104.755393982,106.791267395,115.937408447,113.493560791,105.703201294,110.544677734,108.03515625,106.662628174,107.274177551,113.175331116,109.471618652,111.555496216,1914,108.34
102.778846741,106.069625854,90.9056930542,96.4319458008,100.878044128,104.550476074,96.1797027588,93.4915542603,98.5743637085,105.718559265,94.1532745361,92.5991363525,96.3634338379,97.13331604,98.800743103,97.3942108154,97.7281494141,110.097389221,100.447891235,105.905937195,98.6861419678,98.7549591064,95.9785614014,94.8811645508,106.358337402,95.4114151001,104.499946594,101.18812561,95.3559494019,96.8299484253,99.2263336182,107.555274963,92.9687805176,105.346191406,104.313415527,107.002807617,98.2224273682,103.169845581,1919,90.35
90.9531402588,90.2119369507,98.3631973267,90.5604629517,93.0155410767,89.4041137695,92.0613021851,90.9352035522,91.4325485229,94.570854187,88.4113845825,85.984046936,93.1791381836,90.0858612061,87.4069671631,91.2850646973,93.9637527466,90.9809265137,93.528465271,90.3662338257,92.8123855591,91.3092803955,88.901184082,89.9498977661,91.3832092285,92.60912323,92.9089126587,94.4513092041,88.861541748,95.637802124,91.9101104736,93.0763626099,94.1959228516,89.4683914185,94.1355514526,86.5176086426,92.1928024292,91.9816207886,1921,88.71
111.645706177,114.317070007,112.895217896,113.508766174,107.183959961,113.404121399,109.083129883,111.466522217,116.282783508,113.134017944,108.433563232,108.266578674,111.310379028,108.888717651,113.667976379,103.986503601,117.462379456,111.195350647,114.099769592,116.410179138,120.974861145,112.703193665,105.84728241,107.856773376,112.146003723,112.437179565,111.408233643,114.781761169,119.094276428,118.09992218,113.350944519,113.201919556,109.62272644,111.747459412,105.891242981,118.475227356,108.833740234,110.189147949,1922,110.7
