ID,X0y,X1y,X2y,X3y,X5y,X6y,X8y
1903,91.48,94.285,92.53,100.175,99.2,99.51,105.72
1907,,96.52,92.45,93.59,99.2,95.89,100.68
1909,91.48,98.75,91.095,100.175,99.2,101.33,98.215
1911,91.85,97.87,93.115,100.175,99.2,98.31,103.54
1914,,93.93,,93.59,99.0,99.46,93.9
1921,91.48,98.75,91.095,100.175,99.2,95.89,98.215
1926,,96.62,104.97,100.105,99.0,99.46,101.47
1928,111.42,96.62,104.97,100.105,99.0,101.25,98.39
1931,91.46,95.98,95.81,93.59,99.0,101.33,97.91
1937,91.88,98.75,93.115,100.175,99.2,98.31,93.96
1939,91.46,94.21,96.455,93.59,99.2,101.33,94.09
1947,91.84,,93.25,100.175,99.2,99.51,94.85
1951,,93.93,95.81,93.59,99.0,95.65,99.52
1956,91.84,96.62,93.03,100.105,99.0,98.28,104.73
1961,91.85,102.11,93.115,100.175,99.2,99.51,106.005
1964,101.25,98.67,105.03,100.105,99.0,98.28,104.87
1967,92.53,98.67,91.03,100.105,99.0,98.28,94.26
1974,111.42,101.91,104.97,100.105,99.0,99.955,101.47
1980,110.325,101.91,104.97,106.625,99.0,98.28,105.905
1984,101.25,104.45,105.03,93.59,99.0,101.25,97.03
1986,91.48,94.285,91.095,100.175,99.2,98.31,107.79
1990,91.88,98.75,93.03,100.175,99.2,100.045,98.84
1992,110.32,95.98,93.25,100.105,99.0,99.955,93.77
1995,92.55,104.45,93.4,100.175,99.2,101.33,98.84
1998,111.42,101.91,105.03,100.105,99.0,98.28,106.005
2005,91.325,98.75,93.03,100.175,99.2,99.51,98.47
2011,,104.45,105.03,100.175,99.2,,94.09
2014,,,105.03,106.625,99.0,,97.91
2016,,101.91,104.97,100.105,99.0,101.25,94.26
2019,92.58,96.52,,106.625,99.2,99.51,98.215
2021,91.85,102.11,93.115,100.175,99.2,98.31,106.005
2027,91.85,102.11,93.115,100.175,99.2,99.51,97.95
2029,92.34,98.35,105.03,93.6,99.2,101.33,98.33
2038,91.325,,108.83,100.175,99.2,99.51,107.79
2041,,95.98,93.25,100.175,99.0,99.46,97.555
2045,92.53,98.75,91.03,98.44,99.2,98.31,98.84
2048,111.42,101.91,104.97,100.105,99.0,93.62,99.52
2050,110.03,98.67,104.97,106.555,99.0,101.25,97.03
2052,91.97,94.285,91.095,100.175,99.2,98.31,93.96
2057,92.55,104.45,105.03,93.6,99.2,,105.72
2061,,,104.97,106.555,99.0,101.25,97.03
2065,110.03,98.67,104.97,106.555,99.0,101.25,97.03
2069,76.805,98.35,,93.6,99.2,100.045,99.54
2071,110.325,101.91,104.97,100.105,99.0,99.955,98.495
2078,91.48,98.75,93.115,98.44,99.2,101.47,100.68
2081,111.42,96.62,104.97,100.105,99.0,98.28,99.52
2084,91.88,94.285,105.03,100.175,99.2,99.51,93.715
2088,91.46,98.75,91.03,98.44,99.2,101.33,102.0
2090,91.325,98.75,92.45,98.44,99.2,100.045,97.95
2095,101.25,98.67,105.03,98.11,99.0,101.25,93.77
2097,,93.93,93.25,93.59,99.0,98.28,107.79
2100,92.55,102.11,93.115,100.175,99.2,101.47,98.215
2108,,,91.03,93.6,99.2,98.31,96.79
2111,111.4,104.26,108.23,100.105,99.0,101.25,98.39
2113,110.325,,104.97,100.105,99.0,95.65,99.52
2121,111.42,101.91,104.97,100.105,99.0,99.955,103.47
2125,101.26,95.98,108.83,93.59,99.0,98.28,99.42
2131,101.26,105.67,105.03,100.175,99.2,95.65,98.47
2134,92.34,98.35,105.03,93.6,99.2,99.51,99.66
2137,101.44,98.16,105.03,93.59,99.0,99.955,101.47
2143,101.26,98.75,91.03,98.44,99.2,99.51,97.555
2145,110.32,98.67,,106.555,99.0,98.28,105.905
2148,91.97,94.285,93.115,100.175,99.2,100.045,98.33
2150,,,91.03,93.59,99.2,98.31,95.75
2153,,,105.03,100.105,98.875,98.28,97.85
2155,,,104.97,,98.875,100.0,94.26
2158,,94.21,93.4,93.6,99.34,99.51,98.47
2161,,93.93,95.81,93.59,98.875,95.65,103.9
2165,,,91.095,93.6,99.34,98.31,96.79
2169,91.48,96.52,91.095,93.6,99.34,101.47,107.79
2172,110.03,94.225,104.97,100.105,98.875,101.25,104.73
2177,110.32,98.67,,106.555,98.875,93.62,99.34
2181,,95.98,93.25,98.11,98.875,95.65,93.77
2183,111.4,101.91,104.97,98.11,98.875,99.955,105.905
2186,,104.26,,106.555,98.875,99.46,104.73
2188,76.805,98.35,77.085,93.6,99.34,98.31,97.95
2193,,98.35,105.03,100.175,99.34,99.51,104.87
2196,110.32,105.66,104.97,100.105,98.875,98.28,97.72
2198,114.83,98.16,115.325,100.105,98.875,99.46,101.47
2202,91.88,94.285,91.03,100.175,99.34,100.045,99.54
2207,114.63,98.16,114.73,100.105,98.875,99.46,101.47
2210,91.88,98.75,93.03,98.11,99.34,99.51,97.91
2212,92.58,94.21,96.455,93.6,99.34,94.83,100.68
2221,110.325,96.62,108.83,100.105,98.875,99.46,98.67
2227,114.63,98.16,114.73,100.105,98.875,99.46,101.47
2229,110.32,98.67,,106.555,98.875,98.28,105.905
2232,92.34,98.16,105.03,93.59,98.875,99.955,105.72
2239,92.55,98.35,105.03,93.6,99.34,101.33,98.33
2243,91.85,102.11,93.115,100.175,99.34,99.51,102.0
2245,91.46,94.21,96.455,93.6,99.34,101.33,94.09
2247,92.55,102.11,93.115,100.175,99.34,99.51,98.33
2255,91.37,104.45,91.095,100.175,99.34,98.31,98.84
2260,91.84,97.87,105.03,100.175,99.34,101.33,99.54
2263,,102.11,105.03,100.175,99.34,98.31,99.54
2267,92.55,98.35,93.4,93.6,99.34,101.33,98.16
2270,101.25,94.225,,100.105,98.875,95.65,105.67
2276,,104.26,95.81,98.11,98.875,99.955,99.52
2281,110.1,98.67,104.97,98.11,98.875,99.46,96.03
2285,,104.45,95.81,98.44,99.34,93.62,99.365
2287,110.325,101.91,95.81,98.11,98.875,93.62,97.555
2293,92.53,94.225,,106.625,99.34,101.47,98.13
2295,,98.75,91.095,100.175,99.34,95.89,104.87
2302,76.835,,77.135,93.6,99.34,95.89,94.375
2307,101.25,105.67,105.03,100.105,98.875,99.46,97.72
2313,92.34,98.35,105.03,93.59,99.34,101.33,98.33
2315,,104.45,93.4,93.6,99.34,99.51,97.95
2318,110.325,98.16,104.97,93.59,98.875,99.955,97.85
2320,91.88,94.285,93.115,100.175,99.34,94.83,102.0
2324,92.58,98.75,91.095,100.175,99.34,95.89,105.72
2328,,98.75,91.03,98.44,99.34,99.51,105.72
2339,91.46,98.67,91.03,98.11,98.875,101.33,94.26
2343,110.255,104.26,108.23,100.105,98.875,101.25,104.73
2346,110.36,98.67,104.97,98.11,98.875,100.0,97.85
2348,110.1,105.66,,100.105,98.875,99.46,97.555
2353,111.42,104.26,,106.555,98.875,100.0,98.28
2359,,98.67,,100.105,98.875,99.46,97.555
2363,110.32,98.67,,100.105,98.875,100.0,105.905
2367,,104.26,95.81,100.105,98.875,99.955,103.47
2372,91.415,98.35,105.03,93.6,99.34,99.51,99.365
2377,91.46,96.52,108.83,93.59,99.34,101.33,98.47
2380,92.58,98.75,91.095,100.175,99.34,99.51,99.365
2384,110.255,98.16,104.97,93.59,98.875,98.28,99.52
2388,111.4,101.91,104.97,98.11,98.875,99.46,105.905
2393,,98.35,93.4,93.6,99.34,99.51,98.84
2395,,102.11,105.03,98.44,99.34,98.31,98.16
2397,91.415,98.35,105.03,93.59,99.34,98.31,94.375
2405,,98.67,104.97,102.635,98.875,101.25,97.85
2410,,94.21,105.03,93.6,99.34,99.51,103.54
2414,101.64,104.45,105.03,98.11,99.055,98.28,103.54
2417,92.53,98.75,91.03,98.44,99.34,98.31,94.26
2419,91.97,98.75,105.03,100.175,99.34,101.47,104.87
2424,92.34,98.35,105.03,93.6,99.34,100.045,98.33
2427,101.44,104.26,95.81,98.11,98.875,93.62,103.47
2429,,101.91,104.97,98.11,98.875,98.28,93.77
2431,110.255,,104.97,93.59,98.875,98.28,104.73
2437,91.48,104.45,92.53,93.6,99.34,101.33,99.66
2441,91.46,96.52,96.455,93.59,99.34,101.33,99.66
2445,110.1,94.225,93.03,100.105,98.875,99.46,98.67
2448,92.34,98.16,104.97,93.59,98.875,99.955,97.72
2451,101.25,98.67,105.03,100.105,98.875,99.46,101.47
2453,76.805,,105.03,100.175,99.34,99.51,107.79
2457,101.44,,105.03,100.105,98.875,98.28,93.77
2461,91.64,98.35,105.03,93.6,99.34,101.47,103.54
2464,110.36,98.67,,102.635,98.875,99.955,105.905
2467,91.97,94.285,91.095,100.175,99.34,99.51,99.54
2471,91.97,98.75,,100.175,99.34,99.51,98.215
2473,,,104.97,100.105,98.875,98.28,93.71
2476,91.64,102.11,105.03,98.44,99.34,99.51,95.22
2479,110.03,98.67,,100.105,98.875,,97.03
2483,92.34,102.11,93.25,98.11,98.875,99.46,97.555
2485,101.44,96.62,104.97,100.105,98.875,101.25,98.39
2487,92.58,98.75,91.03,100.175,99.34,101.33,98.84
2491,92.34,102.11,105.03,98.44,99.34,95.65,105.72
2494,91.48,98.75,91.095,100.175,99.34,98.31,94.375
2498,,,93.4,100.175,99.34,,103.54
2501,92.58,98.75,91.095,100.175,99.34,98.31,98.84
2503,,,104.97,93.59,98.875,99.46,97.85
2506,111.4,101.91,104.97,98.11,98.875,99.955,99.34
2512,111.42,104.26,,106.625,98.875,98.28,98.28
2516,101.25,95.98,104.97,93.59,98.875,99.955,97.72
2522,92.53,98.75,91.03,100.175,99.34,98.31,98.84
2526,111.4,101.91,104.97,98.11,98.875,98.28,93.77
2528,,94.285,93.4,100.175,99.34,,106.005
2532,91.415,94.21,96.455,93.59,98.51,98.31,93.71
2536,76.805,102.11,,93.6,98.51,,102.0
2539,92.55,102.11,105.03,100.175,98.51,98.31,102.0
2541,92.34,98.16,104.97,93.59,98.39,101.25,97.72
2543,,,93.4,100.175,98.51,98.31,107.79
2546,110.255,98.16,104.97,93.59,98.39,99.955,104.73
2548,110.255,104.26,108.23,100.105,98.39,101.25,105.905
2550,110.1,98.67,104.97,100.105,98.39,101.25,97.03
2552,91.88,105.66,93.25,100.105,98.39,98.28,103.47
2555,101.44,101.91,104.97,100.105,98.39,98.28,98.495
2566,91.84,102.11,93.03,100.175,98.51,98.31,98.33
2569,101.26,98.75,105.03,106.625,98.51,99.51,99.54
2571,101.25,98.67,93.03,100.105,98.39,99.46,94.85
2574,110.32,98.67,,102.635,98.39,93.62,105.905
2584,110.255,,,100.105,98.39,99.46,98.67
2586,101.44,,104.97,100.105,98.39,101.25,101.47
2592,,94.225,93.25,100.175,98.51,100.045,106.005
2595,111.4,101.91,104.97,100.105,98.39,99.46,94.85
2601,92.34,,,100.175,98.51,,94.26
2609,110.32,98.67,,102.635,98.39,98.28,105.905
2611,92.58,96.52,93.4,106.625,98.51,95.89,98.16
2616,,104.45,,106.625,98.51,101.47,98.16
2619,,98.67,,100.105,98.39,98.28,98.67
2622,91.97,98.75,105.03,100.175,98.51,99.51,99.54
2626,91.325,94.225,91.03,100.175,98.51,99.51,106.005
2631,111.42,,93.25,100.105,98.39,98.28,93.77
2634,92.53,96.52,,106.625,98.51,99.51,98.215
2637,92.53,94.225,93.25,100.105,98.39,101.25,97.72
2641,92.58,98.75,91.03,100.175,98.51,98.31,98.84
2645,92.55,98.35,105.03,93.6,98.51,100.045,98.33
2651,92.55,98.35,96.455,93.6,98.51,94.83,98.33
2656,91.97,98.75,93.4,100.175,98.51,98.31,98.215
2660,91.84,98.35,93.25,93.59,98.51,98.31,94.26
2666,91.88,94.225,93.25,100.105,98.39,93.62,105.905
2668,91.46,98.75,91.03,100.175,98.51,99.51,97.95
2673,,96.62,,100.105,98.39,98.28,97.91
2676,,96.62,,100.105,98.39,98.28,98.67
2680,92.34,96.62,93.25,102.985,98.39,93.62,104.87
2682,,,91.095,100.175,98.51,100.045,98.84
2687,92.58,98.75,91.095,100.175,98.51,99.51,102.0
2692,101.25,105.66,104.97,100.105,98.39,99.46,97.91
2696,110.325,98.16,104.97,93.59,98.39,99.955,105.67
2700,101.44,101.91,105.03,98.11,98.39,98.28,105.72
2702,111.4,101.91,104.97,99.11,98.39,101.25,93.9
2706,92.53,96.52,,93.6,98.51,100.045,107.79
2708,91.48,98.75,91.095,100.175,98.51,101.33,99.365
2719,91.48,98.75,105.03,98.44,98.51,98.31,106.005
2723,92.58,,,93.6,98.51,98.31,95.22
2725,76.835,,77.135,93.6,98.51,95.89,98.33
2729,101.64,102.11,105.03,100.175,98.51,98.31,99.365
2733,114.83,98.16,115.325,100.105,98.39,101.25,101.47
2740,91.48,98.75,92.53,99.27,98.51,95.89,98.47
2742,91.97,94.285,91.095,102.985,98.51,98.31,96.52
2744,92.53,98.75,105.03,98.44,98.51,99.51,98.84
2747,110.36,98.67,,102.635,98.39,,99.34
2750,92.34,104.45,105.03,93.59,98.51,100.045,99.54
2755,92.55,,93.4,93.6,98.51,98.31,98.215
2761,91.48,94.285,92.53,102.985,98.51,100.045,98.215
2766,91.97,98.75,,98.44,98.51,95.89,98.215
2768,92.34,98.16,105.03,93.59,98.39,100.045,97.72
2772,91.97,98.75,93.115,99.27,98.51,100.045,98.47
2775,110.36,98.67,104.97,102.635,98.39,101.25,104.73
2781,110.325,104.26,108.83,102.635,98.39,101.25,105.95
2785,110.325,101.91,104.97,99.11,98.39,99.955,105.905
2788,,,,106.555,98.39,93.62,105.905
2791,114.63,98.16,115.225,100.105,98.39,99.46,106.77
2794,92.34,98.35,105.03,93.6,98.51,101.33,98.33
2796,91.84,97.87,93.03,100.175,98.51,99.51,98.13
2803,110.325,,93.03,102.635,98.39,99.46,98.67
2806,92.53,98.75,92.45,99.27,98.51,99.51,98.16
2813,110.1,98.67,104.97,100.105,98.39,101.25,97.03
2819,,,104.97,102.635,98.39,98.28,98.67
2827,92.58,94.285,,100.175,98.51,99.51,105.72
2830,110.325,101.91,104.97,99.11,98.39,100.0,97.85
2832,91.46,98.75,105.03,100.175,98.51,98.31,100.68
2836,101.26,98.67,,100.105,98.39,101.33,97.555
2843,110.03,98.67,104.97,100.105,98.39,99.955,104.73
2845,,98.35,93.4,106.625,98.51,95.89,98.16
2852,110.36,98.67,,99.11,98.39,99.46,99.34
2856,,96.62,104.97,102.635,98.39,100.0,96.03
2859,91.37,98.75,91.03,100.175,98.51,99.51,94.09
2862,101.26,105.67,105.03,102.985,98.51,99.51,98.47
2869,91.48,94.285,105.03,102.985,98.51,99.51,105.72
2872,110.29,98.16,104.97,,98.39,99.955,105.67
2874,110.1,94.225,93.25,102.635,98.39,101.25,105.905
2876,,95.98,93.25,98.44,98.51,101.47,98.47
2881,91.88,94.225,105.03,100.105,98.39,98.28,97.72
2894,110.03,94.225,93.03,100.105,98.39,99.46,98.67
2896,111.4,101.91,104.97,100.105,98.39,99.46,106.77
2902,76.835,98.35,77.135,93.6,98.51,99.51,98.16
2904,110.325,98.16,104.97,93.59,98.39,99.46,104.73
2906,110.325,101.91,104.97,99.11,98.39,99.955,105.67
2908,101.64,98.35,105.03,93.59,98.51,100.045,99.365
2915,76.835,,77.135,100.175,98.51,95.89,105.72
2917,110.255,101.91,77.085,99.11,98.39,99.46,101.47
2928,92.58,98.75,105.03,102.985,98.51,99.51,98.13
2931,,,,100.175,98.51,99.51,98.47
2935,91.46,93.93,95.81,93.59,98.39,101.33,93.9
2938,110.03,98.67,93.03,100.105,98.39,99.46,97.72
2940,114.63,104.26,,,98.39,99.955,99.52
2946,91.97,98.75,,100.175,102.5,98.31,93.96
2948,91.88,94.225,92.45,100.175,102.5,101.33,99.365
2952,91.48,98.75,91.055,100.175,102.5,95.89,98.16
2958,91.97,98.75,91.03,100.175,102.5,98.31,94.375
2961,,101.91,104.97,100.105,102.42,98.28,93.9
2970,110.32,98.67,93.25,100.105,102.42,93.62,97.03
2976,91.64,102.11,105.03,99.27,102.5,98.31,98.215
2979,91.325,94.225,93.25,100.105,102.42,98.28,97.72
2988,101.64,96.62,93.03,102.985,102.5,98.28,97.72
2994,110.325,98.16,104.97,106.555,102.42,101.25,97.85
2998,,95.98,93.25,100.105,102.42,95.65,93.77
3000,,93.93,95.81,93.59,102.5,95.65,96.03
3003,,,93.115,100.175,102.5,94.83,98.215
3008,91.88,96.52,93.4,100.175,102.5,99.51,98.215
3012,92.34,98.35,93.25,93.59,102.5,95.65,98.16
3019,110.36,94.225,93.25,102.635,102.42,99.46,97.85
3022,76.835,,105.03,93.6,102.5,99.51,100.68
3025,92.55,102.11,105.03,99.27,102.5,98.31,103.54
3027,110.255,104.26,108.23,100.105,102.42,101.25,105.905
3031,114.63,98.16,114.73,100.105,102.42,100.0,101.47
3034,92.34,104.45,105.03,106.625,102.5,,106.005
3036,76.835,104.45,77.135,93.6,102.5,98.31,98.84
3038,110.255,,104.97,93.59,102.42,99.955,105.905
3045,,94.21,96.455,93.6,102.5,100.045,96.79
3048,,105.66,,100.105,102.42,99.46,105.905
3050,114.63,98.16,114.73,100.105,102.42,99.46,101.47
3052,76.805,98.35,77.085,93.6,102.5,98.31,98.16
3054,110.03,105.66,93.25,100.105,102.42,101.25,94.85
3060,91.46,94.285,92.45,100.175,102.5,99.51,105.72
3064,91.84,101.91,105.03,102.635,102.42,99.46,107.79
3070,110.325,98.16,104.97,93.59,102.42,98.28,104.73
3075,111.42,,104.97,102.635,102.42,98.28,95.75
3078,111.4,,93.25,102.635,102.42,100.0,93.71
3080,91.97,94.285,93.115,102.985,102.5,98.31,102.0
3083,76.835,98.35,105.03,93.6,102.5,95.89,95.22
3087,,,77.085,102.985,102.5,95.89,95.22
3090,,,93.25,100.105,102.42,95.65,98.04
3099,92.53,94.225,91.03,102.635,102.42,98.28,97.85
3101,,,96.455,93.59,102.5,98.31,93.96
3104,91.97,94.285,93.115,102.985,102.5,98.31,94.375
3107,110.255,98.16,108.23,93.59,102.42,99.955,94.26
3110,111.42,101.91,104.97,99.11,102.42,99.955,105.905
3118,110.255,98.16,104.97,93.59,102.42,99.955,101.47
3120,92.55,102.11,93.115,102.985,102.5,98.31,99.365
3131,91.97,94.285,93.4,102.985,102.5,99.51,106.005
3136,,95.98,104.97,93.59,102.42,99.46,94.85
3141,101.44,98.16,105.03,,102.5,99.46,106.005
3143,91.46,96.52,91.03,93.6,102.5,101.47,103.9
3154,76.805,,93.115,100.175,102.5,99.51,99.54
3158,110.03,98.67,104.97,100.105,102.42,99.46,97.85
3164,101.44,98.16,105.03,106.625,102.42,93.62,103.54
3167,76.835,,105.03,93.6,102.5,99.51,93.96
3169,,,95.81,93.59,102.42,98.28,97.555
3171,114.63,98.16,114.73,100.105,102.42,101.25,101.47
3175,110.325,104.26,108.83,100.105,102.42,,105.905
3180,,,93.25,100.175,102.5,98.31,98.16
3182,114.83,98.16,115.325,100.105,102.42,98.28,101.47
3185,76.835,102.11,105.03,93.6,102.5,99.51,102.0
3191,92.34,101.91,93.25,102.635,102.42,99.46,101.47
3196,,95.98,93.25,100.175,102.5,99.51,97.91
3203,,93.93,93.25,93.59,102.5,99.46,107.79
3209,91.88,98.75,93.03,100.175,102.5,98.31,98.47
3217,,102.11,105.03,100.175,102.5,100.045,93.925
3222,101.25,105.67,105.03,102.985,102.42,95.65,97.91
3224,114.83,98.16,115.325,100.105,102.42,101.25,101.47
3230,110.03,98.67,104.97,102.635,102.42,101.25,97.03
3235,114.63,98.16,114.73,100.105,102.42,99.46,101.47
3241,,98.67,104.97,106.555,102.42,98.28,103.47
3243,110.255,98.16,108.23,93.59,102.42,99.955,94.26
3245,101.25,105.66,104.97,102.635,102.42,95.65,97.91
3248,92.53,98.67,91.03,100.105,102.42,99.46,94.26
3251,101.25,105.66,104.97,100.105,102.42,99.46,97.91
3259,101.44,98.16,105.03,93.59,102.42,,101.47
3261,101.26,94.225,105.03,100.175,102.5,99.51,98.67
3268,101.25,94.225,105.03,100.105,102.5,99.46,101.47
3271,92.55,98.35,93.4,93.6,102.5,100.045,98.215
3276,92.58,98.75,105.03,100.175,102.5,99.51,103.54
3281,91.88,94.225,93.03,102.635,102.42,98.28,105.905
3284,101.26,98.67,105.03,100.175,102.5,99.51,97.555
3289,92.34,104.26,93.25,100.105,102.42,101.25,97.72
3293,91.46,96.52,92.53,93.6,102.5,98.31,99.66
3295,91.97,94.285,93.4,102.985,102.5,99.51,98.13
3297,91.46,95.98,92.45,93.59,102.42,99.46,96.03
3301,92.53,98.75,91.03,100.175,102.5,100.045,102.0
3306,101.64,98.35,105.03,93.59,102.5,100.045,98.84
3310,110.1,98.67,,100.105,102.42,95.65,98.28
3312,110.03,94.225,104.97,102.635,102.42,99.955,97.555
3315,,96.52,92.53,93.6,102.5,99.51,94.09
3323,110.325,101.91,104.97,100.105,102.42,100.0,99.52
3327,110.325,,93.25,100.105,102.42,99.46,98.04
3332,91.48,98.75,91.095,100.175,102.5,100.045,98.16
3334,91.97,98.75,,106.625,102.5,95.89,98.13
3342,110.255,96.62,104.97,100.105,100.48,98.28,103.47
3345,101.25,95.98,108.83,93.59,100.48,95.65,99.34
3349,110.255,101.91,104.97,100.105,100.48,99.46,97.85
3353,91.88,,93.03,100.175,100.88,98.31,98.47
3357,92.55,102.11,105.03,100.175,100.88,99.51,102.0
3362,92.53,95.98,108.83,93.59,100.88,98.31,94.26
3364,92.34,98.35,105.03,93.6,100.88,100.045,98.33
3366,,98.35,93.4,93.6,100.88,100.045,97.95
3368,,104.45,,106.625,100.88,101.47,98.16
3370,92.53,96.52,93.25,100.175,100.88,93.62,98.47
3375,110.325,98.16,104.97,93.59,100.48,98.28,105.905
3379,92.58,105.67,93.4,100.175,100.88,99.51,103.9
3383,,98.16,104.97,106.555,100.48,,94.85
3385,92.58,98.75,105.03,100.175,100.88,95.89,96.79
3388,92.58,,91.095,100.175,100.88,95.89,106.005
3392,92.53,98.67,91.03,100.105,100.86,99.46,102.0
3401,101.64,102.11,105.03,102.985,100.88,95.65,99.66
3403,92.53,,95.81,93.59,100.48,99.955,98.04
3406,92.53,98.75,105.03,106.625,100.88,99.51,93.77
3410,91.415,98.35,93.4,93.6,100.88,99.51,93.96
3412,92.53,94.285,105.03,100.175,100.88,98.31,105.72
3414,91.46,96.52,105.03,93.59,100.88,101.33,98.84
3416,101.25,105.67,105.03,102.635,100.48,95.65,97.91
3418,,98.67,,100.175,100.88,98.28,93.71
3422,110.255,101.91,104.97,100.105,100.48,98.28,105.67
3424,101.26,105.67,105.03,100.175,100.88,98.31,105.72
3430,91.46,98.67,104.97,106.625,100.48,99.46,98.28
3433,91.64,,96.455,93.6,100.88,100.045,94.375
3437,91.415,98.35,105.03,93.6,100.88,100.045,105.72
3440,76.805,98.35,77.085,93.6,100.88,98.31,98.16
3448,,94.285,91.095,100.175,100.88,99.51,99.365
3451,110.325,104.26,108.83,100.105,100.48,101.25,105.905
3454,111.4,,93.25,100.105,100.48,99.46,93.71
3456,110.255,104.26,95.81,100.105,100.48,93.62,93.9
3459,92.55,98.35,105.03,93.6,100.88,98.31,98.16
3471,91.88,94.225,93.03,100.105,100.48,98.28,102.0
3477,92.58,94.285,,100.175,100.88,98.31,98.33
3481,91.46,96.52,93.4,93.6,100.88,95.89,96.79
3486,111.4,,108.23,100.105,100.48,93.62,106.77
3490,110.32,94.225,,106.555,100.48,99.955,97.85
3492,101.26,98.67,105.03,106.625,100.88,101.33,99.34
3494,101.25,105.66,104.97,102.635,100.48,99.46,97.91
3498,101.25,98.67,104.97,100.105,100.48,99.955,93.77
3503,91.88,94.285,93.4,100.175,100.88,,106.005
3506,91.37,98.75,92.53,100.175,100.88,98.31,98.215
3509,110.32,98.67,,100.105,100.48,95.65,97.03
3513,91.84,,95.81,100.105,100.48,98.28,97.85
3516,110.32,94.225,,100.105,100.48,101.25,104.73
3520,76.805,,,100.175,100.88,99.51,95.22
3522,91.85,98.35,105.03,106.625,100.88,95.89,98.16
3524,110.03,94.225,104.97,100.105,100.48,99.46,105.67
3527,91.415,102.11,93.4,100.175,100.88,101.33,93.96
3542,110.255,,104.97,93.59,100.48,98.28,103.47
3544,91.88,,,93.59,100.48,98.28,98.39
3548,110.325,98.16,104.97,93.59,100.48,99.955,105.67
3552,,98.67,104.97,100.105,100.48,101.25,98.04
3556,,101.91,104.97,100.105,100.48,99.46,97.85
3566,110.1,98.67,104.97,100.105,100.48,101.25,94.26
3569,110.03,94.225,,100.105,100.48,100.0,105.905
3573,,98.67,95.81,100.105,100.48,99.955,98.67
3580,,104.26,,102.635,100.48,99.46,104.73
3582,110.03,98.67,104.97,100.105,100.48,101.25,98.495
3588,76.835,,,100.175,100.88,99.51,99.365
3590,,98.16,95.81,93.59,100.48,99.955,104.73
3592,110.325,101.91,104.97,100.105,100.48,99.955,105.67
3597,101.26,98.67,105.03,106.625,100.88,99.51,99.66
3603,110.325,101.91,104.97,100.105,100.48,98.28,105.67
3606,91.46,93.93,96.455,93.59,100.88,98.31,93.9
3608,91.415,98.35,105.03,93.59,100.88,99.51,99.54
3613,91.46,,92.45,93.59,100.48,99.46,96.03
3622,,95.98,,93.59,100.48,98.28,93.71
3624,,98.67,105.03,100.105,100.88,101.33,98.04
3628,101.25,94.225,104.97,100.105,100.48,101.25,97.72
3635,91.48,94.285,91.095,100.175,100.88,98.31,106.005
3638,,104.26,95.81,100.105,100.48,99.955,106.77
3643,,,91.03,93.59,100.88,98.31,96.79
3650,92.55,102.11,93.115,100.175,100.88,100.045,99.365
3652,91.88,,93.115,100.175,100.88,98.31,98.16
3657,110.03,98.67,104.97,100.105,100.48,98.28,98.67
3661,110.03,98.67,104.97,100.105,100.48,99.46,97.72
3664,101.25,,105.03,,100.48,99.46,95.75
3667,111.42,101.91,93.25,100.105,100.48,98.28,98.04
3670,110.325,104.26,108.23,100.105,100.48,99.46,105.905
3676,110.36,105.66,93.25,100.105,100.48,98.28,99.52
3678,110.255,98.16,104.97,106.555,100.48,99.955,97.72
3680,110.325,101.91,104.97,100.105,100.48,99.46,93.71
3684,101.26,105.67,105.03,100.175,100.88,95.65,97.91
3688,,94.21,93.4,93.6,100.88,99.51,95.22
3690,91.64,102.11,105.03,106.625,100.88,98.31,98.16
3693,111.4,101.91,104.97,100.105,100.48,98.28,97.85
3697,,,104.97,100.105,100.48,99.46,96.03
3700,91.97,94.285,93.115,100.175,100.88,101.47,102.0
3702,92.55,102.11,105.03,106.625,100.88,94.83,98.33
3704,92.55,104.45,96.455,100.175,100.88,94.83,103.54
3711,101.25,94.225,104.97,100.105,100.48,98.28,97.72
3714,91.48,94.285,91.095,100.175,100.88,99.51,98.16
3718,91.46,98.75,91.03,100.175,100.88,99.51,94.26
3721,92.53,104.45,91.03,93.59,100.88,101.33,107.79
3724,91.85,102.11,105.03,100.175,100.88,98.31,103.9
3727,110.325,104.26,108.23,100.105,100.48,101.25,104.73
3732,92.58,94.285,,106.625,100.88,99.51,106.005
3734,,104.45,105.03,100.175,100.88,99.51,99.66
3738,,104.26,,106.625,100.48,100.0,97.03
3742,91.88,94.285,105.03,100.175,98.31,99.51,98.84
3748,91.48,94.285,91.095,100.175,98.31,99.51,93.925
3750,110.32,94.225,93.25,100.105,98.16,101.25,106.77
3754,110.325,104.26,108.83,100.105,98.16,101.25,105.905
3756,111.4,101.91,104.97,100.105,98.16,99.46,105.905
3758,110.32,94.225,104.97,106.555,98.16,98.28,106.77
3764,110.36,98.67,93.25,100.105,98.16,99.46,98.04
3767,,98.35,93.4,93.6,98.31,95.89,98.16
3772,76.835,104.45,77.135,93.6,98.31,100.045,98.84
3777,,104.26,91.03,100.105,98.16,99.46,93.9
3787,76.805,102.11,105.03,93.6,98.31,98.31,93.925
3791,101.25,98.67,105.03,100.105,98.16,99.46,98.67
3794,91.48,98.75,92.53,100.175,98.31,99.51,98.47
3799,91.37,94.285,93.4,100.175,98.31,98.31,106.005
