x_mselgY6_,x_mselgY4_,x_mse_expY3_,gblinear4_,xMSE45_4_,lasso_0.01_,xMSE45_2_,x_mse_expY5_,xMSE210_,xMSE420_7_,keras_MSE3_lg_relu,xMSE45_7_,x_mse_sqrY3_,gblinear6_,x_mse_sqrY5_,lasso_0.05_,x_mse_expY4_,x_mselgY5_,lasso_0.3_,I,xMSE45_10_,gblinear5_,gblinear3_,keras_MSE3_None_relu,lasso_0.5_,x_mse_expY6_,lasso_0.1_,xMSE25_,keras_MSE3_sqr_relu,keras_MAE3_None_relu,xMSE22_,keras_MAE3_lg_relu,xMSE420_10_,x_mselgY3_,xMSE420_2_,xMSE420_4_,x_mse_sqrY4_,x_mse_sqrY6_,ridge_20.0_,ridge_30.0_,ridge_40.0_,ID
110.796367264,111.376741218,109.763796425,107.7735075,110.867280197,111.628927133,111.746308263,110.08803978,109.51714592,110.116540782,111.878790203,109.95900739,111.590801239,107.875492287,111.181048393,113.218038761,110.025548935,111.163471794,113.698546249,992.0,109.417139816,107.798019218,107.792115212,110.837452939,112.82866703,110.125548744,113.234975747,110.227298164,110.170174047,110.043667241,110.288666344,110.8559229,109.901824316,111.516587257,111.755224864,110.853162893,111.359583092,110.776460266,110.179649503,110.570344882,110.815064863,992
93.6914617538,93.8217317581,94.4656560898,91.3365341186,93.854715093,91.8680434265,93.7033941905,93.86992836,93.8909900665,94.2098907471,95.0954497488,93.7386351267,94.0805496216,91.229968071,94.0408374787,93.0740242454,94.1357631683,93.7604734421,95.5352105497,996.0,93.7486370087,91.2441837311,91.2925825119,93.9376841093,96.7390169227,93.6684373856,93.8012585014,94.3571907044,94.0451521623,93.021569503,94.7705629349,93.4092162283,94.2093158722,93.8273138046,93.7812957764,94.155074056,94.0589567185,93.9042037964,91.6519742696,91.8582942256,92.03546328,996
111.769121361,111.77856617,110.685583115,121.220557594,111.753723907,113.010315043,111.732086436,111.391133499,111.939263535,112.140487671,116.656025334,111.937063344,111.918467903,120.255656815,112.100460434,112.257518265,111.212999725,111.8421175,111.199483282,999.0,111.991285833,120.816537476,120.603778267,114.65791883,110.698201466,111.581517601,111.60866009,111.967828178,115.233793359,113.114800503,112.016803551,114.082174602,112.267476527,111.679468918,111.874200058,111.927325567,111.919717598,111.918517685,114.072189295,114.100448248,114.10912785,999
94.3934516907,94.5274227142,94.3609704971,83.8173171043,94.1257535299,93.1862030024,94.2251590729,94.1609945297,93.4539352417,94.088340505,93.1793510035,94.0903915405,94.655979538,83.9408653259,94.6056131363,95.8537102822,94.1186717987,94.4900186539,98.0498515033,1000.0,93.9891328176,83.9047626495,83.9121455193,91.8465443661,98.4542001539,94.5461648941,96.4826121033,93.8592445374,91.7030999033,91.0623365703,94.4842561722,91.3314447905,93.9974099477,94.5989786148,94.2344539642,94.1750546773,94.5745479584,94.4452978134,92.5579173948,93.1386684606,93.5471938365,1000
111.340513992,111.598863602,110.581907272,112.949423027,111.609149933,112.392811572,111.68018074,110.910172272,111.802516556,111.571119308,112.155010023,112.040563583,111.844969177,112.873321724,111.666494369,111.786471502,110.822106552,111.481969071,111.030238535,1001.0,112.466866048,112.931720924,112.948775291,112.281014292,110.288025166,111.040199471,111.338007889,111.439511681,112.679393969,110.709694109,111.924504852,111.809323562,111.694277064,111.625754929,111.64654096,111.414557648,111.697754478,111.46496067,112.236566013,112.103037583,111.9807056,1001
91.5899301529,92.0170389175,93.1842653274,92.9303909302,91.8825394948,91.6261961191,92.6586097717,92.9215127945,92.2389047622,91.5692368825,91.9744794745,91.5382570903,92.5001703262,93.0008796692,91.9094678879,92.2296261795,93.1024011612,91.7832366943,91.419900138,1002.0,91.4433354696,93.0053014755,92.9534013748,90.7818262201,92.189134416,92.7482601166,92.0453761043,92.1912120819,91.498569087,90.9420565555,92.8211584091,91.4485495718,91.5447113037,92.2989748001,92.5480143229,91.8174425761,92.1540641785,91.6741027832,91.2647503731,91.1053734003,90.9997738289,1002
111.280373192,111.708831024,110.531653214,111.988371849,110.997719574,112.070795227,111.657143021,110.581078911,110.344495964,110.379220963,111.137937646,110.248080317,111.943898392,112.110462761,111.629611969,112.245379677,110.65377121,111.525400925,111.505695785,1003.0,109.804322306,112.088646507,112.050007629,111.159457558,110.850775084,110.544587898,111.860731824,111.422731018,110.597510087,110.616517117,112.343316078,111.6883824,110.095478058,111.752899361,111.769242223,110.92772433,111.774065208,111.320177841,111.896654548,111.854701088,111.820674099,1003
91.3506225586,91.9074316025,93.1936895371,92.8372621536,91.8318602244,92.6347495058,92.7251942953,93.0524721146,91.2855960846,91.5022368113,92.4875552529,91.3902851105,92.4348777771,93.137471962,91.7032085419,92.918862923,93.1494915009,91.6146429062,92.2672564346,1004.0,91.1735900879,93.0652605057,92.9804069519,91.1529282018,92.8797977067,92.9447822571,92.7539085356,91.7727100372,91.2518549467,90.7348809493,92.7448741913,91.2155398319,91.5198781331,92.2087535858,92.58060112,91.8210178375,92.0246770859,91.4387332916,92.531171237,92.4725004122,92.4339368909,1004
111.849925423,112.200760078,110.899873924,110.98858757,111.49965388,111.279471317,112.217156728,111.3615942,110.647441673,111.099586105,110.666716525,110.903728612,112.450947571,110.80763855,112.233192825,112.663533637,111.171885872,112.050283623,112.590691411,1008.0,110.428885015,110.882076073,110.92303524,111.220881211,111.715936597,111.556106949,112.93263527,111.58468647,110.487919055,110.815919776,112.227897072,111.999285045,110.747941717,112.189798927,112.382239787,111.76019961,112.367566872,111.940915108,110.831079915,110.917191678,110.995499543,1008
93.768791771,94.1163028717,93.8492595673,92.4811775208,94.2766751607,93.895501936,95.4039873759,93.2973321915,92.7500324249,94.4831372579,96.0045928955,93.8561899821,94.1859149933,91.8943149567,93.9434064865,96.9425570073,93.4895978928,94.013243103,97.3392497432,1009.0,93.8070533752,92.0726573944,92.2231039047,94.2555230793,97.4313736046,93.2193702698,97.3228217583,93.5263412476,94.1977958679,92.8406103034,94.4358604431,92.9911896555,94.3895318349,94.2546041488,95.4068770091,94.5477495829,94.0258119583,93.6661130905,93.4748105712,94.1500779697,94.6023776527,1009
104.057863617,104.00281086,105.203340531,105.375458145,104.394682693,107.748990525,103.627919134,107.685991669,105.873877716,104.522943115,106.335909994,104.804835765,104.038866997,105.468585968,104.504711151,107.163926453,106.276409912,104.171068764,105.194337417,1010.0,104.737902578,105.497572327,105.403424263,108.496854682,104.833412873,108.507653999,106.991082124,105.394930077,108.43630098,105.675332722,104.941922188,107.141521052,104.43563563,103.871631813,103.884869385,104.364222463,104.190408134,104.625153542,107.459029514,107.782297216,107.981329227,1010
118.113990974,118.317284965,110.957026481,121.230243874,115.263357035,119.357421246,116.103105927,112.195777702,116.383889198,112.152474849,117.315829026,114.697215398,117.51884613,120.99927845,117.710097885,116.200472991,111.641598892,118.358251953,111.952017408,1012.0,114.23670489,121.166319466,121.201378441,116.374508306,111.039068405,113.239634705,112.792570537,116.815716362,116.514017808,114.220321053,117.901310158,114.724867771,111.927788671,117.940335655,113.637745666,112.792380524,117.354061317,117.522093773,117.468907579,116.815251302,116.317423513,1012
92.2500965118,92.7169351578,93.5157356262,89.9057872772,92.7891114553,92.3689798696,93.5732604981,93.2847021103,91.6363845825,92.0417354584,89.9519131309,91.9850428263,93.3962184906,89.7313940048,92.8199518204,94.4184963341,93.3575405121,92.4962276459,94.8203258132,1013.0,91.6140623729,89.7958543778,89.8645433426,90.6964904384,95.1697921559,93.3343149185,94.5895904117,92.4664073944,90.3614275079,90.2257985567,93.991822052,90.6162842198,91.625295639,93.0384981155,93.5243298849,92.7394475301,93.1056821823,92.4758441925,90.5944880018,90.9376719405,91.1836192831,1013
112.306108475,112.061758995,110.715863419,110.002775001,112.298845673,113.239256928,112.058454132,111.552506637,113.495757103,112.647377904,113.765745464,113.161514537,112.282873917,109.765893364,112.930475807,111.516817698,111.079772568,112.268498802,108.315751466,1014.0,113.792989095,109.791646576,109.93344841,114.030701888,107.775019481,112.14902916,110.014555581,112.311462784,113.650760048,109.719653682,112.101498604,111.041724958,112.922198486,111.795756531,112.101110967,112.20589269,112.442812157,112.837839699,112.258191559,112.166343159,112.080074066,1014
93.4207090378,93.3353235245,93.3733381271,95.166037941,93.4058217367,94.2725180943,93.4408110301,93.8068532944,93.6001947403,93.876987203,95.2394824781,93.7644112905,93.5892972946,94.9911884308,93.8243146896,92.4659366864,93.5339876175,93.4085174561,92.8033209146,1015.0,93.9106252035,95.048875618,95.1487627029,94.9393131858,92.7793418854,94.0335824966,92.082571704,93.6812250137,95.2249962656,92.4803647493,93.829126358,93.3460938303,93.8822124481,93.0913166046,93.547354126,93.5576546987,93.6497756958,93.8980890274,94.4262306319,94.2158251531,94.0267474305,1015
115.452414512,115.560199356,112.436503792,117.27892971,115.191191737,117.248350873,115.010600408,113.441002083,115.430527878,115.976666006,117.701094577,115.550016403,115.604726791,117.365577316,115.777985382,116.417804188,113.094099045,115.547271919,116.542584906,1016.0,115.642176564,117.352020645,117.314292145,117.346607811,115.905584088,113.768752479,116.413421429,115.579341888,115.753388254,116.028419896,115.886974907,117.066046464,116.067706807,115.411240578,115.501683299,115.783246613,115.636063766,115.471865654,117.372851594,117.408872182,117.427029454,1016
93.4252317429,93.2954046249,95.7888656616,95.2137138367,93.9683940888,93.7500742897,93.5841197968,110.667595863,94.6247362137,94.4026902517,96.5745225204,95.0487846375,93.5921253204,95.4554258347,94.060578537,91.6410437219,103.417746162,93.4887378693,91.5090311765,1019.0,95.159578832,95.3921567917,95.3583679199,96.2898087752,91.7752848285,115.862661171,91.1109096711,93.9272363663,98.3464638559,92.4891680667,93.4854927063,93.1858976264,94.4965668996,93.0488636017,93.4594134013,93.6916130066,93.7449192047,94.0426153183,94.2305424734,93.8862100518,93.6016121799,1019
111.424343109,111.517619705,110.595834541,111.784188652,111.621988551,112.417560149,111.598692068,111.008373451,112.570464325,111.926732508,113.590992576,112.075192006,111.667737388,111.701448441,111.706712723,111.879726169,111.012026787,111.53327179,110.939799137,1020.0,112.13860906,111.736797142,111.790459824,112.469759489,110.672141922,111.042818642,111.175967241,111.822454834,112.113784388,112.09724105,111.903698731,112.664338363,112.053360748,111.502817345,111.760992432,111.612266541,111.602677536,111.544758987,111.725094268,111.962222196,112.100612101,1020
94.1721212387,94.4121282577,94.4170967102,94.1084888458,94.6371482849,94.3811965249,94.4165688833,93.8612483978,94.20122509,94.6415124257,96.6268800434,94.3786610921,94.616296196,94.0663881302,94.5047664642,93.9628974271,94.1185884476,94.2806411743,93.9006887507,1021.0,93.5800643921,94.0522844315,94.091661644,95.3698668229,95.1298537308,93.7468345642,93.9153196153,94.8323795319,96.0324678923,94.6304275111,95.092695427,95.276410153,94.5011201223,94.4791307449,94.2213902791,94.6591692607,94.5421916962,94.2751256943,94.4149694635,94.4814500981,94.5296859027,1021
104.190138435,104.05196991,103.591129112,104.026543045,103.264883041,105.294186071,103.163910675,103.071910286,103.444197655,103.682319387,104.459707963,103.482904816,103.942943001,104.169522285,104.212853623,105.840596467,103.180346108,104.115825653,104.771692112,1022.0,103.535194906,104.12800808,104.104417229,105.397146526,104.47551705,103.198949623,106.051819662,103.37965641,105.128461737,103.572055817,103.708082771,105.377045682,103.714139811,103.948168182,103.225263087,103.404439799,104.001041603,104.113768196,104.928066548,104.970348469,104.988528007,1022
94.1721292496,94.4121282577,94.4170967102,94.1093414307,94.7188894908,94.3801782804,94.4426039378,93.8612483978,94.2004850387,94.8170242309,96.6268876728,94.6594628652,94.616296196,94.0672639847,94.503739357,93.9620483982,94.1185884476,94.2792093277,93.8998267907,1024.0,94.238763682,94.0531478882,94.0925270081,95.3698684291,95.1290042599,93.7468345642,93.9144739947,94.8323795319,96.0324715062,94.6304281134,95.092695427,95.2764127631,94.8012439728,94.4780382156,94.2478837331,94.7220497131,94.5421916962,94.2755115509,94.414092641,94.4805608867,94.52878909,1024
78.2864179611,78.6421919823,87.572744751,74.811253643,78.5844061534,79.4650594507,79.2529827118,83.0611017227,79.255154419,78.1210037231,77.968773892,78.192842865,78.7047638893,74.6071172714,78.2413259506,82.571100119,84.8567733765,78.4796106338,89.2849964224,1025.0,77.7884319305,74.6594549179,74.722471714,78.8446163378,90.0318303836,82.0332704544,84.9193566706,79.4679410934,77.8007382845,77.3821870904,80.0277672768,77.2951005635,77.8898565928,78.8218867302,79.0858804067,78.4418183645,78.4498289108,78.037736702,80.9290749508,81.3507664267,81.6613942342,1025
93.7949504852,94.1202163696,94.3090681076,94.0603559494,93.5156400045,94.2877340648,93.8920651754,93.5114955902,93.5541217804,93.5514434814,94.5896632546,93.4275613149,94.2737083435,94.0741003036,94.0628299713,94.8740288832,93.870614624,94.0038146973,94.2733501932,1027.0,93.3023586273,94.0174690247,94.030116272,93.4116204914,95.0737022244,93.3411354065,94.6555533689,93.8520578384,93.8200653478,92.3067145097,94.2666042328,92.6679846111,93.6508911133,94.2268665314,93.844686381,93.6396391551,94.1458208084,93.8366710663,94.2245865786,94.2959282668,94.361583508,1027
108.141627502,108.134739876,116.96179657,104.991885758,105.58608818,104.982823113,105.289365896,119.641324997,104.642985344,105.07348582,104.245293065,105.416867447,108.684964752,105.022077942,109.79890995,105.679626153,119.096845245,108.218391991,106.236337594,1028.0,105.127500788,105.002973938,105.000489235,104.478409817,105.747428988,120.953717804,106.82156158,104.697390175,103.820976458,102.088998694,104.263599587,102.92538934,104.757694244,107.188178635,105.061342367,105.056553523,109.033322525,109.042991829,105.148902579,105.074416004,105.023797799,1028
93.5958456039,93.7924873352,98.4320589066,94.2826002121,94.1598912557,94.9520765144,95.0773736318,92.9385475159,94.0373888016,93.5272858938,93.4105638203,93.6853309631,94.0198265076,94.2954179764,93.9033384323,95.4376607932,96.1778495788,93.6718500137,95.3710374471,1029.0,93.8496917725,94.2535413742,94.3461219788,94.4420792429,95.8688148018,92.0391414642,94.9627859769,94.0836812973,94.4124661496,91.9757736608,94.6133947372,92.4450304132,93.3112341563,93.867880249,94.827699407,93.9317194621,93.9149896622,93.6891901016,95.0200622981,95.0928632646,95.147927411,1029
93.8044458389,94.0184101105,93.9597625733,86.0390982628,94.1572502136,95.1465921572,94.1978374481,93.3978645325,94.2348474503,94.0686922709,92.1652809946,94.2769917806,94.2950328827,85.6946111679,94.1126829147,96.1620913322,93.5954315185,93.8627733231,99.5350694881,1030.0,94.4595991771,85.8088308334,85.7898427963,92.8322189733,100.506568729,93.4480413437,97.554928948,94.1397935867,92.4935109992,92.9040880705,94.5453897476,92.7343254089,94.1626813253,94.2090522766,94.3404735565,94.1583965302,94.1570484162,93.8393203735,93.3455003349,93.7508912522,94.0175573646,1030
111.518981171,111.833116341,110.52681427,112.967787361,111.363921611,113.165495285,111.800793584,110.636831665,111.472960663,111.160731634,112.205503765,111.009751129,112.004480934,113.270355606,111.846019363,112.548301903,110.674620247,111.724922562,111.167066026,1033.0,110.835059102,113.188143158,113.093593979,112.550570639,110.598602119,110.664505577,111.638211772,111.85348835,111.789074145,111.408990157,112.441679573,112.408272191,111.042287191,111.823071861,111.923897552,111.404570135,111.898270607,111.587173843,113.492314369,113.404769681,113.330479433,1033
93.1232215881,93.4330385208,93.568460083,90.1399145126,93.6362101237,90.0306147972,93.7760510762,94.7861381531,93.4814189911,93.6915021261,94.1288106818,93.5459843953,93.8045942306,89.9456251144,93.5173376083,94.2538075313,94.2593669892,93.2292655945,95.4799299067,1036.0,93.4633627574,90.0506120682,90.0667823792,92.1362057736,96.2923931886,95.4588695526,94.6361612847,93.9040142059,92.6609396684,90.6549564161,94.1731838226,91.4116200899,93.7049995422,93.4729873657,93.9829989115,93.809781901,93.6505876541,93.2858449936,89.9209321795,90.5218264253,90.9810965297,1036
111.410987854,111.664216804,110.467391968,112.235924911,111.069763565,111.848453052,111.571950785,110.679781723,110.998350525,110.85223732,111.7061099,110.657656097,111.794076538,112.143824577,111.77369709,112.003744638,110.653144646,111.531134415,111.971171895,1037.0,110.430128352,112.173100662,112.205569267,111.563724116,111.639459167,110.78048954,111.922210497,111.072899056,110.947990417,111.068083713,111.646152496,112.483055316,110.732251994,111.614494705,111.648278936,111.128052648,111.74591198,111.538371658,111.384955835,111.391627033,111.412107655,1037
92.9742031097,93.18347435,93.1560337067,92.0078378677,92.8420976003,91.6412265322,93.138640976,92.8260837555,92.5659858704,92.502566274,92.7042726216,92.5403400421,93.3973497391,92.1005571365,93.2041418076,92.718719319,93.0578828811,93.1043334961,92.5843833927,1038.0,92.4137420654,92.0915910721,92.0746509552,92.7836697227,92.5550745098,92.7019290924,92.8565426263,92.9812351227,92.3652558578,91.4807293541,93.6728023529,92.2180798179,92.4783030192,93.2033843994,93.1185084025,92.7592526754,93.2552085876,93.0543060303,91.0701687168,91.0582886354,91.0694279914,1038
93.6901227951,93.9943664551,93.8366275787,94.4516443253,93.7823746999,94.5467403296,94.1122835795,93.3741519928,93.7761051178,93.5036987305,94.5086416947,93.3880578359,94.2670017243,94.4813520431,94.0536329269,94.9743129766,93.5010129929,93.8736593246,95.2375171989,1042.0,93.1490519206,94.4563756943,94.4761371613,94.9650105928,95.2742470441,93.4710231781,95.4465984773,94.0740512848,94.6917822989,93.11184853,94.5107723236,93.3729133606,93.4181278229,94.1682723999,94.1574806213,93.7793211619,94.1209054947,93.7655408859,94.6964240625,94.6975692673,94.7031683829,1042
102.864312363,103.146835327,103.428834724,99.0958055496,102.128936895,102.655253478,102.838404592,102.534980392,102.854152489,101.833544413,104.18304865,101.897361501,103.182098579,99.4965227127,102.907695389,104.157936427,102.852742195,102.956555176,105.997264775,1043.0,101.875807444,99.4207201004,99.2457738876,102.416182669,105.728847817,102.474354172,104.820037696,103.144148064,104.615463257,102.736141606,103.780315971,103.579573782,101.928726578,103.314458466,102.76656723,102.089624023,102.95172615,102.696310234,101.89949994,102.099614198,102.27841595,1043
93.1484733582,93.6474159241,94.2642427445,93.2772497177,93.1056552887,93.7736218426,93.8269137065,93.7587743759,92.0174007416,92.4900259654,94.0070632131,92.4412428538,93.9772939682,93.3148662567,93.4484073639,94.6754313395,93.9431604386,93.3624185562,96.497387302,1044.0,92.005978775,93.3123092651,93.3288751602,93.7930757623,96.6206553113,93.715032959,95.3516875882,93.1119138718,93.084438324,91.59489722,94.4078781128,92.2576659353,92.100285848,93.9195293426,93.8044525146,93.0401899974,93.7321584702,93.1824823379,93.2951232478,93.4792181683,93.6582058626,1044
111.866493988,112.069796753,110.580927658,112.474312019,111.255854034,112.047749511,111.719292959,110.88740406,111.42141819,111.035707219,111.556524979,111.005374908,112.206525231,112.454990006,112.153239822,111.907643257,110.788635445,111.973637962,110.866083929,1045.0,110.787234624,112.480315209,112.475712013,111.959830234,110.110643195,111.026069451,111.606028026,111.618736649,111.570218337,111.179084979,112.135074043,112.29445588,111.013093058,111.967853356,111.751376088,111.329168701,112.194138336,111.971639061,111.695742228,111.665486694,111.643437241,1045
112.574583435,113.059897995,110.516645813,115.69861412,113.947129822,116.292518834,113.32217102,111.678230285,113.066565323,114.922668838,116.158167789,114.508099238,113.26271801,115.933009911,113.215838051,115.028585241,111.608982277,112.841736221,111.135123599,1047.0,114.788382975,115.863740158,115.77376709,115.572247555,109.857339111,111.672518539,114.464270326,113.460449409,114.811517615,113.669856021,114.259578705,114.862529554,115.066590754,113.12802124,114.030964915,114.569059881,113.168366814,112.882681656,115.906762252,115.788961591,115.649973141,1047
94.2185836792,94.3163818359,95.3717136383,96.3170547485,94.1528032939,95.0871874229,94.2349856059,96.2613885879,94.8485429764,94.1103973389,94.6574514289,94.2909473419,94.4417518616,96.2506896973,94.3502210617,95.1968894924,96.624048233,94.2871273041,95.2360220237,1050.0,94.4868120829,96.2548845291,96.2889507294,94.5251288163,95.0193688767,94.9441335678,95.2540647258,94.3587884903,94.0539149234,92.9121846651,94.7926076889,93.3894918341,94.4705459595,94.4156255722,94.2231131236,94.1518671672,94.3198101044,94.1180143356,95.0399802366,95.0587973603,95.0785345252,1050
110.613685226,110.956272697,110.704611587,111.347690773,110.575642776,110.68021705,111.109535217,110.622368813,110.059736252,110.327882385,110.396554646,110.400716782,111.260170364,111.174265861,110.928891754,110.946404188,110.766541862,110.768394661,108.841549139,1051.0,110.162424342,111.213578606,111.276545143,110.213714198,109.072725311,110.536572075,110.072922827,110.575266838,109.71328394,110.058187987,111.510632324,110.707631362,110.369803111,111.041873932,111.006116867,110.466719182,111.047849464,110.650073814,110.395371946,110.398424085,110.394861855,1051
94.3489280701,94.4739048004,94.232289505,94.2010034561,93.8370797475,94.2426205413,94.1554903666,93.707510376,94.7959796905,93.910676829,93.8322338305,93.7087792714,94.5151634216,94.2458047867,94.4839757919,94.8608535812,93.8946498871,94.4306484222,95.8003928272,1054.0,93.5685109456,94.2194137573,94.2213859558,94.1412933751,95.7914125436,93.7325979233,95.2944613204,94.4923688889,94.0065725226,92.5041082282,94.8539268494,92.5976640802,93.8284562429,94.4926408768,94.2731245677,94.0415077209,94.4321853638,94.3388957977,94.0929479905,94.0988291004,94.1101217834,1054
94.7218465805,94.6858205795,93.8409919739,95.2831981659,94.3942443848,95.3489490584,94.1773507436,93.4737916946,96.4769748688,94.8323020935,96.3434004533,94.9890515645,94.5510990143,95.3245397568,94.9346424103,95.7145264827,93.5688909531,94.6630384445,95.5351109894,1056.0,95.0815155029,95.3060073853,95.3136123657,95.5081602398,95.735797608,93.587937355,96.0024472801,95.4474357605,95.3883044594,93.2658803839,94.935451889,93.7161228782,94.9885264079,94.4981653214,94.1169567108,94.4544968923,94.620349884,94.8432043076,95.4333783517,95.4182356899,95.4023221155,1056
93.1839477539,93.8082523346,94.1900110245,94.0042131424,93.4077669779,94.2787593594,94.0530357361,93.6118871689,92.4111875534,92.9654805501,92.0836219788,92.7724352519,94.1730594635,94.1351408005,93.5356185913,94.7849846172,93.8884979248,93.4667304993,94.7210722949,1057.0,92.3214371999,94.0997135162,94.066822052,92.8350914403,94.5640891305,93.4753570556,94.8869442407,93.1452796936,92.3487143266,92.1504998458,94.3392999649,92.3616282814,92.742286555,94.1261220932,94.1432003021,93.5070298513,93.8088802338,93.1961158752,94.1100088897,94.1782085044,94.2386572558,1057
94.1529537201,94.2239025116,93.920671463,94.2294528961,93.4239576976,94.287685954,93.8374177297,93.443327713,94.3924560547,93.0456937154,93.3938801414,93.1386514028,94.3130491257,94.111898613,94.2129436493,95.7416367337,93.5750337601,94.1703372955,95.6577696795,1059.0,93.1561641693,94.1292757034,94.1654127121,93.5212741651,95.7650058293,93.5171298981,96.0702041364,94.6481378555,93.7635261134,92.6546797501,95.1817760468,93.1930546008,93.0547373454,94.2999832153,93.8461924235,93.3425343831,94.2324666977,94.1274969101,94.1763420777,94.2608259678,94.3517934444,1059
99.4746303558,99.6270599365,96.6723827362,91.2653320313,99.6246978759,100.018413661,99.6974731445,99.4340761185,99.0980827331,97.3624123891,94.3643847014,99.9131917318,100.179083633,91.9787862778,100.541262436,99.1735588527,98.3822483063,99.677686882,94.1068245017,1062.0,99.5559752146,91.7344009399,91.3378110886,96.3508102015,94.9931903479,100.079621315,94.4552120989,99.1082759857,95.3970443324,100.903147246,99.3678813934,99.9245230022,97.2753040314,99.4933309555,98.2236905416,97.5821854909,100.531235313,100.184461594,98.2221206299,98.6914032311,98.925245477,1062
103.938370514,103.909000588,103.533911324,100.957624054,103.051434453,103.873033278,103.115214157,102.855390549,104.954396439,103.302895355,103.90701053,103.383819326,103.850961304,101.280603409,104.114424324,105.169800732,103.022781563,103.949052429,104.152154286,1063.0,103.55466512,101.216337967,101.097807693,104.309488999,104.037550241,102.926675987,105.19187807,104.15201664,104.390465586,103.853213662,103.391308594,105.288040964,103.299665451,103.89871769,103.071420034,103.101156108,103.883261299,103.9644804,103.002031648,103.063595498,103.116522351,1063
94.7101724625,94.6850297928,93.8409919739,95.2850601196,94.4376330058,95.346057586,94.1900950114,93.4737916946,96.4790632248,95.0214886983,96.3446787784,95.073491923,94.5510990143,95.3264837265,94.9309926987,95.7119467839,93.5688909531,94.6601678848,95.5324159816,1064.0,95.2188723246,95.3079093933,95.3155181885,95.5086392854,95.73317366,93.5875875473,95.999834299,95.4485544205,95.3899594357,93.2658858048,94.9357294083,93.7160182752,95.2171459198,94.4981653214,94.1409590403,94.5300201416,94.6176298142,94.8408704758,95.4307544981,95.4155738207,95.3996336977,1064
92.9673482895,93.3220935821,94.3063411713,91.9713712692,92.8842024485,93.0972787039,93.677986908,93.7680475235,93.3481199265,92.2661231995,92.3974344354,92.4281730652,93.6867740631,91.8837648392,93.1260154724,95.0055897545,93.9703763962,93.1183050156,96.953120593,1066.0,92.2982879639,91.9078395844,91.9779790878,91.8540988721,96.8652781354,93.6719406128,95.9181928187,93.801341629,91.8772424397,90.8497515227,94.7120603561,91.4398121081,92.1118406932,93.6442512512,93.6654471079,92.7841791789,93.3647010803,92.9236394882,92.3748528726,92.5783723396,92.7537129224,1066
103.88401413,103.950241852,103.61774044,104.094470406,104.408040365,104.322192771,104.728756205,103.055824089,103.913796234,104.652927907,103.829969306,104.201941808,103.963005638,104.146035767,104.102434158,105.754280538,103.229482269,103.897205544,106.328203512,1070.0,104.144815954,104.117731667,104.124414444,104.728711379,105.834514275,103.105203819,107.055106143,104.039613533,104.329740022,102.87103392,104.147601127,104.593825692,104.679785665,103.946888733,104.879717382,104.747690964,103.967712021,103.964911461,104.572865282,104.74616424,104.884641506,1070
112.075642395,112.135180474,110.545397377,113.46997509,111.617374547,112.442760754,111.826714834,110.947509956,112.229833221,111.804169973,112.699656035,111.662775803,112.232908439,113.527836037,112.323176384,111.985218959,110.754952431,112.108547402,110.901402683,1076.0,111.593326569,113.508670998,113.494309425,113.308188388,110.171209758,111.222663498,111.607197504,111.972901153,112.984637813,112.077469073,112.27033329,113.275060553,111.902017466,112.008539009,111.936629613,111.705271149,112.232052994,112.166694069,113.026226977,112.843329645,112.70349047,1076
99.7624277115,99.3979364395,95.534736824,102.820838737,99.6747222901,99.8888925394,98.2247074127,99.4027919769,100.48168602,96.8019462586,99.8800865976,100.35545578,99.9679950715,103.373509216,101.270173073,96.6297364267,97.9014957428,99.6275560379,93.5041333339,1077.0,100.144857152,103.243952751,103.096162796,101.493655155,94.4332718285,100.48224678,92.5900204197,100.18452568,102.242325231,97.4444885254,99.2004537582,99.5026985972,96.7818222046,98.708008194,95.9295814514,96.4896663666,100.686584282,100.951377678,99.8161588038,98.8934937501,98.2071104458,1077
112.034953689,112.132961273,110.560698509,112.166501427,111.732804743,113.155719761,111.913081869,110.823362351,112.078186607,112.117943064,112.981765948,111.668973287,112.180657768,112.063768768,112.363043404,112.910281411,110.764737511,112.149820519,112.289452077,1078.0,111.667857742,112.099320793,112.146544075,112.073698144,111.58185305,110.941709137,112.476032293,112.199320221,111.800965761,111.436825602,112.239523506,112.418894316,112.202113215,111.976657104,112.071975454,112.066019313,112.244200897,112.188017654,112.227853245,112.396858201,112.496907204,1078
111.939565086,111.967289543,110.783247948,114.784873772,111.557957586,114.006766222,111.747263845,111.159526062,112.968505478,111.887702052,114.548652649,111.374548086,111.994970512,114.713236427,112.276631928,113.598667337,111.043673897,111.98310833,112.251606831,1080.0,111.402959061,114.735382462,114.766629601,114.895069122,111.821017571,111.268864441,113.25568133,112.213257217,114.508114463,112.325952831,112.035465431,113.880053671,111.98008728,111.8171978,111.967603302,111.829319255,112.074798965,112.058354569,114.050245229,114.050879948,114.042603936,1080
110.383697891,110.706876373,108.2241539,116.130311203,110.198452123,114.194686147,110.443295542,109.063124847,110.905812454,111.00581576,113.588939265,109.963273112,110.835727501,116.134247398,110.741628075,113.002328314,108.883916283,110.408473969,107.018840029,1082.0,109.842434692,116.013516808,116.07663765,113.421739277,105.456600601,109.230181312,111.479711544,111.243722343,112.830973575,112.224597128,111.813613129,113.598371807,110.892878469,110.739740562,111.386382039,111.182732518,110.727153587,110.472181702,113.019213409,112.702521984,112.379275583,1082
