keras_MAE2_lgY_relu0,keras_MAE2_lgY_relu1,keras_MAE2_lgY_relu2,keras_MAE2_lgY_relu3,keras_MAE2_lgY_relu4,keras_MAE2_lgY_relu5,keras_MAE2_lgY_relu6,keras_MAE2_lgY_relu7,keras_MAE2_lgY_relu8,keras_MAE2_lgY_relu9,keras_MAE2_lgY_relu10,keras_MAE2_lgY_relu11,keras_MAE2_lgY_relu12,keras_MAE2_lgY_relu13,keras_MAE2_lgY_relu14,keras_MAE2_lgY_relu15,keras_MAE2_lgY_relu16,keras_MAE2_lgY_relu17,keras_MAE2_lgY_relu18,keras_MAE2_lgY_relu19,keras_MAE2_lgY_relu20,keras_MAE2_lgY_relu21,keras_MAE2_lgY_relu22,keras_MAE2_lgY_relu23,keras_MAE2_lgY_relu24,keras_MAE2_lgY_relu25,keras_MAE2_lgY_relu26,keras_MAE2_lgY_relu27,keras_MAE2_lgY_relu28,keras_MAE2_lgY_relu29,ID,y
88.7743377686,92.8353729248,95.4318389893,90.618888855,91.2803573608,89.2676773071,90.9239807129,90.5471420288,88.6468048096,92.126663208,89.4647827148,94.1751327515,92.8501663208,89.9112854004,92.6017303467,90.7426528931,88.5812606812,92.9361038208,93.0088195801,89.0623779297,90.3046951294,90.3898162842,88.2664718628,91.2591094971,89.6650466919,88.8876190186,96.4668502808,88.7848815918,91.6605758667,92.7901535034,7954,96.87
109.004348755,108.051147461,107.818267822,117.655799866,112.45173645,113.02381134,111.957389832,111.859184265,111.655067444,111.697555542,114.250473022,115.542388916,111.256095886,108.705871582,112.217285156,109.159034729,106.918502808,109.73298645,114.671363831,102.619018555,113.231330872,107.340560913,111.520782471,109.869926453,112.697166443,108.527481079,104.912536621,111.993934631,105.236167908,107.410766602,4659,115.72
111.422370911,111.49772644,110.678367615,112.625991821,106.4945755,106.354850769,109.962394714,102.238220215,109.690078735,108.027320862,106.175941467,109.962272644,107.137306213,105.731491089,107.27986145,109.061485291,98.0626373291,108.8904953,107.188781738,104.729431152,103.980789185,106.56640625,113.789962769,108.80241394,112.259849548,113.852363586,114.020828247,111.706962585,107.632400513,110.391174316,3454,114.52
113.446739197,106.183525085,114.487091064,106.793418884,106.417251587,107.203453064,112.711380005,108.55091095,109.480270386,110.218208313,109.602607727,105.737159729,109.768577576,111.165328979,110.476264954,106.708511353,101.91835022,112.500244141,105.739990234,112.013038635,107.00453949,107.555686951,108.889297485,108.268707275,113.22039032,107.641311646,107.890296936,108.739898682,109.325622559,107.141578674,4550,108.72
94.748626709,89.7419204712,91.5374603271,90.7534561157,92.0038909912,95.3549957275,93.4218597412,89.601524353,92.1283721924,93.0039596558,90.6042938232,89.7999725342,94.1273727417,91.1426467896,90.8442687988,91.9174880981,89.6954650879,90.5449447632,90.3019943237,94.838973999,91.2393264771,90.7992095947,87.5571136475,93.3904266357,91.222366333,90.0778579712,86.938873291,89.0276947021,91.6142959595,91.8325271606,6827,88.05
114.362884521,105.610618591,107.61075592,104.750038147,111.492523193,106.577384949,108.751731873,111.923858643,110.71421051,113.034416199,112.206626892,114.501403809,108.781242371,109.415748596,105.930900574,110.068305969,103.678230286,110.209648132,113.64150238,106.423873901,104.800704956,108.383346558,106.468833923,110.3802948,104.661987305,111.848388672,111.960647583,107.048202515,108.614753723,109.332992554,5405,108.36
89.5844650269,92.2153396606,88.2170639038,93.1016845703,92.6423492432,86.3026657104,92.1195449829,92.9348373413,93.424659729,91.073425293,92.6854934692,91.9405517578,90.6240997314,91.4543075562,93.0363311768,89.5621948242,94.5779647827,89.7238082886,92.0581665039,89.1702957153,88.6865005493,94.8870773315,95.7243804932,93.1793365479,92.2743530273,93.0934829712,94.1491546631,92.5093307495,92.0540924072,91.1431350708,7681,92.25
114.451324463,111.158943176,107.822120667,109.125671387,111.004135132,108.991424561,99.808921814,110.609909058,113.646743774,112.50075531,110.894714355,115.183296204,109.961830139,112.184181213,111.65222168,114.118942261,106.892234802,108.587295532,111.281410217,108.770370483,107.277412415,111.510971069,108.461280823,111.217468262,112.786331177,108.381393433,109.028190613,112.970848083,101.007499695,107.849327087,5473,153.51
110.790122986,111.634872437,105.795387268,107.402519226,103.993301392,105.507675171,111.950920105,103.629425049,112.728630066,103.887390137,104.049926758,114.47504425,110.171890259,112.043548584,109.10105896,102.214202881,98.5396270752,107.280197144,113.286842346,108.502128601,103.89264679,107.030036926,106.236114502,108.261932373,111.114868164,110.904632568,112.632293701,114.415351868,111.487251282,107.393188477,7682,105.54
110.229278564,111.01763916,112.174514771,111.28338623,112.291313171,110.681968689,111.451805115,110.169410706,108.093437195,111.282318115,111.840507507,111.52016449,114.376716614,118.224845886,109.961402893,113.113525391,107.476211548,110.016860962,115.497947693,104.249443054,107.110717773,112.018882751,117.389175415,109.930389404,116.09828949,107.650352478,112.898368835,111.613494873,107.899208069,113.078178406,2982,112.0
85.8590393066,88.7284927368,89.9133758545,94.9281387329,89.6346740723,89.4871444702,91.9263076782,89.8938217163,92.0865249634,95.9520339966,90.979888916,96.0270690918,86.5677719116,91.5181503296,95.1545181274,92.9029464722,89.4584655762,93.350769043,94.4027328491,96.6127166748,91.7480621338,92.4652481079,96.0925674438,92.9281082153,91.4053268433,93.033531189,88.8109207153,90.6894989014,93.3344421387,97.0730819702,6572,90.7
110.519500732,107.84702301,110.778755188,105.931121826,114.442123413,106.966773987,110.491630554,125.733123779,109.992858887,108.958190918,111.476638794,105.560020447,109.976982117,109.371627808,112.515007019,119.031929016,106.081314087,111.83883667,109.648330688,110.181404114,108.305374146,111.730484009,112.27130127,110.328445435,116.91015625,115.155792236,110.235275269,110.88433075,110.66607666,112.337638855,3175,107.7
107.738113403,106.938484192,110.401199341,110.617767334,111.587127686,101.136459351,110.21887207,111.085449219,110.033172607,109.786987305,107.181694031,105.239044189,107.76991272,107.189048767,103.569160461,102.932098389,105.272926331,109.259742737,108.039932251,107.047744751,107.175216675,108.666694641,108.261016846,104.668769836,111.224395752,109.050384521,113.655128479,105.253829956,109.038803101,109.860839844,8008,103.62
89.3930587769,87.3003768921,96.5680770874,90.6323852539,88.1855239868,91.8817138672,94.3048324585,95.6301345825,89.8192443848,95.7429122925,87.7046432495,92.4231338501,93.5172729492,95.1116867065,93.7401199341,90.0074157715,85.4522781372,90.7577362061,91.8620376587,88.602355957,90.7089767456,91.9097976685,95.4549255371,93.2549209595,91.8563613892,89.2257461548,95.088973999,91.741973877,92.3025741577,92.7741165161,3034,96.28
91.5390777588,90.1144104004,87.263961792,95.7864608765,91.263458252,92.5534515381,90.2464294434,94.4694595337,92.8076477051,82.2401351929,88.1212768555,95.3474273682,91.891166687,91.1296234131,88.659286499,90.360168457,84.689239502,87.154586792,91.4218215942,88.6632919312,91.5330810547,92.5998535156,86.7106628418,92.9593658447,91.0419158936,90.1233139038,93.1691589355,91.7489242554,95.0803222656,90.7853622437,6075,94.27
94.6709289551,92.6200714111,97.4971847534,89.7406463623,93.8009338379,97.6742630005,91.7542190552,99.9130859375,104.425987244,96.7304840088,96.135848999,95.3534317017,97.5269165039,95.2059631348,94.3209762573,96.2105636597,91.6728897095,97.7291870117,98.1128616333,91.6984939575,90.6740036011,94.6245193481,93.1108703613,94.2072982788,95.903465271,90.6394882202,90.8474273682,103.973510742,96.8671188354,88.4062652588,4711,90.28
108.575752258,113.535324097,107.584510803,115.35307312,106.625854492,104.026878357,113.380332947,112.368019104,107.254745483,113.047431946,112.821655273,122.209144592,111.781555176,110.04977417,108.819999695,111.427642822,107.90007782,109.618759155,115.224494934,105.799949646,116.397499084,109.463111877,115.869308472,108.557319641,107.719017029,113.629737854,110.585548401,112.197685242,112.67515564,112.056518555,3505,112.17
115.948272705,110.396179199,108.295150757,113.072402954,110.929153442,111.142349243,107.179161072,111.597129822,107.784111023,109.752494812,113.297431946,102.863861084,110.525482178,108.778503418,110.863052368,109.118011475,109.174095154,109.765724182,113.613044739,111.187454224,107.696517944,109.151420593,108.670326233,107.468276978,109.82774353,114.063186646,108.67388916,115.488327026,107.247253418,108.435112,5895,109.9
95.1217498779,92.0885238647,90.0773086548,91.5922241211,88.7521362305,92.6649246216,93.4752426147,92.2826690674,94.159828186,94.7652587891,92.2769927979,97.440536499,91.0597305298,91.9543762207,91.3371429443,92.4217376709,94.0335922241,92.0684204102,90.9100418091,92.6415023804,94.4453125,94.0945663452,93.3828125,91.4268188477,93.7358856201,90.1390686035,95.1275558472,90.877784729,92.3698348999,91.2415161133,1732,91.58
109.385284424,104.346061707,110.554519653,110.055038452,111.038803101,108.777130127,115.967834473,110.699966431,109.125045776,109.77293396,109.638557434,122.553672791,108.601615906,111.060935974,110.924797058,111.260528564,104.807327271,112.235046387,110.232192993,111.971733093,108.296676636,108.868339539,115.398368835,108.142440796,113.217590332,107.20148468,111.964683533,108.774597168,106.95149231,113.80657196,8340,101.86
87.960319519,89.3943023682,90.2512741089,89.0128326416,91.5782623291,94.556678772,89.1416320801,90.8676757812,92.9862670898,89.7944869995,95.3531341553,87.9940261841,90.0461425781,90.3330230713,90.0205688477,92.5480651855,92.6661148071,93.1828994751,92.2520217896,88.0490875244,90.6215133667,92.082359314,92.472869873,92.190032959,92.0492172241,91.2660369873,92.9157791138,94.3079833984,88.8610839844,92.8381347656,8283,88.63
102.29119873,92.9095458984,95.6955566406,89.5539703369,92.000617981,87.842124939,91.8888778687,90.6438827515,93.1770935059,92.5962371826,89.9955825806,93.5534896851,94.5372467041,90.2046051025,92.0747833252,92.2808456421,91.9926147461,93.7995529175,92.8666610718,99.1591110229,96.5015869141,94.6320953369,93.1981582642,92.9020690918,94.943145752,91.5916290283,86.7470397949,93.0906524658,95.3054504395,90.2492370605,3596,89.28
91.5145263672,90.0638504028,87.2299499512,93.1540527344,90.9493103027,89.2507858276,94.1936569214,86.2397689819,87.5091247559,93.8265991211,92.5950698853,93.6623764038,83.0599594116,91.143371582,95.7679214478,90.9916000366,86.8255844116,93.1751708984,92.9738082886,90.231590271,90.9563522339,92.0013961792,92.686050415,89.6101150513,93.6533813477,87.6451873779,90.5325546265,90.0214691162,97.6880187988,95.8302459717,5959,89.4
90.3776550293,92.9499588013,90.1071472168,90.6869812012,90.9144363403,89.9731750488,89.0747070312,93.2089233398,89.7633514404,90.5383682251,94.2803573608,92.0135269165,90.6769714355,91.5371398926,93.6044921875,91.7759857178,90.1540145874,91.6225662231,88.9716491699,100.213851929,90.8535461426,91.6248626709,90.969909668,96.9445114136,90.304473877,89.3976745605,93.3343582153,97.4980316162,90.5020904541,90.0653457642,6935,88.98
111.485916138,108.344863892,117.10710144,111.304908752,113.31917572,108.018333435,111.181159973,110.485481262,109.9764328,107.281639099,110.446502686,111.590324402,110.50894928,107.86794281,110.61328125,104.373435974,101.988548279,112.650299072,109.61390686,107.963256836,102.043426514,110.734558105,109.92199707,108.460395813,111.947921753,106.731681824,109.445388794,116.028877258,111.123550415,112.445350647,2470,103.91
106.377716064,102.284187317,104.197799683,103.776130676,109.91468811,103.318946838,106.145820618,105.888534546,106.037246704,99.6189041138,104.718597412,110.785362244,104.101394653,103.747077942,106.922569275,113.7579422,99.0824966431,103.134750366,108.37953949,104.581138611,107.846214294,110.06426239,105.592514038,113.046440125,102.905090332,111.433609009,104.429870605,108.472579956,103.680740356,99.7978973389,4604,97.21
94.7540588379,95.8199615479,89.1269683838,92.2023773193,92.6477966309,96.6983108521,91.7654800415,95.720413208,92.3466186523,95.0099334717,86.8674240112,95.2864532471,96.292755127,92.0218963623,97.0367889404,96.695350647,86.0777893066,92.1486968994,92.2619018555,91.3845214844,97.4406280518,94.5325164795,87.6618423462,93.8568878174,91.7855987549,90.4625701904,92.9632644653,91.3135299683,96.4612197876,96.019317627,6046,100.05
111.856582642,105.819969177,108.950309753,106.79826355,107.122108459,108.572120667,111.648445129,111.476226807,110.757530212,111.468666077,105.951705933,109.741584778,109.413978577,110.613357544,110.805526733,108.489471436,108.906677246,107.182228088,110.157470703,101.713401794,110.637161255,111.562599182,107.182350159,110.025474548,111.903762817,112.377075195,109.736801147,108.350906372,107.559417725,108.159942627,2775,110.24
109.936027527,110.804718018,107.430801392,108.320381165,106.796394348,110.781684875,111.63217926,109.763504028,108.342521667,109.856758118,110.850852966,109.351249695,116.014343262,113.767433167,112.654830933,112.384590149,106.440681458,111.237976074,108.97857666,111.956008911,114.621360779,110.579063416,115.927688599,110.31161499,110.901954651,109.495597839,109.893287659,114.983535767,112.598358154,108.201438904,7426,107.05
94.9726486206,90.3057174683,91.0407180786,91.1810073853,95.0177688599,93.0630111694,94.5964355469,89.9412078857,90.9146575928,90.973236084,86.9514007568,91.6082458496,91.8739700317,91.1585464478,94.7907791138,92.3503112793,86.4082489014,93.3963394165,92.9014358521,90.9545516968,89.4534378052,91.4545288086,92.5675811768,89.5899581909,93.6583251953,91.5188140869,85.5004806519,89.7950057983,92.2195281982,91.2481002808,7726,89.28
90.7354278564,92.8625488281,93.3727035522,93.4236679077,95.3701858521,94.1873245239,92.6336364746,96.5478973389,94.6192474365,94.1938018799,90.58177948,95.3674545288,93.3362884521,88.8599319458,90.3230514526,89.8325195312,86.3333358765,91.9465637207,91.3560638428,91.9573669434,90.1689376831,93.3860244751,91.7877426147,91.341583252,91.3173675537,88.8921051025,89.1116485596,89.5703735352,91.3440551758,90.6723861694,6924,89.15
109.743988037,109.749252319,109.97618103,111.157279968,107.481498718,106.459243774,111.160018921,103.52255249,103.857765198,109.12449646,112.562690735,102.880729675,111.94758606,102.216407776,107.312385559,105.00982666,110.210861206,108.881637573,107.330131531,107.584587097,109.873390198,109.007148743,102.124984741,110.014091492,106.70916748,107.276657104,113.18913269,108.678787231,110.34047699,107.533851624,7596,109.18
95.277557373,94.3546218872,89.2620620728,92.041343689,95.5376663208,92.7398071289,91.4098205566,97.1197052002,91.5259628296,91.0483627319,93.2239303589,94.6392059326,91.7972640991,91.361289978,92.4231262207,92.0158157349,88.893196106,96.5547637939,95.187461853,90.8353118896,96.3247146606,93.4340286255,88.7997360229,90.8076629639,94.0574951172,89.1155700684,89.8680038452,93.1335220337,92.0303421021,93.1762771606,3001,93.32
104.960380554,106.817977905,104.830718994,106.568481445,102.466079712,100.954193115,99.4085540771,101.707397461,99.4927215576,104.724082947,102.306510925,104.80418396,101.186149597,102.233856201,100.60231781,97.9763717651,106.261276245,101.851165771,105.050384521,101.011505127,95.3868865967,100.480224609,102.830879211,106.123214722,106.237113953,104.257629395,102.421516418,102.506843567,99.1012649536,105.981697083,4705,140.25
117.601081848,107.151428223,115.512504578,111.366256714,118.314918518,112.454162598,112.276603699,112.104042053,109.282180786,111.259849548,114.469512939,123.643325806,119.193840027,116.67350769,115.282730103,116.102233887,115.934921265,112.67250824,111.165481567,111.846237183,108.196868896,115.914543152,118.09362793,114.818336487,118.746307373,115.181877136,115.018600464,112.959922791,105.682868958,114.819923401,1806,108.57
92.3043518066,87.2628860474,93.4434356689,90.8189849854,90.8950805664,89.45677948,89.6072235107,88.5646743774,92.5859451294,92.3779296875,86.9978027344,93.6415557861,90.5596084595,84.8830490112,93.8086166382,92.8394546509,87.2567672729,93.3195571899,94.3746643066,91.4064941406,89.5780715942,89.0102081299,90.6154022217,89.8083496094,90.6564407349,89.4922637939,95.4714660645,91.5009994507,90.3049926758,90.1715774536,6158,89.22
111.073509216,107.363967896,116.996139526,105.2397995,108.717506409,106.452781677,110.144958496,104.360191345,109.666854858,107.729293823,103.247673035,107.825263977,112.459884644,104.364707947,110.180709839,109.958068848,100.378639221,105.41103363,106.442375183,105.981124878,106.161300659,106.901069641,104.713111877,108.315979004,110.074928284,109.359664917,110.624847412,110.510490417,107.094467163,106.234992981,5510,114.91
103.720878601,103.232200623,102.90549469,105.13041687,98.1741943359,98.783821106,96.4736251831,99.4706726074,97.7482757568,101.131904602,105.079238892,110.032478333,102.524772644,102.08870697,98.2579040527,98.6688232422,98.4291992188,110.060325623,102.853553772,108.678657532,101.308708191,100.315696716,102.786430359,100.656761169,103.639930725,104.203514099,101.618476868,103.676628113,101.091659546,103.019844055,6019,97.76
67.4705047607,76.974029541,75.6969985962,78.204826355,73.7389144897,78.3174362183,75.944519043,73.8767547607,76.2279815674,75.5537109375,72.4796142578,76.0161361694,74.6286773682,79.0376281738,71.9627609253,74.7928695679,76.9986724854,77.5032730103,77.907409668,73.3599014282,74.3874130249,79.1056671143,71.7260437012,74.9767684937,73.2151794434,73.3014526367,79.814163208,80.578956604,74.9220352173,73.7338180542,7035,73.24
114.091873169,111.786956787,112.183074951,105.595909119,114.755462646,114.019805908,111.934127808,106.891838074,109.333732605,113.649520874,110.297637939,122.328010559,113.646110535,109.729560852,115.037055969,110.676933289,111.822463989,108.419960022,110.224975586,113.051963806,118.069755554,109.546920776,116.536231995,112.664123535,110.482849121,111.870574951,114.180175781,113.939407349,112.494636536,111.117668152,909,110.33
111.294746399,108.413726807,108.763114929,109.653945923,110.482093811,112.172531128,113.169868469,105.845787048,113.606681824,108.04788208,112.828872681,116.181869507,111.729995728,112.207138062,111.669891357,110.732795715,111.545440674,112.84211731,109.020072937,109.026473999,107.48828125,110.28805542,113.895652771,110.422897339,112.606216431,115.017219543,111.569602966,111.945106506,110.035919189,109.385803223,1234,113.08
94.0118560791,92.5133209229,89.8117828369,94.6688079834,92.0125656128,88.0358505249,94.3235168457,90.6164245605,83.8887863159,91.1892776489,90.3390960693,97.0444335938,90.8054733276,93.2915496826,90.7034988403,89.6231765747,94.3294677734,89.5751953125,94.0573043823,92.7663574219,97.0375289917,93.0308151245,95.3526611328,94.7698440552,91.6466064453,89.6724624634,94.678604126,91.2499389648,92.3366470337,92.0958633423,7130,90.59
92.3753814697,94.0377883911,91.4176864624,96.8239822388,105.45917511,94.5360641479,91.9988327026,92.87449646,89.3087463379,94.9995117188,93.9946594238,98.7964248657,91.1775665283,95.5772018433,97.0872116089,93.0243835449,94.71118927,93.0751800537,99.1874847412,92.9124526978,91.2760620117,93.9685440063,98.8676528931,95.1903762817,94.8272399902,95.2695159912,102.701850891,92.3063964844,104.134155273,95.334487915,5543,89.06
112.554229736,111.869972229,102.037605286,105.714332581,106.402565002,105.090118408,112.334785461,111.161727905,110.090354919,109.0207901,108.168487549,117.855987549,110.833892822,112.181724548,109.614852905,109.699020386,105.397598267,110.790550232,114.653129578,108.964523315,109.499481201,108.9061203,114.105415344,115.751708984,112.573020935,113.772880554,103.65826416,112.712249756,110.910049438,112.947883606,836,154.87
93.0010604858,89.2461700439,95.2146682739,94.66355896,90.5282897949,89.6484680176,93.4815063477,86.7085800171,88.5347747803,92.7574157715,94.797454834,91.3220443726,90.7468185425,91.7813491821,89.6214523315,88.7314224243,89.3414611816,90.1585464478,93.6335754395,88.0863037109,89.8096084595,92.8912200928,90.8304214478,92.5404891968,89.6322097778,89.3287963867,95.3335113525,89.6953811646,88.4599456787,89.8548965454,7544,89.12
99.0550689697,92.7194137573,90.8333816528,93.566734314,90.2894744873,94.977973938,93.2322463989,88.7238235474,95.4016799927,88.272064209,94.3339157104,94.3531417847,92.7929153442,99.3574676514,91.1541671753,92.1338882446,87.1585845947,93.1032485962,93.1598510742,91.311126709,91.7161636353,91.0734100342,93.3280715942,92.2476806641,90.8176803589,88.9697113037,94.3496932983,95.4231948853,94.5139923096,90.601234436,7091,93.17
119.602088928,116.434638977,115.633903503,112.229019165,116.69543457,111.712982178,115.83669281,106.731788635,112.953544617,114.769111633,118.795753479,128.270095825,117.838943481,111.443878174,110.8074646,115.323181152,118.851509094,121.062332153,117.509963989,113.419906616,110.989692688,118.80859375,117.019844055,116.352371216,118.522689819,114.343948364,112.174087524,121.184341431,112.735610962,114.622817993,5537,114.11
103.572410583,99.1911621094,102.5522995,100.55329895,104.285614014,103.546356201,110.326278687,101.149116516,101.726676941,102.820648193,99.6887664795,109.970787048,105.978523254,105.266624451,98.1621856689,105.529556274,100.836784363,104.31262207,102.915771484,110.062065125,102.414344788,107.408561707,109.815559387,102.696273804,106.934577942,104.877288818,97.8289489746,109.269477844,106.209213257,106.332313538,4881,100.86
97.8432388306,90.6193237305,91.9181365967,91.8600463867,91.7338409424,86.8111724854,92.8079071045,88.588104248,91.9220581055,91.7700653076,86.1664886475,93.2824859619,92.2596893311,88.1765899658,95.7084960938,92.1876983643,90.3778152466,90.9103393555,91.2428436279,89.7962799072,89.1160583496,91.8564376831,92.7608108521,99.3564376831,92.8815155029,88.8258056641,86.6018676758,89.8488845825,90.6513671875,92.3620376587,873,89.66
109.372467041,107.329818726,111.976783752,113.260192871,111.892730713,114.939376831,112.078895569,107.15813446,107.801567078,108.306427002,110.881019592,123.324882507,113.247779846,106.439353943,109.141792297,110.859939575,107.40827179,101.884597778,107.493164062,105.110992432,115.568908691,113.839836121,115.353378296,112.958770752,105.926971436,113.184761047,111.869560242,113.679512024,110.144180298,112.234367371,3502,107.1
109.192382812,113.572906494,108.458557129,115.617416382,115.578430176,106.432739258,110.982192993,107.075378418,109.592796326,108.679908752,113.364044189,112.410255432,117.112304688,110.78061676,104.754348755,112.722229004,108.63104248,106.623001099,109.682060242,105.965003967,115.348274231,114.773429871,115.51512146,112.590423584,109.990852356,114.334945679,114.04775238,114.310279846,112.001548767,110.550331116,6559,129.45
90.2545471191,88.9030532837,92.340385437,92.0555267334,92.5947265625,91.8462524414,90.7539978027,94.0919265747,96.1426544189,93.9071807861,92.9826431274,95.7609939575,93.7161254883,91.3255004883,89.2013397217,92.423614502,94.7874298096,89.5927047729,88.7051086426,96.658454895,91.6550979614,91.5628738403,91.4483184814,88.9705047607,93.7102508545,90.8187789917,86.2928009033,91.732963562,91.1444702148,89.8957901001,3225,87.41
105.732337952,100.326095581,107.134674072,106.837875366,106.359428406,101.692481995,104.634925842,101.846214294,100.061790466,103.774986267,104.173179626,97.8513183594,102.763595581,103.894996643,101.56375885,105.110717773,104.863136292,107.709091187,102.811309814,103.967407227,102.870368958,98.346282959,104.246170044,103.673858643,106.038520813,107.740661621,103.750076294,104.577087402,102.198730469,99.9764556885,4252,96.21
110.669021606,110.604301453,106.903381348,107.009521484,106.819221497,107.180664062,112.733398438,110.67665863,111.849639893,108.267845154,109.558944702,122.016998291,112.567375183,110.837982178,111.531974792,114.530708313,108.457756042,110.972946167,109.535179138,109.137817383,104.503799438,110.723167419,115.097053528,113.538696289,106.58531189,112.530647278,110.606941223,111.821510315,112.30834198,114.064933777,8012,107.13
93.5485687256,89.5838699341,90.6541595459,93.3980255127,88.3939743042,93.4312667847,94.3132400513,90.5158996582,90.2697906494,90.8549118042,91.116317749,94.0900421143,92.7579879761,90.8928756714,90.8350830078,93.3715820312,86.9823989868,93.6678695679,92.1647720337,91.2152786255,90.6455917358,93.5899658203,90.9098815918,96.0018539429,90.873626709,93.4303817749,87.9567337036,89.5563201904,92.729385376,92.0315093994,8157,91.38
107.533706665,112.625137329,108.909339905,108.39831543,101.12020874,105.854812622,113.652191162,107.011444092,112.896614075,112.287521362,112.608345032,114.037277222,111.027275085,111.767051697,106.354629517,110.209411621,106.723304749,103.749328613,107.626945496,112.771186829,103.54209137,108.72718811,115.306663513,109.238250732,112.131462097,113.631919861,110.599395752,114.955451965,108.423034668,112.450813293,6623,107.05
101.903556824,96.696762085,101.539085388,101.463157654,106.015487671,107.860092163,101.794372559,107.347969055,106.089942932,103.42414093,104.140914917,105.472396851,105.941146851,96.1046676636,100.41506958,105.688453674,103.811332703,104.523246765,104.209976196,96.7700195312,98.5462722778,100.022285461,106.355743408,101.811134338,102.965286255,104.17073822,108.160934448,97.2303237915,99.8979949951,105.757705688,2296,101.0
91.8248825073,91.2395858765,93.9092102051,89.68409729,91.2410354614,89.9913024902,91.1350326538,89.3205337524,87.274559021,93.9876861572,93.9325637817,95.0266189575,93.1505889893,91.5203552246,87.9445800781,90.9074554443,90.0167694092,92.2134094238,89.3063735962,87.7169113159,90.8903808594,91.0798339844,86.9624862671,99.2487487793,89.6149520874,88.6171264648,85.4436340332,90.3068237305,88.2581634521,91.8586730957,4623,85.96
105.578674316,99.2659988403,101.910865784,103.085906982,104.751655579,100.901290894,101.730140686,99.9880218506,96.6554260254,100.065063477,99.2719345093,104.706115723,100.969314575,96.4704818726,99.7911605835,99.3511047363,94.9191131592,103.81388855,100.325302124,98.4291992188,100.311416626,96.5037918091,101.336547852,98.0959854126,99.9405975342,100.027000427,105.873191833,96.8754577637,99.0713348389,98.7325134277,3597,99.1
90.1273117065,94.5943069458,95.4027709961,95.2799530029,92.5124206543,91.8681793213,91.9654846191,92.3946380615,95.8309860229,93.0070343018,93.9712677002,94.9861907959,97.9164657593,96.025718689,88.4839019775,91.2465744019,91.2600097656,95.8631362915,91.4783706665,97.7025375366,91.4765701294,91.6241607666,90.078956604,93.0598907471,90.1863327026,90.6636886597,93.4799118042,93.1524276733,97.7900009155,97.4129104614,2017,125.06
113.155548096,107.1849823,111.742240906,106.746025085,113.554916382,101.080589294,111.702529907,111.712844849,106.641746521,108.930374146,113.005836487,111.593009949,109.190193176,109.941574097,108.879226685,108.815429688,106.800636292,108.754806519,107.190719604,111.217697144,108.750701904,113.214103699,109.791770935,113.110488892,107.825431824,111.131721497,113.128265381,104.763282776,108.29058075,107.445274353,3678,111.92
90.9417495728,90.3811569214,89.7278594971,98.3402328491,93.3262786865,89.8940048218,94.2781219482,102.699737549,94.1132888794,90.0226669312,94.2766571045,93.5283432007,98.1922302246,96.1398849487,92.3611907959,96.3131027222,90.2998733521,91.703666687,93.873916626,96.5849990845,94.9504394531,93.0585861206,91.2900543213,95.4678421021,98.1340713501,94.7597732544,94.3218154907,92.7935409546,95.9836883545,93.8862228394,1377,85.82
89.4580307007,89.7772674561,89.4069747925,91.8238220215,90.760269165,87.2131729126,91.94190979,88.5148620605,87.5520935059,92.3899917603,95.3849258423,93.3952102661,94.4598388672,91.5755157471,91.3781280518,95.4780807495,89.3049240112,91.7033691406,91.6287536621,90.0344314575,89.9027252197,87.8851623535,91.8148269653,92.3937683105,93.7114868164,88.5818557739,85.5618972778,89.0801544189,90.8412857056,85.3154144287,8247,87.78
102.483032227,101.810203552,102.378990173,100.594322205,105.133392334,99.6675186157,105.711776733,103.090431213,100.364959717,99.7359619141,99.3334197998,98.0329055786,102.790863037,99.5794677734,103.20426178,100.049118042,103.288780212,100.622573853,101.104667664,99.4041137695,102.02848053,103.288513184,101.610984802,98.6710205078,105.745506287,100.201683044,99.3688430786,101.145942688,98.3597717285,101.553123474,1626,100.83
112.707130432,104.316497803,111.88936615,111.682098389,105.55721283,107.815994263,112.410842896,111.230735779,109.812232971,110.334350586,112.490997314,111.749343872,112.313705444,109.996299744,108.513183594,109.14655304,101.46647644,107.413803101,109.519699097,103.259284973,110.503448486,106.556869507,105.536026001,105.794013977,111.325408936,108.38734436,113.624099731,115.547439575,112.202392578,110.274620056,1098,107.61
106.46572113,100.023704529,102.214370728,100.641944885,109.751327515,107.536453247,104.841255188,101.842529297,101.770523071,103.923530579,112.055702209,104.153869629,102.863975525,103.153457642,106.04573822,106.689193726,95.74243927,105.323127747,105.832756042,108.991378784,98.4827728271,104.946647644,107.35458374,100.264915466,108.314849854,102.577827454,105.094108582,106.54384613,104.405471802,107.387207031,1864,100.35
113.879119873,111.181610107,108.305892944,114.023155212,111.983154297,112.448928833,113.524986267,112.447692871,108.733680725,113.387252808,111.480995178,120.957778931,111.602798462,109.137252808,115.240585327,111.708969116,108.59186554,106.17149353,108.389381409,103.155105591,108.529098511,105.307830811,115.593688965,108.493835449,110.749252319,113.756752014,113.99835968,104.700958252,111.881355286,110.258674622,8297,105.61
