keras_MSE2_tanh0,keras_MSE2_tanh1,keras_MSE2_tanh2,keras_MSE2_tanh3,keras_MSE2_tanh4,keras_MSE2_tanh5,keras_MSE2_tanh6,keras_MSE2_tanh7,keras_MSE2_tanh8,keras_MSE2_tanh9,ID,y
113.890083313,113.633636475,115.893104553,113.2710495,113.483078003,113.386444092,113.821395874,111.584846497,113.377761841,113.804138184,1265,106.72
91.5848617554,91.9295959473,92.3025436401,92.8901519775,93.5533294678,91.4740371704,91.4992828369,92.5096054077,92.8377304077,92.2965545654,7724,88.86
103.91192627,107.835395813,110.160797119,105.701118469,113.779052734,113.988502502,113.490829468,108.361244202,113.359107971,110.655181885,8014,108.82
102.133766174,102.294143677,103.562965393,102.371932983,102.869056702,112.962081909,103.008369446,102.736045837,102.99041748,102.127830505,6023,99.64
108.401596069,102.103492737,108.516571045,93.0939254761,102.339897156,105.392501831,112.016403198,102.683418274,97.4727706909,100.276565552,1290,90.52
92.5720291138,91.8133010864,96.0755386353,92.2292785645,93.9498748779,94.9558792114,92.6923675537,91.9117279053,92.1366653442,92.4716720581,48,90.56
103.131767273,102.367904663,102.276443481,102.762001038,102.289047241,103.106269836,99.6477584839,108.177894592,102.709465027,100.138717651,3792,100.35
104.781417847,102.114074707,102.73299408,103.100921631,103.159965515,104.362365723,102.644744873,102.963661194,101.705192566,103.66178894,2847,100.32
92.0249328613,94.0338973999,92.6464157104,92.132019043,96.0591430664,92.5079040527,92.4840698242,92.149269104,93.1067047119,96.1266326904,4133,91.52
77.5781173706,77.8861618042,77.6902694702,77.2281799316,77.7734375,77.6885452271,77.4529876709,77.5547714233,77.2056121826,80.4070739746,6494,75.71
113.788345337,113.713821411,112.62348938,112.051239014,111.627960205,109.107650757,110.475952148,109.881462097,113.377510071,108.413108826,7557,114.73
92.5609970093,94.586227417,96.895149231,92.4880905151,93.91746521,92.4695053101,91.7822113037,92.6106872559,91.2309188843,92.3051986694,2263,93.48
96.467124939,92.6586456299,92.4920654297,91.9595794678,92.0280075073,92.8274993896,91.4821472168,92.1627960205,93.3136978149,92.3190994263,2611,87.81
92.9518585205,91.5100326538,91.8148498535,92.2155456543,92.2749176025,93.189239502,91.5814056396,91.806892395,92.0740432739,93.4043731689,3724,89.01
102.926933289,102.226219177,106.38218689,102.385444641,101.574455261,103.643363953,101.334075928,103.672019958,102.45224762,105.493598938,5753,101.96
92.2592926025,91.8084030151,92.1086578369,92.3140869141,91.6280441284,95.2832183838,93.1235656738,92.5562515259,98.3899765015,92.7007827759,3906,93.45
113.485855103,113.261947632,114.239608765,112.515922546,113.479499817,114.605895996,113.316223145,113.952636719,115.147193909,113.582267761,3107,125.91
94.681312561,93.7121963501,95.0640258789,95.0769805908,96.2008132935,91.8877029419,92.7436904907,93.5471954346,97.1173934937,92.7052612305,5708,95.57
93.1292724609,97.5641403198,104.540336609,96.8218917847,106.854240417,92.120513916,97.7316818237,101.025032043,92.261177063,97.8695220947,5298,88.42
91.9375,91.3748245239,92.2987670898,92.2195510864,92.0397796631,94.5277938843,91.6963272095,92.6876068115,92.7624282837,91.2586898804,7267,92.83
109.748725891,113.69568634,114.053604126,112.816665649,113.378997803,113.124908447,113.636260986,114.044387817,109.002693176,113.818191528,7205,105.64
93.0536727905,91.6118469238,92.4584197998,92.5385971069,92.4658966064,92.443901062,92.5475845337,92.7549285889,91.6578216553,92.450668335,8242,85.91
91.7658004761,92.6728057861,91.7393035889,92.9888458252,92.0787200928,94.4742355347,91.5746765137,92.2160873413,91.688079834,91.9920959473,4453,93.1
113.437240601,113.70375824,114.200592041,107.592834473,114.293083191,114.566047668,115.030319214,108.84602356,113.825973511,112.767051697,822,136.47
113.742935181,113.66418457,113.267311096,113.609077454,113.474617004,114.611785889,108.917922974,114.015213013,113.325897217,113.780754089,6623,107.05
111.949417114,114.329025269,114.235671997,113.732566833,113.471237183,113.118499756,115.265937805,114.159461975,113.35811615,113.867370605,956,112.42
76.9945373535,80.0373001099,80.4808197021,77.4406356812,77.0593490601,79.5159835815,77.7593688965,77.019821167,77.2919387817,77.5286026001,3036,76.8
113.901138306,113.261558533,115.910614014,113.593788147,113.727592468,113.124771118,113.9948349,113.970191956,113.399093628,114.274642944,4779,105.83
108.284477234,103.148147583,107.96257019,107.391296387,105.354927063,103.469909668,107.538902283,103.063018799,102.504074097,103.249145508,4883,98.69
91.6116790771,92.3735351562,91.2719955444,95.1526794434,90.146270752,92.1816864014,91.1233596802,88.8262481689,92.2946166992,90.801940918,5972,88.36
104.20665741,102.24004364,103.80506134,103.72151947,110.274841309,113.37979126,104.607078552,110.0651474,101.017120361,109.51171875,4262,97.58
77.0887985229,77.9586257935,77.1091766357,77.4433364868,76.6150817871,77.5638198853,78.3739547729,77.5922851562,77.2763137817,77.5295562744,5865,73.02
97.0788269043,92.9217910767,92.145614624,93.9671554565,91.6779022217,92.0984725952,91.4567184448,88.7952957153,91.2076568604,92.0095443726,108,85.44
113.98966217,113.63067627,113.255172729,113.370452881,113.315429688,113.114318848,115.49937439,114.388458252,113.967353821,112.769081116,3310,108.51
96.480682373,92.2002105713,102.42767334,94.8364868164,110.76272583,94.1702880859,101.087051392,94.2869338989,95.6204681396,98.1526031494,5043,90.47
102.757987976,102.27848053,102.989006042,102.102172852,102.590911865,102.476982117,102.051422119,102.749412537,102.883590698,102.658088684,2743,103.31
92.9125289917,92.4100494385,91.4393692017,92.0277786255,91.5415267944,91.9452667236,91.4978256226,91.8153686523,92.8858032227,94.3202590942,564,102.06
92.2157440186,90.6189117432,92.2767486572,92.9659118652,93.7256469727,96.1252593994,96.3591079712,91.7969512939,91.1754302979,93.7847442627,7899,84.9
113.743865967,113.255279541,114.222145081,110.393569946,113.488143921,113.123771667,113.481262207,114.054794312,115.140365601,112.77016449,6498,113.24
93.2554092407,92.7054443359,92.3712539673,91.9077911377,92.4532699585,95.8713150024,91.5062103271,94.0119857788,95.7479553223,91.8654556274,5980,91.74
92.220741272,92.4786758423,91.8059616089,92.0628662109,91.944519043,92.5319061279,91.6478042603,91.8016738892,91.6120910645,92.265838623,6952,87.44
104.767250061,102.43094635,102.620948792,106.467071533,102.476028442,104.97442627,102.882987976,104.329185486,103.788993835,102.558258057,2767,98.44
92.5537185669,91.517074585,95.3736877441,92.3104095459,91.789932251,93.7647476196,91.7442169189,92.184463501,91.1711425781,92.0801315308,6940,92.07
91.6987228394,92.3137283325,92.2817077637,91.9390869141,92.3401794434,93.5725784302,92.5718612671,92.403175354,92.0995635986,91.2192077637,4743,88.53
113.697525024,113.263961792,113.620872498,112.760414124,113.333106995,113.119056702,113.802841187,114.052177429,113.384162903,113.217094421,5411,109.0
97.0256881714,93.744720459,96.608795166,92.5755310059,97.1792373657,94.0322189331,96.1395187378,96.1694030762,99.0879898071,99.4498977661,5422,100.36
103.543518066,104.289146423,103.662811279,102.96836853,102.998832703,105.173660278,102.702453613,105.829826355,103.426757812,102.796134949,1849,99.0
96.9480743408,91.926071167,91.7390213013,93.3656845093,91.6711044312,94.0989761353,98.1047515869,97.4447479248,93.0849075317,92.0089797974,2187,94.81
112.526985168,113.256530762,114.137428284,105.794113159,113.68711853,113.38117981,109.370765686,113.913208008,113.30947113,112.766281128,8399,107.39
113.534042358,114.43699646,114.247070312,113.363357544,113.330451965,114.454444885,113.449424744,113.815834045,113.390380859,113.824905396,5357,114.22
113.986503601,113.575592041,113.261787415,113.98664856,113.448524475,113.3855896,113.295814514,114.055023193,114.813903809,112.597541809,8164,105.68
113.478256226,113.628128052,113.652824402,113.718978882,113.333946228,114.977371216,113.309379578,114.055183411,113.397979736,113.584625244,4520,118.53
103.464797974,102.39957428,109.895492554,102.832138062,102.564041138,107.817520142,107.919906616,102.757209778,105.343490601,103.481513977,2836,101.25
113.729660034,113.147323608,113.262153625,110.950576782,113.437088013,113.052871704,109.929145813,113.947853088,114.76927948,112.76738739,945,116.34
113.928100586,112.551391602,115.839248657,113.267295837,111.852844238,113.28793335,113.727851868,110.678771973,113.412605286,112.012802124,2396,160.87
101.816383362,101.545066833,99.4511184692,108.262405396,100.051651001,95.9420547485,99.5651855469,106.133338928,96.669128418,105.490745544,4238,97.55
113.69985199,114.31288147,113.619506836,113.626876831,113.276870728,113.310630798,114.338577271,114.229415894,113.96862793,113.578201294,1847,105.4
91.6608123779,91.5430831909,92.3585205078,91.9104156494,92.0686416626,92.6191711426,92.1201477051,91.6421661377,92.0997085571,92.0507888794,3388,90.86
113.284683228,113.63533783,113.273803711,113.339637756,113.468513489,112.985473633,113.270431519,114.05267334,109.151168823,112.766532898,4001,116.23
102.894165039,101.371589661,102.020553589,102.70703125,102.325187683,102.502700806,102.390029907,102.768424988,100.55695343,102.236595154,3492,100.46
113.981437683,113.704353333,114.225639343,114.139160156,112.57535553,114.81162262,113.816375732,113.047065735,113.966369629,113.853759766,7263,106.97
93.150894165,92.4473495483,91.5318145752,92.7164077759,93.901725769,92.118598938,92.2132644653,92.8446884155,93.6499938965,92.5869445801,7346,87.58
95.3296203613,92.4674377441,97.5372924805,98.69972229,98.3374252319,94.0104217529,98.5337142944,100.168487549,94.7963638306,92.0159606934,1291,93.62
94.4057998657,96.9536972046,92.0578765869,92.9303207397,99.853767395,92.5785827637,94.9686203003,97.8677520752,92.9990005493,91.8164215088,3080,89.97
102.744476318,103.425979614,102.807891846,102.799095154,102.197486877,103.350379944,103.059356689,102.777328491,101.393692017,102.812995911,4244,106.37
91.8558425903,92.2200241089,95.67603302,92.2618179321,92.7367553711,91.3700866699,92.4900970459,92.7095336914,91.8851013184,92.3313064575,752,98.24
103.243217468,102.823516846,102.544898987,102.008636475,102.431480408,102.16230011,103.052047729,102.838226318,102.668945312,102.628120422,7040,106.93
113.484474182,113.262359619,113.262939453,113.368087769,113.33190155,113.386795044,113.807991028,113.853622437,113.400856018,114.281394958,3384,110.88
92.061416626,92.2408294678,91.9102630615,92.2500839233,91.9440231323,91.8635177612,92.5559387207,97.0723190308,91.6566772461,91.3039627075,1929,89.97
92.3292694092,92.1438903809,92.0682220459,92.9660339355,91.9309005737,91.3249969482,91.668006897,92.1805953979,92.0993652344,91.7358779907,6373,95.65
113.552017212,113.671257019,114.222518921,114.159820557,113.68372345,114.629745483,113.822990417,114.051078796,113.970291138,113.860359192,4036,123.47
96.2889862061,97.0518798828,97.9446487427,95.6723403931,95.9885025024,93.9142608643,95.8630218506,92.6301116943,93.348815918,96.1576919556,5201,89.44
93.9272613525,92.4192428589,94.9391403198,92.4880142212,92.0025939941,96.2345657349,92.1056747437,93.0062255859,92.5555801392,94.9396057129,1135,95.03
108.882629395,106.985282898,107.87436676,107.276107788,104.138710022,109.137115479,107.292198181,105.50377655,114.658203125,104.012290955,2988,100.07
102.88873291,107.780677795,103.026390076,107.499801636,109.099136353,108.178840637,103.591758728,102.782028198,102.264427185,111.183563232,5737,97.26
113.983283997,113.714118958,113.656448364,113.591835022,113.468299866,113.383659363,113.788909912,113.987915039,113.951278687,113.872642517,7222,110.84
113.69644165,114.438407898,114.121116638,113.618927002,109.007232666,114.394485474,113.772979736,113.426971436,114.681472778,113.579734802,1115,109.91
102.415481567,94.2151947021,92.4686508179,99.8956604004,94.8115997314,92.4395980835,96.413192749,92.2751541138,97.4405517578,100.357620239,24,128.76
96.3248672485,94.5200576782,95.714302063,95.9368286133,95.0220947266,92.1663970947,96.525177002,96.8822174072,95.1863327026,95.0022277832,388,97.81
113.821510315,113.621788025,114.180206299,113.592964172,113.338668823,113.115608215,115.477149963,112.33164978,113.957923889,113.813545227,909,110.33
103.011962891,105.039398193,103.162384033,107.931419373,104.365264893,102.6587677,103.883979797,107.747657776,101.114524841,102.737281799,300,96.78
95.3807220459,92.5634307861,93.9400634766,98.5246505737,105.003616333,96.8294525146,95.2651596069,101.605033875,95.462677002,96.5406265259,2483,100.92
96.0997314453,91.9856338501,91.9126052856,92.2559204102,92.5033950806,92.5715560913,91.8840713501,92.4351577759,91.2099304199,92.4175567627,1521,93.11
91.7099533081,91.8192672729,92.2395477295,92.3896865845,93.5023727417,93.0908050537,94.3782272339,92.4420852661,91.8386688232,93.9197845459,723,100.64
103.670783997,92.1991348267,100.198921204,92.0809631348,91.994682312,96.3242874146,91.4459075928,92.4786376953,92.3981552124,91.7339172363,3821,97.86
113.402549744,108.545661926,102.67250061,105.633460999,107.046157837,103.431999207,103.992111206,106.940803528,102.314292908,106.025993347,3733,97.78
92.7822189331,92.3416748047,92.2956008911,92.3298492432,92.2250442505,92.018196106,92.3216247559,92.3459091187,92.3913955688,92.2926177979,4319,92.4
113.75201416,113.622795105,113.270362854,108.301490784,113.755859375,114.622108459,113.438560486,114.200210571,113.687690735,111.357315063,1594,105.66
94.2187194824,93.0209884644,91.8143081665,92.628692627,96.506072998,94.3377304077,95.7202224731,92.4618682861,96.8553619385,93.6428756714,1913,93.42
96.8429870605,92.6684494019,97.1783981323,96.6969833374,95.2300262451,92.7043380737,92.3458023071,93.349029541,92.6913604736,91.7526702881,1087,92.22
94.5909881592,92.62890625,96.8129882812,94.9844207764,97.016708374,95.7753372192,97.0443267822,96.3598251343,94.0501327515,94.3148803711,2534,88.18
97.8241729736,92.404083252,93.7687911987,92.2477340698,92.6248703003,92.012008667,92.1344451904,90.8677368164,92.7652740479,92.8479156494,1523,105.35
102.186454773,102.464195251,103.561019897,102.479804993,102.317878723,102.638954163,100.760269165,101.510765076,102.557655334,103.0860672,5820,147.22
77.5798873901,80.0576858521,80.5658798218,77.4616775513,77.8536834717,77.6407241821,78.091003418,77.483833313,80.6656646729,80.9610214233,7212,75.54
94.0519866943,91.6800842285,96.9646148682,92.2158889771,91.6854095459,94.41746521,92.2549819946,92.6004943848,92.2158050537,91.7295913696,6999,90.94
113.908889771,114.443832397,114.243858337,113.592727661,114.22492981,115.054527283,113.735572815,113.931243896,113.96862793,113.88458252,372,116.65
78.5553359985,77.8710250854,76.7513656616,77.4695968628,77.1053161621,80.6750335693,78.4245300293,76.9975357056,77.1748657227,77.5411300659,6061,83.09
102.126022339,102.703605652,102.152687073,103.284561157,102.349441528,103.336181641,102.684898376,102.466583252,102.989067078,103.40348053,7359,104.85
92.2382965088,91.8999481201,91.7285232544,92.3054885864,92.0926895142,91.9899673462,92.4537811279,92.354598999,91.6525878906,91.1843338013,3450,90.26
96.5928878784,89.6446151733,92.2890701294,92.9678192139,92.0248336792,92.4929046631,93.8120574951,89.6137161255,96.3319702148,91.5447692871,6576,90.64
102.277084351,102.646568298,102.264175415,103.045822144,102.294120789,102.488456726,103.134811401,102.733833313,105.461685181,102.692245483,3278,106.79
113.998527527,113.62853241,111.30670929,108.824630737,113.323448181,110.674575806,109.867362976,110.622001648,110.403945923,112.639526367,1846,108.38
104.855209351,102.553894043,103.530693054,102.420181274,102.995391846,103.390907288,103.533874512,102.721885681,103.082191467,102.974052429,4965,99.11
77.787437439,77.1742019653,80.5076293945,77.4481811523,77.766708374,79.3780822754,76.2107543945,77.5443191528,80.5567398071,80.9610443115,639,74.0
113.884056091,112.30355072,107.126853943,111.58530426,109.738357544,105.196647644,112.667098999,107.031990051,113.865234375,110.020172119,8284,106.3
113.353233337,113.574714661,109.364341736,113.580413818,113.484390259,113.379699707,114.659721375,113.986839294,113.390007019,113.833679199,1718,108.15
92.8235931396,93.506980896,95.8171463013,96.1856307983,96.1716537476,96.7212982178,97.5317153931,94.4594268799,94.9279708862,97.4032745361,1557,91.68
102.303199768,97.1013565063,98.0402450562,92.3230743408,96.4225769043,91.8369064331,97.1232223511,100.160041809,97.4085159302,102.850189209,1127,95.56
101.130638123,113.408149719,105.810058594,93.2655258179,92.0929718018,99.1915130615,96.5055847168,96.3869552612,95.9893188477,95.9197845459,5394,88.05
93.0952835083,92.9544372559,92.8096084595,94.6822128296,93.2911834717,96.0464553833,92.9876251221,96.8242416382,93.4722290039,91.807144165,5863,99.08
113.677360535,114.357711792,113.649848938,111.946159363,113.685073853,113.123939514,113.44733429,111.592269897,114.010238647,113.731132507,3978,110.94
104.722694397,102.395996094,103.04776001,102.504440308,103.076553345,104.336967468,102.63041687,103.842086792,102.174583435,102.523658752,3998,100.11
105.508781433,108.53427887,104.020652771,109.584693909,103.519287109,102.382629395,104.177688599,105.125328064,105.132698059,103.364135742,2379,101.71
92.2531661987,97.000579834,95.7189788818,95.9989700317,94.9683227539,96.051071167,100.032592773,97.7628250122,97.0506744385,91.2205581665,5228,89.37
91.5352249146,90.0244903564,91.7873306274,92.1731338501,91.4426422119,92.2346878052,92.0487289429,92.2286834717,92.0013961792,91.9881057739,7231,101.65
113.683776855,113.265205383,115.86730957,113.408058167,108.489234924,114.468406677,115.434432983,112.895095825,113.950653076,107.95161438,1193,111.45
92.7932128906,91.9024810791,91.4016723633,92.1808624268,91.8829193115,92.3844146729,92.3754501343,88.1148605347,91.6162796021,92.2750930786,7856,86.93
93.5038986206,93.130065918,95.1962814331,94.6737213135,96.6391525269,96.8719406128,92.6102905273,96.5268936157,95.3244552612,92.2061920166,4541,92.26
92.9932250977,91.7968902588,92.2034225464,92.3130569458,92.3979492188,91.6128692627,92.4718856812,91.7100753784,91.6902694702,91.4298324585,5274,94.52
113.735420227,113.553253174,114.209480286,113.712661743,114.260002136,115.046424866,114.038917542,112.772232056,113.395103455,113.685974121,6234,108.86
113.895149231,113.370513916,114.245658875,111.69606781,112.463996887,113.358283997,113.309074402,110.123580933,109.011070251,108.281715393,8342,104.29
92.0164031982,94.2166671753,95.705329895,92.2955780029,96.1463241577,95.7379608154,95.7325668335,92.8343658447,95.6610870361,92.487991333,5828,88.69
92.0072174072,94.0235366821,94.4648742676,94.4263763428,92.3234786987,97.2869415283,92.9346923828,97.8589706421,96.0401153564,93.1724700928,5761,115.07
113.897720337,113.787277222,115.868347168,113.648361206,113.332420349,111.656272888,113.314338684,114.048942566,113.394248962,112.765190125,6486,111.24
77.7676849365,77.5284805298,77.6876602173,77.6425018311,76.6194229126,77.6935424805,77.6962051392,77.4909820557,76.6683349609,80.3853225708,3009,75.82
92.873840332,91.3563995361,91.4816589355,92.4541778564,93.005355835,91.9920654297,91.9648590088,92.6646652222,91.6970977783,92.3605651855,5230,87.98
97.1736755371,91.9496612549,96.8977050781,98.2148361206,94.6153488159,96.7678833008,96.6476287842,94.2186050415,96.9278869629,97.5855026245,6436,103.63
103.335647583,103.62298584,102.984779358,102.382247925,102.564674377,101.705513,102.256759644,104.573692322,102.058784485,103.165779114,6452,98.37
92.584526062,91.8719406128,96.8976516724,96.350112915,93.4089202881,94.4771194458,95.1902389526,92.4361953735,93.7701034546,95.7516937256,5900,87.86
113.739654541,113.786872864,113.258026123,113.365623474,114.297431946,115.050888062,115.542915344,114.052207947,113.407569885,113.708572388,6974,113.77
113.735168457,114.437896729,113.268890381,112.515945435,113.689880371,115.024505615,115.511619568,113.952606201,114.014022827,113.857978821,3243,121.5
104.227714539,95.9373626709,92.7922363281,96.5454330444,96.416809082,94.3069992065,92.7937088013,92.6335220337,92.0108261108,97.0355682373,4695,95.46
104.980384827,103.076957703,107.624404907,102.76109314,104.472694397,108.173721313,105.184417725,103.315757751,105.396179199,103.416091919,6610,101.76
92.2287597656,91.1118240356,91.0996551514,92.578956604,91.53490448,91.9253234863,91.7010421753,89.2158050537,92.1226272583,91.0693817139,8018,87.68
106.63028717,103.88129425,107.471725464,103.351882935,108.450798035,106.840705872,107.618942261,107.378517151,102.805549622,107.336700439,4746,99.82
113.471885681,114.41217804,114.225463867,113.590324402,113.338058472,113.105903625,115.554695129,113.993530273,113.968093872,113.795875549,4369,117.49
113.825065613,113.632888794,111.930389404,107.4659729,111.31149292,109.138938904,109.270256042,108.989463806,113.001968384,112.583198547,2470,103.91
76.9787216187,80.0379562378,77.6960372925,77.2387390137,77.0459060669,77.7630157471,78.2243499756,77.5645065308,77.1337890625,77.4880752563,4435,78.91
92.6895217896,92.4946136475,96.3778305054,92.4467163086,92.4117126465,95.4577026367,91.8719482422,94.3479309082,91.6892547607,91.4963226318,1284,88.78
113.748626709,114.447723389,115.911903381,113.378036499,113.693359375,113.382217407,111.402030945,114.238883972,113.96370697,113.824455261,7829,103.31
97.1644973755,93.0209884644,94.0278778076,94.0240402222,96.7303848267,94.3377304077,96.7838363647,91.9663543701,92.9923477173,95.4571456909,1878,101.2
113.969764709,114.445831299,115.756988525,113.366996765,113.683242798,113.124504089,113.306602478,113.327537537,115.129577637,113.586761475,5775,108.75
113.737182617,113.586395264,113.605712891,113.698028564,113.339012146,113.121139526,112.780288696,109.544189453,110.08379364,114.182022095,2512,106.09
113.750091553,114.44947052,114.228866577,113.644447327,113.359169006,113.108261108,113.818466187,110.294616699,113.401481628,112.766075134,7500,155.62
92.7237243652,92.2252807617,92.3502883911,92.0614624023,92.5796585083,94.3702545166,92.132270813,91.1510620117,92.5608901978,91.3666000366,4991,90.82
113.743980408,113.630126953,113.362167358,108.262985229,113.651145935,113.381080627,113.312461853,112.050308228,108.880355835,113.845680237,4003,111.07
106.812217712,114.292663574,113.415969849,107.681228638,112.014770508,114.689445496,106.302597046,113.53704834,108.050865173,109.109214783,797,112.46
113.900215149,113.785491943,113.263938904,113.541763306,113.487510681,113.083061218,115.485565186,114.139518738,111.547859192,114.228530884,1558,111.02
102.932052612,101.15587616,102.521842957,102.725463867,102.666534424,103.292320251,100.154464722,99.6281890869,101.060577393,102.562347412,6241,126.41
92.2468109131,91.7727661133,91.7482528687,92.2499237061,92.3239593506,92.0796813965,91.4741592407,92.1989440918,91.8428115845,90.7819366455,7336,90.51
113.708808899,113.637565613,114.22618103,113.679962158,113.603637695,114.636306763,114.018791199,112.83316803,113.388023376,113.89050293,1345,109.53
92.2002410889,91.5134353638,91.7481994629,92.3952026367,92.3193359375,91.7107620239,92.230178833,92.320640564,91.4015808105,92.3402938843,6583,86.07
102.467407227,102.517417908,105.3646698,102.393089294,102.487190247,103.429069519,101.784507751,102.961326599,101.433616638,103.263160706,5677,96.53
107.697135925,108.47089386,104.076766968,107.783241272,105.351097107,104.171524048,108.276321411,105.617546082,102.242500305,104.562858582,2238,108.39
91.6736297607,91.5743103027,91.4796676636,92.2000198364,91.6138763428,92.0279922485,91.9915466309,92.2236557007,92.2633285522,91.5961532593,6538,90.28
110.811950684,113.6015625,110.498001099,113.590080261,112.70703125,114.325416565,115.020339966,113.919036865,113.208068848,113.029319763,7682,105.54
113.5235672,113.787986755,114.020179749,110.803733826,113.369766235,115.036468506,114.953910828,114.204940796,114.005653381,113.55809021,7372,108.58
113.959068298,113.266975403,113.956085205,113.644264221,113.465377808,113.123458862,113.388969421,113.341270447,113.382476807,113.902084351,5950,119.56
92.0104293823,91.7425613403,92.3697509766,92.2909164429,96.2572937012,91.3350906372,93.1881332397,91.7672042847,91.6893081665,91.9146957397,1158,91.56
106.55316925,103.555755615,104.541557312,102.95224762,104.819190979,107.847198486,106.2811203,102.827835083,102.380149841,106.664169312,1227,99.46
113.451644897,114.400657654,109.936859131,111.101356506,113.247154236,112.473747253,108.897483826,113.886985779,113.857818604,107.228538513,7926,113.67
102.885467529,112.719215393,114.88143158,108.832359314,102.40070343,109.268577576,105.102706909,111.711776733,113.39415741,112.06703186,6729,99.65
113.750602722,113.69959259,114.23235321,113.887771606,113.699539185,109.577735901,113.324989319,114.200462341,113.392715454,114.283874512,1471,113.35
94.9842987061,93.4259414673,97.3717727661,95.1300964355,96.1651611328,95.2616195679,92.4209976196,92.4865264893,95.6880722046,94.2118301392,6706,87.85
92.1413726807,92.5032424927,92.429107666,91.8871612549,92.2657089233,93.0507202148,90.9779052734,89.5652236938,91.7733535767,91.7584609985,3885,91.12
113.561325073,114.446350098,114.226173401,114.157737732,114.291297913,115.053413391,113.47000885,113.923706055,113.966125488,113.86289978,3169,108.02
113.988876343,113.698890686,113.905960083,113.337799072,112.191246033,113.124656677,113.778862,114.029159546,113.380783081,108.92539978,3752,107.4
113.038520813,111.444030762,110.597686768,109.072029114,113.63924408,109.225578308,106.039024353,109.085510254,104.82182312,109.493400574,8405,107.39
93.9632339478,95.2964859009,92.1561965942,92.4043731689,95.9930267334,92.1569519043,93.9595413208,92.5296401978,92.1455307007,91.496925354,6971,89.22
92.1838302612,92.4580612183,91.5022583008,92.2552566528,92.0965042114,91.6982879639,91.6053543091,92.2349472046,91.1675415039,91.7902374268,2668,92.22
113.878372192,114.418960571,114.244911194,108.317199707,113.42754364,103.443817139,113.467918396,113.574333191,112.415245056,103.45135498,5409,102.77
77.0801544189,77.5306854248,77.7032699585,77.5826034546,77.9035263062,77.7294006348,78.3476715088,77.5360031128,77.1521377563,77.5255203247,824,77.31
113.99836731,113.784889221,115.882171631,113.591850281,112.790283203,114.602516174,115.421295166,115.628166199,113.879402161,114.263343811,6355,112.47
91.6626205444,92.1970825195,93.1955337524,92.3179016113,91.8595504761,97.6707077026,92.4833221436,92.4983825684,92.6116027832,92.7878036499,1881,98.17
77.8150482178,77.0277481079,79.2403259277,77.453125,76.6169815063,77.7036743164,78.3164138794,77.6268920898,76.6701889038,80.3818511963,5265,84.27
92.0646743774,91.5162811279,91.9950408936,92.0485229492,92.3441772461,94.6018371582,89.669090271,92.4607391357,90.2040328979,91.9236297607,2676,113.82
113.988883972,114.451461792,115.910606384,113.731674194,113.678153992,115.045265198,113.313034058,115.588508606,114.018424988,113.567764282,4659,115.72
92.6068878174,93.1942749023,92.1862716675,93.4101715088,92.1823043823,93.7654647827,92.1812744141,91.0182800293,95.3055877686,92.815826416,375,94.02
91.833190918,93.1661453247,91.826385498,92.2828674316,92.2940063477,95.7989807129,94.9191665649,96.9648284912,93.8164215088,95.1693954468,1724,91.11
113.962104797,113.473678589,114.223976135,114.114631653,113.699256897,114.605010986,113.866912842,113.987236023,114.028945923,113.827003479,5537,114.11
92.2719345093,94.0510635376,97.6556396484,99.3177871704,92.4329910278,102.212478638,90.0235671997,95.5119247437,99.2440261841,93.3097839355,762,95.1
92.8700866699,94.1998062134,91.5942993164,92.1502532959,91.5119934082,91.3138885498,91.9502792358,92.3668670654,92.2398300171,92.267829895,7139,93.25
91.8847808838,93.3793029785,92.3738632202,93.6281433105,98.0398178101,95.7559661865,91.4905166626,92.1816940308,92.217666626,92.2276000977,1947,96.83
113.464828491,113.495750427,114.226127625,110.389022827,114.296783447,113.385391235,113.290359497,112.514099121,113.389045715,112.764961243,7088,113.83
93.5425033569,96.424079895,101.006416321,94.5493469238,99.2855682373,93.2999954224,98.266418457,93.4932937622,95.6610336304,96.6203994751,3120,89.9
98.0658798218,94.3029327393,93.7940216064,94.2449569702,94.8890457153,93.8774185181,94.4628143311,92.9409408569,92.3168640137,98.2089538574,7175,89.79
91.8931121826,98.2838821411,92.6094589233,99.5080032349,97.3684005737,101.224685669,94.3723983765,104.62651062,97.2180633545,97.8081817627,5913,92.05
78.5592422485,77.5259857178,79.2890777588,77.4574737549,76.6210632324,77.6796112061,76.2063140869,77.4987335205,80.6655883789,77.4802627563,987,79.99
91.7930679321,92.4345245361,96.0338592529,100.286087036,95.8182449341,92.6092300415,94.7563095093,93.876083374,91.8760299683,93.3977050781,39,106.1
102.897354126,102.238609314,102.487861633,102.728805542,102.433410645,102.444107056,102.543144226,101.43056488,101.795372009,101.575248718,4514,112.82
92.5558395386,91.4231491089,92.0863571167,92.2108306885,92.0033874512,92.0515518188,91.6104736328,92.9436035156,92.0468826294,92.301399231,619,99.82
103.320793152,102.918777466,103.795425415,102.671379089,109.157501221,107.696815491,102.907371521,103.007133484,107.132728577,107.496208191,1626,100.83
97.4433288574,95.415145874,92.9992828369,92.2811050415,95.5410690308,92.5724945068,92.5020370483,96.3853378296,93.3460540771,92.3307723999,4794,96.99
92.0899429321,94.8791427612,96.1713409424,93.3929748535,92.4445037842,95.222038269,92.1605834961,92.2386169434,91.7012863159,92.2028503418,3940,88.83
