ID,y,x_mse_sqrY3_0,x_mse_sqrY3_1,x_mse_sqrY3_2,x_mse_sqrY3_3,x_mse_sqrY3_4,x_mse_sqrY4_0,x_mse_sqrY4_1,x_mse_sqrY4_2,x_mse_sqrY4_3,x_mse_sqrY4_4,x_mse_sqrY5_0,x_mse_sqrY5_1,x_mse_sqrY5_2,x_mse_sqrY5_3,x_mse_sqrY5_4,x_mse_sqrY6_0,x_mse_sqrY6_1,x_mse_sqrY6_2,x_mse_sqrY6_3,x_mse_sqrY6_4
2108,4584192617.37,92.9470901489,92.7293930054,93.0691070557,92.622833252,92.5758285522,92.8322219849,93.0657196045,92.7599945068,92.6906967163,92.8291320801,92.8530960083,92.875831604,92.613067627,92.9062728882,93.1038665771,92.5637054443,91.6639633179,92.5890274048,92.2730560303,92.4142074585
4800,2055390225.81,95.156867981,94.8928222656,95.3760757446,94.2601394653,95.1303710938,94.2058868408,94.694732666,94.9868621826,94.2967529297,94.938331604,94.4551925659,94.6371307373,95.3427124023,95.4524459839,94.8445968628,94.2046432495,94.6549072266,94.3760986328,94.8869934082,95.5126953125
2876,7459154507.58,105.362632751,104.866088867,105.716651917,105.119773865,105.096130371,105.13369751,104.913497925,105.466072083,105.082595825,104.949317932,105.000869751,105.379417419,105.180282593,105.465370178,105.040016174,105.62122345,104.119598389,104.830818176,104.360801697,104.471855164
6530,2820959278.84,93.3127059937,93.0551757812,93.6074371338,93.6511001587,92.8062896729,93.2920532227,94.4075088501,93.1209106445,92.9722137451,93.0484619141,92.8362045288,92.415763855,93.1552734375,93.5987243652,93.2779006958,93.4809951782,93.3657226562,93.2210617065,93.1109542847,93.397644043
2719,3445840840.9,93.639251709,93.7658538818,93.8305130005,93.8598709106,93.8080978394,94.1284637451,93.7556991577,93.5682067871,93.4639434814,93.3143081665,93.8812332153,93.423248291,93.6586151123,94.2239379883,93.9943695068,93.3259353638,94.3343505859,92.955696106,93.8208084106,93.3969039917
2531,6.21181324263e+11,116.186843872,116.94833374,116.008338928,116.685409546,115.859199524,116.254089355,115.474021912,115.741531372,116.077644348,116.29221344,116.561843872,115.936485291,116.770477295,116.927398682,116.429100037,115.968955994,116.283828735,115.230041504,114.862426758,115.64251709
7614,5199555775.02,91.9699478149,92.8493118286,92.1639404297,92.0146636963,92.3431472778,91.8628082275,92.5021286011,92.5299224854,91.921005249,92.3383483887,91.9096374512,92.6866760254,92.0183410645,92.4780273438,92.0999603271,92.0978546143,91.6834716797,92.1343536377,92.1588745117,92.1135253906
8056,2845113784.77,92.5975265503,92.2031860352,92.6070709229,92.9182434082,92.568145752,92.8733673096,92.069190979,91.7450256348,91.8285522461,91.810005188,92.8288040161,92.1134490967,92.1238327026,91.8569946289,91.9975357056,91.1039352417,91.8676757812,91.9309768677,91.7584533691,91.2286071777
5643,3400373596.94,94.4109344482,93.8999023438,94.1708831787,93.8176727295,94.0383834839,93.8069152832,93.4525985718,94.4689483643,94.5975189209,94.0708847046,94.1195983887,93.9088821411,93.5636901855,94.2976760864,93.6917724609,93.7191543579,93.4091262817,93.9934616089,93.8769836426,93.6264266968
2078,3295170680.57,92.8466110229,92.9402313232,93.1886367798,92.8407287598,92.8084182739,92.6764602661,92.9309463501,92.9107208252,92.6165008545,92.9226760864,92.5083312988,92.6706771851,92.331489563,92.4111785889,92.6482772827,93.5764923096,92.7770004272,92.3960189819,92.5737380981,93.2545089722
6317,9638005714.83,103.676933289,103.932342529,103.362922668,104.199897766,104.072410583,102.876747131,104.039512634,104.475639343,102.805427551,102.670410156,104.219779968,102.143127441,104.585136414,103.634307861,103.089408875,103.807540894,104.694473267,104.465133667,105.410903931,103.606468201
1452,24003233285.0,111.49181366,111.627441406,111.779090881,111.567573547,111.253753662,111.536651611,111.487167358,111.641830444,111.359031677,111.578155518,111.348007202,111.342269897,111.511131287,111.47568512,111.241241455,111.649589539,111.306083679,111.614074707,110.750907898,110.990859985
8063,4009816434.9,91.5740509033,92.1372833252,91.7612915039,92.3780288696,92.0442810059,92.0636672974,91.8777999878,91.8391571045,91.7340316772,91.7514572144,91.6911010742,91.9191436768,91.8420410156,91.509979248,91.7571563721,91.5260009766,91.2632217407,91.391708374,91.2534942627,91.780708313
1235,3056692208.11,95.2266082764,94.5138778687,94.8579940796,95.0419540405,95.0456924438,94.7375259399,94.5904159546,95.6423873901,94.756072998,94.7299499512,95.210067749,95.1949539185,95.2537689209,95.5947723389,95.4502792358,95.302772522,95.3393859863,94.889465332,95.8674621582,95.2280654907
7882,20109325223.4,109.79271698,109.798347473,109.682403564,109.648925781,109.639755249,110.029533386,109.396118164,109.392608643,109.878608704,109.487770081,109.374153137,109.700416565,109.054412842,109.517189026,109.569107056,109.151298523,109.791992188,109.373435974,109.986221313,109.992599487
455,3.93002395596e+11,126.394432068,127.962364197,128.334472656,126.060012817,131.547393799,127.687141418,126.853652954,128.87387085,128.715652466,127.357055664,128.7837677,127.459724426,130.623092651,102.775344849,128.224822998,125.871459961,127.691490173,126.811660767,130.913696289,129.031311035
385,782088449.131,78.7917938232,78.8369598389,78.6714324951,78.6085128784,78.6479873657,78.1283569336,78.3334960938,78.2796859741,78.2241134644,78.3639526367,78.0571746826,77.8831481934,77.9588928223,78.277885437,77.880859375,77.8946456909,77.9640655518,77.8424682617,77.5746078491,77.8650360107
3402,3731072431.69,94.6867752075,94.8681335449,95.0214614868,94.7524337769,94.728187561,94.9106826782,95.198638916,94.6526641846,94.8472518921,94.9103317261,94.9390563965,94.9188613892,94.9201965332,94.4817962646,94.9083404541,94.5070114136,94.862991333,94.6968688965,95.0852813721,95.0080566406
380,18614818715.5,104.470649719,104.133674622,104.40096283,104.209106445,104.326515198,104.276855469,104.417182922,104.440803528,104.752403259,104.615348816,104.355422974,103.85609436,103.998306274,104.030227661,104.233062744,104.448226929,104.163398743,103.585227966,103.601982117,104.208328247
8156,1804467948.21,92.8524169922,92.7657394409,92.2043075562,92.6171112061,92.7690124512,92.4841690063,91.9879837036,92.5385055542,92.8353271484,92.3213577271,92.4837646484,91.6448135376,92.3246231079,92.5479736328,92.69115448,91.6939544678,91.8544540405,91.6613922119,92.4109039307,92.1988143921
7841,1.02328229197e+11,109.697906494,109.990501404,110.214912415,110.190109253,110.082618713,109.658172607,110.25819397,109.771812439,109.637641907,109.71031189,109.728630066,109.637321472,109.900062561,109.411422729,110.520652771,109.862533569,109.438552856,110.177215576,109.505332947,110.126945496
5300,2439076164.59,94.380355835,94.4610900879,94.1007614136,95.254234314,95.1610336304,95.4868240356,95.3879623413,94.9522323608,95.2749023438,95.8220291138,94.9337615967,95.48097229,95.6459350586,96.0599136353,94.861000061,95.2475509644,96.3895797729,94.9801330566,95.317237854,95.612991333
7798,7135522833.3,101.569625854,101.695373535,101.49055481,101.626449585,101.571678162,101.841285706,101.34753418,101.638450623,101.749565125,101.347053528,101.515151978,100.974235535,101.67375946,101.571968079,101.938781738,101.260780334,101.700759888,101.691856384,101.397079468,100.922836304
6239,28114048487.8,116.820091248,117.581062317,117.067649841,117.279891968,117.210105896,117.488441467,117.369636536,117.970558167,116.728309631,118.237625122,118.772094727,117.561065674,118.976745605,116.565711975,117.523117065,115.991287231,115.919197083,117.930625916,116.797370911,116.3409729
6683,12041333380.9,103.029769897,102.680770874,102.60446167,102.826934814,102.678855896,103.408744812,103.716514587,103.776725769,102.950950623,103.592781067,104.067802429,104.458656311,103.698936462,103.994285583,103.447174072,104.638160706,104.021186829,103.898002625,104.445114136,102.507919312
2785,25595868361.6,112.184265137,112.294204712,111.961021423,112.273170471,112.081375122,111.908164978,112.044509888,112.127258301,111.774673462,112.08946991,112.137779236,112.441665649,112.240127563,112.23903656,112.151695251,111.605575562,112.203956604,112.092788696,111.348747253,112.397758484
7115,3363599591.4,92.6144866943,93.0264587402,92.6270370483,92.1475219727,92.6893539429,92.92993927,93.0721054077,92.1100082397,92.5864562988,92.9347763062,92.7062149048,92.8482437134,92.6221389771,93.0633850098,92.3244934082,92.9866485596,92.6739654541,92.5388183594,92.8222427368,92.4679031372
5344,87430606943.4,112.047836304,111.909317017,112.348243713,111.736404419,112.397331238,112.266799927,112.450317383,112.785980225,111.802261353,112.582901001,112.559402466,112.352409363,112.208747864,112.38722229,112.35345459,112.237075806,112.078285217,112.279960632,111.69140625,112.212852478
1141,5299033009.77,94.5777664185,94.9005355835,94.1953735352,93.9053726196,94.0902175903,93.9005813599,93.3347930908,94.0541610718,93.4513473511,94.3453979492,94.7622528076,95.8065109253,94.6656723022,93.9236907959,95.2168807983,93.9365692139,93.4646224976,93.8839874268,93.2361068726,93.2376556396
1855,23294647669.8,113.097694397,113.007789612,112.935394287,113.220626831,113.711509705,113.342025757,113.518287659,113.077430725,113.482467651,113.334655762,113.123718262,113.654670715,114.002120972,113.161048889,113.928451538,113.329109192,113.763847351,113.433952332,113.332138062,113.350471497
5324,22035030253.5,106.072990417,106.463027954,105.993347168,106.065643311,106.22631073,106.605484009,107.914657593,106.199539185,106.310424805,106.91570282,105.532859802,106.487373352,106.475311279,106.407501221,105.825737,105.332077026,104.727302551,105.608291626,105.396842957,105.014801025
6462,28803515161.2,111.004852295,112.148590088,112.26587677,111.147415161,111.52180481,111.270874023,111.842803955,111.742149353,111.68598938,111.989212036,111.821907043,111.558647156,111.511611938,111.452850342,111.485412598,112.045173645,111.017127991,111.137802124,111.260368347,111.014297485
1303,5549183181.54,92.6389389038,92.8300704956,92.8277740479,93.0707092285,93.0266799927,92.5997619629,93.0074691772,92.797706604,92.919090271,92.738319397,92.525062561,92.5794296265,92.6309890747,91.705657959,92.5314254761,92.6215133667,92.4794540405,92.7178039551,91.8895568848,92.5430984497
6918,7961777735.94,102.545448303,102.774085999,102.894836426,102.751716614,102.968948364,102.403106689,102.328811646,102.473320007,102.663108826,102.653709412,102.386856079,102.751846313,102.633056641,102.415283203,102.824058533,101.291755676,102.155792236,101.934425354,102.882804871,102.06565094
6625,58552281745.2,103.60635376,103.79158783,103.475852966,103.525314331,103.523994446,103.158226013,103.524383545,103.612113953,103.31111145,104.246688843,102.89365387,103.022087097,103.285385132,103.127120972,102.958053589,103.033760071,103.032829285,103.276359558,103.284751892,103.654830933
1184,32288191796.5,112.49332428,112.315834045,112.46686554,112.468887329,112.298469543,112.106719971,111.922111511,112.466461182,111.650413513,112.256637573,112.330535889,111.840423584,112.344360352,112.086486816,112.504165649,112.23147583,112.455413818,112.006736755,112.78314209,112.807472229
6225,9851398477.47,94.5178985596,94.3684997559,94.4481124878,94.5632247925,94.3456344604,94.2446746826,94.2094802856,94.1398849487,94.7991714478,93.9287185669,94.1628646851,94.3879394531,94.418586731,94.2562637329,94.0969314575,93.5351867676,94.3858413696,93.9548187256,94.6171112061,93.8522186279
6788,8817605661.96,102.726211548,102.399345398,102.40953064,102.705123901,102.93875885,101.944038391,102.673271179,102.77947998,101.843132019,102.264625549,102.014396667,101.6536026,102.170196533,102.41104126,101.796905518,102.0054245,101.706069946,101.983154297,102.23878479,101.623641968
1231,36412452074.7,111.306587219,111.306892395,111.35697937,111.589271545,111.446243286,110.935531616,111.174438477,111.395431519,111.615768433,111.078330994,111.295600891,111.516471863,111.203201294,111.202537537,111.163742065,110.989700317,110.851028442,110.56338501,110.694252014,110.760398865
5949,2319325549.57,92.3326644897,92.1668701172,93.1998519897,92.6742019653,92.6665115356,92.2362289429,93.001914978,92.1122589111,92.3467788696,92.5410614014,91.7886428833,92.626121521,92.4842987061,92.7459411621,91.7831420898,92.1137619019,92.5673522949,92.2006759644,92.066116333,92.3086013794
2099,10652763639.6,103.947006226,104.254730225,104.113586426,104.248207092,103.934677124,104.105690002,104.289657593,103.693756104,103.599205017,104.084281921,103.580474854,103.689926147,103.812088013,103.809448242,104.330368042,104.630241394,103.733512878,103.704048157,103.823791504,103.809547424
5048,4617081520.87,94.3227005005,94.6344604492,94.7066497803,94.4010391235,94.4844512939,94.2137145996,94.3644943237,94.5331192017,93.7713241577,94.3523788452,94.5927886963,94.1948547363,94.129447937,94.3636245728,93.9292144775,93.9655609131,94.4892883301,93.9989013672,93.9898910522,94.0368347168
8285,1840720535.87,92.0633010864,91.6210021973,91.7420654297,91.6589813232,91.5812835693,91.4901504517,91.1632003784,91.9588470459,90.8196258545,90.8143310547,90.5417861938,91.0173110962,90.8745269775,91.647895813,90.0078659058,90.5554885864,90.3944396973,90.4974517822,89.3288879395,90.4670639038
5387,41757495009.4,103.865188599,103.441314697,103.722015381,103.520576477,103.536453247,103.290718079,103.422615051,103.631393433,103.302352905,103.535964966,103.810340881,103.479148865,103.351806641,103.56463623,103.782165527,103.082221985,103.605690002,103.034667969,103.035888672,103.563064575
1582,3307149029.1,93.7761230469,93.7128372192,93.7765884399,93.3706741333,93.4767913818,92.7814865112,93.2301254272,92.831413269,92.8209686279,93.4125747681,92.8415756226,92.4803924561,92.8368301392,93.2058334351,92.2095108032,92.2206802368,92.7461929321,91.8746566772,92.2844314575,92.6746826172
2097,9118421809.74,105.760231018,105.745697021,105.568031311,105.489578247,105.464370728,105.686790466,106.383026123,105.400405884,106.23639679,106.768196106,105.191749573,106.328125,106.328910828,106.057647705,105.934051514,105.1043396,104.851074219,104.89201355,104.574798584,105.572517395
662,40376651819.2,113.759841919,113.315933228,113.717025757,113.209442139,113.362190247,113.379371643,113.71950531,113.748771667,113.739318848,112.944007874,113.510040283,113.355651855,113.43699646,113.145812988,113.38444519,113.189559937,113.069641113,112.890708923,113.051895142,113.134613037
3038,1.89607017064e+11,112.103546143,112.031669617,112.33807373,112.016525269,112.257728577,112.131584167,111.865859985,112.071159363,112.098884583,112.128189087,111.819992065,112.240447998,112.64214325,112.330993652,112.53212738,112.383827209,111.691085815,112.278770447,111.685684204,111.802703857
1561,48893027866.0,104.097648621,104.322631836,104.209091187,104.13130188,103.897399902,103.623535156,104.018714905,103.932571411,104.067680359,104.372299194,103.629959106,104.054916382,103.901191711,103.269554138,104.342193604,104.373680115,103.919799805,104.155632019,103.718910217,104.085235596
4781,31004524131.5,112.145820618,112.289276123,112.430557251,112.36807251,111.663032532,111.856140137,112.209579468,112.376464844,111.989051819,112.339324951,111.984107971,112.143798828,113.050537109,111.610710144,111.874717712,111.448600769,112.350158691,111.448181152,111.563583374,111.974624634
5715,30165033019.7,113.336196899,114.869033813,113.76423645,115.187866211,114.091621399,114.188919067,113.38835144,113.784500122,114.449104309,114.209220886,114.531837463,113.922912598,113.998939514,113.803688049,113.507743835,113.64503479,114.285202026,114.047966003,113.220970154,113.886985779
706,8961622556.25,94.002243042,94.0239944458,94.1302032471,94.3518447876,94.071105957,94.0356292725,93.8053512573,94.0175628662,93.6794052124,94.1674804688,93.998840332,93.9440002441,94.2155532837,93.9647674561,93.8292694092,93.6912918091,93.724357605,93.9170532227,93.6875839233,94.2085723877
3474,20934022082.5,112.084609985,111.906471252,112.083717346,111.561408997,112.035102844,111.696426392,111.304618835,111.596000671,111.493789673,111.64440918,111.571983337,111.330352783,111.761650085,111.431343079,111.437004089,110.422317505,111.384353638,111.256988525,111.132293701,111.034873962
4591,8447565872.06,102.937423706,103.202224731,103.361755371,103.02280426,103.179832458,103.044334412,102.781547546,102.485832214,102.90524292,102.449028015,102.997406006,102.83745575,103.065032959,103.319702148,102.824653625,102.170326233,102.758811951,102.650428772,102.509384155,102.375740051
5735,25454679398.0,112.865028381,112.044425964,112.140304565,112.175491333,112.852348328,111.915031433,112.04460907,111.959121704,112.103652954,112.567337036,111.54108429,111.708305359,111.896263123,111.701385498,111.698104858,111.044464111,111.588188171,111.487281799,111.031822205,111.0027771
6021,7415783465.41,103.30909729,103.891975403,103.740936279,103.20174408,103.475868225,103.437980652,103.540000916,103.050544739,103.169715881,103.388168335,102.902481079,103.111373901,103.109916687,103.136299133,103.090568542,102.798103333,102.72782135,103.00843811,102.481307983,102.707847595
3732,3646729717.59,94.2708206177,94.2590789795,94.6709976196,94.5835189819,94.5668029785,94.9304885864,94.518989563,94.7497940063,95.246711731,94.7039413452,94.442779541,94.3605117798,95.5436096191,95.1310424805,94.7741928101,94.6747283936,95.4197616577,94.1874847412,94.8306121826,94.6510314941
355,3131760485.67,94.1352767944,94.0636138916,94.083114624,93.8031463623,94.0107727051,93.7880020142,94.0640258789,94.2568588257,93.7423477173,93.7413635254,93.9404144287,93.9787597656,93.7544784546,94.4324874878,93.7608718872,93.7620697021,93.7637710571,93.912612915,93.8768692017,93.8895645142
807,3408597549.76,94.1214904785,94.4649276733,94.6462402344,94.3572692871,94.0601730347,94.1985931396,94.308807373,93.9297714233,93.8163757324,93.9351272583,94.4860839844,94.1860046387,94.164642334,94.2984695435,94.1891708374,93.9321899414,94.3241424561,93.7404098511,94.5068435669,93.9038543701
3345,11555873803.8,104.710380554,105.095153809,105.294258118,104.790435791,105.123542786,105.366882324,105.514633179,105.172874451,105.056442261,104.473731995,105.374595642,104.526062012,105.290267944,105.337104797,105.379844666,104.905319214,104.665382385,104.687271118,105.071372986,104.427627563
1094,52602624793.6,111.799118042,111.409820557,111.923118591,111.956253052,111.842094421,111.967353821,112.277328491,111.989761353,111.841796875,111.598464966,112.01789856,111.526275635,111.521766663,111.202819824,111.503395081,111.998947144,111.169273376,111.129074097,111.297714233,111.437950134
6272,5872566924.3,94.3337936401,94.3207168579,94.6053314209,94.232749939,94.4989471436,94.345451355,94.588432312,94.3174438477,94.4849090576,94.3596420288,94.1128616333,94.5102233887,93.841796875,94.238067627,94.0588226318,94.0977325439,93.3628234863,93.8901748657,93.4944992065,93.4953460693
6339,3952523777.29,94.1641464233,93.3431625366,93.5204849243,93.7527084351,93.6881332397,93.0877304077,93.4136276245,93.6191940308,93.7726516724,93.771522522,93.7375411987,93.0378265381,93.8273696899,94.2878799438,94.6089706421,93.2392425537,93.4089431763,93.5586166382,94.1679000854,93.681098938
1418,41667058432.5,115.53427124,115.605293274,115.595146179,115.877838135,115.780952454,115.848068237,116.388191223,115.709068298,115.674995422,115.966209412,116.151176453,116.163963318,115.978492737,115.904640198,115.696594238,115.182975769,116.705024719,116.266792297,115.563812256,115.677024841
1161,44223834004.5,111.375358582,111.28553772,111.421981812,111.603881836,111.309387207,110.849060059,111.074615479,111.112731934,111.219032288,111.187194824,111.121498108,111.193870544,111.220825195,111.440223694,111.174842834,110.959220886,110.62020874,110.536254883,110.757789612,110.690071106
5681,6986950778.02,103.224571228,103.497596741,103.227378845,103.699562073,103.546890259,103.511650085,103.395965576,103.227920532,103.334091187,103.098335266,102.918632507,102.9532547,103.022392273,103.05078125,103.137710571,102.832298279,102.616539001,103.187484741,103.316581726,102.713806152
2166,21287122674.1,113.066963196,113.454444885,112.816383362,112.659576416,113.571250916,113.587051392,112.641616821,113.018135071,112.965698242,113.640724182,113.389060974,113.652557373,113.707443237,112.866912842,113.535438538,111.901290894,113.839096069,112.85836792,113.791763306,112.51651001
5513,7751544633.69,94.198928833,93.7784118652,94.2041091919,93.8657684326,93.8106689453,94.3160324097,94.1748809814,94.0570678711,94.074546814,93.9390869141,94.513168335,93.7961502075,94.0872802734,94.0433578491,93.3536834717,94.1110687256,93.6859359741,93.7320785522,93.6580276489,93.9166259766
7481,2990601486.43,92.9407272339,92.2869644165,92.7842636108,92.7478485107,92.2560195923,92.1549911499,93.6635437012,92.9085922241,92.5677719116,92.4350204468,92.4561080933,92.7896270752,92.5649490356,92.1802749634,92.5894851685,92.5721969604,92.4975204468,92.6953048706,91.6912155151,93.0065002441
1210,3154621872.01,93.0485916138,93.5937805176,93.1039962769,93.6909408569,93.2045288086,93.8443145752,93.6375198364,93.3208999634,93.4734191895,93.7276306152,93.6179199219,93.2736129761,93.6412277222,93.8119812012,93.8483200073,92.930305481,93.8502578735,92.8688278198,92.4663391113,93.9008255005
4522,12820875669.2,103.880912781,103.658798218,104.03678894,103.270210266,104.014961243,103.892951965,103.41053009,103.810630798,103.816635132,103.766563416,104.0703125,103.561485291,104.348075867,103.894798279,104.324234009,103.371261597,103.761856079,103.669433594,104.305259705,103.410942078
1034,2709699147.0,93.8612365723,93.9611587524,93.4528961182,93.9649124146,93.9005813599,93.8688354492,94.1645126343,93.8591842651,93.9441299438,94.4675598145,93.9331512451,93.8148040771,93.8476409912,94.7568283081,94.817817688,93.8499832153,94.2979354858,94.2009963989,93.1994247437,93.6080093384
3714,2605817072.2,93.1290664673,92.9256362915,93.1790084839,92.9394073486,92.936706543,92.5157241821,92.6078948975,92.6335754395,92.6628036499,92.612449646,92.0369644165,92.540802002,93.0029296875,92.1224746704,92.129119873,92.0893783569,91.9494476318,91.4188308716,92.1091995239,91.8820419312
6206,1736155959.57,93.6927490234,93.8554000854,93.5066680908,93.13646698,93.7017974854,93.8270950317,93.7073745728,93.2929534912,93.6988449097,93.6434402466,95.2243804932,94.2127380371,93.7236938477,94.3585510254,94.6576385498,95.0185775757,94.3622360229,92.5453338623,93.7866897583,94.3173446655
2687,3327205343.17,94.4803543091,94.5912475586,94.7705535889,94.7601165771,94.9313659668,95.317237854,94.8369598389,94.8118362427,94.6272277832,94.3230133057,95.4024505615,96.2410507202,95.0262985229,95.3543548584,95.2372207642,94.2502670288,95.4280548096,95.9097290039,94.8844985962,95.5636138916
887,15902685941.2,104.236602783,104.322540283,104.196411133,104.267723083,104.346054077,104.101173401,103.932342529,103.90196991,104.38621521,104.392196655,103.963127136,104.11831665,103.634407043,104.085289001,103.960540771,104.251869202,103.661804199,103.997764587,103.687812805,104.025093079
1298,2.78107378371e+11,111.630599976,112.143013,111.995330811,111.943702698,112.430717468,112.491546631,112.473297119,112.719932556,112.240272522,112.385162354,112.863777161,112.665000916,112.586585999,112.163978577,112.510719299,112.201026917,112.478553772,112.327339172,112.145111084,111.59172821
7222,33733216264.8,114.73600769,114.521995544,115.227874756,114.436264038,114.849205017,114.198539734,114.271095276,114.892272949,114.205085754,114.412620544,115.017311096,115.039276123,114.918266296,115.120201111,114.574401855,115.226890564,114.567947388,114.031585693,113.864387512,114.58026123
4228,11675452259.9,94.4602966309,95.3453063965,95.3293838501,95.1627807617,94.2008132935,95.5975723267,95.5955581665,94.9975891113,95.8728179932,94.351600647,95.4484329224,95.6109390259,96.2468490601,96.2973022461,96.4981842041,94.349357605,96.0343551636,96.8236694336,94.5728302002,96.5696411133
67,2.09943425154e+11,112.132957458,112.242919922,112.487258911,112.335647583,111.922821045,112.202041626,112.098220825,112.000015259,112.325012207,112.27709198,112.521812439,112.140045166,112.61945343,112.062438965,112.807266235,112.444511414,112.653862,113.29108429,111.895355225,112.40789032
6897,10127412237.1,102.723953247,102.212265015,102.786186218,102.076789856,102.704116821,101.962043762,102.45740509,102.297149658,101.705764771,102.465286255,101.225845337,101.669158936,101.631721497,101.381385803,102.183013916,101.928749084,101.432403564,101.309860229,101.230163574,102.129981995
2227,1.00314462817e+11,115.714302063,116.16342926,115.914558411,115.909439087,116.075958252,115.80847168,116.164581299,116.20274353,115.837295532,116.47467041,115.832267761,115.645942688,116.182304382,116.3176651,116.301391602,115.912628174,115.270133972,115.918991089,116.426483154,116.014785767
7138,28582400403.2,111.049728394,111.148742676,111.282119751,110.692840576,111.424537659,111.281982422,111.025245667,111.547935486,110.990684509,111.19871521,111.923950195,111.856964111,112.323722839,112.415817261,111.245643616,112.177612305,110.692222595,111.172828674,110.493904114,110.713294983
322,27079527646.5,113.685943604,113.813209534,113.511543274,113.459159851,113.353515625,112.724205017,112.880752563,113.041130066,112.80532074,113.666297913,113.255378723,112.444572449,112.532493591,112.689659119,112.513191223,112.03427124,112.227256775,111.926589966,112.465103149,112.928466797
2701,14609811334.5,102.112556458,102.758361816,103.218582153,103.48046875,101.797363281,103.822158813,103.447288513,101.871124268,101.057350159,102.794372559,103.608543396,105.271835327,103.890228271,104.204238892,104.080932617,103.272598267,104.240264893,102.687538147,103.112976074,104.468681335
2313,7679672236.32,94.6826934814,94.6354827881,94.8849639893,94.5500717163,94.5753173828,94.2597503662,94.5031204224,94.7375259399,94.2580413818,94.6934890747,94.56665802,95.2380218506,94.3333511353,95.2228164673,94.604347229,93.9871368408,95.302230835,94.9697036743,93.9383468628,94.4831695557
8144,3877348345.6,91.1565704346,91.9295120239,91.9680099487,91.4816131592,91.7972869873,90.8492202759,90.593208313,91.5547409058,90.7415847778,91.8520584106,91.4357910156,90.8960723877,91.5513839722,91.3192825317,92.0903091431,91.0593185425,92.429901123,91.9919586182,90.8453979492,90.4548492432
5722,1.18904287581e+11,112.468360901,112.901283264,112.753227234,113.14315033,112.417152405,113.311645508,112.804672241,112.771659851,114.231056213,113.407234192,113.69127655,112.071601868,113.095214844,113.360771179,113.060798645,113.103919983,113.696807861,114.493057251,112.716384888,113.756324768
4206,10812905206.8,103.469177246,103.295005798,103.252693176,103.554504395,103.696182251,102.571311951,102.873497009,102.66683197,103.26197052,103.050643921,103.253135681,102.882820129,102.952735901,102.748718262,102.967903137,102.649559021,102.458953857,102.962966919,102.707130432,102.798316956
7096,5477508487.14,93.1769256592,92.8109741211,92.8300323486,93.041557312,92.7841873169,92.9484329224,92.9816513062,92.6325836182,92.479675293,92.6806716919,92.5959625244,92.7852172852,91.940246582,92.5601959229,92.529006958,92.1396484375,92.3812026978,92.0434036255,92.8512039185,92.0991363525
7329,3637958178.06,92.5910491943,93.2431488037,92.8057022095,93.1506958008,92.9187011719,93.0830001831,92.4994659424,93.6939697266,93.0660858154,92.9724502563,93.0523986816,92.9066085815,93.6496276855,93.742515564,92.7049789429,92.9154281616,92.363899231,93.2741241455,92.5463256836,92.4937973022
6911,36293557849.4,110.964981079,110.639328003,110.944534302,110.688987732,110.580291748,110.612350464,110.072273254,111.780342102,110.705368042,110.587898254,110.396209717,110.877960205,111.027320862,111.157730103,110.690093994,112.584091187,109.055007935,110.560317993,110.50655365,111.010032654
2207,57805622163.2,115.869506836,116.022598267,116.359283447,115.931602478,115.248977661,116.274017334,115.674995422,115.927513123,116.368515015,116.430603027,116.953636169,116.3176651,115.795028687,116.570861816,116.301391602,116.409629822,115.270133972,116.270500183,116.370246887,115.830848694
38,4750904742.39,95.2385635376,94.6572113037,94.4434432983,94.3838043213,93.7320022583,93.7302703857,95.5383682251,93.974067688,94.9295806885,94.28125,94.713722229,94.5605697632,94.5443954468,95.0909194946,94.8538513184,94.684135437,94.8580093384,93.0841751099,94.2908630371,94.2093658447
7772,22480783111.7,111.318946838,111.57182312,110.629623413,111.305847168,110.924682617,110.517501831,110.990783691,111.776870728,111.373908997,111.156463623,111.061668396,111.220458984,110.240364075,110.900398254,112.141601562,110.652755737,110.503288269,109.821578979,110.967155457,111.733078003
2104,3045581148.49,94.9579238892,94.8702697754,94.383392334,94.9950637817,95.0369338989,95.313369751,94.8628768921,95.1616287231,94.9304885864,94.6090393066,95.1332702637,95.1801757812,94.8656234741,95.1070404053,95.3286590576,95.0411529541,95.1994934082,94.9033813477,94.4695587158,95.5192565918
7266,1.03295617326e+11,93.39087677,93.3628997803,93.1329269409,93.2037734985,93.5499267578,93.7233963013,93.6962585449,93.2084503174,93.462059021,93.4596786499,93.6224975586,93.5724487305,93.1894073486,93.3103637695,94.0348358154,93.0768890381,92.8547515869,93.2419128418,93.29296875,92.9535140991
8126,2558440610.66,92.0859909058,91.7793960571,91.6433486938,91.8138275146,92.0391387939,91.619140625,90.2386245728,91.2233276367,90.7896499634,90.8940887451,90.6531066895,90.9410858154,91.0825195312,90.6041564941,90.7148971558,90.8445663452,91.6894989014,90.7063217163,90.7745666504,90.0350112915
8235,26723191150.7,108.922988892,108.683448792,109.067817688,108.972305298,109.159088135,108.825973511,108.615913391,108.763084412,109.219596863,109.173141479,108.412956238,108.525009155,109.151260376,108.768676758,108.717796326,108.363632202,108.398139954,108.181694031,107.897041321,108.597572327
