keras_MSE3_sqr_relu1,keras_MSE3_sqr_relu2,keras_MSE3_sqr_relu3,keras_MSE3_sqr_relu4,keras_MSE3_sqr_relu5,keras_MSE3_sqr_relu6,keras_MSE3_sqr_relu7,keras_MSE3_sqr_relu8,keras_MSE3_sqr_relu9,keras_MSE3_sqr_relu10,keras_MSE3_sqr_relu11,keras_MSE3_sqr_relu12,keras_MSE3_sqr_relu13,keras_MSE3_sqr_relu14,keras_MSE3_sqr_relu15,keras_MSE3_sqr_relu16,keras_MSE3_sqr_relu17,keras_MSE3_sqr_relu18,keras_MSE3_sqr_relu19,keras_MSE3_sqr_relu21,keras_MSE3_sqr_relu22,keras_MSE3_sqr_relu23,keras_MSE3_sqr_relu24,keras_MSE3_sqr_relu25,keras_MSE3_sqr_relu26,keras_MSE3_sqr_relu27,keras_MSE3_sqr_relu28,keras_MSE3_sqr_relu29,keras_MSE3_sqr_relu30,keras_MSE3_sqr_relu31,keras_MSE3_sqr_relu32,keras_MSE3_sqr_relu33,keras_MSE3_sqr_relu34,keras_MSE3_sqr_relu35,keras_MSE3_sqr_relu36,keras_MSE3_sqr_relu37,keras_MSE3_sqr_relu38,keras_MSE3_sqr_relu39,ID,y
111.292984009,103.772506714,110.299415588,113.626571655,109.746414185,102.313896179,101.927223206,109.260368347,99.998878479,111.373664856,104.308334351,107.724502563,108.896141052,100.351867676,105.679534912,101.490982056,97.2733154297,103.28036499,109.756027222,106.226097107,107.704078674,96.7912597656,118.704986572,109.067359924,99.1233291626,108.94228363,95.9839706421,98.3071670532,107.223449707,101.193534851,100.056335449,105.936630249,101.76386261,101.168327332,103.425468445,112.198402405,115.113265991,101.434356689,2633,101.74
89.5070648193,90.7013473511,95.9940795898,99.64868927,90.5675735474,90.703453064,92.5032653809,101.485519409,98.5481872559,98.1240615845,92.2073440552,100.291999817,98.9937057495,93.7795944214,91.8635025024,90.8265991211,90.543800354,92.1579208374,89.6987533569,90.2274093628,96.5035476685,86.6130981445,90.8374938965,89.4010620117,94.8105697632,94.9734649658,91.9860076904,91.5023727417,96.9653244019,97.9003295898,95.8553390503,90.3066864014,94.0807266235,98.0817184448,96.7463607788,95.2037200928,102.642951965,95.4509124756,2634,92.64
107.80443573,115.584869385,104.664306641,119.592941284,111.8934021,102.404808044,120.521331787,112.633644104,105.563644409,112.098052979,115.971817017,107.781707764,117.863586426,115.05368042,108.308639526,103.16519928,112.173355103,110.707878113,108.277275085,111.711242676,116.535690308,109.897445679,110.665275574,107.404434204,113.710166931,110.3045578,101.396499634,105.070709229,105.55493927,112.262763977,103.481010437,111.443122864,117.973983765,111.773544312,104.196884155,113.920303345,118.077003479,110.055961609,2635,107.82
108.482078552,99.871673584,94.022567749,91.8537979126,94.4550247192,92.7195053101,100.831321716,97.2013702393,92.2629241943,98.7306900024,91.9825363159,90.5414047241,92.3187942505,94.1891860962,99.6652755737,97.8303451538,90.2052841187,96.057144165,94.052772522,91.4919509888,94.4254455566,90.8872146606,94.9296340942,91.5838546753,93.0374221802,94.6106033325,107.344650269,91.2035980225,102.865684509,90.0685882568,92.3924789429,89.9463882446,91.0697250366,99.8019790649,93.7036819458,96.4697265625,101.695495605,90.9555130005,2637,108.73
102.717285156,104.474060059,112.530532837,108.788490295,113.709190369,112.022621155,100.197029114,108.663513184,102.979362488,108.380371094,108.970314026,110.795974731,113.384552002,104.081710815,102.812759399,108.166992188,99.6062164307,105.944068909,107.113426208,105.268188477,102.297767639,100.215950012,102.601020813,103.42224884,111.09929657,103.221878052,103.226898193,105.454612732,110.152069092,112.628295898,109.198272705,99.3714141846,103.981231689,106.787918091,111.218711853,103.983467102,107.707641602,107.613594055,2638,101.96
90.3719177246,93.4662857056,85.1076507568,102.747940063,85.7516479492,90.5556869507,94.1432876587,99.5278778076,94.8769607544,94.1589813232,87.2902297974,93.9163131714,101.264961243,91.3190078735,99.9227294922,102.354278564,96.2362976074,96.1855545044,95.9238128662,93.3081741333,93.8102035522,90.5372314453,95.0415267944,98.257194519,102.687538147,86.6413803101,104.08770752,91.3575439453,94.8809890747,99.2665634155,93.9286956787,93.0317001343,94.4522094727,91.2584533691,94.9846725464,103.115493774,88.5170135498,102.836662292,2641,91.67
108.985862732,103.37713623,94.6608810425,99.8436203003,94.9708786011,94.7841262817,101.568183899,94.1359405518,87.0446472168,96.1533508301,90.1213760376,92.9387435913,91.9887924194,91.6376724243,100.173377991,99.0494003296,88.6234054565,96.318397522,95.4629135132,90.7769317627,92.846862793,92.760635376,93.5392227173,92.3157272339,93.1403656006,95.8097991943,107.754066467,90.0010223389,103.473266602,89.5930175781,92.1360549927,89.3230667114,91.2994689941,98.539024353,91.7845306396,94.4989700317,100.196327209,90.144317627,2643,92.3
89.3891601562,93.3107299805,96.7913360596,94.7313995361,104.021965027,101.592323303,89.7058334351,97.1390457153,90.2856292725,96.0785293579,100.348716736,97.0320358276,101.400688171,93.4169082642,89.7568359375,95.9328155518,91.4300613403,99.0004272461,94.2402114868,95.8987808228,99.2404327393,88.5335617065,92.1949462891,94.5650939941,96.9060974121,94.1119613647,85.8700637817,94.939781189,99.309135437,99.3229751587,94.7986297607,94.9211959839,95.3712463379,92.8674316406,91.4299697876,88.9267959595,97.1343994141,91.9628372192,2645,90.05
105.350341797,111.787277222,102.747169495,116.966506958,103.58555603,109.22278595,110.684333801,114.765701294,114.303291321,109.223167419,106.02482605,104.544082642,112.638137817,109.761642456,115.056343079,115.38924408,114.502998352,111.225471497,103.321876526,115.385986328,110.541007996,99.9306793213,106.970733643,111.867935181,114.78339386,106.577896118,111.591003418,108.531173706,110.87840271,105.032569885,106.490859985,110.017585754,107.60055542,101.602958679,105.372695923,108.320487976,107.877761841,114.274276733,2648,108.03
87.0942993164,87.0864715576,97.5363235474,93.6949081421,94.640045166,92.9528884888,99.3056793213,94.1829147339,93.5394439697,90.611579895,87.3858947754,89.1224365234,94.1027603149,87.0564956665,96.8824234009,94.5126113892,83.564239502,93.1615524292,90.3072509766,92.681968689,96.7388381958,92.996307373,100.710617065,96.0786819458,88.7861633301,85.7597045898,96.9489898682,84.4156417847,90.9736099243,87.7527084351,98.6769866943,94.2598800659,96.2369689941,86.3709335327,88.2966766357,95.6483764648,94.0990829468,89.6481628418,2651,88.57
87.8402633667,83.7749633789,95.8382339478,97.5634689331,96.4108200073,95.0340118408,93.8790130615,95.3388595581,93.1125564575,93.2298660278,94.4505996704,92.6014556885,100.747200012,89.375328064,93.5567321777,99.1990966797,85.5823822021,95.3528823853,92.9866867065,99.6247024536,101.4585495,94.7580184937,95.5199661255,87.5113754272,89.9609298706,94.5752410889,86.0373840332,105.25075531,95.2421188354,99.7549209595,94.2962875366,93.3896408081,99.7309799194,90.2467422485,91.3271408081,89.2292633057,93.2100906372,91.6669235229,2654,88.14
93.753868103,95.4317626953,92.9142532349,89.9584503174,91.3992767334,91.1968383789,90.8795471191,96.5571365356,91.8743667603,93.8162460327,92.4519805908,85.3224411011,98.2532806396,92.2835922241,91.8504867554,94.1744766235,87.1937408447,86.6061782837,90.6145019531,104.395019531,89.3692932129,88.5248184204,87.8301086426,96.9963607788,91.9347229004,92.1600646973,94.3430938721,88.1404266357,93.5127944946,96.9635620117,88.6811981201,98.4920196533,90.8480529785,86.0655822754,90.127822876,93.6277770996,91.5822677612,92.1065826416,2656,88.6
94.8307952881,89.8061218262,101.421813965,94.5381851196,92.9326782227,93.0156555176,97.8308410645,93.1087036133,92.2674331665,91.1910247803,89.2471542358,87.3997192383,95.1570663452,87.2198028564,97.603187561,98.5569000244,83.8495788574,93.4750747681,89.5106735229,95.6163711548,100.405281067,93.4763870239,102.124023438,94.3740234375,94.0803909302,88.9160919189,98.9461364746,88.6586532593,94.1562423706,85.6316070557,93.4991607666,94.3689422607,97.5580825806,85.7278060913,94.229637146,97.8004302979,94.6566009521,89.114944458,2658,85.92
92.057182312,95.4409866333,87.5845489502,89.0193252563,90.2529144287,95.4130706787,99.0220794678,98.3461303711,90.3861846924,95.7395629883,95.274269104,94.4239654541,89.2111358643,88.4607849121,100.11630249,95.2352828979,92.2729644775,91.9940795898,89.6008682251,92.560508728,102.053237915,86.3643875122,90.7289276123,94.7126693726,100.916572571,90.1521606445,91.8378982544,91.6493759155,92.473991394,99.7618179321,90.6298980713,91.1152954102,92.5017242432,95.4800415039,86.5007171631,90.4737167358,101.293807983,100.320579529,2660,96.85
115.788215637,113.3956604,104.748908997,114.678627014,101.823730469,117.114807129,116.678649902,122.793891907,117.033226013,110.128547668,102.519081116,116.432266235,111.726463318,107.955513,119.12310791,117.092124939,117.780647278,108.829811096,107.958267212,116.441490173,112.635704041,111.069549561,114.241470337,112.578651428,125.015480042,114.911476135,115.57219696,107.735610962,114.280456543,114.396339417,112.620140076,114.074264526,107.514175415,105.388946533,105.940063477,108.396492004,111.564292908,110.194915771,2661,106.13
107.290924072,103.450721741,94.3405761719,100.026702881,94.5372390747,95.5938796997,101.246269226,94.6701965332,86.7373657227,96.2617645264,89.9856414795,92.8871917725,91.8648910522,91.9167480469,99.6519088745,97.6086196899,88.4966125488,96.1944046021,94.6161651611,90.6735229492,92.6885986328,92.1201095581,93.4060134888,92.0015945435,92.924659729,96.1052703857,107.627937317,89.8844070435,101.86794281,89.0317382812,91.8382415771,89.697593689,91.1428070068,97.7688217163,90.0517349243,95.0150680542,99.8509368896,89.3186645508,2666,111.49
107.461471558,112.031402588,118.374565125,107.389175415,120.399459839,120.182899475,102.970672607,112.766899109,111.538383484,112.446151733,124.842842102,112.543540955,119.912414551,110.03163147,108.629173279,115.02041626,105.980766296,109.846702576,114.155555725,110.4245224,114.360176086,110.408630371,106.214401245,109.289497375,114.449241638,104.642669678,108.375526428,112.225723267,112.242553711,121.901580811,111.853713989,107.509506226,106.886947632,108.758468628,113.070594788,110.609542847,112.957229614,112.041152954,2667,110.76
88.1346588135,93.8290710449,88.9022827148,90.2343826294,85.6046524048,88.2334594727,88.5841751099,97.1269378662,88.5306167603,88.2879486084,82.2190246582,79.467124939,88.8329849243,90.3474349976,96.9219055176,96.6425094604,87.9054489136,81.7612457275,90.7464599609,98.6684188843,99.0466461182,88.758430481,89.8323135376,85.5694885254,87.1252059937,86.0316009521,89.939239502,86.5408630371,86.2641830444,91.3472290039,91.0384750366,99.7284240723,89.2940979004,88.4641189575,87.8310699463,87.186920166,87.82837677,94.6812820435,2668,92.22
117.675125122,120.742156982,114.052505493,111.496368408,113.547027588,111.270996094,122.455978394,116.406173706,118.998924255,118.297653198,115.203735352,116.560173035,126.48916626,107.164146423,117.236335754,116.706321716,107.282943726,117.211593628,121.884292603,119.381492615,115.797676086,110.887260437,132.147842407,119.395057678,111.68951416,116.089706421,127.315383911,103.770256042,117.960868835,105.238647461,107.670074463,117.063995361,114.164138794,117.047363281,116.980323792,122.237136841,125.557662964,118.405265808,2669,142.71
107.282920837,107.904747009,104.861091614,108.514678955,116.315765381,113.372665405,101.573867798,124.563560486,111.826408386,112.090843201,111.703605652,110.955360413,113.608985901,109.452224731,110.501342773,117.424423218,114.905174255,103.891937256,109.418067932,111.394523621,109.278945923,98.0503311157,102.399497986,115.572013855,106.043289185,105.010910034,111.289749146,110.566619873,106.556396484,111.40990448,108.230361938,109.689613342,105.902076721,107.157691956,109.923217773,110.679618835,116.953140259,107.590370178,2673,108.51
89.8079299927,89.2520904541,82.8138961792,100.782409668,86.9147338867,88.6587295532,85.833480835,97.8450088501,90.6916809082,85.4268798828,88.0419464111,83.2168655396,89.5261383057,94.5927505493,92.4947128296,94.1515426636,91.5327301025,88.9033966064,92.3297729492,93.9523391724,96.8128585815,88.7993164062,92.5039978027,98.8733901978,96.3953857422,81.4512405396,96.0614242554,84.674621582,91.6119995117,96.2563705444,88.9648971558,88.9602508545,89.7460327148,90.212097168,95.9178314209,91.2486495972,92.4530410767,100.418586731,2674,92.09
91.1710510254,81.8515930176,92.989944458,100.96370697,96.6906509399,101.74181366,94.252822876,86.6733169556,89.3426742554,91.8143692017,84.7904968262,89.5534286499,92.2285766602,92.5620346069,88.8444366455,97.0336837769,88.0802307129,92.5599212646,90.6968231201,90.9459075928,90.5816040039,93.4065628052,102.769424438,93.939125061,86.2542419434,90.5310211182,92.5510025024,91.0072479248,88.5227203369,88.4456787109,84.5896453857,95.7119216919,93.0818557739,94.7747116089,92.6303100586,86.1562805176,89.8224487305,91.2535705566,2676,113.82
91.0977401733,95.4880981445,95.2973327637,93.6084671021,102.025878906,94.9294509888,85.8586425781,96.335357666,95.1540756226,93.153137207,92.6980209351,98.1681442261,89.0151290894,90.5157241821,96.9489898682,97.3434524536,97.8161468506,97.2907485962,98.5514297485,90.9460144043,99.4951171875,90.6326217651,95.5766448975,93.4643249512,95.430809021,97.5009536743,87.9702529907,103.529930115,96.5238952637,96.8472442627,88.3090820312,91.1144180298,92.7248535156,89.6902236938,87.2933349609,91.6197052002,96.7610168457,91.7425231934,2678,96.82
87.31665802,98.1926345825,96.4074630737,90.5679016113,86.2699737549,90.6514892578,95.5083770752,100.019874573,93.8284988403,90.4504776001,96.9230728149,91.3487243652,104.959693909,92.890296936,92.3385467529,96.3819046021,98.7604675293,83.6576843262,93.335144043,97.7532577515,85.2195281982,92.705329895,94.9573059082,93.0477600098,93.2815170288,87.7724151611,86.2860107422,95.0578308105,89.5412597656,96.8513717651,87.1213607788,88.7961196899,90.2934417725,92.1629562378,93.0104522705,91.7602462769,92.4447555542,95.9553833008,2680,100.97
96.9037475586,99.1700668335,106.177940369,109.387260437,104.858551025,111.824226379,104.459030151,92.363899231,99.9523239136,93.9642868042,97.5674667358,94.4727172852,98.3629989624,104.570549011,106.694198608,102.503997803,96.6109390259,100.659767151,100.649452209,103.190444946,95.6113510132,102.200019836,107.042434692,104.161178589,100.856681824,98.874130249,99.8779296875,100.591026306,108.475959778,93.3156738281,94.2101821899,106.48084259,103.769416809,107.756164551,105.176803589,96.9597320557,103.750106812,104.885192871,2681,102.04
86.3060302734,90.2533340454,99.8601608276,103.659103394,92.8914794922,94.866645813,90.4769134521,103.885169983,99.1808776855,100.94858551,97.3029403687,99.7421798706,99.1790924072,99.3426513672,94.058380127,94.6203994751,96.3755950928,96.1374511719,94.7095870972,90.2992782593,102.987068176,88.7653274536,94.1770629883,95.348991394,91.8914413452,92.2582321167,95.7595672607,105.236587524,97.8316726685,99.6792144775,93.6205596924,94.5266113281,92.0398025513,96.9600296021,95.1475448608,93.2736816406,102.347816467,96.4432983398,2682,89.38
77.1091461182,83.122756958,77.7544784546,79.1852798462,78.6445388794,73.7068405151,74.5319213867,86.1671447754,80.3243103027,78.8544540405,77.2835464478,72.8406066895,78.6756973267,70.7567520142,83.1453018188,77.3401184082,69.8351516724,73.9683914185,76.4074859619,75.5980300903,79.9922714233,73.1315307617,79.1634521484,75.014541626,76.9902114868,79.2016906738,81.4555892944,79.7866210938,75.8037261963,87.4569854736,73.9741821289,71.8566055298,76.1825866699,74.7532958984,85.9635696411,76.7782440186,76.8377685547,82.5654754639,2686,77.42
90.9669876099,90.1270980835,97.0890274048,99.3424606323,96.3873519897,97.078956604,103.36113739,94.1066665649,96.0442123413,91.5750961304,89.9983444214,97.609916687,98.656791687,105.253845215,98.884147644,100.359039307,96.4714660645,96.1576309204,94.9881668091,95.8726119995,96.4590454102,98.6516189575,98.4323654175,96.805480957,96.1236495972,93.2935256958,96.2477874756,100.119819641,96.9431686401,90.5615692139,95.3521957397,97.8525161743,97.3311080933,96.9679412842,93.103225708,99.9671783447,94.5214233398,94.2278442383,2687,90.67
92.7043914795,96.2447128296,89.577003479,93.304649353,86.8452072144,96.4410095215,95.9058074951,96.1114730835,91.7322387695,94.7761993408,97.3375244141,94.5893554688,94.4047775269,91.1509246826,100.032272339,94.9639434814,88.8725204468,95.2834854126,86.4523162842,93.8347015381,99.5002746582,87.2080993652,88.8774261475,94.3195343018,98.3813171387,91.7185974121,96.1326828003,87.5628585815,91.6004486084,96.2062683105,92.3681335449,91.5092163086,96.5998001099,94.3142700195,90.7737884521,89.1786422729,107.24848938,93.6237716675,2691,95.59
102.462623596,105.000770569,107.840843201,110.795013428,102.835334778,99.9729766846,108.004234314,111.982208252,107.549339294,105.916976929,109.931221008,111.199745178,109.531059265,98.0716552734,109.549308777,107.571121216,110.428314209,105.466423035,108.600990295,105.88482666,108.2758255,99.3205032349,103.335868835,107.502838135,107.495368958,114.967422485,99.2847290039,100.471939087,107.889671326,98.8292999268,104.502113342,109.251472473,95.9486999512,101.449325562,101.584114075,101.526008606,101.940536499,111.059860229,2692,110.23
90.0223236084,85.4640808105,93.0089797974,91.9240264893,96.2283096313,93.0842514038,96.159538269,96.7613296509,94.2881393433,87.1191864014,89.1204147339,93.307434082,93.4275588989,92.0155792236,92.036857605,90.7558898926,84.2255249023,91.9862289429,88.9615859985,91.1484832764,98.8060760498,90.5322341919,97.1571655273,97.283416748,93.8935775757,90.6411437988,93.7002487183,86.2736282349,90.0217590332,90.8337097168,92.5554275513,93.7572479248,90.3700866699,87.654876709,90.8868865967,92.409034729,93.7460021973,89.3037185669,2695,91.24
107.056938171,112.302978516,121.669181824,114.652236938,121.8775177,119.109664917,104.180900574,112.93245697,116.24193573,116.153808594,122.20476532,114.731887817,119.754005432,111.947090149,109.664527893,114.405639648,108.793876648,114.783416748,116.651496887,114.997039795,112.667427063,109.877906799,103.624641418,111.18976593,113.351119995,106.239151001,110.232673645,115.922828674,113.200088501,122.975387573,112.79221344,107.190170288,105.916252136,109.569587708,114.914459229,112.639045715,112.945205688,111.690841675,2696,110.07
94.5106887817,99.3365249634,92.4553756714,92.7598266602,85.4985351562,91.2987747192,89.2565002441,96.1513061523,92.9344787598,87.5487442017,88.2843856812,81.5292510986,96.0670547485,93.3946380615,92.4910812378,91.2096633911,88.8296203613,85.758644104,85.3502807617,97.4955444336,87.2394714355,87.5025634766,89.3772964478,91.2447662354,88.5113220215,88.5672683716,90.2787780762,86.2443389893,89.6993331909,89.8127593994,83.8777694702,88.2035751343,90.4211654663,91.3543548584,95.8690872192,87.8913040161,90.3063430786,95.1736679077,2698,91.55
102.568504333,106.921798706,107.959159851,111.922615051,104.043029785,102.975418091,107.406730652,107.832801819,100.247711182,110.700447083,109.630508423,106.95500946,108.564956665,97.9895248413,107.181518555,108.579818726,99.386756897,104.32220459,104.45489502,109.479545593,106.58240509,102.266418457,117.117446899,106.953948975,92.7193222046,109.759140015,100.744850159,95.114692688,110.142921448,98.6899642944,100.463127136,107.98613739,103.726989746,100.233634949,107.147346497,111.462135315,114.434288025,101.136924744,2700,103.82
96.6670532227,94.1857299805,98.8561706543,101.763496399,89.0809707642,95.1577911377,91.2163848877,93.0452575684,100.922531128,100.124397278,95.0431442261,102.190361023,105.611289978,93.654335022,99.4075775146,93.487197876,92.2838134766,95.4663619995,93.2994384766,92.6365127563,109.686096191,87.6262359619,93.8155975342,95.6034851074,107.441383362,96.778427124,98.0758132935,93.7360687256,99.3045959473,100.409141541,92.0177307129,95.999130249,96.6812744141,93.7709732056,94.8633422852,95.8810958862,105.344230652,101.984443665,2701,103.32
119.246315002,114.492279053,107.326293945,109.949058533,112.831130981,105.488929749,112.273757935,110.780578613,114.4012146,109.626876831,111.547027588,113.75138092,112.869651794,113.677932739,107.339096069,111.842582703,113.183082581,107.390914917,111.778587341,113.572738647,105.448150635,109.198608398,110.86882019,118.427909851,113.014884949,117.484413147,100.873939514,109.026351929,107.767036438,108.98739624,104.581451416,118.832008362,116.910118103,107.187995911,102.892608643,105.917037964,114.132698059,116.729072571,2702,113.86
110.651847839,114.612701416,117.360671997,110.780899048,120.799797058,111.894607544,116.216926575,114.279090881,104.792549133,113.431045532,111.602752686,112.359985352,113.140068054,103.597572327,115.730178833,108.666732788,105.637107849,110.595535278,121.942840576,105.155754089,111.704589844,109.42590332,117.970001221,110.926673889,107.338050842,117.104072571,100.742012024,101.191383362,111.010734558,106.013618469,107.795272827,112.880714417,114.840087891,111.294715881,113.260513306,111.490188599,116.507835388,114.437942505,2704,107.65
85.8402481079,82.2579727173,92.7083053589,89.9593200684,95.6043014526,92.903793335,90.7669372559,95.6757583618,91.0501785278,90.3251190186,89.783821106,92.1406936646,95.9683914185,82.8436813354,89.4469146729,95.0662231445,84.522644043,89.3518753052,86.674331665,91.8475646973,98.5915908813,94.028968811,88.9517440796,90.1945953369,94.0969009399,93.0913543701,86.5092010498,92.6188735962,85.0219497681,93.2457275391,90.2717819214,89.4058456421,93.0107269287,86.452583313,90.1229858398,84.2022247314,89.6243743896,90.6415939331,2706,93.55
108.391311646,106.313194275,112.460838318,114.998588562,117.200752258,113.56426239,119.277374268,117.575515747,114.827186584,116.615242004,113.331367493,111.702575684,119.093009949,114.403312683,119.505706787,116.166923523,119.369781494,107.702774048,118.277633667,111.525192261,104.543205261,110.425765991,107.725616455,108.371391296,115.750045776,114.86190033,111.553268433,113.272544861,113.577064514,107.425170898,105.78237915,114.566520691,116.164398193,111.648216248,110.446815491,105.064712524,116.713928223,114.70765686,2707,109.69
84.4765701294,84.8332672119,95.271270752,97.2803268433,91.2686157227,94.1702194214,92.3703308105,88.3312911987,91.673538208,90.4661331177,82.6377258301,89.6597366333,89.6716537476,90.5666275024,89.7895126343,93.3227844238,89.2788696289,87.0054321289,87.0423355103,89.3202514648,91.5249633789,90.8116607666,97.7574462891,95.7060775757,92.8086242676,89.9948730469,93.2854766846,88.5550765991,91.1841049194,82.8960876465,85.147567749,93.4770889282,95.5756759644,89.2139282227,91.5654220581,85.8355865479,89.5783233643,83.9817886353,2708,88.02
106.216026306,110.621315002,118.128639221,111.536911011,120.903213501,118.138153076,103.385047913,110.025810242,109.941474915,117.234474182,117.952682495,112.340255737,118.268363953,110.786018372,108.330436707,112.114997864,104.040855408,111.393936157,113.253105164,116.344116211,114.200317383,107.426811218,105.051589966,108.498291016,113.417472839,105.417854309,109.240951538,114.471321106,112.802017212,118.321014404,111.329391479,108.91242218,105.562568665,109.561965942,115.861152649,113.235908508,112.119400024,112.095207214,2716,118.06
100.200485229,102.701126099,94.3429107666,93.0143356323,89.0348892212,97.5748291016,95.8903961182,101.365653992,95.6386032104,91.477684021,89.5389175415,88.9831008911,98.8579940796,97.6286849976,94.3359985352,97.1143417358,89.250793457,91.9861602783,91.6108322144,101.107292175,96.4328079224,91.5278625488,92.1976776123,100.176239014,94.7932052612,88.5628128052,93.1179275513,87.00756073,91.3181304932,95.1745758057,94.8885879517,101.542808533,93.8154373169,89.3080291748,96.2144775391,93.8991394043,98.8073654175,99.3092880249,2719,90.96
110.515899658,104.309112549,111.559616089,112.228569031,105.939155579,101.717712402,103.065010071,108.381103516,101.130401611,111.444755554,106.507080078,105.902526855,108.079788208,100.752120972,105.180282593,102.155288696,97.6499862671,105.353103638,109.128959656,106.77558136,106.69859314,101.068359375,116.613883972,108.219413757,98.256942749,108.838188171,94.2535476685,99.5041122437,106.406478882,100.311347961,101.620758057,105.117485046,101.8723526,103.767860413,104.091850281,110.863479614,111.20400238,105.666412354,2722,98.57
87.2557678223,86.8296737671,93.9197540283,94.1440429688,91.7376480103,94.3032684326,94.9285430908,95.9505844116,93.2254257202,96.3669815063,90.6960983276,94.7898864746,99.4843063354,91.5313110352,89.5715332031,91.1345748901,90.3170776367,92.4753799438,89.9606933594,88.7666778564,102.466423035,84.4741439819,91.7610321045,91.8876571655,98.0230026245,93.7167739868,87.1619873047,91.0107421875,96.0989303589,96.31615448,92.1992721558,90.4495544434,94.4254455566,90.4303817749,93.9481048584,84.9925994873,100.304168701,93.2324066162,2723,91.62
90.1795654297,94.1592254639,79.9236755371,92.9833755493,95.5610198975,92.3654708862,88.7624053955,98.9347381592,89.5944213867,89.7103347778,89.631729126,90.3776779175,91.2254180908,103.688957214,91.5794372559,96.6934432983,96.9792633057,88.9897079468,92.6541900635,89.7489929199,94.8324279785,87.7466278076,93.0260543823,97.2204742432,101.039710999,89.8046798706,88.813621521,92.1337890625,92.7337417603,100.440658569,90.7864151001,90.3480911255,88.7697525024,83.0163879395,98.8048629761,90.6839675903,93.3338165283,100.183517456,2724,94.8
81.4973297119,72.8885345459,79.5828704834,74.9574432373,75.3120117188,81.6585540771,81.3775100708,79.2789764404,81.3312530518,69.8570709229,76.4322280884,76.7018203735,72.0126800537,73.2490539551,80.0744552612,80.8919906616,73.8136978149,78.8206863403,81.6163024902,77.5805053711,79.9124221802,74.4858932495,73.9615325928,80.1025314331,70.5987091064,77.1719818115,80.1934738159,76.626335144,78.3542098999,76.7063446045,80.8699493408,75.1279602051,77.3906784058,79.4532012939,78.8754425049,74.994720459,73.9581985474,73.0757751465,2725,75.26
106.670516968,97.1540985107,100.339607239,100.085731506,116.097717285,108.031509399,107.5677948,107.4945755,109.312324524,108.837768555,112.38710022,110.773048401,114.817932129,98.7638397217,105.900741577,105.685417175,104.084434509,107.531044006,100.211334229,104.75176239,111.031112671,105.899543762,98.1193695068,101.612823486,105.3179245,102.43347168,107.911567688,110.933319092,105.275588989,112.979629517,97.4996337891,101.150505066,101.21383667,111.287651062,101.149543762,96.8210830688,100.870223999,109.464576721,2727,107.5
108.238502502,107.468254089,105.657417297,105.682594299,103.863479614,104.821578979,106.35332489,109.736022949,108.62865448,103.319122314,101.366424561,105.610427856,108.713020325,103.759178162,101.6173172,109.033279419,103.966064453,100.900032043,107.468551636,105.610816956,102.032203674,106.198654175,103.955459595,106.257194519,104.024200439,104.150474548,101.266860962,102.216545105,103.955482483,99.8460235596,101.937721252,113.611808777,104.725799561,106.048591614,101.86756134,101.018013,103.642929077,103.630737305,2729,97.86
99.6123428345,90.4568862915,100.146614075,93.2167739868,98.0110321045,92.2339782715,102.86302948,93.5070037842,89.4267272949,89.5162658691,90.4488296509,88.0153884888,94.8703231812,87.442855835,95.8590774536,94.0914230347,83.8023376465,90.0062561035,90.075592041,91.1567687988,94.827545166,92.1216659546,100.314193726,94.2953262329,90.715423584,86.1669387817,96.8142318726,86.4693222046,94.1092376709,85.7967834473,91.8555679321,94.2739486694,97.4130020142,86.2673721313,95.1574783325,94.0055389404,91.9897994995,86.8609008789,2730,90.6
115.939529419,114.323562622,118.645599365,128.316223145,124.22051239,122.849464417,108.906471252,113.990287781,122.336242676,118.312072754,121.002540588,114.067947388,126.440223694,111.809585571,119.565414429,114.558868408,120.964523315,115.123886108,118.084075928,117.650505066,115.262969971,112.871047974,110.025611877,110.655479431,117.530395508,107.840621948,112.063644409,127.007881165,117.744216919,127.495819092,110.715522766,120.367607117,109.049255371,115.918373108,113.220184326,122.236610413,116.325866699,123.183441162,2733,111.41
91.4086914062,93.466468811,83.7980804443,100.292167664,89.2228088379,86.481842041,91.3106231689,94.9798736572,89.7473144531,94.1095199585,90.2768707275,93.720664978,95.5743179321,94.0485610962,96.8975372314,95.261100769,96.9016647339,100.947746277,90.8589248657,94.6749343872,94.4446640015,92.7275543213,95.2413711548,92.8884429932,100.768585205,102.95917511,97.0851516724,92.3889007568,92.9850540161,98.302986145,95.2056884766,91.2368240356,99.3529129028,84.6030654907,97.0467987061,95.8015289307,95.5968780518,107.325386047,2735,89.69
93.1609115601,95.8251647949,98.612121582,99.9520721436,91.5395202637,99.113609314,96.1986541748,95.8870697021,95.3145751953,92.0221099854,96.4506378174,82.8997344971,89.2674026489,86.4030685425,96.460395813,95.3481903076,92.2503204346,89.9774093628,93.6748275757,92.8873977661,92.8106842041,90.0216522217,99.7456817627,94.9863967896,96.9933547974,88.5453338623,92.710105896,88.486907959,95.5108184814,88.58568573,87.2560577393,94.1149749756,99.2772064209,93.2367553711,91.0796127319,96.0558547974,97.4507675171,85.6919784546,2740,89.11
