ID,y,x_mse_expY3_0,x_mse_expY3_1,x_mse_expY3_2,x_mse_expY3_3,x_mse_expY3_4,x_mse_expY4_0,x_mse_expY4_1,x_mse_expY4_2,x_mse_expY4_3,x_mse_expY4_4,x_mse_expY5_0,x_mse_expY5_1,x_mse_expY5_2,x_mse_expY5_3,x_mse_expY5_4,x_mse_expY6_0,x_mse_expY6_1,x_mse_expY6_2,x_mse_expY6_3,x_mse_expY6_4
1391,14212.7733924,92.8779678345,92.8015441895,92.8406448364,93.034072876,93.2372589111,92.6693115234,93.1521148682,92.9597625732,92.7982788086,92.8566436768,92.504699707,92.7578811646,92.778968811,92.555267334,92.7258377075,92.4531326294,92.8298187256,92.7898406982,92.4708633423,92.3511810303
2229,66999.9928214,109.730926514,109.679870605,109.605064392,109.368927002,108.985443115,109.455551147,109.84866333,109.933403015,109.373542786,110.364730835,111.004150391,110.933441162,110.203575134,109.590744019,110.16204071,111.024162292,110.960700989,110.958129883,110.464530945,110.462684631
6387,19979.2940716,103.946762085,103.920204163,103.583236694,103.898986816,103.615531921,103.047088623,103.351676941,102.868843079,103.828414917,103.639518738,104.397140503,103.406433105,104.905593872,103.200141907,104.110824585,103.991035461,102.144393921,104.03527832,104.971717834,106.132881165
8117,71736.4324571,110.705444336,110.777114868,110.611465454,109.935714722,110.577713013,110.575958252,110.653556824,110.013214111,110.328979492,110.584144592,110.113937378,110.422241211,109.820953369,110.350906372,110.248542786,110.180091858,110.503547668,110.057273865,109.805770874,110.022941589
3311,5724.14065833,93.4301528931,93.5414505005,93.4163665771,93.2423324585,93.056388855,93.2611465454,93.1979141235,93.7813873291,93.2308731079,93.7068862915,93.4475250244,93.6972198486,93.5058288574,93.5546188354,93.291519165,93.6877593994,93.3080062866,93.3827972412,93.260597229,93.2775344849
4790,7937.40610423,93.7484817505,94.6461715698,94.7739944458,94.5320587158,94.9105758667,94.2486114502,94.6989898682,93.8151702881,94.3398742676,94.5665435791,94.3174743652,94.0824966431,95.0917205811,94.3983917236,94.9811630249,95.6057128906,96.076423645,96.8217697144,96.2129821777,94.9228286743
6783,8506.82317437,94.1501998901,94.0432510376,93.8668899536,94.0538711548,93.7567443848,93.9113693237,93.4986724854,94.2100906372,93.5088119507,93.2670135498,93.2398605347,93.279914856,93.4966049194,93.1439437866,93.763168335,93.2711868286,93.1025009155,93.4438171387,92.9797439575,93.3869018555
7327,6530.12364538,93.5847854614,94.0947799683,93.8522415161,93.6639099121,93.632484436,93.1971054077,93.1090621948,93.4970245361,93.2843475342,93.0309906006,92.8676986694,93.0405654907,93.1028137207,93.3042831421,92.7640609741,92.9163970947,92.9363632202,92.9332046509,92.9921798706,92.5967559814
3569,212734.221413,111.169883728,110.700057983,110.785926819,110.772407532,110.935958862,110.720336914,110.77558136,111.08518219,110.643051147,110.776046753,110.745773315,110.909454346,111.079841614,110.864082336,110.801010132,110.839996338,110.939712524,110.597389221,110.473724365,110.936920166
7346,5146.56693042,93.1885528564,93.1089553833,93.3649902344,93.4571075439,93.5912704468,93.6644668579,92.8355331421,93.4113311768,92.994468689,92.8765106201,92.6063919067,92.8451919556,92.9671325684,93.0911026001,93.1399002075,94.0066986084,93.1584472656,92.9023895264,93.0113143921,93.3627319336
3754,35255.2322821,110.606163025,111.307273865,110.956375122,110.672782898,110.375656128,111.095359802,110.990089417,111.334815979,110.688896179,111.110984802,110.863128662,111.338485718,110.534614563,111.161247253,111.064819336,110.408821106,110.642997742,110.462280273,110.429840088,110.857460022
1655,3056.44025554,87.5979003906,87.974319458,88.3582305908,87.6517410278,86.5589904785,84.1978530884,85.3683319092,85.3408203125,85.2322692871,85.1065750122,81.8203353882,83.1771392822,83.3165969849,82.1117935181,82.9843063354,82.934967041,81.8146286011,83.0607452393,82.3126831055,82.0054931641
5250,1643.19092164,87.6197662354,88.3503341675,87.522644043,88.4953842163,88.9753952026,84.4876480103,84.6938247681,84.8483581543,85.5550308228,84.1102828979,82.3638839722,86.5769577026,83.3653869629,82.4744567871,82.4401245117,81.7922363281,80.1482009888,80.8032226562,80.7917633057,79.9236373901
154,6460.40521085,94.5633544922,94.3578186035,94.7296218872,94.4135742188,94.4750137329,94.5187149048,94.2001571655,93.5234909058,94.0076370239,93.9983291626,94.045249939,93.9688568115,93.6043548584,93.9357223511,94.2990341187,94.18699646,94.3815383911,93.9853515625,93.9587173462,94.2117767334
588,4983.47963327,93.9722976685,93.9591522217,94.2294311523,94.0688171387,94.2273254395,94.1132965088,93.6535186768,93.4705581665,93.5873184204,94.124786377,93.5796203613,93.6854934692,93.8403778076,93.9138336182,93.4073181152,94.030921936,93.6870346069,93.3378448486,93.6871948242,94.0919113159
4861,92093.5015954,110.900634766,110.605293274,110.147994995,110.458534241,110.245285034,110.607803345,110.795707703,110.756629944,110.375434875,110.535751343,110.820503235,110.697929382,110.63092804,110.821876526,111.06036377,110.694770813,110.653656006,110.749023438,110.774467468,110.548774719
8150,15472.0625362,104.094100952,104.107948303,104.136703491,103.674591064,103.838500977,103.315757751,103.839614868,103.394165039,102.874977112,104.29158783,102.788482666,103.542121887,103.584854126,103.295150757,102.228851318,102.066551208,103.454452515,102.135543823,102.155334473,102.867149353
131,10441.4896326,104.402877808,103.726547241,103.497344971,103.724250793,103.642959595,104.708366394,103.071182251,104.674407959,102.425056458,103.811439514,102.60319519,103.8826828,104.372932434,105.043449402,104.503814697,102.299491882,103.480651855,104.755973816,103.283378601,103.034683228
1909,5542.7508812,94.0309753418,93.4042282104,93.6435317993,93.5158691406,93.5785751343,93.4864654541,93.3755722046,93.2047653198,93.6627655029,93.4359130859,93.5906906128,93.4266967773,93.2976379395,92.9398422241,93.1733169556,93.5768432617,93.7678985596,93.505027771,93.110786438,93.1745300293
7790,28976.2779008,102.313499451,103.740325928,102.9815979,103.415977478,103.466705322,102.781661987,102.035682678,102.226623535,102.907600403,102.764717102,102.256744385,102.32308197,101.899581909,101.619293213,101.906425476,101.871276855,102.288909912,101.81603241,101.722244263,101.558616638
5701,17479.196302,104.355651855,104.284461975,104.468482971,104.358657837,104.217056274,103.915390015,103.498565674,104.009170532,104.221611023,104.125343323,103.464073181,103.666183472,103.868309021,103.983093262,104.20186615,103.307128906,103.071800232,103.321655273,103.427703857,104.365562439
3657,58787.8306808,110.417610168,110.546989441,110.83164978,110.690475464,110.572952271,111.050086975,110.804275513,110.631690979,111.124771118,110.934913635,111.097351074,111.181663513,111.119865417,110.915260315,111.121490479,110.716018677,110.940711975,110.753135681,111.070083618,110.399131775
3463,133564.623731,93.8446350098,92.9839019775,93.4543609619,93.7818832397,93.8003234863,92.9483642578,93.0711669922,92.9359130859,92.5456619263,92.6495666504,92.4679412842,92.7274017334,92.8895568848,92.1156158447,92.3843612671,92.4685516357,92.3518753052,92.3232421875,92.0882949829,92.5174865723
2772,4978.61910932,94.3693237305,94.3518295288,94.5711135864,94.3449859619,94.2091522217,94.6826553345,94.0424194336,94.039855957,93.4542922974,94.0804595947,93.8736801147,93.7070922852,93.4716720581,93.957321167,93.9443740845,93.2287750244,93.8042068481,93.5324783325,93.6971893311,93.8412399292
7611,15025.6972013,93.7796859741,93.5551681519,93.3156051636,93.5816879272,93.7152481079,93.3933334351,93.0091171265,93.220489502,93.4120635986,93.1917572021,92.8538742065,92.7151260376,93.0602874756,92.8714981079,92.5761260986,92.7437133789,92.658782959,92.2151870728,92.8289031982,92.8249816895
4414,41657.287081,110.300735474,110.409423828,110.628974915,110.296882629,110.37828064,110.767204285,110.725341797,110.444671631,110.849960327,110.660232544,110.69367218,111.143028259,110.702178955,110.797790527,110.603370667,111.140449524,110.619194031,110.622268677,110.386146545,110.479934692
1694,51081.3366943,110.993713379,110.202400208,111.081436157,110.776893616,110.77986145,110.427200317,110.746955872,110.911590576,110.979148865,110.370994568,110.846199036,111.091026306,110.889198303,110.538497925,110.89655304,110.799736023,110.945091248,111.172859192,111.078132629,111.71105957
1074,28416.2574314,103.858894348,103.852737427,103.319297791,103.839653015,103.671386719,102.994194031,103.083595276,103.262748718,102.665000916,102.571975708,102.598327637,102.128929138,102.818962097,102.308799744,102.743492126,102.562911987,102.311149597,102.509414673,102.805328369,102.359962463
5931,18246.0156472,106.029464722,108.236236572,108.170295715,106.713058472,107.345710754,107.940559387,106.46635437,107.447792053,107.220039368,108.970146179,109.160728455,108.662017822,108.171974182,108.366912842,107.283691406,109.103530884,109.442016602,117.569419861,113.651237488,112.888694763
2012,20333.319597,105.097213745,105.605667114,105.869613647,105.065353394,105.184524536,104.79737854,105.368217468,105.637123108,105.247360229,104.520606995,104.637786865,103.659690857,104.571220398,105.029159546,104.891387939,105.024894714,104.16897583,104.69618988,104.591957092,104.489654541
7985,32165.3068001,108.661087036,108.645980835,109.127204895,109.278312683,109.024360657,109.188941956,108.971443176,109.186752319,109.203094482,109.01423645,108.747673035,108.776939392,108.68914032,108.972167969,108.922080994,109.035949707,108.988082886,108.92956543,108.512565613,108.940574646
7781,52291.7428582,111.927322388,112.881462097,112.441955566,112.552482605,112.681365967,112.827690125,112.816261292,112.718032837,113.026512146,112.508277893,112.960525513,112.385116577,112.396240234,112.377944946,112.504135132,111.903938293,112.345291138,113.047889709,112.40397644,112.847946167
2916,8657.56085973,97.7125244141,96.8067092896,98.1466903687,96.3944625854,95.8995132446,101.09526825,93.6063308716,93.6977233887,99.8162078857,100.087059021,99.8566665649,108.422599792,111.199333191,103.035110474,100.040115356,94.1222076416,102.136650085,109.807281494,103.339927673,102.067420959
5534,10209.7564913,95.0560302734,94.9098587036,95.0225830078,94.7123641968,94.6644439697,94.5275421143,94.4547424316,94.6135253906,94.8118362427,93.8868560791,95.0545043945,95.395111084,96.3579864502,94.899810791,95.1636734009,95.9143218994,95.3767166138,96.2544784546,93.902961731,96.5576171875
2243,7456.86529843,97.424446106,96.241859436,96.0152130127,95.1007766724,95.1531448364,97.4209594727,97.6754074097,97.5041885376,94.0210189819,97.174156189,97.2918319702,98.5391769409,97.3185958862,97.077835083,98.1339035034,93.3452072144,95.9749832153,94.5269851685,93.9683837891,96.0311355591
7507,5258.24620037,93.2428131104,93.8927230835,93.7508850098,93.7583007812,93.907409668,92.910194397,93.2381896973,92.8847045898,93.438041687,93.1527023315,93.0257720947,92.7989578247,93.3338699341,92.8081741333,92.8903045654,93.0634384155,92.142250061,92.9419555664,92.6081085205,92.7414550781
6290,6763.59664257,93.236038208,93.0433807373,93.1197357178,93.2095870972,93.2665023804,93.0829544067,93.0593338013,93.1483764648,92.8367462158,93.2489624023,92.9361114502,92.8263626099,93.2424240112,93.0834274292,92.9504623413,92.5093383789,92.9738693237,92.5870361328,92.6528244019,92.8730392456
5590,7067.21118157,95.0409622192,94.7069854736,94.1128845215,93.8598327637,94.123878479,93.4155960083,93.6789398193,93.6090240479,93.4950332642,93.6374130249,93.5505142212,93.4101715088,93.8874664307,94.020324707,93.7646331787,93.5852890015,93.6673049927,94.1734466553,93.5786590576,93.6201629639
4900,7723.4723009,87.951499939,85.9554290771,87.3730697632,87.9064254761,87.8069458008,84.8883361816,84.4740447998,85.0254211426,84.3016815186,84.7072219849,83.21043396,81.9349594116,82.9083938599,82.0606918335,82.3069152832,81.3750686646,80.9261779785,81.2528762817,80.7338790894,81.3449325562
3756,80177.2906976,110.499519348,110.467552185,110.842086792,110.597145081,110.573745728,110.743301392,110.536148071,110.489364624,110.813331604,110.677940369,110.829841614,110.772094727,110.78653717,111.047477722,110.322105408,110.960403442,111.182601929,111.029006958,111.44103241,111.085266113
860,5859.77796903,94.3737182617,94.2306900024,94.1879348755,94.2311782837,94.2472457886,93.9163665771,93.983795166,93.8732528687,93.7848129272,93.8522109985,93.7464294434,93.6876678467,93.5627365112,93.3519515991,93.2421417236,93.6449127197,93.2920379639,93.3122634888,93.560333252,93.7941589355
3719,9544.96084785,93.033493042,93.2011032104,93.403175354,93.3909759521,93.3463973999,93.4987945557,93.4427642822,93.1737442017,93.1242370605,93.3136901855,93.3716125488,92.9632568359,92.9106369019,92.9994659424,93.3552322388,92.912399292,93.4052886963,92.8420944214,93.3080368042,92.9427185059
2856,106298.105745,108.285202026,107.710655212,108.642272949,108.388320923,108.341514587,109.031448364,110.23085022,110.146324158,109.433395386,108.866783142,110.148483276,110.268440247,110.25919342,111.406349182,111.266082764,111.563659668,111.628105164,111.365585327,111.559867859,109.987953186
5181,5646.47348791,93.7508163452,93.9539031982,93.8857421875,93.90284729,93.8385314941,93.8549880981,93.8003158569,93.4433135986,93.6243667603,93.4708328247,93.3850708008,93.455116272,93.5233535767,93.411026001,93.4664764404,93.4407501221,93.2190704346,93.5060043335,93.4901123047,93.3997192383
2584,479101.239754,110.457084656,110.360107422,110.562614441,110.163024902,110.644645691,110.761810303,110.635169983,111.209144592,110.600410461,110.404090881,110.906288147,110.532318115,110.468536377,111.164779663,110.683998108,110.474716187,111.22681427,110.740623474,110.635093689,110.442939758
1904,40892.0656709,111.322364807,110.834938049,110.985618591,110.694381714,110.512588501,111.434776306,110.920631409,110.921279907,110.8748703,111.52973175,111.821678162,111.17527771,111.823051453,111.388656616,111.109436035,111.379615784,111.32559967,111.508087158,111.664077759,111.234741211
2938,74156.376072,110.450714111,110.323043823,110.830047607,110.72429657,110.960739136,110.487480164,111.30771637,111.294563293,110.970489502,110.970550537,111.029724121,110.983703613,111.203224182,110.560409546,111.119140625,111.320991516,111.201080322,111.748764038,111.1118927,111.704353333
213,9278.64070302,94.2904510498,94.0004425049,94.1765136719,94.1752853394,94.3449478149,93.9091644287,93.9133758545,93.9267120361,93.7328796387,93.5912857056,93.6767349243,93.5935897827,93.7589492798,93.5752410889,93.9095306396,93.9859390259,93.2930679321,93.6777420044,93.8612976074,93.4190139771
7854,7937.40610423,94.3990402222,94.3254623413,93.8977127075,94.649810791,93.8223648071,93.8355407715,93.9423599243,94.0227355957,93.6265411377,93.6263885498,93.1404953003,93.5770874023,93.6343841553,93.2748413086,92.8910064697,92.6846847534,93.7570419312,93.3214111328,94.1930007935,93.6869277954
5322,33872.5860844,111.352836609,111.301376343,111.326660156,111.292808533,110.475715637,111.887382507,111.346313477,110.938652039,111.659812927,110.978309631,111.235092163,111.445236206,111.893936157,111.268280029,111.637763977,111.404052734,112.342514038,112.328063965,111.911300659,112.403701782
6073,15069.7480213,94.3255386353,93.6374130249,93.5827484131,93.7148361206,93.9564208984,93.5513305664,93.2964859009,93.7149505615,93.3896484375,94.2258300781,93.4901733398,93.4850616455,93.5017166138,93.5279846191,93.7654190063,93.280166626,93.338684082,93.4355239868,93.5229110718,94.0696258545
508,19027.8991158,103.978973389,105.150718689,105.400337219,105.08013916,104.648971558,105.37651062,105.784797668,106.36706543,106.859962463,105.38658905,105.994041443,105.489112854,104.098724365,106.527877808,105.998313904,105.743995667,106.06035614,106.311233521,106.559417725,104.887107849
4568,48791.5159932,110.724128723,110.326171875,110.713790894,110.574134827,110.55241394,110.671829224,110.479789734,110.784973145,110.573867798,110.854736328,111.235733032,110.775337219,110.969520569,111.113952637,110.54083252,112.255065918,110.856185913,111.219657898,111.525138855,111.630477905
3809,21664.7846114,102.925750732,103.288269043,103.459976196,103.464302063,103.167976379,103.027229309,102.403541565,102.96711731,103.059806824,103.394287109,102.561401367,102.636230469,102.969779968,102.977394104,102.397468567,102.494148254,103.076133728,102.64906311,102.676826477,102.668663025
3843,5403.89527694,93.7893371582,93.8040466309,93.9376907349,93.5920028687,94.0581512451,93.7866210938,93.5479202271,93.8146209717,93.2514877319,93.8120040894,93.5957260132,93.3436050415,93.4224700928,93.5562210083,93.4658279419,93.5063400269,93.6536865234,93.3955154419,93.7044143677,93.6885604858
4590,28835.2464922,96.5379714966,94.9342803955,95.0506210327,96.2417297363,95.7907867432,96.5839614868,98.0485153198,96.5614547729,94.5411376953,97.3044204712,98.3165740967,98.2489395142,99.1145095825,98.9659805298,99.0246429443,96.8371810913,98.6240386963,100.116333008,98.957649231,99.6891326904
7581,4618.24938588,93.1873397827,93.0069656372,93.1603775024,93.1336746216,93.1103134155,92.9119796753,92.8188705444,93.1276855469,92.6707382202,92.9001998901,92.8190460205,92.5952758789,93.0001602173,92.8406448364,92.5933227539,92.8765487671,92.4752044678,92.2688217163,92.6415710449,92.2536315918
2431,167008.445918,110.736366272,110.435112,110.691368103,110.291069031,110.245285034,110.772003174,110.862495422,110.694152832,110.844947815,110.945884705,110.767875671,111.312767029,110.610099792,111.246788025,110.596031189,111.108772278,111.129371643,111.787284851,112.003288269,111.007102966
5044,16565.8311645,104.558311462,103.912414551,103.855789185,104.095397949,104.072402954,102.809928894,103.675094604,103.734619141,104.284957886,104.064620972,104.428596497,104.387138367,105.385482788,104.233459473,104.700057983,105.556770325,104.845336914,105.082458496,107.953369141,104.643836975
6917,13081.4842695,94.1383361816,94.3790893555,93.775894165,94.1923904419,94.0401611328,93.5908889771,93.5517120361,93.6360855103,93.1639022827,93.4917678833,93.3402786255,93.0840835571,92.873085022,93.1285934448,93.2202529907,92.4196548462,93.2931442261,92.9916763306,93.167755127,93.19190979
5427,67459.2111002,108.508331299,109.019180298,107.426834106,107.799537659,107.844909668,109.181922913,109.001449585,108.503112793,108.897499084,108.71056366,109.786407471,108.878944397,110.12223053,109.199531555,110.50415802,110.325164795,110.832580566,109.186920166,111.098976135,109.891067505
6046,17377.1577592,94.7208633423,94.4862594604,94.1953659058,94.5331802368,94.6515808105,94.2292709351,94.0533752441,94.1255264282,94.1030197144,93.8491592407,94.2045440674,94.0832977295,94.31199646,93.8798675537,94.7298583984,93.5287780762,94.2140655518,94.4454193115,94.3239593506,94.1071395874
3596,6075.20926236,93.848197937,93.9902420044,94.0922698975,94.2942962646,94.2684402466,94.4381256104,93.6722564697,94.2125396729,93.7813491821,93.86769104,93.3491668701,93.6904144287,93.8604507446,93.5641174316,93.5106658936,94.0931396484,93.5710525513,93.2851104736,93.5840072632,93.5162734985
5727,4546.70529621,92.9263916016,92.9718475342,93.2359390259,93.1623077393,93.0763778687,93.1429367065,93.1147537231,92.8349075317,93.1067581177,93.0537109375,92.9778137207,92.9944152832,92.8201522827,92.9185791016,93.1734695435,93.0502243042,92.913482666,93.4786376953,93.0121231079,92.938369751
7218,37673.9387304,113.204406738,112.209579468,113.170539856,113.409660339,112.484321594,114.773773193,110.75012207,114.810722351,112.449691772,114.175514221,114.8256073,112.553153992,113.538650513,113.831359863,113.439468384,112.792076111,113.78302002,112.761375427,111.850013733,114.603645325
7095,18660.1495715,105.045005798,104.562156677,104.574180603,104.036811829,104.508354187,104.059844971,104.045814514,103.253936768,104.487564087,103.528457642,103.115127563,102.486152649,102.898506165,102.964500427,102.137519836,102.328414917,102.717056274,102.883956909,102.410522461,102.564315796
3978,50290.0048654,117.075820923,117.413116455,116.892021179,117.240310669,117.550598145,118.324882507,120.460258484,111.0026474,119.379096985,111.388908386,115.574806213,118.20350647,118.379570007,111.29334259,117.912567139,118.479286194,119.054855347,119.372619629,111.462654114,114.988166809
6234,41051.9880212,110.268753052,110.702178955,110.280609131,110.413467407,110.952636719,110.613990784,111.117538452,111.032287598,110.52557373,111.11390686,110.731681824,110.819419861,110.664863586,110.275299072,110.636566162,110.826950073,110.87197876,110.924156189,110.839187622,110.640602112
7172,30012.2733606,110.059265137,109.493492126,109.137763977,109.45059967,108.949562073,110.153846741,109.927192688,109.929893494,109.385192871,110.26600647,109.779327393,109.5391922,109.373916626,109.681884766,109.714233398,110.406799316,110.513313293,110.176925659,110.307273865,110.403533936
1786,263418.630818,110.135856628,110.770263672,110.642745972,110.357917786,110.845031738,110.802452087,111.632781982,111.051422119,111.636146545,110.749969482,111.011222839,111.532119751,111.136276245,111.376235962,111.61505127,111.644287109,111.458343506,112.24899292,111.931343079,111.266044617
3860,7046.55281045,93.9233779907,93.9327850342,93.9073791504,93.9189224243,93.6853027344,93.8887329102,93.5173721313,93.5237350464,93.5129852295,93.721321106,93.6097412109,93.7921829224,93.6119842529,93.2941207886,93.4591217041,93.0525970459,94.0651016235,93.0820999146,93.6519851685,93.9663009644
527,7341.34649575,94.0428619385,94.4203491211,94.1962356567,94.3204727173,94.1553268433,93.6776885986,93.5850982666,93.6805648804,93.8478927612,93.534828186,93.4334945679,93.6432342529,93.3963775635,93.5681610107,93.6567153931,93.2847671509,93.1111755371,93.6127700806,93.6945800781,93.3830184937
5449,32417.3855329,93.7649307251,93.7942504883,93.8190231323,93.893447876,93.8316268921,93.6269607544,93.6181335449,93.5348052979,93.7705459595,93.861366272,93.5638885498,93.7871704102,93.1130523682,93.5924377441,93.6356887817,93.4264602661,93.5969543457,93.7286300659,93.3646850586,93.7380905151
3410,7663.414308,93.3414764404,93.3681411743,93.314491272,93.4422225952,93.2917861938,93.4928665161,93.673248291,93.9180450439,93.3325881958,93.1856384277,93.6449279785,93.4020767212,93.2348937988,93.8601379395,93.7403564453,93.826713562,93.4336471558,93.5925064087,93.7082366943,95.5083007812
6726,40971.9488197,93.2296905518,93.0973968506,93.0592193604,93.1397323608,93.2004623413,93.1253890991,92.8137283325,92.829246521,92.9400024414,93.0103683472,92.8510818481,92.6341247559,92.5165252686,92.9411239624,92.7722549438,92.7656326294,92.6100234985,92.5070266724,92.4140014648,92.5313186646
3188,5007.85352417,94.4540100098,93.8086624146,94.3203125,94.0445480347,94.8065109253,94.065032959,94.1323318481,93.8654556274,94.3484191895,94.2070465088,93.6768188477,93.6465835571,93.5985107422,93.4957275391,93.563331604,93.1800689697,93.4822921753,93.5311355591,93.401550293,93.1869125366
775,7500.65195669,93.4009170532,93.4314880371,93.721282959,93.2124633789,93.5597076416,93.4184570312,93.199005127,93.528465271,93.7822418213,93.3679504395,93.5172576904,93.5388336182,93.3369598389,93.287689209,93.3266830444,93.6237258911,93.532371521,93.4957733154,92.951423645,93.4222183228
1597,9461.5018252,93.2803726196,93.1887435913,93.2914352417,93.2072219849,92.8534469604,93.1847076416,93.0879745483,93.0832138062,93.0988006592,92.9816360474,93.02293396,92.8415908813,92.9361953735,93.062210083,92.9153594971,92.8167953491,92.7832870483,92.6135025024,92.6744537354,92.7851486206
2498,6600.59445687,103.673744202,105.754646301,94.9477157593,103.860229492,104.603370667,94.6588821411,99.9509353638,99.9390411377,100.780471802,94.101348877,92.2496414185,93.3635253906,94.6790771484,94.606590271,94.7018585205,95.4526824951,91.6238555908,92.3907928467,92.0934448242,91.0602264404
5219,67393.4162872,110.138458252,110.533187866,110.327590942,110.616485596,110.439857483,110.913757324,110.915809631,110.771736145,111.125221252,111.194320679,111.452400208,111.596878052,110.873306274,110.982521057,111.507713318,111.363220215,110.966171265,111.767944336,111.930397034,111.821220398
5973,39326.7095174,110.559799194,110.244598389,110.400054932,110.383529663,110.616661072,110.758491516,110.393737793,110.192687988,110.578170776,110.677276611,110.483413696,110.380218506,110.496177673,110.579536438,110.064941406,110.477890015,110.430854797,110.796661377,110.803268433,111.019096375
5066,8785.21395771,93.9968566895,94.3091201782,94.0756835938,94.7051010132,94.8199539185,94.4175338745,94.6850280762,93.6292724609,94.4471206665,94.7662658691,94.5990982056,94.7366714478,94.3512039185,94.582321167,94.9328308105,95.0756454468,95.636100769,95.2786560059,95.7223892212,94.6195831299
7829,23885.4250341,110.425643921,111.090515137,110.332199097,110.457550049,110.817962646,111.274879456,111.47076416,111.02961731,111.37752533,110.585632324,110.575057983,111.835144043,110.412818909,111.312553406,110.766242981,110.973922729,110.230735779,111.360656738,111.690414429,111.547737122
5947,5859.77796903,93.2237319946,93.0888519287,93.3319549561,93.1848144531,93.2118225098,92.7815551758,93.0539321899,92.932182312,93.0012588501,93.0273742676,93.0197372437,92.9497909546,92.9613342285,92.68309021,92.849899292,92.8255462646,92.9892730713,92.8146209717,92.9700012207,93.107635498
1094,74301.2414566,110.113510132,110.444786072,110.90537262,110.594230652,110.482650757,110.457824707,110.55645752,110.984230042,110.937637329,110.408081055,111.33681488,110.488388062,110.760574341,111.020195007,110.808616638,111.108345032,110.891853333,110.850257874,110.938697815,110.989570618
744,16437.0146773,94.2613601685,94.2857208252,93.8169708252,94.1084136963,94.2653198242,93.5488586426,93.2933197021,93.7612228394,93.6767730713,93.8517303467,93.3449325562,93.479385376,93.6923446655,93.6725387573,93.4396514893,93.9568862915,94.1407470703,93.6785507202,93.2602310181,93.3686447144
7523,21962.7834459,93.8470687866,93.6145858765,93.6329956055,93.6371612549,93.5680236816,93.2627182007,93.2450714111,92.9010620117,92.8243026733,93.0862197876,92.8847351074,93.080619812,92.7777404785,92.7847518921,93.1836242676,92.9876327515,92.3986968994,92.4911422729,92.4377059937,92.8549880981
6307,3373.01517566,93.1855621338,93.3668518066,93.301651001,93.287727356,93.1841506958,93.111618042,92.9152374268,93.0021972656,93.1913986206,92.9272766113,92.8029785156,92.9789428711,92.647277832,92.9951324463,93.0448684692,92.6908569336,92.7349090576,92.7509689331,92.8810958862,93.0119094849
5068,10400.8137082,93.319190979,93.3704223633,93.2317886353,93.3486099243,93.4758071899,93.4183807373,93.2199859619,93.4146881104,93.4886932373,93.323677063,93.6837997437,93.6058120728,94.2191772461,93.4403305054,93.9750442505,94.9145584106,93.9812698364,93.7018432617,95.5546951294,96.3208084106
7474,7471.43237569,95.1082763672,93.6034622192,95.2561340332,94.6984329224,95.1937789917,94.2080383301,94.2600708008,94.038772583,95.2976150513,95.4600830078,94.4789276123,93.2235565186,94.8960494995,93.2537994385,93.9707489014,93.7447128296,93.7504348755,93.3625411987,93.4343795776,95.0030212402
899,48791.5159932,103.36656189,104.063751221,104.439743042,104.215942383,103.881286621,103.93862915,103.757331848,104.040672302,102.935935974,104.164718628,105.482223511,103.219299316,102.692337036,105.184577942,104.601020813,103.037361145,105.597518921,106.223892212,106.24747467,105.727890015
2177,275243.364075,110.843818665,111.273429871,110.847160339,111.313011169,111.125358582,111.285484314,111.31162262,111.234848022,111.942115784,111.353675842,110.846939087,111.36807251,111.718544006,111.531738281,110.92590332,110.933372498,111.979759216,111.516075134,111.232147217,110.932411194
4530,637048.945608,109.966468811,110.257034302,110.605697632,110.360877991,110.346366882,110.308952332,110.276062012,110.415634155,110.593948364,110.62928009,110.29132843,110.683197021,110.208343506,110.302177429,110.130989075,110.396858215,111.298995972,110.851051331,110.440101624,110.643379211
2512,31328.9238181,109.371276855,108.832481384,109.209526062,109.373939514,109.361038208,109.278755188,109.221565247,109.558807373,109.598777771,109.789085388,109.588996887,109.499961853,110.067878723,109.658805847,109.603141785,109.890312195,109.984870911,109.784362793,109.437278748,110.091545105
633,4309.11988117,93.2981262207,93.4496612549,93.3420028687,93.2589187622,93.0199050903,93.1632995605,93.2766113281,92.9106674194,93.2809448242,93.0216064453,93.2934341431,93.1134872437,93.0429077148,93.1068267822,93.2313079834,93.4041900635,93.2942581177,92.7476348877,93.6590423584,93.0612564087
6934,37199.0466166,111.140518188,111.090515137,111.12322998,110.989128113,111.159347534,110.74256897,111.019622803,110.817909241,111.055740356,110.864509583,111.067649841,110.896911621,110.800125122,110.496353149,110.95287323,111.140281677,111.127449036,110.545684814,111.457901001,110.389289856
1808,11300.2779566,92.9263916016,93.0773239136,93.1469573975,93.2297592163,93.2254257202,93.182510376,93.1806259155,93.2335205078,93.0636138916,93.0635223389,93.130859375,92.7939605713,92.9757766724,93.056427002,92.822769165,92.5706176758,92.9182662964,93.1239700317,92.6811065674,92.9526138306
1219,19009.3406856,103.982521057,103.717674255,103.833488464,104.110107422,103.906242371,104.311691284,102.950035095,103.417991638,104.067855835,103.403152466,104.171798706,103.148452759,103.897285461,104.568122864,103.024627686,103.193725586,103.224739075,103.400970459,103.370277405,102.839393616
496,48459.3751983,110.186157227,110.431304932,110.832206726,110.587341309,110.434410095,110.31413269,110.881126404,110.776275635,110.832962036,110.727157593,110.798934937,110.820549011,110.480308533,110.714820862,110.565315247,110.652786255,110.884742737,110.695549011,110.795570374,110.733062744
