predPer0,predPer1,predPer2,predPer3,predPer4,predPer5,predPer6,predPer7,predPer8,predPer9,ID,y
91.1997375488,91.105255127,90.4796066284,91.0957489014,91.3659133911,91.9737625122,91.4183273315,91.1478347778,91.0231246948,90.9180221558,7371,93.71
110.100349426,109.784675598,109.980133057,109.985450745,110.08694458,110.146255493,110.28250885,110.841194153,109.847679138,109.954307556,6060,108.01
91.2090530396,91.97290802,91.063659668,91.2656478882,91.4904632568,90.758972168,91.1493988037,92.9658203125,90.9854507446,91.4181289673,7140,94.47
91.2077484131,91.5562744141,91.0856628418,91.131072998,90.0446624756,90.6083526611,91.1450500488,91.0874176025,91.0230941772,91.2661209106,5183,92.0
102.675041199,100.75202179,102.835098267,102.73500061,101.320213318,103.421607971,102.704559326,102.404312134,102.577011108,102.806404114,3259,104.73
91.4599304199,91.1244888306,91.0821151733,91.3526992798,92.1826629639,91.4789047241,91.3117675781,90.3557739258,91.2442398071,90.9550552368,6524,93.28
101.421096802,99.8030853271,100.198455811,102.521018982,100.799240112,101.421318054,103.095535278,102.06237793,102.616348267,102.705795288,1092,98.93
110.248626709,110.325660706,110.57334137,110.173683167,110.22644043,110.473434448,110.186767578,109.902359009,110.151657104,110.353721619,1287,129.19
110.568695068,110.325462341,109.980133057,109.829475403,110.767936707,110.438972473,109.963798523,110.82170105,109.814567566,110.164398193,7784,103.5
100.384239197,101.984916687,102.685058594,102.566070557,102.450813293,101.422431946,103.025382996,102.393104553,102.709777832,102.975502014,3960,100.4
91.4609222412,91.10496521,91.3560562134,91.2657852173,91.2774581909,91.4790267944,91.1459503174,90.3467559814,91.2129669189,90.9345474243,8016,92.9
90.5164794922,91.1050567627,91.4206390381,91.1260147095,91.2760238647,91.5203857422,91.4438552856,91.0877151489,91.0233230591,91.2721862793,3334,87.72
90.4333953857,92.0542755127,91.5322494507,91.102394104,91.2724380493,91.2017593384,91.1455307007,90.5032653809,91.2778396606,91.4183959961,6684,92.16
77.3218078613,76.7239608765,76.6346588135,76.079750061,76.6888427734,76.74193573,76.7186126709,77.0829925537,76.9738769531,76.8241348267,6318,75.59
110.730926514,110.324539185,110.017883301,109.83001709,110.087265015,110.242218018,109.963500977,109.919296265,109.838104248,110.29360199,401,108.28
110.334289551,110.325386047,110.096687317,109.83001709,110.227531433,110.384300232,109.96282959,110.841598511,109.815048218,110.689292908,7547,108.2
76.8113708496,76.559211731,76.6332321167,77.0460510254,76.6054992676,76.3074569702,76.2693710327,76.3915023804,77.1359481812,76.7688064575,1300,74.53
102.503936768,102.405021667,102.78817749,102.509849548,102.65486145,102.840606689,103.001838684,102.495857239,101.848693848,100.694374084,2908,96.61
91.5614624023,91.1048660278,91.4206390381,91.2657241821,91.0520172119,91.5152282715,91.3871383667,91.1475372314,91.0230484009,91.269493103,342,90.33
91.5613708496,91.1050109863,91.3589782715,91.3542785645,91.0539245605,91.4791030884,91.1460952759,91.087638855,91.2517089844,92.1562423706,136,88.82
91.2094726562,91.3601760864,91.1809310913,91.2646331787,91.279258728,91.4787979126,91.3931121826,90.3400878906,90.9853363037,90.9179000854,2612,93.77
91.5612869263,91.1085662842,91.0862350464,91.2724075317,91.2763595581,91.3763046265,91.4185943604,91.1871185303,91.0229873657,91.270149231,5557,88.53
91.4599914551,92.0734939575,93.80418396,91.5228652954,91.0521774292,92.6843261719,91.4193267822,91.196647644,91.1485824585,91.4186096191,5637,94.83
91.2095031738,91.5882263184,103.876113892,91.3578033447,91.3538742065,90.6143417358,91.3938751221,91.1488647461,91.2559356689,91.2686920166,5543,89.06
91.4774932861,91.556427002,91.0838928223,97.037727356,93.2160949707,91.4789657593,93.194694519,91.1921310425,91.1486587524,92.1590042114,5361,86.61
91.5558624268,91.9999389648,91.0834732056,91.2639160156,91.0515823364,89.5542984009,91.1444625854,90.3519134521,92.1410751343,90.9146499634,6769,89.88
102.656265259,102.447319031,100.196861267,102.879264832,102.090690613,102.52671051,102.695533752,102.410842896,102.219207764,102.665351868,3203,102.14
101.966178894,101.766113281,102.632316589,102.451423645,102.328353882,102.361572266,101.626998901,101.377563477,102.161514282,100.695365906,6296,101.37
91.5613174438,91.1050338745,91.0909194946,91.3595428467,91.2789764404,92.6922302246,91.3864135742,91.1522674561,91.0269775391,91.2706222534,5635,93.77
110.380050659,110.440490723,110.015365601,110.175727844,110.752708435,110.146858215,109.963829041,109.902496338,109.815231323,110.249427795,5262,118.17
90.617767334,91.9891662598,91.4213867188,91.1260299683,91.25756073,91.5108184814,96.4822616577,91.2049255371,92.2056655884,90.9229202271,5029,87.16
91.5615005493,91.4994659424,91.2118453979,91.346824646,91.3131408691,91.3759307861,91.1449813843,91.1484146118,91.1360168457,91.2713241577,6337,91.97
110.099998474,110.418937683,110.044471741,110.159309387,110.227630615,110.146232605,110.119659424,109.966468811,109.847702026,110.354179382,3848,106.9
91.1991729736,91.551940918,91.1984481812,91.115196228,91.0534667969,91.4758911133,91.1507873535,91.2137374878,90.9871139526,91.2693634033,7485,90.05
110.578681946,110.461868286,110.576927185,110.175437927,109.766151428,110.146690369,110.117340088,110.841110229,109.815162659,110.281196594,7068,112.19
110.806770325,109.784751892,109.980102539,110.161804199,110.768676758,110.242118835,110.282867432,110.032608032,109.848014832,110.6901474,4006,114.29
110.809028625,109.783554077,110.095916748,110.175804138,110.769996643,110.242103577,109.963981628,110.032035828,110.149986267,109.954170227,1318,111.66
91.209022522,91.5555648804,91.0621490479,91.3336639404,91.0610427856,91.3768157959,91.309173584,91.0873641968,92.4038238525,91.4178771973,3433,91.14
110.0128479,110.325057983,110.095809937,109.829811096,110.726150513,110.473510742,110.217605591,109.918548584,110.137512207,110.164123535,1005,107.12
91.462097168,92.1007385254,91.4903869629,91.3437576294,93.1092300415,90.7501144409,91.3877105713,90.5704040527,90.9855194092,92.1550216675,5043,90.47
99.8571853638,102.586151123,102.945251465,101.875701904,102.44278717,101.416473389,103.118476868,101.354621887,102.114646912,100.621528625,4715,112.56
110.75856781,110.325302124,110.576400757,110.160430908,109.765701294,110.454872131,110.28452301,110.841621399,109.814399719,109.954177856,2186,119.01
77.3224334717,76.8942108154,76.5410690308,76.0785140991,76.6929855347,76.7164077759,76.6231918335,77.138885498,76.8714447021,76.7673721313,6456,74.22
90.4577331543,89.1374359131,91.262878418,91.0952072144,89.7300720215,91.4788665771,91.3981399536,91.2149124146,90.9845504761,91.2593765259,2742,87.58
91.2108306885,91.7870559692,91.085647583,91.3206481934,89.9805603027,91.4790267944,91.3115768433,90.3545837402,92.0434036255,92.0738372803,6975,92.41
91.2050323486,91.8544311523,90.8497848511,91.5248260498,92.6078414917,90.6124267578,91.3117294312,91.2143478394,91.1688461304,90.9186630249,7090,98.04
91.4615631104,91.9434509277,91.7223510742,91.5234146118,92.0649719238,91.3881835938,91.3115005493,91.2169799805,92.5095367432,91.2723464966,5209,91.68
76.7303314209,76.4854660034,76.552230835,76.721572876,76.6271591187,76.0763397217,76.7198944092,76.665145874,76.8742446899,76.7704162598,528,76.64
94.3595428467,91.4994812012,92.5146408081,91.0965957642,91.2810440063,91.4790496826,91.3974990845,91.1493377686,91.0232315063,91.2716445923,1393,87.61
110.012748718,110.439109802,110.576370239,110.175361633,109.764877319,110.145576477,110.186706543,109.902656555,109.848060608,110.291664124,1694,111.1
91.5603942871,91.555809021,91.1399765015,91.5175628662,91.2811279297,91.3782653809,91.3098449707,91.1485824585,91.0228042603,90.9362258911,1290,90.52
91.5612945557,88.668182373,91.6584854126,91.1215133667,91.2760696411,91.3742599487,91.4179916382,90.3514633179,90.9847869873,91.2711105347,7813,89.04
91.208946228,88.8087615967,91.3337860107,91.2657318115,91.0525817871,91.3739776611,91.3120498657,91.1872253418,91.1497497559,91.4248886108,7977,94.88
91.1973800659,91.1047821045,90.4408493042,91.0936965942,91.0521316528,91.4789733887,91.3939056396,91.0871658325,91.1477127075,91.270324707,6650,95.97
110.220687866,109.784706116,110.018295288,110.174606323,110.087234497,110.242233276,110.18674469,110.83997345,109.814857483,110.290374756,2978,119.87
91.4557571411,91.5556640625,91.0626907349,91.0964431763,91.277130127,90.6966629028,91.4187469482,91.2146224976,91.5776290894,91.0264968872,175,101.59
76.8191146851,76.5664367676,76.5523071289,76.1143722534,76.6645736694,76.8982696533,76.6494903564,76.3932876587,76.873840332,76.7692718506,8292,77.38
91.5613937378,91.2305221558,91.4207763672,91.2215194702,91.280632019,91.4789733887,91.3933639526,91.0875091553,91.7496795654,91.417175293,3794,87.57
101.097579956,101.432220459,101.681747437,102.559616089,99.4931259155,100.013648987,102.613342285,100.454566956,98.1336898804,102.832397461,7671,103.9
110.012466431,110.838752747,110.044517517,110.155906677,110.769844055,110.330062866,109.964065552,109.876808167,110.945671082,110.281242371,3381,116.82
100.164596558,102.63256073,102.717536926,107.46837616,102.985984802,101.494445801,102.727485657,104.205345154,102.952903748,100.625770569,1632,105.3
76.8126983643,76.5480728149,76.4889602661,77.1122283936,76.6922607422,76.591796875,76.6434020996,76.6632919312,77.1364822388,76.7691726685,8337,76.44
77.3222732544,76.6454391479,76.8442764282,76.7396316528,76.6056518555,76.8497390747,76.3301620483,76.3912582397,76.4116134644,76.7715454102,5215,78.71
91.5612411499,91.9897079468,91.3549880981,91.2656097412,91.264793396,91.4910125732,91.1587677002,91.2152481079,91.2561416626,91.2710647583,6554,93.52
110.524581909,110.836288452,110.044364929,110.162071228,110.227302551,110.242080688,110.21774292,110.032150269,110.947433472,110.295150757,5296,109.97
99.5719146729,102.329872131,100.458106995,103.28087616,99.8583145142,100.036346436,103.120780945,100.874443054,102.407012939,100.622146606,1970,113.74
91.4637908936,91.5568008423,90.5411453247,91.3544921875,91.2789611816,91.4803695679,91.1448898315,91.6240921021,91.2534332275,91.2724380493,3663,92.99
91.2089614868,91.5562667847,91.0626602173,91.3393936157,91.2813720703,91.3773117065,91.3865814209,91.1869735718,92.5169677734,91.4171447754,7870,92.02
91.4614639282,91.204826355,91.0840759277,91.340927124,91.2811355591,91.385345459,93.1615829468,91.2346115112,91.1486816406,91.2778549194,6268,94.62
91.2022247314,91.4993972778,91.0604476929,91.5056686401,89.349105835,91.4790496826,91.3867034912,91.18699646,92.1822509766,92.1397857666,7318,89.12
90.6459655762,90.5737380981,91.3403015137,91.102935791,90.0952835083,91.8556213379,91.3939056396,91.0950698853,91.022895813,90.989402771,691,94.09
110.151359558,104.36806488,110.076774597,109.984466553,82.2850189209,78.8237457275,89.2270812988,103.79888916,94.1520385742,109.940322876,681,169.91
110.10030365,110.455184937,110.044563293,110.159545898,110.688873291,110.143417358,110.28377533,110.831764221,109.814666748,110.353569031,474,106.19
91.2003097534,91.4988098145,91.0837249756,91.0950927734,90.935760498,91.3753890991,91.311340332,91.1871490479,91.1479034424,91.2586593628,642,91.96
110.808021545,110.325210571,109.980033875,110.176200867,110.227279663,110.473716736,110.186897278,110.832862854,110.151870728,110.295318604,5717,109.08
91.2028427124,92.0174636841,91.4192810059,91.2656936646,91.2811355591,92.6613082886,91.3117904663,91.2346115112,90.9861450195,95.0083770752,6338,107.9
91.561340332,91.5561599731,93.0833129883,91.2989349365,91.0878829956,91.3779754639,91.4193878174,91.2135848999,91.148399353,91.2722396851,5328,90.38
110.761367798,109.784851074,110.576408386,110.161437988,110.768066406,110.242195129,109.963874817,110.841003418,110.152183533,110.354217529,6696,135.48
91.5615463257,91.5564041138,91.3573913574,91.1173553467,91.2764053345,91.5104522705,91.4164581299,91.2149124146,91.201423645,91.271484375,1785,114.51
110.100036621,109.784599304,110.096702576,110.160263062,110.087226868,110.374649048,109.963417053,110.841514587,109.847885132,110.293083191,4298,110.2
90.4651947021,91.5606460571,91.54662323,91.1190719604,91.2814178467,92.6959075928,91.3876419067,91.0876159668,91.023399353,90.9468994141,5494,100.54
100.166732788,101.975379944,102.872497559,102.888023376,108.094161987,102.088813782,102.709014893,102.685218811,102.807899475,106.543899536,1074,105.09
76.7306900024,76.9355926514,76.5473480225,77.0296020508,76.6273269653,75.9909210205,76.6485214233,76.6792297363,76.604133606,76.769493103,6153,78.63
91.2155990601,92.0482177734,92.2750778198,91.5246887207,91.2814941406,91.517906189,91.4194412231,91.2149505615,91.208442688,91.2692260742,5738,94.39
110.100326538,110.426353455,109.980148315,109.827697754,110.22794342,110.473106384,110.119476318,109.918907166,109.838287354,110.264518738,5357,114.22
91.4611358643,91.4995498657,91.4209213257,91.3530273438,91.2760238647,91.0341873169,91.3882598877,92.9055175781,91.2241363525,90.9294052124,5500,88.88
110.100105286,110.472465515,110.044570923,109.829940796,109.76600647,110.145896912,110.282089233,109.966514587,110.147750854,109.954559326,763,105.21
91.2087249756,91.1051330566,91.3575286865,91.3486175537,92.9850769043,91.4793930054,91.4198608398,91.1481781006,90.9848251343,91.4184417725,3507,99.23
91.4505462646,91.5516357422,91.1293792725,95.7468109131,90.2274780273,91.4733581543,91.4835205078,91.1934356689,91.149559021,91.2671203613,7548,84.22
110.336029053,109.784751892,110.096633911,110.153114319,110.677970886,110.313049316,110.187004089,109.919235229,110.152282715,110.293426514,7980,142.46
110.36857605,109.784332275,109.980148315,110.160713196,109.765647888,110.371757507,110.119285583,109.901863098,110.932022095,110.691352844,7365,111.16
102.573944092,99.8137207031,101.590293884,98.6536331177,102.406677246,104.499458313,103.032867432,102.352745056,102.295349121,102.625579834,7884,102.56
91.2064361572,91.8208847046,91.3535385132,91.1398010254,91.2814407349,91.5176773071,91.419708252,90.3672180176,91.1494903564,91.4157943726,4932,90.17
91.5610427856,90.4622497559,91.2918395996,91.515296936,91.0666809082,91.4683761597,91.3873214722,91.1481628418,92.1262512207,91.2685089111,4017,89.63
110.100234985,109.784370422,110.044494629,110.174674988,109.765861511,110.472114563,110.187133789,109.89743042,110.140823364,110.284461975,7941,102.91
91.5612030029,92.0487518311,95.8431243896,91.3120574951,91.2817306519,96.4749450684,97.5807113647,91.2153549194,92.3780212402,91.9299468994,5385,94.85
110.012733459,109.784446716,109.980163574,110.144004822,110.087371826,110.355041504,110.280227661,109.966682434,109.838142395,109.954193115,4525,107.9
102.635719299,100.665664673,102.28553772,102.442611694,99.677947998,101.416488647,102.677848816,98.9171981812,102.325340271,100.692703247,8069,106.4
91.4512176514,91.4550247192,91.4216461182,91.2679443359,91.280670166,91.479019165,91.3918991089,90.3431243896,91.1450271606,91.2696914673,7294,88.93
99.674987793,102.615753174,102.650917053,102.86782074,102.439369202,100.385231018,103.145217896,104.022605896,102.086799622,103.399223328,4476,108.71
91.561340332,92.0619506836,91.4368743896,91.3550415039,92.9060745239,91.3776168823,91.396194458,91.087562561,92.5280303955,95.4059677124,3191,103.2
110.100158691,110.834411621,110.096458435,109.82989502,110.225547791,110.146499634,109.963569641,110.839027405,109.847503662,109.953941345,7086,107.68
91.4606781006,91.4995269775,90.4479827881,91.1180648804,91.2813491821,91.3770141602,91.3926696777,91.1873703003,90.9889068604,91.4163208008,4921,91.33
91.456817627,91.104637146,91.0780258179,91.5213394165,91.0519256592,89.4808349609,91.3862304688,91.2126312256,91.1479797363,91.2680664062,8224,85.14
110.529518127,110.324966431,110.044525146,109.829963684,109.766136169,110.455413818,110.186790466,109.918937683,110.149673462,110.293884277,4802,118.73
91.4600524902,91.1048202515,91.0628204346,91.3183059692,89.8801956177,91.3761291504,91.4192810059,90.352355957,92.1985702515,90.9526672363,6902,88.05
102.662605286,100.693710327,102.837333679,102.544174194,100.604682922,100.106468201,103.156036377,102.277801514,102.362663269,102.791191101,3809,102.31
91.5616226196,92.040184021,90.4457397461,91.1269989014,91.1393203735,91.4976119995,91.3865966797,91.2149734497,91.2637634277,91.4151763916,7577,86.94
91.7846221924,92.115814209,91.3587265015,91.2636871338,91.2775115967,91.510307312,91.3116378784,91.2139511108,91.0230789185,91.2700119019,2585,96.69
99.8556060791,100.670097351,102.655441284,104.375640869,101.382583618,101.415306091,103.335189819,102.944671631,102.236450195,101.514793396,7475,97.02
91.2152938843,91.8999862671,91.4208068848,91.5029983521,91.4161148071,91.4791641235,91.4294509888,91.0899734497,92.5061264038,91.7463607788,930,92.38
110.100196838,110.386077881,109.980316162,110.159667969,110.227851868,110.2421875,110.118606567,110.840438843,110.945823669,109.953987122,6220,116.34
91.2089004517,92.0477371216,91.0637054443,91.5264968872,91.4861602783,91.4792098999,91.1454162598,91.0875930786,91.2525177002,91.4214096069,7620,88.63
109.209793091,102.671073914,102.638366699,103.010185242,105.701057434,102.821334839,109.747383118,109.837425232,106.585975647,103.030075073,708,100.32
110.533096313,109.782951355,110.044372559,110.159812927,110.227783203,110.392089844,110.18598938,109.903289795,109.843566895,110.277412415,5471,158.23
91.4572753906,91.8240356445,91.061416626,91.0950317383,91.2641372681,91.5054168701,91.1448974609,91.1481933594,91.0228805542,90.9149703979,7194,93.51
91.4586181641,91.554901123,91.4194412231,91.0229644775,91.0530471802,91.4602203369,91.4131851196,91.1487045288,91.1473388672,91.2547149658,2140,97.94
94.3920288086,91.882598877,91.4206619263,91.3138580322,93.0158233643,91.4794998169,91.3969726562,91.2025680542,91.1518249512,91.4501342773,3008,92.63
110.100265503,109.784164429,110.044471741,110.161888123,109.765937805,110.146614075,110.118278503,109.918815613,109.840255737,110.163543701,8402,123.34
76.7306442261,76.5660552979,76.8454437256,76.0811386108,76.6934356689,76.7420959473,77.0775756836,77.0845184326,77.1367874146,76.8603744507,4239,76.78
91.2084960938,91.9734039307,91.0865402222,91.522315979,91.0524520874,92.5656280518,91.3109741211,91.0877685547,91.0235366821,90.922454834,2437,90.25
93.8571472168,91.8636016846,90.6995162964,91.5297317505,91.8338165283,91.4791412354,91.1449127197,91.1470489502,91.1222991943,91.2716751099,5696,97.91
76.7303390503,76.8938293457,76.4905319214,76.0812072754,77.0139846802,76.7408828735,76.6507110596,76.6645050049,76.6042861938,76.7679748535,3369,81.96
90.4021453857,91.4987258911,90.693901062,91.2644348145,91.2615966797,91.4778594971,91.3839111328,91.2072982788,91.1483688354,91.2622146606,7354,88.0
100.495613098,99.8397216797,101.910949707,102.795219421,102.844306946,103.170791626,102.695129395,101.860061646,101.952796936,102.920906067,707,102.0
91.2090072632,91.4993972778,90.4531860352,90.764541626,91.0516815186,90.6119689941,91.1452026367,91.2166671753,90.9853286743,90.9155426025,5272,95.47
91.4603118896,91.5561599731,90.4559249878,91.084236145,91.2812423706,91.4789810181,91.3963394165,91.0875167847,90.9857635498,91.2712020874,2806,92.98
91.561378479,90.3815917969,90.5404891968,91.4987792969,91.0525360107,91.3769836426,91.3869400024,91.1485671997,91.9525985718,91.4193191528,4612,93.25
102.705413818,99.8765945435,100.976119995,103.976913452,101.380241394,100.348670959,103.306549072,102.412811279,102.271697998,102.851486206,301,101.66
91.4602279663,92.0646972656,91.0894622803,91.5248794556,93.0170974731,91.4791259766,91.3116455078,91.215423584,91.3105392456,92.1595306396,3730,100.71
110.338088989,110.829803467,110.57648468,110.175743103,110.769439697,110.2421875,110.282989502,109.966697693,109.847267151,110.684356689,70,107.86
110.379211426,110.441421509,109.980247498,109.984909058,110.086982727,110.146820068,110.186264038,109.966575623,110.945014954,109.95463562,7056,108.8
110.012191772,110.325279236,110.0443573,109.985519409,110.769935608,110.473800659,110.217567444,109.903251648,109.814491272,110.350135803,1088,111.04
100.1771698,102.490898132,101.031433105,102.663619995,102.457420349,100.028236389,100.894325256,98.4904632568,102.329559326,102.653381348,2488,99.83
91.5614395142,92.01953125,92.8797988892,91.0961303711,92.9041748047,92.6971817017,91.1457366943,91.0875549316,90.9860992432,92.1580657959,2452,98.33
91.2089920044,91.1047286987,91.0571670532,91.0704956055,91.0519485474,91.3761138916,91.3931655884,91.2141265869,91.0228424072,90.9157409668,5390,130.6
110.380142212,110.422683716,109.980224609,110.162139893,110.76815033,110.34185791,110.265907288,109.966278076,110.947753906,109.953804016,6550,106.64
110.380157471,110.836875916,109.979507446,110.173744202,110.079933167,110.378730774,110.186050415,109.966270447,109.84715271,110.354705811,7058,112.26
91.4599456787,91.1057357788,91.0793914795,91.0964813232,91.2803573608,92.295715332,91.3959579468,91.1885223389,92.372253418,91.2715301514,6655,98.97
110.534835815,109.784790039,110.096878052,109.829956055,110.087097168,110.242095947,110.118759155,109.918807983,109.81526947,110.285140991,1675,114.91
110.100028992,110.325088501,109.980224609,110.162185669,110.227981567,110.146865845,109.96421051,110.840606689,110.152740479,110.677581787,6215,132.7
91.2098846436,91.1050338745,91.0859527588,91.532081604,91.2813949585,92.6715393066,91.1454772949,91.1485290527,91.1917877197,91.2719726562,3740,90.52
91.2093734741,92.1148223877,91.1028823853,91.2657394409,91.2771911621,91.515663147,91.3887634277,91.1898651123,91.1486282349,91.4193344116,3357,89.03
110.100166321,110.425453186,110.576774597,110.161148071,110.765235901,110.469818115,110.119239807,109.900886536,109.815063477,110.163726807,4131,105.94
99.8598480225,102.455680847,99.9776687622,102.487068176,102.575393677,102.30871582,102.337776184,102.372627258,101.995155334,101.170837402,6179,95.73
103.232124329,110.325782776,110.044006348,110.175605774,109.945549011,110.305206299,109.91493988,110.794273376,110.948120117,102.439674377,2819,106.32
91.5612792969,91.1051330566,91.3568572998,91.3557128906,91.2814178467,91.3775634766,91.3119125366,91.0874252319,91.0232543945,91.2723693848,5767,96.27
99.6447982788,102.616622925,102.663116455,102.994895935,102.5858078,100.431190491,102.686134338,102.565956116,102.264381409,100.6875,174,102.31
91.2035140991,91.4994888306,90.4528045654,91.7785263062,91.2822799683,91.4789810181,91.1452713013,90.3518676758,91.0232009888,91.2619552612,1728,95.1
91.2052307129,92.1194229126,91.0856399536,91.2657089233,92.9839477539,91.5053710938,91.311882019,91.0875015259,90.9858627319,92.0373687744,1618,94.11
110.100097656,109.784484863,110.044548035,109.829963684,110.087249756,110.468811035,110.206390381,110.841178894,110.94707489,110.678115845,8010,107.44
110.100219727,110.325630188,109.980178833,109.984832764,110.228393555,110.146972656,110.119606018,109.96672821,109.837333679,109.954109192,212,127.66
102.504249573,103.064292908,103.169387817,102.975608826,104.659164429,110.428710938,102.789642334,103.044570923,102.929168701,110.22844696,1270,103.88
110.012191772,110.324951172,109.980232239,110.160644531,110.227638245,110.146942139,109.963661194,109.918487549,109.843940735,110.162521362,2773,123.17
99.8579711914,100.665298462,99.7350311279,101.880264282,100.172569275,100.22151947,102.655181885,102.678085327,102.105117798,102.280799866,1541,97.95
101.610603333,99.7660369873,101.71030426,100.964691162,102.95425415,100.19744873,103.012832642,100.582679749,102.12651062,100.619087219,644,102.7
91.5613937378,91.4993667603,91.060585022,91.4588165283,90.6798095703,91.376914978,91.1450042725,91.2143707275,90.9862060547,91.2696762085,8074,91.81
110.360931396,110.835105896,110.044639587,109.985275269,110.086799622,110.242179871,110.186927795,109.901611328,110.146392822,110.350334167,1147,107.48
91.460144043,92.0648803711,91.3567123413,91.3477020264,93.2266082764,91.8831481934,91.3865509033,91.2150650024,92.5096435547,91.2682647705,2534,88.18
110.012687683,110.820549011,110.576927185,110.175392151,110.228408813,110.472122192,109.963615417,109.96635437,109.848197937,110.291503906,5035,111.64
101.986114502,100.667243958,101.290649414,102.578338623,101.044792175,100.028549194,102.352798462,102.351303101,101.366203308,100.624893188,7790,105.29
110.10030365,110.418891907,109.980300903,110.159545898,110.766868591,110.242050171,110.187026978,109.96648407,109.847923279,109.954277039,317,105.74
101.625320435,102.614082336,102.59614563,103.00881958,102.848114014,100.020309448,103.109008789,102.384483337,102.110710144,100.685791016,2303,100.12
91.4703216553,91.5030899048,91.4259490967,97.5752944946,91.2803497314,91.4790496826,92.3571090698,92.7713851929,92.5304489136,91.2774963379,32,98.12
102.193351746,101.155128479,101.839614868,102.33089447,99.4699630737,100.291191101,102.669837952,100.161712646,101.829238892,99.5508499146,8255,108.66
91.2092208862,90.8005371094,90.4391708374,91.1271362305,91.0523147583,90.6076126099,91.3118591309,91.1892547607,91.1715316772,90.9186630249,4442,94.24
91.5612945557,92.0970993042,91.3568572998,91.096534729,91.3277511597,92.6801223755,91.4276428223,91.2158126831,91.2176513672,91.272819519,6191,90.17
91.2077178955,91.4993362427,91.1190643311,94.1545028687,93.0791549683,93.8508987427,91.3946685791,91.2272720337,91.3581390381,91.419052124,3414,95.98
110.100151062,109.78427887,110.044563293,109.829971313,110.087371826,110.468788147,110.211753845,109.919174194,109.81451416,110.164108276,8412,109.22
99.7974700928,101.708602905,99.3893356323,102.445152283,99.6613082886,101.418884277,101.306121826,100.009567261,101.414375305,100.027061462,2451,102.91
91.5620269775,91.499420166,91.4193191528,91.5269927979,91.2812805176,91.5039672852,91.397644043,91.1618728638,90.9857788086,91.2215118408,3471,101.47
110.529533386,110.41318512,110.09526825,110.139556885,110.085998535,110.241973877,110.186836243,109.966400146,109.83820343,109.954231262,3327,104.45
91.2100067139,91.5564498901,91.3559494019,91.3321533203,93.9110488892,91.5042724609,91.3118286133,91.0876083374,92.2535095215,91.4176635742,7158,94.59
110.694580078,109.784210205,110.044670105,110.159919739,110.769699097,110.471725464,110.283576965,110.032417297,109.848182678,110.164047241,2403,150.89
102.540481567,102.290283203,102.673568726,103.060905457,100.179161072,102.731109619,101.581016541,100.903892517,101.780464172,101.548866272,6658,111.65
76.6254043579,76.5806808472,76.5427093506,76.7142333984,76.6887435913,76.8946762085,77.0770645142,76.6779785156,77.1366958618,76.3136138916,7770,77.41
102.279045105,100.067298889,101.648841858,102.434715271,100.915534973,100.289199829,102.003578186,100.338096619,101.984069824,102.438812256,6891,96.41
110.345474243,110.472969055,110.044494629,110.161590576,110.227661133,110.382926941,110.118522644,109.918708801,110.151794434,110.353546143,1581,118.9
100.820838928,100.505821228,100.250038147,102.679740906,100.111312866,100.064292908,102.569847107,102.501274109,102.672592163,102.626220703,3278,106.79
90.4413757324,92.1114807129,91.3199310303,91.1229553223,91.2814941406,91.3772125244,91.3959579468,91.2149429321,91.1587371826,92.1609268188,590,90.52
110.790122986,110.325027466,110.08896637,109.985824585,110.227622986,110.47000885,109.963783264,109.96672821,109.847084045,110.691322327,8204,103.89
90.6353149414,91.5564727783,91.3495559692,91.1374511719,91.281211853,92.5067901611,91.3875427246,91.2151947021,91.2666778564,91.2727279663,2015,99.72
91.5610198975,91.5542602539,91.4192886353,91.5246963501,91.2799072266,91.9300308228,91.3871841431,91.1505279541,90.9855804443,91.4192428589,450,89.86
91.4601287842,88.7440719604,91.0822219849,91.1251907349,91.2813873291,91.4925460815,91.3114852905,91.211769104,91.0228347778,91.2548217773,7098,90.85
91.2053070068,91.1069946289,90.5503463745,91.2652359009,91.6221694946,92.6957931519,91.387588501,91.1872024536,91.0232086182,92.1606140137,5017,88.0
110.811042786,110.829780579,110.017066956,110.176185608,110.769172668,110.146347046,110.283248901,109.919120789,110.148742676,110.692886353,718,112.35
91.2297058105,92.0889511108,91.0637207031,91.3407516479,92.9838790894,92.6820678711,91.3866729736,92.1964035034,91.0233917236,91.2727279663,2605,99.26
110.780052185,110.834785461,110.096473694,109.827140808,110.726341248,110.4713974,110.119697571,109.919334412,109.813697815,110.352676392,6311,117.09
92.064666748,91.1055679321,91.3588638306,91.124168396,91.2814483643,91.5154342651,91.4195251465,91.2157669067,91.1483917236,91.270652771,6648,90.7
100.546401978,100.678001404,99.713470459,103.131126404,102.686752319,100.023880005,103.114868164,104.062278748,102.391609192,103.527885437,3723,99.4
110.100105286,110.4739151,110.017478943,109.985488892,110.227684021,110.38432312,110.217567444,109.966522217,110.947525024,110.690925598,1417,111.54
91.5614013672,91.9697647095,91.4207000732,91.3563537598,92.7012939453,92.3296051025,91.3866729736,91.1498413086,91.1823043823,91.2722854614,3874,97.87
91.2244033813,91.4995193481,91.0632629395,91.2683563232,91.2720413208,91.3764648438,91.4156570435,91.2150421143,91.0231246948,91.4211807251,2458,133.36
99.7128372192,102.299263,103.000740051,102.571426392,102.907112122,101.418754578,103.322441101,102.658599854,102.24206543,103.016197205,5044,99.56
