ID,gblinear3_0,gblinear3_1,gblinear3_2,gblinear3_3,gblinear3_4,gblinear3_5,gblinear3_6,gblinear3_7,gblinear3_8,gblinear3_9,gblinear4_0,gblinear4_1,gblinear4_2,gblinear4_3,gblinear4_4,gblinear4_5,gblinear4_6,gblinear4_7,gblinear4_8,gblinear4_9,gblinear5_0,gblinear5_1,gblinear5_2,gblinear5_3,gblinear5_4,gblinear5_5,gblinear5_6,gblinear5_7,gblinear5_8,gblinear5_9,gblinear6_0,gblinear6_1,gblinear6_2,gblinear6_3,gblinear6_4,gblinear6_5,gblinear6_6,gblinear6_7,gblinear6_8,gblinear6_9
2570,90.1778182983,91.4675827026,88.5984268188,90.2743835449,85.4381332397,90.2512359619,89.6909561157,89.8609695435,88.4307632446,91.7763442993,89.5424423218,90.9237976074,89.9442138672,90.2298049927,86.5070877075,91.0940093994,91.5938720703,89.4677124023,89.5893096924,88.6034545898,91.127571106,91.1441574097,89.7619781494,89.9862289429,88.8056640625,90.1369400024,86.8849258423,91.5501861572,91.5979232788,89.5450668335,89.2698135376,87.3904876709,90.2225494385,88.9231338501,88.356010437,89.3061981201,88.9645309448,88.8814239502,91.1847457886,87.479019165
2488,102.682250977,103.353599548,105.090141296,103.687507629,104.813179016,102.178787231,103.334411621,104.675292969,101.927375793,104.801452637,104.462921143,103.550018311,105.326217651,103.719734192,103.938812256,104.80544281,103.37109375,102.927192688,104.360977173,103.587898254,105.381881714,103.840713501,103.797279358,104.4635849,102.255752563,103.363220215,104.456962585,104.661201477,107.371925354,103.336021423,102.766052246,104.437164307,101.231300354,102.424201965,103.763061523,104.107246399,104.586456299,103.189620972,104.533569336,101.891395569
1128,115.770172119,115.063201904,115.230438232,114.235542297,115.406227112,115.81061554,113.922073364,115.585594177,115.144393921,116.380737305,113.840965271,115.705619812,114.662628174,114.41985321,113.276344299,113.772346497,113.348777771,114.327613831,113.864715576,114.154815674,114.177688599,114.783355713,116.316688538,114.621635437,115.588668823,115.253410339,114.477096558,114.086486816,116.763198853,113.907974243,114.889076233,114.248268127,114.741577148,115.712898254,114.769584656,114.428329468,114.402107239,113.494255066,115.059692383,115.649909973
3898,96.8158111572,97.5236663818,99.3508834839,97.1003799438,97.3300857544,95.5056686401,99.6267776489,99.9698791504,98.3885726929,96.1800994873,97.107711792,98.6579666138,97.6522064209,97.4306411743,97.8726119995,98.0682373047,99.1410064697,98.8451538086,98.0051116943,98.3466033936,94.854057312,98.3343429565,98.4848022461,97.7119903564,97.6241073608,97.0471191406,96.0325393677,96.1385421753,96.713180542,96.8223648071,96.5980758667,97.6749954224,96.3430328369,96.5241165161,98.9141311646,96.84815979,96.5144805908,97.1589126587,99.3042755127,96.3551712036
2166,110.28150177,111.375259399,111.272743225,110.422561646,110.435073853,110.989997864,113.165740967,110.909408569,111.403297424,110.568145752,111.489349365,111.549217224,112.922103882,110.354972839,110.28012085,110.513900757,109.871040344,110.297691345,109.999359131,111.026092529,112.336128235,111.755767822,110.834579468,112.393203735,112.796508789,113.544868469,110.142974854,111.711303711,111.57081604,111.439102173,112.074615479,111.612854004,110.962677002,109.788314819,113.20085907,110.285133362,112.718925476,109.870391846,110.952384949,113.450645447
255,111.785835266,111.547187805,112.350662231,112.384010315,113.463127136,114.313941956,113.680397034,111.333137512,112.802276611,111.170181274,112.073326111,111.48475647,112.468093872,111.115348816,112.757499695,112.788253784,113.314323425,112.072967529,112.515838623,111.97883606,113.685462952,113.830360413,112.865402222,110.921432495,114.196601868,112.480293274,112.231430054,113.525802612,110.658081055,112.781082153,111.819450378,114.664527893,113.53843689,112.749664307,114.158149719,111.683731079,112.111938477,113.048622131,111.678527832,113.021331787
2886,109.028076172,115.550247192,109.24785614,107.328140259,105.83946991,117.668563843,119.701538086,112.558837891,101.370277405,117.873268127,117.176704407,114.942703247,109.624565125,117.780502319,118.194648743,119.758613586,115.546272278,113.981170654,115.370582581,106.765922546,113.58555603,113.160667419,100.617004395,125.136711121,112.442054749,107.238952637,114.905838013,121.028968811,109.280525208,114.824203491,111.627563477,115.72644043,117.765609741,118.732063293,119.165344238,107.931648254,115.872329712,123.123756409,121.853767395,115.220718384
3663,93.1534500122,94.6091384888,94.0546875,93.2613525391,92.4308547974,91.8241424561,94.4521179199,93.7498016357,91.4545440674,93.8384094238,90.635307312,93.4521713257,94.4607009888,93.6201477051,97.4997329712,94.1086196899,93.7287139893,94.5590591431,93.1914749146,93.2154769897,97.732170105,93.4711990356,91.604927063,93.1328659058,92.0687484741,93.0221328735,94.4510192871,90.6060791016,93.4994277954,95.0527877808,89.6381988525,93.2673950195,94.5955963135,92.9886627197,93.2038955688,92.8397064209,93.887008667,96.0127944946,95.8231277466,95.3505783081
319,118.134559631,118.134223938,116.084877014,117.630012512,119.358924866,118.26651001,114.941055298,118.854972839,111.925971985,110.659568787,117.157936096,116.556785583,120.156936646,117.703712463,112.35900116,116.72052002,117.080581665,117.706977844,116.375465393,116.80002594,116.501731873,118.81086731,117.307167053,118.732452393,114.130821228,118.886322021,120.874526978,116.542869568,118.737113953,117.959487915,119.715713501,110.318916321,123.155990601,118.991111755,123.058410645,121.522567749,120.688819885,116.216400146,121.479904175,115.980934143
4027,92.7788696289,90.5717926025,92.8464889526,92.6181640625,91.3972320557,90.4051818848,90.7300262451,92.9715957642,91.0475006104,93.2209091187,92.6283035278,92.1812133789,93.7648086548,93.005821228,93.3290176392,92.7593536377,91.3034591675,92.1705703735,92.8107070923,91.7535552979,93.1732177734,92.0847396851,91.4964370728,91.4896774292,92.4636077881,93.4237747192,91.6910018921,91.5786743164,94.7363815308,92.3877334595,91.7866744995,91.9638137817,92.0493545532,93.0040054321,91.5597915649,92.5843811035,90.8313980103,93.0082397461,92.1265258789,91.8593444824
583,101.689483643,101.40473175,101.844390869,102.084251404,104.063835144,102.096389771,100.44354248,102.685745239,102.373214722,100.995796204,102.501014709,101.081489563,100.955802917,102.691101074,101.577926636,101.853935242,101.894325256,102.299186707,103.464324951,102.726478577,101.201095581,101.612785339,101.554405212,102.125946045,101.657608032,102.008125305,102.299781799,103.054924011,101.915847778,102.777481079,101.455551147,102.125495911,101.529090881,102.748191833,102.160423279,101.833999634,102.078056335,102.51146698,102.936920166,100.747039795
4861,113.74180603,113.249259949,114.845420837,114.875045776,113.922897339,114.017631531,114.941131592,114.894485474,112.874404907,113.748313904,113.877067566,113.484725952,114.016441345,115.189468384,113.39831543,114.118652344,113.835342407,114.412353516,113.332542419,113.36353302,113.1717453,114.507843018,113.851295471,113.900672913,113.678161621,113.615234375,113.713996887,113.896392822,114.267875671,113.171295166,114.816299438,115.016662598,114.204292297,113.753135681,114.32649231,113.05682373,113.335289001,113.328704834,114.296592712,113.108657837
7674,91.4101409912,90.7940597534,91.6378631592,92.1444015503,90.5665817261,91.9876785278,90.91431427,90.4964675903,91.1061935425,91.6724319458,94.242477417,92.4451293945,92.4155349731,91.0415039062,91.5836257935,92.4713058472,90.8709411621,92.0466079712,91.75415802,91.3872146606,92.4015197754,92.5149307251,93.9274749756,92.0697402954,92.9324798584,93.1180953979,92.3327255249,91.7065429688,90.8732757568,92.2324371338,91.3664932251,91.2415542603,93.681892395,91.2239379883,91.5465393066,91.7644958496,91.6412582397,93.2869949341,92.9354248047,92.620223999
1159,107.664642334,106.354202271,107.075881958,105.600296021,107.431228638,106.261642456,107.323654175,105.80115509,109.338279724,108.88558197,106.071563721,107.929016113,106.693351746,107.496665955,109.45816803,107.183494568,107.450553894,107.488517761,105.513580322,106.7550354,107.057319641,108.917533875,107.352508545,108.431777954,107.871696472,107.141487122,108.393791199,105.69065094,108.352554321,107.196205139,108.104820251,106.129165649,107.878715515,107.23575592,106.324760437,107.750045776,109.238731384,107.726547241,105.995620728,108.172393799
8165,90.3915252686,91.4047088623,90.8503723145,90.1021347046,89.72240448,90.3311309814,91.6217193604,90.0932693481,91.06199646,90.3522491455,92.877746582,90.0622406006,90.8572006226,91.5139770508,91.1670913696,91.5780181885,90.9661178589,90.9493255615,91.1579589844,90.6217803955,90.2818222046,91.2104187012,90.9103393555,90.995300293,92.1970825195,90.9140396118,91.7098999023,90.3523025513,90.1098098755,92.323928833,90.9258346558,91.564453125,91.9110565186,91.839302063,91.9353561401,90.3581771851,90.9925689697,91.1488494873,90.3221130371,92.5084609985
3164,105.126296997,103.769729614,105.054473877,103.837783813,104.535331726,103.206130981,103.818511963,104.502128601,102.813606262,103.783355713,103.092010498,102.931083679,103.76222229,105.216392517,105.013175964,104.146736145,101.831016541,102.761436462,103.184364319,103.491622925,104.870445251,103.759101868,102.024009705,105.387619019,102.517150879,103.690612793,101.148422241,105.560966492,100.205215454,103.77973938,104.516609192,104.654800415,102.49899292,105.384521484,103.904518127,103.401397705,104.395606995,101.852882385,103.26399231,103.651870728
7140,94.3745346069,94.2627334595,93.8191070557,95.5712356567,94.5185317993,95.487411499,94.5074920654,94.7921905518,94.4696273804,96.0182876587,94.9767150879,93.6783599854,94.9759902954,93.5882263184,94.6082763672,95.3830795288,95.4091873169,94.1609573364,95.083770752,95.3243942261,95.5533752441,93.1674880981,93.6479568481,94.936668396,92.509727478,93.4877624512,93.6507873535,94.0710525513,95.690284729,95.0114746094,93.1387634277,94.9163360596,94.0433425903,93.8944015503,95.2028656006,94.6531600952,92.9088516235,93.8695297241,94.6479110718,95.5377349854
7543,111.987266541,112.28729248,111.795394897,112.105293274,111.334266663,111.750526428,110.917015076,111.665031433,111.619270325,110.876556396,111.864013672,112.617874146,111.497398376,111.486274719,110.75592804,111.474143982,110.840751648,110.939155579,111.571731567,110.710952759,111.406265259,111.621643066,112.688117981,110.952178955,112.558746338,112.489044189,110.786643982,110.992286682,112.360954285,111.004737854,112.63004303,111.023223877,111.422088623,111.409736633,111.134941101,110.992126465,112.338562012,111.892097473,112.097869873,110.955230713
80,90.0267944336,88.4439468384,90.721572876,90.4263381958,90.2381210327,90.5008392334,90.3431472778,90.241897583,91.5324325562,90.4889526367,90.5304336548,87.9979629517,89.165512085,89.2952880859,88.9217224121,91.3056793213,90.4111328125,90.5160293579,88.2389678955,88.9278182983,89.7479095459,90.1840362549,90.3931274414,87.9194412231,88.2821426392,90.4614639282,90.1165390015,90.4761505127,89.8941421509,89.3444366455,91.347984314,88.68699646,90.0231246948,91.0850296021,88.629699707,90.3841323853,89.966506958,90.3073120117,88.1860122681,87.3297195435
603,93.1239242554,93.1295471191,91.8506546021,93.4086608887,94.0182342529,92.9131622314,92.6591262817,92.8529815674,92.4493103027,92.7775192261,92.9748077393,92.4558029175,92.7432861328,93.0026397705,92.8301315308,93.3033828735,93.1175231934,91.5659332275,93.2942199707,92.7439117432,92.2078933716,92.5763320923,93.0682601929,92.1250457764,91.5531845093,92.5894546509,93.7708511353,91.8579483032,93.3593978882,93.5564575195,92.4298248291,93.0401763916,92.1145935059,92.3912277222,91.4185562134,92.5975036621,93.2761230469,93.1770324707,92.4523086548,93.1554870605
8012,118.910957336,114.960891724,116.315307617,117.479431152,116.491592407,116.466789246,116.697135925,117.748580933,116.440635681,117.091796875,112.767425537,118.590705872,115.779624939,114.869544983,117.711257935,113.653526306,114.595710754,116.968185425,117.693946838,117.426673889,117.974906921,117.445785522,116.308792114,117.729881287,114.089424133,114.467887878,116.171440125,117.5754776,119.16519928,115.245498657,116.646377563,115.487449646,115.189712524,113.464447021,115.579269409,117.444122314,115.620277405,119.953979492,117.550010681,116.736602783
271,103.580627441,103.772155762,102.921829224,103.780311584,103.391372681,104.474555969,102.182922363,104.564941406,104.692359924,103.745529175,103.8879776,100.528411865,106.999259949,103.412414551,103.906387329,105.698898315,103.342720032,102.506454468,103.422454834,102.409225464,100.553688049,102.486824036,105.802131653,101.637245178,106.54447937,103.934570312,102.101676941,101.928627014,103.652549744,102.312286377,106.315322876,103.395545959,100.156272888,102.482505798,101.633476257,107.348747253,97.9905700684,102.849227905,101.656547546,100.291282654
2317,99.7392578125,100.527633667,97.2889709473,101.472267151,99.4868392944,101.118080139,99.5202941895,103.716941833,99.9961929321,98.6240615845,102.15687561,100.661003113,106.143516541,98.5560836792,105.925743103,95.3616104126,96.7763519287,104.442657471,99.8679428101,101.04863739,101.377288818,99.9298019409,101.438011169,102.606079102,98.7390060425,103.848983765,106.48223877,100.569564819,98.6362686157,101.67616272,99.2180633545,99.0374984741,98.1377105713,102.607933044,97.8924331665,100.823951721,99.7236404419,100.775993347,101.174087524,101.952163696
7449,95.0759811401,94.8885574341,96.3409042358,95.7766494751,95.0590286255,94.885269165,96.7194366455,95.5183639526,96.3561248779,93.4196472168,95.1747817993,94.2228927612,95.6268539429,94.9854202271,93.9485855103,94.5671844482,95.3597793579,95.1484985352,94.604675293,96.0493621826,94.4315719604,94.1139602661,96.4482345581,96.2316894531,95.7567977905,96.7068481445,94.9462585449,94.9403152466,95.1021118164,95.7572631836,95.8127059937,94.3834838867,94.4737625122,95.658996582,95.1985778809,95.9398880005,95.6401367188,95.7296524048,96.58959198,97.0914993286
747,109.754226685,110.9088974,108.240074158,115.470939636,113.134033203,111.545097351,112.489982605,109.720825195,111.0102005,110.50944519,110.744590759,112.620178223,112.577827454,111.394943237,111.486747742,109.565498352,112.995582581,111.239021301,112.392738342,110.055717468,112.476600647,111.5287323,113.612068176,113.275428772,109.81463623,107.258666992,113.430145264,112.114326477,112.016471863,113.756790161,112.272369385,112.957527161,109.117668152,111.173927307,112.848464966,112.148124695,110.893806458,109.530021667,109.238426208,111.365882874
8034,110.900993347,115.872848511,112.442649841,115.386856079,112.314552307,103.968597412,115.573982239,106.098960876,111.370117188,117.997344971,114.144989014,104.31880188,114.534057617,121.255058289,107.236557007,112.216773987,116.246543884,113.046669006,116.149368286,104.813491821,115.55342865,114.178848267,112.998962402,102.721565247,115.786842346,120.555259705,113.115539551,104.67350769,110.366783142,122.634506226,113.723678589,115.189689636,116.160644531,119.168792725,99.4900512695,103.267433167,104.84009552,114.331939697,117.490226746,104.449127197
1597,92.4911117554,91.3281860352,93.3514633179,92.6907348633,92.4765319824,92.190246582,91.9475097656,92.0791168213,92.4940032959,91.8428192139,91.5283966064,92.7966842651,92.6915740967,91.7622299194,91.9018554688,92.7075576782,92.471282959,92.6822052002,91.7248153687,92.7621765137,91.1729278564,92.5598526001,92.8192138672,92.3869628906,92.2936630249,92.7152404785,90.4710769653,91.9639053345,92.8945465088,92.6818771362,92.2370681763,92.5805511475,92.1793441772,92.6973953247,92.6049575806,92.3321990967,92.6386642456,93.3513183594,92.7449951172,92.2849273682
574,93.62474823,92.9234313965,93.2637786865,92.9865112305,93.0585174561,89.802696228,92.480178833,92.7304916382,91.6214065552,93.3915176392,93.0729598999,92.7979278564,91.6567153931,94.0478973389,91.1827774048,93.1261825562,93.875831604,93.6297073364,92.4233322144,92.7359771729,91.9601745605,93.6007843018,90.0172805786,93.5334777832,93.9442825317,93.2604217529,92.8073577881,92.9220352173,93.1201934814,93.9432525635,94.8172607422,93.1679840088,93.5430221558,92.4792175293,93.9268264771,92.1479797363,94.5451202393,92.8504943848,93.2389907837,92.8921890259
1784,101.878845215,102.58240509,101.04082489,101.745819092,101.00945282,101.436599731,100.85206604,100.491714478,102.753173828,101.920059204,101.034881592,102.050971985,102.533363342,101.323661804,102.801521301,101.886955261,102.959243774,101.453193665,102.646644592,101.388114929,101.632888794,101.687744141,102.004570007,101.85395813,100.751174927,101.231651306,98.9375228882,101.481521606,100.547409058,100.363136292,101.340065002,102.046760559,102.601997375,102.260116577,101.703079224,101.490341187,101.643699646,102.229415894,101.350151062,101.303764343
5814,100.510452271,101.950149536,100.439849854,102.076522827,103.013847351,102.274642944,102.105178833,101.489189148,102.073143005,102.450363159,101.199714661,102.033752441,102.089263916,101.025909424,101.165496826,101.429695129,102.42350769,101.951858521,101.918762207,100.668960571,102.38584137,101.398078918,100.829162598,101.453330994,101.981422424,100.388954163,101.938896179,101.210395813,101.209693909,101.79044342,101.952354431,101.288108826,102.088134766,101.538566589,102.565322876,101.470756531,102.526535034,102.196090698,102.001365662,101.701622009
4857,79.6098327637,69.5698699951,88.989692688,78.9727935791,73.4521255493,82.7748260498,75.8157348633,80.58984375,82.7269973755,82.1748657227,84.9308624268,81.7683563232,78.7051010132,78.7769775391,77.7419967651,83.8120956421,78.549369812,90.768913269,78.9981994629,81.728767395,85.2852935791,70.5769577026,84.3360214233,81.860244751,73.0742950439,77.9368972778,76.6331939697,79.1710739136,79.7329559326,83.3349609375,82.6494750977,79.4893341064,72.3940200806,76.0484237671,83.996383667,82.7119140625,83.0531082153,81.8243865967,73.4451675415,80.0255126953
5636,105.663467407,106.312843323,106.106803894,105.27658844,106.275283813,105.948097229,105.70589447,106.22946167,105.384506226,106.151039124,104.964355469,105.414154053,105.183143616,104.86000824,105.21031189,105.806152344,105.534713745,105.534988403,105.087059021,105.454521179,104.866333008,105.826690674,105.73992157,106.738311768,105.204421997,106.000045776,106.425506592,104.600875854,105.738433838,105.630592346,105.42477417,106.425872803,103.44858551,105.529075623,105.605773926,105.45148468,105.036460876,105.811439514,105.12802124,106.726249695
4740,99.7179794312,91.799621582,96.9482345581,92.3813400269,91.7163314819,96.4514083862,100.351348877,94.1188659668,94.3925323486,92.7360839844,95.2148132324,96.1220550537,98.9525985718,99.1928405762,93.5376434326,95.9705810547,96.9086456299,95.0540542603,96.8819122314,91.1329498291,93.2624435425,94.1723403931,93.1505279541,94.9486846924,95.754486084,95.6524353027,92.0563964844,95.3867034912,94.9022445679,92.6211242676,95.6298294067,96.5771713257,96.2458496094,91.2015914917,97.9542007446,94.4055557251,97.9588241577,94.3198623657,103.34437561,94.68309021
5891,112.79108429,112.114784241,113.771858215,112.319702148,112.472496033,113.570037842,114.109855652,113.062538147,112.149559021,111.663200378,112.369689941,111.742530823,112.260673523,111.921585083,112.373405457,113.490013123,112.847175598,112.89629364,112.932991028,113.764549255,112.973815918,111.901786804,113.860961914,113.774299622,113.01763916,112.783935547,114.227897644,111.715652466,114.27797699,114.041061401,112.721000671,113.758331299,113.624526978,113.845993042,113.467269897,113.711990356,111.531440735,114.644180298,113.792953491,112.547897339
2130,91.1424865723,91.9856414795,93.877494812,90.1797714233,93.4344177246,91.7353210449,92.8401184082,93.0396270752,89.4303741455,93.2317733765,90.234954834,93.6562576294,91.6917648315,92.4388122559,92.9303817749,92.9183273315,92.3269882202,94.1496887207,93.357421875,93.0124740601,93.8882598877,94.2903823853,89.2230224609,90.7703170776,93.0391235352,91.5788879395,92.4755477905,92.0150680542,90.4408340454,93.0593795776,93.0469512939,91.5623550415,90.3775634766,89.976600647,90.0116729736,90.9134216309,93.9470214844,92.974822998,90.4097595215,92.2964324951
470,93.7299957275,92.4491195679,94.0225982666,95.0837478638,94.9065170288,93.3237457275,94.4682617188,93.4415969849,93.8100128174,92.776184082,94.0759048462,93.0240478516,93.725189209,93.995513916,94.2680206299,93.5860824585,94.3213806152,94.001121521,93.1673049927,94.1265640259,93.1157989502,94.314414978,94.1975021362,93.4618682861,94.4928283691,93.7300109863,94.1951522827,93.8732528687,93.3606796265,93.1944274902,93.146522522,93.9988250732,93.7332992554,94.0794372559,93.8856048584,94.0759277344,94.08618927,94.3142700195,94.5992965698,94.2215881348
1355,79.7252731323,78.227394104,77.1384658813,78.5785369873,78.304069519,77.6720123291,78.7892608643,77.9880981445,78.0710906982,79.8843841553,77.3955993652,78.6581192017,78.9497833252,78.0321655273,77.7103347778,79.4677047729,78.1731643677,78.6282043457,77.016242981,77.7394180298,78.1791763306,77.1455459595,79.0284423828,77.5328369141,77.5637588501,78.1462631226,77.0033187866,78.3269729614,77.9804916382,78.1799163818,79.1840896606,78.6611099243,79.7014083862,79.6324081421,78.4134597778,79.3386154175,78.7036514282,78.3859024048,77.4496917725,75.7560348511
6187,91.6402740479,92.3490066528,96.5683441162,91.5535964966,91.4668121338,92.223526001,92.873550415,89.510635376,93.5839996338,91.4373931885,90.6821594238,89.9430465698,91.9165344238,89.0947570801,90.3934860229,91.2125473022,92.8373031616,95.7970657349,91.7409439087,91.1615066528,90.7942886353,93.256980896,90.9710617065,93.29737854,94.3904342651,91.9135665894,88.862701416,91.3062591553,93.9589385986,92.487739563,93.3658447266,86.0361404419,93.2950973511,91.9117584229,90.7559738159,91.7220916748,92.6592788696,93.5540847778,88.618057251,90.9598846436
2286,95.9637145996,95.8316345215,95.1341247559,96.3409805298,95.719619751,96.5962600708,96.3630905151,95.2988967896,96.4465408325,97.7865982056,94.7384567261,95.9835586548,96.1210632324,96.5011367798,96.933883667,97.1052474976,96.7972412109,95.9267654419,96.3116607666,96.7412948608,96.9313659668,96.411529541,96.8852920532,95.9436035156,96.9591522217,96.0237960815,96.1546173096,96.579498291,96.8973617554,96.5210189819,96.6075134277,96.4405593872,98.3999862671,97.7242050171,96.0655670166,97.1532974243,95.870262146,96.9837493896,96.1906585693,96.4712142944
636,113.357048035,115.242042542,113.275878906,113.30292511,112.453262329,112.749359131,112.17578125,113.296669006,113.152984619,114.52645874,112.610267639,111.576469421,111.737472534,115.121246338,113.733291626,112.919311523,113.913108826,112.690727234,113.86530304,113.60358429,112.085647583,114.712738037,111.602218628,112.335647583,112.782341003,114.059303284,111.664573669,112.835929871,112.333312988,113.518470764,114.939903259,113.462478638,109.662322998,115.065925598,114.749549866,112.999191284,113.060394287,114.812286377,112.475837708,111.905166626
1907,96.6889877319,96.283744812,96.9215164185,96.6640167236,94.5508270264,95.5537719727,98.5566177368,97.4596099854,95.507850647,98.0173568726,98.3245162964,95.3943023682,97.9994659424,96.7264022827,96.5277404785,95.2396697998,98.1740722656,94.9685668945,97.8915557861,96.3857727051,96.195930481,96.7898712158,95.4325714111,95.4985198975,99.5507278442,96.7115478516,95.9828796387,97.3962173462,96.2778244019,96.8947067261,96.1297531128,95.8511734009,95.4401245117,96.7314300537,95.1254119873,96.1074295044,99.2746276855,95.6630020142,94.0658111572,95.166519165
7798,97.6560897827,97.1085968018,96.5518875122,96.6209793091,98.4076919556,97.6712112427,98.209777832,96.6838607788,97.199798584,98.0887374878,98.1429824829,98.2630691528,96.209236145,97.2766952515,98.0416793823,98.0160827637,99.0771636963,97.276222229,98.2546310425,96.2664489746,97.1714401245,98.3433532715,98.47240448,97.5653305054,97.263168335,97.1943130493,97.4658279419,97.1461105347,97.4864196777,97.1167221069,97.2156600952,98.1669692993,98.0668106079,98.0327377319,98.1658554077,98.0594177246,98.4342956543,97.878112793,97.2086334229,97.0137405396
268,93.5995254517,93.3725891113,94.1102600098,94.8454055786,94.7328720093,93.0596389771,92.6047286987,92.840133667,95.0352325439,94.1931533813,93.8679351807,94.4240722656,94.427986145,92.6511764526,94.3002166748,93.2937393188,93.917350769,95.034866333,92.1144866943,93.0567703247,92.8458099365,93.587677002,95.0236968994,92.3039779663,94.5193710327,93.7717590332,93.6087875366,93.1970062256,94.0988922119,93.3166885376,93.5807571411,94.9055557251,93.5462722778,94.8226852417,93.8485717773,92.7094955444,94.5972976685,94.6420288086,92.9872055054,93.04322052
1046,95.0660171509,93.8026885986,93.9343566895,93.8937759399,93.4166259766,93.5988769531,94.0494995117,92.7065429688,92.6184692383,93.2431182861,93.9876174927,94.9774703979,94.9903640747,93.0163955688,94.5790252686,94.0029067993,93.5882720947,95.160369873,93.8124389648,94.3151245117,93.6145095825,92.8230819702,93.8004379272,93.4961929321,92.9626541138,93.2788085938,93.4525299072,91.8293380737,93.0520629883,93.3223190308,92.9517440796,94.7200393677,93.4863052368,93.8084945679,92.4362335205,92.63256073,93.7646102905,94.8631210327,94.1966247559,93.1098556519
7058,109.739425659,111.119735718,107.674255371,109.593261719,110.282958984,108.038871765,109.172195435,106.997711182,107.788619995,105.117134094,108.016281128,106.348632812,109.34236908,109.416954041,108.808517456,109.270202637,109.205879211,112.551132202,107.809738159,110.869262695,110.19908905,107.543357849,109.560974121,112.606071472,109.313163757,109.7421875,109.793830872,109.79283905,110.185058594,111.723907471,108.956520081,108.415000916,107.617080688,110.93120575,108.771774292,111.290344238,106.019348145,109.361732483,110.99079895,110.574142456
3154,84.6995620728,84.2392425537,86.1013565063,83.8732070923,83.051940918,81.6986083984,87.2199172974,86.574180603,84.8349456787,88.9166030884,85.6181564331,84.9443969727,86.6298599243,83.6634292603,84.185798645,82.7974014282,82.1338043213,85.7366714478,80.9179611206,83.9097976685,86.3954544067,84.3634643555,84.6692123413,83.9267120361,84.0166778564,86.5319213867,83.5799560547,84.7822799683,84.5045013428,84.996383667,84.0466461182,84.298614502,84.4665145874,85.375038147,83.1551513672,84.5219650269,85.3554000854,85.9131088257,84.0728530884,85.6664581299
6830,94.483757019,97.7506866455,94.1762161255,95.3779449463,95.3357849121,98.0756759644,96.6223754883,96.1374130249,96.2820663452,96.8931884766,96.8148345947,94.0346832275,94.1708374023,97.4121246338,97.0619430542,95.1641464233,95.1427383423,95.5868682861,97.8038253784,94.5753860474,95.4365615845,95.7058410645,96.6136398315,95.7353820801,94.7601776123,94.4857254028,93.6506576538,96.5388412476,93.4982681274,95.6093826294,95.6481552124,95.0768432617,96.6393814087,95.60962677,94.9468612671,95.4270477295,97.1690139771,95.8184738159,94.3609695435,97.4852371216
722,113.519889832,112.912391663,112.658409119,112.919670105,113.307670593,113.737884521,112.790542603,113.202819824,113.609031677,114.210906982,113.03162384,112.35823822,113.502319336,113.827835083,111.837608337,112.978874207,112.834388733,112.663604736,113.622253418,112.67225647,112.334518433,111.466575623,113.173454285,112.716766357,113.092170715,112.484840393,113.406394958,114.537269592,112.676712036,111.820289612,113.099624634,111.612365723,113.428833008,113.39264679,114.214736938,112.03263092,113.783218384,113.86100769,113.058006287,110.666786194
4239,71.4923706055,74.2681274414,70.2830963135,74.5467224121,71.4346847534,70.3397293091,70.9324798584,71.9848403931,73.8362197876,74.1970672607,70.7453231812,72.0663375854,73.4536056519,71.9228591919,75.2415237427,74.6222076416,72.2738265991,73.7468795776,72.3006134033,71.3433761597,72.9320068359,73.5721511841,73.6412582397,72.933052063,72.9449462891,74.3309173584,72.9853897095,74.3263397217,74.0204772949,72.683883667,75.8450241089,72.8995513916,71.7897109985,74.3089065552,73.6253356934,74.0183944702,71.51927948,71.3262939453,70.9267959595,75.0918502808
4848,97.8566818237,96.837890625,98.4318695068,98.7340621948,97.9972991943,97.1873321533,97.7134552002,97.6066513062,98.0429382324,99.5225067139,97.8193359375,97.9534454346,97.7200622559,98.5344314575,98.2461624146,97.7955169678,99.2560577393,97.3292236328,97.6953887939,97.7211227417,98.6347732544,97.2101364136,98.4772033691,98.3970031738,98.198928833,98.1300506592,97.9017028809,97.8905639648,97.6184768677,98.3941421509,97.7250518799,97.053527832,98.1401062012,98.6511611938,98.263671875,99.0756072998,98.0914154053,97.9683380127,97.9495620728,98.2104797363
6563,114.962280273,113.338798523,113.434265137,113.578216553,113.518356323,113.033493042,114.29750824,113.193267822,112.997306824,112.721313477,113.505256653,112.889122009,113.293357849,113.368644714,113.27973938,113.697967529,113.769485474,113.639198303,113.698287964,113.380561829,112.894195557,113.79372406,113.125549316,112.971244812,113.686882019,113.551170349,112.98399353,113.303344727,112.423141479,114.334358215,112.806106567,114.335868835,113.996826172,114.053062439,114.192497253,113.141860962,114.127250671,112.551246643,113.689964294,112.563354492
966,95.11769104,96.4044494629,95.7838668823,95.0030593872,96.0338821411,95.6350479126,96.3623962402,95.6780853271,96.2977218628,96.5112762451,94.4818344116,97.3620529175,95.800567627,95.2910232544,94.7289199829,94.8634262085,96.3140106201,95.7770690918,95.7784500122,96.218963623,95.5136260986,94.8751831055,95.4398117065,94.4709777832,96.1047973633,96.8551254272,94.5296096802,95.9520645142,96.1284637451,95.7218399048,95.2424697876,96.0515441895,97.1538391113,93.4940948486,95.3783569336,95.7500686646,94.9487533569,94.4059143066,94.467956543,95.7948074341
