keras_MSE3_lg_relu1,keras_MSE3_lg_relu2,keras_MSE3_lg_relu3,keras_MSE3_lg_relu4,keras_MSE3_lg_relu5,keras_MSE3_lg_relu6,keras_MSE3_lg_relu7,keras_MSE3_lg_relu8,keras_MSE3_lg_relu9,keras_MSE3_lg_relu10,keras_MSE3_lg_relu11,keras_MSE3_lg_relu12,keras_MSE3_lg_relu13,keras_MSE3_lg_relu14,keras_MSE3_lg_relu15,keras_MSE3_lg_relu16,keras_MSE3_lg_relu17,keras_MSE3_lg_relu18,keras_MSE3_lg_relu19,keras_MSE3_lg_relu21,keras_MSE3_lg_relu22,keras_MSE3_lg_relu23,keras_MSE3_lg_relu24,keras_MSE3_lg_relu25,keras_MSE3_lg_relu26,keras_MSE3_lg_relu27,keras_MSE3_lg_relu28,keras_MSE3_lg_relu29,keras_MSE3_lg_relu30,keras_MSE3_lg_relu31,keras_MSE3_lg_relu32,keras_MSE3_lg_relu33,keras_MSE3_lg_relu34,keras_MSE3_lg_relu35,keras_MSE3_lg_relu36,keras_MSE3_lg_relu37,keras_MSE3_lg_relu38,keras_MSE3_lg_relu39,ID,y
92.4093933105,90.9978485107,104.392807007,85.0031509399,86.8732910156,92.980758667,88.5791091919,93.4641799927,95.4360046387,90.6499938965,82.741027832,99.2531738281,88.9510421753,96.1322021484,89.7804946899,94.2710494995,92.3690719604,91.1302032471,93.1469802856,99.001373291,99.3298339844,91.2644958496,96.7924041748,97.7440032959,84.6247940063,82.9645385742,90.1427459717,98.1400909424,90.5528793335,100.374664307,83.3984680176,93.4212188721,93.6037445068,97.8118591309,83.008934021,84.9969406128,90.3742446899,81.7493667603,2377,93.62
105.591674805,110.936500549,106.110122681,110.541648865,95.1471328735,103.873329163,105.179458618,109.184448242,106.793991089,104.648025513,104.806365967,111.925727844,109.831016541,108.827560425,99.4168243408,105.002571106,108.807128906,102.943855286,106.739013672,108.88785553,106.433158875,107.635780334,95.6544647217,111.728233337,119.4817276,91.2649230957,107.232780457,108.175140381,118.764602661,107.589286804,114.541931152,106.06161499,105.690551758,103.532028198,113.255241394,101.931610107,107.925003052,93.1636505127,2379,101.71
100.711135864,92.3149871826,94.4738311768,95.3869018555,90.1621932983,96.3463439941,98.0094451904,96.369354248,106.24407959,98.7558822632,96.6592788696,99.7988891602,103.817459106,84.4600982666,94.4157104492,96.5270843506,95.0656051636,100.90322876,97.0797424316,96.4339981079,94.1501312256,92.0305786133,99.2414016724,83.1275024414,86.8303375244,94.5044555664,101.881874084,97.9948120117,100.197715759,105.856971741,93.4028320312,87.7451477051,101.819755554,96.1911773682,103.85256958,95.8372802734,106.402023315,102.28200531,2380,90.89
123.701522827,109.385917664,117.362808228,102.929672241,114.952774048,115.663078308,115.587356567,99.1409912109,112.301109314,108.696258545,104.350463867,121.268196106,113.145492554,106.411422729,112.372337341,110.549354553,114.747291565,116.71546936,113.728507996,113.528144836,104.972892761,117.624229431,111.027832031,120.726165771,95.1457214355,97.3492050171,115.424766541,112.069046021,100.709365845,102.461730957,121.651329041,106.415283203,117.910896301,114.699432373,111.157302856,99.8813018799,100.35824585,107.931282043,2381,108.52
117.292724609,116.207763672,125.914840698,111.960876465,110.867523193,114.537651062,102.415679932,106.264373779,115.48853302,110.466667175,113.520729065,118.797462463,118.057281494,109.896881104,96.920173645,112.376716614,114.230209351,114.874107361,109.462692261,118.652572632,99.584487915,126.553710938,107.515541077,115.742988586,127.82106781,110.244689941,114.272796631,108.5184021,113.229446411,117.889732361,124.144538879,109.603034973,107.98551178,107.796386719,122.177993774,111.881065369,109.853866577,100.934082031,2384,114.26
94.8488006592,93.9934997559,91.0592346191,96.8069076538,84.9223632812,96.9055709839,92.486618042,91.6942825317,103.583251953,100.718711853,94.1935272217,94.5743408203,98.1832504272,84.3470611572,92.0355529785,92.7813110352,97.3826599121,93.7097625732,91.598991394,96.8387756348,90.1028442383,95.4358444214,118.064666748,88.5050354004,87.4393920898,93.577331543,88.4912567139,94.3912963867,99.521697998,103.300849915,94.5413818359,85.4006576538,101.98210144,91.6653137207,93.2962875366,92.682723999,105.671813965,96.1619491577,2385,91.21
119.421791077,111.45249939,120.209259033,104.112594604,119.395706177,122.119247437,113.401634216,94.6087493896,106.732040405,109.21622467,102.287002563,117.053115845,116.713806152,110.731025696,114.344650269,111.305084229,111.048309326,121.814323425,111.957252502,110.53024292,98.1709899902,102.104888916,112.054344177,127.386672974,95.7055740356,99.7949981689,111.61341095,102.434967041,105.781166077,112.314300537,116.828033447,109.712417603,120.640701294,120.080055237,108.702163696,97.0442504883,104.943161011,107.353408813,2388,121.27
123.547805786,117.171478271,124.266113281,119.998603821,100.300354004,116.447113037,112.138038635,116.563903809,125.614646912,122.300262451,119.678871155,119.47379303,123.12461853,106.122589111,102.558135986,116.431007385,115.494239807,115.042991638,111.913619995,119.603530884,106.635520935,130.481689453,107.133987427,128.731674194,122.659042358,103.838035583,117.860679626,126.628494263,117.941650391,127.623893738,123.709533691,111.305389404,110.550628662,114.090011597,133.898727417,120.395111084,121.383491516,111.688247681,2391,121.28
102.268249512,90.8217697144,86.9158706665,96.2272491455,91.569732666,96.1217346191,86.7007751465,93.9108123779,97.1131134033,97.6384353638,94.0694046021,95.7523956299,89.4992294312,87.4382629395,97.8242340088,97.4099884033,100.875427246,96.2401885986,96.2655792236,82.2681655884,97.8768234253,94.0568313599,102.748390198,86.7517852783,80.1282348633,87.9444656372,86.5289535522,87.424659729,86.697845459,113.437438965,95.9120483398,85.5055084229,100.139595032,95.8740081787,107.786094666,101.816177368,91.2599411011,89.0712280273,2393,90.37
101.174911499,115.471794128,100.403434753,97.6295623779,105.376373291,109.483184814,103.675132751,95.6462554932,97.6512985229,111.97114563,92.0570831299,97.2303924561,99.9012069702,108.511787415,105.689277649,97.3151626587,106.513702393,98.7274246216,97.8392715454,101.256034851,93.681930542,97.1723022461,101.904922485,97.0576553345,102.23979187,110.21661377,103.102218628,106.586471558,108.21963501,104.876869202,106.470504761,101.817520142,114.305175781,114.613197327,99.1786880493,109.497009277,81.9734802246,104.581924438,2394,98.58
87.9902420044,95.2490386963,91.9248199463,98.4483184814,81.9564285278,92.8700866699,87.4296722412,95.8294143677,98.0864715576,90.5418243408,99.7673416138,95.4363708496,97.0544586182,91.4464492798,90.3502044678,94.8016815186,100.607192993,93.8928756714,90.919921875,97.3449020386,83.766784668,100.827362061,88.3974533081,92.4551391602,100.31137085,86.9598693848,96.4119720459,93.4299087524,98.7158508301,98.5087280273,104.887237549,94.3883972168,85.9431762695,93.5524215698,100.504295349,98.3924713135,96.268409729,87.0973510742,2395,88.69
116.177459717,113.324462891,116.709320068,120.068122864,114.090644836,109.834510803,114.318664551,106.463371277,117.557418823,110.097358704,109.663520813,110.366531372,115.160202026,106.205764771,107.989364624,107.627624512,110.92943573,117.305023193,114.157554626,117.31539917,109.172584534,117.277854919,125.286758423,108.49671936,107.635665894,108.483078003,122.944007874,113.400512695,114.147903442,120.963935852,115.179046631,99.8142623901,114.154167175,120.571044922,113.192398071,115.615020752,113.185874939,114.179550171,2396,160.87
95.1675872803,93.331993103,100.157073975,91.8229598999,97.9260787964,103.761795044,99.4142913818,95.8334655762,96.1036071777,96.5878295898,86.2063217163,99.7033309937,95.9776000977,100.131126404,99.9012298584,98.8811187744,102.809608459,100.203384399,94.8488998413,98.4479904175,93.4152908325,87.5755844116,99.0165710449,105.223060608,89.3574676514,94.3118438721,100.737236023,100.727615356,105.218559265,98.1052093506,89.4361877441,96.6692047119,95.7063903809,93.6900100708,90.3105926514,88.0258483887,95.3960418701,94.5269470215,2397,94.16
111.497360229,118.499725342,109.542762756,118.541236877,106.775054932,110.624633789,110.140037537,108.741134644,120.062980652,113.465774536,122.719261169,119.58770752,113.385948181,109.818649292,106.778396606,113.505149841,115.754676819,113.494308472,105.121902466,116.260658264,101.511444092,124.921653748,104.432815552,123.839729309,113.791900635,103.537033081,121.422874451,117.797866821,111.896057129,119.918655396,114.228019714,107.346336365,111.703399658,120.75944519,128.462905884,117.7840271,124.742584229,94.8080368042,2403,150.89
110.908981323,111.682670593,114.581741333,114.718070984,118.903160095,118.265899658,109.877090454,98.7637710571,121.398414612,111.632041931,104.290840149,112.722663879,115.65952301,106.940132141,108.152458191,108.047477722,118.534797668,105.768676758,105.102401733,107.331253052,104.209518433,115.012741089,123.239715576,109.557975769,111.629402161,117.913421631,112.120491028,107.232131958,130.401123047,126.421783447,113.506149292,101.302856445,115.897239685,112.849967957,101.959648132,111.694625854,115.12664032,106.31578064,2405,111.5
101.328659058,97.6160583496,95.1080932617,88.2723846436,88.9277496338,97.9821624756,91.4563140869,85.3681945801,95.1503143311,94.760269165,87.1244888306,91.3301544189,100.009056091,94.6839294434,86.4176559448,95.2743835449,94.6364059448,99.3857192993,88.4228820801,91.0766067505,98.2120132446,101.907608032,94.0390701294,88.7697677612,84.1763305664,81.737121582,102.924865723,96.4844055176,89.2334442139,95.5123748779,101.9269104,97.4225234985,98.4536361694,99.2006607056,94.0068817139,86.7166748047,84.8977050781,89.2165756226,2406,100.75
89.6819229126,89.9790420532,88.9214782715,96.3803863525,84.6091384888,96.6980514526,90.1616516113,96.0950012207,101.836074829,88.4811782837,95.9500961304,97.8296585083,91.1843261719,101.810760498,94.770980835,96.7777099609,94.0436706543,105.849128723,89.7463378906,95.4420318604,83.0076141357,98.5721282959,89.1062698364,92.340423584,93.5590744019,83.7725830078,97.3042373657,87.9358444214,98.5039215088,94.09765625,93.8659210205,87.1735992432,81.3577575684,94.1240844727,99.3601913452,108.752601624,93.8049316406,80.0090026855,2410,92.7
109.274276733,112.081848145,105.642700195,117.855957031,103.384925842,111.47379303,113.910339355,112.688140869,118.75012207,116.388954163,109.9715271,107.437484741,113.861755371,96.0592193604,105.90713501,106.123931885,113.675201416,112.167961121,107.573165894,112.624130249,105.072692871,108.888153076,116.471405029,101.948738098,101.229751587,108.545570374,120.375015259,112.03515625,119.428215027,124.78162384,109.353973389,106.07244873,115.2473526,113.106925964,103.778427124,104.89805603,111.757125854,112.9713974,2411,113.39
111.923271179,107.306686401,112.152694702,97.2089614868,111.536598206,111.6224823,101.427391052,88.2815704346,101.784378052,102.473548889,91.3225097656,110.129333496,107.634719849,101.959091187,108.105026245,97.8804473877,106.79750824,109.492202759,106.311584473,102.272575378,96.8811264038,95.2895507812,106.531539917,106.549324036,89.4556350708,92.8800811768,111.596992493,97.7614440918,97.9943847656,104.633033752,111.531761169,105.574516296,116.237236023,114.225196838,103.815689087,95.039352417,97.1553726196,100.056015015,2414,99.16
103.569778442,119.14289856,106.087646484,113.563240051,94.7097167969,111.53414917,114.829589844,107.057495117,113.05683136,106.25037384,116.55859375,108.671020508,105.062942505,104.750740051,105.257728577,101.263710022,110.123413086,105.750389099,109.546546936,109.613624573,105.036819458,112.740242004,103.188850403,110.161323547,117.734313965,93.4020614624,117.520568848,109.567481995,114.568023682,106.778747559,109.343292236,102.199554443,98.020690918,107.51802063,117.603439331,113.310905457,115.748069763,100.616699219,2416,104.18
93.8226165771,90.8363800049,93.4627151489,102.40133667,87.9145126343,98.3680877686,95.2312164307,93.2489242554,103.492362976,105.585586548,94.9224243164,92.0818023682,96.9360580444,83.2516326904,93.7762451172,89.0612030029,98.5417480469,97.4536819458,94.8065795898,98.7713394165,93.5182189941,97.2018890381,105.609527588,89.4417572021,88.3154296875,95.3619766235,92.5933761597,93.7308044434,103.028434753,111.320846558,101.459693909,85.7313308716,101.599868774,94.9815673828,88.265335083,95.467918396,113.722824097,92.7334442139,2417,97.7
102.880523682,110.88760376,101.416030884,97.8478927612,96.607635498,109.562728882,107.730010986,98.6458587646,108.850082397,110.766838074,99.9604034424,116.632141113,107.45854187,102.711105347,102.319519043,107.676025391,111.489768982,103.39440918,102.622566223,100.423774719,112.721672058,107.806274414,105.145858765,108.357788086,97.7774429321,94.9768218994,104.212203979,105.407958984,101.645225525,108.323112488,102.44744873,100.727279663,105.532157898,106.239585876,104.092704773,97.01612854,104.887001038,109.236732483,2418,101.18
101.519416809,99.5851745605,91.805267334,100.428848267,81.1318054199,97.1658248901,94.3439712524,93.4710845947,103.213096619,102.820838928,102.569229126,103.95085144,91.8884124756,89.4247512817,91.5257797241,94.8911132812,96.543296814,97.0253753662,92.6958770752,105.282058716,88.7548522949,104.212493896,89.7744598389,114.145271301,93.0376434326,88.0814208984,101.960769653,104.149291992,100.982192993,101.328437805,93.5710906982,90.9009857178,82.7205657959,104.918327332,104.579910278,99.8597793579,99.2177581787,77.0773086548,2419,90.49
124.522338867,109.653289795,107.293899536,109.763687134,102.949165344,103.83039856,107.844573975,117.219535828,120.168418884,112.268127441,110.571083069,120.705291748,117.202163696,96.7718963623,109.79447937,110.322731018,117.763793945,100.995559692,102.222396851,110.956176758,111.956695557,107.866653442,117.463165283,102.240966797,108.371711731,114.641952515,122.504470825,113.729568481,113.263320923,131.268783569,111.38344574,105.133216858,109.162757874,113.816009521,126.452110291,110.304138184,113.079483032,118.514755249,2421,108.48
97.4393997192,92.373916626,96.3493804932,84.9353713989,98.194519043,102.345870972,97.358795166,96.3411026001,97.8523483276,87.6760787964,85.148727417,88.7860946655,96.7891616821,95.659614563,102.774230957,97.4484939575,95.8924102783,92.4679870605,91.9804229736,89.1756896973,86.0615081787,87.0484771729,101.846534729,109.839759827,85.037689209,94.1333618164,99.6790313721,88.4489593506,99.3372268677,97.0781707764,95.9844970703,97.2582015991,103.435112,91.4594039917,93.151222229,93.7069854736,83.6054840088,91.7604751587,2424,93.29
108.743347168,101.147254944,106.995803833,112.119384766,105.03099823,103.256912231,106.074249268,113.617492676,105.687591553,101.942466736,114.452484131,113.662033081,99.5890274048,101.273269653,102.840087891,105.916496277,112.348899841,100.653991699,105.100265503,111.896057129,94.4122848511,119.747154236,96.5579299927,105.893188477,118.589019775,104.02923584,113.383018494,108.528114319,111.855888367,109.328582764,99.6144866943,111.22946167,103.368530273,101.11089325,104.471977234,103.197120667,115.750167847,96.1799316406,2425,100.5
112.08215332,90.0235137939,93.1556243896,110.526596069,107.870330811,86.5228271484,95.4943389893,108.863227844,105.899986267,107.413246155,103.553970337,106.049736023,111.905082703,91.340133667,102.151313782,96.0112686157,110.434951782,114.382194519,102.73513031,93.8254241943,109.411743164,102.64781189,110.898078918,89.5386657715,94.4437026978,97.3876876831,94.7056350708,98.7301025391,100.614433289,118.540847778,107.269515991,93.6836090088,113.617431641,102.645614624,99.6342544556,111.195266724,97.8021850586,107.712921143,2427,108.76
102.326210022,100.64100647,101.83719635,82.1296310425,85.3249053955,92.6350631714,93.7427978516,87.4665374756,97.4774398804,99.2466049194,89.3576202393,91.57837677,96.4080047607,95.253616333,91.9172744751,94.3016662598,94.9141159058,91.6196136475,89.8604202271,91.1607971191,102.558021545,102.346038818,95.5787506104,94.7223205566,90.6106109619,97.3653717041,90.4682617188,91.1709060669,92.4859771729,89.7460479736,101.398834229,94.1083221436,95.5787506104,94.3222961426,91.8028564453,98.1025390625,87.7848052979,93.0796585083,2428,93.97
102.907913208,114.816169739,107.229362488,106.501251221,93.8929290771,115.363571167,105.098884583,108.244110107,111.763320923,107.953681946,116.784301758,112.345687866,104.647796631,105.832046509,103.129730225,99.2772369385,109.924331665,105.993980408,104.158843994,107.803848267,99.8536376953,107.80846405,97.4447479248,104.131851196,107.157806396,92.8860931396,109.24861145,109.109611511,114.955741882,107.631118774,99.610710144,107.437133789,96.2577590942,103.61971283,125.100639343,108.035614014,109.972015381,89.2305603027,2429,110.21
93.9260787964,88.3637771606,91.098815918,92.0119628906,88.1636581421,98.0312652588,89.5115661621,90.8992843628,95.3609008789,93.1295166016,93.7082672119,98.1046447754,100.920677185,78.2198104858,91.5270843506,92.4673995972,93.9512710571,98.6094207764,93.940284729,100.595321655,93.4785995483,86.4234619141,91.8564605713,82.2128601074,86.148651123,91.5604095459,88.2376480103,97.6989440918,93.2924194336,105.728561401,91.6054077148,84.7423706055,95.3897781372,91.2010650635,99.9680557251,92.844619751,97.2388763428,103.669441223,2430,88.34
107.941116333,108.904174805,122.061271667,108.930839539,107.96144104,109.34425354,115.726844788,111.867614746,117.14138031,118.856307983,99.2327728271,125.912490845,112.490104675,118.441062927,113.080352783,111.295425415,115.820343018,114.876190186,114.531494141,116.123138428,117.203193665,108.343994141,113.496238708,118.307907104,101.772254944,100.307243347,109.529052734,121.540718079,113.015129089,103.845336914,107.299674988,108.79637146,112.891731262,99.0049362183,115.920783997,112.411705017,114.710571289,113.831008911,2431,123.24
111.355194092,113.44229126,114.615837097,113.578514099,99.3958435059,114.595954895,114.733306885,112.817573547,119.152320862,108.093276978,120.038597107,113.180656433,113.138412476,114.603065491,109.851821899,102.971664429,112.330215454,112.55960083,108.932998657,109.133033752,105.894699097,112.239784241,98.7088394165,111.079833984,115.129043579,99.620803833,110.059707642,113.111274719,117.622680664,112.640327454,111.908340454,110.904472351,99.282623291,111.995979309,123.372596741,119.083000183,122.248771667,96.4345245361,2433,107.35
95.4436035156,92.7076644897,90.1823196411,101.917060852,99.8583526611,100.508216858,98.6811828613,94.5338592529,102.366943359,100.023719788,93.4207305908,96.8527832031,95.7936248779,89.5129165649,92.2925872803,90.2983169556,91.3177490234,86.0476226807,90.1202545166,96.1908874512,92.4550628662,94.2866516113,95.1884307861,84.60962677,98.3463821411,96.2398986816,96.2707366943,91.472366333,102.090042114,98.9854507446,102.138923645,90.3788070679,98.0497741699,94.8860626221,84.4150466919,90.6710739136,107.181869507,95.5387268066,2437,90.25
102.714889526,110.854980469,102.678916931,94.0646286011,95.5632476807,107.360183716,105.040626526,93.5129394531,93.9113845825,109.06690979,90.5949707031,97.3204269409,97.1786804199,96.6973876953,103.828804016,93.9055328369,100.377311707,94.3303222656,100.329216003,94.5417175293,89.7525253296,101.022003174,94.3327331543,94.2322235107,97.3086242676,108.837112427,101.278610229,103.756210327,102.690872192,102.140830994,113.480911255,102.411117554,111.804199219,109.078590393,97.1245193481,100.277893066,84.6426391602,107.180107117,2439,88.92
101.244865417,97.6667098999,94.7520217896,100.34287262,84.9860458374,101.967712402,88.4180755615,96.2988586426,92.3663330078,88.2147827148,102.044204712,100.276245117,102.851837158,86.2340393066,84.5023040771,101.712882996,93.8901672363,91.1730804443,94.7384185791,99.5321044922,80.7057037354,93.1565170288,82.4912567139,96.5685882568,107.385826111,88.8406982422,94.6874160767,91.7490386963,100.163787842,98.3290557861,88.8445510864,92.4564819336,91.5240478516,83.5128250122,88.6373138428,87.2802658081,93.1128997803,85.6430130005,2441,95.24
120.206092834,104.131225586,104.199737549,106.2526474,104.247741699,102.723342896,102.974998474,105.690666199,109.912261963,114.109558105,112.763824463,117.976745605,117.444534302,97.2834320068,106.950935364,101.259597778,108.576263428,115.457473755,103.277206421,120.029304504,109.841323853,103.400421143,101.511505127,101.828140259,109.040092468,108.737556458,118.59500885,106.537628174,107.903968811,123.908752441,108.995567322,107.716468811,107.506156921,113.615745544,126.644897461,109.779891968,105.864532471,129.188247681,2442,115.22
123.86100769,123.194328308,124.9320755,106.522537231,116.076293945,121.19278717,128.615692139,106.65852356,123.051170349,125.201980591,108.231575012,115.046333313,111.689170837,115.304626465,129.715118408,111.520561218,131.260345459,112.716789246,114.580673218,115.151672363,98.6676635742,111.59778595,119.466316223,111.264511108,109.040390015,123.637908936,112.376846313,119.142112732,116.817840576,116.892578125,109.240272522,116.139518738,128.694015503,125.276504517,112.544403076,119.743209839,98.4859161377,121.429008484,2445,105.65
96.41771698,93.9780197144,95.9209136963,95.4123535156,93.0045776367,98.2160797119,86.9492492676,89.9441833496,101.373725891,93.2206726074,93.5977783203,93.5218658447,96.3146896362,87.1420440674,85.8143234253,93.4789581299,99.102684021,94.2626419067,89.8064727783,92.523223877,81.2406463623,107.926246643,87.9703979492,103.036010742,97.7130432129,89.3526153564,97.3349304199,98.1107559204,98.7317352295,97.9973907471,102.947753906,89.5457458496,88.1426315308,90.0719299316,106.369720459,89.4904327393,101.343681335,89.0662612915,2446,90.86
94.6587524414,92.607711792,97.7374572754,101.7472229,103.390319824,101.434295654,83.5914840698,84.3275756836,101.637695312,104.549491882,90.6860809326,93.7506408691,98.8649673462,88.4658508301,95.2239227295,89.4337310791,87.9203948975,87.9790344238,88.5637969971,96.6410293579,93.6075744629,99.4313964844,98.8924102783,92.3223266602,99.4153289795,97.3271560669,97.0757217407,90.9549865723,98.000617981,115.767959595,102.637550354,91.6078491211,107.837234497,92.8363189697,84.2623443604,96.9884643555,110.888885498,94.0363616943,2448,112.97
96.4576873779,114.9375,108.028617859,98.2881164551,104.392684937,111.94834137,112.756149292,97.9723510742,102.693405151,109.984817505,92.7582931519,110.126434326,100.606582642,113.76210022,111.408882141,102.714096069,117.883583069,100.453491211,101.143203735,100.936965942,87.5589065552,95.1546020508,105.06917572,98.5685348511,101.52671814,109.86026001,95.8729095459,103.704330444,109.018005371,106.725006104,93.03074646,104.029067993,114.326889038,105.750450134,97.8429489136,110.693649292,84.7551116943,102.296554565,2449,114.8
112.066833496,106.912834167,103.354278564,107.927192688,87.0496444702,104.313804626,99.2970733643,102.782745361,109.119194031,101.976104736,110.881881714,113.014137268,98.9792327881,99.3354568481,95.6806182861,104.440956116,102.131240845,99.2366943359,100.102165222,116.206611633,94.4155502319,111.872833252,96.5561523438,119.918060303,100.708374023,92.0946655273,109.721511841,107.398384094,109.49646759,109.933021545,99.5447845459,104.339752197,89.4772186279,112.430030823,118.677780151,104.830070496,106.241798401,84.2655181885,2451,102.91
94.1494827271,92.9295806885,95.0781555176,105.168838501,88.2208862305,99.4010238647,100.313018799,95.7920455933,105.663230896,104.577674866,97.0919189453,96.0908889771,97.8517608643,83.6850662231,96.1836776733,94.4545135498,102.127090454,100.687316895,96.3485565186,99.3767471313,93.370300293,97.7805252075,104.533706665,90.758102417,90.7250518799,94.9903793335,92.8708190918,96.5817871094,108.016159058,107.532302856,100.397369385,85.9882659912,103.065261841,97.1611328125,94.8520202637,96.1196975708,111.786766052,98.2241973877,2452,98.33
76.3729705811,74.6828765869,80.9106521606,72.1343688965,72.7261581421,77.1611938477,78.1380310059,73.9473266602,81.1047744751,78.7723236084,67.552116394,83.2843170166,78.028678894,78.0811691284,79.4414749146,82.4911956787,73.9746932983,75.5620346069,75.8050308228,83.1651382446,82.7638778687,74.1894836426,79.134979248,83.0880813599,69.9789047241,70.6096115112,69.4298629761,79.7946624756,76.3523712158,78.9311218262,71.8184051514,75.9811248779,75.2711410522,74.5390014648,73.555480957,73.1733932495,75.8132476807,79.5057220459,2453,87.95
102.969177246,98.296585083,95.8251266479,101.603271484,88.1497955322,104.444564819,95.227684021,92.7252502441,98.5640716553,91.3410644531,96.1342391968,102.126533508,104.80607605,90.7984924316,92.5485992432,97.4054107666,100.814193726,108.057800293,91.2328414917,105.734024048,82.8925628662,110.178436279,86.2408752441,108.337860107,94.0094451904,96.659942627,106.187286377,99.2663040161,90.9388656616,101.342735291,102.706878662,90.2640228271,87.1447982788,92.4440994263,104.940681458,101.241531372,95.1018066406,85.310546875,2456,91.85
116.510223389,103.219894409,99.3334121704,100.974769592,107.793670654,91.3150634766,96.4541702271,109.065658569,103.255432129,106.072502136,105.343978882,107.061195374,113.0443573,96.2345657349,98.1679992676,102.365203857,110.524719238,98.0812683105,103.804748535,105.220115662,110.04019165,98.5217895508,104.299888611,89.8046188354,114.327896118,109.051528931,114.93132019,107.287719727,107.480781555,107.967315674,111.808677673,103.235595703,104.282424927,105.797943115,104.052078247,109.752593994,96.5563354492,117.066932678,2457,101.64
102.367279053,88.3349227905,102.59034729,89.3166885376,99.489654541,102.816040039,90.7531890869,93.5413818359,101.753875732,95.2589263916,86.2351226807,99.7462005615,87.931137085,97.068572998,98.5426712036,92.0135498047,97.3666534424,101.662361145,97.0856323242,97.2697372437,85.4952697754,92.6540679932,96.5566864014,114.656242371,88.1085968018,92.5701217651,105.555038452,99.8300476074,101.919799805,104.827133179,96.2408294678,98.8864135742,101.824226379,100.834396362,90.2591094971,92.2685241699,88.7185134888,90.1499481201,2458,133.36
93.4595336914,92.5180664062,91.8339233398,95.0680084229,85.4483947754,95.402633667,90.7358779907,89.6212844849,96.3873901367,89.9589691162,92.1717224121,97.5652923584,93.4999237061,101.942352295,93.4075775146,95.0925369263,97.20728302,104.16519165,89.8984146118,93.8794250488,82.751159668,101.021232605,87.7032012939,94.4708480835,90.2270584106,81.4440460205,95.6754455566,91.3688735962,96.9395217896,94.8385391235,93.5604095459,92.2435531616,82.7906188965,91.8955993652,97.5599975586,109.192123413,99.4750213623,79.7657546997,2461,87.82
113.936981201,121.096687317,118.630104065,122.413978577,122.118843079,112.094032288,111.897651672,98.2731170654,114.434448242,116.120269775,119.008430481,121.63910675,114.982940674,104.488433838,110.526115417,116.907463074,111.533050537,105.446739197,104.829780579,111.324081421,104.630050659,108.251838684,110.150802612,95.5144424438,125.505599976,111.821746826,121.198707581,116.647186279,116.018508911,124.684387207,116.480232239,100.385848999,118.258300781,112.662902832,101.799133301,105.876968384,108.942443848,104.53944397,2462,114.56
113.798202515,122.595024109,112.816894531,105.078575134,113.994041443,121.687797546,113.933601379,104.600814819,113.903770447,121.388755798,110.207054138,110.450233459,113.360366821,120.048545837,115.793067932,108.103904724,134.227783203,112.413063049,110.097419739,112.457069397,98.8889389038,110.799316406,119.533760071,133.304275513,111.314613342,120.401321411,114.387405396,121.688865662,125.370422363,118.770858765,121.079269409,117.157455444,124.274711609,124.952041626,112.453056335,120.328964233,93.0171813965,119.067962646,2464,108.52
120.834243774,120.820518494,126.726196289,124.375518799,109.636192322,116.509841919,108.296058655,106.65045166,126.92149353,116.27457428,123.459663391,124.589279175,109.002868652,109.270683289,108.867591858,112.744140625,117.674476624,128.51574707,111.675437927,134.174957275,103.059265137,132.176086426,103.899620056,137.123580933,115.63609314,117.448402405,123.856384277,124.326843262,109.914428711,120.927154541,120.819320679,113.839195251,107.248199463,125.548324585,130.652282715,112.295005798,124.903617859,104.410171509,2466,109.03
96.9191665649,84.0731964111,94.0165634155,92.9987792969,90.0955505371,95.5074462891,86.0331726074,90.8125457764,98.2593078613,93.3766021729,95.6904449463,98.7575912476,104.931518555,80.5979537964,92.208190918,90.7280883789,102.866851807,99.9196929932,94.4740142822,103.011123657,96.1521606445,88.9273605347,92.0763092041,90.154800415,86.087097168,94.2695236206,88.0061645508,98.5719146729,92.465675354,113.01171875,98.5037002563,86.3129196167,96.9871826172,89.6404266357,101.916503906,97.0669784546,94.2051391602,99.760848999,2467,88.16
125.104553223,104.19052124,118.368003845,100.41545105,111.08001709,118.74810791,112.118713379,94.3973846436,112.623016357,107.261627197,96.7277832031,117.70413208,104.290901184,108.852050781,125.411651611,114.470954895,108.010528564,122.231124878,114.416488647,110.422828674,98.3198547363,109.060508728,119.374923706,124.169143677,104.68813324,101.70400238,107.604530334,103.570228577,101.879470825,113.059188843,118.102722168,107.21647644,117.187431335,118.386001587,114.278884888,97.8679580688,106.128540039,101.500030518,2470,103.91
97.7431793213,94.1127700806,88.9357833862,100.972717285,87.5773162842,101.284835815,97.4858169556,95.2815170288,102.234741211,90.5567550659,99.9581756592,101.384078979,104.602478027,95.6507415771,94.0705413818,97.6039733887,94.8566055298,109.734039307,92.1959838867,101.299179077,85.6117553711,103.872642517,90.4289550781,103.855255127,93.0478057861,92.0520553589,102.99054718,90.8988800049,93.4103240967,97.662612915,96.3600921631,92.4481811523,85.8607177734,96.102897644,106.259887695,114.915039062,94.4564056396,83.1088409424,2471,88.01
