keras_per_relu0,keras_per_relu1,keras_per_relu2,keras_per_relu3,keras_per_relu4,keras_per_relu5,keras_per_relu6,keras_per_relu7,keras_per_relu8,keras_per_relu9,keras_per_relu10,keras_per_relu11,keras_per_relu12,keras_per_relu13,keras_per_relu14,keras_per_relu15,keras_per_relu16,keras_per_relu17,keras_per_relu18,keras_per_relu19,keras_per_relu20,keras_per_relu21,keras_per_relu22,keras_per_relu23,keras_per_relu24,keras_per_relu25,keras_per_relu26,keras_per_relu27,keras_per_relu28,keras_per_relu29,ID,y
98.0013580322,93.863571167,96.6667251587,87.6159439087,93.6219787598,99.6011505127,89.0917129517,94.3216552734,89.5282745361,94.2704238892,90.0694046021,88.3558959961,92.0116271973,90.0143737793,91.6141891479,91.6976013184,91.3062515259,91.7244338989,90.6456604004,91.9395370483,90.4692153931,95.0089569092,90.7922210693,93.4875488281,89.3573608398,87.0545272827,93.1425018311,91.8114242554,94.3620147705,90.4682693481,7953,88.75
111.046516418,111.126113892,118.717941284,107.09462738,113.490188599,103.645004272,110.535507202,107.6067276,106.828353882,111.578613281,111.276275635,115.213378906,113.323852539,109.690116882,116.284721375,111.359924316,111.530609131,107.160079956,107.145965576,99.931098938,98.2856140137,94.7982177734,108.692558289,113.040405273,105.192817688,106.854431152,106.221832275,109.342903137,113.208572388,113.802375793,6033,108.82
94.8372421265,86.2649002075,92.88697052,94.0394363403,92.7308959961,94.9316558838,96.622177124,87.1137008667,87.4250793457,91.7410964966,89.5995025635,85.7050857544,95.379234314,91.0013046265,94.2005157471,90.2671813965,85.2272186279,103.194252014,93.2169265747,85.7259750366,90.5327758789,85.2642059326,99.2884063721,91.1431121826,88.9528503418,93.4863967896,88.7444076538,91.1748046875,88.7067108154,98.3915100098,3507,99.23
93.275428772,86.9264297485,88.1889724731,91.1527099609,90.7192687988,91.915473938,92.32837677,92.2135543823,89.3150405884,91.1345825195,87.2359085083,99.9926147461,88.6604690552,96.7539215088,91.5021133423,90.2434234619,90.9748382568,91.696182251,91.5967712402,91.1083297729,93.4277877808,92.9432601929,92.5783081055,92.302520752,91.4580001831,90.434387207,88.2343597412,90.1209411621,91.810546875,88.0001678467,6917,97.14
112.080833435,108.258140564,101.655792236,109.795310974,117.821060181,116.664779663,107.509109497,107.155654907,113.606781006,116.011207581,111.626617432,106.35786438,110.294120789,110.788131714,116.787132263,109.225845337,108.828079224,114.356079102,106.560264587,104.535736084,106.186546326,104.033760071,109.206192017,110.09601593,118.649467468,113.33821106,107.236213684,100.049423218,106.493736267,104.464012146,2244,118.42
92.9464111328,88.7311782837,92.0809631348,86.6021194458,93.4870147705,89.1447143555,86.039642334,92.4560852051,89.9540786743,93.999710083,88.9458999634,86.580368042,86.6037216187,89.2022399902,94.1159973145,92.2927856445,87.697479248,93.4969558716,91.8579025269,88.273475647,89.3109130859,95.0832977295,94.2640533447,95.3907089233,93.336265564,89.4537353516,93.4619140625,88.8848648071,89.5391387939,93.8102722168,7237,93.2
92.1760482788,91.4558868408,89.8584213257,90.0757293701,94.6179962158,92.595664978,93.0934753418,88.8150100708,93.0112915039,92.5871200562,87.4890899658,87.6085128784,92.2106704712,93.3402481079,89.8628768921,89.7407226562,94.2355880737,87.5406723022,92.3502960205,90.7543640137,87.6140823364,89.9985427856,91.1477737427,89.4428329468,90.9032287598,90.2572021484,93.5282821655,89.3812026978,91.5836410522,88.6787643433,2295,88.51
108.978942871,108.965034485,108.098365784,109.398078918,124.078399658,108.266853333,100.044181824,106.548072815,120.050758362,109.169075012,111.515510559,115.533874512,111.540840149,111.399795532,117.891921997,109.487922668,111.308982849,113.826080322,108.327575684,103.668632507,119.423500061,102.610916138,106.932487488,112.136405945,108.077972412,108.001602173,107.693634033,112.541236877,102.150085449,112.109901428,3118,110.43
91.2710266113,86.4714660645,91.637512207,88.9756393433,91.0616836548,89.6974868774,86.8447036743,88.5128479004,84.0787200928,89.8379592896,87.8787307739,90.2192077637,89.9056091309,89.2630691528,87.8436126709,90.0106201172,98.3155975342,95.405960083,90.2564086914,87.6182861328,93.0218963623,89.2969589233,89.5782623291,92.9492492676,94.6456832886,92.3315734863,95.1627807617,89.045249939,89.5416107178,93.3149261475,405,87.65
105.56741333,110.60749054,109.788269043,108.099121094,114.122001648,107.284889221,109.947410583,107.360168457,115.072181702,108.539596558,105.115386963,109.881515503,105.178459167,113.558937073,110.556251526,105.576652527,109.132995605,109.300788879,108.046943665,109.361480713,106.63230896,104.168441772,110.297195435,109.703147888,104.401504517,104.884765625,110.566635132,108.879806519,100.630149841,104.481719971,7412,108.15
91.0107650757,90.2866973877,92.543258667,86.2538299561,89.5328674316,88.4920959473,88.1203689575,95.5029830933,87.7657318115,85.2096710205,90.6901321411,90.287979126,98.0133056641,92.3300170898,91.475692749,94.1634063721,91.2185897827,92.7448806763,90.8199691772,88.6014633179,87.3964385986,93.0424118042,91.7149887085,90.2908935547,90.2270431519,87.1372451782,88.7648391724,86.4280853271,89.3277282715,93.6950149536,6214,92.18
94.6075134277,87.2362747192,92.8226242065,90.8733291626,90.7838821411,91.3081817627,90.1403045654,93.3913726807,91.3046035767,94.1897583008,89.9829559326,89.8346328735,92.3309326172,95.9937057495,92.0137710571,90.3660964966,88.1739044189,94.557510376,93.2576293945,91.8657684326,94.0818405151,92.5482940674,95.2790222168,93.3940048218,92.2258529663,89.4715118408,92.4944076538,90.6638870239,88.5842895508,94.1606521606,165,114.76
97.1054763794,85.4681091309,91.5438919067,82.839050293,93.1689529419,93.8109512329,96.8695297241,90.8705368042,88.4060745239,93.7514801025,90.8292770386,92.0262527466,88.4968032837,89.967338562,93.6055374146,95.5567474365,92.6075973511,97.5342941284,91.7559356689,85.063949585,91.1921310425,85.2071228027,97.0372390747,91.299911499,90.2592010498,82.7320327759,89.2317123413,87.4617385864,90.5076217651,90.6820449829,7497,91.17
107.014091492,107.917198181,106.700691223,115.672668457,107.316879272,111.583084106,99.7491607666,107.986671448,112.197395325,109.985740662,110.147384644,109.143295288,112.58026123,111.909179688,110.201293945,109.611656189,101.70664978,105.412528992,107.023925781,112.42943573,109.376617432,112.308425903,116.874481201,109.779197693,115.701141357,113.39881897,108.816703796,117.117897034,103.855667114,110.778076172,1086,106.81
93.1129837036,92.626373291,90.5615844727,86.2475967407,85.1835632324,87.303276062,91.4498291016,89.6015090942,87.1448974609,81.9728393555,87.561126709,87.5212783813,88.7232437134,94.7369689941,87.5542602539,87.0926818848,88.4096832275,89.5666809082,91.5380554199,88.5339431763,87.3361129761,88.8851089478,85.6134109497,91.4505844116,88.2959747314,88.3893966675,89.2898788452,88.9399185181,89.7905349731,91.5930786133,3332,89.41
74.3830490112,77.0659332275,70.3107223511,77.8084564209,71.8720245361,72.6770858765,77.6479721069,74.1448898315,73.1711349487,76.4046096802,77.9024887085,72.0394744873,74.2207946777,75.2375411987,77.5921478271,76.1659088135,70.5091781616,71.3639297485,71.8595428467,74.7819290161,73.5705947876,69.6906585693,74.4680328369,75.3659286499,72.5393066406,76.6603012085,69.7387390137,65.2347869873,75.9469528198,70.9404678345,2536,76.86
91.0764312744,86.5515670776,91.746055603,88.3840484619,94.155418396,90.8798675537,91.5710906982,93.7017974854,90.3581314087,96.6501159668,90.6100845337,90.5097351074,95.6111679077,92.0331420898,91.6729812622,88.8488311768,93.5110702515,95.1914215088,95.1632537842,88.5938644409,90.1654663086,88.4668426514,91.1150741577,89.6611099243,90.8444061279,89.9025268555,88.7559356689,89.5097351074,85.6930084229,93.3628005981,4645,95.1
91.4621505737,93.0570678711,90.8868484497,87.9712219238,91.217956543,91.5469970703,92.6069869995,86.6939315796,88.4864959717,86.5222854614,88.1170806885,87.3870162964,88.4114227295,90.9769897461,87.9210128784,86.1740875244,90.8427276611,90.1884994507,89.1869354248,86.1156921387,90.6946487427,88.1278915405,85.9883270264,88.0895233154,90.2900772095,92.1030807495,86.6259765625,90.5215148926,97.6460418701,94.5525054932,998,92.4
94.2442779541,88.6519012451,88.9018249512,89.5385131836,93.1075897217,98.553527832,89.4244689941,92.6461791992,89.6127243042,93.4967956543,87.1818771362,93.8927307129,88.1275177002,89.5472869873,94.3633804321,95.1852111816,92.7022781372,91.8374786377,91.7809066772,88.0527267456,95.6475143433,94.392364502,94.7869949341,89.501373291,93.8985443115,92.0922012329,90.637588501,87.7943496704,90.7569198608,90.0396652222,5716,110.8
97.5888366699,95.9216156006,100.55859375,91.9492874146,98.7201461792,89.6204910278,82.0471191406,91.3564910889,100.967063904,96.6718063354,91.0655670166,96.3198318481,83.4214324951,98.8917617798,95.1421585083,100.050231934,96.5282821655,92.6855621338,90.7975769043,93.5321884155,92.2098083496,105.469680786,100.452171326,92.1305999756,94.8888397217,90.7680282593,100.346099854,94.122718811,91.0461044312,95.8441314697,388,97.81
102.462936401,102.560768127,105.499855042,103.232894897,106.439544678,100.769500732,91.7896957397,103.248825073,101.045402527,102.781021118,101.56918335,98.8060455322,96.56665802,101.535858154,104.083374023,102.657844543,96.3617630005,109.254249573,103.873535156,107.696113586,102.354995728,99.0647735596,109.799194336,109.686012268,99.5200958252,100.396652222,112.137252808,99.3304824829,101.564666748,103.66960907,7711,112.76
108.312744141,108.094764709,104.707603455,105.997810364,104.696868896,105.045089722,106.449867249,106.738227844,103.770820618,107.856170654,109.113548279,103.232772827,109.463302612,115.297492981,117.254562378,112.04032135,111.659683228,108.694793701,111.357933044,103.784721375,107.117149353,108.306686401,112.066810608,111.811752319,100.762321472,106.133811951,107.378761292,109.634819031,109.072235107,108.203887939,7043,110.59
92.007774353,89.3076400757,88.4175949097,88.2250289917,91.7437591553,89.912322998,88.217414856,97.2759780884,90.2294006348,95.4081039429,90.9611206055,87.406211853,90.2672729492,95.9115905762,93.3512039185,91.2229766846,92.2046813965,94.4887161255,87.3788070679,94.0553131104,86.8500213623,85.6404647827,88.3408889771,94.5612030029,91.3264312744,92.9421005249,89.2352752686,84.6636581421,93.0633773804,90.4171447754,3376,94.03
90.8651046753,86.3083953857,86.168762207,86.4861297607,86.3355712891,89.9259109497,83.7668304443,92.0322265625,88.1100311279,93.2308273315,89.4400253296,85.5940628052,91.6478881836,88.7671661377,87.5520095825,88.0712203979,86.5051574707,93.2219085693,92.3273468018,89.0090026855,94.8652801514,92.8665771484,97.9379043579,91.7401733398,89.1968917847,88.9432678223,90.7193984985,86.2438278198,91.8147888184,91.0662460327,2976,90.32
95.540512085,90.1253509521,95.7941436768,95.9943161011,93.8626174927,91.1048812866,98.5831298828,90.4828109741,87.7684783936,91.0045547485,91.1281509399,83.969619751,91.3373413086,94.1201553345,92.712310791,90.4441299438,90.3829956055,104.295875549,91.2824707031,89.4384841919,94.7642059326,91.6602096558,97.7019729614,90.0702285767,90.6753616333,91.5103530884,93.2115478516,90.8744659424,93.4158706665,90.7071456909,1950,90.96
118.625724792,110.136558533,112.490707397,109.856842041,107.60508728,124.065238953,113.412460327,110.21660614,107.266822815,105.574806213,119.927482605,115.970069885,111.319839478,111.937789917,117.697212219,104.572486877,109.64151001,100.935661316,113.460235596,106.735939026,113.870399475,102.437187195,112.451377869,112.058425903,101.488197327,111.54549408,109.55316925,117.315231323,110.890602112,107.482810974,2221,106.82
92.2376251221,89.9195175171,90.7373352051,85.4411621094,92.6351547241,87.6192169189,89.8227462769,90.7988586426,87.8035964966,93.0217437744,88.70728302,99.4554519653,93.9810714722,90.7655029297,89.6033248901,88.1781692505,94.0987930298,90.7462692261,91.3776702881,89.6514968872,89.1571273804,92.0025253296,92.9680633545,90.260383606,86.4561691284,98.7310562134,93.4451980591,88.7455596924,90.2142333984,94.2708816528,6274,96.52
105.061271667,101.680931091,97.4696884155,95.4869384766,106.783714294,108.777961731,99.1051712036,101.119529724,96.9342575073,97.9778747559,100.827194214,92.7411346436,102.888122559,100.663230896,103.844963074,95.7448654175,94.1817474365,108.559883118,102.819419861,95.7924118042,104.468521118,96.1387023926,103.418739319,105.732894897,101.8228302,100.707931519,100.73789978,92.4867401123,104.236877441,106.942253113,7265,96.19
96.4596633911,88.7429885864,91.5640869141,91.5220947266,99.2086410522,92.5579605103,88.136138916,89.1767196655,89.9662322998,83.7124938965,94.8408432007,97.5961608887,88.8121643066,88.2405548096,97.9316329956,95.0106048584,93.1171646118,88.3077011108,94.280090332,91.7721328735,88.9171829224,96.473815918,91.9280395508,92.4705429077,88.8492126465,94.365562439,95.4644088745,92.9184875488,86.0166854858,93.7193374634,3062,93.58
103.782196045,109.573684692,102.009429932,107.590538025,112.669303894,121.881835938,109.543937683,113.48928833,110.805915833,98.5031585693,106.408912659,107.364753723,115.295333862,112.909286499,111.703651428,103.866607666,106.579536438,110.146896362,103.627220154,108.670021057,107.581321716,112.239311218,112.823455811,109.053237915,113.374549866,108.767372131,110.931610107,101.107116699,108.025009155,116.78881073,6516,103.43
106.635437012,92.3880386353,100.015045166,93.7515106201,103.403305054,103.22530365,98.7658233643,105.600189209,100.743377686,110.081924438,97.8789749146,103.012397766,98.3786315918,104.298591614,99.6086196899,97.002571106,101.803085327,98.1134109497,107.680122375,103.987236023,100.704406738,106.041496277,101.309143066,110.770996094,108.014343262,99.632194519,102.963546753,92.8363265991,103.63973999,108.695838928,784,117.49
78.8721084595,67.8961334229,72.2368545532,67.9431686401,70.1988983154,74.5416107178,77.1540679932,78.222328186,66.8731536865,77.7776412964,81.2460632324,71.6195602417,70.9274215698,77.009552002,77.9364242554,76.2478103638,67.1064453125,75.0556182861,67.3633804321,74.6295547485,77.3124771118,73.0369338989,79.7040786743,73.7497177124,71.5070648193,77.0427703857,68.8999938965,64.7558059692,70.4061813354,77.0270767212,2365,83.98
89.942199707,90.8193054199,92.9155349731,92.2536315918,93.9178543091,93.4503631592,91.9472503662,94.3962173462,92.1733703613,89.8564758301,96.720451355,94.1508026123,89.390953064,92.3101959229,92.5184020996,98.49974823,93.1789779663,95.0087890625,90.676902771,88.7638549805,91.5638046265,87.8928375244,96.0121078491,93.9581985474,92.833152771,103.444869995,94.406463623,92.4925689697,93.9597320557,94.7916030884,2100,90.69
77.9243850708,78.9856872559,73.569152832,80.4175262451,76.6674346924,71.9869689941,72.8362045288,77.5423049927,69.5272598267,82.6120758057,77.6338348389,68.9838027954,77.7416992188,76.9753494263,79.8765563965,82.3519210815,80.9227828979,77.8134002686,76.5844497681,74.3104171753,78.5572052002,75.3401870728,75.7018737793,76.0303573608,76.8171615601,71.8571777344,79.2730865479,75.6949081421,75.8303833008,70.0486602783,6061,83.09
115.03755188,111.127998352,118.719474792,111.42049408,115.211166382,103.645652771,105.473876953,107.691696167,110.749610901,111.582847595,115.419044495,115.211555481,113.324386597,113.211494446,114.496200562,110.601409912,111.310119629,108.48235321,108.217910767,111.34223175,105.895095825,112.57408905,115.205001831,110.127334595,105.195716858,118.421043396,105.86139679,111.264724731,107.43132019,113.796585083,5994,105.29
106.985305786,112.120452881,104.816070557,113.979370117,106.459396362,106.766403198,110.998016357,111.993507385,117.058357239,103.701049805,111.035148621,110.248001099,105.804016113,113.226776123,107.222839355,106.684860229,106.621017456,114.504501343,111.214439392,103.071937561,110.410194397,112.35609436,104.787414551,109.80103302,113.555480957,105.56754303,111.708633423,112.640739441,105.798316956,121.224441528,6855,107.14
93.3147506714,88.2404022217,84.5111236572,93.0011520386,90.8233947754,88.8813552856,93.3124389648,94.1123580933,86.6267166138,94.6659851074,85.4766998291,92.7147293091,90.9647216797,94.3072814941,92.2234344482,91.874420166,97.1762313843,94.8912811279,91.5497512817,88.1753692627,95.4269561768,91.4975357056,94.155456543,98.6573257446,87.6313095093,89.982208252,90.619758606,86.4852752686,88.9706192017,95.8379440308,1591,97.02
99.7338790894,89.6125030518,88.2028656006,93.2278518677,93.7252655029,92.0626449585,89.0979766846,98.5815200806,88.3567962646,96.2471313477,89.4230270386,92.5794906616,92.6678466797,97.2704925537,89.3590393066,89.0258255005,93.5425872803,91.0694198608,89.5018234253,92.107383728,91.2504196167,90.9338912964,90.734413147,84.0914535522,92.7912368774,90.8901901245,93.0768814087,88.9861373901,87.010925293,92.0585861206,3087,94.08
109.037742615,111.388404846,108.968307495,115.282592773,109.689544678,109.594459534,106.483146667,112.839103699,109.353431702,107.089393616,109.200508118,113.655426025,111.544380188,111.734397888,116.31023407,106.591186523,107.068763733,108.934669495,114.56879425,105.762420654,116.832847595,112.612281799,106.787330627,110.47731781,109.423423767,115.725700378,110.410858154,112.684120178,111.592971802,115.685707092,700,115.5
92.2693710327,86.9797363281,86.2465515137,89.3238220215,93.8372573853,88.7986907959,88.4301528931,88.6027297974,91.1406173706,84.3414764404,95.1968307495,89.1094741821,90.8113098145,88.6523284912,95.2051849365,98.4507522583,90.6497955322,86.8158493042,90.9328765869,89.0351028442,93.3211135864,88.4305953979,94.1058731079,87.909538269,88.3290786743,92.5468673706,94.8331680298,86.6551513672,87.3380584717,89.3267593384,561,92.94
90.4333343506,85.8101119995,92.0487747192,88.3177185059,88.1470413208,95.0381698608,90.9936294556,87.980506897,88.3348770142,94.1127243042,84.483253479,88.0767745972,91.4036254883,96.685874939,93.0089416504,90.1665802002,90.2005691528,90.9822769165,96.9152832031,88.563369751,90.6906814575,87.0227508545,97.1350021362,91.9482727051,89.1396865845,91.203163147,87.435295105,86.9625244141,89.6869049072,91.4715499878,6769,89.88
93.3008117676,85.7089614868,91.3303451538,85.7447128296,88.4974594116,95.736907959,87.3428649902,91.3732757568,83.1205291748,92.7648086548,88.9492340088,97.2461090088,90.1976623535,92.2886505127,92.4789428711,88.9253463745,93.98021698,95.494972229,89.7588272095,86.0845489502,86.3593139648,91.5781936646,97.0459518433,91.8907623291,87.7539367676,93.0126724243,92.3241271973,87.8495025635,90.6128082275,92.8731613159,3825,90.97
114.173660278,112.586013794,109.203689575,110.692970276,122.568061829,118.780250549,108.307624817,105.967735291,106.037483215,113.161651611,109.949653625,115.180000305,111.771743774,110.428848267,116.348045349,112.767669678,109.780197144,102.025421143,108.588302612,107.510032654,112.776924133,103.059364319,105.763656616,109.86907959,112.690811157,114.969985962,111.849937439,111.564605713,106.891067505,112.334037781,2431,123.24
92.3784942627,89.8982162476,95.4079742432,90.8842468262,88.6600875854,92.6945266724,98.4635162354,92.4951248169,89.4917678833,87.2112579346,90.3238677979,98.3170471191,86.6056442261,92.7172851562,94.9990921021,88.1380615234,92.53465271,92.6813735962,93.4577178955,89.7775878906,93.8704299927,98.8517074585,88.6310882568,99.9678421021,95.8226318359,92.8441543579,102.086036682,90.9268264771,88.8609237671,92.2869186401,1288,91.3
117.070983887,109.874740601,104.647125244,106.127693176,110.983337402,114.576873779,106.999801636,119.590675354,116.525398254,115.944252014,113.130554199,111.292701721,117.214782715,114.966438293,117.466720581,110.8934021,107.848953247,109.636581421,115.112030029,104.328994751,108.390388489,111.637634277,113.748703003,111.401870728,116.668693542,115.1771698,109.449638367,96.2192001343,106.308006287,114.456016541,8300,103.62
92.0845413208,85.0991287231,85.9714813232,92.7329330444,91.5488510132,89.2127456665,89.6396865845,91.9815673828,87.9113998413,94.2604141235,87.0106887817,86.2560348511,90.6651000977,88.0542144775,88.3704986572,92.5803222656,88.1209182739,94.4421615601,92.3802719116,86.4967269897,91.812210083,96.1781845093,94.7906646729,90.3355178833,91.3441162109,89.2638702393,93.156829834,88.7291488647,97.705581665,84.7421035767,8219,100.08
90.5731048584,84.8298568726,85.4014892578,88.0821228027,90.1642684937,86.2632446289,92.2557678223,90.9882049561,92.543800354,91.931854248,89.2285003662,93.1397018433,90.6648864746,91.8602600098,91.3246536255,93.2689666748,91.2578125,94.8091278076,95.3497467041,82.3958053589,90.7104797363,86.689453125,90.2465438843,94.575302124,90.021156311,85.5065231323,86.7066574097,86.7560272217,89.1506958008,92.409324646,3874,97.87
111.384185791,108.236114502,107.07723999,111.100608826,119.07434845,106.480247498,105.62134552,108.95766449,112.207855225,114.46913147,109.927062988,105.719825745,115.526077271,106.281448364,117.617462158,109.011299133,99.1507492065,112.583282471,107.443626404,104.274734497,110.045890808,103.140785217,109.175315857,111.013877869,103.525085449,105.18938446,111.657287598,110.307556152,111.155738831,114.0887146,6957,107.94
105.23412323,100.574836731,106.412666321,100.475563049,108.248695374,105.48677063,107.43296051,106.033416748,103.830566406,107.872917175,104.984985352,108.490638733,104.703933716,102.250679016,113.387748718,108.656944275,106.615600586,104.730766296,106.054946899,97.2930526733,104.390319824,104.866134644,108.524551392,105.665435791,105.540679932,108.992012024,97.0049438477,100.669746399,102.789535522,103.615875244,6155,106.96
114.113624573,115.434463501,107.023139954,114.242622375,123.77545929,129.88822937,117.30115509,121.56803894,115.458450317,119.086296082,116.156593323,113.160797119,122.640014648,121.884521484,116.345619202,100.908660889,99.786857605,115.217063904,120.693206787,110.231002808,111.545936584,116.348381042,119.989685059,123.193618774,116.046318054,115.675804138,111.814086914,140.349380493,113.227737427,111.677787781,1418,112.78
111.960678101,104.700798035,101.282897949,109.975601196,109.022323608,108.649841309,105.797157288,106.059059143,108.176345825,103.062835693,110.761413574,106.951820374,102.315574646,114.734291077,114.056365967,111.755828857,111.345756531,111.914955139,108.341140747,109.188957214,106.073379517,101.838554382,104.012825012,107.990966797,111.933280945,115.579124451,111.613525391,107.900596619,109.055786133,111.330986023,7365,111.16
78.8530807495,73.2305221558,73.2883300781,78.1156539917,78.6170425415,74.3658752441,72.7560195923,78.027053833,67.8710632324,79.7044372559,79.924156189,69.8886642456,79.7875061035,73.0909881592,77.2940139771,75.6642532349,75.9362335205,75.8662490845,65.9307174683,75.4548339844,73.0121383667,71.0042572021,71.3597106934,74.8458480835,76.8615493774,71.9571533203,68.1054534912,65.9286499023,74.3050842285,70.1338577271,639,74.0
90.8158721924,86.9884643555,90.2334671021,92.5560913086,89.3697967529,91.4178543091,84.5874404907,92.4571914673,83.1499710083,90.6195983887,93.6649780273,90.3345489502,92.0525665283,92.1512680054,97.1314086914,92.9903106689,91.8011856079,87.7430496216,88.5304641724,89.1441802979,91.2551345825,89.1618881226,93.2565460205,93.2470932007,93.7885437012,91.0623474121,89.927482605,89.2687149048,92.9258956909,94.337310791,5809,112.86
92.3204956055,86.2364425659,86.7249908447,87.4538116455,89.110168457,89.1939163208,90.3430023193,91.2941589355,88.3980255127,89.0300598145,87.4169769287,97.5753250122,98.120475769,93.1972122192,86.8402786255,89.4940338135,95.8125076294,88.9531860352,93.4268875122,87.5802688599,86.9683609009,91.8691329956,92.1993789673,87.8650817871,88.4146270752,94.3950958252,89.8943786621,85.6644287109,87.9948577881,92.5840530396,2140,97.94
92.4075622559,90.6947631836,91.5197067261,89.5701599121,95.2339324951,90.0093383789,91.8381576538,90.1119384766,89.6205215454,92.1668014526,94.5187225342,89.9926986694,88.1883850098,93.6753997803,91.75831604,89.0154876709,90.3324432373,92.2103424072,85.4549331665,90.8909378052,93.4704208374,90.3723220825,89.953414917,92.0832290649,95.3743515015,87.4161834717,94.4667663574,88.9684371948,90.5964584351,87.1231918335,790,91.21
92.7014923096,90.22706604,97.3887786865,94.883140564,91.444442749,94.1736602783,90.6360321045,91.6055908203,88.1986312866,86.9385528564,92.5656356812,89.9167098999,92.3453445435,91.3456115723,89.9683609009,93.7008285522,88.4128952026,98.5904006958,92.3263320923,88.9620742798,90.1191253662,89.5919494629,89.4361343384,90.5367279053,87.3433151245,94.6849060059,90.1877593994,94.5826568604,92.1230392456,89.0243988037,5700,96.38
95.4389419556,86.4400634766,84.707611084,96.0505752563,91.439414978,94.6923980713,89.2817230225,97.8832321167,85.2303695679,93.1838302612,97.5479125977,91.8802566528,90.3221588135,89.0640945435,92.9455337524,95.5827026367,96.224281311,95.1637115479,90.3493652344,87.3633575439,85.6530990601,84.8554229736,95.1775054932,90.8627166748,92.1453552246,91.1785354614,95.3527297974,88.8076171875,89.2797164917,92.9967269897,535,92.23
90.9081268311,91.4514923096,90.1026077271,86.7729873657,93.920211792,90.4951477051,86.2345733643,92.2085800171,88.7317581177,85.6621017456,87.744720459,89.2066421509,92.7191467285,92.2742538452,89.3588638306,90.9578018188,93.282409668,89.4339828491,91.6189651489,87.7149047852,92.3685150146,89.788520813,90.5721893311,92.8966217041,91.231918335,90.0789031982,93.208984375,89.1668243408,92.6421890259,88.8129043579,5313,89.86
108.332885742,108.546279907,111.290885925,108.181060791,101.367103577,107.131797791,107.570838928,116.55418396,120.214431763,111.481826782,114.464935303,114.259437561,112.058036804,110.470695496,118.406944275,108.921577454,106.606018066,111.975791931,107.794410706,107.172920227,111.902557373,109.955032349,105.551719666,112.212539673,111.565582275,113.911201477,110.558052063,111.170959473,111.504989624,111.605743408,2716,118.06
92.4426422119,90.2357177734,92.2328872681,89.1601409912,95.3955230713,95.0699081421,87.1343002319,89.3935928345,92.0425720215,85.5399169922,89.0126953125,91.6229248047,94.1282806396,85.4250335693,95.5503311157,90.530166626,92.6094512939,93.2488632202,90.8345031738,90.9976425171,93.8252258301,85.8201904297,92.9729995728,92.8767089844,93.7117996216,88.7568283081,86.5759506226,90.6967086792,93.1605682373,93.1733474731,744,99.48
102.944274902,97.5778961182,99.0616836548,106.051361084,111.07611084,102.755882263,103.854873657,95.9133300781,103.640129089,95.4333190918,99.8291473389,111.697097778,102.434181213,104.469017029,104.250137329,105.744812012,104.346832275,106.544067383,94.9011001587,106.073783875,99.6343078613,89.9345169067,102.283546448,102.808959961,97.1251983643,99.7045669556,100.68724823,109.689918518,107.493370056,98.8581161499,3000,101.13
106.466506958,106.21635437,105.643722534,113.198471069,115.744064331,106.92956543,109.76385498,116.255462646,109.145011902,114.182296753,108.318809509,113.281402588,112.423164368,109.369239807,104.047302246,99.5118942261,108.623161316,111.98588562,109.395835876,109.764968872,107.128356934,113.559288025,111.738014221,108.851158142,104.925476074,106.882598877,108.273300171,95.005355835,103.37651825,102.317405701,3764,107.85
112.094596863,115.210922241,112.419242859,111.718826294,110.855293274,106.225196838,109.300666809,100.700553894,108.580078125,113.934616089,112.953796387,113.020240784,117.134048462,107.33013916,119.713973999,113.371269226,110.028900146,114.86239624,109.154281616,106.389450073,107.672172546,108.081733704,110.870498657,116.180084229,106.403251648,111.419883728,101.745742798,105.064620972,111.119277954,112.494392395,2621,105.8
93.4351425171,86.5572052002,90.4024505615,88.6744842529,93.0360336304,92.5987319946,89.2991027832,89.3173294067,92.3951644897,86.9158859253,90.4270553589,97.8099594116,93.2168502808,95.395652771,94.6519317627,92.8569488525,92.4533996582,93.6412963867,92.8495101929,90.6758880615,90.21144104,90.5731506348,90.213684082,92.5260696411,90.2524261475,87.6044769287,94.1021347046,90.9599838257,96.2010574341,89.6656188965,2832,95.76
95.7077484131,87.632019043,90.0741577148,91.4106674194,90.7161712646,95.5425262451,96.2393417358,91.8055114746,87.2608184814,99.7176971436,88.7913360596,95.0435028076,100.096870422,89.8360900879,94.7525863647,93.8048553467,95.690574646,94.4804153442,90.2576828003,90.1626663208,90.5424423218,98.4489059448,88.2274169922,88.4879608154,93.6346359253,96.0804138184,90.4792404175,88.1905822754,89.1329727173,90.0088348389,6415,88.04
95.028755188,92.8376693726,86.3073959351,89.9060516357,94.181060791,87.1131973267,86.8005981445,93.2940063477,98.9186706543,84.9823303223,88.1316223145,90.9798126221,90.5402374268,91.6287689209,93.3049545288,92.8965606689,89.3757324219,90.9488601685,93.7099151611,92.8696289062,92.6484069824,93.7118759155,94.1930236816,92.3681869507,90.5898513794,96.5463943481,88.5982055664,84.523765564,87.1789703369,93.6800994873,523,87.58
73.9942398071,68.9004745483,72.9135437012,74.9922180176,71.1243591309,72.5444641113,73.5868911743,73.2046890259,77.9756011963,79.0386962891,78.3019485474,73.5938415527,80.4368896484,78.1306610107,77.4688568115,80.0167770386,69.9364624023,76.5168609619,77.1589660645,75.2686080933,73.3775177002,70.0120544434,76.2195510864,78.8053207397,71.6709899902,73.7473907471,80.3169555664,65.9990844727,76.3171157837,71.9472885132,1443,78.19
