keras_MSE2_relu1,keras_MSE2_relu2,keras_MSE2_relu3,keras_MSE2_relu4,keras_MSE2_relu5,keras_MSE2_relu6,keras_MSE2_relu7,keras_MSE2_relu8,keras_MSE2_relu9,keras_MSE2_relu10,keras_MSE2_relu11,keras_MSE2_relu12,keras_MSE2_relu13,keras_MSE2_relu14,keras_MSE2_relu15,keras_MSE2_relu16,keras_MSE2_relu17,keras_MSE2_relu18,keras_MSE2_relu19,keras_MSE2_relu20,keras_MSE2_relu21,keras_MSE2_relu22,keras_MSE2_relu23,keras_MSE2_relu24,keras_MSE2_relu25,keras_MSE2_relu26,keras_MSE2_relu27,keras_MSE2_relu28,keras_MSE2_relu29,ID,y
91.3698196411,95.7732467651,91.4197616577,96.9976501465,90.1381378174,90.9582824707,95.2032623291,96.0503997803,96.3461303711,90.9750442505,94.1649551392,89.9985809326,94.923034668,89.9151687622,94.2301940918,94.0471038818,92.1788024902,99.5338516235,92.7808761597,89.8340759277,94.4805908203,93.7587203979,96.9144210815,94.6959075928,93.6926498413,96.9576644897,95.0333557129,84.7081680298,95.2408981323,1242,87.1
121.013336182,113.160758972,112.583557129,113.227119446,117.894371033,115.739700317,116.1693573,117.185951233,116.444587708,115.16582489,115.918518066,117.428100586,116.099227905,113.23550415,126.572647095,118.196090698,117.918121338,115.062843323,114.871017456,122.507606506,115.914909363,119.120826721,116.042732239,119.034011841,113.994346619,116.816703796,121.188713074,115.167404175,110.725692749,1327,115.73
109.808441162,114.090232849,116.803138733,112.27721405,108.212898254,110.783416748,108.919975281,112.943275452,109.3098526,114.745758057,111.91783905,114.640930176,117.701057434,110.611793518,116.035133362,113.195022583,100.482879639,111.629402161,115.706581116,118.32989502,111.745895386,106.540328979,117.400184631,116.657867432,113.907844543,119.310562134,118.116737366,111.414161682,115.366584778,5450,107.68
89.657081604,92.6572189331,98.4353256226,91.9345779419,93.2284622192,93.5485610962,98.6159133911,92.4925537109,94.1801452637,95.0297851562,97.9654998779,88.0494155884,94.4063720703,86.4562683105,89.7142562866,94.4141082764,96.3732910156,91.8497695923,96.4282836914,90.930770874,91.3109436035,86.0066986084,96.5430450439,90.4241027832,93.5282516479,94.9306793213,93.3975296021,86.8099136353,94.5790100098,7728,90.18
90.5794372559,90.4415054321,93.4632034302,96.26512146,93.7877807617,91.4829559326,91.4629135132,93.8733291626,93.1195907593,92.3411178589,100.410217285,89.3711090088,91.5659713745,90.1163101196,93.7986450195,93.5110321045,94.5486221313,94.9335403442,93.131362915,95.8460464478,92.970954895,92.0592956543,91.8192672729,94.7403945923,93.0266647339,93.148765564,92.5531616211,84.1821899414,90.1040039062,2410,92.7
92.5462341309,95.3552398682,94.1725540161,93.4533996582,99.5003051758,97.601600647,92.707901001,92.0338363647,98.0680007935,93.8857727051,94.7367630005,95.0790100098,86.5111083984,97.1472167969,90.1243667603,90.2239685059,90.7973022461,94.8186416626,103.976867676,93.5323791504,94.7149124146,94.9617080688,94.5404586792,95.0931472778,96.0387802124,92.5829315186,100.948402405,88.7035446167,94.9604187012,6612,94.12
95.1662368774,94.355682373,90.1011199951,91.9298095703,87.9547119141,89.3906860352,94.8377151489,93.2863006592,90.8605041504,88.1890029907,96.1028747559,89.2117385864,90.0086212158,86.4899902344,94.6033248901,92.1976089478,88.7047958374,92.7648925781,92.7571411133,91.0737991333,95.3677215576,91.1033401489,92.3933105469,100.269355774,90.3195037842,94.181098938,92.1213684082,91.2206039429,98.6633224487,6856,88.08
110.682342529,112.562210083,112.582267761,113.600212097,120.770935059,111.3331604,111.848678589,113.043647766,112.006919861,118.163528442,110.593109131,117.835456848,107.1355896,116.37272644,114.67150116,118.843223572,113.082077026,115.473258972,114.398574829,118.114776611,118.187271118,112.574386597,109.005126953,118.017822266,109.616760254,121.357925415,120.123100281,110.778640747,113.942901611,190,110.98
92.9699859619,96.5554885864,95.9400100708,91.9115829468,92.6991271973,93.6747360229,94.5435791016,91.5719604492,92.7065658569,88.3682174683,91.4960098267,87.9792022705,95.2537536621,88.1393966675,93.4153137207,88.8706283569,89.5217132568,95.0181808472,89.7589187622,88.639755249,93.4191055298,90.0222930908,95.9090805054,92.8592834473,95.7038497925,92.6597442627,90.7169647217,88.9382553101,94.7220535278,2651,88.57
91.2523956299,90.1834411621,92.4138336182,95.2417602539,91.7191009521,97.3486404419,97.961227417,96.6035690308,96.756149292,93.4732894897,96.1401367188,94.9870681763,93.0265274048,97.1186065674,93.6113739014,95.8127670288,93.5125808716,95.8017654419,96.0527038574,89.5888977051,97.4846801758,97.8693008423,93.6853637695,97.5436859131,94.4880142212,92.0884475708,94.7443313599,97.8482131958,102.174263,1476,93.26
103.467140198,101.882614136,103.196151733,103.544517517,109.73815918,108.069709778,108.866722107,103.327735901,104.597984314,104.614028931,103.434371948,110.781333923,102.777084351,108.162483215,106.452423096,107.439788818,99.5203170776,108.805335999,103.855613708,106.984031677,102.362098694,108.282691956,104.821846008,102.403869629,107.580856323,107.148208618,110.470733643,103.360725403,104.128746033,5840,105.34
111.59879303,106.114547729,105.131324768,103.860366821,115.936798096,109.863723755,112.779830933,101.32245636,114.899864197,110.82648468,106.763931274,107.268417358,106.784507751,103.121406555,113.608222961,112.264823914,110.054504395,110.535453796,112.17149353,114.443641663,114.317565918,107.550773621,110.3751297,115.876815796,106.976303101,111.697662354,111.399528503,112.980308533,111.976875305,2949,110.44
77.3524093628,82.2201004028,80.3407211304,76.9634933472,77.8174591064,77.7736740112,80.0258178711,79.3616485596,76.5149459839,75.410484314,79.7218780518,80.0112686157,75.3940887451,81.702796936,77.684135437,76.0187988281,74.9223251343,77.8262252808,81.0802230835,75.2225799561,72.1897506714,76.9689941406,74.6785583496,77.8100891113,82.209815979,77.3937225342,76.9394226074,82.7503738403,81.6699523926,2915,74.1
94.5912704468,97.9014511108,92.2816238403,93.9977416992,94.049118042,91.5722808838,93.7124633789,89.7311935425,95.2474746704,100.345489502,93.303352356,93.5639343262,96.5044021606,88.2447967529,93.810798645,92.6174926758,88.6832275391,93.303314209,98.2134780884,101.753334045,93.9823150635,88.4993667603,100.53288269,96.5154037476,94.0242004395,90.3469467163,93.0779495239,93.9529724121,94.9352340698,1205,114.85
88.6927871704,94.7783203125,86.3715133667,91.6315155029,88.3857116699,93.1080703735,93.6260528564,93.5424957275,90.0801239014,93.438911438,93.0471954346,90.2797241211,89.4333724976,88.4285583496,91.2040023804,94.3469085693,92.7774887085,91.2990570068,88.8790893555,96.3403549194,93.9865036011,93.566444397,88.7129592896,93.7928161621,91.9997558594,94.975769043,92.5265884399,95.8818740845,89.1882858276,2088,93.96
104.352310181,103.893501282,102.203773499,100.32837677,103.663871765,100.565483093,99.9119110107,103.296569824,99.9446411133,101.07951355,102.830657959,100.940345764,102.901939392,98.477355957,99.6606826782,103.187286377,102.799888611,105.717338562,102.942062378,99.8502960205,101.898971558,96.9562911987,94.3233566284,100.828330994,114.837654114,102.475753784,106.029472351,101.905899048,104.576255798,8109,97.93
109.045059204,106.414108276,107.528800964,108.112724304,105.965385437,112.402198792,109.877937317,111.123329163,109.67388916,109.686050415,111.535118103,108.462905884,111.239555359,111.904624939,115.454681396,116.421730042,112.468955994,115.102844238,117.16544342,109.677742004,110.565589905,116.23915863,110.004859924,112.395065308,105.191467285,109.997024536,111.48651123,113.366340637,107.049911499,344,105.87
93.7802734375,98.5268707275,97.0435028076,92.176940918,99.2183837891,98.2637634277,92.8536529541,93.9265518188,95.1937561035,93.5041351318,91.7271194458,92.3806991577,92.2731704712,90.8519515991,92.1385726929,93.1581192017,95.3332672119,93.2122650146,90.5720825195,103.207199097,94.5208206177,94.5887985229,90.1516799927,99.9691543579,94.528793335,98.6121368408,99.811706543,96.9631729126,89.9895706177,4753,88.2
100.557342529,109.411499023,108.816169739,104.448562622,99.4719390869,107.499656677,106.04322052,108.862297058,105.519248962,107.662528992,105.905174255,105.878387451,103.112876892,100.588424683,107.145553589,108.497459412,105.467575073,106.020042419,105.614967346,100.7890625,100.631401062,106.572685242,99.9451446533,105.334480286,105.586715698,109.5911026,104.17515564,111.555198669,103.771957397,1811,98.95
94.5624542236,93.7424316406,95.2859802246,95.0680618286,92.1978607178,93.0567245483,89.3516921997,96.371055603,95.6452178955,93.5843887329,87.7877883911,92.4051055908,91.511100769,86.9743881226,91.901512146,90.9292297363,91.6784362793,94.3022994995,95.1787109375,89.5052719116,96.236114502,89.4730377197,95.4202651978,96.8328704834,94.848449707,92.3647232056,91.1615753174,96.6452941895,92.3426361084,4073,88.7
95.6962738037,93.40209198,93.1487121582,96.6840896606,88.7676696777,97.1551208496,90.9167480469,90.5207824707,96.8830337524,96.1541213989,92.5678863525,91.6440658569,94.4857254028,87.8166885376,95.6533203125,95.0493927002,94.4841537476,93.4011383057,97.369140625,100.790893555,95.6043167114,93.8150482178,96.4621887207,95.3290939331,94.0100708008,90.6988525391,93.583946228,100.233314514,95.717048645,5060,90.14
110.933326721,113.508293152,118.018997192,113.132148743,111.613212585,115.053092957,109.197570801,112.357093811,111.424499512,114.331680298,111.86416626,115.810455322,113.130661011,115.136459351,109.426025391,109.258399963,111.149307251,114.189498901,116.023155212,111.262634277,109.627334595,115.552452087,110.160469055,114.332725525,114.463935852,116.38180542,111.460464478,106.569221497,111.531333923,6031,106.41
97.6086120605,101.987800598,99.9954986572,98.038848877,103.331161499,102.139633179,103.088180542,101.424972534,101.177604675,101.841201782,102.135932922,98.0732498169,103.563964844,102.626525879,106.446716309,102.991416931,103.892929077,105.23223877,104.098403931,105.01701355,102.087524414,97.3961334229,100.805793762,107.09954071,107.102561951,110.694000244,102.604400635,98.4617996216,100.192871094,7723,115.33
109.365127563,110.026626587,105.812164307,111.624786377,112.938186646,111.080352783,110.794433594,111.75818634,120.313804626,107.628593445,111.725387573,112.727279663,112.116897583,114.713790894,116.090118408,114.162002563,100.920204163,114.80304718,111.002708435,113.682556152,113.397842407,110.303733826,107.174407959,113.57258606,108.342735291,120.534004211,116.214675903,112.506469727,112.86756134,3218,111.64
102.295692444,107.475006104,102.874458313,106.009368896,97.2458953857,107.722366333,102.331924438,98.5943832397,106.162063599,102.275146484,107.313232422,101.669403076,102.668045044,99.1720809937,104.714859009,101.63432312,104.965713501,108.048797607,106.812019348,104.805877686,99.3748245239,98.5389404297,99.6701965332,104.900291443,104.114181519,108.216690063,105.250488281,100.589141846,100.80381012,7089,105.28
76.9008331299,79.8298034668,79.3399200439,79.1437683105,76.6684265137,75.6633377075,83.8610839844,79.041015625,79.6787719727,78.4891738892,78.4056167603,75.2742385864,75.8538894653,80.8572921753,81.7149353027,74.8722000122,74.3217163086,79.7323455811,74.7914733887,81.849067688,73.1974563599,77.9267807007,75.9826126099,81.2219238281,76.2742156982,78.8083343506,77.7095794678,77.9899139404,82.2082748413,4940,77.06
97.2565689087,96.0629425049,95.4868621826,95.2683258057,99.401222229,102.249946594,92.9855957031,90.4867248535,94.0869293213,104.915992737,95.9147491455,94.5928573608,98.6208572388,94.9755630493,88.7191848755,94.0257644653,96.2731704712,105.950157166,93.2615432739,95.3803939819,95.9573287964,97.0353927612,96.5888061523,91.5660247803,96.7296600342,95.9741287231,100.0675354,95.8755264282,94.6848678589,6268,94.62
93.1337127686,97.3115081787,88.16065979,96.3947982788,103.236328125,92.9253616333,93.2671813965,90.0377655029,93.1644287109,88.3066635132,96.2239685059,89.2932052612,94.5486679077,97.2370605469,91.3960189819,93.1250076294,102.182388306,94.7804107666,89.4940643311,99.1932983398,89.4873504639,96.4769821167,97.2464370728,97.9642181396,91.6739578247,95.9979095459,95.2810974121,92.3388290405,102.103607178,5247,91.91
89.9097290039,97.05103302,94.2423782349,91.0344467163,93.1859664917,87.3494415283,91.1458587646,91.83177948,98.5184020996,95.0280075073,94.4177093506,87.7584075928,88.7800674438,92.3669052124,90.4651184082,91.6114425659,95.2224578857,97.1977844238,93.6965789795,90.9394836426,92.0315551758,91.4827880859,96.9904937744,92.7289581299,91.2305145264,91.940536499,87.4579162598,95.1542510986,93.9846954346,7069,89.59
103.88445282,106.763320923,109.323127747,101.331619263,115.567588806,119.019363403,106.826698303,108.779808044,109.883781433,113.614471436,105.898551941,113.193916321,112.779304504,106.408554077,115.541893005,111.590446472,115.684036255,116.44719696,114.220909119,112.814613342,111.919708252,117.84980011,105.636161804,107.610328674,114.22555542,109.325622559,112.93977356,95.647102356,115.657318115,5510,114.91
111.15422821,109.065071106,105.576347351,109.686882019,107.162322998,111.537597656,113.618278503,114.764007568,112.610580444,119.824256897,109.318153381,115.700737,106.558578491,112.268913269,116.431228638,116.314414978,111.674026489,110.942970276,112.455032349,117.693351746,107.388206482,108.6929245,113.645645142,114.962463379,113.17791748,114.971076965,114.62714386,110.668418884,115.323623657,8123,106.0
96.197845459,96.1430740356,90.8741989136,93.8954467773,100.736083984,93.5335617065,99.74659729,95.9888916016,97.4925384521,94.8903656006,94.6631698608,96.3284759521,95.7752685547,94.9930419922,95.092590332,94.7677307129,98.8631134033,93.2127075195,91.7257537842,91.2260055542,96.5161743164,97.2422180176,98.3729782104,92.7306137085,92.0454101562,94.2848968506,100.717315674,89.4107894897,97.6985321045,2397,94.16
88.8055801392,93.8304290771,92.0747299194,94.7758331299,102.545227051,95.2561721802,92.9467697144,94.7732086182,93.3936004639,88.2437133789,94.5362091064,89.3007354736,88.0928192139,92.9798431396,94.5475616455,89.9697570801,88.2244110107,93.175567627,96.1410980225,98.7645492554,96.4761962891,90.0950775146,88.5814437866,88.5800628662,94.4342956543,96.8307113647,96.2199172974,92.6731262207,95.3524703979,7674,90.01
92.0513305664,97.1971740723,91.7209472656,95.4425964355,87.7048797607,93.1831588745,87.6864929199,88.8026885986,90.5815963745,93.3943252563,93.6968841553,90.4888763428,90.0386962891,92.3533630371,94.5929794312,95.2415313721,93.2129821777,93.7116775513,88.5413284302,95.0811843872,91.866104126,95.8625869751,95.4345855713,91.5604095459,90.3598632812,96.0935592651,104.357421875,94.4325714111,99.8026580811,8291,99.91
113.437171936,127.777366638,113.419197083,112.771507263,117.775436401,119.109008789,110.031829834,111.486991882,109.988815308,118.232681274,118.245620728,122.278411865,115.040618896,115.130805969,125.672431946,116.373069763,113.549263,119.271087646,118.363609314,114.350196838,107.131660461,116.457801819,116.160827637,106.732063293,109.850028992,111.364402771,115.392791748,112.946365356,111.118049622,504,122.24
115.40536499,113.816123962,117.071670532,110.608528137,121.755187988,113.148368835,118.438194275,113.233039856,127.473526001,116.322563171,117.535766602,118.586784363,125.180786133,112.021842957,123.848678589,127.853057861,107.098747253,127.073043823,116.084701538,114.758743286,113.909637451,112.005561829,119.302101135,106.46194458,124.174171448,115.326400757,120.184661865,118.338150024,129.207077026,513,107.9
91.0980758667,93.0613632202,94.8359527588,91.2161865234,88.4059524536,89.5776062012,87.5024032593,90.8202667236,88.9177398682,91.4842147827,91.881187439,88.7406463623,89.0798568726,92.2341308594,93.7977142334,92.4946060181,92.2666320801,93.071105957,92.3546905518,89.6772766113,92.056388855,92.7442245483,92.3744812012,88.678276062,92.1412506104,92.423789978,96.7597427368,94.9944381714,93.0232086182,6501,89.35
112.03099823,109.260108948,110.005653381,106.327835083,115.584655762,110.02457428,109.121665955,106.94127655,109.036613464,108.841796875,110.359542847,113.173103333,110.257164001,113.683181763,108.644096375,108.348930359,111.802207947,111.00970459,111.526634216,106.89642334,103.871932983,115.956939697,104.631469727,104.808494568,111.576881409,109.833099365,110.75440979,109.371055603,105.831718445,2860,115.75
106.565612793,108.306365967,117.217529297,104.882392883,111.712402344,112.165809631,110.602058411,110.638191223,107.067077637,110.079269409,108.826126099,114.588493347,104.02243042,112.855171204,108.559944153,113.137901306,106.717056274,114.962974548,111.940864563,109.662147522,107.81137085,114.320259094,109.266868591,113.400123596,113.203979492,112.279418945,114.684333801,104.984809875,112.733657837,3160,110.33
90.4377822876,97.8288192749,89.5426864624,94.2943725586,95.7221755981,89.4179763794,91.0525054932,100.710586548,97.6955337524,95.9435195923,94.2038574219,98.8098220825,96.0770797729,98.7311859131,92.0315093994,90.5101470947,96.6167831421,90.9865875244,90.196723938,88.6811752319,94.5646591187,91.7200012207,94.4124450684,97.0989303589,92.8134231567,97.0946731567,91.4044113159,94.0495986938,97.4744262695,908,88.47
94.2592773438,91.7622756958,92.2480926514,90.4611053467,91.1630249023,91.9807891846,92.9751434326,90.431060791,89.0245132446,94.6212158203,94.0160217285,94.315574646,91.9678878784,86.1297454834,93.8411560059,90.372505188,96.2816009521,92.4826583862,88.8969497681,91.6332015991,92.2038726807,95.3752975464,96.7951812744,93.5584106445,89.3292617798,90.2303619385,96.0996398926,88.1431503296,96.3644866943,5157,97.28
115.972984314,105.341346741,109.535804749,114.821838379,109.781425476,112.157241821,114.946044922,112.976448059,106.82950592,112.545951843,114.463157654,109.762924194,110.224876404,111.134811401,118.076560974,112.181716919,110.713043213,119.276664734,111.881408691,120.295059204,112.239189148,108.166275024,105.517555237,114.260673523,113.152389526,114.271789551,118.478492737,103.069374084,110.522789001,50,108.14
93.6549758911,98.7488021851,98.6531448364,91.1300506592,93.5905761719,93.8509216309,95.1121368408,92.0977020264,96.2786865234,90.4778137207,90.2605133057,97.2919845581,92.3339233398,88.9919204712,92.4216079712,90.6815948486,91.2694549561,92.780670166,90.5551757812,94.5745697021,92.5863418579,92.1669540405,95.6760940552,93.043510437,94.5720214844,92.2436981201,98.014251709,91.8555603027,93.3792190552,2169,89.0
90.752204895,90.3160324097,92.6805038452,93.6773071289,95.8499221802,94.3653717041,91.5778884888,95.8295440674,93.1864471436,97.6988525391,92.5046691895,87.6205596924,90.0785140991,92.2085952759,88.5228118896,91.9803619385,96.0009689331,94.0584030151,90.1399154663,90.458114624,92.2088623047,91.6307220459,99.4823760986,92.4390411377,95.1924972534,94.2570419312,91.6755752563,93.779258728,93.2431106567,4502,96.77
90.9188766479,94.792640686,96.4242401123,87.872756958,92.2740402222,94.3484954834,90.8368225098,96.4695053101,95.9250335693,92.3351516724,98.8509597778,92.215713501,90.808631897,99.3877944946,94.9788284302,90.0487442017,92.4003372192,91.6181945801,88.9890518188,91.0499954224,96.438873291,94.3041687012,93.8209991455,94.9547958374,95.3577041626,92.0066757202,94.9118347168,89.9602661133,94.9460296631,6035,94.51
104.475456238,103.410995483,107.008377075,103.949066162,100.196266174,101.781829834,103.4895401,105.446174622,105.378860474,101.751792908,105.841705322,102.914901733,103.601463318,101.48474884,101.589485168,111.365653992,105.958824158,104.041679382,103.967582703,105.920043945,104.442016602,102.059486389,103.913970947,103.647514343,105.238754272,106.026489258,107.299385071,102.730796814,106.362464905,2097,99.2
87.1930160522,94.4836502075,94.1763000488,94.6670532227,99.1415939331,95.0819168091,92.4991455078,93.6149139404,98.6075210571,94.0032119751,94.2309951782,98.0881729126,91.690032959,92.1446990967,94.6958770752,94.2583007812,93.4029388428,94.0269470215,93.6214752197,96.3165512085,94.6619873047,92.4648590088,88.6144485474,93.2863616943,92.8794021606,93.5536422729,96.5577774048,94.7847976685,96.0750732422,7175,89.79
116.638824463,113.56186676,114.840202332,117.245544434,117.33531189,112.114852905,113.796836853,116.878372192,117.933898926,119.11277771,116.536445618,117.822387695,115.838478088,111.066589355,118.227989197,117.98374176,109.152770996,120.224273682,121.86856842,118.395095825,109.853515625,125.317146301,110.260032654,115.461235046,115.458023071,115.1304245,114.230003357,110.743263245,115.371124268,4990,106.78
91.7287063599,91.8183441162,92.7674636841,93.5424499512,91.0703125,95.4526977539,91.7216110229,91.2074966431,95.6793823242,91.5416870117,94.2132034302,89.9195327759,91.1420974731,95.7518157959,89.0495605469,92.3288345337,94.1980056763,92.2456283569,93.0662765503,96.8428955078,91.3560409546,94.5805358887,91.0100631714,99.0120391846,94.2979049683,92.8631439209,95.4368286133,93.6001052856,95.2900772095,397,90.01
96.2708511353,95.3021469116,96.8544921875,92.7305984497,93.7767333984,93.1555557251,90.4826049805,99.6006088257,95.4267578125,94.5724868774,98.1577224731,87.7060852051,93.0270309448,90.6786270142,95.4837875366,91.1829223633,93.1958389282,93.906829834,95.9400939941,87.6496047974,92.2931213379,89.8940200806,90.7080001831,92.7476348877,91.0749740601,94.0567855835,94.8474578857,88.6756744385,91.5782623291,5478,103.42
100.757850647,105.171417236,106.278465271,101.043685913,105.509460449,103.345672607,101.55758667,103.484169006,106.978973389,104.02281189,105.18711853,101.954345703,102.007202148,105.466171265,101.434013367,109.769416809,105.39364624,107.224845886,108.459594727,102.184616089,101.130523682,104.39756012,100.77796936,104.840202332,104.278953552,103.910209656,108.599525452,101.794250488,101.835906982,1649,122.2
106.569496155,104.443328857,101.503593445,102.690689087,103.048934937,103.854278564,103.28817749,103.760917664,101.325843811,106.148460388,99.4053115845,102.64982605,98.5083694458,103.395057678,107.894973755,107.390174866,98.1823272705,101.93183136,104.622528076,104.826667786,100.50100708,103.492927551,106.507514954,108.067367554,96.6373901367,105.647392273,104.488082886,99.6681060791,102.975357056,5916,96.48
115.521949768,124.019714355,111.512657166,118.228408813,115.019691467,120.157691956,117.927947998,118.399665833,121.982810974,115.816505432,117.467956543,112.5572052,117.019180298,118.811408997,118.940818787,117.972442627,121.731109619,121.718589783,118.078872681,114.01285553,116.158432007,116.079864502,123.971664429,120.382606506,113.552757263,124.142433167,116.234550476,112.076591492,117.841827393,2028,115.13
93.3594894409,86.6635284424,94.8973846436,94.8145904541,95.571395874,92.292350769,89.3152770996,93.126411438,90.915687561,93.5598602295,93.1217880249,93.0570373535,91.5603713989,87.1336975098,95.009262085,94.9125137329,93.4042358398,95.7546844482,88.0646286011,89.8667678833,94.9808349609,90.5173568726,86.8446121216,92.4658889771,95.8396987915,92.0911178589,99.306602478,89.436630249,93.9215164185,4924,92.6
91.6354293823,95.7922134399,98.0257720947,90.8347702026,93.2985458374,92.0848312378,89.6746444702,98.4286956787,92.9702377319,92.8403091431,98.4562988281,90.9931564331,85.5881271362,91.2810516357,93.1631698608,93.5774841309,90.6281585693,91.0901107788,92.3966369629,89.8089294434,94.081741333,87.385093689,98.2987442017,96.1254196167,93.7742080688,93.369102478,91.6674423218,89.6586380005,95.4692764282,5428,97.36
93.4107589722,95.6046981812,93.559677124,106.264305115,90.7862548828,100.964927673,93.9760360718,92.9585418701,99.6014938354,101.615577698,96.9089889526,93.660484314,94.9422683716,89.9286499023,93.0439453125,94.959274292,101.200431824,108.690322876,94.9086532593,98.7603607178,97.1242141724,92.3945541382,107.730644226,93.0922241211,94.3166809082,95.0812454224,98.0884094238,95.1339492798,99.8868484497,1919,90.35
91.2871780396,90.1308746338,93.3765945435,92.7837677002,92.1655426025,95.3592910767,96.7936553955,96.1209259033,97.0676956177,90.6915283203,97.7547454834,94.8943557739,86.5288085938,97.5326080322,93.0912628174,92.2997589111,93.4557266235,96.5582046509,93.1707763672,95.089263916,93.5311203003,95.8645324707,96.9437255859,97.6279754639,94.4689254761,96.471824646,99.7895889282,97.2617340088,96.6118469238,2875,94.26
92.7901687622,91.2550735474,93.1123809814,92.4137802124,84.5905761719,89.615234375,88.1267318726,89.1715545654,92.4266586304,91.6088638306,91.6878356934,88.6902160645,90.1712722778,87.653137207,91.9044189453,92.4185791016,91.9888305664,98.3673858643,91.3836593628,91.3727340698,91.851272583,92.3790359497,93.8850708008,95.1318283081,90.3028564453,89.0460891724,90.4536361694,86.1709976196,94.0125961304,7254,91.82
75.4969024658,77.7709732056,82.2362518311,77.1676940918,79.0705108643,75.8698730469,80.1663360596,80.3301391602,78.0573120117,74.3982315063,80.8396911621,79.3649978638,79.4422531128,80.4039611816,79.4698257446,78.7960586548,78.2805938721,79.6505050659,74.2475280762,74.9706344604,73.93359375,75.8470916748,79.7763824463,79.6926727295,81.2617111206,74.6392822266,76.7671203613,82.4634857178,81.2616195679,4169,75.42
92.0009841919,94.197265625,97.7611160278,90.4394073486,90.2204437256,92.5517196655,93.8671035767,92.5145339966,91.5361175537,94.3413162231,89.4263381958,88.4430847168,94.7556228638,89.8677978516,88.6816329956,96.7475509644,93.1820602417,93.3351211548,91.1120986938,90.4201278687,95.2782440186,95.9739532471,94.3402099609,89.6034469604,91.8596954346,94.3545837402,90.0419311523,88.7887191772,91.8224258423,402,88.1
92.041015625,89.5870285034,94.7439346313,91.3678436279,91.7927932739,95.7641296387,88.1945724487,93.6411895752,91.7676010132,91.272064209,96.5852203369,90.9944610596,90.1855926514,87.7643356323,91.6621780396,90.6457138062,91.6839828491,94.3630142212,90.4505004883,89.230255127,90.0149154663,84.7975311279,98.4499816895,91.9310760498,93.1049804688,89.3995513916,92.4228210449,92.1967773438,88.6021957397,1776,93.02
112.551567078,113.986366272,105.849967957,113.235954285,117.336784363,113.207046509,112.141784668,113.74080658,118.405349731,109.389678955,116.420463562,113.005638123,107.281188965,113.280792236,115.32976532,114.239219666,113.400848389,118.123016357,110.03868866,110.013076782,112.205993652,113.981742859,113.547889709,117.113998413,114.933876038,113.878173828,112.650665283,112.396362305,111.575210571,1357,132.59
112.429786682,114.004768372,112.442344666,110.716629028,112.044120789,119.077308655,113.261825562,122.659301758,116.429458618,108.977584839,117.689834595,111.347007751,113.87587738,114.658058167,116.738990784,111.506652832,120.763870239,117.063926697,111.714065552,116.375740051,109.998825073,110.944038391,110.633560181,119.386390686,112.619995117,109.910888672,109.642623901,110.903778076,125.03842926,7697,106.82
115.621620178,115.183700562,111.657554626,114.208786011,114.210083008,114.467460632,108.369537354,110.921379089,117.802719116,114.448997498,111.441108704,117.268592834,113.796440125,117.470191956,117.047065735,118.059516907,112.75806427,116.925117493,116.332015991,116.596412659,112.554862976,112.558280945,111.912498474,114.567062378,113.255432129,116.318740845,111.099159241,111.211364746,116.385986328,2609,111.47
112.83644104,114.000030518,108.121902466,108.291664124,114.286483765,116.189094543,111.738594055,110.972175598,115.959899902,110.258071899,115.005386353,119.042541504,107.157546997,111.259620667,116.031311035,114.000305176,106.562316895,107.035301208,114.978881836,111.736190796,108.382202148,113.360748291,112.905677795,118.817321777,110.2681427,116.594642639,115.98273468,105.387054443,107.616661072,4463,119.22
90.2440948486,90.7286300659,97.2407608032,89.1953887939,92.2392578125,91.3490905762,88.7675323486,89.9930725098,89.7990951538,88.7422409058,92.5880279541,89.1235046387,88.0952453613,93.7876434326,90.8605194092,89.2224197388,90.3955001831,92.8154296875,94.8487625122,93.6752700806,90.7085571289,90.8923568726,99.4906997681,91.7783966064,93.156539917,89.9667205811,96.7951049805,88.6830062866,91.1285705566,8309,88.54
93.7824859619,97.4141464233,96.3280334473,91.3289260864,93.2021484375,94.4281997681,91.225692749,90.985824585,91.6543121338,92.0687637329,91.2687606812,91.5966873169,94.2324981689,97.1963882446,98.5043792725,94.0970687866,92.7634048462,94.5019760132,91.4791107178,92.9158630371,93.4871444702,95.1301498413,92.0238342285,97.7061691284,96.3385467529,97.5124588013,92.1144943237,98.2270126343,97.1931304932,3209,95.67
108.178947449,113.67099762,108.63633728,110.844108582,114.491737366,111.204345703,113.8073349,107.945045471,114.752960205,111.082572937,104.275848389,114.264709473,111.767044067,110.865745544,116.261924744,110.606132507,112.445350647,114.65763855,110.228713989,108.912338257,106.681129456,110.126731873,107.16796875,120.187545776,104.735198975,109.566001892,112.179229736,106.994224548,112.581184387,6714,108.21
106.83732605,116.695037842,116.648292542,114.495330811,110.293441772,110.931274414,106.524627686,113.687179565,112.945343018,114.019195557,108.633239746,109.369949341,104.908622742,121.19229126,110.421257019,111.471534729,110.129989624,115.912635803,112.669898987,113.064689636,114.005630493,112.419303894,107.880134583,121.482398987,119.792366028,109.194923401,118.226211548,110.414680481,114.442359924,1265,106.72
