ID,y,xMSE22_0,xMSE22_1,xMSE22_2,xMSE22_3,xMSE22_4,xMSE22_5,xMSE22_6,xMSE22_7,xMSE22_8,xMSE22_9,xMSE25_0,xMSE25_1,xMSE25_2,xMSE25_3,xMSE25_4,xMSE25_5,xMSE25_6,xMSE25_7,xMSE25_8,xMSE25_9,xMSE210_0,xMSE210_1,xMSE210_2,xMSE210_3,xMSE210_4,xMSE210_5,xMSE210_6,xMSE210_7,xMSE210_8,xMSE210_9
6961.0,104.55,111.836883545,111.580657959,111.291145325,111.287147522,111.557678223,111.760276794,111.006576538,110.501205444,110.984893799,111.702590942,111.90663147,109.90348053,110.29119873,110.793663025,110.273956299,110.967910767,110.845054626,110.405395508,111.161727905,109.75428772,110.421150208,110.170059204,110.855659485,109.783088684,109.7550354,111.200263977,109.08997345,109.712379456,110.17829895,110.363861084
631.0,88.59,94.8235321045,95.196647644,94.5310516357,94.7829284668,95.219039917,94.9534683228,94.4608078003,95.0455780029,94.827796936,94.8474121094,95.1238327026,95.1596374512,93.4810256958,95.1932067871,94.4431304932,94.5071029663,94.0550003052,94.1952285767,94.6083450317,94.3951721191,93.6478729248,94.4400863647,92.5195388794,93.9446563721,93.6140670776,93.3938674927,93.2653503418,94.4007797241,93.8461761475,94.5631561279
6119.0,111.05,111.381767273,112.03477478,111.868736267,111.58241272,110.666717529,111.602554321,111.490066528,111.611717224,111.016937256,111.996170044,110.576431274,111.148788452,110.505630493,111.834915161,111.014694214,111.063529968,108.354637146,109.641693115,111.555915833,110.233581543,109.177650452,110.666389465,111.645904541,112.449623108,112.725578308,108.751457214,110.981414795,111.597541809,109.141418457,109.251457214
2307.0,103.01,104.828559875,104.257492065,104.140258789,104.051589966,104.405334473,104.274513245,104.372840881,104.431816101,104.670005798,105.049484253,103.40222168,104.483764648,103.991188049,104.28263855,104.112716675,105.33808136,103.965423584,103.966995239,104.224609375,103.83266449,104.877952576,104.112701416,103.843612671,103.626922607,103.118522644,104.168487549,102.898994446,102.958679199,103.222312927,102.881706238
3223.0,93.75,93.8464355469,94.6731262207,94.3637695312,94.3679580688,94.3649673462,94.3636474609,94.4720458984,94.5980453491,95.0895309448,95.0979232788,94.1403045654,93.9210128784,93.7613449097,93.728729248,94.5714950562,93.8678970337,94.0443191528,93.6453475952,94.0985031128,93.4561080933,93.379776001,93.2799453735,93.877822876,93.3663330078,94.117729187,93.0040206909,93.7974624634,94.9557342529,94.5641098022,92.5526580811
3191.0,103.2,94.5703430176,94.6900787354,95.0499649048,94.5274658203,94.5601348877,94.8251113892,94.6010513306,94.5817871094,94.6573944092,95.0128555298,94.7856903076,94.5863571167,94.9474563599,94.5446548462,95.0258483887,95.1630706787,94.3886413574,95.2243270874,95.2729644775,94.8804092407,96.5082778931,96.6544952393,96.060043335,96.7953262329,95.9845581055,97.4213180542,97.0484313965,96.0197143555,97.37059021,97.2858276367
6000.0,90.55,93.3123779297,94.6633834839,94.3427505493,94.1159667969,94.1103897095,94.6662139893,94.608795166,94.0464324951,93.9020690918,94.2680969238,93.9445037842,93.7408218384,93.6522140503,94.2219467163,92.9933929443,92.8979187012,94.110168457,94.0123138428,92.6331329346,92.444442749,93.5338439941,94.3179244995,93.4874420166,94.3003921509,92.6923675537,93.6840438843,92.9375991821,93.0071563721,93.4712142944,93.0326385498
6591.0,101.82,94.3742294312,94.3759841919,94.4449462891,94.3430175781,93.5885696411,95.1296157837,95.0692749023,94.4195556641,95.102355957,94.462348938,94.2449493408,94.7221374512,94.2555847168,94.3669815063,94.5232696533,93.5038223267,96.0149078369,94.565574646,94.9043273926,94.0465240479,94.0619277954,94.1046600342,92.5700149536,93.6717529297,93.6120376587,93.7772064209,92.9525527954,93.1303863525,94.0346298218,93.8511505127
4054.0,109.47,111.540634155,111.29914093,111.645874023,111.054122925,111.401321411,111.562782288,111.56791687,111.143493652,111.574867249,111.127891541,110.409248352,110.363540649,110.478851318,110.839660645,110.480514526,110.998664856,110.368431091,110.610519409,110.583404541,110.585289001,111.034194946,110.271469116,110.831039429,111.359817505,110.23374939,110.969009399,111.332580566,110.495010376,110.31552887,110.874511719
4654.0,108.05,111.50428009,111.659423828,112.300079346,112.182922363,111.981361389,111.766723633,112.554977417,112.281257629,112.712333679,112.10735321,111.305175781,111.669265747,110.868690491,111.145469666,111.297332764,110.25100708,111.43006134,111.010383606,111.19103241,110.795944214,110.854064941,109.108093262,110.696655273,111.650138855,110.611816406,110.551124573,110.592247009,111.347183228,110.683860779,109.984954834
3803.0,104.55,111.530670166,111.742790222,111.419174194,111.321922302,111.742546082,111.599769592,111.556716919,111.968643188,111.891403198,111.633071899,110.439987183,110.725563049,109.546470642,111.038002014,110.097053528,111.114616394,110.355926514,110.694404602,110.451835632,109.545455933,110.347114563,110.394927979,109.570777893,109.042518616,109.706123352,110.148109436,109.065567017,110.143470764,110.139358521,109.176795959
6249.0,93.45,94.0102157593,95.2362136841,94.932762146,94.4907455444,93.8776473999,93.6089172363,94.8215103149,94.0138397217,95.4702606201,94.7264328003,92.6836242676,94.5867462158,94.5003433228,94.9428100586,94.009513855,93.7538604736,93.444519043,95.2711868286,92.705909729,94.6957778931,96.4199905396,95.5199279785,93.0535430908,95.1772918701,94.0141983032,93.9779205322,95.8625793457,96.2903137207,95.9386367798,94.8551712036
8195.0,85.09,92.2948455811,92.1013031006,92.0047225952,92.336517334,92.2059783936,92.4488372803,91.9627914429,92.3966522217,91.860748291,92.6817550659,92.1057434082,90.880645752,91.8493499756,92.2998504639,91.8022994995,91.8856582642,91.6739578247,91.6461334229,91.6147994995,92.1199569702,93.2427368164,91.6880340576,91.5407180786,92.126739502,90.9339599609,90.5643615723,92.8087310791,91.7507476807,93.0038909912,91.5410919189
2264.0,149.63,114.710624695,115.073501587,115.036476135,114.759895325,114.916252136,115.189605713,114.864845276,115.563545227,115.267410278,115.647087097,115.735671997,115.50177002,115.924514771,115.419830322,115.593597412,115.457954407,115.821548462,116.046188354,114.711380005,115.66734314,115.851081848,116.026557922,116.110519409,113.674987793,116.748710632,115.039031982,115.794075012,117.018989563,115.463989258,115.54750824
5086.0,93.0,94.1762771606,94.3171157837,93.2107009888,93.2028274536,93.2503967285,93.4773864746,93.9953994751,93.6868515015,93.077255249,93.5953521729,93.0306015015,93.3806915283,93.3373413086,93.6922988892,93.9708480835,93.6752166748,93.5840530396,92.4516601562,93.7699279785,92.3284378052,93.6978378296,92.859336853,92.3537979126,92.4822235107,92.211265564,93.5264129639,93.7375564575,93.4159545898,92.1173629761,92.144203186
5807.0,88.74,94.5358963013,94.4261016846,93.8384857178,94.6121902466,94.2679290771,94.1677246094,94.7664642334,94.6568527222,94.6518478394,94.6291046143,93.3312454224,93.6795120239,93.3107528687,92.7586746216,94.496887207,92.7325286865,94.3767471313,93.8243103027,92.6240692139,94.7371826172,91.8141708374,92.4593887329,93.2409210205,92.5184707642,93.4424514771,92.6693878174,93.7644882202,93.0159683228,93.2359619141,92.7684249878
3791.0,101.71,103.448310852,103.348686218,103.226371765,103.283447266,103.46559906,103.257347107,103.547584534,103.223869324,103.585067749,103.361412048,102.220359802,102.87387085,102.180618286,103.436401367,101.507583618,103.048065186,102.50353241,102.459236145,102.06526947,103.0835495,102.971260071,103.214851379,103.852363586,101.791542053,103.069129944,101.422294617,103.077346802,103.094047546,103.970237732,102.479675293
3650.0,86.34,94.4076385498,94.4722518921,94.8183517456,94.5065078735,94.2127304077,94.4234390259,94.5891494751,94.4687423706,94.4994812012,94.3951034546,93.8670349121,94.1593780518,94.0700378418,94.0831604004,93.9591522217,93.7405090332,94.0769500732,93.9611358643,93.5053405762,93.6736602783,92.4936904907,92.5080184937,93.3061523438,94.0175476074,93.7780761719,92.9679870605,93.5503997803,93.0429153442,93.4289627075,93.5388946533
7782.0,110.1,110.785949707,110.436813354,110.385864258,110.44140625,110.145988464,109.868400574,111.526802063,111.660934448,110.187576294,110.354606628,111.08921814,110.29309082,109.203231812,110.029968262,110.73184967,110.536231995,109.619132996,110.956573486,110.092796326,110.406448364,109.068687439,110.324363708,110.089401245,111.020515442,110.644973755,110.067260742,109.991760254,110.578788757,110.273323059,109.726379395
1335.0,93.12,95.0208282471,95.1254806519,94.8764572144,94.8818283081,94.4333114624,94.2683334351,95.1454772949,94.325553894,94.0915756226,94.5527648926,93.6889343262,93.7137756348,93.407585144,94.1251449585,93.0860061646,93.5723876953,93.6199111938,93.2384490967,93.3610458374,93.7620239258,92.5523834229,92.9920730591,92.2788696289,93.3462982178,92.5269851685,92.1110916138,92.7967758179,92.4952850342,92.6775970459,92.9276733398
2586.0,105.51,103.621681213,103.470581055,104.342163086,103.573097229,103.822502136,104.110298157,103.855491638,103.644218445,103.446846008,103.269088745,102.985305786,102.556793213,102.986869812,103.270652771,103.488578796,102.405502319,102.715621948,103.206886292,103.024055481,102.722923279,101.504837036,101.287712097,101.337287903,101.723213196,101.30418396,101.023757935,101.821601868,101.310279846,100.644760132,102.1015625
7684.0,114.47,111.546600342,110.546920776,111.168731689,110.043334961,110.74899292,110.367835999,110.692481995,110.804046631,111.251235962,110.589157104,110.330329895,110.67098999,109.61920929,111.115470886,110.393112183,110.049682617,110.098167419,110.481498718,110.464561462,110.157447815,111.261566162,109.325843811,111.179168701,110.365783691,111.059707642,110.45149231,111.158920288,110.046760559,111.092041016,111.538414001
1794.0,111.9,112.740867615,111.816223145,111.808532715,112.12059021,111.86151886,111.553840637,111.867156982,112.062797546,111.842643738,111.818191528,112.07485199,112.110374451,112.209877014,111.741523743,112.063079834,111.355636597,111.790878296,112.069320679,112.071273804,112.375801086,111.649497986,111.507949829,112.135955811,111.344581604,111.880867004,112.296615601,111.094680786,112.071846008,111.923019409,111.862724304
3941.0,89.69,94.0395431519,93.7583465576,93.7682876587,93.7238388062,93.6554794312,93.5349960327,93.8070373535,94.0153579712,93.7933197021,93.0473709106,94.0434188843,93.403175354,93.5185775757,93.4734649658,93.1325149536,93.2338867188,93.6317901611,93.137550354,93.4434585571,93.3348999023,93.5988006592,94.0473861694,93.6551589966,92.6640777588,92.5690689087,93.0995025635,92.7415618896,92.7294082642,91.9035263062,93.3499069214
3369.0,81.96,79.2892608643,79.0447006226,79.0398864746,78.8979873657,79.3563461304,79.510597229,78.7075500488,79.0665283203,78.7737884521,79.0952453613,78.4320220947,77.9398803711,78.1158676147,78.6043319702,78.2748718262,78.1741867065,78.0278930664,77.811416626,78.1012954712,77.9599533081,77.4914855957,77.5213165283,77.4841461182,77.3776855469,78.0447769165,77.0720977783,77.6958312988,77.3845901489,77.3490524292,77.2427597046
7630.0,99.86,102.250778198,102.725059509,102.538536072,102.282348633,102.530731201,103.019058228,102.236480713,102.882980347,102.329917908,102.368591309,101.663345337,101.983947754,102.188713074,102.052436829,102.376266479,101.287460327,101.228309631,102.329406738,102.178436279,101.607757568,102.926765442,102.95640564,101.762687683,103.544219971,101.399848938,101.63293457,100.516525269,103.44367218,101.067260742,100.825134277
827.0,88.99,94.9505233765,94.624710083,95.019241333,92.8847732544,95.0078201294,94.613609314,95.0494918823,94.4848175049,94.9655914307,94.6304779053,91.9356613159,93.0181427002,92.9054031372,93.2565689087,92.1626434326,91.7207183838,93.2724838257,93.5322418213,92.7986907959,93.5645065308,91.9385910034,92.6352386475,91.9311447144,92.29246521,93.0200805664,91.4043273926,92.96484375,92.7875366211,92.5057830811,91.7940368652
5221.0,112.04,114.641441345,114.325141907,113.306854248,113.916267395,113.777618408,112.734191895,113.367546082,112.6120224,114.362045288,115.718490601,113.218475342,114.060096741,113.618118286,113.977020264,112.343544006,113.366676331,112.729507446,113.917991638,113.514762878,113.897994995,112.169624329,111.641136169,111.934761047,111.165184021,112.075408936,111.889350891,113.404502869,113.546348572,111.964225769,113.021102905
4504.0,93.0,94.7813949585,94.4201660156,94.3198776245,94.5125656128,94.8134994507,94.880897522,94.435218811,94.6192550659,94.3756256104,95.0050125122,94.1912002563,94.0429992676,94.2548904419,94.7703781128,94.5180282593,94.2295379639,94.9521789551,94.5478591919,94.264175415,94.8171615601,95.4459686279,94.3944091797,94.3856811523,95.1087722778,94.510345459,93.89402771,94.3280792236,94.4361801147,94.9093475342,94.1311798096
4914.0,108.97,113.009559631,112.746871948,113.168617249,113.076759338,113.214828491,112.52419281,112.392868042,114.007858276,113.32220459,113.069503784,113.420478821,112.983375549,112.514724731,112.48790741,111.788223267,112.238342285,112.225036621,112.967041016,110.947158813,112.500701904,113.207893372,113.161193848,112.64414978,113.175582886,112.855323792,112.261398315,111.780990601,111.9036026,112.483963013,112.012641907
4664.0,101.29,95.1464920044,95.0516738892,94.5753173828,96.7666168213,94.7637252808,94.9119338989,94.9644851685,93.7058105469,95.3500289917,94.8583374023,93.5426101685,95.2030258179,93.8442687988,95.3993682861,93.882774353,94.6789627075,94.7158737183,95.030921936,94.1999969482,93.6309585571,93.5292205811,94.4556732178,95.423614502,93.6411209106,96.1542663574,93.1333847046,95.2731246948,93.0805206299,93.0346450806,94.3336257935
1350.0,119.57,94.4860992432,94.3044662476,94.3501586914,94.4301986694,94.3654251099,94.4087753296,94.4939651489,94.6008224487,94.3686904907,94.3238143921,93.6772384644,93.686958313,93.5185623169,93.8538742065,94.0300445557,93.3244247437,94.135055542,93.7236862183,93.5605545044,94.0438842773,93.039642334,93.2966766357,93.4828872681,93.7315750122,93.6390304565,93.217010498,94.1726303101,93.6143493652,93.6273422241,93.0297470093
1443.0,78.19,79.5967636108,79.6045913696,79.366859436,79.5445556641,79.5573959351,79.5531845093,79.6222000122,79.4328765869,78.9845275879,79.7436141968,79.1775665283,78.6927871704,78.4696426392,78.6146240234,79.3236541748,78.807144165,78.2040023804,78.9250488281,78.4210205078,78.4290313721,77.2783203125,77.435798645,77.6106185913,77.2739257812,78.5080947876,76.9603042603,78.3122634888,77.8866424561,77.6118545532,77.826133728
8385.0,91.13,93.2483520508,94.0372619629,93.5177459717,94.2181091309,93.5947647095,93.4914627075,93.8652420044,93.7274246216,93.3384780884,93.4078216553,93.5104522705,93.052230835,93.2856140137,92.156867981,92.9235229492,92.5858612061,92.7327423096,92.7099227905,93.1367874146,93.9629898071,92.580116272,94.5023269653,93.6318054199,93.0694732666,92.4594345093,93.0275878906,94.2590179443,93.2066268921,92.367767334,93.3571929932
2296.0,101.0,103.710350037,104.551048279,103.950332642,103.972473145,103.955909729,104.41305542,103.762794495,103.930885315,104.293510437,103.674751282,103.492225647,103.870040894,104.015594482,103.892486572,103.101066589,103.6144104,103.521606445,103.296127319,103.98084259,103.30241394,104.201980591,104.33441925,103.188499451,103.396629333,104.290130615,103.346076965,103.83531189,103.448173523,104.081634521,103.438865662
2446.0,90.86,94.9523391724,94.7635650635,94.7445297241,94.9877853394,95.199546814,94.5721054077,94.7724609375,94.7215194702,95.1396179199,94.9060134888,93.5725479126,93.3596496582,93.6545181274,93.5739517212,93.8402938843,94.2439651489,94.0914764404,93.7592468262,93.652305603,94.2839126587,93.4320678711,93.0069122314,93.4694824219,93.1619415283,93.0754241943,93.7713470459,92.8257522583,93.6405715942,93.2885131836,94.1001663208
7307.0,119.38,101.846076965,101.976531982,102.413780212,102.142906189,101.940002441,102.018814087,102.092376709,102.131889343,102.28074646,101.755767822,101.335929871,101.19984436,101.037406921,101.31615448,101.466415405,101.064369202,100.98789978,100.844993591,101.363021851,101.03326416,101.810127258,101.014648438,101.248954773,100.629447937,100.179954529,101.066795349,101.027816772,101.317718506,100.747398376,100.869026184
7611.0,98.56,92.2718276978,92.1032409668,92.2859802246,91.8935470581,92.3906326294,91.9430007935,92.1103897095,92.2989273071,92.4224243164,92.0682601929,90.474281311,90.1605072021,90.6431808472,90.9328079224,90.9625701904,90.1683959961,90.3230209351,90.7577133179,89.896270752,90.3904800415,90.3714370728,89.8209457397,89.4662475586,90.1949615479,89.5202331543,89.7266159058,88.9122924805,89.7277832031,89.6365737915,89.9841842651
2788.0,108.57,112.566596985,112.02129364,111.823402405,113.662910461,113.317596436,113.089660645,110.181358337,112.845741272,113.436630249,113.271469116,112.401954651,111.848098755,112.102783203,111.090713501,112.268539429,111.568359375,111.743904114,111.963356018,112.66418457,112.618125916,112.440811157,110.38319397,111.059356689,112.013221741,112.099861145,111.398590088,112.046142578,112.798332214,111.285758972,111.022857666
908.0,88.47,93.7787399292,93.472618103,93.8182678223,93.3529129028,93.4852371216,93.4725723267,94.1344680786,93.2117996216,93.9089889526,93.5664672852,95.7281723022,94.1848449707,94.6932754517,94.2686233521,93.8623733521,94.6869812012,95.7213134766,94.6671066284,94.9477386475,93.4869232178,94.7444152832,94.5915908813,96.141166687,95.8386459351,95.6438217163,93.2012405396,95.462059021,95.3474502563,94.799156189,95.1577148438
7738.0,87.99,92.1643981934,92.6152191162,92.5448150635,92.2595214844,92.4942474365,92.5188827515,92.3982086182,92.2827224731,92.4239883423,92.1779403687,92.541015625,92.0575408936,91.2340774536,91.0782165527,91.2340011597,91.9864578247,92.2294998169,91.7042007446,92.204498291,91.8527679443,90.9631958008,92.2476348877,91.3240356445,92.289390564,92.4149246216,91.5696258545,91.1089019775,92.4498138428,92.3343353271,92.3146514893
5100.0,93.2,95.0721435547,94.9111709595,94.817817688,95.0433883667,95.872253418,94.5969390869,95.2071914673,95.0339355469,95.0961608887,94.1218414307,94.8383178711,94.5492401123,94.0130386353,94.5737915039,93.6482315063,94.8384399414,94.8272018433,94.0671005249,94.3338546753,94.2495117188,94.5345840454,94.8433609009,94.9425048828,93.3256454468,94.6310501099,93.4612503052,93.8011398315,93.433631897,94.6697235107,93.5622024536
8266.0,96.11,93.9626083374,93.2515869141,93.1147613525,92.9848327637,93.3692092896,93.0167617798,93.1272659302,92.7201004028,93.704246521,93.1189498901,92.5970077515,91.1488800049,93.109413147,91.815574646,91.9844665527,92.7462387085,92.5891952515,92.5115814209,92.2124481201,92.4928665161,91.1186218262,92.2836303711,91.5220947266,91.5260696411,91.1512680054,91.3641281128,90.5455932617,91.5919876099,91.9645614624,91.001953125
133.0,108.42,112.439231873,112.156051636,111.931533813,112.003211975,111.857048035,112.375106812,111.6692276,111.892631531,112.3046875,111.537139893,111.610321045,112.181854248,111.460502625,111.048629761,111.733360291,112.027381897,111.645874023,111.005523682,111.937286377,111.534439087,110.943016052,112.363983154,111.464065552,112.620223999,111.587623596,111.432975769,112.120307922,111.643173218,111.758857727,111.84929657
7463.0,105.65,110.81388855,109.506118774,109.859268188,109.268943787,109.819656372,110.220291138,110.284942627,110.477386475,110.10004425,110.318847656,111.260772705,110.117874146,111.510307312,109.635955811,110.749130249,110.578559875,109.712356567,110.588233948,109.957435608,109.059867859,109.061851501,110.576377869,111.114273071,110.134819031,110.980033875,108.63584137,110.368553162,109.334365845,109.803199768,110.446594238
5470.0,128.94,93.2750701904,93.2561416626,93.5105819702,93.7747116089,93.8337783813,93.619758606,93.5313415527,93.745765686,92.9672851562,93.3314819336,92.6592025757,92.9504013062,92.7261123657,92.380027771,92.5060424805,92.4929122925,92.0328292847,92.2476196289,92.4258575439,92.0941696167,91.3050765991,91.7097473145,92.2152633667,90.7773971558,92.4198303223,91.991569519,92.5384292603,92.1425933838,91.8877944946,92.3818130493
5430.0,92.06,94.7948303223,94.9213256836,94.8320007324,94.4826889038,94.4234619141,94.5378875732,94.4674301147,94.8772583008,94.8207473755,94.8915634155,93.7736206055,94.3457794189,95.0185165405,94.7840042114,94.3559570312,94.4049987793,94.4573669434,94.1261520386,94.3499755859,95.387512207,94.7197875977,95.5113601685,94.1621856689,95.0052490234,95.3688659668,94.9630355835,95.4626693726,95.2168960571,94.3105316162,95.5879898071
3244.0,88.77,94.6211166382,94.3849334717,94.9140701294,94.2322998047,94.9483413696,95.3455963135,95.4562835693,95.4319839478,94.951751709,94.8278121948,94.6699295044,95.7950515747,94.6337738037,94.6687469482,95.0733337402,95.3429489136,94.0250854492,95.4441223145,95.2130279541,94.4376068115,96.3142547607,94.0433349609,96.2015991211,95.3447418213,96.5062026978,95.1858825684,96.5722732544,95.4536132812,95.840385437,94.3765563965
6319.0,99.43,104.16481781,104.123153687,104.773254395,103.957824707,104.557861328,104.601928711,103.402023315,104.010147095,103.769493103,104.514823914,103.688117981,103.80266571,102.704826355,103.379959106,103.010505676,103.80128479,103.922096252,103.063598633,103.758270264,102.630599976,101.647468567,102.747688293,103.820411682,102.77457428,102.487411499,103.355514526,102.832893372,103.366981506,102.888511658,102.629577637
549.0,90.93,92.346282959,92.7376327515,92.8162460327,92.4824066162,92.8754425049,92.5517044067,92.1246414185,92.9884719849,92.8458251953,92.9108505249,90.8671569824,91.5357894897,91.058807373,91.8662261963,92.0394287109,91.4358596802,91.6126022339,91.6395568848,91.7115325928,91.4942016602,91.2341690063,90.4707946777,89.8173599243,90.9395523071,90.7104797363,91.7718200684,90.6195220947,89.869682312,90.1128463745,90.9406204224
5318.0,95.87,103.86706543,103.564651489,103.579681396,103.637695312,104.212226868,104.200737,103.915176392,103.897850037,103.859619141,103.654045105,103.388778687,102.540863037,102.952026367,103.023963928,102.622940063,102.850463867,103.14881134,102.432640076,102.769226074,102.767753601,102.848365784,103.268417358,101.551116943,102.289115906,102.609649658,102.891616821,101.36050415,102.594261169,102.797561646,102.718315125
2348.0,106.18,112.619354248,111.822883606,112.050590515,111.469139099,111.768310547,112.293266296,111.987220764,111.911888123,112.451774597,111.964500427,111.00151825,111.578834534,111.24256134,111.132766724,111.066680908,111.696296692,110.829093933,111.74369812,111.555404663,111.61894989,109.546897888,110.172721863,109.745254517,109.194946289,110.904640198,110.007011414,109.324935913,109.304634094,109.370300293,109.778862
4745.0,89.81,97.1898956299,96.4375305176,96.1571884155,98.5402145386,95.4812011719,96.200668335,97.6488342285,97.5464859009,96.8875656128,95.555480957,96.3822784424,95.692817688,95.0883178711,95.5485076904,96.4679336548,96.2079620361,96.7645645142,96.8320846558,95.7871017456,95.2836074829,94.1728668213,96.8770446777,94.5807800293,94.5214920044,96.7194442749,95.9775848389,95.8621520996,95.5270614624,96.1183395386,94.4429931641
3972.0,77.64,78.5742340088,79.2372207642,79.0848388672,79.2479782104,79.1362838745,78.9657211304,79.0933914185,79.0344772339,79.1362075806,78.9453201294,77.7597045898,77.9139022827,77.862739563,77.5938415527,78.1198272705,77.819480896,78.1309585571,77.9419631958,78.0986862183,78.1561660767,77.1214141846,77.3051376343,77.3334197998,77.1738510132,76.6708908081,78.1166763306,77.0765914917,77.4212722778,77.5711288452,77.4112243652
7701.0,115.31,110.598190308,111.338447571,109.884216309,110.294433594,109.937294006,110.512840271,110.469924927,110.556968689,110.597351074,110.744247437,109.465278625,110.284561157,109.44934082,109.306030273,109.904083252,110.378639221,109.635513306,109.7108078,110.294448853,109.120231628,110.894523621,109.28768158,108.871536255,110.209335327,109.753921509,109.472343445,109.504402161,109.589782715,108.516723633,110.99495697
3775.0,106.79,103.850723267,104.198516846,104.154541016,104.220024109,104.143409729,104.392951965,104.339042664,104.197616577,104.236618042,104.815246582,103.2134552,103.525741577,103.143241882,103.156013489,102.915275574,102.80871582,102.927787781,102.617630005,103.525947571,103.223907471,102.123924255,102.452354431,102.737350464,102.359115601,102.382995605,101.924247742,102.160255432,101.248298645,102.002555847,102.371673584
3667.0,111.4,112.921707153,112.604164124,112.466789246,112.11114502,112.147277832,113.018165588,112.825424194,113.419342041,113.262191772,113.327804565,112.318443298,112.045433044,112.791725159,113.062667847,113.050605774,112.954467773,112.802200317,111.314102173,111.963218689,111.649620056,111.891273499,112.710502625,113.456359863,115.637588501,112.999061584,112.973777771,112.075691223,112.95916748,111.851203918,110.7866745
8384.0,107.24,112.364860535,113.25189209,112.858474731,112.217918396,112.764160156,113.154678345,111.964424133,112.930335999,112.894355774,111.804138184,111.182052612,111.353057861,112.480712891,112.346092224,111.103599548,110.84223175,112.112556458,110.784004211,110.836143494,111.542617798,108.758888245,110.745292664,108.810844421,111.073387146,110.660461426,111.011016846,109.1795578,109.947982788,109.561836243,109.78540802
112.0,91.44,93.5865631104,93.4544448853,93.3930892944,93.8751525879,93.8921890259,93.8506851196,93.6425552368,94.1326980591,93.5284500122,93.9354324341,93.5002365112,93.4954147339,93.0479431152,92.856628418,93.9442901611,93.4956054688,93.4745483398,93.2888641357,92.7884063721,93.5369567871,93.2297973633,91.8337783813,93.3512420654,93.7054595947,94.4344177246,93.6540985107,92.615486145,93.0510635376,92.5693511963,93.6409759521
6101.0,120.78,100.3229599,99.9727783203,99.8235397339,100.103057861,100.570472717,100.727905273,101.12146759,98.9597167969,100.414878845,98.7527694702,99.6933670044,100.561737061,98.3448181152,100.968490601,99.068649292,100.790718079,100.142112732,100.645690918,100.661636353,101.551979065,100.839736938,99.9948043823,99.0280151367,100.350250244,100.393623352,100.627151489,100.249046326,101.076202393,99.2018737793,100.695335388
5008.0,88.08,95.4955749512,97.0532531738,97.2394943237,96.6092147827,96.5967407227,97.0247268677,96.0204467773,95.5583496094,97.0018081665,96.0079269409,97.0951690674,94.5532836914,98.3645401001,97.2339553833,94.0831451416,97.3920288086,97.0822982788,96.5734176636,96.8960723877,96.6342468262,98.7269744873,98.8742294312,95.5641098022,96.1372528076,97.6826019287,96.4958190918,95.1735534668,94.6187133789,96.7688827515,98.1714553833
4294.0,109.4,113.708946228,112.662017822,113.495635986,114.31035614,114.124572754,113.561050415,113.187423706,112.68775177,112.894622803,112.049438477,112.812149048,113.795326233,113.226150513,114.45489502,113.34576416,112.305152893,112.266372681,116.334594727,115.084861755,111.639511108,116.890342712,112.021057129,113.907524109,113.804145813,113.687713623,113.067970276,114.062133789,112.710906982,113.955596924,113.292922974
4706.0,87.8,95.7756576538,95.9001922607,95.1511993408,96.1452713013,96.0889053345,95.7088012695,94.7386779785,95.4269180298,95.4182357788,95.5575866699,94.1674194336,94.7765197754,95.5302886963,94.5962295532,94.5378570557,94.4511871338,94.5224456787,95.4158706665,94.1362838745,94.4454650879,95.5493545532,95.5041732788,94.5485916138,94.1949310303,93.9025726318,94.4784469604,94.2727050781,93.7143249512,96.0884246826,93.6936721802
7981.0,93.31,91.7344436646,91.4450683594,91.7119750977,91.4098052979,92.060798645,91.1112289429,91.8242645264,91.1977920532,91.7980804443,91.8843383789,90.9618835449,91.3702774048,91.4240264893,90.8328018188,91.1554260254,90.0908050537,91.6975860596,91.2606277466,90.4240264893,91.2624511719,91.8162231445,89.6263275146,91.4320144653,91.3003234863,91.8596191406,91.8548583984,90.6999359131,91.3467559814,91.442276001,90.7927474976
6733.0,107.74,112.53565979,112.603897095,112.767807007,112.201553345,113.472679138,113.583297729,112.457809448,112.991210938,112.716682434,111.582115173,112.134239197,111.090858459,112.554443359,111.368873596,112.119674683,110.654144287,112.30934906,111.367683411,110.765113831,111.62487793,111.384712219,111.813735962,112.296447754,111.948616028,112.833076477,112.072135925,110.423927307,112.427932739,111.807258606,112.282653809
4152.0,92.27,93.6987609863,94.2672195435,93.4782104492,94.6373519897,94.6921386719,94.7272872925,93.9345245361,93.6451797485,94.4131317139,93.0821380615,93.6952667236,95.3852996826,95.1992263794,92.674041748,94.1166381836,92.7137298584,93.4211044312,94.3526763916,94.0594863892,95.7198867798,95.9780960083,96.0988769531,95.8947525024,96.9811706543,94.6745605469,94.7828826904,95.4579849243,96.3857192993,96.2993164062,95.461807251
2053.0,99.56,93.6497116089,93.2783050537,94.0515823364,94.01537323,93.9691238403,93.9306869507,93.6816711426,94.1017684937,93.685333252,94.2211456299,93.1256713867,93.4918823242,93.424156189,93.1435089111,93.7286987305,94.1095199585,93.4929428101,94.3093261719,93.8144454956,93.6605148315,93.8963699341,92.6297531128,92.8240356445,93.7001876831,92.6484451294,93.7429122925,92.8614578247,92.631652832,93.1119766235,92.7220153809
