keras_r20,keras_r21,keras_r22,keras_r23,keras_r24,keras_r25,keras_r26,keras_r27,keras_r28,keras_r29,ID,y
92.808555603,92.5301437378,92.6667938232,92.1663284302,92.4649887085,93.2631225586,92.6199951172,92.6330566406,94.5359954834,92.7881622314,3873,89.9
93.19947052,95.9388885498,97.212097168,97.1913452148,96.5748062134,96.1056365967,95.3285827637,92.618637085,96.0442657471,95.6639938354,5986,95.86
92.4955978394,92.8469161987,92.6805648804,92.3371429443,91.9834899902,94.3347320557,92.4156951904,92.640838623,92.8401260376,93.134185791,7320,93.39
93.9702835083,93.8354873657,93.0658569336,96.4165115356,91.9198074341,92.8726043701,91.2492904663,92.9076843262,94.5574188232,92.7931365967,5902,99.26
112.611061096,112.372741699,112.070617676,112.621459961,112.117103577,112.33808136,112.555030823,111.99105835,112.070571899,111.980758667,4101,112.07
92.4732437134,92.3316421509,95.0480422974,92.8361816406,91.904800415,93.5123214722,92.3507919312,92.6500244141,92.1862716675,92.8096389771,6801,89.06
78.5352554321,78.3974761963,77.4372634888,79.1417770386,78.6797180176,78.7676544189,77.4564819336,78.8234634399,80.981880188,78.4302749634,7812,73.36
96.9821929932,93.1138458252,97.1358795166,94.5815887451,97.3472290039,96.4510269165,92.8775253296,96.6181716919,93.5104675293,97.2900009155,3910,88.73
92.5648727417,92.7051239014,92.6759719849,91.7704544067,94.0918884277,92.9225540161,92.5861663818,92.6512374878,92.4449768066,92.7885971069,4557,87.22
112.623077393,112.361083984,112.11567688,112.624313354,112.45741272,112.356575012,111.966270447,112.244224548,112.039909363,112.012481689,1265,106.72
97.6065979004,101.804878235,95.4480133057,101.838951111,96.8497772217,96.6994628906,95.9969482422,96.4128189087,99.3025665283,97.4281387329,4938,93.33
102.859802246,97.9801712036,102.407211304,110.609092712,106.72946167,104.145484924,100.775268555,102.509185791,105.833930969,102.475097656,389,99.08
92.6736221313,92.3144760132,93.1867370605,94.3106155396,92.8366165161,92.7723846436,94.0762634277,91.9824829102,92.4736480713,93.5023269653,775,91.44
112.341766357,112.343673706,112.435775757,112.485450745,112.385437012,111.518554688,112.412338257,112.244087219,112.093864441,112.662940979,1132,108.32
112.622596741,112.346199036,112.436981201,112.496208191,112.598396301,112.339614868,111.715904236,112.252319336,112.098297119,112.015274048,4937,116.42
93.0847625732,94.0936965942,93.1398162842,92.4320907593,96.3847961426,102.150588989,92.3570632935,96.4302444458,93.832572937,95.2694168091,4170,106.1
92.7949905396,91.6890029907,92.602432251,92.7098846436,92.8454208374,92.6022491455,92.5874023438,92.6533126831,92.1066360474,91.899017334,8219,100.08
112.340110779,112.370880127,112.436683655,112.385490417,112.457496643,112.355773926,111.709999084,112.244110107,112.037628174,112.363182068,8295,111.15
96.8456115723,94.025062561,96.2969970703,94.9455413818,96.6299514771,93.6671905518,95.7340927124,95.594078064,96.6194076538,92.7987289429,6436,103.63
92.4727249146,92.4538497925,93.0507202148,92.5482025146,92.9121170044,93.0687408447,92.3347015381,92.0804367065,95.4399871826,92.5288696289,4221,89.22
112.695533752,112.531440735,112.131240845,112.623413086,112.444442749,112.339256287,112.55519104,112.23890686,112.069442749,112.135047913,5056,104.51
92.810333252,92.6834259033,95.4580001831,93.8983688354,94.1848678589,92.2879562378,92.3486557007,91.9627990723,92.0710525513,91.8680877686,4743,88.53
101.021850586,96.7448348999,97.2340316772,97.0748596191,96.2843322754,96.7708740234,96.9602737427,95.8890075684,96.4067687988,95.0794219971,4689,114.27
112.343940735,112.369400024,112.279914856,112.623138428,112.459541321,112.294181824,111.711006165,112.244247437,111.555664062,112.663352966,578,109.94
92.8033294678,92.3432617188,92.4983825684,92.0137481689,92.1121292114,90.6937408447,92.0202941895,91.9000167847,94.8824691772,92.5867156982,4269,101.45
92.5297698975,92.9436416626,91.46118927,92.1625823975,92.5042724609,93.0475158691,93.6910095215,95.4970932007,93.6529159546,92.7997817993,154,89.91
78.97265625,78.2177047729,78.9496307373,77.9248123169,78.7845535278,79.6453323364,80.7887039185,79.0011520386,78.2342376709,78.4248046875,8306,82.79
97.0487136841,96.6173324585,99.6101837158,96.7285919189,96.0458755493,97.5241851807,99.9344787598,96.742149353,98.1200408936,95.0794219971,4711,90.28
102.666412354,101.844566345,102.160385132,101.861503601,102.21408844,102.053314209,102.061683655,105.869720459,102.958152771,102.409873962,7514,98.85
112.622131348,112.371284485,112.132202148,112.269004822,112.490089417,112.358299255,112.159889221,112.243995667,111.554046631,112.013824463,403,116.2
97.0074081421,96.0439682007,101.746131897,93.2621307373,96.7149353027,97.1408996582,93.1051483154,95.7722396851,95.0590591431,97.5337524414,4674,90.78
92.4018096924,92.3572540283,92.6800689697,92.4682159424,92.3686141968,95.2594680786,92.6072311401,91.9758987427,92.332901001,93.0053939819,4515,95.97
112.696327209,112.344528198,112.129989624,112.483917236,112.115058899,112.358451843,112.500404358,112.24407196,112.071846008,112.360740662,5085,112.55
93.0600204468,93.4997253418,93.2106018066,94.4408950806,97.308265686,97.1327667236,92.1721725464,96.3076553345,92.2257766724,92.8173522949,3120,89.9
112.344268799,112.395904541,112.703048706,112.074432373,112.409667969,112.298789978,111.971832275,112.244758606,112.612319946,112.005805969,2065,144.36
79.0674438477,78.1518783569,78.5380249023,79.142036438,77.7025680542,78.907875061,78.1921005249,78.824760437,80.9730987549,78.5885620117,3616,72.94
93.1233444214,96.5605697632,94.4735565186,93.7401504517,97.0250015259,94.9551315308,95.3320159912,92.6693572998,94.1451416016,93.0830612183,874,90.41
78.5028533936,78.2104187012,77.4768676758,77.9699172974,78.8114471436,78.7704849243,78.2111587524,77.8541717529,78.3349380493,78.7859039307,3083,75.89
102.224235535,102.169845581,102.113609314,102.08429718,102.530456543,102.671783447,102.318481445,102.127853394,100.645309448,102.387466431,1526,108.54
112.344055176,112.548667908,112.122657776,112.448532104,112.490188599,112.292732239,111.681678772,111.98840332,112.07182312,112.009941101,534,111.31
112.619544983,111.978355408,112.132858276,112.62096405,112.227874756,111.521263123,112.16330719,111.98903656,112.697853088,112.388069153,1871,123.31
112.683746338,112.389007568,112.064559937,112.416320801,112.157707214,112.29486084,111.147407532,112.065040588,112.546730042,112.11051178,6885,104.18
92.7618789673,92.8262176514,92.9139099121,96.8982162476,92.5443267822,93.9616241455,95.6279525757,92.2323226929,94.9863052368,93.3892669678,684,98.52
94.368309021,92.8088302612,92.7705535889,96.4184341431,92.4303512573,92.6057434082,92.6435699463,94.8225250244,96.3869552612,93.5957565308,5177,109.75
92.60597229,93.2473297119,93.0715713501,96.4785308838,96.5855941772,92.9236907959,93.5505218506,96.7286987305,94.507194519,96.1386566162,5179,95.58
102.995315552,101.56414032,102.065841675,102.365997314,102.75428009,101.733299255,102.366271973,102.136436462,100.767906189,102.869644165,2638,101.96
111.362167358,108.362167358,111.31388092,112.591850281,112.124771118,112.290901184,111.715530396,112.355354309,111.912696838,112.109817505,8322,105.1
102.31955719,105.386383057,107.520515442,103.903015137,106.126403809,102.582290649,102.449279785,104.342155457,102.133384705,107.027137756,6414,105.04
96.2655181885,92.6703567505,93.9998550415,94.6907119751,94.9600982666,97.4369430542,94.931854248,96.3427429199,92.6987533569,92.9036407471,4329,93.36
102.232429504,102.320571899,101.997207642,102.112464905,101.816162109,101.289466858,102.146034241,101.857131958,100.580764771,101.775276184,3458,104.6
94.8673629761,98.3090591431,95.709022522,96.6499786377,92.8593978882,94.9730453491,92.8410110474,91.9877624512,96.4199295044,96.2994537354,6988,89.98
78.9963226318,78.4231567383,78.5195541382,78.0957717896,78.8070068359,78.350944519,78.180847168,81.7827835083,78.4939422607,78.464630127,824,77.31
102.247581482,103.234840393,106.474365234,102.322013855,101.946968079,102.691322327,104.099784851,101.679962158,101.797714233,103.464012146,6625,115.94
102.07736969,102.194526672,101.509613037,102.036895752,102.532691956,102.732940674,102.636047363,101.930412292,102.985557556,102.750450134,4454,109.65
93.4827270508,93.1450271606,92.0065002441,96.5477371216,92.4419250488,94.3188705444,95.3972396851,96.6330032349,96.4624481201,92.5282974243,1370,91.44
102.627311707,102.389648438,101.988357544,102.227470398,102.240097046,101.309448242,100.861717224,101.920211792,101.909835815,102.475646973,8265,95.58
93.1111068726,92.686882019,92.8726806641,93.8463287354,93.1475219727,91.535484314,94.1166687012,93.8153839111,93.2793655396,92.2714614868,6231,95.51
92.5233078003,93.7812423706,92.9430236816,92.8690567017,92.4717254639,92.2763519287,92.591796875,92.6508102417,91.577003479,93.1298217773,8387,86.23
97.0765151978,98.7145233154,93.1049499512,93.1054000854,93.2001266479,96.6317977905,96.7847213745,98.0054397583,94.2881393433,93.0837173462,1288,91.3
112.115882874,112.540000916,112.113601685,112.28036499,112.487564087,111.513465881,112.551353455,112.244186401,112.697952271,112.013526917,6678,111.33
103.224075317,103.126953125,101.508560181,103.284744263,106.785072327,106.662399292,105.61239624,102.656921387,101.969551086,102.874557495,5139,103.14
93.1416091919,92.5953598022,93.1231155396,92.4206161499,92.4124755859,93.298286438,95.2558441162,92.6146469116,93.0974121094,92.4537887573,7797,88.96
106.05632019,102.940437317,101.520065308,101.950515747,102.07837677,101.849617004,103.162895203,102.003562927,104.659896851,103.052246094,5145,108.59
97.5150299072,101.138626099,101.7890625,96.5095596313,97.1504821777,97.632019043,93.4189147949,100.782562256,100.505187988,93.4530944824,3026,90.41
92.7890167236,91.6749267578,92.9654693604,91.7849655151,92.5172805786,92.8391571045,91.9830322266,92.0260772705,94.6783447266,92.5222320557,5920,88.52
92.9153366089,100.003059387,93.1105651855,95.8971633911,93.0258712769,92.6715240479,92.5971908569,93.8894119263,100.443840027,93.1970977783,5136,86.33
93.1231765747,91.6585388184,91.6729354858,92.6502456665,91.9505844116,92.2650146484,94.1951599121,94.0915527344,94.3996124268,91.8254776001,5500,88.88
92.7749176025,92.4397888184,93.0648269653,91.9261474609,92.4671859741,92.6534576416,92.1714477539,92.6199569702,92.1720581055,93.3010864258,1493,88.93
112.69593811,112.369178772,112.294456482,112.622238159,112.457359314,111.521202087,112.154937744,112.34299469,112.067108154,112.661270142,847,103.98
78.5314712524,78.3991088867,78.6424407959,78.0835876465,78.8064727783,78.5538787842,78.6668243408,77.8577957153,78.5507049561,78.3359680176,3294,82.21
112.343788147,112.338172913,112.261138916,112.135513306,112.452041626,112.137153625,112.552307129,112.253791809,112.095336914,112.389442444,7166,120.76
92.5078735352,92.9089660645,92.6836776733,92.4959716797,92.2626953125,92.8744354248,92.026008606,93.1316223145,93.5035629272,91.9205703735,7327,90.02
112.34236908,112.372390747,112.436889648,111.417015076,112.427871704,112.357757568,111.984794617,112.354026794,112.07106781,112.333152771,2707,109.69
92.5227813721,91.9272689819,93.7160568237,92.3355026245,92.159286499,92.6024703979,91.9631652832,92.6492996216,92.4497909546,92.7833099365,8354,85.93
92.5357131958,92.6851654053,92.8237915039,91.7736282349,92.4393539429,90.2680587769,92.007194519,92.6421432495,92.4826202393,92.5150146484,5651,95.71
93.1100158691,91.6442337036,91.9530181885,92.6957015991,92.8435745239,92.1884994507,90.9241485596,92.6262435913,92.0579528809,92.7883682251,3679,89.07
102.700302124,102.085258484,102.126411438,101.828788757,101.507827759,103.048591614,102.077796936,102.605834961,101.95539093,106.388977051,1740,109.77
92.5569992065,91.657119751,92.7861328125,92.3784713745,91.9722290039,94.5925674438,92.9944381714,97.0694503784,92.4393692017,93.3865966797,2038,98.56
92.487739563,92.3352432251,92.9281158447,93.0130081177,92.4900817871,96.9358673096,92.6309127808,95.9722747803,92.5006332397,92.7900695801,5374,89.24
112.69065094,111.921340942,112.705886841,112.281814575,112.598693848,112.138580322,111.715072632,112.05921936,112.097618103,112.013259888,1928,110.12
112.085601807,111.979850769,112.283805847,112.622970581,112.493492126,112.339416504,112.552253723,112.250312805,111.553604126,112.384002686,3241,111.05
93.2821502686,93.3944244385,97.2343902588,95.7120513916,100.730148315,99.4916229248,96.8621139526,93.1714553833,101.770774841,98.4357070923,2719,90.96
92.5581207275,95.7032241821,92.6839904785,93.8990020752,91.9286346436,92.8526535034,94.1330490112,92.6523742676,92.5491256714,93.720161438,5494,100.54
94.2715759277,92.4421234131,92.6741104126,92.4893035889,92.4755477905,95.0688323975,91.9908752441,92.8537139893,93.1360778809,92.7900543213,2193,89.74
112.342796326,112.158081055,112.013427734,112.202072144,112.22870636,112.338775635,112.154716492,112.244087219,112.737747192,111.995529175,6598,107.87
92.6025543213,91.6783905029,92.2942810059,92.332862854,92.1386489868,92.6028747559,92.5924224854,91.9502792358,93.2553253174,92.7818908691,858,100.21
92.5540313721,92.5292663574,93.1652832031,95.4522781372,92.0811157227,92.6304016113,95.2063446045,91.9027862549,95.1393966675,93.9459457397,5304,118.62
92.4944992065,92.3168563843,93.0701904297,92.8837585449,94.6509094238,92.8292541504,92.7238998413,92.4114761353,93.2828369141,95.7578201294,3207,92.53
112.686073303,111.685623169,109.580810547,112.461868286,112.591583252,112.336753845,112.521087646,112.06288147,112.630828857,112.638923645,7486,105.91
112.170211792,112.380638123,111.712295532,112.477630615,112.284072876,111.515953064,112.109184265,112.354179382,111.057937622,111.971183777,6744,109.6
93.1165161133,92.3793487549,92.8020019531,91.7977676392,91.8338928223,90.1531524658,91.9466552734,92.632774353,92.3968582153,92.7836685181,8224,85.14
102.038887024,103.15574646,102.424591064,102.29460144,101.882339478,101.731185913,102.547332764,101.985694885,102.149421692,103.735580444,3775,106.79
92.9550170898,92.9230194092,93.0861282349,92.8202056885,92.0542907715,92.7164611816,93.9811935425,92.6771697998,92.5378265381,93.132850647,4083,88.97
92.525177002,92.6822357178,92.8934326172,91.7945175171,92.8134536743,92.1812973022,92.5840759277,91.9007720947,92.3798904419,92.7728500366,8025,94.01
106.743507385,105.807952881,106.928604126,103.43144989,104.860191345,105.075149536,109.648948669,106.759498596,107.497322083,101.959899902,993,113.68
79.0653305054,78.3969039917,78.9428100586,78.2931213379,78.8065261841,79.70652771,78.1477890015,77.8542556763,78.4929580688,78.5891265869,1681,76.99
91.4661026001,91.642616272,91.3723602295,91.464805603,91.8696212769,92.1790008545,92.24584198,91.9765701294,91.3247299194,91.7933349609,7880,85.82
106.668823242,104.893592834,107.092506409,107.87940979,107.566093445,111.761932373,105.829544067,105.465568542,108.717735291,111.792907715,4996,110.38
95.8295288086,93.8277893066,96.2785491943,92.4082794189,94.8241882324,95.040802002,93.9931182861,91.9474182129,92.5772628784,92.8636703491,2458,133.36
112.344451904,112.539382935,112.294891357,112.292648315,112.124542236,111.521995544,111.97756958,112.244567871,111.55645752,112.010498047,5124,109.02
102.689231873,103.087203979,102.659507751,102.378334045,102.675498962,102.666053772,105.28351593,102.421417236,100.729171753,102.462097168,6452,98.37
93.1718521118,92.4703140259,93.09740448,95.3934860229,96.5507736206,101.563674927,92.9549484253,95.7486495972,94.1114730835,96.9968490601,1383,100.77
92.4681091309,94.2609786987,92.8119049072,92.7457962036,92.4713973999,95.0586776733,92.0345077515,92.6812286377,91.2463989258,93.1615371704,1133,92.29
102.116500854,92.4876708984,95.042930603,93.2084655762,92.453994751,92.8123092651,92.2287597656,92.131149292,92.7504348755,96.4827270508,5120,92.22
102.067710876,102.168304443,103.11656189,102.061599731,101.951698303,102.719184875,101.140960693,101.888343811,100.721679688,101.789779663,4279,100.25
102.431251526,103.015678406,102.020744324,102.886657715,102.521636963,101.7866745,101.35899353,102.235076904,102.862678528,102.615188599,3141,102.42
112.339996338,112.421089172,112.703399658,112.401794434,112.488883972,112.140029907,112.149765015,112.34803009,111.555656433,112.110206604,870,106.16
92.8033065796,92.711265564,92.8421936035,92.3860092163,92.430305481,92.1806259155,92.3876724243,92.6018600464,92.5028915405,93.150138855,7444,88.77
92.5350646973,92.6284484863,92.5422439575,92.8558578491,92.2965011597,91.6822433472,91.2843704224,91.9853668213,92.7576675415,92.7524108887,983,90.77
112.113876343,111.94493103,112.120178223,112.291557312,112.489654541,112.336776733,112.41368103,112.243728638,111.55405426,111.988868713,1061,109.67
102.518913269,101.795516968,102.054740906,101.691673279,101.856315613,102.710075378,101.147041321,102.417266846,102.54650116,102.484519958,4040,107.61
102.769470215,107.059410095,101.517654419,102.769248962,105.087768555,107.564338684,102.939994812,104.490226746,105.940986633,103.925582886,4746,99.82
102.151557922,103.034881592,103.113754272,102.02570343,102.505210876,101.751029968,97.4906692505,102.401550293,100.613227844,102.864814758,7780,100.49
112.342201233,112.344604492,112.705612183,112.132270813,112.231025696,112.338943481,112.417861938,112.244033813,111.556167603,112.662010193,4709,108.37
93.0936126709,92.7986831665,92.7669754028,91.640045166,96.9650192261,95.6254653931,95.5553817749,92.6376037598,92.5547027588,94.4216308594,6350,90.39
93.9942932129,95.7207260132,95.6798400879,91.9317932129,95.7924728394,96.3637924194,96.7781600952,96.6928253174,95.2368392944,92.8024215698,8301,94.71
103.397514343,102.239128113,101.505805969,103.195747375,105.944908142,103.241912842,102.658042908,104.302650452,102.612838745,105.652633667,2610,103.72
112.106758118,112.346450806,112.112632751,112.616744995,112.191307068,112.33656311,111.714370728,112.354804993,107.127700806,112.248451233,8259,105.04
112.621986389,112.346389771,112.130630493,112.621688843,112.484580994,112.133850098,112.547790527,111.983215332,112.60760498,112.663368225,2323,114.88
112.114509583,112.364601135,112.705741882,112.489807129,112.231246948,112.138076782,111.714546204,112.344421387,112.607658386,112.011192322,2982,112.0
92.7369918823,92.7072143555,92.927116394,100.150344849,91.9721984863,92.2891769409,92.6724090576,92.2519378662,96.3465499878,93.0302047729,4794,96.99
112.342971802,111.977844238,112.706710815,112.259506226,112.229804993,112.298110962,112.554428101,111.990516663,112.097137451,112.110267639,3333,105.49
93.1132507324,91.6407165527,91.2324829102,92.7968292236,92.4438323975,90.2367019653,91.7003250122,91.8958206177,92.4565582275,93.1301345825,6096,95.65
92.6353530884,92.59349823,96.6879882812,96.3997497559,94.1465911865,95.0772094727,93.0539703369,92.7947616577,96.2398757935,93.8860702515,5264,89.48
93.1135940552,92.3042831421,92.865447998,95.8779678345,92.5113449097,92.1876525879,92.3499526978,92.3128585815,94.0992889404,92.6886978149,478,118.45
112.695625305,112.547889709,112.131744385,112.229347229,112.233222961,112.299812317,111.708580017,112.244003296,112.070289612,112.379646301,676,116.04
105.635475159,104.779518127,103.192993164,103.538864136,101.870399475,106.671463013,105.740592957,104.949958801,103.507652283,104.969360352,1748,100.42
96.9758377075,92.900680542,93.112701416,92.3909683228,91.9847869873,94.0351486206,93.6737976074,92.9699630737,92.4386901855,93.3903427124,1034,88.98
92.787940979,92.7060317993,94.5316467285,92.9564285278,92.4465560913,93.709854126,91.6531143188,91.9052886963,91.914024353,92.783821106,4502,96.77
92.7759170532,92.7051467896,91.2903823853,91.7354660034,94.1034164429,90.3853530884,91.0062942505,92.6235580444,92.0229187012,92.5188369751,3174,92.66
96.0007705688,92.4351654053,92.9215087891,96.4245300293,96.6027374268,94.9335174561,95.1796646118,93.5668487549,95.7508010864,93.0216217041,2786,100.87
78.9729232788,78.531463623,77.4371795654,79.1423416138,78.783706665,78.3468704224,80.7663040161,81.7831573486,78.4958343506,78.421585083,6959,75.19
112.695236206,111.952003479,112.111701965,112.624137878,112.505805969,111.992637634,111.712409973,112.061576843,112.095100403,112.368041992,6498,113.24
112.343132019,112.367179871,112.123558044,112.265945435,112.341415405,112.135574341,111.71245575,111.985565186,112.676803589,112.663215637,7663,111.22
92.5405654907,92.7585906982,93.0548782349,96.511428833,92.5054855347,93.9868164062,92.3648834229,92.2124404907,92.9651794434,92.5278320312,6530,89.31
96.6155548096,94.842010498,93.6957321167,96.73853302,96.6672134399,96.8005447388,97.1618270874,96.5962524414,95.5003128052,95.7992706299,5410,110.93
112.691879272,111.973220825,112.072052002,112.447372437,112.588661194,112.335441589,111.984825134,111.988563538,111.53527832,112.111152649,3292,117.71
92.8032608032,92.7173995972,92.9555664062,92.3377151489,91.8913345337,90.9353179932,92.3447570801,92.6151504517,92.4175415039,93.1291427612,8096,86.4
96.0018463135,92.8056411743,96.2800064087,94.1845855713,92.8707885742,95.9716033936,95.6053543091,96.2409820557,94.7647094727,92.7897262573,3379,88.62
112.011405945,112.40221405,108.370140076,112.292976379,112.563896179,112.357650757,112.411773682,112.243553162,112.097442627,112.009483337,1694,111.1
93.1185913086,91.6538925171,93.0742111206,92.51197052,91.9436721802,92.0074920654,92.2038040161,94.2541046143,92.4444580078,92.8554000854,6301,94.32
112.341514587,112.363685608,112.436340332,112.276626587,112.226997375,111.522453308,111.710105896,112.253799438,112.608825684,112.111282349,6974,113.77
102.631240845,102.296775818,101.511207581,103.237113953,101.87613678,102.74055481,101.247337341,105.32118988,102.13722229,102.948432922,2307,103.01
92.8408355713,92.373626709,94.3078765869,94.7826004028,95.2359695435,98.9151687622,94.8021316528,92.6278610229,92.4559707642,92.8465576172,2439,88.92
106.669189453,102.108192444,103.14440918,102.089225769,101.732955933,103.765922546,102.387001038,102.210899353,102.949630737,101.807617188,5174,97.55
112.105285645,112.36882782,112.118690491,112.472427368,112.232376099,112.298332214,112.151046753,112.349662781,112.071281433,112.3855896,6703,111.55
93.1080169678,92.4264907837,91.9522247314,91.7314300537,92.447227478,92.0007019043,92.3194503784,91.9808959961,90.8288192749,91.8661575317,2339,100.81
78.9775619507,78.1676330566,77.4371948242,77.9291610718,78.8070068359,78.3351364136,77.4636535645,77.8501815796,80.9879074097,78.9150619507,4450,89.73
107.007461548,101.885360718,102.342773438,103.062705994,103.238708496,106.082458496,104.921203613,102.594726562,104.667289734,102.547164917,1642,99.51
78.5323486328,78.3409500122,78.8345489502,77.9797821045,78.8101425171,78.3489685059,78.1565551758,81.782371521,78.3392333984,78.3369064331,5514,77.47
96.7692642212,93.0650482178,100.412811279,95.8440628052,92.079826355,94.9560470581,92.9677963257,92.6746292114,97.0730743408,96.4001464844,1220,89.44
93.3346405029,91.8830108643,92.9035491943,91.8170013428,92.4120788574,92.992805481,91.554069519,92.7891464233,92.431678772,91.8973770142,318,89.1
79.0617599487,78.2223129272,78.9449462891,78.2911682129,77.7066268921,78.7687149048,78.1489486694,77.7679824829,80.9933624268,79.1462020874,6266,73.53
112.696716309,112.425003052,112.706199646,112.622802734,112.466194153,111.512367249,111.714637756,112.233787537,111.556732178,112.659843445,1855,107.48
102.624610901,107.067375183,102.404273987,103.028030396,102.936920166,103.995330811,111.436965942,104.231201172,101.936157227,101.802955627,3723,99.4
92.515335083,92.7336425781,91.9224853516,91.9209823608,92.3389892578,92.297164917,92.3597640991,91.9956665039,92.475112915,92.7889175415,8095,94.99
96.8365249634,95.9099807739,97.4730377197,96.248840332,92.9177932739,92.6064529419,92.8440093994,92.0194015503,92.1724700928,96.2324752808,143,93.27
102.014892578,92.5528640747,93.4140548706,95.9633865356,96.7472229004,97.4852523804,98.9578781128,97.5813980103,94.5567779541,97.2740631104,5064,85.13
112.69619751,112.418708801,112.70703125,112.128677368,112.489761353,112.355079651,112.552658081,111.989349365,112.696533203,112.663345337,4006,114.29
96.4941482544,92.7849197388,92.9211120605,92.4581222534,92.4432830811,92.3708190918,93.8898239136,92.6914138794,92.673034668,93.1397247314,4358,102.65
94.0871047974,92.9412918091,92.9174499512,94.8038711548,92.5431060791,94.7540359497,95.7346115112,93.7382354736,92.4820632935,92.8972244263,8311,96.45
78.443977356,78.1602859497,78.5528030396,77.9075698853,78.7847976685,78.9052276611,80.8309555054,81.783241272,78.2553253174,78.4250488281,3369,81.96
92.8283691406,96.4430084229,92.8938293457,92.3220825195,92.4396820068,93.8829803467,92.5849761963,94.9306259155,92.4610137939,93.1313781738,1676,112.54
112.695533752,111.979354858,112.436386108,112.134284973,112.122505188,112.338294983,111.713973999,112.333885193,111.556861877,112.661743164,5000,137.09
92.5373535156,92.7119140625,93.0302734375,91.8218765259,92.3152618408,92.597114563,91.5992279053,91.9518356323,92.4684448242,92.4914855957,7938,100.12
95.60521698,92.7746429443,92.0458526611,91.9516067505,91.9719543457,92.6380081177,92.0943984985,92.5436706543,92.1586380005,92.78465271,7609,87.14
97.0013885498,97.1133651733,95.6575241089,96.1190795898,96.7863693237,96.7621231079,96.9068603516,96.9182052612,96.1659011841,96.2232055664,2452,98.33
112.509109497,112.367492676,112.27129364,112.292579651,112.483665466,112.300369263,112.413551331,112.065559387,112.600906372,112.360786438,6244,111.91
94.4544525146,95.7874603271,92.7983093262,92.7944793701,95.2552871704,92.8070602417,94.7494659424,92.0114212036,92.6336517334,92.7930526733,4854,97.96
102.235626221,105.00177002,103.107444763,101.022727966,101.877555847,102.681686401,101.183013916,102.373901367,102.760299683,101.793998718,3119,113.14
97.4179992676,96.2901611328,93.1031494141,91.7256851196,92.467880249,97.4456787109,93.4288101196,95.3250656128,93.6234283447,92.8041915894,8114,93.5
97.026184082,92.7114334106,92.9241333008,92.611114502,92.4382095337,94.881439209,91.6529769897,92.8182907104,93.9690475464,91.8415756226,312,92.74
92.518447876,91.967628479,92.9346313477,92.8327636719,92.4509277344,92.7542800903,92.6006546021,91.9425048828,92.5148162842,93.1314315796,7266,121.31
92.5034103394,92.6780853271,93.0558242798,91.6126937866,91.8703842163,92.4692077637,91.16381073,92.0432281494,92.1536560059,92.7871627808,2855,88.87
112.343803406,111.980628967,112.279388428,112.487808228,112.23336792,112.299484253,112.544219971,111.988441467,112.070762634,112.014183044,658,110.49
104.78616333,101.960426331,103.209220886,102.299919128,101.866333008,102.624008179,102.069114685,102.411727905,101.964881897,102.725082397,2743,103.31
112.686195374,112.414413452,112.119720459,112.133758545,112.589836121,111.518959045,112.159889221,112.063049316,112.560508728,112.112304688,7937,103.32
97.3077850342,96.0513381958,92.7139358521,92.4636535645,92.2029037476,92.6154251099,93.7678375244,92.6631317139,94.317024231,93.8302383423,1143,93.81
93.1023101807,92.7704238892,93.1699371338,92.376411438,92.5040512085,92.2276153564,91.6457214355,92.7945556641,94.1222000122,92.7932662964,3357,89.03
112.344345093,112.415290833,112.185508728,112.624221802,112.123817444,112.354675293,112.556221008,112.348312378,112.737663269,112.012863159,3870,105.36
112.344367981,112.335350037,112.2838974,112.292999268,112.223953247,112.298454285,112.549110413,112.065574646,112.608818054,112.388954163,5152,115.27
112.090667725,112.236747742,112.362052917,111.964569092,112.118621826,112.299499512,111.71509552,111.98777771,112.069633484,112.080406189,7926,113.67
112.682868958,112.41947937,112.123031616,112.291999817,112.333381653,112.129928589,112.160614014,112.251525879,111.55632019,112.367179871,2079,115.15
112.102584839,112.370697021,112.29133606,112.616775513,112.23223114,112.297134399,112.416252136,111.986549377,111.555809021,112.663475037,7559,136.75
92.8197784424,92.7991104126,93.1545715332,97.2834014893,92.4446716309,92.8379745483,102.785202026,92.3405838013,93.4588928223,95.1296005249,3433,91.14
102.656532288,101.965553284,101.501602173,102.026741028,103.979660034,102.627456665,103.349273682,102.418663025,101.960647583,102.556732178,7089,105.28
79.0483551025,78.3966217041,78.6376495361,78.0787963867,78.6837921143,78.766998291,77.494468689,81.7809371948,80.9861450195,78.4211196899,7035,73.24
112.696075439,112.421318054,112.435531616,112.051132202,111.797309875,112.123100281,111.71585083,112.063537598,112.617912292,112.365715027,1834,112.09
78.9721298218,78.2209243774,78.8285064697,78.2868423462,78.6852798462,78.3296661377,78.184928894,77.8478393555,78.4904174805,78.7149429321,3167,75.51
92.9131011963,93.5742950439,91.6857147217,92.1304397583,91.9832687378,94.8419952393,92.1478424072,95.2458267212,92.5751419067,92.6850738525,1273,94.29
93.0503082275,91.6872024536,92.2665710449,94.8567428589,91.9115829468,92.6104507446,96.5644454956,92.6375732422,94.3090057373,92.7791366577,2267,88.62
92.5604934692,92.2641983032,92.8715209961,92.7452697754,92.8389205933,92.200340271,92.9764328003,92.9864578247,92.4848403931,92.7571029663,825,103.46
92.4554901123,93.0863952637,92.9667816162,96.2457275391,96.7536087036,93.9992446899,95.1896591187,92.7000579834,92.6039047241,93.1426544189,1858,92.95
