keras_MAE3_lg_relu1,keras_MAE3_lg_relu2,keras_MAE3_lg_relu3,keras_MAE3_lg_relu4,keras_MAE3_lg_relu5,keras_MAE3_lg_relu6,keras_MAE3_lg_relu7,keras_MAE3_lg_relu8,keras_MAE3_lg_relu9,keras_MAE3_lg_relu10,keras_MAE3_lg_relu11,keras_MAE3_lg_relu12,keras_MAE3_lg_relu13,keras_MAE3_lg_relu14,keras_MAE3_lg_relu15,keras_MAE3_lg_relu16,keras_MAE3_lg_relu17,keras_MAE3_lg_relu18,keras_MAE3_lg_relu19,keras_MAE3_lg_relu21,keras_MAE3_lg_relu22,keras_MAE3_lg_relu23,keras_MAE3_lg_relu24,keras_MAE3_lg_relu25,keras_MAE3_lg_relu26,keras_MAE3_lg_relu27,keras_MAE3_lg_relu28,keras_MAE3_lg_relu29,keras_MAE3_lg_relu30,keras_MAE3_lg_relu31,keras_MAE3_lg_relu32,keras_MAE3_lg_relu33,keras_MAE3_lg_relu34,keras_MAE3_lg_relu35,keras_MAE3_lg_relu36,keras_MAE3_lg_relu37,keras_MAE3_lg_relu38,keras_MAE3_lg_relu39,ID,y
86.0446243286,95.7135391235,96.6544799805,95.0149383545,88.7101364136,90.4597625732,89.7246170044,90.724647522,97.8777389526,92.8265838623,90.7145843506,91.194480896,95.3396530151,87.5871505737,87.1161422729,89.6979751587,87.7674560547,88.4396591187,88.8738708496,88.1506881714,90.7073898315,92.412689209,91.1966400146,88.802520752,98.5936737061,92.2155303955,91.6328887939,92.6452636719,90.1584320068,91.0626602173,88.4880981445,92.4382629395,93.4045257568,99.6905288696,86.4227752686,94.354095459,96.8715820312,97.7452926636,2424,93.29
100.906829834,105.777854919,102.698760986,105.851570129,103.293762207,103.566139221,110.484985352,107.693412781,105.200996399,102.830383301,109.510894775,107.796150208,105.06980896,99.6190185547,115.927658081,105.812644958,108.405212402,110.367980957,106.248504639,109.766815186,103.146942139,102.944534302,103.287689209,112.5626297,112.627410889,104.942466736,96.8358306885,103.364379883,104.779495239,105.920043945,99.4024200439,99.5301895142,102.520874023,103.52469635,110.867218018,109.358840942,107.262748718,122.21421814,2425,100.5
96.3230438232,105.269744873,103.596504211,102.851837158,102.139984131,107.161216736,102.032836914,106.174049377,105.181884766,100.177589417,101.572937012,99.4804534912,103.823387146,102.12210083,102.321037292,97.6629333496,102.732879639,101.429336548,103.913536072,100.2447052,95.5466918945,110.03125,103.467712402,100.984687805,100.586540222,99.9934387207,99.4329833984,94.6573181152,99.8603515625,99.8800125122,97.5760879517,102.873687744,104.948112488,97.3024749756,98.9358215332,101.684799194,95.7907028198,99.9639129639,2427,108.76
86.1836090088,92.7294235229,90.2933807373,96.9745407104,87.7496032715,92.7862243652,91.7938537598,91.7173690796,92.9169464111,91.388381958,91.3767471313,88.8674316406,96.2438659668,93.4102630615,88.940788269,89.080078125,89.5555038452,88.7491531372,91.2016448975,86.9414978027,89.4709091187,85.3109893799,90.860168457,85.2160644531,97.2324676514,92.5602111816,92.9117736816,95.5877990723,93.9929504395,97.1128692627,90.9367218018,90.8597946167,97.1461486816,90.5125198364,89.0807113647,97.8757171631,96.3200531006,100.928985596,2428,93.97
105.842208862,106.406578064,106.222900391,107.688919067,103.814949036,105.613876343,113.754730225,109.756454468,107.594306946,102.219192505,112.119819641,108.494041443,104.348625183,104.340896606,113.808135986,118.540718079,103.579101562,108.522331238,104.546905518,118.922096252,104.944480896,103.219558716,101.977615356,111.047210693,113.58000946,106.643188477,103.134536743,102.954421997,104.973464966,107.80846405,108.958709717,102.876228333,102.333511353,103.422790527,116.093048096,101.445877075,103.737930298,108.231452942,2429,110.21
88.3616943359,83.5531311035,90.7753143311,90.7465362549,89.933883667,95.573425293,93.1021728516,93.8073272705,90.3526916504,92.388092041,90.0263824463,96.4996948242,100.277236938,91.4325714111,92.6435852051,89.9686203003,91.4456939697,93.5333709717,88.6828460693,94.314666748,89.858253479,92.435546875,89.0068511963,91.0979385376,93.3176269531,85.2574310303,88.9088897705,94.638092041,94.7808227539,90.8102798462,94.2993164062,91.8523330688,89.0035552979,91.6396789551,83.9137954712,99.7520065308,89.5382766724,90.7694549561,2430,88.34
102.523284912,113.3697052,115.729324341,116.499420166,109.200515747,115.570663452,118.717010498,117.906822205,111.637680054,112.402877808,111.705543518,108.378494263,118.289398193,103.765380859,103.183578491,108.627952576,104.553337097,104.635215759,109.590698242,107.388122559,109.479515076,109.781036377,110.094093323,110.901062012,123.073059082,112.188278198,115.360916138,116.591804504,116.15788269,114.55834198,109.167312622,111.098251343,115.928161621,111.745407104,110.423919678,122.219245911,123.10319519,119.8568573,2431,123.24
106.163146973,108.465332031,106.161697388,110.313583374,110.663269043,108.11945343,118.809402466,112.88243866,114.323936462,111.52355957,112.061416626,111.555274963,108.285835266,103.707290649,108.070556641,117.217735291,108.489807129,113.90864563,109.20249939,120.019287109,109.331588745,103.627670288,104.807975769,115.688926697,122.36063385,105.964073181,104.451217651,111.441055298,115.795547485,108.414253235,109.090568542,107.232009888,107.151275635,107.438659668,120.078338623,112.300613403,117.980239868,114.722290039,2433,107.35
90.2422485352,92.4710083008,94.2518539429,94.8258895874,92.5472106934,95.3536834717,92.5890045166,96.9659423828,89.5732574463,95.173828125,94.4753265381,95.3547515869,94.7736358643,92.8967514038,93.4373168945,91.6945114136,90.8968353271,89.7182617188,90.9614105225,92.5787353516,90.868347168,88.2478179932,92.4342498779,86.0511856079,94.4829101562,85.5710601807,90.1175613403,92.744644165,93.4494476318,95.0081329346,94.2214355469,90.6921844482,89.0453338623,87.9743041992,84.4803466797,99.1298065186,89.815322876,95.9902191162,2437,90.25
91.5876541138,94.3473358154,91.6503753662,99.5288543701,92.6894989014,95.3071517944,93.6800308228,97.1117553711,98.0200653076,91.9924621582,92.0176467896,92.6227111816,100.667137146,93.3779907227,85.7952194214,91.6103057861,88.7835617065,90.4201965332,93.851852417,88.0166931152,88.5886154175,99.5873641968,94.7026672363,89.6052474976,103.548400879,92.4050827026,93.190536499,100.040687561,95.4775848389,97.9075927734,88.2704925537,90.8388214111,95.1741409302,96.4490585327,89.3471679688,100.144706726,94.6829452515,101.920974731,2439,88.92
91.0357208252,79.0495071411,91.1133651733,90.7954711914,93.1342468262,91.9452056885,101.443984985,90.2289123535,91.7098388672,86.4377975464,98.3791351318,92.1395950317,93.6009674072,89.7313690186,92.0941848755,102.227333069,95.9928741455,95.1088790894,94.6274719238,105.3647995,94.9399414062,88.4331283569,86.6928939819,101.448051453,98.9185256958,85.8094024658,87.4388122559,91.6466522217,96.4363555908,93.936340332,90.5491256714,87.993019104,94.2335662842,92.05809021,98.7540969849,99.7283477783,91.7503509521,94.3540496826,2441,95.24
108.546401978,113.42641449,122.540924072,109.470016479,115.625175476,117.249015808,108.384025574,115.220848083,110.750541687,112.621902466,112.250259399,112.675460815,118.432090759,117.077087402,112.061050415,104.43637085,107.131217957,110.274894714,109.155448914,112.501159668,112.500976562,111.208396912,104.218154907,106.293136597,111.883155823,97.9517288208,107.31905365,103.098762512,111.873451233,113.113571167,114.294822693,113.997360229,111.010276794,108.297721863,119.608718872,117.506118774,106.274002075,115.026252747,2442,115.22
107.453521729,114.409454346,113.659347534,110.005828857,108.612930298,106.922462463,111.864425659,115.131568909,114.636795044,108.133224487,114.035224915,109.917144775,118.822898865,106.282348633,104.316040039,109.638839722,112.732940674,103.397979736,113.680130005,104.783233643,113.005020142,107.427101135,113.300704956,112.351364136,118.808288574,111.681564331,107.477661133,118.580879211,112.890304565,107.925239563,107.520797729,109.953178406,107.666809082,115.0025177,118.157325745,125.186515808,119.305023193,120.424591064,2445,105.65
93.4455566406,86.3210220337,93.2279891968,90.4616546631,93.5090332031,90.6789398193,101.192298889,94.8491363525,90.880279541,89.6917190552,97.0451889038,88.4633483887,93.8090515137,93.9209747314,90.6811294556,99.4672164917,95.400100708,98.0589828491,93.0471420288,101.609016418,90.2790374756,91.5759429932,82.51587677,96.6389846802,99.0453262329,87.1922683716,89.0964355469,98.7246627808,95.4980545044,92.0782623291,92.4422225952,92.1789550781,92.5562744141,94.2637481689,100.674766541,97.0676422119,96.7281036377,96.9034729004,2446,90.86
94.4408721924,90.4088287354,93.3305053711,96.2551727295,87.8833389282,88.2461242676,94.1556091309,93.0063858032,94.672416687,98.3694152832,96.9432220459,97.381942749,93.4278869629,95.2936248779,95.2496490479,93.6425170898,91.6422424316,94.580368042,92.7800140381,94.2286987305,94.1975860596,86.1927947998,92.8187332153,85.3561782837,100.520965576,92.5104522705,92.352973938,95.0673065186,91.4524536133,91.3903427124,90.8093109131,93.2838973999,92.8303527832,93.2508163452,87.897644043,107.233955383,91.3255157471,92.3570556641,2448,112.97
98.5375595093,102.920066833,102.103942871,110.486495972,101.846923828,106.008934021,105.459068298,106.688102722,105.169937134,98.3562393188,101.720306396,104.737861633,110.487472534,99.4815750122,96.5685577393,104.195899963,106.359741211,99.3232116699,101.058731079,98.9101104736,96.4965896606,103.118804932,106.831924438,100.737350464,105.984436035,104.466300964,102.73789978,105.986473083,104.993522644,106.666786194,99.3315048218,99.5399169922,102.455657959,111.074714661,102.300537109,118.629844666,109.282859802,116.335998535,2449,114.8
95.7361907959,98.9332199097,98.6997909546,102.529251099,94.6008529663,100.265068054,110.141792297,104.082931519,100.640396118,98.0939025879,97.7847900391,97.3616027832,100.134155273,98.7882843018,96.7544174194,104.157012939,101.831665039,108.852767944,97.6995849609,114.401290894,104.511383057,99.6820144653,91.5959777832,109.44153595,114.001739502,97.2088317871,97.2760925293,100.237380981,101.20741272,103.211174011,100.180725098,103.271362305,102.766098022,99.9221343994,109.856704712,107.966186523,107.631820679,104.590591431,2451,102.91
94.7386322021,92.9259490967,101.168914795,94.1742248535,95.9630508423,100.08996582,89.8478927612,95.1126403809,99.2028656006,99.5568847656,94.2901000977,99.0432052612,97.3005523682,92.9827728271,97.3288955688,91.6477508545,93.5051269531,94.6884765625,91.4309692383,95.99609375,92.8553009033,92.1142883301,95.4771728516,92.4273071289,98.8359909058,92.3793945312,93.1152801514,96.0642089844,93.2372589111,93.9050445557,94.7337646484,90.2628326416,90.71434021,90.982131958,86.662612915,101.231193542,93.3028411865,93.4286499023,2452,98.33
71.5716018677,73.8639068604,82.0564651489,81.8036193848,75.6747207642,81.2303390503,82.141242981,83.3962249756,80.3798980713,80.3657989502,79.0369415283,76.7475204468,81.3763809204,79.98828125,77.5841293335,75.3962478638,73.0428695679,82.1627807617,75.9897003174,73.1508178711,74.1662597656,71.8870010376,76.7457122803,73.2017593384,82.0519180298,75.7283706665,75.1700744629,81.5286178589,83.4742736816,80.85987854,75.9753036499,77.0933685303,75.6024475098,81.8266448975,78.7353973389,81.0297622681,78.3634262085,86.3832168579,2453,87.95
94.2265548706,90.8020324707,94.3503952026,90.7634277344,89.3278961182,92.8941192627,98.4081954956,93.3476715088,87.8758621216,90.5935058594,93.8527603149,89.171005249,92.4503173828,94.8231048584,90.2222595215,93.4254989624,97.7907562256,102.106964111,94.4726333618,98.0709075928,96.4849624634,89.5288391113,86.9959259033,95.2321014404,99.9501953125,86.5497360229,88.0858688354,96.1158752441,96.8944854736,90.8972930908,93.9020996094,86.6192550659,90.4918518066,90.9168014526,104.052940369,101.354141235,98.2330932617,96.9517822266,2456,91.85
102.926841736,107.972587585,114.589286804,107.395965576,105.352363586,112.379371643,104.948287964,107.649200439,108.177276611,109.072303772,109.565376282,105.156311035,105.00112915,112.599525452,106.840194702,99.6073760986,100.760635376,106.578277588,105.688171387,106.216552734,108.922531128,108.727828979,107.544761658,103.722663879,106.224716187,101.997550964,102.943229675,108.620742798,105.674194336,103.432495117,104.809646606,102.97567749,104.324859619,102.716407776,103.752563477,114.862121582,99.4684143066,102.614845276,2457,101.64
82.6746902466,100.535919189,92.7626190186,94.6259613037,92.1051559448,92.6915817261,94.0284347534,96.4953765869,98.1201782227,95.2291259766,100.350479126,99.4593505859,98.0411376953,88.1881790161,88.7631835938,93.5850372314,91.8510437012,91.2652740479,91.8889465332,95.0984649658,91.7042770386,91.4431381226,92.7773666382,90.4620513916,96.3567581177,92.9051971436,95.4670791626,95.7853927612,98.8135299683,96.6687011719,94.2584228516,94.3218078613,99.2507171631,100.367668152,89.8130493164,97.109375,100.711524963,104.266227722,2458,133.36
86.4058685303,84.5766067505,90.2206192017,90.3513259888,91.0771789551,89.6101226807,95.951461792,93.8769989014,87.9290390015,85.4115829468,93.8928756714,94.6611633301,90.8852081299,90.7653503418,91.2400054932,96.0466156006,93.3409881592,95.1156616211,94.1358642578,101.015907288,93.1338653564,88.312713623,81.8040008545,94.9242248535,98.622467041,84.6178283691,88.3472366333,95.4496536255,92.3343963623,92.9658050537,92.2370758057,83.4474716187,87.9490280151,95.1025390625,101.066825867,93.2465209961,91.7486114502,92.7790679932,2461,87.82
112.610466003,117.046691895,122.612190247,111.804321289,119.032089233,115.23274231,115.543258667,120.352020264,113.800392151,118.981651306,114.31653595,117.614547729,114.979980469,121.314071655,114.359214783,107.201408386,112.806053162,115.890808105,120.005714417,116.728347778,111.670471191,114.23008728,108.922706604,119.580352783,113.867263794,109.541915894,115.284622192,116.421035767,120.530212402,108.401161194,116.405250549,112.091629028,115.70791626,109.222824097,125.982666016,123.288978577,110.44241333,117.197143555,2462,114.56
108.88205719,114.832748413,115.772216797,112.463737488,103.742706299,115.183914185,115.00163269,120.047492981,117.832473755,104.497505188,111.719650269,111.670166016,122.597045898,109.218025208,109.932113647,112.078155518,105.384986877,111.740501404,113.239639282,111.107521057,106.218353271,110.473098755,113.737060547,106.630722046,118.008163452,115.614448547,115.891891479,117.706329346,116.624389648,112.081230164,107.631233215,112.57900238,109.606040955,118.705284119,111.980735779,129.180648804,121.189460754,122.722763062,2464,108.52
106.558448792,112.704223633,106.054977417,108.101585388,110.257095337,111.98915863,121.329788208,108.325492859,109.11895752,112.460716248,118.22869873,112.473739624,114.03616333,110.463150024,108.062904358,118.833992004,114.522125244,113.969200134,115.206550598,121.159332275,112.827972412,111.885429382,108.475990295,120.001701355,112.841667175,112.015907288,104.678878784,109.108352661,115.84387207,111.026306152,112.103752136,104.721244812,108.892456055,112.528709412,119.162651062,114.909492493,122.707809448,133.945343018,2466,109.03
88.2077178955,95.2267684937,94.2869415283,91.2490234375,89.1260375977,93.0032730103,90.6528549194,101.302406311,91.3955383301,92.6070480347,89.2459411621,97.915435791,96.1640090942,91.6404418945,95.9670562744,92.8080596924,94.295791626,93.3858108521,90.0154342651,93.6937408447,91.6297988892,92.0998535156,91.8162307739,88.523399353,95.5248794556,85.2742385864,89.8986129761,95.2927093506,103.929969788,90.7070922852,91.030670166,94.4574432373,89.9520797729,90.9730987549,84.9336700439,98.6666641235,91.4178161621,93.236946106,2467,88.16
103.881370544,107.891410828,112.194320679,113.479850769,104.989318848,117.589370728,114.565200806,112.214584351,113.966758728,107.240783691,107.730545044,112.764442444,111.966537476,113.885887146,101.281494141,106.525871277,101.049850464,108.346725464,106.932907104,108.140640259,111.634368896,104.755050659,106.811813354,107.103111267,119.065414429,112.343223572,104.448921204,114.030593872,112.947463989,111.900413513,102.732368469,106.194274902,104.522575378,108.964874268,108.695304871,117.261116028,115.337928772,118.864654541,2470,103.91
96.1419143677,90.6985321045,93.6007080078,90.6946411133,91.3626556396,90.8668518066,100.073806763,92.0173950195,88.0762939453,89.1541442871,89.2464065552,90.2019042969,95.1927185059,92.5110626221,95.0327606201,93.7330703735,92.628326416,97.4648132324,93.8965911865,103.040817261,98.0350036621,89.4863128662,83.0325012207,95.0918884277,100.083374023,89.1176452637,88.1687393188,98.2454452515,95.0508575439,92.5718231201,95.0132980347,89.2951965332,91.2981491089,91.9923706055,107.723861694,99.2569046021,93.7787704468,100.25428009,2471,88.01
110.742881775,111.527908325,105.933013916,108.781204224,110.312255859,106.425216675,108.776008606,111.835197449,107.929855347,107.57901001,111.333496094,108.778213501,112.573875427,108.987007141,110.555786133,102.565231323,106.797622681,108.679611206,109.145256042,109.853385925,105.205566406,109.121231079,107.794021606,104.003479004,103.248855591,105.091094971,104.000968933,99.3383483887,104.746368408,103.211906433,109.57951355,106.344734192,105.06854248,107.78112793,110.29699707,111.538925171,104.068252563,107.701629639,2472,109.91
102.535339355,109.395942688,109.495147705,118.696029663,104.067390442,108.570838928,102.062522888,107.6587677,112.682014465,109.712234497,105.705696106,106.769485474,113.480102539,112.402137756,105.754043579,105.03918457,101.408630371,104.943161011,102.901138306,103.464813232,107.585746765,103.221542358,113.083457947,111.086418152,115.799484253,113.179908752,103.772956848,113.503158569,110.661804199,110.100982666,106.240982056,107.712509155,105.166236877,108.600883484,109.50945282,124.468688965,116.78276825,111.207168579,2473,108.06
116.503128052,114.712020874,107.261802673,108.729202271,108.373970032,112.745071411,116.40953064,115.193336487,112.864463806,111.821502686,115.333877563,112.29296875,113.587677002,105.413574219,105.615783691,117.944564819,114.000732422,113.1772995,111.643928528,119.422058105,116.400901794,104.864143372,108.067230225,116.799568176,113.582382202,116.206871033,112.134155273,110.919387817,116.113952637,114.062835693,114.319854736,110.934677124,107.58669281,114.122024536,123.139900208,117.547668457,117.152893066,121.845558167,2475,110.17
89.5325241089,90.8928451538,92.311126709,95.9937973022,87.6930236816,88.9971466064,90.9697265625,95.9083328247,88.8835067749,93.8769989014,93.5858154297,96.322013855,94.1481628418,91.6987915039,95.314163208,91.8121261597,95.6155700684,88.6986923218,91.2413787842,93.3923492432,91.5925598145,93.1829376221,90.5964889526,90.1705093384,96.1139526367,88.8125915527,92.2660827637,89.5023498535,91.2792816162,93.7987518311,89.8111572266,90.7538909912,91.1345748901,91.8290100098,85.1947631836,97.3728027344,92.1483459473,91.3367538452,2476,88.15
110.315101624,118.287910461,119.830207825,115.646194458,108.54914856,115.758491516,118.07964325,123.973320007,120.105697632,104.067619324,112.488807678,114.337554932,127.605049133,111.817947388,115.10710907,112.452011108,108.612030029,115.776222229,116.312309265,115.988578796,109.301757812,110.82711792,116.790206909,115.417922974,119.174232483,110.763305664,119.782592773,118.409141541,123.431877136,126.39881134,110.299476624,112.587226868,117.796447754,115.071601868,114.899208069,135.579055786,121.362968445,122.929840088,2477,118.14
112.595199585,113.591171265,106.689094543,111.91381073,110.510398865,112.188217163,116.944114685,116.130149841,109.481620789,109.153526306,117.891288757,110.869285583,116.728927612,106.721199036,109.799362183,118.216949463,117.359069824,114.709251404,116.443916321,121.607795715,112.272323608,104.344902039,106.879440308,121.702026367,104.324798584,116.0989151,110.561920166,112.92440033,113.001792908,111.589515686,111.171463013,110.161140442,105.668624878,115.040206909,121.051292419,114.086448669,115.240905762,120.260154724,2479,122.51
98.5343933105,103.900306702,110.694313049,102.434234619,104.603340149,112.554962158,105.652671814,102.214256287,106.205123901,106.847236633,103.931625366,106.067146301,102.454307556,108.964630127,106.442214966,100.353668213,100.44190979,101.890213013,103.408882141,104.540534973,100.133605957,105.266448975,99.5847625732,102.196914673,103.085914612,98.6615982056,101.640594482,103.600082397,114.440231323,98.5693969727,102.240409851,99.7267608643,101.960037231,92.9113388062,102.530151367,113.475616455,99.6704711914,101.242416382,2482,96.14
85.2035293579,93.3367614746,89.6775360107,99.8337402344,89.9235153198,93.6553497314,95.2696990967,94.412979126,94.7246856689,91.2542800903,92.1955566406,96.5974807739,96.2303619385,96.0762023926,89.8562774658,90.228843689,87.2045898438,89.8293991089,93.1457214355,88.1128540039,90.8610916138,88.1160430908,91.296875,86.8855743408,97.347946167,91.6664276123,93.7988586426,92.2684936523,91.1692047119,96.0248413086,90.4971694946,91.8254547119,94.4570541382,96.9251251221,86.9725952148,93.5751953125,98.4929656982,101.246696472,2483,100.92
111.328796387,109.69127655,105.687530518,109.741874695,110.98462677,112.673851013,117.59879303,118.254402161,107.88306427,108.094406128,115.701881409,114.468566895,113.844573975,104.949897766,103.911712646,120.032402039,110.404891968,123.398200989,105.334091187,120.191184998,108.850318909,105.714866638,102.254837036,120.779067993,105.149673462,120.099960327,110.923164368,114.452545166,111.949752808,113.72694397,112.010681152,109.181335449,110.189445496,114.539161682,122.88381958,114.143203735,120.181289673,118.057342529,2484,106.03
104.16570282,105.380187988,113.530448914,106.775756836,105.189277649,111.626342773,105.971984863,104.892356873,108.845657349,110.441017151,109.748802185,108.124794006,110.076141357,105.029846191,108.069900513,99.3353500366,102.500892639,105.4400177,104.777542114,106.412765503,105.12525177,107.993103027,104.701126099,103.073181152,103.588317871,100.12865448,103.604354858,106.987808228,110.722885132,106.757118225,110.13368988,107.407936096,109.803344727,103.845275879,105.63898468,110.363075256,100.703735352,104.82989502,2485,106.35
94.3287734985,98.1735229492,96.7191543579,100.320289612,100.853057861,99.6346664429,96.7818832397,100.914360046,103.888275146,92.4070129395,97.6785354614,99.5126037598,106.745223999,97.1115112305,86.4891052246,98.2805404663,95.6657104492,96.582611084,112.579498291,90.1624908447,92.4814376831,100.930480957,96.9837799072,96.1386947632,102.381607056,103.61151886,93.3524932861,101.950416565,99.9129180908,98.6196289062,95.6136779785,99.1228408813,97.7361755371,96.7504348755,94.8647842407,103.44203949,99.020614624,107.976913452,2486,89.41
93.9940643311,90.9706268311,94.5311813354,90.7167282104,89.204864502,92.9809646606,98.3190917969,91.6369934082,87.8427734375,90.6187744141,92.5351715088,89.3103942871,92.0243911743,94.9877929688,89.8428649902,93.467666626,97.3825836182,99.7250671387,94.1913299561,98.1166229248,96.3369293213,89.3600463867,86.8045730591,95.0753173828,99.7020492554,85.9767456055,88.1566925049,96.2568893433,95.7295379639,90.9345245361,93.4942474365,85.6679077148,90.80519104,90.7810440063,103.468673706,100.01020813,96.9932861328,96.703414917,2487,92.13
101.395935059,107.348693848,108.475631714,105.617233276,104.295196533,102.649833679,104.591743469,107.921859741,105.158447266,107.269638062,103.233444214,106.556343079,110.479949951,105.894699097,107.221298218,99.6488876343,101.204795837,103.722038269,101.237976074,104.60345459,109.517326355,105.436897278,102.762489319,101.22013092,105.926147461,91.08228302,103.771759033,102.035690308,105.826759338,105.137542725,108.549560547,105.89667511,102.854263306,104.299713135,101.511779785,112.404296875,101.570373535,106.908843994,2488,99.83
84.5060882568,96.6325149536,96.543006897,101.805503845,88.7090454102,91.4237136841,89.0952606201,95.2281036377,94.0514373779,91.2553329468,91.4876251221,92.6322174072,93.1549606323,95.5365982056,86.0980148315,90.9682006836,86.6474304199,88.7039794922,88.5294952393,86.1549224854,90.323600769,94.2621002197,92.2193450928,87.731300354,95.5135803223,91.9014892578,90.290435791,93.5746917725,90.6956176758,91.5800094604,89.1553955078,89.8284912109,90.7442779541,95.7316436768,87.5920791626,94.5125274658,96.8477096558,101.581245422,2491,96.05
108.596588135,109.856704712,105.273445129,110.848350525,106.663154602,109.175102234,116.345581055,114.024147034,109.376731873,104.781166077,116.091773987,114.029151917,109.181037903,105.938423157,110.66885376,120.093963623,107.391075134,115.735809326,111.379776001,120.402580261,106.873283386,103.015083313,108.210540771,117.038398743,104.305725098,108.936943054,106.436203003,111.474655151,115.441558838,113.155929565,110.758872986,107.701629639,105.130332947,107.528648376,120.887527466,106.911659241,114.568717957,115.758300781,2493,105.97
91.8053970337,88.245880127,94.2216949463,91.203414917,91.4863967896,99.3163146973,95.1039962769,94.3327636719,91.568145752,94.1500778198,90.4609603882,96.8941650391,100.312416077,91.3559570312,93.6360702515,90.8423461914,92.4571990967,93.695098877,88.5712814331,94.7276763916,90.0897598267,92.286277771,89.3754730225,92.077911377,93.3662261963,85.9682769775,89.1844024658,94.7021026611,96.5436935425,91.1090698242,94.1960906982,93.3316802979,88.5717468262,92.9808883667,85.1612091064,99.7580871582,90.7101745605,93.9268798828,2494,87.16
105.281364441,106.810638428,107.459602356,111.294204712,106.57460022,107.379402161,116.560516357,119.009475708,113.946235657,107.246673584,109.273620605,109.325759888,114.760520935,106.415924072,109.268585205,108.138748169,107.070365906,101.713050842,111.077087402,107.33644104,109.762115479,107.180221558,112.435653687,111.692848206,111.442832947,118.104469299,107.391548157,114.88041687,113.278686523,108.855163574,105.591033936,108.658432007,113.499916077,116.11554718,111.75289917,121.671096802,117.89025116,119.957832336,2495,110.47
90.9440078735,81.7745513916,94.1810455322,91.6642608643,95.4001235962,89.6385116577,101.856208801,91.1617965698,88.3850784302,85.0990524292,99.5410919189,91.3981933594,92.3568725586,94.6087188721,89.8824768066,97.8054351807,96.9609985352,94.6128540039,96.0241851807,96.0697937012,93.0401916504,92.9080200195,85.7285995483,96.9930953979,92.4690704346,86.804069519,88.5110778809,96.7041015625,95.0295715332,92.7039489746,87.8904266357,87.720993042,90.7723693848,94.5614700317,104.375442505,99.5964355469,91.2506484985,104.414871216,2498,90.13
99.2911300659,108.115234375,104.892127991,105.37335968,105.950462341,111.017227173,105.655975342,104.746772766,107.067131042,105.216995239,105.405815125,102.558753967,109.402671814,105.341545105,109.898628235,98.4153289795,104.734924316,101.885620117,106.192527771,107.021354675,108.410568237,106.776809692,105.917831421,101.539367676,103.757003784,97.0915222168,101.500190735,99.7992477417,102.065994263,103.261444092,97.830329895,100.65536499,107.347045898,101.462364197,106.194450378,110.993637085,99.8180389404,101.282669067,2499,99.24
82.4570999146,94.8193588257,92.9192962646,100.39781189,90.6131515503,95.9369812012,93.9137573242,98.0187225342,99.3513259888,92.2044677734,91.7591400146,88.3330764771,96.5249099731,96.0543212891,87.77003479,93.5894317627,89.2039642334,88.360168457,92.5805664062,89.5490875244,87.0474700928,89.9455566406,91.5623931885,89.6919174194,100.829856873,93.9295349121,91.1645507812,96.012298584,95.0104827881,98.4000396729,92.6773376465,90.799987793,95.1582336426,89.7324981689,93.0632781982,101.145645142,97.946105957,99.88230896,2501,86.6
109.89566803,108.709030151,107.499603271,112.061790466,109.576263428,111.974708557,115.120948792,113.390052795,114.981109619,114.338874817,116.976417542,112.875801086,111.692604065,106.682006836,109.076553345,118.965126038,113.732627869,114.979911804,110.395187378,119.31615448,110.610977173,104.09487915,106.433860779,117.251205444,123.598136902,105.796089172,109.262458801,107.279884338,112.023895264,113.598846436,110.670257568,113.220184326,106.285491943,111.923271179,120.879890442,113.827011108,117.925331116,116.046470642,2502,106.05
103.450668335,106.375915527,105.624252319,112.053787231,113.919342041,95.743309021,91.1799163818,106.778045654,99.1464080811,97.5268707275,106.881202698,111.405334473,102.761192322,102.017097473,102.474227905,100.231109619,95.8411254883,104.781448364,106.705963135,111.10849762,102.096878052,93.7319107056,109.200935364,99.8084793091,101.639038086,99.2009887695,98.1431045532,98.5436706543,98.607963562,102.352554321,98.3576431274,104.819656372,101.018951416,107.489753723,101.548736572,122.951705933,100.316268921,98.0652770996,2503,105.03
96.1106491089,102.094184875,100.537406921,108.805328369,97.4746322632,107.511528015,104.207229614,103.856391907,109.659309387,95.2615432739,100.216529846,100.84740448,104.406959534,101.20035553,97.7045211792,99.6767349243,99.0904998779,99.7380981445,102.458694458,96.5114517212,101.134208679,99.0443191528,100.19216156,95.8734283447,106.566345215,100.175003052,98.689956665,105.527229309,105.087516785,106.818382263,99.102684021,98.2018737793,99.0187988281,99.0779876709,104.734352112,105.584655762,109.404953003,110.127281189,2504,98.95
105.148574829,112.620300293,108.67829895,110.085327148,109.440933228,111.382888794,115.653427124,113.652297974,114.148155212,112.788711548,116.051376343,111.043006897,114.033287048,105.857498169,109.200393677,114.818626404,113.023757935,117.346374512,112.986404419,120.054481506,110.753822327,103.712814331,106.192764282,116.39553833,104.582267761,102.800354004,107.401985168,112.396522522,115.399681091,111.874435425,110.192230225,109.578552246,105.241836548,107.320472717,120.853019714,115.573646545,114.08707428,116.570625305,2506,112.57
