keras_r2b0,keras_r2b1,keras_r2b2,keras_r2b3,keras_r2b4,keras_r2b5,keras_r2b6,keras_r2b7,keras_r2b8,keras_r2b9,ID,y
93.4758605957,92.633934021,89.8994369507,97.7690963745,99.8269958496,95.1462936401,94.0234222412,93.7229919434,92.3823242188,91.216255188,62,89.37
99.3287200928,92.7773971558,92.3437728882,92.1059417725,90.9372940063,96.9236297607,95.4585037231,91.0245056152,92.3206100464,94.0289916992,7609,87.14
96.8639144897,105.98348999,99.1034393311,102.391555786,100.810791016,104.104171753,100.37852478,103.04763031,97.3755645752,91.2041091919,2743,103.31
89.7387619019,94.8681259155,91.2361373901,93.8067398071,99.89037323,92.5910720825,93.4391860962,95.7688751221,96.3131332397,94.393699646,3980,92.1
112.082489014,113.986305237,111.80090332,111.363174438,114.565452576,116.015640259,117.143783569,106.475402832,113.281021118,109.692901611,109,110.52
98.6758041382,96.9210586548,95.3448791504,94.0121688843,92.8640213013,98.2230224609,97.2528152466,90.451385498,92.6590194702,90.5575485229,6706,87.85
78.6218185425,76.1123046875,81.5068664551,77.628616333,76.3830032349,78.7924880981,75.9238357544,82.9047012329,80.0468902588,78.3123245239,5611,75.41
119.639587402,123.225646973,116.14389801,119.71081543,116.913825989,117.505432129,110.362991333,118.145774841,111.3673172,112.884284973,517,112.38
108.727973938,110.49659729,111.031112671,112.825241089,110.097221375,104.595207214,104.922393799,106.492538452,111.922279358,112.455497742,2573,109.87
108.273262024,117.763320923,111.630821228,111.37701416,119.93977356,112.904029846,114.827598572,111.388916016,115.183670044,109.540718079,255,118.74
113.97151947,108.845954895,109.549133301,110.378608704,109.546295166,110.097038269,116.775344849,108.176315308,109.702987671,115.405082703,1417,111.54
94.1907196045,94.0529785156,93.5898971558,94.895942688,97.9861221313,88.883026123,96.5760345459,99.5848236084,100.047546387,96.1903762817,3489,95.87
97.5217132568,107.880500793,96.2546920776,101.624183655,103.927726746,108.192573547,107.885604858,105.471069336,109.676841736,97.0008087158,1842,98.01
88.4661712646,101.225318909,96.7463302612,97.2234573364,94.1734390259,96.2476196289,94.9552688599,91.0889663696,93.3596115112,98.1829452515,5449,106.44
92.3295974731,95.0543289185,86.7514266968,94.099609375,92.9470901489,89.9183731079,90.5580749512,92.6075668335,89.3793106079,91.1050033569,8124,89.58
86.3943481445,89.661491394,85.3165054321,88.5533218384,90.8598098755,92.9630126953,92.6426773071,89.696975708,95.0270004272,92.1010055542,8203,88.03
88.6121826172,92.7381896973,92.9746017456,95.3604812622,92.4927978516,96.5368118286,95.0562744141,97.3341674805,99.8138046265,93.6468734741,3910,88.73
92.7289123535,91.0707397461,84.85912323,90.0415344238,92.0497970581,84.9579544067,85.0273742676,87.3453674316,84.1744155884,91.9283828735,8252,84.42
96.6730270386,94.8893203735,90.2200622559,95.4791564941,101.880325317,100.21018219,103.099441528,92.5530471802,95.8352203369,96.2359085083,1383,100.77
95.8588256836,90.7981567383,92.930267334,88.326965332,96.1946563721,94.6702194214,89.5065765381,95.7063980103,94.0896911621,92.4101028442,1515,88.49
110.791183472,108.812667847,106.592079163,113.452232361,112.584922791,111.12815094,115.314048767,110.338027954,111.484848022,117.582511902,6667,110.14
87.5264511108,97.0597839355,93.0207672119,94.4584503174,94.9996261597,99.9840545654,91.9819335938,88.8599395752,93.0144195557,93.9797897339,3448,90.27
91.5794067383,93.3916091919,88.6285629272,89.0597610474,93.4751739502,88.3082427979,89.0590667725,86.9546585083,92.3254318237,91.6261062622,1046,93.74
109.996566772,112.68208313,112.168075562,113.604026794,115.5470047,116.495613098,109.619926453,111.945274353,111.419807434,107.410545349,8012,107.13
108.920761108,109.55922699,109.811286926,108.22845459,108.026679993,105.407928467,110.799102783,108.123550415,107.687705994,111.516899109,2970,128.35
107.624023438,106.092803955,102.603515625,103.494308472,106.704338074,99.0343856812,101.978744507,109.790153503,111.629615784,105.37260437,2131,97.22
89.4302749634,93.1432037354,96.6944198608,96.5146713257,98.9447479248,86.3628387451,92.4897155762,94.1116104126,94.6463851929,92.9803009033,1676,112.54
92.1921234131,93.1399002075,95.7750549316,91.6101150513,92.1514511108,91.2524185181,90.9775695801,95.2031173706,95.3312454224,93.0513687134,4524,91.55
110.856750488,114.034767151,110.711906433,110.585502625,115.378761292,104.575843811,106.549606323,108.910682678,112.104804993,115.831039429,5717,109.08
96.8913040161,93.6242446899,95.152633667,92.209777832,91.3042221069,95.4982833862,95.4325332642,91.1039733887,98.8700714111,94.8805770874,3452,100.0
110.534843445,107.060836792,109.080871582,105.951820374,106.1902771,113.069595337,111.572593689,107.058959961,110.788337708,108.129119873,8097,105.78
115.44203186,118.440322876,102.594726562,106.782051086,105.002044678,106.152122498,111.591087341,116.206016541,110.068603516,116.02015686,2161,99.52
92.9394073486,95.4167098999,94.9812927246,91.9445877075,95.0920639038,96.2279052734,91.4676513672,94.0753631592,97.1014328003,93.0953598022,6801,89.06
99.4493560791,94.2527389526,93.5945358276,94.0672988892,95.4398345947,96.8235321045,96.1586914062,101.079734802,96.2227401733,93.6323623657,2313,97.72
90.6912994385,93.7364807129,94.2088012695,96.8046951294,89.3720932007,93.6925125122,85.1321868896,89.3035812378,87.3211746216,88.3625793457,8065,92.48
91.8768310547,93.1954345703,95.7094573975,91.033531189,88.4562149048,92.0714263916,90.3735351562,91.4480209351,92.5223770142,95.2983779907,391,87.79
94.4019927979,86.5506362915,83.545539856,90.7995758057,91.980682373,94.5592651367,88.9629440308,91.4127578735,85.6894683838,86.7745666504,2706,93.55
85.1852416992,89.9681549072,91.2150115967,87.6082839966,87.8562240601,92.6100540161,87.0476837158,90.029586792,88.9878921509,85.6643600464,8136,115.88
84.2933578491,90.6939315796,82.316947937,87.2998504639,88.9407577515,91.1060638428,89.6704559326,92.3181762695,87.537361145,87.8684082031,7903,92.43
109.7342453,106.863754272,105.173553467,107.225090027,116.509109497,113.176177979,108.296165466,110.916870117,106.881088257,105.468086243,8075,115.45
91.1178283691,93.3826446533,91.0276794434,93.9481277466,91.2068634033,97.602394104,92.2185516357,91.9965286255,97.7555923462,90.6522445679,1075,90.79
75.0747375488,74.1525650024,82.54246521,79.3583831787,72.4871520996,78.8265762329,74.9579849243,75.8388137817,73.1920471191,79.200553894,5883,77.38
107.924263,109.044281006,109.755783081,112.784553528,112.621627808,110.765449524,109.542747498,108.898277283,111.58065033,115.843353271,3870,105.36
97.5458145142,104.052337646,100.518783569,100.659645081,101.289840698,102.858268738,98.7926483154,102.188850403,97.5113143921,104.814064026,3387,99.94
94.82006073,98.0740814209,97.8563613892,93.7468490601,93.1403198242,88.2908248901,95.4056625366,95.819984436,93.3008117676,88.4991607666,4349,89.17
96.8590545654,107.25743866,101.632049561,101.727348328,108.385795593,108.51599884,104.424552917,103.361106873,98.9921646118,109.789718628,1074,105.09
100.676887512,93.8337631226,91.0330886841,96.1995773315,93.7555465698,98.4208984375,91.073677063,94.3546218872,98.2830505371,99.0099563599,102,91.98
102.737617493,111.251487732,96.1875991821,92.2408905029,102.094352722,99.4727401733,110.819717407,97.2328948975,99.9705429077,96.9385299683,2486,89.41
90.7610397339,95.4317321777,93.6802749634,94.8613739014,91.3343963623,96.8779296875,95.8705444336,91.0316543579,91.5367279053,95.0958633423,7443,91.88
96.1931610107,108.969139099,105.00793457,113.837310791,110.420890808,101.896881104,107.127426147,105.643966675,106.246078491,100.710151672,1470,99.15
88.4582061768,89.5251693726,88.2056045532,92.4867858887,87.4573669434,87.4482040405,90.4575958252,89.1925201416,87.2803573608,92.2456588745,968,88.57
107.559913635,116.184387207,107.284095764,106.927947998,113.325363159,106.421524048,114.529754639,102.734428406,114.78302002,114.967796326,1464,111.5
84.5254821777,90.3990402222,88.9581985474,89.4740905762,91.9440917969,93.7398757935,90.9741592407,90.0608901978,92.2411880493,88.8499832153,7525,89.05
87.0516204834,98.6985397339,94.2160186768,88.9622344971,89.2153625488,96.4194869995,90.3935165405,92.0326690674,88.7952041626,95.1785354614,2930,87.56
90.5715332031,89.8364944458,92.1620559692,87.2406082153,89.7135467529,91.0983657837,87.6409912109,89.2189483643,90.0621185303,89.5766372681,4063,91.06
96.2459259033,95.3988571167,101.626998901,96.5303726196,94.0110321045,90.2915115356,96.3695526123,101.853858948,96.2344589233,98.657623291,5010,91.96
114.144546509,111.961959839,106.930580139,107.0365448,116.14919281,108.52532196,107.477455139,109.536636353,109.341773987,113.604896545,5411,109.0
96.2894134521,96.3880462646,91.8469085693,97.3274459839,90.491104126,93.3322677612,100.378372192,89.623916626,94.2118530273,91.8567428589,3477,91.78
97.4989318848,100.328926086,98.2216720581,100.21396637,98.3801269531,98.2211608887,96.7147979736,103.780525208,94.672416687,101.115394592,1130,101.0
90.5232772827,95.1573638916,97.9503097534,103.39250946,90.2386703491,98.2769470215,94.9792022705,90.8709335327,91.9058303833,96.2371826172,1557,91.68
111.966331482,119.347595215,110.609222412,112.164222717,113.748916626,114.852226257,114.459068298,104.468719482,112.379096985,107.171112061,2445,105.65
90.9135437012,89.6975631714,93.2765960693,90.5347061157,92.6735534668,90.2025985718,90.9791717529,91.0733032227,87.7752380371,90.1389312744,603,90.39
102.063949585,105.452262878,112.14201355,105.380645752,107.293479919,103.016876221,108.183616638,112.458618164,108.622215271,102.683792114,1904,108.82
96.8100204468,92.6891098022,96.9059371948,94.4256515503,92.0924835205,95.3852996826,92.3879928589,91.1607971191,91.6662139893,94.8811187744,2487,92.13
115.699745178,110.159042358,107.201065063,106.941596985,116.32875061,112.385856628,108.569770813,109.324203491,109.422264099,110.05909729,651,120.18
126.899787903,123.346153259,113.822937012,125.631103516,133.659378052,126.944953918,121.394607544,125.481666565,123.396820068,122.528190613,4301,113.95
87.2931518555,98.6137771606,98.8034667969,93.2732620239,90.2668609619,98.0107421875,91.8336410522,95.2424621582,95.2753601074,93.9883804321,5902,99.26
109.274414062,117.447029114,109.507698059,111.799079895,112.749557495,113.992630005,107.607498169,124.623764038,115.330047607,106.831848145,1528,111.48
94.7149810791,94.1611022949,93.8368453979,99.436882019,94.7239685059,104.967582703,94.4319534302,91.6618118286,94.1367111206,98.8015365601,106,98.08
103.705909729,88.8617935181,90.5704803467,91.8813400269,93.767616272,92.3187866211,90.0667953491,98.7211227417,94.23853302,88.7972259521,621,91.65
112.014015198,108.180198669,121.859481812,116.026107788,110.171981812,112.592201233,110.996574402,111.40398407,111.757369995,122.604118347,8402,123.34
99.3477172852,104.705627441,99.5634384155,97.6240386963,98.7041015625,103.898231506,94.2210998535,100.521125793,99.2740402222,103.443969727,6134,102.14
113.701622009,110.202903748,110.111778259,124.32774353,107.310050964,113.403640747,106.330329895,121.173118591,110.030883789,106.567962646,6623,107.05
113.404411316,111.90246582,113.002090454,107.922325134,110.345169067,111.132629395,112.642967224,107.593887329,109.488006592,113.844474792,8297,105.61
110.211509705,112.461517334,106.287147522,109.294593811,111.042228699,109.717430115,110.640953064,111.255561829,114.393424988,108.256164551,2825,107.61
106.914283752,113.887916565,111.771408081,112.773841858,111.131385803,111.356880188,109.731536865,104.203575134,105.130363464,114.523178101,5211,102.09
87.3342819214,92.6522598267,97.1930084229,89.5856246948,91.7455978394,97.8516235352,90.3782730103,95.1658325195,89.5512542725,92.9116821289,128,91.57
101.511940002,107.822509766,102.5128479,103.842300415,103.884902954,102.652420044,101.011413574,102.452301025,110.327758789,97.1027069092,3222,102.5
75.0967025757,76.9872207642,72.6497802734,72.4744186401,76.3553390503,78.0248718262,79.0450210571,72.2272033691,76.1108779907,75.5454177856,4586,76.1
109.981163025,113.999427795,107.85383606,110.492408752,117.469512939,103.986434937,109.448226929,112.139427185,109.25214386,103.503479004,6800,109.67
91.5816192627,90.367401123,89.5380935669,91.0273208618,98.5838394165,91.4781494141,88.762298584,93.0743865967,95.8643112183,92.422706604,3131,89.61
106.045951843,110.346214294,104.628974915,110.553642273,106.290382385,112.218475342,104.259819031,109.153594971,111.055656433,112.944381714,7838,112.88
101.719306946,102.383201599,95.9499893188,102.635131836,102.700431824,96.9706573486,109.452461243,100.922058105,102.919418335,106.36566925,889,98.57
86.0252685547,93.138053894,89.9182739258,90.8686752319,90.200340271,86.2585983276,86.7499771118,85.2266921997,88.5843048096,89.2484512329,2182,90.18
113.342185974,111.981025696,115.317024231,114.39617157,110.315452576,106.65663147,107.026733398,111.091018677,112.924430847,111.85333252,214,106.67
98.8101272583,92.576965332,96.6985855103,93.5799331665,94.8583679199,98.8421478271,97.6723098755,93.2744445801,102.001289368,96.5272674561,3231,92.98
91.2295913696,91.9137420654,98.2293930054,98.6260299683,92.0567245483,97.1890106201,91.7839584351,92.0137023926,91.4050369263,93.1152114868,3918,97.96
90.7680282593,88.7651824951,93.0324020386,90.4261398315,91.5993423462,86.7532119751,86.4402008057,93.1136779785,98.1275405884,90.305015564,3757,95.31
112.518470764,119.131965637,112.839698792,114.967727661,110.900894165,113.025978088,110.549156189,112.880935669,110.780929565,118.261894226,7166,120.76
111.447753906,108.832344055,104.613121033,112.481292725,114.818687439,111.21446228,117.17830658,112.179122925,111.714004517,113.024650574,6488,114.92
101.750244141,92.9791946411,90.5599822998,94.3030090332,110.467056274,87.5849227905,91.9999847412,95.7455978394,91.0537185669,90.3143768311,3265,133.5
103.565513611,107.334869385,101.262443542,99.9039611816,109.421936035,103.560775757,101.983909607,105.461502075,101.409553528,106.491897583,2540,111.58
100.780960083,101.114883423,104.753974915,105.980300903,108.91696167,102.635726929,97.9499206543,101.974685669,99.2432937622,97.0842056274,341,97.33
90.0271682739,91.9774551392,98.6104736328,92.6548614502,89.7734298706,91.8465270996,88.7540512085,96.2133102417,93.3206634521,88.7648010254,7597,92.59
88.996307373,98.481880188,96.837562561,96.3201293945,91.1858978271,91.7624588013,91.8925170898,93.7379226685,90.4378356934,88.3854522705,1449,94.36
91.7352676392,89.7827606201,90.043510437,90.1225509644,89.2505874634,89.5082168579,93.3340835571,91.3215408325,85.8655471802,87.4486618042,3801,92.19
89.1845703125,94.0179672241,92.6856384277,91.8280792236,89.1583938599,90.4667205811,91.2802124023,89.4351119995,94.567741394,91.0166625977,7034,89.08
112.919387817,116.257499695,110.488830566,112.055976868,118.475379944,107.987983704,114.945732117,109.623275757,109.923904419,107.208465576,3422,133.55
102.356506348,106.123847961,106.000854492,103.904052734,105.99130249,104.081123352,101.477874756,103.925033569,104.3359375,101.943107605,4165,98.94
110.203712463,114.794006348,112.796325684,108.399703979,117.252433777,116.496490479,110.193840027,113.496292114,111.378181458,111.167411804,416,136.41
113.461212158,110.021583557,108.932632446,115.033813477,118.458076477,111.552467346,108.662254333,114.570266724,112.426452637,114.56362915,2431,123.24
119.299674988,109.780639648,124.268562317,119.16960907,124.346733093,123.339950562,114.124183655,108.654144287,115.152664185,122.117866516,2198,109.78
115.462524414,120.476829529,112.194732666,117.616378784,111.568344116,116.123428345,112.040641785,116.568763733,113.260360718,122.33921814,1610,110.64
87.1215896606,96.3956985474,90.7612686157,98.6821975708,93.4724197388,91.5563735962,93.5824356079,99.1504669189,92.7710494995,94.5583190918,4331,88.39
115.356781006,111.769065857,116.250785828,113.270523071,113.622360229,122.676269531,123.184989929,119.631248474,124.423728943,119.700073242,3807,119.65
93.5764389038,96.7598419189,98.4981460571,95.1009597778,92.0876235962,97.1989822388,93.9163970947,90.5975036621,93.8507003784,91.260559082,955,97.47
90.5081787109,100.633728027,93.9154586792,92.139503479,99.8443908691,93.9326171875,91.255531311,92.7418212891,97.6356277466,93.1868896484,2078,90.59
105.289932251,106.270057678,104.489372253,100.876045227,100.389221191,99.1713485718,97.9977645874,105.595298767,101.306442261,97.6920700073,583,119.51
88.2420501709,94.7689666748,87.1177902222,91.2523193359,89.2768707275,94.826210022,91.4535827637,92.0344085693,89.0653533936,93.2713241577,790,91.21
92.4040985107,97.6252365112,93.0893859863,89.5550308228,92.3638534546,95.9776229858,95.433303833,92.7187728882,97.5923309326,90.0101165771,1266,117.85
104.083953857,104.692481995,96.4516067505,102.176895142,107.563751221,99.3372192383,99.5582275391,100.157341003,98.6619720459,101.955314636,1290,90.52
108.594337463,109.46987915,102.101860046,109.49357605,114.734352112,106.227584839,104.940437317,103.997833252,109.693023682,113.755081177,4138,111.08
104.071311951,105.707565308,110.861793518,100.234977722,105.32371521,101.462600708,102.96672821,108.335754395,109.069145203,104.263748169,5979,139.16
111.028671265,118.596214294,121.24520874,110.311813354,111.212844849,124.981292725,114.875717163,111.883056641,114.524665833,111.6016922,1575,109.19
101.293418884,106.03629303,95.2723999023,97.7451934814,102.495346069,103.753013611,103.194633484,105.432182312,105.384277344,99.934425354,2472,109.91
77.7783126831,80.3180923462,83.0542526245,78.5545272827,73.58543396,73.9750289917,75.1616668701,79.0715484619,74.9839630127,70.2714309692,6318,75.59
89.7169494629,93.9021530151,84.2843856812,96.2597808838,93.1574478149,85.5733947754,87.8170394897,90.111289978,91.4624404907,90.4909439087,3908,87.67
96.7520599365,95.6684951782,93.4955596924,95.1846923828,102.635803223,93.4511032104,96.1789779663,97.1723327637,91.5588760376,91.5434036255,6280,90.96
113.152336121,112.096878052,107.560554504,110.89667511,115.343208313,107.584945679,110.011108398,107.065727234,109.617492676,112.364608765,5092,105.35
85.9616165161,91.479675293,93.4361038208,96.8330154419,97.9741287231,89.7401809692,90.0448303223,91.7097320557,94.926574707,93.5020446777,213,93.62
88.8982391357,93.2228622437,90.9894485474,93.9203643799,92.4041748047,94.6002197266,90.0985031128,99.1836547852,96.3539505005,92.4755172729,2491,96.05
108.322914124,111.468795776,111.79498291,104.330810547,110.024787903,111.519302368,106.646736145,115.161125183,111.803527832,112.725257874,6969,114.23
91.3967132568,93.5899887085,92.591003418,86.317741394,90.3989181519,91.537361145,90.0878982544,89.7603607178,92.3313827515,87.4422073364,8037,93.59
105.580665588,114.048774719,111.900726318,108.137130737,112.781486511,107.840133667,106.891395569,103.130867004,104.31728363,112.639503479,4024,112.53
92.2350158691,94.4332733154,90.4850082397,94.1002578735,91.0320053101,92.3833007812,87.7867965698,89.1489257812,97.8499069214,93.779045105,7460,90.03
92.7276153564,89.4362869263,94.7173156738,89.3672943115,93.843788147,86.4765472412,91.6915512085,87.4717712402,92.4889526367,90.2111282349,5749,122.22
110.252685547,100.576629639,109.930938721,96.6549911499,105.074615479,96.543762207,111.386024475,99.4599838257,105.878105164,99.1396408081,5385,94.85
107.39818573,113.454673767,115.229705811,109.322563171,115.47228241,109.280204773,109.189163208,116.818328857,116.407539368,106.044593811,3166,112.06
102.237815857,103.188613892,87.6262359619,95.7910614014,90.1500930786,101.50491333,94.1883621216,94.5590362549,90.0141830444,96.8877334595,3959,91.13
84.4614639282,91.4799346924,96.3631973267,87.9431533813,93.0074920654,98.0469512939,91.1695709229,93.3021469116,92.1207351685,89.5549468994,5742,100.74
89.9881134033,91.2421112061,85.5374755859,88.2433319092,88.5840911865,87.5367736816,89.954498291,88.1706695557,91.9221115112,85.7235565186,961,93.41
99.698097229,96.7353973389,101.314949036,96.574432373,99.9289932251,100.309928894,103.347938538,105.224502563,90.2918319702,100.113449097,3584,99.64
92.2819519043,97.7621688843,95.3068161011,93.5710830688,89.2009963989,94.8332519531,90.37059021,88.5200653076,95.7161102295,98.2585601807,1127,95.56
96.6310424805,95.3672409058,93.7164535522,95.2866516113,98.6997146606,92.5262756348,92.6184539795,98.0781173706,93.91456604,95.1039047241,1291,93.62
91.2390823364,94.3377990723,88.4973678589,95.2111587524,89.3140106201,92.4858016968,92.5370407104,93.200630188,95.3040924072,92.6158828735,8301,94.71
106.368240356,115.445983887,106.769554138,116.382644653,113.960571289,111.231437683,103.902900696,109.837471008,109.611030579,113.095092773,5013,111.17
110.26146698,115.075675964,115.937660217,111.269721985,114.816177368,110.536529541,111.004943848,109.620109558,114.366622925,113.619804382,1817,108.65
97.0116882324,95.0549697876,87.9613723755,94.0673217773,97.4419937134,92.2824859619,90.5861129761,96.9723815918,95.6843566895,103.490226746,2239,87.53
93.341545105,89.9172973633,90.0794296265,86.5366592407,95.0670471191,95.5147399902,93.6342544556,91.2636032104,86.6316299438,89.3632583618,2952,91.07
111.667564392,113.843223572,108.837799072,113.4764328,111.670028687,111.185783386,114.139678955,108.489959717,117.526557922,113.542747498,3310,108.51
105.814529419,105.803146362,104.497993469,105.207565308,111.144767761,104.4923172,108.828620911,105.394638062,103.480262756,103.981559753,8223,118.41
92.4120254517,97.1285858154,94.5638504028,95.7062225342,91.5682373047,100.262886047,92.553855896,91.2030792236,94.1898117065,96.7506713867,2566,94.09
102.67124176,104.772644043,105.64995575,106.270645142,101.913749695,104.238937378,109.141296387,110.794700623,103.717575073,103.534187317,374,99.06
93.8188934326,88.7882156372,93.7979812622,89.4265670776,91.9985198975,84.5019302368,89.7083511353,84.2991027832,87.344581604,90.2525100708,7743,88.32
90.9990539551,91.7367630005,105.671714783,96.4871826172,96.0812530518,92.5599060059,99.842048645,98.3875274658,103.233711243,92.4305419922,136,88.82
110.351722717,110.637161255,111.593788147,106.211029053,108.168708801,110.834144592,107.455184937,109.962097168,114.918441772,109.390136719,6119,111.05
100.764823914,101.444671631,94.092300415,95.0405654907,104.102508545,100.62437439,100.148124695,96.7182693481,95.325088501,97.9581985474,1235,89.97
103.330078125,107.692710876,105.259887695,111.937019348,105.427108765,108.323356628,111.017669678,111.139175415,105.158935547,112.28037262,3737,109.59
112.761199951,113.965782166,107.112579346,108.183662415,113.40083313,108.424110413,112.617088318,113.668670654,105.210159302,109.088867188,970,112.59
102.155052185,110.766983032,105.077507019,104.556533813,100.876716614,108.2420578,106.765945435,116.710342407,110.402626038,108.251861572,2745,104.34
105.891777039,112.528213501,105.860786438,108.712127686,109.624473572,110.986289978,109.541091919,106.651542664,109.205078125,113.71459198,3848,106.9
110.905693054,111.68926239,113.745178223,109.498954773,116.310791016,107.299827576,110.331123352,104.813781738,108.343551636,121.795394897,8174,104.88
89.7352142334,95.3381652832,88.9315185547,91.9421615601,90.1343231201,92.6186218262,91.0894546509,96.5961837769,91.8422622681,88.8656463623,1919,90.35
92.4658813477,96.1843032837,99.8745269775,95.4276809692,95.0076065063,98.9947967529,94.8601531982,96.8712692261,97.5891799927,94.31199646,1990,94.64
91.9582977295,92.177230835,97.6644287109,88.5816955566,89.7247848511,89.8987731934,88.7495956421,92.6422424316,91.2852630615,89.5128936768,919,94.88
97.780960083,100.81022644,104.803390503,101.397521973,109.5467453,101.305412292,110.067619324,100.149894714,101.560585022,100.438034058,5505,105.82
110.910842896,110.722038269,112.001976013,110.316192627,114.441940308,107.606903076,114.967605591,109.732841492,113.49055481,112.842315674,1357,132.59
92.9083709717,89.9671554565,91.6266403198,94.6446990967,92.5693206787,89.4756317139,87.9597244263,100.214355469,95.8827438354,91.9027328491,1510,91.39
98.1895904541,92.0276184082,93.3115081787,87.979019165,95.2565231323,87.7666244507,88.7780532837,92.547164917,87.4009017944,88.7824020386,1921,88.71
79.7506256104,77.1277084351,75.9884033203,77.7657775879,78.6588516235,84.4023666382,76.4234085083,76.3876266479,76.831199646,77.3142852783,5433,73.71
91.4236755371,95.8291091919,88.5097351074,97.2961196899,90.7877807617,97.6209487915,95.9910812378,89.4766693115,95.9873733521,86.4503707886,3837,87.17
94.8302459717,101.824302673,107.367370605,103.621742249,94.7030944824,99.3847427368,93.9297409058,101.345481873,101.630592346,99.9814376831,1207,93.9
88.2082443237,91.5542755127,87.4774246216,91.7961349487,90.436378479,96.5007171631,84.5262069702,87.5973739624,92.3947143555,88.5514297485,3663,92.99
89.4242248535,93.7269592285,91.2056045532,94.2197341919,91.6747360229,99.7018661499,92.3876342773,89.5856781006,94.7137451172,93.7890472412,7395,86.66
89.7753067017,90.7440414429,87.1054840088,85.5701141357,88.3000869751,88.8685913086,88.4926147461,86.4304122925,89.0613708496,87.4763717651,7096,94.84
91.018989563,92.3320388794,98.5776062012,94.4295730591,92.6235351562,99.1008224487,92.9888076782,93.6231155396,96.087272644,91.9316482544,8392,89.25
113.700012207,114.507507324,109.733718872,120.133872986,109.537315369,111.505577087,110.914367676,113.936439514,113.028610229,111.380966187,6571,106.88
97.2991333008,92.8930587769,105.803375244,89.017364502,91.513053894,96.1793670654,96.9668502808,98.7915878296,96.0333023071,94.6433334351,6544,86.61
97.8173370361,105.268257141,107.441192627,99.4002685547,107.87046051,103.690155029,104.29095459,104.504318237,106.729423523,104.420776367,5966,101.34
98.6986618042,106.158927917,101.332176208,102.760063171,103.02671051,97.6973419189,100.778915405,100.752197266,98.6302108765,105.152748108,1721,104.2
98.2587280273,101.762779236,101.772956848,98.6756057739,100.175727844,105.380683899,103.336685181,104.408210754,100.929534912,106.194694519,6294,99.78
106.408073425,107.484138489,110.624183655,107.319046021,111.23638916,106.968490601,105.875778198,109.837562561,103.180374146,111.922271729,2020,108.37
114.380180359,102.165039062,93.275390625,112.699752808,108.960647583,111.957092285,112.145942688,118.92527771,112.959342957,119.177230835,681,169.91
92.5635452271,91.8477478027,91.8920516968,90.6544723511,93.4407577515,92.9242553711,90.0404510498,94.3058547974,95.1341323853,92.7683410645,5894,87.17
92.0208816528,91.0540161133,94.0151290894,92.7217102051,91.7941436768,93.2784194946,88.5024871826,91.9753799438,93.2811584473,90.539680481,4547,105.89
91.7320098877,98.9875946045,90.3838806152,98.171005249,93.3162078857,92.574798584,92.6019439697,97.1190109253,98.6281814575,96.6392822266,6421,90.08
90.8269577026,93.2514953613,90.9072647095,89.7761917114,101.691207886,91.9383392334,89.715637207,92.0453948975,89.7247772217,89.989654541,54,84.84
117.487670898,117.349502563,114.752914429,109.004570007,113.891273499,120.59198761,114.586540222,117.08089447,116.038948059,118.100067139,4722,142.71
98.1272125244,98.8143386841,99.9603271484,92.5758666992,95.5516586304,92.5339508057,95.3974914551,95.9185714722,94.69921875,94.4882354736,2750,94.02
93.9169006348,91.6451034546,91.2652664185,93.5707855225,96.1888275146,97.7189483643,91.0463790894,100.357299805,95.0937271118,91.8374786377,5247,91.91
94.4403991699,103.457748413,96.7430953979,95.2392425537,94.7194442749,95.1753616333,94.6134796143,99.7882614136,101.173698425,94.6328582764,4862,91.13
94.751411438,88.9522628784,93.4323043823,94.1746063232,91.6150588989,96.8508758545,91.0523986816,90.3958053589,94.2373886108,93.8403778076,1131,90.28
105.997909546,106.724693298,104.90145874,106.144416809,106.811630249,113.001289368,112.500076294,104.915733337,106.585952759,109.131248474,4229,107.11
122.150947571,113.044807434,117.056625366,114.472900391,105.060821533,115.293998718,112.202720642,121.631828308,115.270019531,105.806037903,8232,106.38
89.1674957275,86.6424713135,84.7050628662,92.056968689,91.3227233887,92.4747924805,90.3906097412,91.2175216675,92.5050582886,88.4159698486,4087,96.47
97.7615814209,102.731925964,93.4717712402,100.244934082,103.724227905,98.7378234863,99.160194397,99.4589920044,99.5788421631,94.8799591064,7764,100.03
100.874191284,109.442436218,104.45565033,106.27570343,111.635261536,103.393234253,107.575561523,108.18536377,113.207351685,107.047554016,5409,102.77
112.51865387,115.978240967,115.63697052,113.984779358,117.033218384,116.893112183,106.562149048,121.701950073,113.201171875,116.756774902,4845,108.28
100.373092651,101.468063354,105.42716217,96.3316421509,99.9652938843,102.362419128,96.6994018555,107.025947571,101.330757141,100.916740417,4514,112.82
89.4510879517,90.6560287476,90.3419952393,90.4157180786,92.77684021,93.5404891968,92.0956344604,94.5419082642,93.2183074951,92.520942688,7581,86.47
96.5576171875,92.3775100708,90.7622070312,99.1236190796,90.3143615723,86.4985198975,91.4205474854,88.0568618774,93.1197891235,91.8083953857,2810,90.0
106.078857422,110.88331604,108.845031738,105.376190186,110.992668152,108.938514709,111.652824402,113.238548279,111.450111389,113.705596924,2359,110.58
119.439903259,112.910858154,107.350982666,111.814407349,119.375679016,109.590873718,116.121757507,105.700401306,111.387886047,113.262718201,1100,104.73
