ID,y,depth_PCA_3_0,depth_PCA_3_1,depth_PCA_3_2,depth_PCA_3_3,depth_PCA_3_4,depth_PCA_4_0,depth_PCA_4_1,depth_PCA_4_2,depth_PCA_4_3,depth_PCA_4_4,depth_PCA_5_0,depth_PCA_5_1,depth_PCA_5_2,depth_PCA_5_3,depth_PCA_5_4,depth_PCA_6_0
1931.0,100.28,93.6910171509,94.309753418,95.1941680908,94.1953735352,95.1751937866,94.1607055664,93.9651947021,92.6150283813,93.8493041992,94.3696746826,94.5382080078,93.6270675659,94.8377838135,94.0931091309,93.5173950195,0
7814.0,95.74,101.824035645,102.12147522,101.409118652,102.24445343,101.856086731,100.448570251,102.096542358,102.007102966,101.751083374,101.335502625,101.692344666,101.714653015,102.025688171,100.729644775,102.042030334,0
7376.0,109.51,100.193214417,100.400634766,99.9475708008,101.107299805,101.333808899,99.2488174438,100.633766174,98.2368011475,99.2829437256,101.498130798,100.233688354,99.9540939331,99.3071899414,100.152183533,99.6864547729,0
741.0,108.27,108.098930359,105.279685974,105.171356201,105.381240845,105.611335754,112.409820557,104.727722168,106.545532227,104.61277771,106.238304138,105.746337891,107.732292175,107.343345642,106.159049988,106.717796326,0
7536.0,75.38,77.5095672607,77.6509170532,77.30493927,77.4793777466,77.182800293,77.3919830322,77.125,77.301361084,76.9465484619,76.7895278931,77.1794128418,77.5067214966,76.94581604,77.0060882568,77.2084579468,0
3305.0,93.76,95.095085144,94.8990783691,94.8565063477,95.3209457397,94.8312301636,94.7436294556,94.3450622559,94.821685791,94.4203109741,94.8888549805,94.0169143677,94.6873168945,94.1458435059,94.6410903931,95.2210922241,0
3185.0,72.11,80.1391677856,80.2259216309,79.8243026733,80.3517608643,80.2161712646,79.9214172363,79.4739379883,79.2451477051,80.2567596436,79.8165359497,79.6753082275,80.0208358765,79.0890884399,79.2401199341,79.4627990723,0
6093.0,81.06,78.4195251465,78.9436187744,78.3542251587,79.1468505859,80.1546096802,79.4110565186,79.995803833,78.6238098145,79.0872421265,78.2436752319,78.9318313599,79.2077484131,79.5990982056,79.652557373,78.1161422729,0
7311.0,107.47,112.059440613,110.235984802,111.847557068,110.835586548,114.762046814,112.771240234,114.033760071,110.397102356,112.510368347,110.366470337,112.733604431,112.394111633,112.182723999,113.741378784,112.913131714,0
5139.0,103.14,104.038703918,104.737861633,106.884941101,105.544830322,104.472801208,103.927589417,105.068504333,105.052719116,105.517059326,106.206390381,103.9998703,104.150634766,103.262992859,104.161018372,104.089118958,0
2061.0,115.81,112.341552734,113.656799316,113.29637146,112.988639832,113.010406494,113.062423706,112.844612122,112.876899719,114.159057617,111.712120056,112.292549133,113.876991272,112.798019409,114.34046936,111.329566956,0
2876.0,97.47,103.568527222,103.898109436,103.337661743,103.228034973,104.680137634,100.590927124,105.86075592,104.166229248,106.73866272,102.704849243,101.182922363,104.183166504,100.955116272,105.358833313,106.496360779,0
5419.0,88.83,94.9596939087,95.4986953735,95.161857605,95.0542373657,97.2651977539,95.6707992554,96.1892929077,95.2777252197,95.0675201416,95.5220565796,97.2584686279,94.949005127,95.1330947876,95.2823181152,96.7846832275,0
3814.0,132.61,92.5288619995,93.9655914307,93.2895812988,93.3411941528,92.8808670044,92.8701553345,92.5037612915,92.9827041626,93.538444519,91.9519805908,93.7294464111,93.3135604858,93.549949646,92.4350662231,91.9542999268,0
2744.0,92.82,93.1709747314,93.4523086548,93.2644500732,93.312538147,93.5844421387,93.5501785278,93.2590255737,93.449546814,93.2240371704,93.4670181274,92.6935806274,92.7363815308,92.9468841553,93.8781738281,92.3204956055,0
6785.0,108.83,110.355682373,110.323799133,110.445228577,109.982543945,110.536743164,110.153068542,109.554916382,110.060455322,110.186584473,110.29208374,110.617469788,109.930007935,109.532348633,109.027778625,110.033004761,0
3758.0,128.02,116.316368103,115.85748291,116.541213989,116.850883484,116.651298523,116.536102295,115.574531555,114.887809753,117.532012939,115.497344971,117.391822815,116.681114197,115.248519897,117.293289185,115.97681427,0
2761.0,88.17,93.5101242065,92.7399139404,92.7043228149,92.902305603,92.9322128296,92.7498703003,93.6876220703,92.7447814941,92.1288070679,92.6249237061,92.326133728,92.5954666138,92.8442077637,92.7440261841,91.5312347412,0
1798.0,112.51,118.513549805,118.691749573,117.064033508,117.629852295,118.608810425,116.317810059,118.019927979,117.533355713,117.506347656,116.276939392,117.372787476,114.691360474,118.223831177,117.944770813,117.14516449,0
4349.0,89.17,94.4118881226,93.986114502,93.7085342407,93.9718704224,93.9207077026,94.3504562378,93.9897460938,94.2967987061,94.1069717407,93.5632019043,94.8253479004,94.5441131592,94.4814224243,93.3085784912,93.8741912842,0
2708.0,88.02,92.4729385376,92.5543746948,92.7167892456,92.0537109375,92.4120635986,91.8080596924,91.9903488159,92.6904907227,91.5854568481,91.9819717407,91.8999023438,91.9314193726,91.2631149292,91.8525848389,91.8493881226,0
4317.0,99.54,93.5912704468,93.4740142822,94.1722869873,93.8201293945,93.9441375732,94.5151290894,93.7866744995,93.0495910645,93.3129806519,93.0578842163,94.7546539307,93.7164916992,93.9159164429,94.0149383545,93.3180084229,0
3827.0,91.46,93.3463592529,93.6399688721,93.2319030762,93.1894989014,93.3042602539,93.0400009155,93.0624542236,92.9498062134,93.6329574585,93.0992965698,92.8190231323,93.1969680786,93.0194625854,92.7303619385,93.2526626587,0
6992.0,90.22,93.7513046265,92.3268356323,93.093170166,92.7048568726,93.4071350098,92.6896514893,92.8791427612,92.5068054199,92.7316513062,91.9953079224,91.631187439,96.2295227051,92.4894332886,92.7025146484,92.3146438599,0
8336.0,118.81,110.367263794,108.930709839,108.108055115,110.251907349,110.275993347,110.778938293,108.200469971,110.338638306,108.597541809,109.186561584,110.452133179,109.939865112,108.735733032,108.658615112,110.027549744,0
1983.0,100.62,96.0040283203,97.0167312622,95.82862854,95.5560836792,95.4695510864,95.576133728,94.5554733276,94.8034210205,95.3380813599,94.950592041,96.6904907227,94.5698165894,94.6428527832,94.6993255615,94.5214385986,0
1132.0,108.32,113.99836731,113.386039734,113.6536026,115.060287476,113.860870361,114.598098755,115.411849976,115.859024048,113.547973633,115.862953186,115.281326294,113.129402161,112.909629822,113.712203979,114.000541687,0
1563.0,113.93,111.755439758,112.611381531,111.517486572,111.99672699,111.135864258,112.074989319,111.792961121,111.70690155,111.118431091,111.400352478,111.621284485,111.58052063,112.242759705,111.709350586,112.031921387,0
7759.0,105.28,99.1144104004,99.3863449097,99.364692688,99.1931838989,100.1224823,100.312965393,100.705963135,101.365463257,99.4349365234,100.100524902,99.7718582153,96.0355300903,100.442771912,99.6286697388,100.087875366,0
3101.0,93.6,92.3991928101,93.2933197021,92.9666061401,92.4277038574,93.1046218872,92.6578369141,93.2736587524,92.5720291138,92.5887145996,93.3838882446,93.3282470703,93.1010284424,93.0531845093,92.6487731934,92.325340271,0
2353.0,108.12,111.889862061,112.104866028,111.951072693,112.575027466,110.982337952,112.601280212,111.955986023,111.924385071,111.724159241,112.097541809,111.51499176,111.895568848,111.013092041,111.423988342,110.773658752,0
4645.0,95.1,93.2761459351,93.4507064819,93.6510467529,93.4644775391,93.7230606079,92.9571228027,92.8613433838,93.5002288818,93.1794128418,92.8586807251,92.9908599854,93.019203186,92.6769638062,93.0332641602,92.5651397705,0
8354.0,85.93,91.2471923828,92.1817092896,92.5121459961,92.4411087036,91.7679672241,91.9367675781,92.4316329956,91.4380111694,92.4660568237,92.2557144165,91.9248428345,91.5246429443,91.2066497803,92.959564209,91.0574645996,0
6557.0,105.08,104.272033691,107.863365173,107.578285217,107.858528137,102.918693542,105.025123596,107.928855896,106.787231445,107.633750916,108.739624023,105.58480072,105.96105957,105.771850586,110.328536987,110.234458923,0
287.0,102.46,103.346092224,103.421020508,105.325180054,102.671943665,103.421363831,102.531135559,105.498390198,103.506965637,104.642860413,101.92780304,102.456115723,103.245018005,103.273429871,103.145965576,102.504005432,0
348.0,98.25,94.4579086304,94.4265213013,94.2004470825,94.9220733643,94.042427063,94.5945739746,94.6327438354,94.7421875,93.82862854,94.5844268799,95.15990448,94.0457382202,93.7931594849,93.2362594604,93.9573516846,0
3235.0,125.76,116.341331482,116.64957428,116.079116821,116.703041077,116.707321167,116.436790466,116.255981445,116.521934509,115.945022583,115.922691345,115.983230591,116.856117249,116.360473633,116.911849976,116.396652222,0
6265.0,85.55,93.1886978149,93.3720932007,93.8424606323,92.6985778809,93.2460861206,92.8176879883,92.3462524414,92.9361190796,92.9537963867,93.6247024536,93.9453887939,93.2430648804,92.1552505493,93.6779327393,96.0059051514,0
7218.0,107.98,111.16268158,111.900100708,111.165863037,111.89642334,111.760391235,111.182403564,112.627433777,110.485580444,111.212730408,112.533599854,110.643165588,112.133735657,112.75328064,112.242225647,110.710395813,0
8265.0,95.58,101.22013092,101.029182434,100.889183044,101.290962219,100.820510864,100.982940674,100.72983551,100.70941925,100.703559875,100.428596497,100.766052246,100.797241211,101.119400024,100.392303467,100.944717407,0
4001.0,116.23,111.033630371,110.895744324,110.743400574,111.069320679,110.773712158,110.68548584,111.236701965,110.459770203,110.840866089,111.890930176,110.458084106,111.526420593,110.455551147,111.463157654,110.658355713,0
3482.0,105.79,112.957077026,113.575965881,112.815292358,112.580612183,113.091163635,112.572402954,112.918571472,112.163253784,112.265777588,112.471740723,112.41040802,112.35483551,112.735488892,111.152290344,113.360626221,0
7732.0,112.53,113.533462524,113.462295532,113.177749634,112.882659912,113.667533875,113.151847839,113.284545898,113.546295166,113.965759277,112.26914978,112.372840881,113.197395325,111.79045105,113.061126709,112.242973328,0
1911.0,87.21,94.3789901733,95.7983398438,94.8269729614,94.9520874023,95.1785125732,95.6220397949,94.2634429932,95.3978347778,95.0606307983,94.7414627075,94.4350814819,94.8340301514,95.0926361084,95.7739944458,94.7873764038,0
4695.0,95.46,97.0706863403,97.4807739258,96.8612823486,97.2940444946,96.8923721313,96.5936279297,96.9008712769,97.3840484619,97.5084381104,97.9583358765,97.4558639526,96.8575363159,97.1171264648,99.0947494507,97.5776443481,0
5492.0,98.44,94.0856628418,94.8125076294,93.7169799805,93.7655715942,95.3904647827,94.4839935303,94.861618042,94.451965332,94.4308929443,94.228843689,95.5327148438,94.7164382935,94.8268432617,95.0639801025,95.8135528564,0
2021.0,89.0,94.5570983887,94.8458786011,94.917137146,94.5795135498,94.9163665771,94.4652557373,94.7951049805,94.2875366211,94.592048645,94.1417999268,95.4935455322,94.7290878296,94.9213943481,94.0857543945,94.4016723633,0
2084.0,93.92,95.0343856812,95.3775939941,94.9990921021,94.7387542725,95.0570449829,95.4768371582,95.4945907593,95.2671890259,95.8171157837,95.0446777344,97.6884918213,96.4281845093,97.1042480469,99.107131958,96.8995742798,0
3143.0,92.39,96.3647537231,98.8600006104,95.2377548218,97.7673416138,96.6518630981,106.113700867,98.7205123901,96.5281524658,93.7682495117,97.2498931885,96.8014831543,98.0038452148,93.9206161499,97.4741287231,94.5235137939,0
6009.0,92.66,94.1034317017,93.5013427734,93.3228149414,93.7168884277,92.5340270996,92.7951660156,93.0847320557,92.6306228638,92.9340744019,93.7411575317,92.8149490356,92.8506240845,92.9780502319,91.9694747925,95.3870544434,0
8051.0,90.18,91.5499572754,91.8754959106,92.2766571045,91.9516296387,91.7501602173,91.6514663696,91.9761428833,91.7811355591,91.6324996948,91.7577285767,91.7026596069,91.873085022,91.0533447266,91.653213501,91.0665893555,0
802.0,88.58,93.1006240845,93.475440979,92.7590637207,93.2686767578,93.2824172974,92.8898162842,92.9600906372,93.0903244019,93.2045669556,93.1229171753,92.7319564819,93.3385696411,92.6287689209,92.851600647,92.8143692017,0
5344.0,119.72,105.026275635,105.63822937,106.772773743,105.245559692,111.287315369,105.799194336,105.858688354,107.525772095,105.563354492,104.123916626,105.101020813,105.092048645,105.352653503,106.359901428,106.118103027,0
3078.0,111.42,116.065444946,117.523162842,114.324874878,114.903427124,113.407554626,117.649147034,114.777145386,115.711723328,116.501991272,114.530578613,114.589958191,116.291915894,114.918167114,113.860488892,115.670127869,0
2302.0,73.59,78.8087844849,78.899810791,78.99659729,78.2692337036,79.1028594971,78.6503601074,78.1930236816,78.787361145,78.8318557739,78.9336013794,78.6206970215,79.0115890503,78.9998779297,78.3726501465,78.9395141602,0
6424.0,125.98,111.580841064,110.938850403,111.739074707,111.256439209,111.340446472,111.245239258,111.548439026,111.141746521,110.381736755,110.146865845,110.047538757,110.198249817,109.756118774,109.916122437,109.78087616,0
3057.0,101.0,93.6322479248,94.4476852417,94.0400009155,94.8587722778,93.6718139648,94.1336364746,93.7407989502,93.4816360474,93.5351867676,93.0789642334,93.0917892456,93.6225128174,93.3937301636,94.0046310425,93.7476425171,0
5588.0,91.03,93.3266448975,94.3384933472,93.7928924561,94.1764221191,93.8438034058,94.5007095337,94.3666152954,94.0196456909,94.2260971069,94.0091094971,93.5632019043,93.5905532837,94.5674667358,93.1031570435,94.1031570435,0
214.0,106.67,111.679634094,111.74105072,111.585945129,111.174873352,112.262405396,111.599624634,112.450027466,111.8254776,111.61302948,111.624900818,111.731033325,111.929664612,111.952033997,112.134483337,111.501274109,0
7738.0,87.99,89.7416381836,89.7622680664,90.3153839111,90.1588897705,90.1340026855,90.5055465698,90.3009185791,89.9018707275,89.7119522095,89.1272888184,89.8537445068,89.6820068359,89.8869552612,89.4224243164,89.8938980103,0
2495.0,110.47,111.242324829,110.922821045,113.614860535,113.860702515,110.266891479,114.367134094,114.071990967,112.927131653,115.16381073,114.235397339,113.982116699,113.986244202,114.021636963,112.518249512,115.372398376,0
1718.0,108.15,112.257904053,114.42653656,114.898384094,114.0,114.192153931,114.824058533,115.596961975,115.41960907,115.866096497,115.566596985,116.207374573,115.773704529,114.94392395,116.031410217,117.308441162,0
7263.0,106.97,111.175193787,111.062858582,111.458953857,111.45916748,111.315177917,110.442810059,111.051689148,110.522888184,111.182136536,111.391212463,111.356163025,110.435333252,110.415107727,110.322540283,110.226837158,0
2837.0,91.03,93.9225006104,93.6845855713,93.7402191162,93.5020980835,93.8342666626,94.2345504761,94.4923706055,93.9923019409,93.549949646,93.7291793823,94.2721633911,93.5400924683,93.8999328613,93.580291748,93.7447357178,0
1133.0,92.29,94.9326629639,94.1396026611,94.8750534058,94.3990631104,93.4345321655,97.1012878418,93.7000427246,95.2448883057,94.7433166504,94.0656585693,93.6518478394,93.5777435303,94.4737701416,94.0908660889,93.6640853882,0
958.0,110.2,113.830467224,114.207023621,114.301597595,114.453437805,116.727470398,116.178398132,114.452400208,116.550384521,114.912628174,113.204299927,114.37815094,113.841217041,116.085975647,116.452224731,115.228622437,0
3062.0,93.58,95.0115966797,94.8204650879,94.646774292,95.5220565796,95.5277023315,95.1140823364,95.1951217651,95.5688476562,94.7921218872,94.7860641479,94.811378479,94.9461975098,94.4232788086,95.3944244385,94.3975296021,0
1541.0,97.95,101.251556396,101.73449707,100.972396851,100.65536499,100.09728241,101.572357178,100.358177185,101.384994507,100.514160156,101.689193726,101.925125122,102.105941772,101.048355103,100.308036804,101.764579773,0
435.0,102.58,104.738204956,104.392723083,104.6616745,105.304740906,105.293746948,105.560180664,105.113952637,105.77911377,104.578216553,104.713790894,104.417366028,104.510467529,104.793907166,105.04070282,104.730667114,0
1555.0,96.51,94.2236709595,94.2830429077,94.8723831177,94.8293304443,94.2755813599,94.7930679321,94.9685668945,94.9398117065,94.2163085938,95.0127258301,94.3727798462,93.8213806152,93.8353424072,96.0652084351,94.1293258667,0
2516.0,134.21,104.288337708,104.196784973,104.213279724,103.781105042,102.515640259,103.534408569,103.370735168,105.276123047,103.884140015,102.694610596,104.219543457,103.870613098,103.86605835,104.258308411,104.143432617,0
5313.0,89.86,95.4901733398,95.4102096558,96.31224823,95.9850387573,95.162940979,94.1962738037,94.4679107666,94.5335693359,93.6331863403,93.954574585,93.7153701782,93.401260376,94.057762146,93.80103302,93.7395477295,0
1874.0,88.64,93.6234512329,93.5919342041,93.1040878296,93.6134033203,93.5099945068,93.5263595581,92.8814468384,94.0494155884,92.4671173096,92.535484314,92.883354187,93.467956543,92.4026794434,93.5331344604,93.373916626,0
2384.0,114.26,112.505645752,112.056335449,111.744995117,112.74747467,112.457801819,112.032989502,111.883880615,111.759803772,112.369194031,112.539710999,111.757568359,111.746162415,112.346160889,111.822013855,112.154647827,0
1065.0,109.16,111.942749023,111.374168396,111.551422119,112.046722412,111.730979919,111.027381897,111.639221191,111.117897034,111.532592773,111.095962524,111.442695618,111.385528564,111.445724487,112.050247192,111.293579102,0
485.0,97.91,94.5517807007,93.5016555786,93.5326004028,94.1737289429,93.9141693115,94.0373153687,93.897064209,93.7542114258,93.5047302246,94.1492080688,93.60987854,93.4175567627,93.9043655396,95.4813919067,93.8653717041,0
7681.0,92.25,97.1361618042,97.8712158203,98.4729385376,98.8056640625,98.2298660278,96.6366119385,93.0005264282,97.8512420654,97.1036987305,104.734565735,99.100189209,99.5468978882,96.2012634277,98.8608016968,99.482170105,0
504.0,122.24,112.22290802,112.843910217,112.394165039,111.935966492,111.573867798,112.081665039,111.843559265,112.256515503,112.590065002,111.749465942,112.489547729,112.513420105,111.430366516,111.936660767,111.649284363,0
6788.0,98.91,100.143211365,100.308135986,101.278305054,101.867012024,99.3582992554,98.9267272949,100.471847534,101.079963684,101.049079895,101.563056946,100.976104736,99.3705215454,100.065261841,100.469070435,100.157440186,0
6587.0,110.89,104.702606201,104.329727173,104.432502747,105.163787842,104.920707703,107.494911194,104.592025757,105.328948975,103.523452759,104.075523376,105.145683289,104.143531799,105.073509216,105.362548828,104.231666565,0
4106.0,92.18,94.0143127441,94.0324707031,95.0419082642,93.78099823,94.5236053467,93.2279052734,94.3331832886,93.5545501709,93.5494613647,93.6738204956,93.9664001465,93.2624969482,94.1700897217,94.0912246704,94.8602142334,0
2310.0,111.74,116.189147949,117.169967651,115.829032898,116.702201843,116.828819275,117.063415527,116.964378357,116.163887024,116.580177307,116.894515991,116.002258301,117.08278656,116.342498779,116.017303467,118.418365479,0
2493.0,105.97,112.025245667,111.956413269,112.689315796,112.492980957,112.263366699,112.019584656,111.901435852,112.11491394,112.556777954,111.638633728,112.758392334,112.087280273,111.974136353,111.81439209,112.804908752,0
808.0,93.21,94.3924026489,95.3288040161,94.9997711182,94.0545730591,94.8200149536,94.802154541,95.4978713989,94.8707122803,94.544883728,94.4242706299,94.1887283325,94.8318634033,94.2914505005,94.5892944336,94.5060272217,0
8135.0,112.12,108.971435547,109.377334595,109.035522461,109.996917725,108.730606079,109.757217407,108.657524109,110.11882782,109.29094696,110.149024963,109.242027283,109.535949707,109.42073822,109.247962952,108.874053955,0
6891.0,96.41,101.149734497,100.988334656,100.870330811,100.771629333,101.01915741,101.926391602,100.799026489,100.534439087,101.077026367,101.443023682,101.40737915,101.107345581,101.217765808,100.184043884,101.256767273,0
5110.0,108.62,113.74495697,112.389022827,112.772476196,112.987457275,113.533843994,113.444709778,113.26197052,111.855239868,113.88356781,112.80178833,112.462898254,113.691925049,112.637695312,112.766830444,112.615188599,0
450.0,89.86,93.9679260254,94.3329620361,94.2511749268,93.4978179932,93.4486999512,93.7050476074,93.8864974976,93.3209457397,94.1985168457,94.0155639648,93.7014312744,93.6960678101,93.4512863159,93.5625762939,94.5085067749,0
3000.0,101.13,108.55896759,106.0936203,110.357154846,108.501266479,105.260162354,106.680297852,105.423362732,106.854415894,106.538269043,105.407981873,107.018859863,105.653594971,107.033966064,107.611122131,106.385620117,0
7032.0,118.87,113.979019165,114.015113831,114.026039124,113.727111816,113.230751038,113.594871521,114.020217896,114.476364136,113.69393158,113.280387878,113.553009033,114.113502502,113.495521545,113.56047821,113.386573792,0
6889.0,107.93,109.854133606,110.207710266,110.718002319,110.589096069,110.398475647,109.269691467,109.785690308,109.499763489,110.215431213,110.7239151,109.734344482,109.970275879,109.910926819,109.306427002,109.612915039,0
2859.0,91.32,90.4737014771,91.4351272583,90.1846008301,91.1531677246,91.052734375,91.0332870483,90.4812545776,90.6862945557,91.4299850464,91.2045211792,91.0387115479,90.7248764038,90.9206237793,90.9606933594,91.5302276611,0
1225.0,102.49,104.147651672,101.068977356,103.182022095,103.434432983,101.732849121,99.9711151123,102.883605957,102.862319946,101.51386261,102.902641296,103.743797302,102.733352661,102.333564758,100.837677002,104.362266541,0
4329.0,93.36,95.002532959,95.4995574951,95.7309875488,94.7855224609,95.5506668091,95.9103240967,94.916229248,95.1505584717,95.0645294189,95.5200958252,95.1344985962,94.5647659302,94.1988754272,95.0070648193,94.5234680176,0
4454.0,109.65,102.84677124,103.664978027,106.265609741,107.134307861,103.461517334,102.885276794,105.337837219,104.074928284,104.44934082,105.60861969,103.449577332,104.202598572,103.077919006,103.088340759,103.268600464,0
427.0,108.85,111.727676392,111.236808777,111.330467224,111.568122864,111.397903442,111.846168518,111.677345276,110.559570312,111.714355469,112.117485046,111.946266174,111.545783997,110.688438416,111.59046936,111.071228027,0
3661.0,115.1,115.641784668,117.452293396,116.791778564,117.743377686,116.141342163,116.207046509,115.827262878,115.93523407,115.546974182,115.304969788,114.937019348,114.397514343,116.216743469,116.880470276,116.311103821,0
6327.0,109.33,115.002639771,114.509719849,114.882987976,115.657447815,115.590240479,115.395393372,117.50478363,115.726455688,115.896987915,114.537734985,115.255493164,114.24760437,113.371170044,116.483711243,114.70350647,0
530.0,111.75,112.009544373,112.239494324,112.532577515,112.160209656,112.774894714,111.907417297,112.637535095,112.049659729,112.150314331,112.552703857,112.207603455,112.585388184,112.577285767,112.003135681,112.833206177,0
4989.0,83.23,92.3267059326,92.5304946899,92.6504516602,92.499130249,92.2199172974,92.6021347046,91.4234008789,92.3898086548,92.3859329224,92.4942398071,91.7684860229,91.8879394531,93.1828842163,94.5629119873,93.3992538452,0
5028.0,106.41,105.23085022,104.961090088,104.228233337,104.96194458,105.848136902,104.456756592,103.984146118,103.533569336,104.182624817,103.339538574,104.120147705,103.442970276,103.829467773,105.018112183,103.435569763,0
7294.0,88.93,91.1972961426,91.9760971069,91.1362686157,91.9706573486,90.2965698242,91.6203536987,90.5664596558,91.0821304321,91.3163986206,90.4730148315,91.9466705322,91.3371276855,92.47240448,92.6171951294,90.7407531738,0
3860.0,90.8,94.2649765015,94.3217163086,94.0639953613,93.7170257568,94.5015182495,94.1569747925,94.218460083,93.8058166504,93.6483612061,93.5796661377,93.14818573,93.3690643311,92.808265686,92.7221832275,93.9579772949,0
3049.0,90.82,93.3882522583,93.1741256714,93.4564590454,93.5987625122,93.3128051758,93.2119903564,93.1881713867,93.7253799438,92.8603668213,92.9854507446,93.3140945435,92.9283599854,92.6046524048,93.5470046997,92.881401062,0
3286.0,119.75,114.527191162,116.437675476,115.188301086,115.445587158,115.666107178,114.370239258,115.106384277,114.214378357,115.145027161,114.950828552,115.892066956,115.821578979,116.151039124,116.392379761,114.256263733,0
5931.0,100.55,101.875175476,101.598320007,101.097320557,102.335372925,101.925949097,103.132583618,101.029953003,106.076469421,100.906356812,101.215736389,102.092597961,100.98400116,102.978485107,100.586174011,102.066459656,0
4855.0,110.66,111.309768677,109.843345642,110.574020386,114.750495911,110.209602356,112.189086914,112.108711243,110.801391602,111.736572266,110.567321777,113.013214111,110.939956665,113.050079346,112.952224731,111.118110657,0
2475.0,110.17,112.29838562,112.59387207,112.234092712,112.042449951,113.282493591,112.19732666,112.338928223,112.984977722,112.165023804,112.534080505,112.033256531,111.610900879,111.599571228,112.366249084,112.195777893,0
4724.0,122.65,116.713005066,116.266181946,116.070373535,115.525932312,113.153945923,115.730484009,117.774375916,114.012664795,117.226356506,112.6561203,111.396842957,112.361747742,112.41469574,118.241645813,111.105606079,0
3432.0,107.71,116.552604675,113.509750366,112.73134613,112.91910553,112.963699341,113.311775208,113.59324646,112.373001099,111.959243774,112.110427856,112.013923645,111.972267151,113.118614197,113.446929932,114.031044006,0
896.0,90.76,93.4172058105,93.400100708,93.6691741943,93.4292297363,93.2212753296,93.1771469116,93.503036499,93.0985412598,93.5573577881,93.3708877563,93.2028808594,93.6802062988,93.7648086548,93.8496627808,93.03490448,0
5192.0,88.51,92.5408706665,92.158416748,93.2442626953,92.071975708,92.03150177,91.9165115356,91.0347595215,92.1566619873,92.1647491455,91.521194458,93.7312393188,93.120475769,92.6316833496,91.5404434204,92.5814743042,0
7829.0,103.31,110.930488586,110.817298889,110.979743958,111.937141418,111.021614075,111.584190369,111.401359558,110.648544312,111.576904297,109.771186829,112.20867157,109.771400452,111.27999115,111.802078247,112.44165802,0
5571.0,106.32,100.814071655,101.550559998,100.595191956,104.854438782,100.882400513,101.686775208,100.690307617,105.58228302,103.551002502,100.825172424,101.697875977,102.67414093,108.96572113,102.403511047,100.542541504,0
983.0,90.77,90.63697052,90.9778747559,90.5769577026,91.1935577393,90.6348495483,90.4774169922,91.9577636719,90.6587982178,90.3003158569,91.1354827881,90.761177063,90.2590713501,91.8098068237,90.8006591797,90.9665527344,0
634.0,113.98,108.025344849,109.654472351,110.714729309,110.433906555,108.659858704,112.548942566,109.231140137,107.457138062,110.254486084,106.745079041,109.37676239,110.559410095,114.685241699,106.763656616,106.57434082,0
4828.0,89.91,95.1316833496,96.0870666504,95.0101013184,96.1636123657,95.5738143921,96.0367660522,95.4976882935,96.8531951904,94.9281387329,94.963722229,96.6248626709,96.2349395752,95.4600830078,95.0867843628,95.1687088013,0
3282.0,112.27,115.952156067,115.874832153,116.314979553,117.038131714,116.785758972,115.955749512,115.966697693,116.550163269,116.603805542,117.11618042,116.16632843,115.815338135,116.078834534,117.316833496,115.924736023,0
8213.0,107.29,98.5176925659,98.9847183228,97.5157852173,98.2152099609,99.5582427979,100.125968933,99.3429489136,98.6447601318,102.291313171,97.9962310791,99.5602340698,98.7929382324,100.5809021,99.2242584229,100.792724609,0
5477.0,101.68,102.717185974,103.6485672,102.954322815,103.331161499,104.045898438,102.886894226,102.177146912,103.236450195,102.614822388,102.889251709,102.208480835,101.89466095,103.043319702,103.479179382,103.023765564,0
2915.0,74.1,77.736831665,77.4334716797,78.3643875122,77.5837860107,77.8004684448,78.1753158569,78.0349121094,78.5381164551,77.9853591919,77.3028717041,78.8071670532,78.6754150391,78.0635299683,77.9413070679,78.0544815063,0
1938.0,115.22,114.84475708,113.137062073,114.925125122,123.068992615,114.098266602,113.976295471,113.274337769,114.647239685,115.485282898,112.18106842,111.684051514,110.822425842,110.971435547,114.510810852,112.616531372,0
1516.0,101.7,104.969703674,104.184860229,104.993026733,105.060089111,103.939529419,104.470405579,103.554702759,104.631286621,105.51776123,105.34728241,105.301330566,105.47580719,104.887298584,103.805999756,105.27999115,0
2339.0,100.81,92.78490448,92.7236480713,93.2984313965,92.7153778076,92.5303649902,92.142250061,94.2672653198,92.0746078491,92.2156524658,91.8961334229,91.4817047119,91.0902557373,91.6846008301,91.6361694336,92.6763916016,0
6915.0,100.8,92.3505706787,91.8815841675,92.7699890137,91.796585083,92.2396621704,92.3126144409,91.6196975708,91.76927948,92.0787353516,91.6228027344,92.6073455811,91.812171936,91.6599884033,92.6466522217,91.396774292,0
4375.0,78.88,78.0052185059,78.0423126221,78.0188751221,77.9529418945,77.2470474243,77.5128250122,77.6339263916,77.9539794922,77.1696243286,77.3173980713,77.7119293213,77.5703887939,76.8968887329,76.9717636108,77.5752334595,0
1642.0,99.51,104.473747253,104.440872192,103.588783264,103.957229614,104.313560486,104.041137695,103.673278809,103.3045578,103.369354248,104.14780426,102.997436523,104.354499817,105.089546204,103.524536133,104.127639771,0
7498.0,92.64,93.1742630005,92.9255218506,92.8808670044,92.7249298096,92.6715774536,93.3328323364,92.5232162476,93.0712890625,92.8095474243,93.4802093506,92.1185684204,93.2198104858,93.3494720459,93.1349029541,92.749382019,0
